ligand_inchikey,ligand_smiles,drug_names,project_entity_ids,target_chembl_id,gene_symbol,uniprot_accession,target_name,target_class_l1,assay_lane,calibration_status,positive_compounds,negative_compounds,computed_pocket_evidence,pocket_consensus_class,best_method_match_p2rank_rank,best_method_match_fpocket_rank,evidence_compute_route,target_compute_class_zh,class_specific_compute_bundle_zh,wetlab_priority,conplex_score,conplex_rank_within_target,conplex_rank_within_ligand_46,conplex_percentile_within_target,conplex_percentile_within_ligand_46,drugclip_predicted_pocket_cosine_mean,drugclip_predicted_pocket_sixfold_std,drugclip_rank_within_target,drugclip_rank_within_ligand_44,drugclip_percentile_within_target,drugclip_percentile_within_ligand_44,drugclip_formal_eligible,dta_target_percentile_disagreement,dta_ligand_percentile_disagreement,dta_target_top10pct_concordant,dta_bidirectional_top10pct_concordant,sequence_only_fragment_exploratory_top5pct,shortlist_route
VHGCDTVCOLNTBX-QGZVFWFLSA-N,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,atomoxetine,UNII:ASW034S0B8,CHEMBL1250375,NOX4,Q9NPH5,NADPH oxidase 4,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,58,22,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,45.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.61609274,15.0,2.0,0.98052853,0.9777778,0.14986283,0.05497839,66.0,9.0,0.9095967,0.8139535,True,0.07093185,0.16382426,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
PAJMKGZZBBTTOY-ZFORQUDYSA-N,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O,treprostinil,UNII:RUM6K67ESG,CHEMBL1287628,NOX1,Q9Y5S8,NADPH oxidase 1,Transporter,TRANSPORTER_MEMBRANE_FUNCTIONAL,T3_MINIMUM_POSITIVE_NEGATIVE,78,19,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,2.0,52.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,转运体,内向/外向状态和底物通道口袋ensemble；历史对照校准；Boltz-2；膜环境MD,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,0.52183974,67.0,1.0,0.90820587,1.0,0.14353879,0.124163784,72.0,15.0,0.90125173,0.67441857,True,0.0069541335,0.32558143,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
FYDWDCIFZSGNBU-UHFFFAOYSA-N,CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CN2CCC(C(N)=O)CC2)cc1,revefenacin,UNII:G2AE2VE07O,CHEMBL1641348,SLC22A8,Q8TCC7,Organic anion transporter 3,Transporter,TRANSPORTER_MEMBRANE_FUNCTIONAL,T5_SPARSE_OR_NONE,3,11,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,1.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,转运体,内向/外向状态和底物通道口袋ensemble；历史对照校准；Boltz-2；膜环境MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.5376458,14.0,2.0,0.98191935,0.9777778,0.24112679,0.043915022,27.0,5.0,0.96383864,0.90697676,True,0.018080711,0.07080102,True,True,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
MBBCVAKAJPKAKM-UHFFFAOYSA-N,O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,lomitapide,UNII:82KUB0583F,CHEMBL1641348,SLC22A8,Q8TCC7,Organic anion transporter 3,Transporter,TRANSPORTER_MEMBRANE_FUNCTIONAL,T5_SPARSE_OR_NONE,3,11,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,1.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,转运体,内向/外向状态和底物通道口袋ensemble；历史对照校准；Boltz-2；膜环境MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.47961438,32.0,1.0,0.95688456,1.0,0.27020213,0.09393975,16.0,6.0,0.9791377,0.88372093,True,0.022253156,0.116279066,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
OJQMKCBWYCWFPU-UHFFFAOYSA-N,CC(C)N(CCCCOCC(=O)O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,selexipag,UNII:5EXC0E384L,CHEMBL1641348,SLC22A8,Q8TCC7,Organic anion transporter 3,Transporter,TRANSPORTER_MEMBRANE_FUNCTIONAL,T5_SPARSE_OR_NONE,3,11,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,1.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,转运体,内向/外向状态和底物通道口袋ensemble；历史对照校准；Boltz-2；膜环境MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.44174886,43.0,2.0,0.94158554,0.9777778,0.15692627,0.10398556,67.0,9.0,0.90820587,0.8139535,True,0.033379674,0.16382426,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
AXQACEQYCPKDMV-RZAWKFBISA-N,CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1,naldemedine,UNII:03KSI6WLXH,CHEMBL1641348,SLC22A8,Q8TCC7,Organic anion transporter 3,Transporter,TRANSPORTER_MEMBRANE_FUNCTIONAL,T5_SPARSE_OR_NONE,3,11,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,1.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,转运体,内向/外向状态和底物通道口袋ensemble；历史对照校准；Boltz-2；膜环境MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.5630621,7.0,2.0,0.99165505,0.9777778,0.1951493,0.078824736,48.0,5.0,0.9346314,0.90697676,True,0.057023644,0.07080102,True,True,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
MCGSCOLBFJQGHM-SCZZXKLOSA-N,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,abacavir,UNII:WR2TIP26VS,CHEMBL1641348,SLC22A8,Q8TCC7,Organic anion transporter 3,Transporter,TRANSPORTER_MEMBRANE_FUNCTIONAL,T5_SPARSE_OR_NONE,3,11,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,1.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,转运体,内向/外向状态和底物通道口袋ensemble；历史对照校准；Boltz-2；膜环境MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.38997188,72.0,1.0,0.90125173,1.0,0.2449081,0.05033753,24.0,5.0,0.96801114,0.90697676,True,0.06675941,0.09302324,True,True,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
DYDCPNMLZGFQTM-UHFFFAOYSA-N,Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,delafloxacin,UNII:6315412YVF,CHEMBL1641353,POLR2A,P24928,DNA-directed RNA polymerase II subunit RPB1,Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,1,0,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,3.0,154.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.1221648,72.0,13.0,0.90125173,0.73333335,0.13771452,0.09494718,64.0,6.0,0.9123783,0.88372093,True,0.011126578,0.15038759,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
HIFJCPQKFCZDDL-ACWOEMLNSA-N,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,iloprost,UNII:JED5K35YGL,CHEMBL1641353,POLR2A,P24928,DNA-directed RNA polymerase II subunit RPB1,Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,1,0,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,3.0,154.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.20032299,30.0,20.0,0.9596662,0.57777774,0.19337206,0.118424766,12.0,8.0,0.984701,0.8372093,True,0.025034785,0.25943154,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
SGEUNORSOZVTOL-CABZTGNLSA-N,C[C@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)F)nc1-2)C(N)=O,inavolisib,UNII:L4C1UY2NYH,CHEMBL1641353,POLR2A,P24928,DNA-directed RNA polymerase II subunit RPB1,Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,1,0,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,3.0,154.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.13832515,61.0,19.0,0.91655076,0.6,0.1564355,0.09615702,39.0,5.0,0.9471488,0.90697676,True,0.030598044,0.30697674,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
WGFOBBZOWHGYQH-MXHNKVEKSA-N,CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1,lubiprostone,UNII:7662KG2R6K,CHEMBL1641353,POLR2A,P24928,DNA-directed RNA polymerase II subunit RPB1,Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,1,0,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,3.0,154.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.30637455,14.0,18.0,0.98191935,0.6222222,0.14929567,0.14171249,47.0,8.0,0.9360223,0.8372093,True,0.045897067,0.2149871,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
KAQKFAOMNZTLHT-OZUDYXHBSA-N,CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)O[C@H]2C[C@H]1O,epoprostenol,UNII:DCR9Z582X0,CHEMBL1641353,POLR2A,P24928,DNA-directed RNA polymerase II subunit RPB1,Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,1,0,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,3.0,154.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.15577267,52.0,25.0,0.92906815,0.46666664,0.20078658,0.11993864,7.0,9.0,0.99165505,0.8139535,True,0.0625869,0.34728688,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
KAQKFAOMNZTLHT-OZUDYXHBSA-N,CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)O[C@H]2C[C@H]1O,epoprostenol,UNII:DCR9Z582X0,CHEMBL1835,TBXAS1,P24557,Thromboxane-A synthase,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,58,849,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,2.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.21044047,45.0,13.0,0.9388039,0.73333335,0.22445856,0.14024088,55.0,6.0,0.9248957,0.88372093,True,0.013908207,0.15038759,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
HIFJCPQKFCZDDL-ACWOEMLNSA-N,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,iloprost,UNII:JED5K35YGL,CHEMBL1835,TBXAS1,P24557,Thromboxane-A synthase,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,58,849,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,2.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.27062553,28.0,5.0,0.9624478,0.9111111,0.24218388,0.1072045,45.0,5.0,0.9388039,0.90697676,True,0.02364391,0.004134357,True,True,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
DYDCPNMLZGFQTM-UHFFFAOYSA-N,Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,delafloxacin,UNII:6315412YVF,CHEMBL1835,TBXAS1,P24557,Thromboxane-A synthase,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,58,849,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,2.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.16306438,66.0,8.0,0.9095967,0.84444445,0.26157627,0.053624023,40.0,2.0,0.945758,0.9767442,True,0.036161304,0.13229972,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
VKHAHZOOUSRJNA-GCNJZUOMSA-N,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,mifepristone,UNII:320T6RNW1F,CHEMBL1835,TBXAS1,P24557,Thromboxane-A synthase,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,58,849,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,2.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.25654432,36.0,14.0,0.9513213,0.71111107,0.21159543,0.10143881,62.0,1.0,0.91515994,1.0,True,0.036161363,0.28888893,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
JGRXMPYUTJLTKT-UHFFFAOYSA-N,O=C(O)CNC(=O)c1ncc(-c2cccc(Cl)c2)cc1O,vadadustat,UNII:I60W9520VV,CHEMBL1839,TPO,P07202,Thyroid peroxidase,Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,6,14,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,1.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.20671193,22.0,4.0,0.9707928,0.93333334,0.22094639,0.085309595,25.0,8.0,0.9666203,0.8372093,True,0.0041724443,0.09612405,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
HNPFPERDNWXAGS-NFVOFSAMSA-N,O=C(O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,latanoprost,UNII:6Z5B6HVF6O,CHEMBL1839,TPO,P07202,Thyroid peroxidase,Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,6,14,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,1.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.15827408,56.0,17.0,0.9235049,0.64444447,0.17205638,0.08156912,51.0,10.0,0.93045896,0.7906977,True,0.006954074,0.14625323,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
DOBNVUFHFMVMDB-BEFAXECRSA-N,C[C@H](C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O)C(=O)O,sacubitril,UNII:17ERJ0MKGI,CHEMBL1839,TPO,P07202,Thyroid peroxidase,Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,6,14,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,1.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.16180646,52.0,12.0,0.92906815,0.75555557,0.16108336,0.10884624,58.0,11.0,0.9207232,0.76744187,True,0.008344948,0.011886299,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
PDWUPXJEEYOOTR-UHFFFAOYSA-N,N=C(N)NCc1cccc(I)c1,3-iodobenzylguanidine,UNII:35MRW7B4AD,CHEMBL1839,TPO,P07202,Thyroid peroxidase,Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,6,14,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,1.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.15810314,57.0,9.0,0.922114,0.82222223,0.17919974,0.032205123,48.0,1.0,0.9346314,1.0,True,0.012517393,0.17777777,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
DWZAEMINVBZMHQ-UHFFFAOYSA-N,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,gedatolisib,UNII:96265TNH2R,CHEMBL1839,TPO,P07202,Thyroid peroxidase,Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,6,14,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,1.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.17116939,42.0,10.0,0.94297636,0.8,0.21013539,0.09966595,29.0,11.0,0.961057,0.76744187,True,0.018080652,0.032558143,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
MAEIEVLCKWDQJH-UHFFFAOYSA-N,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,bumetanide,UNII:0Y2S3XUQ5H,CHEMBL1839,TPO,P07202,Thyroid peroxidase,Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,6,14,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,1.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.183378,36.0,5.0,0.9513213,0.9111111,0.15346496,0.040055156,66.0,8.0,0.9095967,0.8372093,True,0.041724622,0.07390183,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
KTEIFNKAUNYNJU-GFCCVEGCSA-N,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,crizotinib,UNII:53AH36668S,CHEMBL1846,RYR1,P21817,Ryanodine receptor 1,Ion channel,ION_CHANNEL_FUNCTIONAL,T5_SPARSE_OR_NONE,0,1,P3_LOW_CONFIDENCE_FRAGMENT_HYPOTHESIS,C6_STRUCTURE_FIRST_NO_EXACT_MODEL,,,R5_LOW_CONFIDENCE_STRUCTURE_FIRST,离子通道,开放/关闭/失活状态和孔道口袋ensemble；Boltz-2；膜内离子通道MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.24054922,1.0,3.0,1.0,0.95555556,,,,,,,False,,,False,False,True,CONPLEX_TARGET_TOP5PCT_FRAGMENT_EXPLORATORY
DKNWSYNQZKUICI-UHFFFAOYSA-N,NC12CC3CC(CC(C3)C1)C2,amantadine,UNII:BF4C9Z1J53,CHEMBL1846,RYR1,P21817,Ryanodine receptor 1,Ion channel,ION_CHANNEL_FUNCTIONAL,T5_SPARSE_OR_NONE,0,1,P3_LOW_CONFIDENCE_FRAGMENT_HYPOTHESIS,C6_STRUCTURE_FIRST_NO_EXACT_MODEL,,,R5_LOW_CONFIDENCE_STRUCTURE_FIRST,离子通道,开放/关闭/失活状态和孔道口袋ensemble；Boltz-2；膜内离子通道MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.2232457,2.0,1.0,0.9986092,1.0,,,,,,,False,,,False,False,True,CONPLEX_TARGET_TOP5PCT_FRAGMENT_EXPLORATORY
SNIOPGDIGTZGOP-UHFFFAOYSA-N,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],nitroglycerin,UNII:G59M7S0WS3,CHEMBL1846,RYR1,P21817,Ryanodine receptor 1,Ion channel,ION_CHANNEL_FUNCTIONAL,T5_SPARSE_OR_NONE,0,1,P3_LOW_CONFIDENCE_FRAGMENT_HYPOTHESIS,C6_STRUCTURE_FIRST_NO_EXACT_MODEL,,,R5_LOW_CONFIDENCE_STRUCTURE_FIRST,离子通道,开放/关闭/失活状态和孔道口袋ensemble；Boltz-2；膜内离子通道MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.18089098,3.0,1.0,0.9972184,1.0,,,,,,,False,,,False,False,True,CONPLEX_TARGET_TOP5PCT_FRAGMENT_EXPLORATORY
MOYKHGMNXAOIAT-JGWLITMVSA-N,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],isosorbide dinitrate,UNII:IA7306519N,CHEMBL1846,RYR1,P21817,Ryanodine receptor 1,Ion channel,ION_CHANNEL_FUNCTIONAL,T5_SPARSE_OR_NONE,0,1,P3_LOW_CONFIDENCE_FRAGMENT_HYPOTHESIS,C6_STRUCTURE_FIRST_NO_EXACT_MODEL,,,R5_LOW_CONFIDENCE_STRUCTURE_FIRST,离子通道,开放/关闭/失活状态和孔道口袋ensemble；Boltz-2；膜内离子通道MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.17959753,4.0,1.0,0.99582756,1.0,,,,,,,False,,,False,False,True,CONPLEX_TARGET_TOP5PCT_FRAGMENT_EXPLORATORY
GLYMPHUVMRFTFV-QLFBSQMISA-N,C[C@@H]1CN(C(=O)c2ccc(NC(=O)c3cc(O[C@H](C)c4c(Cl)ccc(F)c4Cl)c(N)nn3)cc2)C[C@H](C)N1,ensartinib,UNII:SMA5ZS5B22,CHEMBL1846,RYR1,P21817,Ryanodine receptor 1,Ion channel,ION_CHANNEL_FUNCTIONAL,T5_SPARSE_OR_NONE,0,1,P3_LOW_CONFIDENCE_FRAGMENT_HYPOTHESIS,C6_STRUCTURE_FIRST_NO_EXACT_MODEL,,,R5_LOW_CONFIDENCE_STRUCTURE_FIRST,离子通道,开放/关闭/失活状态和孔道口袋ensemble；Boltz-2；膜内离子通道MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.17613024,5.0,2.0,0.99443674,0.9777778,,,,,,,False,,,False,False,True,CONPLEX_TARGET_TOP5PCT_FRAGMENT_EXPLORATORY
XMAYWYJOQHXEEK-ZEQKJWHPSA-N,CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,ketoconazole,UNII:R9400W927I,CHEMBL1846,RYR1,P21817,Ryanodine receptor 1,Ion channel,ION_CHANNEL_FUNCTIONAL,T5_SPARSE_OR_NONE,0,1,P3_LOW_CONFIDENCE_FRAGMENT_HYPOTHESIS,C6_STRUCTURE_FIRST_NO_EXACT_MODEL,,,R5_LOW_CONFIDENCE_STRUCTURE_FIRST,离子通道,开放/关闭/失活状态和孔道口袋ensemble；Boltz-2；膜内离子通道MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.17512727,6.0,3.0,0.9930459,0.95555556,,,,,,,False,,,False,False,True,CONPLEX_TARGET_TOP5PCT_FRAGMENT_EXPLORATORY
VOVIALXJUBGFJZ-KWVAZRHASA-N,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,budesonide,UNII:Q3OKS62Q6X,CHEMBL1846,RYR1,P21817,Ryanodine receptor 1,Ion channel,ION_CHANNEL_FUNCTIONAL,T5_SPARSE_OR_NONE,0,1,P3_LOW_CONFIDENCE_FRAGMENT_HYPOTHESIS,C6_STRUCTURE_FIRST_NO_EXACT_MODEL,,,R5_LOW_CONFIDENCE_STRUCTURE_FIRST,离子通道,开放/关闭/失活状态和孔道口袋ensemble；Boltz-2；膜内离子通道MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.16715369,7.0,13.0,0.99165505,0.73333335,,,,,,,False,,,False,False,True,CONPLEX_TARGET_TOP5PCT_FRAGMENT_EXPLORATORY
