排名,审计ID,推荐层级,老药新用类型,药物,原适应症领域,原领域英文,候选靶点,拟新用细分病种,拟新用病种英文,拟新用病种大类,优先级分数,ConPLEx分数,药物内靶点排名,OpenTargets病种分数,实验类型,风险等级,文献状态,PubMed总窗计数,上市后PubMed计数,PubMed总窗PMID,上市后PMID,是否同原适应症领域,是否同已知靶点家族
94,strict895_0028,第一轮候补,跨大领域老药新用,Doravirine And Islatravir,感染性疾病,Infectious Disease,DNMT3A,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,69.20060173333333,0.37572718,38,0.8577261614555013,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,否,否
95,strict895_0029,第一轮候补,跨大领域老药新用,Doravirine,未知,,DNMT3A,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,69.20060173333333,0.37572718,38,0.8577261614555013,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,否,否
96,strict895_0085,第一轮候补,跨大领域老药新用,Rilpivirine Hydrochloride,感染性疾病,Infectious Disease,TYK2,银屑病,psoriasis,皮肤/免疫,69.03082880984074,0.3881348,18,0.7222757693262555,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,,,否,否
97,strict895_0101,第一轮候补,跨大领域老药新用,Lubiprostone,胃肠/消化,Gastroenterology,PTPN11,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,68.7411784714397,0.44137505,37,0.6434226431750978,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,否,否
98,strict895_0496,第一轮候补,跨领域但同靶点家族扩展,Fedratinib Hydrochloride,免疫/炎症,Immunology/Inflammation,PDGFRA,胃肠道间质瘤,gastrointestinal stromal tumor,实体瘤,68.70682053333333,0.45086044,3,0.8245011238749937,酶/表观遗传生化,中,PubMed pair审计未见明确报道,0,0,,,否,是
99,strict895_0010,第一轮候补,跨大领域老药新用,Doravirine And Islatravir,感染性疾病,Infectious Disease,ESR1,乳腺癌,breast cancer,实体瘤,68.55242103915302,0.53315145,7,0.7356631572956897,核受体/转录因子 reporter,medium,PubMed pair审计未见明确报道,0,0,,,否,否
100,strict895_0423,第一轮候补,同领域新靶点/新病种探索,Bicalutamide,肿瘤,Oncology,PTPN11,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,68.4770094714397,0.5830379,5,0.6434226431750978,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,是,否
101,strict895_0692,第一轮候补,同领域同靶点家族扩展,Dacomitinib,肿瘤,Oncology,PDGFRA,胃肠道间质瘤,gastrointestinal stromal tumor,实体瘤,68.0,0.5190028,5,0.8245011238749937,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,是,是
102,strict895_0312,第一轮候补,跨大领域老药新用,Rilpivirine Hydrochloride,感染性疾病,Infectious Disease,DNMT3A,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,67.98254666666666,0.349626,73,0.8577261614555013,酶/表观遗传生化,中,PubMed pair审计未见明确报道,0,0,,,否,否
103,strict895_0012,第一轮候补,跨大领域老药新用,Rilpivirine Hydrochloride,感染性疾病,Infectious Disease,FGFR2,乳腺癌,breast carcinoma,实体瘤,67.82930855191475,0.3862914,21,0.7171426615665811,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,否,否
104,strict895_0071,第一轮候补,跨大领域老药新用,Rilpivirine Hydrochloride,感染性疾病,Infectious Disease,CHEK2,乳腺癌,breast carcinoma,实体瘤,67.78188542737742,0.36775023,39,0.7090462826982556,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,,,否,否
105,strict895_0045,第一轮候补,跨大领域老药新用,Rilpivirine Hydrochloride,感染性疾病,Infectious Disease,AKT1,乳腺癌,breast carcinoma,实体瘤,66.84239212621793,0.388093,19,0.6250986130170937,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,,,否,否
106,strict895_0196,第一轮候补,跨领域但同靶点家族扩展,Palbociclib,肿瘤,Oncology,PTPN11,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,66.49501120477304,0.47895718,38,0.6434226431750978,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,否,是
107,strict895_0728,第一轮候补,同领域新靶点/新病种探索,Enzalutamide,肿瘤,Oncology,PTPN11,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,66.27122640477303,0.45273322,60,0.6434226431750978,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,是,否
108,strict895_0412,第一轮候补,同领域新靶点/新病种探索,Apalutamide,肿瘤,Oncology,PTPN11,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,66.16684053810636,0.45049638,18,0.6434226431750978,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,是,否
109,strict895_0042,第一轮候补,跨大领域老药新用,Netupitant,肿瘤,Oncology,MAP2K1,黑色素瘤,melanoma,实体瘤,66.12632434073458,0.3217322,43,0.7309105929215368,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,,,否,否
110,strict895_0069,第一轮候补,跨大领域老药新用,Rilpivirine Hydrochloride,感染性疾病,Infectious Disease,AKT2,乳腺癌,breast cancer,实体瘤,66.10214926762771,0.39727473,17,0.5731553422649348,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,,,否,否
111,strict895_0160,第一轮候补,跨大领域老药新用,Rilpivirine Hydrochloride,感染性疾病,Infectious Disease,PTPN11,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,66.01401020477303,0.38293573,23,0.6434226431750978,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,否,否
112,strict895_0049,第一轮候补,跨大领域老药新用,Doravirine And Islatravir,感染性疾病,Infectious Disease,NR3C1,浆细胞骨髓瘤,plasma cell myeloma,血液肿瘤/血液病,65.98825333951291,0.51468325,10,0.6217001484227961,核受体/转录因子 reporter,medium,PubMed pair审计未见明确报道,0,0,,,否,否
113,strict895_0050,第一轮候补,跨大领域老药新用,Doravirine,未知,,NR3C1,浆细胞骨髓瘤,plasma cell myeloma,血液肿瘤/血液病,65.98825333951291,0.51468325,10,0.6217001484227961,核受体/转录因子 reporter,medium,PubMed pair审计未见明确报道,0,0,,,否,否
114,strict895_0008,第一轮候补,跨大领域老药新用,Rilpivirine Hydrochloride,感染性疾病,Infectious Disease,CDK4,乳腺癌,breast cancer,实体瘤,65.82133631738378,0.36350212,46,0.6307216615133534,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,,,否,否
115,strict895_0655,第一轮候补,跨领域但同靶点家族扩展,Infigratinib Phosphate,肿瘤,Oncology,EGFR,非小细胞肺癌,non-small cell lung carcinoma,实体瘤,65.80184773333333,0.49575388,9,0.8525670184292347,激酶生化/细胞,medium,上市后文献有新靶点线索,5,4,40449758;40415599;36185300,40449758;40415599;36185300,否,是
116,strict895_0389,第一轮候补,跨大领域老药新用,Dasabuvir Sodium,感染性疾病,Infectious Disease,BRAF,黑色素瘤,melanoma,实体瘤,65.58819206666666,0.27688983,2,0.819548256089721,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,,,否,否
117,strict895_0078,第一轮候补,跨大领域老药新用,Maraviroc,感染性疾病,Infectious Disease,SCN4A,波动性肌强直,myotonia fluctuans,实体瘤,65.48077137322173,0.6193163,29,0.5547009499209655,离子通道功能,medium,PubMed pair审计未见明确报道,0,0,,,否,否
118,strict895_0127,第一轮候补,跨大领域老药新用,Doravirine,未知,,BRAF,黑色素瘤,melanoma,实体瘤,65.22575173333334,0.39769468,31,0.819548256089721,激酶生化/细胞,medium,上市后文献有新靶点线索,2,2,39596009;38338893,39596009;38338893,否,否
119,strict895_0070,第一轮候补,跨大领域老药新用,Emtricitabine,感染性疾病,Infectious Disease,MAP2K1,肝细胞癌,hepatocellular carcinoma,实体瘤,65.09977198534006,0.5244312,24,0.315545421570669,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,,,否,否
120,strict895_0537,第一轮候补,同领域同靶点家族扩展,Selpercatinib,肿瘤,Oncology,AKT1,乳腺癌,breast carcinoma,实体瘤,65.0647187928846,0.5719569,20,0.6250986130170937,激酶生化/细胞,中,PubMed pair审计未见明确报道,0,0,,,是,是
121,strict895_0702,第一轮候补,同领域同靶点家族扩展,Tucatinib,肿瘤,Oncology,PDGFRA,胃肠道间质瘤,gastrointestinal stromal tumor,实体瘤,65.05527453333333,0.43689874,5,0.8245011238749937,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,是,是
122,strict895_0066,第一轮候补,跨大领域老药新用,Emtricitabine,感染性疾病,Infectious Disease,JAK1,浆细胞骨髓瘤,plasma cell myeloma,血液肿瘤/血液病,64.91990997732191,0.5116364,31,0.3075515545476405,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,,,否,否
123,strict895_0024,第一轮候补,跨大领域老药新用,Ulipristal Acetate,内分泌/代谢,Endocrinology/Metabolic,RAF1,扩张型心肌病,dilated cardiomyopathy,心血管,64.82840170528435,0.3130472,30,0.6912384757904153,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,,,否,否
124,strict895_0633,第一轮候补,同领域同靶点家族扩展,Larotrectinib Sulfate,肿瘤,Oncology,CDK6,乳腺癌,breast carcinoma,实体瘤,64.73219757559252,0.5180267,10,0.6103198922485568,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,,,是,是
125,strict895_0054,第一轮候补,跨大领域老药新用,Abiraterone Acetate,肿瘤,Oncology,KCNJ2,心律失常,cardiac arrhythmia,心血管,64.7046079290238,0.53880787,43,0.5202047968455021,离子通道功能,medium,PubMed pair审计未见明确报道,0,0,,,否,否
126,strict895_0126,第一轮候补,跨大领域老药新用,Infigratinib Phosphate,肿瘤,Oncology,SLC12A3,慢性肾病,chronic kidney disease,肾脏,64.48940442151365,0.40706992,12,0.6144951772524586,转运体摄取/外排,medium,PubMed pair审计未见明确报道,0,0,,,否,否
127,strict895_0343,第一轮候补,跨领域但同靶点家族扩展,Fostamatinib Disodium,免疫/炎症,Immunology/Inflammation,RET,非小细胞肺癌,non-small cell lung carcinoma,实体瘤,64.26532912427038,0.37978193,6,0.7055780321897952,激酶生化/细胞,中,PubMed pair审计未见明确报道,0,0,,,否,是
128,strict895_0154,第一轮候补,跨大领域老药新用,Fludarabine Phosphate,肿瘤,Oncology,KCNK3,肺动脉高压,pulmonary arterial hypertension,心血管,64.26503418496569,0.54970104,15,0.5006681859984753,离子通道功能,medium,PubMed pair审计未见明确报道,0,0,,,否,否
129,strict895_0091,第一轮候补,跨大领域老药新用,Lubiprostone,胃肠/消化,Gastroenterology,JAK3,皮炎,dermatitis,皮肤/免疫,64.18657411761757,0.44664273,33,0.3856257800422626,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,,,否,否
130,strict895_0087,第一轮候补,跨大领域老药新用,Rilpivirine Hydrochloride,感染性疾病,Infectious Disease,PRKCB,弥漫大B细胞淋巴瘤,diffuse large B-cell lymphoma,血液肿瘤/血液病,63.86805343787859,0.45179585,8,0.3607813527946042,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,,,否,否
131,strict895_0115,第一轮候补,跨大领域老药新用,Obeticholic Acid,其他,Other,BCL2,B细胞慢性淋巴细胞白血病,B-cell chronic lymphocytic leukemia,血液肿瘤/血液病,63.68696554314289,0.52599865,5,0.7416429130285728,离子通道功能,medium,上市后文献有新靶点线索,3,3,41587401;41389630;38302816,41587401;41389630;38302816,否,否
132,strict895_0272,第一轮候补,同领域新靶点/新病种探索,Cyclobenzaprine Hydrochloride,神经/精神,Neurology/Psychiatry,SCN2A,双相障碍,bipolar disorder,神经/精神,63.67216550808544,0.44876504,4,0.7139169025815748,离子通道功能,中,PubMed pair审计未见明确报道,0,0,,,是,否
133,strict895_0032,第一轮候补,跨大领域老药新用,Netupitant,肿瘤,Oncology,PTPN11,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,63.54111647143969,0.32994515,33,0.6434226431750978,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,否,否
134,strict895_0062,第一轮候补,跨大领域老药新用,Givinostat Hydrochloride,肿瘤,Oncology,KDR,肝细胞癌,hepatocellular carcinoma,实体瘤,63.531797990242,0.31317872,8,0.6777833062329777,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,否,否
135,strict895_0217,第一轮候补,跨大领域老药新用,Atazanavir Sulfate,感染性疾病,Infectious Disease,MMP3,乳腺癌,breast cancer,实体瘤,63.43198348556351,0.5120554,3,0.2858659326917113,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,否,否
136,strict895_0498,第一轮候补,跨大领域老药新用,Obeticholic Acid,其他,Other,RAF1,扩张型心肌病,dilated cardiomyopathy,心血管,63.36496023861767,0.28168774,90,0.6912384757904153,激酶生化/细胞,中,PubMed pair审计未见明确报道,0,0,,,否,否
137,strict895_0259,第一轮候补,跨大领域老药新用,Lopinavir,感染性疾病,Infectious Disease,KLK3,前列腺癌,prostate cancer,实体瘤,63.269194079302224,0.33410957,3,0.6226998879689877,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,否,否
138,strict895_0838,第一轮候补,同领域新靶点/新病种探索,Bicalutamide,肿瘤,Oncology,AKT1,乳腺癌,breast carcinoma,实体瘤,63.064718792884605,0.50478417,63,0.6250986130170937,激酶生化/细胞,medium,上市后文献有新靶点线索,2,1,29749659;17635910,29749659,是,否
139,strict895_0584,第一轮候补,同领域新靶点/新病种探索,Bicalutamide,肿瘤,Oncology,DNMT3A,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,63.0,0.5402651,32,0.8577261614555013,酶/表观遗传生化,中高,上市后文献有新靶点线索,3,3,37188336;29383141;21990314,37188336;29383141;21990314,是,否
140,strict895_0636,第一轮候补,同领域同靶点家族扩展,Pazopanib Hydrochloride,肿瘤,Oncology,EGFR,非小细胞肺癌,non-small cell lung carcinoma,实体瘤,63.0,0.5651659,12,0.8525670184292347,激酶生化/细胞,medium,上市后文献有新靶点线索,58,56,41459979;41163837;39434726,41459979;41163837;39434726,是,是
141,strict895_0403,第一轮候补,跨领域但同靶点家族扩展,Fostamatinib Disodium,免疫/炎症,Immunology/Inflammation,FLT3,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,62.947933199999994,0.30602714,14,0.8354100756215777,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,,,否,是
142,strict895_0661,第一轮候补,同领域新靶点/新病种探索,Bicalutamide,肿瘤,Oncology,CDK6,乳腺癌,breast carcinoma,实体瘤,62.73219757559252,0.54905325,19,0.6103198922485568,激酶生化/细胞,medium,上市后文献有新靶点线索,2,2,41219649;32297439,41219649;32297439,是,否
143,strict895_0039,第一轮候补,跨大领域老药新用,Doravirine,未知,,RAF1,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,62.63169118813735,0.37818822,36,0.4584995965098081,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,,,否,否
144,strict895_0040,第一轮候补,跨大领域老药新用,Doravirine And Islatravir,感染性疾病,Infectious Disease,RAF1,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,62.63169118813735,0.37818822,36,0.4584995965098081,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,,,否,否
145,strict895_0253,第一轮候补,跨领域但同靶点家族扩展,Infigratinib Phosphate,肿瘤,Oncology,KDR,肝细胞癌,hepatocellular carcinoma,实体瘤,62.25012439024199,0.5896098,7,0.6777833062329777,酶/表观遗传生化,medium,上市前或窗口外报道,1,0,33396726,,否,是
146,strict895_0369,第一轮候补,跨领域但同靶点家族扩展,Fostamatinib Disodium,免疫/炎症,Immunology/Inflammation,PDGFRA,胃肠道间质瘤,gastrointestinal stromal tumor,实体瘤,61.98111133333333,0.3067381,13,0.8245011238749937,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,否,是
147,strict895_0522,第一轮候补,跨大领域老药新用,Doravirine,未知,,FTO,乳腺癌,breast cancer,实体瘤,61.910332033335294,0.32721317,57,0.5766096637037913,酶/表观遗传生化,中,PubMed pair审计未见明确报道,0,0,,,否,否
148,strict895_0531,第一轮候补,跨大领域老药新用,Atazanavir Sulfate,感染性疾病,Infectious Disease,KLK3,前列腺癌,prostate cancer,实体瘤,61.877684145968885,0.3042915,78,0.6226998879689877,酶/表观遗传生化,中,PubMed pair审计未见明确报道,0,0,,,否,否
149,strict895_0068,第一轮候补,跨大领域老药新用,Ozanimod Hydrochloride,神经/精神,Neurology/Psychiatry,NR3C1,银屑病,psoriasis,皮肤/免疫,60.96707087626924,0.39856422,13,0.6089218048712254,核受体/转录因子 reporter,medium,PubMed pair审计未见明确报道,0,0,,,否,否
150,strict895_0579,第一轮候补,同领域同靶点家族扩展,Selpercatinib,肿瘤,Oncology,AKT2,乳腺癌,breast cancer,实体瘤,60.89599520096104,0.56475073,22,0.5731553422649348,激酶生化/细胞,中高,PubMed pair审计未见明确报道,0,0,,,是,是
151,strict895_0663,第一轮候补,同领域同靶点家族扩展,Cabozantinib S-Malate,肿瘤,Oncology,RET,非小细胞肺癌,non-small cell lung carcinoma,实体瘤,60.8755057242704,0.6910026,3,0.7055780321897952,激酶生化/细胞,medium,上市后文献有新靶点线索,228,224,42342601;42107510;41977363,42342601;42107510;41977363,是,是
152,strict895_0449,第一轮候补,跨大领域老药新用,Cobicistat,未知,,SLC34A2,肺鳞癌,squamous cell lung carcinoma,实体瘤,60.846983677136194,0.44692403,69,0.3699494345393864,转运体摄取/外排,medium,PubMed pair审计未见明确报道,0,0,,,否,否
