ligand_inchikey,drug_names,project_entity_ids,active_target_count,experimental_pocket_targets,recovered_no_experimental_pocket_targets,chembl37_moa_pairs,strict_positive_pairs,conflicting_pairs,grey_negative_inactive_pairs,nonstrict_activity_only_pairs,local_unreported_pairs,physical_pairs_completed,stable_physical_pairs,local_unreported_physical_support_pairs,local_unreported_stable_pairs,top_local_unreported_target,top_local_unreported_target_chembl_id,top_local_unreported_evidence_stage,drug_centric_program_rank,pair_count_d0_chembl37_recorded,pair_count_d1_external_rediscovery_control,pair_count_d2_local_unreported_stable_awaiting_literature_audit,pair_count_d3_external_non_support_hold,pair_count_d4_local_unreported_physical_not_stable,pair_count_d5_local_unreported_dta_only,pair_count_d6_target_gate_hold,pair_count_d7_literature_selectivity_risk,top_v6_literature_audit_target,top_v6_literature_audit_target_chembl_id,top_v6_literature_audit_pair_id,pair_count_v7_d0_chembl37_recorded,pair_count_v7_d1_external_rediscovery_control,pair_count_v7_d3_external_non_support_hold,pair_count_v7_d4_local_unreported_physical_not_stable,pair_count_v7_d5_local_unreported_dta_only,pair_count_v7_d6_target_gate_hold,pair_count_v7_d7_literature_selectivity_risk,pair_count_v7_v7_d0_structured_external_rediscovery,pair_count_v7_v7_d1_literature_direct_rediscovery,pair_count_v7_v7_d2_direct_enzyme_context_not_classic_target,pair_count_v7_v7_d3_kirhub_biochemical_rediscovery,pair_count_v7_v7_d4_external_assay_non_support_or_weak,pair_count_v7_v7_d5_computational_precedent_only,pair_count_v7_v7_d6_unvalidated_confounder_or_hotspot_risk,pair_count_v7_v7_d7_unvalidated_cleaner_hypothesis,top_relation_ranker_gene_v7,top_relation_ranker_target_chembl_id_v7,top_relation_ranker_rank_v7,top_relation_ranker_score_v7,top_new_target_ranker_gene_v7,top_new_target_ranker_target_chembl_id_v7,top_new_target_ranker_rank_v7,top_new_target_ranker_score_v7,kirhub_wt_pairs_tested_v7,kirhub_wt_strong_pairs_v7,common_hotspot_active_measurements_v7,common_hotspot_active_target_pairs_v7,prospective_unvalidated_case_count_v7,database_gap_rediscovery_control_count_v7,top_advanced_overall_gene_v8,top_advanced_overall_target_chembl_id_v8,top_advanced_overall_rank_v8,top_advanced_overall_score_v8,top_advanced_overall_applicability_domain_v8,top_advanced_unreported_gene_v8,top_advanced_unreported_target_chembl_id_v8,top_advanced_unreported_rank_v8,top_advanced_unreported_score_v8,top_advanced_unreported_applicability_domain_v8,v8_graph_seed_target_count,v8_external_pairs,v8_external_strict_pairs,v8_external_strict_positives,v8_mutation_application_pairs,v8_prospective_unvalidated_cases,v8_database_gap_rediscovery_controls,top_robust_coverage_gene_v9,top_robust_coverage_target_v9,top_robust_coverage_rank_v9,top_robust_coverage_score_v9,top_internal_positive_incidence_v9,v9_robust_coverage_top20_targets,v9_bindingdb_strict_positive_pairs,v9_integrated_prospective_cases,v9_structural_overrides,v10_top_seeded_gene,v10_top_seeded_target_chembl_id,v10_top_seeded_rank_185,v10_top_seeded_score,v10_top_unseeded_gene,v10_top_unseeded_target_chembl_id,v10_top_unseeded_rank_199,v10_top_unseeded_score,v10_seeded_primary_top20_targets,v10_unseeded_exploratory_top20_targets
LWQQLNNNIPYSNX-UROSTWAQSA-N,calcipotriene,UNII:143NQ3779B,384,338,46,1,0,0,0,14,369,55,5,3,3,DHODH,CHEMBL1966,D1_STATE_OR_SEED_STABLE,26,15,0,3,0,46,123,197,0,DHODH,CHEMBL1966,LWQQLNNNIPYSNX-UROSTWAQSA-N__CHEMBL1966,15,0,0,46,123,197,0,0,0,0,0,0,0,1,2,VDR,CHEMBL1977,1.0,0.9681024949466712,THRB,CHEMBL1947,1.0,0.8914519976799654,0,0,0,0,1,0,CDK6,CHEMBL2508,1.0,0.4326424009128765,AD2_MEDIUM_GRAPH_SUPPORT,CDK6,CHEMBL2508,1.0,0.4326424009128765,AD2_MEDIUM_GRAPH_SUPPORT,1.0,0,0,0,0,1,0,MAPK11,CHEMBL3961,1.0,0.97911227154,0.0290964777947932,20,0,1,0,CFB,CHEMBL5731,1.0,0.80252683076168,CSNK1E,CHEMBL4937,1.0,0.9816273,20,20
GMRQFYUYWCNGIN-NKMMMXOESA-N,calcitriol,UNII:FXC9231JVH,384,338,46,1,0,0,0,40,343,38,5,3,3,DHODH,CHEMBL1966,D1_STATE_OR_SEED_STABLE,27,41,0,3,0,26,125,189,0,THRB,CHEMBL1947,GMRQFYUYWCNGIN-NKMMMXOESA-N__CHEMBL1947,41,0,0,26,125,189,0,0,0,0,0,0,0,1,2,VDR,CHEMBL1977,1.0,0.9484548497863076,NR1H4,CHEMBL2047,1.0,0.888118446299106,0,0,0,0,2,0,PLK1,CHEMBL3024,1.0,0.414328889959041,AD2_MEDIUM_GRAPH_SUPPORT,PLK1,CHEMBL3024,1.0,0.414328889959041,AD2_MEDIUM_GRAPH_SUPPORT,1.0,0,0,0,0,2,0,CDK2,CHEMBL301,1.0,0.971279373368,0.0290964777947932,20,0,2,1,HDAC3,CHEMBL1829,1.0,0.8249340106365393,CDK2,CHEMBL301,1.0,0.9816273,20,20
JDUBGYFRJFOXQC-KRWDZBQOSA-N,capivasertib,UNII:WFR23M21IE,384,338,46,0,4,1,68,2,309,14,3,3,3,JAK3,CHEMBL2148,D1_STATE_OR_SEED_STABLE,28,75,0,0,3,10,109,187,0,,,,75,0,3,10,109,187,0,0,0,0,0,0,0,0,0,MMP12,CHEMBL4393,1.0,0.8250850379975492,JAK2,CHEMBL2971,1.0,0.7390203927010179,100,7,0,0,0,0,FGFR1,CHEMBL3650,1.0,0.9935435614404512,AD1_HIGH_GRAPH_SUPPORT,ROS1,CHEMBL5568,3.0,0.8269416588661894,AD2_MEDIUM_GRAPH_SUPPORT,4.0,100,32,1,0,0,0,ROCK2,CHEMBL2973,1.0,0.986945169713,0.4074074074074074,21,0,0,0,AKT1,CHEMBL4282,1.0,0.7639803946582447,AKT3,CHEMBL4816,1.0,0.9973753,20,20
RGFBRLNVZCCMSV-BIRGHMBHSA-N,ceftaroline fosamil,UNII:7P6FQA5D21,384,338,46,0,0,0,0,12,372,25,3,3,3,MMP3,CHEMBL283,D1_STATE_OR_SEED_STABLE,29,12,0,3,0,19,151,199,0,MMP3,CHEMBL283,RGFBRLNVZCCMSV-BIRGHMBHSA-N__CHEMBL283,12,0,0,19,151,199,0,0,0,0,0,0,0,3,0,SCN3A,CHEMBL5163,1.0,0.8353088340195269,UGCG,CHEMBL2063,1.0,0.6740096573300752,0,0,0,0,0,0,RXRA,CHEMBL2061,1.0,0.0712591314295171,AD3_LOW_GRAPH_SUPPORT,RXRA,CHEMBL2061,1.0,0.0712591314295171,AD3_LOW_GRAPH_SUPPORT,0.0,0,0,0,0,0,0,SLC6A3,CHEMBL238,1.0,0.992167101828,0.0,20,0,0,0,ACVR1,CHEMBL5903,1.0,0.9208269597227228,NQO1,CHEMBL3623,1.0,1.0,24,20
IEAKXXNRGSLYTQ-DEOSSOPVSA-N,crinecerfont,UNII:MFT24BX55I,384,338,46,0,0,0,0,0,384,17,3,3,3,THRB,CHEMBL1947,D1_STATE_OR_SEED_STABLE,30,0,0,3,0,13,164,204,0,THRB,CHEMBL1947,IEAKXXNRGSLYTQ-DEOSSOPVSA-N__CHEMBL1947,0,0,0,13,164,204,0,0,0,0,0,0,0,2,1,PLA2G2A,CHEMBL3474,1.0,0.8787899653966342,PARP1,CHEMBL3105,1.0,0.643876164537106,0,0,0,0,0,0,RXRA,CHEMBL2061,1.0,0.0622351361066538,AD3_LOW_GRAPH_SUPPORT,RXRA,CHEMBL2061,1.0,0.0622351361066538,AD3_LOW_GRAPH_SUPPORT,0.0,0,0,0,0,0,0,NR3C2,CHEMBL1994,1.0,0.993472584856,0.0,20,0,0,0,XDH,CHEMBL1929,1.0,0.9233783534353016,ALOX12,CHEMBL3687,1.0,0.98687667,20,20
LOWWYYZBZNSPDT-ZBEGNZNMSA-N,delgocitinib,UNII:9L0Q8KK220,384,338,46,0,4,0,1,0,379,23,3,3,3,AKT2,CHEMBL2431,D1_STATE_OR_SEED_STABLE,31,5,0,3,0,19,153,204,0,AKT2,CHEMBL2431,LOWWYYZBZNSPDT-ZBEGNZNMSA-N__CHEMBL2431,5,0,0,19,153,204,0,0,0,0,0,0,0,2,1,SLC22A6,CHEMBL1641347,1.0,0.8337098435366151,CSF1R,CHEMBL1844,1.0,0.726993590328277,0,0,0,0,0,0,JAK3,CHEMBL2148,1.0,0.0567159374736806,AD1_HIGH_GRAPH_SUPPORT,CYP17A1,CHEMBL3522,2.0,0.0293509325317464,AD1_HIGH_GRAPH_SUPPORT,4.0,0,0,0,0,0,0,JAK3,CHEMBL2148,1.0,1.0,0.0033277870216306,20,0,0,0,TYK2,CHEMBL3553,1.0,0.9635390326560423,MAP3K10,CHEMBL2873,1.0,0.9973753,20,20
PGTVWKLGGCQMBR-FLBATMFCSA-N,ganaxolone,UNII:98WI44OHIQ,384,338,46,0,0,0,0,4,380,17,3,3,3,NR3C1,CHEMBL2034,D1_STATE_OR_SEED_STABLE,32,4,0,3,0,13,163,201,0,NR3C1,CHEMBL2034,PGTVWKLGGCQMBR-FLBATMFCSA-N__CHEMBL2034,4,0,0,13,163,201,0,0,0,0,0,0,0,1,2,NR3C2,CHEMBL1994,1.0,0.9361110562221552,NR3C2,CHEMBL1994,1.0,0.90403014522269,0,0,0,0,1,0,CDK4,CHEMBL331,1.0,0.4744256221204517,AD1_HIGH_GRAPH_SUPPORT,CDK4,CHEMBL331,1.0,0.4744256221204517,AD1_HIGH_GRAPH_SUPPORT,4.0,0,0,0,0,1,0,CDK2,CHEMBL301,1.0,0.983028720627,0.0391849529780564,21,0,1,0,GABRB3,CHEMBL1847,1.0,0.9750524265961032,CDK9,CHEMBL3116,1.0,0.98687667,20,20
GYQYAJJFPNQOOW-UHFFFAOYSA-N,gilteritinib,UNII:66D92MGC8M,384,338,46,2,14,0,58,12,298,20,4,3,3,JAK2,CHEMBL2971,D1_STATE_OR_SEED_STABLE,33,86,1,1,1,16,96,183,0,AURKC,CHEMBL3935,GYQYAJJFPNQOOW-UHFFFAOYSA-N__CHEMBL3935,86,1,1,16,96,183,0,0,0,0,0,1,0,0,0,CHRNA7,CHEMBL2492,1.0,0.8827762452888998,RET,CHEMBL2041,1.0,0.816647034128419,103,49,0,0,0,0,MST1R,CHEMBL2689,1.0,0.9841413773618392,AD1_HIGH_GRAPH_SUPPORT,KDR,CHEMBL279,12.0,0.9373206456569968,AD1_HIGH_GRAPH_SUPPORT,16.0,103,33,14,0,0,0,RET,CHEMBL2041,1.0,0.990861618799,0.4074074074074074,20,0,0,0,KDR,CHEMBL279,1.0,0.9811374084612344,WEE1,CHEMBL5491,1.0,0.984252,20,20
QADPYRIHXKWUSV-UHFFFAOYSA-N,infigratinib,UNII:A4055ME1VK,384,338,46,0,5,1,21,34,323,21,6,3,3,EPHA2,CHEMBL2068,D1_STATE_OR_SEED_STABLE,34,61,0,1,2,15,113,192,0,WEE1,CHEMBL5491,QADPYRIHXKWUSV-UHFFFAOYSA-N__CHEMBL5491,61,0,2,15,113,192,0,0,0,0,0,0,0,0,1,LYN,CHEMBL3905,1.0,0.8872222725418095,LYN,CHEMBL3905,1.0,0.9203296392709,101,8,0,0,0,0,LYN,CHEMBL3905,1.0,0.995098293303857,AD1_HIGH_GRAPH_SUPPORT,ACHE,CHEMBL220,3.0,0.5161570407745507,AD1_HIGH_GRAPH_SUPPORT,6.0,101,45,1,0,0,0,LYN,CHEMBL3905,1.0,1.0,0.885059913897652,20,0,0,0,KIT,CHEMBL1936,1.0,0.8869097332570665,AURKB,CHEMBL2185,1.0,0.992126,20,20
MXAYKZJJDUDWDS-LBPRGKRZSA-N,ixazomib,UNII:71050168A2,384,338,46,0,0,0,0,13,371,15,3,3,3,MMP7,CHEMBL4073,D1_STATE_OR_SEED_STABLE,35,13,0,3,0,12,158,198,0,MMP7,CHEMBL4073,MXAYKZJJDUDWDS-LBPRGKRZSA-N__CHEMBL4073,13,0,0,12,158,198,0,0,0,0,0,0,0,1,2,KCNK9,CHEMBL2321614,1.0,0.8531239680484632,BCHE,CHEMBL1914,1.0,0.731978325634201,0,0,0,0,2,0,CYP11B2,CHEMBL2722,1.0,0.0725689711889144,AD3_LOW_GRAPH_SUPPORT,CYP11B2,CHEMBL2722,1.0,0.0725689711889144,AD3_LOW_GRAPH_SUPPORT,0.0,0,0,0,0,2,0,EPHX2,CHEMBL2409,1.0,0.977806788512,0.0,20,0,2,0,ITK,CHEMBL2959,1.0,0.8477632129554732,BCHE,CHEMBL1914,1.0,1.0,20,20
OURRXQUGYQRVML-AREMUKBSSA-N,netarsudil,UNII:W6I5QDT7QI,384,338,46,0,1,0,0,0,383,23,3,3,3,PLA2G7,CHEMBL3514,D1_STATE_OR_SEED_STABLE,36,1,0,1,2,18,158,204,0,PLA2G7,CHEMBL3514,OURRXQUGYQRVML-AREMUKBSSA-N__CHEMBL3514,1,0,2,18,158,204,0,0,0,0,0,0,0,1,0,SLC10A2,CHEMBL2778,1.0,0.8946862742830253,MMP12,CHEMBL4393,1.0,0.7421842833303193,103,7,0,0,0,0,GAA,CHEMBL2608,1.0,0.1985653366001976,AD2_MEDIUM_GRAPH_SUPPORT,GAA,CHEMBL2608,1.0,0.1985653366001976,AD2_MEDIUM_GRAPH_SUPPORT,1.0,103,102,6,0,0,0,CSF1R,CHEMBL1844,1.0,0.988250652742,0.0,20,0,0,0,ROCK2,CHEMBL2973,1.0,0.879103069171525,MAPKAPK2,CHEMBL2208,1.0,0.9973753,20,20
ASOADIZOVZTJSR-UHFFFAOYSA-N,opicapone,UNII:Y5929UIJ5N,384,338,46,1,0,0,0,1,382,22,3,3,3,THRB,CHEMBL1947,D1_STATE_OR_SEED_STABLE,37,2,0,3,0,16,160,203,0,THRB,CHEMBL1947,ASOADIZOVZTJSR-UHFFFAOYSA-N__CHEMBL1947,2,0,0,16,160,203,0,0,0,0,0,0,0,2,1,EGLN2,CHEMBL3028,1.0,0.8555996983863672,EGLN2,CHEMBL3028,1.0,0.8558069437179125,0,0,0,0,0,0,CACNA2D2,CHEMBL3896,1.0,0.3678689243262504,AD2_MEDIUM_GRAPH_SUPPORT,CACNA2D2,CHEMBL3896,1.0,0.3678689243262504,AD2_MEDIUM_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,CYP19A1,CHEMBL1978,1.0,0.988250652742,0.0022909507445589,20,0,0,0,COMT,CHEMBL2023,1.0,0.9042267710149066,ANO1,CHEMBL2046267,1.0,0.9973753,20,20
CEFJVGZHQAGLHS-UHFFFAOYSA-N,ripretinib,UNII:9XW757O13D,384,338,46,2,0,0,0,1,381,19,3,3,3,RET,CHEMBL2041,D1_STATE_OR_SEED_STABLE,38,3,3,0,0,14,160,204,0,,,,3,3,0,14,160,204,0,0,0,0,0,0,0,0,0,KIT,CHEMBL1936,1.0,0.8945813030368625,KIT,CHEMBL1936,1.0,0.6907459354481155,101,31,4,3,0,0,KDR,CHEMBL279,1.0,0.0170621476056903,AD1_HIGH_GRAPH_SUPPORT,ERBB2,CHEMBL1824,2.0,0.0119339081521584,AD1_HIGH_GRAPH_SUPPORT,2.0,101,98,28,3,0,0,KIT,CHEMBL1936,1.0,0.996083550914,0.0,20,0,0,0,KDR,CHEMBL279,1.0,0.940530084260734,RIPK1,CHEMBL5464,1.0,0.992126,20,20
MUMGGOZAMZWBJJ-DYKIIFRCSA-N,testosterone,UNII:3XMK78S47O,384,338,46,1,1,0,0,43,339,27,3,3,3,THRB,CHEMBL1947,D1_STATE_OR_SEED_STABLE,39,45,0,3,0,17,135,184,0,THRB,CHEMBL1947,MUMGGOZAMZWBJJ-DYKIIFRCSA-N__CHEMBL1947,45,0,0,17,135,184,0,0,0,1,0,0,0,1,1,AR,CHEMBL1871,1.0,0.9903907137410174,AR,CHEMBL1871,1.0,0.9681758531345774,0,0,0,0,0,0,CYP19A1,CHEMBL1978,1.0,0.9978859357750944,AD3_LOW_GRAPH_SUPPORT,MAPK9,CHEMBL4179,2.0,0.9232976628314412,AD3_LOW_GRAPH_SUPPORT,2.0,0,0,0,0,0,0,CYP19A1,CHEMBL1978,1.0,0.994778067885,0.9253731343283582,20,0,0,0,SRD5A2,CHEMBL1856,1.0,0.8544577359060943,CDK9,CHEMBL3116,1.0,0.9973753,20,20
HKDLNTKNLJPAIY-WKWWZUSTSA-N,ulipristal,UNII:6J5J15Q2X8,384,338,46,1,0,0,0,0,383,19,2,5,2,PDE4D,CHEMBL288,D1_STATE_OR_SEED_STABLE,40,1,0,2,0,13,165,203,0,PDE4D,CHEMBL288,HKDLNTKNLJPAIY-WKWWZUSTSA-N__CHEMBL288,1,0,0,13,165,203,0,0,0,0,0,0,0,1,1,NR3C2,CHEMBL1994,1.0,0.910284001596974,NR3C2,CHEMBL1994,1.0,0.881426476391383,0,0,0,0,1,0,GSK3A,CHEMBL2850,1.0,0.4065428290968487,AD2_MEDIUM_GRAPH_SUPPORT,GSK3A,CHEMBL2850,1.0,0.4065428290968487,AD2_MEDIUM_GRAPH_SUPPORT,1.0,0,0,0,0,1,0,CACNA2D2,CHEMBL3896,1.0,0.984334203655,0.0290964777947932,20,0,1,0,AR,CHEMBL1871,1.0,0.7911143374436255,CDK9,CHEMBL3116,1.0,0.97637796,20,20
YMTINGFKWWXKFG-UHFFFAOYSA-N,fenofibrate,UNII:U202363UOS,384,338,46,1,0,0,1,44,338,19,2,3,2,NR1H3,CHEMBL2808,D1_STATE_OR_SEED_STABLE,41,46,0,2,0,15,141,180,0,NR1H3,CHEMBL2808,YMTINGFKWWXKFG-UHFFFAOYSA-N__CHEMBL2808,46,0,0,15,141,180,0,0,0,0,0,0,0,1,1,PNLIP,CHEMBL1812,1.0,0.857604211725969,PDE5A,CHEMBL1827,1.0,0.6435363621337734,0,0,0,0,0,0,GAA,CHEMBL2608,1.0,0.3015409817616489,AD2_MEDIUM_GRAPH_SUPPORT,GAA,CHEMBL2608,1.0,0.3015409817616489,AD2_MEDIUM_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,CSNK2A1,CHEMBL3629,1.0,0.976501305483,0.0009487666034155,20,0,0,0,PPARA,CHEMBL239,1.0,0.8843624132045539,EPHX2,CHEMBL2409,1.0,1.0,20,20
WBFUHHBPNXWNCC-UHFFFAOYSA-N,acoramidis,UNII:T12B44A1OE,384,338,46,0,0,0,0,0,384,26,2,2,2,CSNK2A1,CHEMBL3629,D1_STATE_OR_SEED_STABLE,42,0,0,2,0,21,157,204,0,CSNK2A1,CHEMBL3629,WBFUHHBPNXWNCC-UHFFFAOYSA-N__CHEMBL3629,0,0,0,21,157,204,0,0,0,0,0,0,0,1,1,THRB,CHEMBL1947,1.0,0.8805855225030186,PPARG,CHEMBL235,1.0,0.796564325005953,0,0,0,0,1,0,CA2,CHEMBL205,1.0,0.0138957644201564,AD3_LOW_GRAPH_SUPPORT,CA2,CHEMBL205,1.0,0.0138957644201564,AD3_LOW_GRAPH_SUPPORT,0.0,0,0,0,0,1,0,MAP3K9,CHEMBL2872,1.0,0.980417754569,0.0,20,0,1,0,DDC,CHEMBL1843,1.0,0.9030729975671408,GSTP1,CHEMBL3902,1.0,0.9973753,20,20
PEMUGDMSUDYLHU-ZEQRLZLVSA-N,adagrasib,UNII:8EOO6HQF8Y,384,338,46,1,0,0,0,7,376,33,2,2,2,ITK,CHEMBL2959,D1_STATE_OR_SEED_STABLE,43,8,0,2,0,27,143,204,0,ITK,CHEMBL2959,PEMUGDMSUDYLHU-ZEQRLZLVSA-N__CHEMBL2959,8,0,0,27,143,204,0,0,0,0,0,0,0,1,1,LYN,CHEMBL3905,1.0,0.8359903156197034,LCK,CHEMBL258,1.0,0.7690791383641664,0,0,0,0,0,0,CACNA2D2,CHEMBL3896,1.0,0.2711648315265715,AD2_MEDIUM_GRAPH_SUPPORT,CACNA2D2,CHEMBL3896,1.0,0.2711648315265715,AD2_MEDIUM_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,FRK,CHEMBL4223,1.0,0.996736292428,0.0,21,0,0,0,GRIA2,CHEMBL4016,1.0,0.8161607138057364,SLC6A9,CHEMBL2337,1.0,1.0,20,20
VMWNQDUVQKEIOC-CYBMUJFWSA-N,apomorphine,UNII:N21FAR7B4S,384,338,46,0,0,0,1,22,361,17,2,2,2,CASP1,CHEMBL4801,D1_STATE_OR_SEED_STABLE,44,23,0,2,0,10,156,193,0,CASP1,CHEMBL4801,VMWNQDUVQKEIOC-CYBMUJFWSA-N__CHEMBL4801,23,0,0,10,156,193,0,0,0,0,0,0,0,0,2,KCNK9,CHEMBL2321614,1.0,0.9244543411833636,KCNK9,CHEMBL2321614,1.0,0.8965556518126292,0,0,0,0,0,0,CACNA2D2,CHEMBL3896,1.0,0.0833709285902185,AD3_LOW_GRAPH_SUPPORT,CACNA2D2,CHEMBL3896,1.0,0.0833709285902185,AD3_LOW_GRAPH_SUPPORT,0.0,0,0,0,0,0,0,BRAF,CHEMBL5145,1.0,0.984334203655,0.0034812880765883,20,0,0,0,RYR1,CHEMBL1846,1.0,0.901043917182918,MAP3K13,CHEMBL1163124,1.0,0.9947507,20,20
MQOBSOSZFYZQOK-UHFFFAOYSA-N,choline fenofibrate;fenofibrate,UNII:4BMH7IZT98;UNII:U202363UOS,384,338,46,1,0,0,1,44,338,19,2,2,2,THRB,CHEMBL1947,D1_STATE_OR_SEED_STABLE,45,46,0,2,0,14,142,180,0,THRB,CHEMBL1947,MQOBSOSZFYZQOK-UHFFFAOYSA-N__CHEMBL1947,46,0,0,14,142,180,0,0,0,0,0,0,0,2,0,PPARD,CHEMBL3979,1.0,0.8750151633173853,PPARD,CHEMBL3979,1.0,0.7586866178582963,0,0,0,0,0,0,GSK3A,CHEMBL2850,1.0,0.2604835812393392,AD2_MEDIUM_GRAPH_SUPPORT,GSK3A,CHEMBL2850,1.0,0.2604835812393392,AD2_MEDIUM_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,PTGS2,CHEMBL230,1.0,0.976501305483,0.0,20,0,0,0,PPARA,CHEMBL239,1.0,0.8349175355212063,HDAC11,CHEMBL3310,1.0,1.0,20,20
GPNHMOZDMYNCPO-PDUMRIMRSA-N,clascoterone,UNII:XN7MM8XG2M,384,338,46,1,0,0,0,1,382,17,2,2,2,NR3C1,CHEMBL2034,D1_STATE_OR_SEED_STABLE,46,2,0,2,0,14,163,203,0,NR3C1,CHEMBL2034,GPNHMOZDMYNCPO-PDUMRIMRSA-N__CHEMBL2034,2,0,0,14,163,203,0,0,0,0,0,0,0,1,1,NR3C2,CHEMBL1994,1.0,0.9228414037376248,NR3C2,CHEMBL1994,1.0,0.9217118775526068,0,0,0,0,0,0,PTGS2,CHEMBL230,1.0,0.3586657833996656,AD2_MEDIUM_GRAPH_SUPPORT,PTGS2,CHEMBL230,1.0,0.3586657833996656,AD2_MEDIUM_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,CYP17A1,CHEMBL3522,1.0,0.98955613577,0.0115681233933161,20,0,0,0,NR3C2,CHEMBL1994,1.0,0.9356662736531826,CDK9,CHEMBL3116,1.0,0.9947507,20,20
PIBARDGJJAGJAJ-NQIIRXRSSA-N,danicopan,UNII:JM8C1SFX0U,384,338,46,1,0,0,0,0,383,29,2,2,2,AURKC,CHEMBL3935,D1_STATE_OR_SEED_STABLE,47,1,0,2,0,25,152,204,0,AURKC,CHEMBL3935,PIBARDGJJAGJAJ-NQIIRXRSSA-N__CHEMBL3935,1,0,0,25,152,204,0,0,0,0,0,0,0,0,2,CFD,CHEMBL2176771,1.0,0.9203771836685648,CFD,CHEMBL2176771,1.0,0.8516347586226055,0,0,0,0,0,0,MPO,CHEMBL2439,1.0,0.0280011516441293,AD3_LOW_GRAPH_SUPPORT,MPO,CHEMBL2439,1.0,0.0280011516441293,AD3_LOW_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,CYP3A4,CHEMBL340,1.0,0.983028720627,0.0,21,0,0,0,HDAC8,CHEMBL3192,1.0,0.8160095627457081,GCK,CHEMBL3820,1.0,1.0,20,20
CJBJHOAVZSMMDJ-HEXNFIEUSA-N,darunavir,UNII:YO603Y8113,384,338,46,0,0,0,1,14,369,30,2,2,2,NR3C1,CHEMBL2034,D1_STATE_OR_SEED_STABLE,48,15,0,2,0,24,147,196,0,NR3C1,CHEMBL2034,CJBJHOAVZSMMDJ-HEXNFIEUSA-N__CHEMBL2034,15,0,0,24,147,196,0,0,0,0,0,1,0,0,1,PNLIP,CHEMBL1812,1.0,0.8970734687668482,PNLIP,CHEMBL1812,1.0,0.797033503329905,0,0,0,0,0,0,MAOA,CHEMBL1951,1.0,0.0181644100282505,AD3_LOW_GRAPH_SUPPORT,TRPM8,CHEMBL1075319,2.0,0.0156533271427363,AD3_LOW_GRAPH_SUPPORT,0.0,0,0,0,0,0,0,CYP17A1,CHEMBL3522,1.0,0.988250652742,0.0,20,0,0,0,FYN,CHEMBL1841,1.0,0.8969649282500204,MAPK1,CHEMBL4040,1.0,0.98687667,21,20
FWLMVFUGMHIOAA-UHFFFAOYSA-N,defactinib,UNII:53O87HA2QU,384,338,46,2,9,1,67,38,267,17,4,2,2,CDK6,CHEMBL2508,D1_STATE_OR_SEED_STABLE,49,117,0,1,1,11,77,177,0,PLA2G7,CHEMBL3514,FWLMVFUGMHIOAA-UHFFFAOYSA-N__CHEMBL3514,117,0,1,11,77,177,0,0,0,0,0,0,0,1,0,NTRK2,CHEMBL4898,1.0,0.8136112789107232,FLT3,CHEMBL1974,1.0,0.8465589451106598,101,30,0,0,0,0,FLT3,CHEMBL1974,1.0,0.9671417384372782,AD1_HIGH_GRAPH_SUPPORT,CA12,CHEMBL3242,9.0,0.8975844582217307,AD1_HIGH_GRAPH_SUPPORT,11.0,101,3,0,0,0,0,FLT3,CHEMBL1974,1.0,1.0,0.4074074074074074,20,0,0,0,KDR,CHEMBL279,1.0,0.9376206960873084,CDK7,CHEMBL3055,1.0,1.0,20,20
JWJOTENAMICLJG-QWBYCMEYSA-N,dutasteride,UNII:O0J6XJN02I,384,338,46,0,0,0,0,17,367,32,2,2,2,DDR2,CHEMBL5122,D1_STATE_OR_SEED_STABLE,50,17,0,2,0,25,146,194,0,DDR2,CHEMBL5122,JWJOTENAMICLJG-QWBYCMEYSA-N__CHEMBL5122,17,0,0,25,146,194,0,0,0,0,0,0,0,0,2,AR,CHEMBL1871,1.0,0.9279923693101948,AR,CHEMBL1871,1.0,0.9118662116930288,0,0,0,0,0,0,GAA,CHEMBL2608,1.0,0.2879663514424581,AD2_MEDIUM_GRAPH_SUPPORT,GAA,CHEMBL2608,1.0,0.2879663514424581,AD2_MEDIUM_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,CYP17A1,CHEMBL3522,1.0,0.998694516971,0.0115681233933161,20,0,0,0,SRD5A2,CHEMBL1856,1.0,0.8848554139909186,RPS6KB1,CHEMBL4501,1.0,0.992126,20,20
