ligand_inchikey,drug_names,project_entity_ids,active_target_count,experimental_pocket_targets,recovered_no_experimental_pocket_targets,chembl37_moa_pairs,strict_positive_pairs,conflicting_pairs,grey_negative_inactive_pairs,nonstrict_activity_only_pairs,local_unreported_pairs,physical_pairs_completed,stable_physical_pairs,local_unreported_physical_support_pairs,local_unreported_stable_pairs,top_local_unreported_target,top_local_unreported_target_chembl_id,top_local_unreported_evidence_stage,drug_centric_program_rank,pair_count_d0_chembl37_recorded,pair_count_d1_external_rediscovery_control,pair_count_d2_local_unreported_stable_awaiting_literature_audit,pair_count_d3_external_non_support_hold,pair_count_d4_local_unreported_physical_not_stable,pair_count_d5_local_unreported_dta_only,pair_count_d6_target_gate_hold,pair_count_d7_literature_selectivity_risk,top_v6_literature_audit_target,top_v6_literature_audit_target_chembl_id,top_v6_literature_audit_pair_id,pair_count_v7_d0_chembl37_recorded,pair_count_v7_d1_external_rediscovery_control,pair_count_v7_d3_external_non_support_hold,pair_count_v7_d4_local_unreported_physical_not_stable,pair_count_v7_d5_local_unreported_dta_only,pair_count_v7_d6_target_gate_hold,pair_count_v7_d7_literature_selectivity_risk,pair_count_v7_v7_d0_structured_external_rediscovery,pair_count_v7_v7_d1_literature_direct_rediscovery,pair_count_v7_v7_d2_direct_enzyme_context_not_classic_target,pair_count_v7_v7_d3_kirhub_biochemical_rediscovery,pair_count_v7_v7_d4_external_assay_non_support_or_weak,pair_count_v7_v7_d5_computational_precedent_only,pair_count_v7_v7_d6_unvalidated_confounder_or_hotspot_risk,pair_count_v7_v7_d7_unvalidated_cleaner_hypothesis,top_relation_ranker_gene_v7,top_relation_ranker_target_chembl_id_v7,top_relation_ranker_rank_v7,top_relation_ranker_score_v7,top_new_target_ranker_gene_v7,top_new_target_ranker_target_chembl_id_v7,top_new_target_ranker_rank_v7,top_new_target_ranker_score_v7,kirhub_wt_pairs_tested_v7,kirhub_wt_strong_pairs_v7,common_hotspot_active_measurements_v7,common_hotspot_active_target_pairs_v7,prospective_unvalidated_case_count_v7,database_gap_rediscovery_control_count_v7,top_advanced_overall_gene_v8,top_advanced_overall_target_chembl_id_v8,top_advanced_overall_rank_v8,top_advanced_overall_score_v8,top_advanced_overall_applicability_domain_v8,top_advanced_unreported_gene_v8,top_advanced_unreported_target_chembl_id_v8,top_advanced_unreported_rank_v8,top_advanced_unreported_score_v8,top_advanced_unreported_applicability_domain_v8,v8_graph_seed_target_count,v8_external_pairs,v8_external_strict_pairs,v8_external_strict_positives,v8_mutation_application_pairs,v8_prospective_unvalidated_cases,v8_database_gap_rediscovery_controls,top_robust_coverage_gene_v9,top_robust_coverage_target_v9,top_robust_coverage_rank_v9,top_robust_coverage_score_v9,top_internal_positive_incidence_v9,v9_robust_coverage_top20_targets,v9_bindingdb_strict_positive_pairs,v9_integrated_prospective_cases,v9_structural_overrides,v10_top_seeded_gene,v10_top_seeded_target_chembl_id,v10_top_seeded_rank_185,v10_top_seeded_score,v10_top_unseeded_gene,v10_top_unseeded_target_chembl_id,v10_top_unseeded_rank_199,v10_top_unseeded_score,v10_seeded_primary_top20_targets,v10_unseeded_exploratory_top20_targets
LMMJFBMMJUMSJS-UHFFFAOYSA-N,avutometinib,UNII:D0D4252V97,384,338,46,2,2,0,70,3,307,19,1,1,1,PDE3A,CHEMBL241,D1_STATE_OR_SEED_STABLE,107,77,0,1,0,16,104,186,0,PDE3A,CHEMBL241,LMMJFBMMJUMSJS-UHFFFAOYSA-N__CHEMBL241,77,0,0,16,104,186,0,0,0,0,0,0,0,1,0,MME,CHEMBL1944,1.0,0.8621723711288958,MME,CHEMBL1944,1.0,0.7276254898971157,0,0,0,0,0,0,BRAF,CHEMBL5145,1.0,0.9969290225060984,AD1_HIGH_GRAPH_SUPPORT,ROS1,CHEMBL5568,3.0,0.6330179942660886,AD3_LOW_GRAPH_SUPPORT,4.0,0,0,0,0,0,0,RAF1,CHEMBL1906,1.0,0.985639686684,0.5891891891891892,20,0,0,0,MAP2K2,CHEMBL2964,1.0,0.9740664760887529,RPS6KB1,CHEMBL4501,1.0,1.0,20,20
MBUVEWMHONZEQD-UHFFFAOYSA-N,azelastine,UNII:ZQI909440X,384,338,46,0,1,0,3,14,366,11,1,1,1,CSNK2A1,CHEMBL3629,D1_STATE_OR_SEED_STABLE,108,18,0,1,0,7,164,194,0,CSNK2A1,CHEMBL3629,MBUVEWMHONZEQD-UHFFFAOYSA-N__CHEMBL3629,18,0,0,7,164,194,0,0,0,0,0,0,0,0,1,SLC18A2,CHEMBL1893,1.0,0.9354319554389744,SLC22A6,CHEMBL1641347,1.0,0.842572240226443,0,0,0,0,0,0,KCNH2,CHEMBL240,1.0,0.9939725341250512,AD3_LOW_GRAPH_SUPPORT,HDAC3,CHEMBL1829,2.0,0.6281963718335025,AD3_LOW_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,KCNH2,CHEMBL240,1.0,0.993472584856,0.8,20,0,0,0,SLC22A12,CHEMBL6120,1.0,0.9109817764843527,CHRNA7,CHEMBL2492,1.0,1.0,20,20
KPYSYYIEGFHWSV-UHFFFAOYSA-N,baclofen,UNII:H789N3FKE8,384,338,46,0,0,0,0,38,346,16,1,1,1,PLA2G7,CHEMBL3514,D1_STATE_OR_SEED_STABLE,109,38,0,1,0,13,145,187,0,PLA2G7,CHEMBL3514,KPYSYYIEGFHWSV-UHFFFAOYSA-N__CHEMBL3514,38,0,0,13,145,187,0,0,0,0,0,0,0,1,0,SLC6A4,CHEMBL228,1.0,0.898541748680095,SLC6A2,CHEMBL222,1.0,0.7099724868176459,0,0,0,0,0,0,CYP11B2,CHEMBL2722,1.0,0.075764817860193,AD3_LOW_GRAPH_SUPPORT,CYP11B2,CHEMBL2722,1.0,0.075764817860193,AD3_LOW_GRAPH_SUPPORT,0.0,0,0,0,0,0,0,HTR3A,CHEMBL1899,1.0,0.984334203655,0.0,20,0,0,0,AKT2,CHEMBL2431,1.0,0.9144686028485304,AKT3,CHEMBL4816,1.0,1.0,20,20
XUZMWHLSFXCVMG-UHFFFAOYSA-N,baricitinib,UNII:ISP4442I3Y,384,338,46,2,3,1,67,12,299,13,1,1,1,PLA2G7,CHEMBL3514,D1_STATE_OR_SEED_STABLE,110,85,0,1,0,12,102,184,0,PLA2G7,CHEMBL3514,XUZMWHLSFXCVMG-UHFFFAOYSA-N__CHEMBL3514,85,0,0,12,102,184,0,0,0,0,0,0,0,1,0,ELANE,CHEMBL248,1.0,0.8758126181966026,HDAC2,CHEMBL1937,1.0,0.7582204523517511,103,6,1,1,0,0,JAK3,CHEMBL2148,1.0,0.993968516123532,AD1_HIGH_GRAPH_SUPPORT,HDAC3,CHEMBL1829,4.0,0.7173261855557117,AD3_LOW_GRAPH_SUPPORT,5.0,103,32,0,1,0,0,JAK3,CHEMBL2148,1.0,1.0,0.8,20,0,0,0,JAK1,CHEMBL2835,1.0,0.9558456071750046,RPS6KB1,CHEMBL4501,1.0,0.9973753,20,20
NCNRHFGMJRPRSK-MDZDMXLPSA-N,belinostat,UNII:F4H96P17NZ,384,338,46,0,7,0,0,17,360,14,2,1,1,PLA2G7,CHEMBL3514,D1_STATE_OR_SEED_STABLE,111,24,0,1,0,10,157,192,0,PLA2G7,CHEMBL3514,NCNRHFGMJRPRSK-MDZDMXLPSA-N__CHEMBL3514,24,0,0,10,157,192,0,0,0,0,0,0,0,1,0,KCNK2,CHEMBL2321615,1.0,0.8793780121509378,HDAC11,CHEMBL3310,1.0,0.7132127295795359,0,0,0,0,0,0,HDAC11,CHEMBL3310,1.0,0.9948955821721068,AD1_HIGH_GRAPH_SUPPORT,CMA1,CHEMBL4068,3.0,0.3023790770838286,AD1_HIGH_GRAPH_SUPPORT,7.0,0,0,0,0,0,0,HDAC11,CHEMBL3310,1.0,1.0,0.875,21,0,0,0,HDAC1,CHEMBL325,1.0,0.9106071484170756,GSTP1,CHEMBL3902,1.0,1.0,20,20
BTCRKOKVYTVOLU-SJSRKZJXSA-N,bexagliflozin,UNII:EY00JF42FV,384,338,46,1,0,0,1,6,376,15,1,1,1,PDE3A,CHEMBL241,D1_STATE_OR_SEED_STABLE,112,8,0,1,0,11,161,203,0,PDE3A,CHEMBL241,BTCRKOKVYTVOLU-SJSRKZJXSA-N__CHEMBL241,8,0,0,11,161,203,0,0,0,0,0,0,0,1,0,CHRNA7,CHEMBL2492,1.0,0.8274812524462796,ALDH2,CHEMBL1935,1.0,0.6571287606542964,0,0,0,0,0,0,DHFR,CHEMBL202,1.0,0.3396535335041134,AD3_LOW_GRAPH_SUPPORT,DHFR,CHEMBL202,1.0,0.3396535335041134,AD3_LOW_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,CDK2,CHEMBL301,1.0,0.981723237598,0.0290964777947932,20,0,0,0,SLC5A2,CHEMBL3884,1.0,0.8134248522110904,CSNK1E,CHEMBL4937,1.0,0.9973753,20,20
LKJPYSCBVHEWIU-UHFFFAOYSA-N,bicalutamide,UNII:A0Z3NAU9DP,384,338,46,1,0,0,0,22,361,68,1,1,1,PLA2G7,CHEMBL3514,D1_STATE_OR_SEED_STABLE,113,23,0,1,0,60,108,192,0,PLA2G7,CHEMBL3514,LKJPYSCBVHEWIU-UHFFFAOYSA-N__CHEMBL3514,23,0,0,60,108,192,0,0,0,0,0,0,0,1,0,GLS,CHEMBL2146302,1.0,0.90335175994526,CACNA2D2,CHEMBL3896,1.0,0.8015373710926968,0,0,0,0,0,0,GAA,CHEMBL2608,1.0,0.355977551394771,AD2_MEDIUM_GRAPH_SUPPORT,GAA,CHEMBL2608,1.0,0.355977551394771,AD2_MEDIUM_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,CDK9,CHEMBL3116,1.0,0.992167101828,0.0022909507445589,20,0,0,0,KIT,CHEMBL1936,1.0,0.8836034789681192,CSNK2A1,CHEMBL3629,1.0,1.0,20,20
AQOKCDNYWBIDND-FTOWTWDKSA-N,bimatoprost,UNII:QXS94885MZ,384,338,46,0,0,0,0,6,378,21,1,1,1,EPHX2,CHEMBL2409,D1_STATE_OR_SEED_STABLE,114,6,0,1,0,18,158,201,0,EPHX2,CHEMBL2409,AQOKCDNYWBIDND-FTOWTWDKSA-N__CHEMBL2409,6,0,0,18,158,201,0,0,0,0,0,0,0,0,1,GABRB3,CHEMBL1847,1.0,0.7828942706249551,PNP,CHEMBL4338,1.0,0.7289543271062453,0,0,0,0,0,0,MPO,CHEMBL2439,1.0,0.0304060584285395,AD3_LOW_GRAPH_SUPPORT,MPO,CHEMBL2439,1.0,0.0304060584285395,AD3_LOW_GRAPH_SUPPORT,0.0,0,0,0,0,0,0,EPHX2,CHEMBL2409,1.0,0.980417754569,0.0,20,0,0,0,FYN,CHEMBL1841,1.0,0.8991722661092122,AKR1B1,CHEMBL1900,1.0,0.9947507,20,20
GXJABQQUPOEUTA-RDJZCZTQSA-N,bortezomib,UNII:69G8BD63PP,384,338,46,0,3,0,10,34,337,19,3,1,1,PLA2G7,CHEMBL3514,D1_STATE_OR_SEED_STABLE,115,47,0,1,0,11,139,186,0,PLA2G7,CHEMBL3514,GXJABQQUPOEUTA-RDJZCZTQSA-N__CHEMBL3514,47,0,0,11,139,186,0,0,0,0,0,0,0,1,0,CTSS,CHEMBL2954,1.0,0.9441083540714638,CTSS,CHEMBL2954,1.0,0.9150522772285276,0,0,0,0,0,0,HDAC8,CHEMBL3192,1.0,0.9982865858952276,AD1_HIGH_GRAPH_SUPPORT,ROS1,CHEMBL5568,4.0,0.7125047934162154,AD3_LOW_GRAPH_SUPPORT,3.0,0,0,0,0,0,0,HDAC8,CHEMBL3192,1.0,0.998694516971,0.9253731343283582,20,0,0,0,MME,CHEMBL1944,1.0,0.8998671151437185,CTSS,CHEMBL2954,1.0,1.0,20,20
XYLJNLCSTIOKRM-UHFFFAOYSA-N,brimonidine,UNII:E6GNX3HHTE,384,338,46,0,0,0,3,33,348,21,1,1,1,RET,CHEMBL2041,D1_STATE_OR_SEED_STABLE,116,36,0,1,0,9,150,188,0,RET,CHEMBL2041,XYLJNLCSTIOKRM-UHFFFAOYSA-N__CHEMBL2041,36,0,0,9,150,188,0,0,0,0,0,0,0,0,1,KCNK9,CHEMBL2321614,1.0,0.8999446778087704,CFD,CHEMBL2176771,1.0,0.6976704626132634,0,0,0,0,0,0,CMA1,CHEMBL4068,1.0,0.0719870064084385,AD3_LOW_GRAPH_SUPPORT,CMA1,CHEMBL4068,1.0,0.0719870064084385,AD3_LOW_GRAPH_SUPPORT,0.0,0,0,0,0,0,0,CMA1,CHEMBL4068,1.0,0.997389033943,0.0034812880765883,20,0,0,0,XDH,CHEMBL1929,1.0,0.903374684431028,MAP3K10,CHEMBL2873,1.0,1.0,25,20
LEBVLXFERQHONN-UHFFFAOYSA-N,bupivacaine,UNII:Y8335394RO,384,338,46,1,0,0,2,34,347,11,1,1,1,PLA2G7,CHEMBL3514,D1_STATE_OR_SEED_STABLE,117,37,0,1,0,7,151,188,0,PLA2G7,CHEMBL3514,LEBVLXFERQHONN-UHFFFAOYSA-N__CHEMBL3514,37,0,0,7,151,188,0,0,0,0,0,0,0,1,0,SCN4A,CHEMBL2072,1.0,0.885898423522707,MGAM,CHEMBL2074,1.0,0.7231606943466269,0,0,0,0,0,0,CYP17A1,CHEMBL3522,1.0,0.0289502912717073,AD2_MEDIUM_GRAPH_SUPPORT,CYP17A1,CHEMBL3522,1.0,0.0289502912717073,AD2_MEDIUM_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,HTR3A,CHEMBL1899,1.0,0.988250652742,0.0,22,0,0,0,SCN9A,CHEMBL4296,1.0,0.981467140835893,BCHE,CHEMBL1914,1.0,0.9973753,20,20
HKHCSWPSUSWGLI-CABCVRRESA-N,centanafadine,UNII:D2A6T4UH9C,384,338,46,0,2,0,1,0,381,13,1,1,1,PLA2G7,CHEMBL3514,D1_STATE_OR_SEED_STABLE,118,3,0,1,0,7,170,203,0,PLA2G7,CHEMBL3514,HKHCSWPSUSWGLI-CABCVRRESA-N__CHEMBL3514,3,0,0,7,170,203,0,0,0,0,0,0,0,1,0,SLC6A2,CHEMBL222,1.0,0.9162584680271434,SLC6A4,CHEMBL228,1.0,0.7927005214035154,0,0,0,0,0,0,CACNA2D2,CHEMBL3896,1.0,0.4112917188996433,AD1_HIGH_GRAPH_SUPPORT,CACNA2D2,CHEMBL3896,1.0,0.4112917188996433,AD1_HIGH_GRAPH_SUPPORT,3.0,0,0,0,0,0,0,CDK4,CHEMBL331,1.0,0.984334203655,0.0022909507445589,20,0,0,0,SLC6A4,CHEMBL228,1.0,0.9303541148163872,MAP3K10,CHEMBL2873,1.0,1.0,20,20
QYSXJUFSXHHAJI-YRZJJWOYSA-N,cholecalciferol,UNII:1C6V77QF41,384,338,46,1,0,0,0,41,342,19,3,1,1,MAOB,CHEMBL2039,D1_STATE_OR_SEED_STABLE,119,42,0,1,0,14,142,185,0,MAOB,CHEMBL2039,QYSXJUFSXHHAJI-YRZJJWOYSA-N__CHEMBL2039,42,0,0,14,142,185,0,0,0,0,0,0,0,0,1,VDR,CHEMBL1977,1.0,0.9192483939793606,KCNJ8,CHEMBL4770,1.0,0.8274195871686458,0,0,0,0,1,0,BRAF,CHEMBL5145,1.0,0.4357929145284049,AD2_MEDIUM_GRAPH_SUPPORT,BRAF,CHEMBL5145,1.0,0.4357929145284049,AD2_MEDIUM_GRAPH_SUPPORT,1.0,0,0,0,0,1,0,CYP17A1,CHEMBL3522,1.0,0.945169712794,0.0059760956175298,20,0,1,1,CFB,CHEMBL5731,1.0,0.80252683076168,EPHX2,CHEMBL2409,1.0,0.9895013,20,20
LUKZNWIVRBCLON-GXOBDPJESA-N,ciclesonide,UNII:S59502J185,384,338,46,1,0,0,0,13,370,26,1,1,1,PTPRB,CHEMBL2706,D1_STATE_OR_SEED_STABLE,120,14,0,1,0,22,150,197,0,PTPRB,CHEMBL2706,LUKZNWIVRBCLON-GXOBDPJESA-N__CHEMBL2706,14,0,0,22,150,197,0,0,0,0,0,0,0,0,1,NR3C1,CHEMBL2034,1.0,0.891921086287015,CYP17A1,CHEMBL3522,1.0,0.8305234668192092,0,0,0,0,0,0,PTGS2,CHEMBL230,1.0,0.3789018133844629,AD2_MEDIUM_GRAPH_SUPPORT,CDK2,CHEMBL301,2.0,0.3678624562892547,AD2_MEDIUM_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,CYP17A1,CHEMBL3522,1.0,0.994778067885,0.0046838407494145,21,0,0,0,NR3C2,CHEMBL1994,1.0,0.9686463726754184,ESRRG,CHEMBL4245,1.0,0.9790026,20,20
OXPLANUPKBHPMS-ZXBNPROVSA-N,ciclesonide,UNII:S59502J185,384,338,46,1,0,0,0,13,370,23,2,1,1,THRB,CHEMBL1947,D1_STATE_OR_SEED_STABLE,121,14,0,1,0,19,153,197,0,THRB,CHEMBL1947,OXPLANUPKBHPMS-ZXBNPROVSA-N__CHEMBL1947,14,0,0,19,153,197,0,0,0,0,0,0,0,1,0,RPS6KB1,CHEMBL4501,1.0,0.8255154880681616,ARAF,CHEMBL1169596,1.0,0.8102081648404633,0,0,0,0,0,0,CDK2,CHEMBL301,1.0,0.3784852152311281,AD2_MEDIUM_GRAPH_SUPPORT,CDK2,CHEMBL301,1.0,0.3784852152311281,AD2_MEDIUM_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,CYP17A1,CHEMBL3522,1.0,0.986945169713,0.0046838407494145,20,0,0,0,NR3C2,CHEMBL1994,1.0,0.9723693251136832,RPS6KB1,CHEMBL4501,1.0,0.981661555,20,20
BSMCAPRUBJMWDF-KRWDZBQOSA-N,cobimetinib,UNII:ER29L26N1X,384,338,46,2,0,1,68,31,282,12,1,1,1,PLA2G7,CHEMBL3514,D1_STATE_OR_SEED_STABLE,122,102,0,1,0,10,90,181,0,PLA2G7,CHEMBL3514,BSMCAPRUBJMWDF-KRWDZBQOSA-N__CHEMBL3514,102,0,0,10,90,181,0,0,0,0,0,0,0,1,0,SCN10A,CHEMBL5451,1.0,0.8684775824831311,PTGS2,CHEMBL230,1.0,0.7073639374415377,103,1,0,0,0,0,CACNA2D2,CHEMBL3896,1.0,0.2348142043826001,AD1_HIGH_GRAPH_SUPPORT,CACNA2D2,CHEMBL3896,1.0,0.2348142043826001,AD1_HIGH_GRAPH_SUPPORT,2.0,103,20,0,0,0,0,SLC6A4,CHEMBL228,1.0,0.985639686684,0.0,20,0,0,0,MAP2K2,CHEMBL2964,1.0,0.9673287040719216,TH,CHEMBL1969,1.0,0.9973753,20,20
IKENVDNFQMCRTR-UHFFFAOYSA-N,conivaptan,UNII:0NJ98Y462X,384,338,46,0,0,0,0,3,381,21,1,1,1,DDR2,CHEMBL5122,D1_STATE_OR_SEED_STABLE,123,3,0,1,0,19,160,201,0,DDR2,CHEMBL5122,IKENVDNFQMCRTR-UHFFFAOYSA-N__CHEMBL5122,3,0,0,19,160,201,0,0,0,0,0,0,0,0,1,TEK,CHEMBL4128,1.0,0.8505212784626559,TEK,CHEMBL4128,1.0,0.8361955243994038,0,0,0,0,0,0,NR1H4,CHEMBL2047,1.0,0.0634679505427538,AD3_LOW_GRAPH_SUPPORT,NR1H4,CHEMBL2047,1.0,0.0634679505427538,AD3_LOW_GRAPH_SUPPORT,0.0,0,0,0,0,0,0,CYP17A1,CHEMBL3522,1.0,0.992167101828,0.0,20,0,0,0,ACVR1,CHEMBL5903,1.0,0.8537162737785644,RIPK1,CHEMBL5464,1.0,0.992126,20,20
USZAGAREISWJDP-UHFFFAOYSA-N,crisaborole,UNII:Q2R47HGR7P,384,338,46,0,1,0,0,16,367,19,1,1,1,PLA2G7,CHEMBL3514,D1_STATE_OR_SEED_STABLE,124,17,0,1,0,16,153,197,0,PLA2G7,CHEMBL3514,USZAGAREISWJDP-UHFFFAOYSA-N__CHEMBL3514,17,0,0,16,153,197,0,0,0,0,0,0,0,1,0,KCNK9,CHEMBL2321614,1.0,0.8792068541888655,PTGS2,CHEMBL230,1.0,0.8193885644175021,0,0,0,0,0,0,CACNA2D2,CHEMBL3896,1.0,0.3809801130739669,AD2_MEDIUM_GRAPH_SUPPORT,CACNA2D2,CHEMBL3896,1.0,0.3809801130739669,AD2_MEDIUM_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,CTSS,CHEMBL2954,1.0,0.992167101828,0.0290964777947932,20,0,0,0,HDAC3,CHEMBL1829,1.0,0.8306338844479685,HDAC11,CHEMBL3310,1.0,1.0,20,20
KSGXQBZTULBEEQ-UHFFFAOYSA-N,dabigatran etexilate,UNII:2E18WX195X,384,338,46,1,0,0,1,19,363,46,1,1,1,PDPK1,CHEMBL2534,D1_STATE_OR_SEED_STABLE,125,21,0,1,0,38,130,194,0,PDPK1,CHEMBL2534,KSGXQBZTULBEEQ-UHFFFAOYSA-N__CHEMBL2534,21,0,0,38,130,194,0,0,0,0,0,0,0,0,1,DNMT1,CHEMBL1993,1.0,0.8225307079291906,BCHE,CHEMBL1914,1.0,0.6825182682858756,0,0,0,0,0,0,NR3C1,CHEMBL2034,1.0,0.3644344485306143,AD2_MEDIUM_GRAPH_SUPPORT,RXRA,CHEMBL2061,2.0,0.3260253344710276,AD3_LOW_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,KCNH2,CHEMBL240,1.0,0.972584856397,0.0,20,0,0,0,F2,CHEMBL204,1.0,0.8456211076029625,AOC1,CHEMBL2118,1.0,1.0,20,20
ZBNZXTGUTAYRHI-UHFFFAOYSA-N,dasatinib,UNII:RBZ1571X5H,384,338,46,3,24,4,50,54,249,6,1,1,1,ALOX5,CHEMBL215,D1_STATE_OR_SEED_STABLE,126,135,0,1,0,4,74,170,0,ALOX5,CHEMBL215,ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL215,135,0,0,4,74,170,0,0,0,0,0,0,0,0,1,EPHA2,CHEMBL2068,1.0,0.9780071100197808,EPHA2,CHEMBL2068,1.0,0.953194677754227,103,23,0,0,0,0,LYN,CHEMBL3905,1.0,0.9934383981634094,AD1_HIGH_GRAPH_SUPPORT,CA7,CHEMBL2326,19.0,0.95287532072492,AD1_HIGH_GRAPH_SUPPORT,27.0,103,0,0,0,0,0,LYN,CHEMBL3905,1.0,1.0,0.8,21,0,0,0,PDGFRA,CHEMBL2007,1.0,0.9660497805867309,AURKB,CHEMBL2185,1.0,0.9947507,20,20
FBHSPRKOSMHSIF-GRMWVWQJSA-N,deflazacort,UNII:KR5YZ6AE4B,384,338,46,1,0,0,0,14,369,25,2,1,1,PTPRB,CHEMBL2706,D1_STATE_OR_SEED_STABLE,127,15,0,1,0,20,151,197,0,PTPRB,CHEMBL2706,FBHSPRKOSMHSIF-GRMWVWQJSA-N__CHEMBL2706,15,0,0,20,151,197,0,0,0,0,0,0,0,0,1,RPS6KB1,CHEMBL4501,1.0,0.8588363417276432,FGFR4,CHEMBL3973,1.0,0.8175514610886907,0,0,0,0,0,0,PTGS2,CHEMBL230,1.0,0.4773689277181985,AD2_MEDIUM_GRAPH_SUPPORT,CYP17A1,CHEMBL3522,2.0,0.1309323101884081,AD2_MEDIUM_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,NR3C2,CHEMBL1994,1.0,0.996083550914,0.0022909507445589,20,0,0,0,NR3C2,CHEMBL1994,1.0,0.96952531111717,CDK9,CHEMBL3116,1.0,0.98687667,20,20
BZZKEPGENYLQSC-UHFFFAOYSA-N,deucravacitinib,UNII:N0A21N6RAU,384,338,46,1,2,1,0,8,372,22,1,1,1,PLA2G7,CHEMBL3514,D1_STATE_OR_SEED_STABLE,128,12,0,1,0,19,150,202,0,PLA2G7,CHEMBL3514,BZZKEPGENYLQSC-UHFFFAOYSA-N__CHEMBL3514,12,0,0,19,150,202,0,0,0,0,0,0,0,1,0,SLC10A2,CHEMBL2778,1.0,0.859970760044436,CFD,CHEMBL2176771,1.0,0.7261205971064709,0,0,0,0,0,0,JAK3,CHEMBL2148,1.0,0.9989652495957548,AD1_HIGH_GRAPH_SUPPORT,HDAC3,CHEMBL1829,3.0,0.7394714348088975,AD3_LOW_GRAPH_SUPPORT,3.0,0,0,0,0,0,0,JAK3,CHEMBL2148,1.0,0.998694516971,1.0,20,0,0,0,JAK3,CHEMBL2148,1.0,0.9862660184995716,TTK,CHEMBL3983,1.0,0.9947507,20,20
KWTSXDURSIMDCE-QMMMGPOBSA-N,dextroamphetamine;lisdexamfetamine,UNII:H645GUL8KJ;UNII:TZ47U051FI,384,338,46,3,0,0,2,1,378,14,1,1,1,PLA2G7,CHEMBL3514,D1_STATE_OR_SEED_STABLE,129,6,0,1,0,11,165,201,0,PLA2G7,CHEMBL3514,KWTSXDURSIMDCE-QMMMGPOBSA-N__CHEMBL3514,6,0,0,11,165,201,0,0,0,0,0,0,0,1,0,SLC6A2,CHEMBL222,1.0,0.9218120022536926,GABRB3,CHEMBL1847,1.0,0.7574640601509008,0,0,0,0,0,0,BCL2,CHEMBL4860,1.0,0.3415350470757639,AD1_HIGH_GRAPH_SUPPORT,BCL2,CHEMBL4860,1.0,0.3415350470757639,AD1_HIGH_GRAPH_SUPPORT,3.0,0,0,0,0,0,0,HTR3A,CHEMBL1899,1.0,0.968668407311,0.0,20,0,0,0,SLC6A3,CHEMBL238,1.0,0.9258203277333268,PLA2G7,CHEMBL3514,1.0,1.0,20,20
DCOPUUMXTXDBNB-UHFFFAOYSA-N,diclofenac,UNII:144O8QL0L1,384,338,46,0,0,1,0,59,324,21,1,1,1,PLA2G7,CHEMBL3514,D1_STATE_OR_SEED_STABLE,130,60,0,1,0,13,135,175,0,PLA2G7,CHEMBL3514,DCOPUUMXTXDBNB-UHFFFAOYSA-N__CHEMBL3514,60,0,0,13,135,175,0,0,0,0,0,0,0,1,0,CA12,CHEMBL3242,1.0,0.8421812771337858,HDAC3,CHEMBL1829,1.0,0.6166070823172236,0,0,0,0,0,0,BCL2,CHEMBL4860,1.0,0.35728185499143,AD2_MEDIUM_GRAPH_SUPPORT,BCL2,CHEMBL4860,1.0,0.35728185499143,AD2_MEDIUM_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,AR,CHEMBL1871,1.0,0.972584856397,0.0,21,0,0,0,SCN3A,CHEMBL5163,1.0,0.9316709083300676,MALT1,CHEMBL3632452,1.0,0.9973753,20,20
WYQPLTPSGFELIB-JTQPXKBDSA-N,difluprednate,UNII:S8A06QG2QE,384,338,46,1,0,0,0,4,379,22,1,1,1,PTPRB,CHEMBL2706,D1_STATE_OR_SEED_STABLE,131,5,0,1,0,17,160,201,0,PTPRB,CHEMBL2706,WYQPLTPSGFELIB-JTQPXKBDSA-N__CHEMBL2706,5,0,0,17,160,201,0,0,0,0,0,0,0,0,1,NR3C1,CHEMBL2034,1.0,0.902244623195935,ESR1,CHEMBL206,1.0,0.8692848147346107,0,0,0,0,0,0,PTGS2,CHEMBL230,1.0,0.4815255608106684,AD2_MEDIUM_GRAPH_SUPPORT,PTGS2,CHEMBL230,1.0,0.4815255608106684,AD2_MEDIUM_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,CYP17A1,CHEMBL3522,1.0,0.986945169713,0.0046838407494145,20,0,0,0,NR3C2,CHEMBL1994,1.0,0.9708493770942928,CDK9,CHEMBL3116,1.0,0.9790026,20,20
