target_chembl_id,gene_symbol,ligand_inchikey,ligand_smiles,drug_names,control_chembl_id,pair_id,selection_role,reference_endpoint_tier,reference_endpoint_category,reference_standard_types,reference_assay_ids,reference_doc_ids,mean_pchembl_mixed_endpoints,reused_original_control,release_status
CHEMBL3535,PDE9A,FEPNMKDMRNRDPJ-APHBMKBZSA-N,C[C@@H](c1cnc(C2CC2)nc1)n1nc(C#N)c2c(=O)[nH]c([C@@H]3CC[C@H]3c3ncccn3)nc21,CHEMBL5810180,CHEMBL5810180,FEPNMKDMRNRDPJ-APHBMKBZSA-N__CHEMBL3535,REFERENCE_CONTROL_EXTRA_TO_384,1,Ki_NO_Kd_RECORD,Ki,"2593770,2594217","134415,134629",9.705,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL3553,TYK2,HKSZLNNOFSGOKW-FYTWVXJKSA-N,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,STAUROSPORINE,CHEMBL388978,HKSZLNNOFSGOKW-FYTWVXJKSA-N__CHEMBL3553,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"Kd,IC50","586610,1586060,1699217,1828791,2032784,2065263,2583427,2613723","48311,99644,105824,110936,117897,119003,131258,136512",8.71625,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL3717,MET,AHYMHWXQRWRBKT-UHFFFAOYSA-N,CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1,TEPOTINIB,CHEMBL3402762,AHYMHWXQRWRBKT-UHFFFAOYSA-N__CHEMBL3717,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"IC50,Kd","1466073,1555042,1642969,2328904,2436997,2674212","91125,98314,103566,126935,129070,138034",8.49,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL3729,CA4,BZKPWHYZMXOIDC-UHFFFAOYSA-N,CC(=O)Nc1nnc(S(N)(=O)=O)s1,ACETAZOLAMIDE,CHEMBL20,BZKPWHYZMXOIDC-UHFFFAOYSA-N__CHEMBL3729,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"Ki,Kd","302669,515684,801484,1441636,1657658,1816901,1816913,2081159,2279192,2341559,2602957","20788,45608,60975,89666,104260,110654,119561,125437,127254,136170",7.081818181818182,True,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL3922,METAP2,QLXULUNLCRKWRD-UHFFFAOYSA-N,O=C(NNS(=O)(=O)c1ccccc1F)c1cc(F)cc(-c2ccccn2)c1,WM-1119,CHEMBL4456585,QLXULUNLCRKWRD-UHFFFAOYSA-N__CHEMBL3922,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"IC50,Kd","2139634,2139635",115329,8.065,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL3972,GART,MWKSRKSEWLRPBL-UHFFFAOYSA-N,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2nn(C)cc12,CHEMBL5653589,CHEMBL5653589,MWKSRKSEWLRPBL-UHFFFAOYSA-N__CHEMBL3972,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,Kd,2514640,130982,6.87,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL3979,PPARD,HWVNEWGKWRGSRK-UHFFFAOYSA-N,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)c(F)c3)nc2C)ccc1OCC(=O)O,CHEMBL38508,CHEMBL38508,HWVNEWGKWRGSRK-UHFFFAOYSA-N__CHEMBL3979,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"IC50,Kd","153879,944088","6254,72392",9.2,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL3991,F7,PDUMJXCNOKHQKH-SVXHESJVSA-N,CC(C)CC(=O)Nc1cc(-c2ccc(C(N)=O)cc2C(=O)O)cc([C@@H]2C[C@](C)(c3ccccc3)c3cc(C(=N)N)ccc3N2)c1,CHEMBL3127491,CHEMBL3127491,PDUMJXCNOKHQKH-SVXHESJVSA-N__CHEMBL3991,REFERENCE_CONTROL_EXTRA_TO_384,1,Ki_NO_Kd_RECORD,Ki,"1296331,1443464","77106,89712",6.1,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL4005,PIK3CA,QDLHCMPXEPAAMD-QAIWCSMKSA-N,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,WORTMANNIN,CHEMBL428496,QDLHCMPXEPAAMD-QAIWCSMKSA-N__CHEMBL4005,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"Ki,IC50,Kd","303187,367673,698255,1797798,2520275","21454,31347,54540,109912,131009",8.139999999999999,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL402,HMGCR,XUKUURHRXDUEBC-KAYWLYCHSA-N,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,ATORVASTATIN,CHEMBL1487,XUKUURHRXDUEBC-KAYWLYCHSA-N__CHEMBL402,REFERENCE_CONTROL_EXTRA_TO_384,1,Ki_NO_Kd_RECORD,"IC50,Ki","305887,950486,1822383","20770,72873,110775",8.106666666666667,True,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL4073,MMP7,YKPYIPVDTNNYCN-INIZCTEOSA-N,CC1(C)SCCN(S(=O)(=O)c2ccc(Oc3ccncc3)cc2)[C@H]1C(=O)NO,PRINOMASTAT,CHEMBL75094,YKPYIPVDTNNYCN-INIZCTEOSA-N__CHEMBL4073,REFERENCE_CONTROL_EXTRA_TO_384,1,Ki_NO_Kd_RECORD,"Ki,IC50","102105,305735","15212,20836",7.27,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL4142,FGFR2,VRQMAABPASPXMW-HDICACEKSA-N,COc1cc(CCc2cc(NC(=O)c3ccc(N4C[C@@H](C)N[C@@H](C)C4)cc3)n[nH]2)cc(OC)c1,FEXAGRATINIB,CHEMBL3348846,VRQMAABPASPXMW-HDICACEKSA-N__CHEMBL4142,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"IC50,Kd","1466061,1572613,1572615,1572805,1668738,1668798,1668807,1705763,1923461,1923483,2148656,2265283","91122,99169,104675,106067,114066,121588,124991",8.535833333333334,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL4179,MAPK9,IBGLGMOPHJQDJB-IHRRRGAJSA-N,O[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@H]4CCOC4)c3n2)CC1,TANZISERTIB,CHEMBL1950289,IBGLGMOPHJQDJB-IHRRRGAJSA-N__CHEMBL4179,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"Kd,IC50","1642957,2132759,2385419","103566,121274,128667",8.383333333333333,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL4245,ESRRG,IISBACLAFKSPIT-UHFFFAOYSA-N,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,BISPHENOL A,CHEMBL418971,IISBACLAFKSPIT-UHFFFAOYSA-N__CHEMBL4245,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,Kd,1331819,81990,8.26,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL4247,ALK,HKSZLNNOFSGOKW-FYTWVXJKSA-N,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,STAUROSPORINE,CHEMBL388978,HKSZLNNOFSGOKW-FYTWVXJKSA-N__CHEMBL4247,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"Kd,IC50","586945,1284309,1577797,1586005,1676639,1676640,1676655,1676656,1676657,1676659,2065581,2583109","48311,76491,99290,99644,104961,119003,131258",8.504166666666666,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL4282,AKT1,GRZXWCHAXNAUHY-NSISKUIASA-N,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1,IPATASERTIB,CHEMBL2177390,GRZXWCHAXNAUHY-NSISKUIASA-N__CHEMBL4282,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"IC50,Kd","875897,875913,2120877,2170323,2254475,2574579","66583,120847,122280,124692,131171",8.343333333333334,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL4393,MMP12,QTUCHEGSWFEUBW-UHFFFAOYSA-N,O=C(CNS(=O)(=O)c1ccccc1)NO,CHEMBL2385479,CHEMBL2385479,QTUCHEGSWFEUBW-UHFFFAOYSA-N__CHEMBL4393,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"Ki,Kd","960929,1564753","73680,98640",7.21,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL4409,PDE10A,SXFYSRMCZRZBKE-MRXNPFEDSA-N,CCOc1ccccc1-c1ccc(-c2nc3ccc(F)cc3c(N[C@H](C)C(=O)O)c2C#N)cc1,CHEMBL248380,CHEMBL248380,SXFYSRMCZRZBKE-MRXNPFEDSA-N__CHEMBL4409,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"IC50,Kd","455270,807649,943440","37536,61261,72695",7.906666666666666,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL4481,NOS2,RODUKNYOEVZQPR-UHFFFAOYSA-N,CC(=N)NCc1cccc(CN)c1,1400W,CHEMBL107251,RODUKNYOEVZQPR-UHFFFAOYSA-N__CHEMBL4481,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"IC50,Kd","493907,1988427,2161645,2311813,2349630,2616632","45411,116442,121981,126419,127542,136588",7.225,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL4523510,CYP46A1,BCEHBSKCWLPMDN-MGPLVRAMSA-N,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,VORICONAZOLE,CHEMBL638,BCEHBSKCWLPMDN-MGPLVRAMSA-N__CHEMBL4523510,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"Kd,IC50,Ki","1915216,1915225,1915226",113751,7.5625,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL4588,MMP8,GFUITADOEPNRML-SJORKVTESA-N,CN1C(=O)N(C[C@H](C(=O)NO)[C@@H](CC2CCCC2)C(=O)N2CCCCC2)C(=O)C1(C)C,CIPEMASTAT,CHEMBL115653,GFUITADOEPNRML-SJORKVTESA-N__CHEMBL4588,REFERENCE_CONTROL_EXTRA_TO_384,1,Ki_NO_Kd_RECORD,Ki,105815,15778,8.4,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL4791,ECE1,WWTBZEKOSBFBEM-SPWPXUSOSA-N,O=C(N[C@@H](Cc1ccccc1)P(=O)(O)CC(Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)OCc1ccccc1,CHEMBL571153,CHEMBL571153,WWTBZEKOSBFBEM-SPWPXUSOSA-N__CHEMBL4791,REFERENCE_CONTROL_EXTRA_TO_384,1,Ki_NO_Kd_RECORD,Ki,595726,49077,8.92,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL4816,AKT3,HKSZLNNOFSGOKW-FYTWVXJKSA-N,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,STAUROSPORINE,CHEMBL388978,HKSZLNNOFSGOKW-FYTWVXJKSA-N__CHEMBL4816,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"IC50,Kd","340997,389602,587066,1828428,2065582,2583108","30897,31611,48311,110936,119003,131258",7.981666666666666,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL4895,AXL,HKSZLNNOFSGOKW-FYTWVXJKSA-N,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,STAUROSPORINE,CHEMBL388978,HKSZLNNOFSGOKW-FYTWVXJKSA-N__CHEMBL4895,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"Kd,IC50","587173,1284306,1586008,1826717,2065575,2517540,2583115","48311,76491,99644,110907,119003,131000,131258",8.174285714285714,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL4898,NTRK2,HKSZLNNOFSGOKW-FYTWVXJKSA-N,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,STAUROSPORINE,CHEMBL388978,HKSZLNNOFSGOKW-FYTWVXJKSA-N__CHEMBL4898,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"Kd,IC50","586730,1327354,1327355,1828764,2065269,2583421","48311,81866,110936,119003,131258",9.328333333333331,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL5141,CYP26A1,SNFYYXUGUBUECJ-UHFFFAOYSA-N,CCC(CC)C(c1ccc(Nc2nc3ccccc3s2)cc1)n1cncn1,TALAROZOLE,CHEMBL459505,SNFYYXUGUBUECJ-UHFFFAOYSA-N__CHEMBL5141,REFERENCE_CONTROL_EXTRA_TO_384,2,FUNCTIONAL_OR_OTHER_ONLY,IC50,1567869,98833,8.29,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL5145,BRAF,MLSAQOINCGAULQ-QFMPWRQOSA-N,CN(C)CCOc1ccc(-c2nc(-c3ccncc3)c(-c3ccc4c(c3)CC/C4=N\O)[nH]2)cc1,SB590885,CHEMBL477989,MLSAQOINCGAULQ-QFMPWRQOSA-N__CHEMBL5145,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"Kd,IC50,Ki","327805,789760,862419,1759726,2385439,2525539","30485,60328,65954,108280,128667,131036",9.21,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL5216,UMPS,MWKSRKSEWLRPBL-UHFFFAOYSA-N,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2nn(C)cc12,CHEMBL5653589,CHEMBL5653589,MWKSRKSEWLRPBL-UHFFFAOYSA-N__CHEMBL5216,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,Kd,2515953,130982,7.1,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL5311,ACVRL1,LOLPPWBBNUVNQZ-UHFFFAOYSA-N,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,AT-9283,CHEMBL495727,LOLPPWBBNUVNQZ-UHFFFAOYSA-N__CHEMBL5311,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,Kd,1642796,103566,7.82,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL5366,PARP2,HWGQMRYQVZSGDQ-HZPDHXFCSA-N,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,TALAZOPARIB,CHEMBL3137320,HWGQMRYQVZSGDQ-HZPDHXFCSA-N__CHEMBL5366,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"Ki,IC50,Kd","1553354,1935249,2214662,2238133,2238144,2251539,2362426,2610722","98298,114631,123463,124310,124632,127965,136432",8.67375,True,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL5608,NTRK3,HKSZLNNOFSGOKW-FYTWVXJKSA-N,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,STAUROSPORINE,CHEMBL388978,HKSZLNNOFSGOKW-FYTWVXJKSA-N__CHEMBL5608,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"Kd,IC50","586368,1828765,2065268,2583422","48311,110936,119003,131258",9.255,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL5705,EGLN3,NZNPMUUOXMZCBF-UHFFFAOYSA-N,O=C(O)CCn1nnc2ccccc21,CHEMBL3133890,CHEMBL3133890,NZNPMUUOXMZCBF-UHFFFAOYSA-N__CHEMBL5705,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"Kd,IC50","1299428,1299430",77288,8.245,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
