blind_experiment_id,lab_row_type,experiment_arm,selection_role,pair_id,drug_names,ingredient_name,all_fda_brand_names,ligand_inchikey,ligand_smiles,known_mechanism_of_action,known_action_types,known_target_names,known_target_chembl_ids,gene_symbol,target_name,target_chembl_id,uniprot_accession,target_class_l1,assay_lane,construct_recommendation,known_positive_for_new_target,retargetmap_rank_384,routed_rank_within_drug,routed_candidate_target_count,diagnostic_rank_within_drug_745,independent_validation_rank_score,ensemble_drug_to_target_logit,ensemble_pair_logit,structure_mask,structure_evidence_route,connectivity_key,murcko_scaffold,rdkit_mw,rdkit_clogp,rdkit_tpsa,rdkit_hbd,rdkit_hba,rdkit_rotatable_bonds,chemical_risk_points,same_assay_family_as_known_target,known_kinase_drug,external_novelty_status,spr_concentration_plan,primary_endpoint,exact_pair_in_full_fit_training,drug_seen_in_full_fit_training,target_seen_in_full_fit_training,result_bin_pre_registered,control_chembl_id,control_standard_types,control_min_pchembl,control_max_pchembl,control_direct_kd_or_ki_evidence,control_evidence_years,optimization_objective_contribution,posthoc_only_dtiam_rank_384,posthoc_only_dtiam_probability,drug_feature_index,target_feature_index
SPR512-057,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_INTERMEDIATE,WYWIFABBXFUGLM-UHFFFAOYSA-N__CHEMBL1902,oxymetazoline,OXYMETAZOLINE HYDROCHLORIDE,KOVANAZE; RHOFADE; UPNEEQ,WYWIFABBXFUGLM-UHFFFAOYSA-N,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,Adrenergic receptor alpha agonist,AGONIST,Adrenergic receptor alpha,CHEMBL2095203,FKBP1A,Peptidyl-prolyl cis-trans isomerase FKBP1A,CHEMBL1902,P62942,Enzyme,ENZYME_BIOCHEMICAL,可溶性全长蛋白；单体构建,Sirolimus,132.0,356.0,367.0,727.0,-3.752394989405888,,-7.379345,1.0,OPTIONAL_PERMISSIVE_POCKET_CONTEXT,WYWIFABBXFUGLM,c1ccc(CC2=NCCN2)cc1,260.3809999999999,2.850740000000001,44.620000000000005,2.0,3.0,2.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.0200009942570251,336.0,0.09601476,184549,49.0
SPR512-058,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,OROGSEYTTFOCAN-DNJOTXNNSA-N__CHEMBL1902,codeine,CODEINE SULFATE,CODEINE SULFATE; TUXARIN ER; TUZISTRA XR,OROGSEYTTFOCAN-DNJOTXNNSA-N,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,Opioid receptors; mu/kappa/delta agonist,AGONIST,Opioid receptors; mu/kappa/delta,CHEMBL2095181,FKBP1A,Peptidyl-prolyl cis-trans isomerase FKBP1A,CHEMBL1902,P62942,Enzyme,ENZYME_BIOCHEMICAL,可溶性全长蛋白；单体构建,Sirolimus,2.0,182.0,367.0,441.0,-2.408410558399084,,-5.7976775,1.0,OPTIONAL_PERMISSIVE_POCKET_CONTEXT,OROGSEYTTFOCAN,C1=CC2C3Cc4cccc5c4C2(CCN3)C(C1)O5,299.3700000000001,1.5011,41.93,1.0,4.0,1.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,False,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.1059202137601787,96.0,0.2212728,150336,49.0
SPR512-059,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,UBZPNQRBUOBBLN-PWRODBHTSA-N__CHEMBL1902,serdexmethylphenidate,SERDEXMETHYLPHENIDATE CHLORIDE,AZSTARYS,UBZPNQRBUOBBLN-PWRODBHTSA-N,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1C(=O)OC[n+]1cccc(C(=O)N[C@@H](CO)C(=O)[O-])c1,Dopamine transporter inhibitor; Norepinephrine transporter inhibitor,INHIBITOR,Sodium-dependent dopamine transporter; Sodium-dependent noradrenaline transporter,CHEMBL222; CHEMBL238,FKBP1A,Peptidyl-prolyl cis-trans isomerase FKBP1A,CHEMBL1902,P62942,Enzyme,ENZYME_BIOCHEMICAL,可溶性全长蛋白；单体构建,Sirolimus,4.0,84.0,367.0,201.0,-0.9562071054477604,,2.015704,1.0,OPTIONAL_PERMISSIVE_POCKET_CONTEXT,UBZPNQRBUOBBLN,O=C(OC[n+]1ccccc1)N1CCCCC1Cc1ccccc1,499.5200000000002,-0.279899999999998,149.18,2.0,8.0,9.0,1.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,False,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.3826988017086467,15.0,0.87344426,113065,49.0
SPR512-060,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_LOW_BACKGROUND,BLIJXOOIHRSQRB-PXYINDEMSA-N__CHEMBL1902,darolutamide,DAROLUTAMIDE,NUBEQA,BLIJXOOIHRSQRB-PXYINDEMSA-N,CC(O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)n[nH]1,Androgen Receptor antagonist,ANTAGONIST,Androgen receptor,CHEMBL1871,FKBP1A,Peptidyl-prolyl cis-trans isomerase FKBP1A,CHEMBL1902,P62942,Enzyme,ENZYME_BIOCHEMICAL,可溶性全长蛋白；单体构建,Sirolimus,290.0,181.0,367.0,371.0,-3.745966107210287,,0.68561023,1.0,OPTIONAL_PERMISSIVE_POCKET_CONTEXT,BLIJXOOIHRSQRB,O=C(NCCn1ccc(-c2ccccc2)n1)c1cc[nH]n1,398.854,2.67008,119.62,3.0,5.0,6.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.2447924578192764,68.0,0.787594,41330,49.0
SPR512-061,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,BQJCRHHNABKAKU-KBQPJGBKSA-N__CHEMBL1902,morphine,MORPHINE SULFATE,ARYMO ER; EMBEDA; MORPHABOND ER; MORPHINE SULFATE,BQJCRHHNABKAKU-KBQPJGBKSA-N,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,Mu opioid receptor agonist,AGONIST,Mu-type opioid receptor,CHEMBL233,FKBP1A,Peptidyl-prolyl cis-trans isomerase FKBP1A,CHEMBL1902,P62942,Enzyme,ENZYME_BIOCHEMICAL,可溶性全长蛋白；单体构建,Sirolimus,3.0,219.0,367.0,492.0,-2.6227179107699463,,-5.4973545,1.0,OPTIONAL_PERMISSIVE_POCKET_CONTEXT,BQJCRHHNABKAKU,C1=CC2C3Cc4cccc5c4C2(CCN3)C(C1)O5,285.343,1.1981,52.93000000000001,2.0,4.0,0.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.1566043394458895,73.0,0.34002906,101451,49.0
SPR512-062,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_INTERMEDIATE,WBGKWQHBNHJJPZ-LECWWXJVSA-N__CHEMBL1902,desonide,DESONIDE,DESONATE; VERDESO,WBGKWQHBNHJJPZ-LECWWXJVSA-N,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,Glucocorticoid receptor agonist,AGONIST,Glucocorticoid receptor,CHEMBL2034,FKBP1A,Peptidyl-prolyl cis-trans isomerase FKBP1A,CHEMBL1902,P62942,Enzyme,ENZYME_BIOCHEMICAL,可溶性全长蛋白；单体构建,Sirolimus,136.0,314.0,367.0,677.0,-4.383891173303307,,-6.414972,1.0,OPTIONAL_PERMISSIVE_POCKET_CONTEXT,WBGKWQHBNHJJPZ,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCOC12,416.5140000000002,2.326700000000001,93.06,2.0,6.0,2.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,False,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.0600001833615058,28.0,0.42634198,44845,49.0
SPR512-063,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,UQCNKQCJZOAFTQ-ISWURRPUSA-N__CHEMBL1902,oxymorphone,OXYMORPHONE HYDROCHLORIDE,OPANA; OPANA ER,UQCNKQCJZOAFTQ-ISWURRPUSA-N,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,Opioid receptors; mu/kappa/delta agonist,AGONIST,Opioid receptors; mu/kappa/delta,CHEMBL2095181,FKBP1A,Peptidyl-prolyl cis-trans isomerase FKBP1A,CHEMBL1902,P62942,Enzyme,ENZYME_BIOCHEMICAL,可溶性全长蛋白；单体构建,Sirolimus,2.0,271.0,367.0,580.0,-2.47802396141548,,-5.753874,1.0,OPTIONAL_PERMISSIVE_POCKET_CONTEXT,UQCNKQCJZOAFTQ,O=C1CCC2C3Cc4cccc5c4C2(CCN3)C1O5,301.342,0.7451999999999999,70.0,2.0,5.0,0.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.1077860126705997,30.0,0.41871384,101449,49.0
SPR512-064,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,DQCKKXVULJGBQN-XFWGSAIBSA-N__CHEMBL1902,naltrexone,NALTREXONE,CONTRAVE; EMBEDA; TROXYCA ER; VIVITROL,DQCKKXVULJGBQN-XFWGSAIBSA-N,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,Opioid receptors; mu/kappa/delta antagonist,ANTAGONIST,Opioid receptors; mu/kappa/delta,CHEMBL2095181,FKBP1A,Peptidyl-prolyl cis-trans isomerase FKBP1A,CHEMBL1902,P62942,Enzyme,ENZYME_BIOCHEMICAL,可溶性全长蛋白；单体构建,Sirolimus,9.0,248.0,367.0,528.0,-2.572177292058273,,-5.913662,1.0,OPTIONAL_PERMISSIVE_POCKET_CONTEXT,DQCKKXVULJGBQN,O=C1CCC2C3Cc4cccc5c4C2(CCN3CC2CC2)C1O5,341.4070000000001,1.5254,70.0,2.0,5.0,2.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.4570875409034071,35.0,0.59316295,290761,49.0
SPR512-066,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,YALNUENQHAQXEA-UHFFFAOYSA-N__CHEMBL1744525,givinostat,GIVINOSTAT HYDROCHLORIDE,DUVYZAT,YALNUENQHAQXEA-UHFFFAOYSA-N,CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1,Histone deacetylase inhibitor,INHIBITOR,Histone deacetylase,CHEMBL2093865,NAMPT,Nicotinamide phosphoribosyltransferase,CHEMBL1744525,P43490,Enzyme,ENZYME_BIOCHEMICAL,可溶性全长成熟蛋白；保持二聚状态,Chs-828,8.0,17.0,367.0,20.0,-1.0677622200264172,,4.365541,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,YALNUENQHAQXEA,O=C(Nc1ccccc1)OCc1ccc2ccccc2c1,421.49700000000007,4.549300000000003,90.9,3.0,5.0,8.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.4002691887687358,62.0,0.8105546,64085,14.0
SPR512-067,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL1744525,remimazolam,REMIMAZOLAM BESYLATE,BYFAVO,CYHWMBVXXDIZNZ-KRWDZBQOSA-N,COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21,GABA-A receptor; anion channel positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel,CHEMBL2093872,NAMPT,Nicotinamide phosphoribosyltransferase,CHEMBL1744525,P43490,Enzyme,ENZYME_BIOCHEMICAL,可溶性全长成熟蛋白；保持二聚状态,Chs-828,15.0,34.0,367.0,55.0,-1.9151520899620849,,1.4057016,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,CYHWMBVXXDIZNZ,c1ccc(C2=NCc3nccn3-c3ccccc32)nc1,439.31300000000016,4.183520000000003,69.37,0.0,5.0,4.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,False,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.7507386952884505,159.0,0.54488707,110674,14.0
SPR512-068,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_INTERMEDIATE,XEDHVZKDSYZQBF-UHFFFAOYSA-N__CHEMBL1744525,lasmiditan,LASMIDITAN SUCCINATE,REYVOW,XEDHVZKDSYZQBF-UHFFFAOYSA-N,CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1,Serotonin 1f (5-HT1f) receptor agonist,AGONIST,5-hydroxytryptamine receptor 1F,CHEMBL1805,NAMPT,Nicotinamide phosphoribosyltransferase,CHEMBL1744525,P43490,Enzyme,ENZYME_BIOCHEMICAL,可溶性全长成熟蛋白；保持二聚状态,Chs-828,132.0,106.0,367.0,260.0,-3.1006445265732707,,-4.379027,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,XEDHVZKDSYZQBF,O=C(Nc1cccc(C(=O)C2CCNCC2)n1)c1ccccc1,377.3660000000001,3.2757000000000014,62.3,1.0,4.0,4.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.0200006496445327,94.0,0.72642374,97320,14.0
SPR512-069,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,MQJKPEGWNLWLTK-UHFFFAOYSA-N__CHEMBL1744525,dapsone,DAPSONE,ACZONE,MQJKPEGWNLWLTK-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,Dihydropteroate synthase 1 inhibitor,INHIBITOR,Dihydropteroate synthase,CHEMBL2362993,NAMPT,Nicotinamide phosphoribosyltransferase,CHEMBL1744525,P43490,Enzyme,ENZYME_BIOCHEMICAL,可溶性全长成熟蛋白；保持二聚状态,Chs-828,18.0,29.0,367.0,53.0,-3.770778581073625,,-4.0274577,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,MQJKPEGWNLWLTK,O=S(=O)(c1ccccc1)c1ccccc1,248.307,1.6838000000000002,86.18,2.0,4.0,2.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.9007116491915271,63.0,0.17613436,255329,14.0
SPR512-070,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_LOW_BACKGROUND,FABUFPQFXZVHFB-PVYNADRNSA-N__CHEMBL1744525,ixabepilone,IXABEPILONE,IXEMPRA KIT,FABUFPQFXZVHFB-PVYNADRNSA-N,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1,Tubulin inhibitor,INHIBITOR,Tubulin,CHEMBL2095182,NAMPT,Nicotinamide phosphoribosyltransferase,CHEMBL1744525,P43490,Enzyme,ENZYME_BIOCHEMICAL,可溶性全长成熟蛋白；保持二聚状态,Chs-828,315.0,235.0,367.0,542.0,-4.415888420569556,,-3.1752605,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,FABUFPQFXZVHFB,O=C1CCCCCCC2OC2CC(C=Cc2cscn2)NC(=O)CCC1,506.7090000000003,4.050520000000002,112.05,3.0,7.0,2.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,False,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.1796883660979867,185.0,0.48367268,2436,14.0
SPR512-071,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,WEAJZXNPAWBCOA-INIZCTEOSA-N__CHEMBL1744525,avanafil,AVANAFIL,STENDRA,WEAJZXNPAWBCOA-INIZCTEOSA-N,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,Phosphodiesterase 5A inhibitor,INHIBITOR,"cGMP-specific 3',5'-cyclic phosphodiesterase",CHEMBL1827,NAMPT,Nicotinamide phosphoribosyltransferase,CHEMBL1744525,P43490,Enzyme,ENZYME_BIOCHEMICAL,可溶性全长成熟蛋白；保持二聚状态,Chs-828,6.0,74.0,367.0,165.0,-0.6714720504056415,,-3.7263443,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,WEAJZXNPAWBCOA,O=C(NCc1ncccn1)c1cnc(N2CCCC2)nc1NCc1ccccc1,483.96000000000015,2.4318,125.39,3.0,9.0,9.0,0.0,True,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,False,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.3822157442452362,29.0,0.8770947,144245,14.0
SPR512-072,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,FDLYAMZZIXQODN-UHFFFAOYSA-N__CHEMBL1744525,olaparib,OLAPARIB,LYNPARZA,FDLYAMZZIXQODN-UHFFFAOYSA-N,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,"PARP 1, 2 and 3 inhibitor",INHIBITOR,"PARP 1, 2 and 3",CHEMBL3390820,NAMPT,Nicotinamide phosphoribosyltransferase,CHEMBL1744525,P43490,Enzyme,ENZYME_BIOCHEMICAL,可溶性全长成熟蛋白；保持二聚状态,Chs-828,3.0,140.0,367.0,244.0,1.9791454773478447,,-2.110055,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,FDLYAMZZIXQODN,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCN(C(=O)C2CC2)CC1,434.47100000000034,2.3474000000000004,86.37,1.0,4.0,4.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.1532759707542536,10.0,0.9343563,287171,14.0
SPR512-073,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_INTERMEDIATE,VIKNJXKGJWUCNN-XGXHKTLJSA-N__CHEMBL1744525,norethindrone,NORETHINDRONE ACETATE,ACTIVELLA; FEMLYV; LO LOESTRIN FE; LO MINASTRIN FE; LOESTRIN 24 FE; LUPANETA PACK; MINASTRIN 24 FE; MYFEMBREE; NORETHINDRONE AND ETHINYL ESTRADIOL AND FERROUS FUMARATE; ORIAHNN (COPACKAGED); TAYTULLA,VIKNJXKGJWUCNN-XGXHKTLJSA-N,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,Progesterone receptor agonist,AGONIST,Progesterone receptor,CHEMBL208,NAMPT,Nicotinamide phosphoribosyltransferase,CHEMBL1744525,P43490,Enzyme,ENZYME_BIOCHEMICAL,可溶性全长成熟蛋白；保持二聚状态,Chs-828,129.0,280.0,367.0,620.0,-4.787034240595017,,-6.7192445,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,VIKNJXKGJWUCNN,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,298.42600000000004,3.4925000000000024,37.3,1.0,2.0,0.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.0100001757495384,162.0,0.22530091,1599,14.0
SPR512-074,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_LOW_BACKGROUND,HKDLNTKNLJPAIY-WKWWZUSTSA-N__CHEMBL1744525,ulipristal,ULIPRISTAL ACETATE,ELLA,HKDLNTKNLJPAIY-WKWWZUSTSA-N,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,Progesterone receptor modulator,MODULATOR,Progesterone receptor,CHEMBL208,NAMPT,Nicotinamide phosphoribosyltransferase,CHEMBL1744525,P43490,Enzyme,ENZYME_BIOCHEMICAL,可溶性全长成熟蛋白；保持二聚状态,Chs-828,292.0,244.0,367.0,564.0,-3.957373974780231,,-5.9923234,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,HKDLNTKNLJPAIY,O=C1C=C2CCC3C(=C2CC1)C(c1ccccc1)CC1CCCC13,433.59200000000016,4.972200000000005,57.61,1.0,4.0,3.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,False,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.2395842952435515,288.0,0.35157612,19650,14.0
