blind_experiment_id,lab_row_type,experiment_arm,selection_role,pair_id,drug_names,ingredient_name,all_fda_brand_names,ligand_inchikey,ligand_smiles,known_mechanism_of_action,known_action_types,known_target_names,known_target_chembl_ids,gene_symbol,target_name,target_chembl_id,uniprot_accession,target_class_l1,assay_lane,construct_recommendation,known_positive_for_new_target,retargetmap_rank_384,routed_rank_within_drug,routed_candidate_target_count,diagnostic_rank_within_drug_745,independent_validation_rank_score,ensemble_drug_to_target_logit,ensemble_pair_logit,structure_mask,structure_evidence_route,connectivity_key,murcko_scaffold,rdkit_mw,rdkit_clogp,rdkit_tpsa,rdkit_hbd,rdkit_hba,rdkit_rotatable_bonds,chemical_risk_points,same_assay_family_as_known_target,known_kinase_drug,external_novelty_status,spr_concentration_plan,primary_endpoint,exact_pair_in_full_fit_training,drug_seen_in_full_fit_training,target_seen_in_full_fit_training,result_bin_pre_registered,control_chembl_id,control_standard_types,control_min_pchembl,control_max_pchembl,control_direct_kd_or_ki_evidence,control_evidence_years,optimization_objective_contribution,posthoc_only_dtiam_rank_384,posthoc_only_dtiam_probability,drug_feature_index,target_feature_index
SPR512-236,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_INTERMEDIATE,DIWRORZWFLOCLC-UHFFFAOYSA-N__CHEMBL3905,lorazepam,LORAZEPAM,LOREEV XR,DIWRORZWFLOCLC-UHFFFAOYSA-N,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,GABA-A receptor; anion channel positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel,CHEMBL2093872,LYN,Tyrosine-protein kinase Lyn,CHEMBL3905,P07948,Enzyme,KINASE_BIOCHEMICAL,激酶催化域；记录磷酸化和 ATP/Mg2+ 条件,Dasatinib Anhydrous,132.0,347.0,367.0,720.0,-3.2874683761891426,,-5.3151603,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,DIWRORZWFLOCLC,O=C1CN=C(c2ccccc2)c2ccccc2N1,321.163,3.101300000000001,61.69,2.0,3.0,1.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.0200008128705907,245.0,0.12724377,294055,278.0
SPR512-237,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_LOW_BACKGROUND,PAJMKGZZBBTTOY-ZFORQUDYSA-N__CHEMBL3905,treprostinil,TREPROSTINIL,ORENITRAM; REMODULIN; TYVASO; TYVASO DPI; YUTREPIA,PAJMKGZZBBTTOY-ZFORQUDYSA-N,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O,Prostanoid IP receptor agonist,AGONIST,Prostacyclin receptor,CHEMBL1995,LYN,Tyrosine-protein kinase Lyn,CHEMBL3905,P07948,Enzyme,KINASE_BIOCHEMICAL,激酶催化域；记录磷酸化和 ATP/Mg2+ 条件,Dasatinib Anhydrous,289.0,242.0,367.0,583.0,-4.576296059020754,,-4.9295325,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,PAJMKGZZBBTTOY,c1ccc2c(c1)CC1CCCC1C2,390.5200000000002,3.583200000000003,86.99000000000001,3.0,4.0,10.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,False,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.2473965332712818,167.0,0.25199255,56058,278.0
SPR512-238,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,XKLMZUWKNUAPSZ-UHFFFAOYSA-N__CHEMBL3905,ranolazine,RANOLAZINE,ASPRUZYO SPRINKLE; RANEXA,XKLMZUWKNUAPSZ-UHFFFAOYSA-N,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,Sodium channel protein type IV alpha subunit blocker; Sodium channel protein type V alpha subunit blocker,BLOCKER,Sodium channel protein type 4 subunit alpha; Sodium channel protein type 5 subunit alpha,CHEMBL1980; CHEMBL2072,LYN,Tyrosine-protein kinase Lyn,CHEMBL3905,P07948,Enzyme,KINASE_BIOCHEMICAL,激酶催化域；记录磷酸化和 ATP/Mg2+ 条件,Dasatinib Anhydrous,9.0,21.0,367.0,33.0,-1.4396010713070266,,0.85233474,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,XKLMZUWKNUAPSZ,O=C(CN1CCN(CCCOc2ccccc2)CC1)Nc1ccccc1,427.5450000000002,2.30804,74.27,2.0,6.0,9.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.4504435817349332,89.0,0.34010467,156314,278.0
SPR512-239,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_INTERMEDIATE,IRSCQMHQWWYFCW-UHFFFAOYSA-N__CHEMBL3905,ganciclovir,GANCICLOVIR,GANZYK-RTU; ZIRGAN,IRSCQMHQWWYFCW-UHFFFAOYSA-N,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,Human herpesvirus 1 DNA polymerase inhibitor,INHIBITOR,DNA polymerase catalytic subunit,CHEMBL1872,LYN,Tyrosine-protein kinase Lyn,CHEMBL3905,P07948,Enzyme,KINASE_BIOCHEMICAL,激酶催化域；记录磷酸化和 ATP/Mg2+ 条件,Dasatinib Anhydrous,130.0,325.0,367.0,688.0,-4.542029176911099,,-6.90641,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,IRSCQMHQWWYFCW,O=c1[nH]cnc2[nH]cnc12,255.234,-1.970899999999999,139.28,4.0,7.0,5.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,6.935279872268438e-07,98.0,0.16046207,257669,278.0
SPR512-240,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,ZAFYATHCZYHLPB-UHFFFAOYSA-N__CHEMBL3905,zolpidem,ZOLPIDEM TARTRATE,AMBIEN CR; EDLUAR; INTERMEZZO; TOVALT ODT; ZOLPIDEM TARTRATE; ZOLPIMIST,ZAFYATHCZYHLPB-UHFFFAOYSA-N,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,GABA A receptor alpha-1/beta-1/gamma-2 positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR,GABA A receptor alpha-1/beta-1/gamma-2,CHEMBL2111392,LYN,Tyrosine-protein kinase Lyn,CHEMBL3905,P07948,Enzyme,KINASE_BIOCHEMICAL,激酶催化域；记录磷酸化和 ATP/Mg2+ 条件,Dasatinib Anhydrous,14.0,131.0,367.0,303.0,-2.312653251339248,,-2.6911128,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,ZAFYATHCZYHLPB,c1ccc(-c2cn3ccccc3n2)cc1,307.39700000000005,3.2488400000000013,37.61000000000001,0.0,2.0,3.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.7040675252003352,72.0,0.42981234,192875,278.0
SPR512-242,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_LOW_BACKGROUND,LCQLHJZYVOQKHU-VKHMYHEASA-N__CHEMBL4036,carglumic acid,CARGLUMIC ACID,CARBAGLU,LCQLHJZYVOQKHU-VKHMYHEASA-N,NC(=O)N[C@@H](CCC(=O)O)C(=O)O,"Carbamoyl-phosphate synthase [ammonia], mitochondrial positive allosteric modulator",POSITIVE ALLOSTERIC MODULATOR,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",CHEMBL2362990,CDK5,Cyclin-dependent kinase 5,CHEMBL4036,Q00535,Enzyme,KINASE_BIOCHEMICAL,CDK5 激酶域；优先同时评估 CDK5–p25 复合构建,Dinaciclib,337.0,265.0,367.0,573.0,-5.272004360404149,,-6.5543,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,LCQLHJZYVOQKHU,,190.155,-1.0273000000000003,129.72,4.0,3.0,5.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,False,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.1223964102669473,32.0,0.4715227,241699,291.0
SPR512-243,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_INTERMEDIATE,VOBHXZCDAVEXEY-JSGCOSHPSA-N__CHEMBL4036,lisdexamfetamine,LISDEXAMFETAMINE DIMESYLATE,ARYNTA; VYVANSE,VOBHXZCDAVEXEY-JSGCOSHPSA-N,C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN,Dopamine transporter releasing agent; Norepinephrine transporter releasing agent; Synaptic vesicular amine transporter inhibitor,INHIBITOR; RELEASING AGENT,Sodium-dependent dopamine transporter; Sodium-dependent noradrenaline transporter; Synaptic vesicular amine transporter,CHEMBL1893; CHEMBL222; CHEMBL238,CDK5,Cyclin-dependent kinase 5,CHEMBL4036,Q00535,Enzyme,KINASE_BIOCHEMICAL,CDK5 激酶域；优先同时评估 CDK5–p25 复合构建,Dinaciclib,130.0,325.0,367.0,696.0,-3.627302230554444,,-7.3064494,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,VOBHXZCDAVEXEY,c1ccccc1,263.38499999999993,1.1901,81.14,3.0,3.0,8.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,False,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,2.1601538197137413e-07,79.0,0.1619496,165428,291.0
SPR512-244,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,KSMAGQUYOIHWFS-UHFFFAOYSA-N__CHEMBL4036,lofexidine,LOFEXIDINE HYDROCHLORIDE,LUCEMYRA,KSMAGQUYOIHWFS-UHFFFAOYSA-N,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,Adrenergic receptor alpha-2 agonist,AGONIST,Adrenergic receptor alpha-2,CHEMBL2095158,CDK5,Cyclin-dependent kinase 5,CHEMBL4036,Q00535,Enzyme,KINASE_BIOCHEMICAL,CDK5 激酶域；优先同时评估 CDK5–p25 复合构建,Dinaciclib,4.0,79.0,367.0,143.0,-2.1607735421480947,,-2.221295,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,KSMAGQUYOIHWFS,c1ccc(OCC2=NCCN2)cc1,259.136,2.7624000000000004,33.62,1.0,3.0,3.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.2019200360764129,107.0,0.20874873,41429,291.0
SPR512-245,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,FDLYAMZZIXQODN-UHFFFAOYSA-N__CHEMBL4036,olaparib,OLAPARIB,LYNPARZA,FDLYAMZZIXQODN-UHFFFAOYSA-N,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,"PARP 1, 2 and 3 inhibitor",INHIBITOR,"PARP 1, 2 and 3",CHEMBL3390820,CDK5,Cyclin-dependent kinase 5,CHEMBL4036,Q00535,Enzyme,KINASE_BIOCHEMICAL,CDK5 激酶域；优先同时评估 CDK5–p25 复合构建,Dinaciclib,10.0,4.0,367.0,4.0,-0.4992155976710209,,3.9552543,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,FDLYAMZZIXQODN,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCN(C(=O)C2CC2)CC1,434.47100000000034,2.3474000000000004,86.37,1.0,4.0,4.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.5000546106789918,191.0,0.7060508,287171,291.0
SPR512-246,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,COUYJEVMBVSIHV-SFHVURJKSA-N__CHEMBL4036,olodaterol,OLODATEROL HYDROCHLORIDE,STIOLTO RESPIMAT; STRIVERDI RESPIMAT,COUYJEVMBVSIHV-SFHVURJKSA-N,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1,Beta-2 adrenergic receptor agonist,AGONIST,Beta-2 adrenergic receptor,CHEMBL210,CDK5,Cyclin-dependent kinase 5,CHEMBL4036,Q00535,Enzyme,KINASE_BIOCHEMICAL,CDK5 激酶域；优先同时评估 CDK5–p25 复合构建,Dinaciclib,5.0,176.0,367.0,312.0,-2.849189226205573,,-2.858238,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,COUYJEVMBVSIHV,O=C1COc2c(CCNCCc3ccccc3)cccc2N1,386.44800000000015,2.3760000000000003,100.05,4.0,6.0,7.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,False,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.2541880343673592,58.0,0.62577903,143183,291.0
SPR512-247,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_LOW_BACKGROUND,BALLNEJQLSTPIO-UHFFFAOYSA-N__CHEMBL4036,fruquintinib,FRUQUINTINIB,FRUZAQLA,BALLNEJQLSTPIO-UHFFFAOYSA-N,CNC(=O)c1c(C)oc2cc(Oc3ncnc4cc(OC)c(OC)cc34)ccc12,Vascular endothelial growth factor receptor inhibitor,INHIBITOR,Vascular endothelial growth factor receptor,CHEMBL2095227,CDK5,Cyclin-dependent kinase 5,CHEMBL4036,Q00535,Enzyme,KINASE_BIOCHEMICAL,CDK5 激酶域；优先同时评估 CDK5–p25 复合构建,Dinaciclib,306.0,268.0,367.0,570.0,-3.982734622107083,,-4.5049806,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,BALLNEJQLSTPIO,c1ccc2c(Oc3ccc4ccoc4c3)ncnc2c1,393.39900000000017,3.853520000000003,95.71,1.0,7.0,5.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.2031257867737538,321.0,0.33474392,103868,291.0
SPR512-248,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,GJSURZIOUXUGAL-UHFFFAOYSA-N__CHEMBL4036,clonidine,CLONIDINE HYDROCHLORIDE,CLONIDINE; JAVADIN; JENLOGA; KAPVAY; NEXICLON XR; ONYDA XR; QLONILIK,GJSURZIOUXUGAL-UHFFFAOYSA-N,Clc1cccc(Cl)c1NC1=NCCN1,Adrenergic receptor alpha-2 agonist,AGONIST,Adrenergic receptor alpha-2,CHEMBL2095158,CDK5,Cyclin-dependent kinase 5,CHEMBL4036,Q00535,Enzyme,KINASE_BIOCHEMICAL,CDK5 激酶域；优先同时评估 CDK5–p25 复合构建,Dinaciclib,6.0,219.0,367.0,446.0,-3.2246559693303487,,-6.7950478,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,GJSURZIOUXUGAL,c1ccc(NC2=NCCN2)cc1,230.098,2.3645,36.42,2.0,3.0,1.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.3059866458206354,81.0,0.17755061,218602,291.0
SPR512-249,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,VREFGVBLTWBCJP-UHFFFAOYSA-N__CHEMBL4036,alprazolam,ALPRAZOLAM,NIRAVAM,VREFGVBLTWBCJP-UHFFFAOYSA-N,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,GABA-A receptor; anion channel positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel,CHEMBL2093872,CDK5,Cyclin-dependent kinase 5,CHEMBL4036,Q00535,Enzyme,KINASE_BIOCHEMICAL,CDK5 激酶域；优先同时评估 CDK5–p25 复合构建,Dinaciclib,6.0,207.0,367.0,443.0,-2.4102226612649136,,-4.9820905,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,VREFGVBLTWBCJP,c1ccc(C2=NCc3nncn3-c3ccccc32)cc1,308.77200000000005,3.5801200000000017,43.07,0.0,3.0,1.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.3059469735654461,147.0,0.18805897,216050,291.0
SPR512-250,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_INTERMEDIATE,QZFHIXARHDBPBY-UHFFFAOYSA-N__CHEMBL4036,vericiguat,VERICIGUAT,VERQUVO,QZFHIXARHDBPBY-UHFFFAOYSA-N,COC(=O)Nc1c(N)nc(-c2nn(Cc3ccccc3F)c3ncc(F)cc23)nc1N,Soluble guanylate cyclase activator,ACTIVATOR,Soluble guanylate cyclase,CHEMBL2111348,CDK5,Cyclin-dependent kinase 5,CHEMBL4036,Q00535,Enzyme,KINASE_BIOCHEMICAL,CDK5 激酶域；优先同时评估 CDK5–p25 复合构建,Dinaciclib,130.0,79.0,367.0,178.0,-1.8614467836907007,,5.0590177,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,QZFHIXARHDBPBY,c1ccc(Cn2nc(-c3ncccn3)c3cccnc32)cc1,426.3870000000001,2.557499999999999,146.86,3.0,8.0,4.0,1.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,False,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.1800008524694931,143.0,0.78167427,111464,291.0
SPR512-251,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_INTERMEDIATE,NBRBXGKOEOGLOI-UHFFFAOYSA-N__CHEMBL4036,dasabuvir,DASABUVIR SODIUM,VIEKIRA PAK (COPACKAGED); VIEKIRA XR,NBRBXGKOEOGLOI-UHFFFAOYSA-N,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,RNA-directed RNA polymerase inhibitor,INHIBITOR,RNA-directed RNA polymerase,CHEMBL4296320,CDK5,Cyclin-dependent kinase 5,CHEMBL4036,Q00535,Enzyme,KINASE_BIOCHEMICAL,CDK5 激酶域；优先同时评估 CDK5–p25 复合构建,Dinaciclib,130.0,286.0,367.0,622.0,-2.167317982583791,,-1.4821991,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,NBRBXGKOEOGLOI,O=c1ccn(-c2cccc(-c3ccc4ccccc4c3)c2)c(=O)[nH]1,493.58500000000026,4.023600000000002,110.26,2.0,5.0,5.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,False,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,6.391482271719723e-07,233.0,0.59411824,122249,291.0
SPR512-252,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,WEAJZXNPAWBCOA-INIZCTEOSA-N__CHEMBL4036,avanafil,AVANAFIL,STENDRA,WEAJZXNPAWBCOA-INIZCTEOSA-N,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,Phosphodiesterase 5A inhibitor,INHIBITOR,"cGMP-specific 3',5'-cyclic phosphodiesterase",CHEMBL1827,CDK5,Cyclin-dependent kinase 5,CHEMBL4036,Q00535,Enzyme,KINASE_BIOCHEMICAL,CDK5 激酶域；优先同时评估 CDK5–p25 复合构建,Dinaciclib,5.0,11.0,367.0,22.0,-0.6544363870212265,,-1.272454,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,WEAJZXNPAWBCOA,O=C(NCc1ncccn1)c1cnc(N2CCCC2)nc1NCc1ccccc1,483.96000000000015,2.4318,125.39,3.0,9.0,9.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,False,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.2502953981922387,70.0,0.81061476,144245,291.0
SPR512-253,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,CPZBLNMUGSZIPR-NVXWUHKLSA-N__CHEMBL4036,palonosetron,PALONOSETRON HYDROCHLORIDE,AKYNZEO; ALOXI; PALONOSETRON HYDROCHLORIDE; POSFREA,CPZBLNMUGSZIPR-NVXWUHKLSA-N,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,Serotonin 3a (5-HT3a) receptor antagonist,ANTAGONIST,5-hydroxytryptamine receptor 3A,CHEMBL1899,CDK5,Cyclin-dependent kinase 5,CHEMBL4036,Q00535,Enzyme,KINASE_BIOCHEMICAL,CDK5 激酶域；优先同时评估 CDK5–p25 复合构建,Dinaciclib,4.0,26.0,367.0,68.0,-1.2387037522814794,,2.860246,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,CPZBLNMUGSZIPR,O=C1c2cccc3c2C(CCC3)CN1C1CN2CCC1CC2,296.414,2.656500000000001,23.550000000000004,0.0,2.0,1.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,False,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.2009130901155306,71.0,0.6003923,295129,291.0
