排序,原候选编号,小分子药物名称,新靶点名称,当前实验建议,pair_id,药物完整InChIKey,新靶点ChEMBL编号,full720x384_covered,full720x384__legacy_spr_ranker__drug_to_target_rank,full720x384__old_neural__drug_to_target_rank,full720x384__A_consensus__drug_to_target_rank,full720x384__B_consensus__drug_to_target_rank,full720x384__dtiam__drug_to_target_rank,full720x384__legacy_spr_ranker__target_to_drug_rank,full720x384__old_neural__target_to_drug_rank,full720x384__A_consensus__target_to_drug_rank,full720x384__B_consensus__target_to_drug_rank,full720x384__dtiam__target_to_drug_rank,drugclip_common548x269_covered,drugclip_common548x269__legacy_spr_ranker__drug_to_target_rank,drugclip_common548x269__old_neural__drug_to_target_rank,drugclip_common548x269__A_consensus__drug_to_target_rank,drugclip_common548x269__B_consensus__drug_to_target_rank,drugclip_common548x269__dtiam__drug_to_target_rank,drugclip_common548x269__drugclip__drug_to_target_rank,drugclip_common548x269__legacy_spr_ranker__target_to_drug_rank,drugclip_common548x269__old_neural__target_to_drug_rank,drugclip_common548x269__A_consensus__target_to_drug_rank,drugclip_common548x269__B_consensus__target_to_drug_rank,drugclip_common548x269__dtiam__target_to_drug_rank,drugclip_common548x269__drugclip__target_to_drug_rank
337,C384-349,cobimetinib,HDAC11 — Histone deacetylase 11,先解决具体问题,BSMCAPRUBJMWDF-KRWDZBQOSA-N__CHEMBL3310,BSMCAPRUBJMWDF-KRWDZBQOSA-N,CHEMBL3310,True,15.0,110.0,58.0,168.0,128.0,94.0,474.0,577.0,712.0,112.0,True,14.0,82.0,37.0,110.0,93.0,32.0,80.0,364.0,436.0,541.0,94.0,112.0
338,C384-020,etonogestrel,CYP19A1 — Aromatase,先解决具体问题,GCKFUYQCUCGESZ-BPIQYHPVSA-N__CHEMBL1978,GCKFUYQCUCGESZ-BPIQYHPVSA-N,CHEMBL1978,True,16.0,10.0,9.0,297.0,119.0,391.0,145.0,83.0,195.0,373.0,True,16.0,9.0,7.0,210.0,90.0,178.0,302.0,116.0,63.0,151.0,300.0,385.0
339,C384-056,indacaterol,TYK2 — Non-receptor tyrosine-protein kinase TYK2,先解决具体问题,QZZUEBNBZAPZLX-QFIPXVFZSA-N__CHEMBL3553,QZZUEBNBZAPZLX-QFIPXVFZSA-N,CHEMBL3553,True,16.0,319.0,362.0,330.0,214.0,92.0,585.0,572.0,599.0,117.0,True,10.0,230.0,252.0,230.0,168.0,143.0,82.0,458.0,436.0,446.0,101.0,158.0
340,C384-076,umeclidinium,EGLN3 — Prolyl hydroxylase EGLN3,先解决具体问题,FVTWTVQXNAJTQP-UHFFFAOYSA-N__CHEMBL5705,FVTWTVQXNAJTQP-UHFFFAOYSA-N,CHEMBL5705,True,16.0,129.0,177.0,45.0,104.0,353.0,472.0,230.0,399.0,586.0,True,9.0,88.0,118.0,27.0,68.0,195.0,279.0,376.0,169.0,303.0,450.0,352.0
341,C384-177,varenicline,MAPKAPK2 — MAP kinase-activated protein kinase 2,先解决具体问题,JQSHBVHOMNKWFT-DTORHVGOSA-N__CHEMBL2208,JQSHBVHOMNKWFT-DTORHVGOSA-N,CHEMBL2208,True,16.0,250.0,185.0,361.0,86.0,130.0,449.0,719.0,642.0,246.0,True,13.0,159.0,119.0,247.0,54.0,19.0,113.0,368.0,547.0,485.0,201.0,65.0
342,C384-178,copanlisib,NTRK3 — NT-3 growth factor receptor,先解决具体问题,PZBCKZWLPGJMAO-UHFFFAOYSA-N__CHEMBL5608,PZBCKZWLPGJMAO-UHFFFAOYSA-N,CHEMBL5608,True,16.0,244.0,343.0,40.0,30.0,32.0,338.0,665.0,580.0,83.0,False,,,,,,,,,,,,
343,C384-180,benoxinate,PPARD — Peroxisome proliferator-activated receptor delta,先解决具体问题,CMHHMUWAYWTMGS-UHFFFAOYSA-N__CHEMBL3979,CMHHMUWAYWTMGS-UHFFFAOYSA-N,CHEMBL3979,True,16.0,159.0,376.0,157.0,353.0,128.0,518.0,398.0,658.0,538.0,True,10.0,107.0,265.0,105.0,248.0,260.0,100.0,390.0,300.0,495.0,415.0,493.0
344,C384-181,migalastat,UMPS — Uridine 5'-monophosphate synthase,先解决具体问题,LXBIFEVIBLOUGU-DPYQTVNSSA-N__CHEMBL5216,LXBIFEVIBLOUGU-DPYQTVNSSA-N,CHEMBL5216,True,16.0,81.0,36.0,208.0,67.0,345.0,29.0,260.0,345.0,506.0,True,14.0,56.0,30.0,148.0,51.0,204.0,278.0,23.0,194.0,245.0,383.0,313.0
345,C384-301,sonidegib,NTRK2 — BDNF/NT-3 growth factors receptor,先解决具体问题,VZZJRYRQSPEMTK-CALCHBBNSA-N__CHEMBL4898,VZZJRYRQSPEMTK-CALCHBBNSA-N,CHEMBL4898,True,16.0,8.0,140.0,115.0,39.0,24.0,28.0,162.0,88.0,54.0,True,7.0,4.0,91.0,81.0,28.0,128.0,23.0,25.0,115.0,73.0,49.0,218.0
346,C384-352,pilocarpine,"CYP17A1 — Steroid 17-alpha-hydroxylase/17,20 lyase",先解决具体问题,QCHFTSOMWOSFHM-WPRPVWTQSA-N__CHEMBL3522,QCHFTSOMWOSFHM-WPRPVWTQSA-N,CHEMBL3522,True,16.0,36.0,150.0,5.0,83.0,322.0,24.0,528.0,62.0,632.0,True,13.0,33.0,102.0,5.0,60.0,138.0,250.0,18.0,411.0,43.0,481.0,209.0
347,C384-374,lesinurad,UGCG — Ceramide glucosyltransferase,先解决具体问题,FGQFOYHRJSUHMR-UHFFFAOYSA-N__CHEMBL2063,FGQFOYHRJSUHMR-UHFFFAOYSA-N,CHEMBL2063,True,16.0,250.0,272.0,123.0,27.0,208.0,396.0,205.0,472.0,316.0,True,12.0,173.0,184.0,87.0,22.0,57.0,181.0,313.0,151.0,353.0,262.0,68.0
348,C384-021,tedizolid,"PDE10A — cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",先解决具体问题,XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL4409,XFALPSLJIHVRKE-GFCCVEGCSA-N,CHEMBL4409,True,17.0,57.0,6.0,108.0,192.0,18.0,153.0,128.0,236.0,319.0,False,,,,,,,,,,,,
349,C384-058,trospium,CYP26A1 — Cytochrome P450 26A1,先解决具体问题,OYYDSUSKLWTMMQ-JKHIJQBDSA-N__CHEMBL5141,OYYDSUSKLWTMMQ-JKHIJQBDSA-N,CHEMBL5141,True,17.0,93.0,315.0,84.0,219.0,288.0,326.0,637.0,384.0,552.0,True,10.0,67.0,223.0,51.0,159.0,199.0,233.0,252.0,482.0,299.0,424.0,390.0
350,C384-182,remimazolam,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",先解决具体问题,CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL3535,CYHWMBVXXDIZNZ-KRWDZBQOSA-N,CHEMBL3535,True,17.0,29.0,66.0,54.0,213.0,137.0,91.0,305.0,211.0,405.0,True,11.0,16.0,43.0,28.0,146.0,200.0,116.0,76.0,237.0,167.0,318.0,477.0
351,C384-353,epinephrine,ALOX5 — Polyunsaturated fatty acid 5-lipoxygenase,先解决具体问题,UCTWMZQNUQWSLP-VIFPVBQESA-N__CHEMBL215,UCTWMZQNUQWSLP-VIFPVBQESA-N,CHEMBL215,True,17.0,14.0,101.0,24.0,109.0,349.0,613.0,530.0,437.0,629.0,True,15.0,14.0,71.0,17.0,80.0,155.0,278.0,466.0,409.0,335.0,478.0,196.0
352,C384-355,imipenem,MMP8 — Neutrophil collagenase,先解决具体问题,ZSKVGTPCRGIANV-ZXFLCMHBSA-N__CHEMBL4588,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,CHEMBL4588,True,17.0,155.0,79.0,220.0,34.0,204.0,197.0,465.0,214.0,163.0,False,,,,,,,,,,,,
353,C384-376,osilodrostat,UGCG — Ceramide glucosyltransferase,先解决具体问题,USUZGMWDZDXMDG-CYBMUJFWSA-N__CHEMBL2063,USUZGMWDZDXMDG-CYBMUJFWSA-N,CHEMBL2063,True,17.0,256.0,343.0,149.0,59.0,173.0,712.0,711.0,266.0,350.0,True,16.0,195.0,238.0,112.0,41.0,61.0,151.0,544.0,541.0,206.0,290.0,59.0
354,C384-022,tedizolid,NTRK3 — NT-3 growth factor receptor,先解决具体问题,XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL5608,XFALPSLJIHVRKE-GFCCVEGCSA-N,CHEMBL5608,True,18.0,233.0,281.0,32.0,256.0,54.0,353.0,427.0,120.0,341.0,False,,,,,,,,,,,,
355,C384-064,furosemide,F7 — Coagulation factor VII,先解决具体问题,ZZUFCTLCJUWOSV-UHFFFAOYSA-N__CHEMBL3991,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,CHEMBL3991,True,18.0,261.0,141.0,244.0,54.0,78.0,420.0,552.0,642.0,282.0,False,,,,,,,,,,,,
356,C384-256,ranolazine,PDGFRA — Platelet-derived growth factor receptor alpha,先解决具体问题,XKLMZUWKNUAPSZ-UHFFFAOYSA-N__CHEMBL2007,XKLMZUWKNUAPSZ-UHFFFAOYSA-N,CHEMBL2007,True,18.0,215.0,153.0,48.0,49.0,55.0,131.0,367.0,145.0,278.0,True,13.0,140.0,108.0,36.0,33.0,263.0,49.0,108.0,276.0,108.0,222.0,489.0
357,C384-279,bempedoic acid,CA4 — Carbonic anhydrase 4,先解决具体问题,HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL3729,HYHMLYSLQUKXKP-UHFFFAOYSA-N,CHEMBL3729,True,18.0,113.0,207.0,27.0,20.0,501.0,402.0,465.0,426.0,319.0,True,13.0,86.0,148.0,19.0,13.0,45.0,393.0,310.0,348.0,305.0,251.0,51.0
358,C384-281,macimorelin,MMP3 — Stromelysin-1,先解决具体问题,UJVDJAPJQWZRFR-DHIUTWEWSA-N__CHEMBL283,UJVDJAPJQWZRFR-DHIUTWEWSA-N,CHEMBL283,True,18.0,161.0,335.0,331.0,321.0,15.0,116.0,619.0,383.0,340.0,False,,,,,,,,,,,,
359,C384-183,pantoprazole,"NOS2 — Nitric oxide synthase, inducible",先解决具体问题,IQPSEEYGBUAQFF-UHFFFAOYSA-N__CHEMBL4481,IQPSEEYGBUAQFF-UHFFFAOYSA-N,CHEMBL4481,True,18.0,86.0,198.0,246.0,27.0,31.0,284.0,395.0,646.0,148.0,False,,,,,,,,,,,,
360,C384-184,asenapine,NR3C2 — Mineralocorticoid receptor,先解决具体问题,VSWBSWWIRNCQIJ-HUUCEWRRSA-N__CHEMBL1994,VSWBSWWIRNCQIJ-HUUCEWRRSA-N,CHEMBL1994,True,18.0,55.0,13.0,51.0,68.0,244.0,181.0,43.0,122.0,489.0,False,,,,,,,,,,,,
361,C384-356,palonosetron,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,CPZBLNMUGSZIPR-NVXWUHKLSA-N__CHEMBL2722,CPZBLNMUGSZIPR-NVXWUHKLSA-N,CHEMBL2722,True,18.0,9.0,250.0,6.0,1.0,139.0,120.0,141.0,89.0,48.0,True,14.0,4.0,155.0,1.0,1.0,99.0,116.0,102.0,105.0,67.0,42.0,143.0
362,C384-377,remimazolam,ACHE — Acetylcholinesterase,先解决具体问题,CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL220,CYHWMBVXXDIZNZ-KRWDZBQOSA-N,CHEMBL220,True,18.0,221.0,198.0,234.0,217.0,95.0,449.0,389.0,477.0,332.0,True,12.0,149.0,132.0,159.0,150.0,181.0,80.0,346.0,303.0,366.0,272.0,450.0
363,C384-282,lifitegrast,TYMS — Thymidylate synthase,先解决具体问题,JFOZKMSJYSPYLN-QHCPKHFHSA-N__CHEMBL1952,JFOZKMSJYSPYLN-QHCPKHFHSA-N,CHEMBL1952,True,19.0,109.0,169.0,287.0,87.0,10.0,18.0,76.0,111.0,63.0,True,17.0,85.0,130.0,211.0,58.0,36.0,7.0,16.0,52.0,92.0,58.0,7.0
364,C384-189,copanlisib,NTRK2 — BDNF/NT-3 growth factors receptor,先解决具体问题,PZBCKZWLPGJMAO-UHFFFAOYSA-N__CHEMBL4898,PZBCKZWLPGJMAO-UHFFFAOYSA-N,CHEMBL4898,True,19.0,320.0,338.0,72.0,20.0,35.0,442.0,653.0,683.0,70.0,True,11.0,209.0,235.0,48.0,12.0,123.0,32.0,360.0,497.0,517.0,65.0,240.0
365,C384-302,sonidegib,LCK — Tyrosine-protein kinase Lck,先解决具体问题,VZZJRYRQSPEMTK-CALCHBBNSA-N__CHEMBL258,VZZJRYRQSPEMTK-CALCHBBNSA-N,CHEMBL258,True,19.0,55.0,120.0,203.0,47.0,29.0,56.0,101.0,77.0,52.0,True,9.0,40.0,81.0,133.0,30.0,54.0,27.0,49.0,74.0,64.0,46.0,79.0
366,C384-360,oliceridine,"CYP11B1 — Cytochrome P450 11B1, mitochondrial",先解决具体问题,DMNOVGJWPASQDL-OAQYLSRUSA-N__CHEMBL1908,DMNOVGJWPASQDL-OAQYLSRUSA-N,CHEMBL1908,True,19.0,40.0,275.0,89.0,46.0,481.0,206.0,448.0,561.0,179.0,True,13.0,31.0,186.0,50.0,33.0,147.0,382.0,167.0,341.0,424.0,150.0,384.0
367,C384-068,tetracaine,F12 — Coagulation factor XII,先解决具体问题,GKCBAIGFKIBETG-UHFFFAOYSA-N__CHEMBL2821,GKCBAIGFKIBETG-UHFFFAOYSA-N,CHEMBL2821,True,20.0,140.0,165.0,259.0,141.0,265.0,174.0,364.0,510.0,640.0,False,,,,,,,,,,,,
368,C384-069,tedizolid,HMGCR — 3-hydroxy-3-methylglutaryl-coenzyme A reductase,先解决具体问题,XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL402,XFALPSLJIHVRKE-GFCCVEGCSA-N,CHEMBL402,True,20.0,179.0,206.0,57.0,166.0,9.0,242.0,392.0,152.0,270.0,False,,,,,,,,,,,,
369,C384-261,eltrombopag,HCK — Tyrosine-protein kinase HCK,先解决具体问题,XDXWLKQMMKQXPV-QYQHSDTDSA-N__CHEMBL3234,XDXWLKQMMKQXPV-QYQHSDTDSA-N,CHEMBL3234,True,20.0,355.0,31.0,63.0,59.0,208.0,340.0,278.0,88.0,174.0,True,14.0,246.0,26.0,47.0,45.0,176.0,175.0,273.0,207.0,70.0,152.0,234.0
370,C384-262,dexrazoxane,MMP8 — Neutrophil collagenase,先解决具体问题,BMKDZUISNHGIBY-ZETCQYMHSA-N__CHEMBL4588,BMKDZUISNHGIBY-ZETCQYMHSA-N,CHEMBL4588,True,20.0,70.0,13.0,165.0,48.0,280.0,114.0,262.0,441.0,267.0,False,,,,,,,,,,,,
371,C384-362,remimazolam,FAAH — Fatty-acid amide hydrolase 1,先解决具体问题,CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL2243,CYHWMBVXXDIZNZ-KRWDZBQOSA-N,CHEMBL2243,True,20.0,98.0,58.0,332.0,267.0,76.0,278.0,179.0,616.0,353.0,True,13.0,67.0,37.0,234.0,187.0,253.0,63.0,216.0,138.0,460.0,286.0,529.0
372,C384-381,lenalidomide,HDAC11 — Histone deacetylase 11,先解决具体问题,GOTYRUGSSMKFNF-UHFFFAOYSA-N__CHEMBL3310,GOTYRUGSSMKFNF-UHFFFAOYSA-N,CHEMBL3310,True,20.0,55.0,38.0,212.0,110.0,442.0,132.0,180.0,152.0,435.0,True,14.0,37.0,21.0,151.0,89.0,132.0,350.0,102.0,139.0,117.0,341.0,275.0
373,C384-098,edoxaban,F7 — Coagulation factor VII,有证据支持降低投入,HGVDHZBSSITLCT-JLJPHGGASA-N__CHEMBL3991,HGVDHZBSSITLCT-JLJPHGGASA-N,CHEMBL3991,True,2.0,2.0,294.0,308.0,93.0,2.0,8.0,451.0,205.0,131.0,False,,,,,,,,,,,,
374,C384-225,fluvoxamine,MAOB — Amine oxidase [flavin-containing] B,有证据支持降低投入,CJOFXWAVKWHTFT-XSFVSMFZSA-N__CHEMBL2039,CJOFXWAVKWHTFT-XSFVSMFZSA-N,CHEMBL2039,True,6.0,10.0,134.0,104.0,45.0,89.0,302.0,308.0,403.0,391.0,True,4.0,9.0,96.0,71.0,33.0,166.0,76.0,231.0,238.0,299.0,321.0,215.0
375,C384-011,fenofibric acid,CYP19A1 — Aromatase,有证据支持降低投入,MQOBSOSZFYZQOK-UHFFFAOYSA-N__CHEMBL1978,MQOBSOSZFYZQOK-UHFFFAOYSA-N,CHEMBL1978,True,9.0,20.0,35.0,97.0,29.0,33.0,191.0,461.0,470.0,291.0,True,8.0,19.0,29.0,72.0,21.0,198.0,24.0,149.0,355.0,356.0,242.0,352.0
376,C384-148,avanafil,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",有证据支持降低投入,WEAJZXNPAWBCOA-INIZCTEOSA-N__CHEMBL3535,WEAJZXNPAWBCOA-INIZCTEOSA-N,CHEMBL3535,True,15.0,15.0,103.0,245.0,83.0,10.0,121.0,400.0,441.0,163.0,True,12.0,10.0,73.0,174.0,60.0,160.0,9.0,103.0,301.0,326.0,145.0,456.0
377,C384-372,riluzole,MAOB — Amine oxidase [flavin-containing] B,有证据支持降低投入,FTALBRSUTCGOEG-UHFFFAOYSA-N__CHEMBL2039,FTALBRSUTCGOEG-UHFFFAOYSA-N,CHEMBL2039,True,15.0,5.0,5.0,21.0,23.0,319.0,11.0,118.0,178.0,587.0,True,12.0,5.0,4.0,14.0,17.0,56.0,264.0,7.0,89.0,136.0,454.0,38.0
378,C384-176,dexmethylphenidate,AKT3 — RAC-gamma serine/threonine-protein kinase,有证据支持降低投入,DUGOZIWVEXMGBE-CHWSQXEVSA-N__CHEMBL4816,DUGOZIWVEXMGBE-CHWSQXEVSA-N,CHEMBL4816,True,16.0,258.0,252.0,362.0,252.0,175.0,492.0,526.0,570.0,670.0,True,12.0,179.0,174.0,250.0,173.0,14.0,145.0,390.0,391.0,424.0,510.0,75.0
379,C384-248,efavirenz,AR — Androgen receptor,有证据支持降低投入,XPOQHMRABVBWPR-ZDUSSCGKSA-N__CHEMBL1871,XPOQHMRABVBWPR-ZDUSSCGKSA-N,CHEMBL1871,True,17.0,11.0,47.0,32.0,18.0,43.0,73.0,444.0,251.0,72.0,True,12.0,11.0,25.0,17.0,14.0,87.0,32.0,52.0,340.0,189.0,55.0,223.0
380,C384-250,avanafil,"PDE4D — 3',5'-cyclic-AMP phosphodiesterase 4D",有证据支持降低投入,WEAJZXNPAWBCOA-INIZCTEOSA-N__CHEMBL288,WEAJZXNPAWBCOA-INIZCTEOSA-N,CHEMBL288,True,17.0,32.0,138.0,219.0,156.0,5.0,292.0,388.0,515.0,192.0,True,14.0,17.0,93.0,153.0,112.0,177.0,4.0,228.0,296.0,385.0,162.0,513.0
381,C384-065,metformin,JAK2 — Tyrosine-protein kinase JAK2,有证据支持降低投入,XZWYZXLIPXDOLR-UHFFFAOYSA-N__CHEMBL2971,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL2971,True,18.0,288.0,242.0,151.0,376.0,279.0,129.0,653.0,398.0,706.0,True,16.0,190.0,156.0,98.0,262.0,70.0,231.0,107.0,495.0,296.0,539.0,105.0
382,C384-378,deutetrabenazine,COMT — Catechol O-methyltransferase,有证据支持降低投入,MKJIEFSOBYUXJB-WEZHFFAMSA-N__CHEMBL2023,MKJIEFSOBYUXJB-WEZHFFAMSA-N,CHEMBL2023,True,18.0,376.0,118.0,96.0,8.0,484.0,671.0,186.0,430.0,300.0,False,,,,,,,,,,,,
383,C384-260,morphine,CA2 — Carbonic anhydrase 2,有证据支持降低投入,BQJCRHHNABKAKU-KBQPJGBKSA-N__CHEMBL205,BQJCRHHNABKAKU-KBQPJGBKSA-N,CHEMBL205,True,20.0,11.0,39.0,71.0,216.0,311.0,290.0,224.0,387.0,535.0,True,12.0,11.0,22.0,46.0,164.0,16.0,251.0,218.0,165.0,284.0,416.0,16.0
384,C384-380,duloxetine,ACHE — Acetylcholinesterase,有证据支持降低投入,ZEUITGRIYCTCEM-KRWDZBQOSA-N__CHEMBL220,ZEUITGRIYCTCEM-KRWDZBQOSA-N,CHEMBL220,True,20.0,45.0,258.0,268.0,141.0,86.0,254.0,254.0,292.0,513.0,True,15.0,33.0,184.0,176.0,98.0,226.0,71.0,200.0,203.0,228.0,402.0,441.0
