ligand_inchikey,drug_names,drug_feature_index,target_chembl_id,gene_symbol,target_feature_index,dtiam_probability,dtiam_validation_calibrated_probability,dtiam_model_version,dtiam_drug_rank,dtiam_target_rank
AQHHHDLHHXJYJD-UHFFFAOYSA-N,propranolol,15,CHEMBL205,CA2,107,0.3199107,0.29844693629666164,dtiam_a_kdki_inactive_20260917,10,544
AQHHHDLHHXJYJD-UHFFFAOYSA-N,propranolol,15,CHEMBL2179,GBA1,123,0.5309271,0.47475569600998413,dtiam_a_kdki_inactive_20260917,2,520
AQHHHDLHHXJYJD-UHFFFAOYSA-N,propranolol,15,CHEMBL2326,CA7,141,0.38690472,0.3537725645486453,dtiam_a_kdki_inactive_20260917,6,672
AQHHHDLHHXJYJD-UHFFFAOYSA-N,propranolol,15,CHEMBL3026,GABRA3,210,0.4302145,0.38970672788355987,dtiam_a_kdki_inactive_20260917,5,709
AQHHHDLHHXJYJD-UHFFFAOYSA-N,propranolol,15,CHEMBL3242,CA12,231,0.5308924,0.474725832024179,dtiam_a_kdki_inactive_20260917,3,658
AQHHHDLHHXJYJD-UHFFFAOYSA-N,propranolol,15,CHEMBL3729,CA4,267,0.51297003,0.45937968458633655,dtiam_a_kdki_inactive_20260917,4,585
AQHHHDLHHXJYJD-UHFFFAOYSA-N,propranolol,15,CHEMBL4956,GABRA2,349,0.5547724,0.4953565363115105,dtiam_a_kdki_inactive_20260917,1,712
AQNDDEOPVVGCPG-UHFFFAOYSA-N,esmolol,16,CHEMBL1782,FDPS,17,0.64099324,0.5720366963229552,dtiam_a_kdki_inactive_20260917,4,432
AQNDDEOPVVGCPG-UHFFFAOYSA-N,esmolol,16,CHEMBL1829,HDAC3,27,0.5759309,0.5138321527538543,dtiam_a_kdki_inactive_20260917,7,502
AQNDDEOPVVGCPG-UHFFFAOYSA-N,esmolol,16,CHEMBL1962,GABRA1,72,0.74655145,0.6725761491030688,dtiam_a_kdki_inactive_20260917,2,634
AQNDDEOPVVGCPG-UHFFFAOYSA-N,esmolol,16,CHEMBL1978,CYP19A1,80,0.5700746,0.5086987316024045,dtiam_a_kdki_inactive_20260917,8,558
AQNDDEOPVVGCPG-UHFFFAOYSA-N,esmolol,16,CHEMBL2179,GBA1,123,0.5609897,0.500765354217677,dtiam_a_kdki_inactive_20260917,9,497
AQNDDEOPVVGCPG-UHFFFAOYSA-N,esmolol,16,CHEMBL2326,CA7,141,0.61634237,0.5497116588841026,dtiam_a_kdki_inactive_20260917,5,592
AQNDDEOPVVGCPG-UHFFFAOYSA-N,esmolol,16,CHEMBL3026,GABRA3,210,0.72243613,0.6487762283315512,dtiam_a_kdki_inactive_20260917,3,642
AQNDDEOPVVGCPG-UHFFFAOYSA-N,esmolol,16,CHEMBL3729,CA4,267,0.5810213,0.5183070607028997,dtiam_a_kdki_inactive_20260917,6,530
AQNDDEOPVVGCPG-UHFFFAOYSA-N,esmolol,16,CHEMBL4338,PNP,315,0.560723,0.5005330253847907,dtiam_a_kdki_inactive_20260917,10,341
AQNDDEOPVVGCPG-UHFFFAOYSA-N,esmolol,16,CHEMBL4956,GABRA2,349,0.77685225,0.703348538220638,dtiam_a_kdki_inactive_20260917,1,657
AQOKCDNYWBIDND-FTOWTWDKSA-N,bimatoprost,17,CHEMBL1962,GABRA1,72,0.9815216,0.960919720045781,dtiam_a_kdki_inactive_20260917,1,241
AQOKCDNYWBIDND-FTOWTWDKSA-N,bimatoprost,17,CHEMBL1978,CYP19A1,80,0.95590854,0.9193192202757069,dtiam_a_kdki_inactive_20260917,4,139
AQOKCDNYWBIDND-FTOWTWDKSA-N,bimatoprost,17,CHEMBL2034,NR3C1,100,0.9275499,0.8787896896866172,dtiam_a_kdki_inactive_20260917,9,191
AQOKCDNYWBIDND-FTOWTWDKSA-N,bimatoprost,17,CHEMBL208,PGR,116,0.9238684,0.8738087144020279,dtiam_a_kdki_inactive_20260917,10,128
AQOKCDNYWBIDND-FTOWTWDKSA-N,bimatoprost,17,CHEMBL280,MMP13,185,0.9548447,0.9177162105879391,dtiam_a_kdki_inactive_20260917,5,199
AQOKCDNYWBIDND-FTOWTWDKSA-N,bimatoprost,17,CHEMBL2954,CTSS,199,0.9684256,0.9388258959136102,dtiam_a_kdki_inactive_20260917,3,44
AQOKCDNYWBIDND-FTOWTWDKSA-N,bimatoprost,17,CHEMBL3026,GABRA3,210,0.93093926,0.8834250777096768,dtiam_a_kdki_inactive_20260917,8,431
AQOKCDNYWBIDND-FTOWTWDKSA-N,bimatoprost,17,CHEMBL4296,SCN9A,311,0.9321833,0.8851389274017754,dtiam_a_kdki_inactive_20260917,7,229
AQOKCDNYWBIDND-FTOWTWDKSA-N,bimatoprost,17,CHEMBL4409,PDE10A,318,0.94403386,0.9018288835607597,dtiam_a_kdki_inactive_20260917,6,259
AQOKCDNYWBIDND-FTOWTWDKSA-N,bimatoprost,17,CHEMBL4956,GABRA2,349,0.98107034,0.9601194463285126,dtiam_a_kdki_inactive_20260917,2,355
ASMXXROZKSBQIH-VITNCHFBSA-N,aclidinium,18,CHEMBL1893,SLC18A2,46,0.9735445,0.9472126383690759,dtiam_a_kdki_inactive_20260917,7,87
ASMXXROZKSBQIH-VITNCHFBSA-N,aclidinium,18,CHEMBL1919,CACNA2D1,59,0.977033,0.9530996250250942,dtiam_a_kdki_inactive_20260917,6,112
ASMXXROZKSBQIH-VITNCHFBSA-N,aclidinium,18,CHEMBL1962,GABRA1,72,0.98625034,0.9695310801209835,dtiam_a_kdki_inactive_20260917,3,176
ASMXXROZKSBQIH-VITNCHFBSA-N,aclidinium,18,CHEMBL1997,SLC29A1,87,0.98032415,0.9588034530657867,dtiam_a_kdki_inactive_20260917,5,39
ASMXXROZKSBQIH-VITNCHFBSA-N,aclidinium,18,CHEMBL244,F10,159,0.96679074,0.936203055651158,dtiam_a_kdki_inactive_20260917,10,49
ASMXXROZKSBQIH-VITNCHFBSA-N,aclidinium,18,CHEMBL3026,GABRA3,210,0.9856269,0.9683697435308114,dtiam_a_kdki_inactive_20260917,4,169
ASMXXROZKSBQIH-VITNCHFBSA-N,aclidinium,18,CHEMBL4296,SCN9A,311,0.9879025,0.9726530066889273,dtiam_a_kdki_inactive_20260917,2,13
ASMXXROZKSBQIH-VITNCHFBSA-N,aclidinium,18,CHEMBL4956,GABRA2,349,0.98843783,0.9736794413746404,dtiam_a_kdki_inactive_20260917,1,241
ASMXXROZKSBQIH-VITNCHFBSA-N,aclidinium,18,CHEMBL5163,SCN3A,355,0.9694039,0.9404077941769171,dtiam_a_kdki_inactive_20260917,8,14
ASMXXROZKSBQIH-VITNCHFBSA-N,aclidinium,18,CHEMBL5202,SCN8A,357,0.967291,0.9370029810975835,dtiam_a_kdki_inactive_20260917,9,13
ASOADIZOVZTJSR-UHFFFAOYSA-N,opicapone,19,CHEMBL1861,HPD,37,0.976961,0.952976549471094,dtiam_a_kdki_inactive_20260917,9,14
ASOADIZOVZTJSR-UHFFFAOYSA-N,opicapone,19,CHEMBL1944,MME,67,0.9774623,0.9538348445533682,dtiam_a_kdki_inactive_20260917,7,26
ASOADIZOVZTJSR-UHFFFAOYSA-N,opicapone,19,CHEMBL1962,GABRA1,72,0.98885137,0.9744777744135629,dtiam_a_kdki_inactive_20260917,2,136
ASOADIZOVZTJSR-UHFFFAOYSA-N,opicapone,19,CHEMBL1997,SLC29A1,87,0.9735005,0.9471393523249994,dtiam_a_kdki_inactive_20260917,10,77
ASOADIZOVZTJSR-UHFFFAOYSA-N,opicapone,19,CHEMBL280,MMP13,185,0.98077047,0.9595895112199335,dtiam_a_kdki_inactive_20260917,5,87
ASOADIZOVZTJSR-UHFFFAOYSA-N,opicapone,19,CHEMBL3026,GABRA3,210,0.9885206,0.9738388856580639,dtiam_a_kdki_inactive_20260917,3,134
ASOADIZOVZTJSR-UHFFFAOYSA-N,opicapone,19,CHEMBL3242,CA12,231,0.98203707,0.9618380356155568,dtiam_a_kdki_inactive_20260917,4,56
ASOADIZOVZTJSR-UHFFFAOYSA-N,opicapone,19,CHEMBL4235,HSD11B1,306,0.9773323,0.9536119319969425,dtiam_a_kdki_inactive_20260917,8,41
ASOADIZOVZTJSR-UHFFFAOYSA-N,opicapone,19,CHEMBL4409,PDE10A,318,0.97909325,0.9566516605346714,dtiam_a_kdki_inactive_20260917,6,108
ASOADIZOVZTJSR-UHFFFAOYSA-N,opicapone,19,CHEMBL4956,GABRA2,349,0.9915153,0.9797476356688402,dtiam_a_kdki_inactive_20260917,1,166
ASUTZQLVASHGKV-JDFRZJQESA-N,galantamine,20,CHEMBL1893,SLC18A2,46,0.9541434,0.916663621283999,dtiam_a_kdki_inactive_20260917,2,161
ASUTZQLVASHGKV-JDFRZJQESA-N,galantamine,20,CHEMBL1962,GABRA1,72,0.92107797,0.8700690348516451,dtiam_a_kdki_inactive_20260917,3,468
ASUTZQLVASHGKV-JDFRZJQESA-N,galantamine,20,CHEMBL1997,SLC29A1,87,0.856191,0.7898228903738952,dtiam_a_kdki_inactive_20260917,8,330
ASUTZQLVASHGKV-JDFRZJQESA-N,galantamine,20,CHEMBL2337,SLC6A9,146,0.89110905,0.8315844676517138,dtiam_a_kdki_inactive_20260917,6,172
ASUTZQLVASHGKV-JDFRZJQESA-N,galantamine,20,CHEMBL3026,GABRA3,210,0.9204459,0.8692261314146322,dtiam_a_kdki_inactive_20260917,4,450
ASUTZQLVASHGKV-JDFRZJQESA-N,galantamine,20,CHEMBL3242,CA12,231,0.90475935,0.8487601126542388,dtiam_a_kdki_inactive_20260917,5,324
ASUTZQLVASHGKV-JDFRZJQESA-N,galantamine,20,CHEMBL3729,CA4,267,0.8549298,0.7883650735653661,dtiam_a_kdki_inactive_20260917,9,244
ASUTZQLVASHGKV-JDFRZJQESA-N,galantamine,20,CHEMBL4296,SCN9A,311,0.85310286,0.7862589095281987,dtiam_a_kdki_inactive_20260917,10,329
ASUTZQLVASHGKV-JDFRZJQESA-N,galantamine,20,CHEMBL4956,GABRA2,349,0.9780434,0.9548341058629909,dtiam_a_kdki_inactive_20260917,1,384
ASUTZQLVASHGKV-JDFRZJQESA-N,galantamine,20,CHEMBL6136,KDM1A,383,0.8721584,0.8085686500758911,dtiam_a_kdki_inactive_20260917,7,140
ATALOFNDEOCMKK-OITMNORJSA-N,aprepitant;fosaprepitant,21,CHEMBL1287628,NOX1,8,0.9652381,0.9337348522211016,dtiam_a_kdki_inactive_20260917,10,52
ATALOFNDEOCMKK-OITMNORJSA-N,aprepitant;fosaprepitant,21,CHEMBL1893,SLC18A2,46,0.97786105,0.9545200564022627,dtiam_a_kdki_inactive_20260917,6,65
ATALOFNDEOCMKK-OITMNORJSA-N,aprepitant;fosaprepitant,21,CHEMBL1919,CACNA2D1,59,0.9785981,0.9557924944578909,dtiam_a_kdki_inactive_20260917,5,92
ATALOFNDEOCMKK-OITMNORJSA-N,aprepitant;fosaprepitant,21,CHEMBL1962,GABRA1,72,0.9910876,0.978885316621919,dtiam_a_kdki_inactive_20260917,2,96
ATALOFNDEOCMKK-OITMNORJSA-N,aprepitant;fosaprepitant,21,CHEMBL1997,SLC29A1,87,0.9659666,0.9348902220609033,dtiam_a_kdki_inactive_20260917,9,109
ATALOFNDEOCMKK-OITMNORJSA-N,aprepitant;fosaprepitant,21,CHEMBL280,MMP13,185,0.9772755,0.9535146014341606,dtiam_a_kdki_inactive_20260917,7,107
ATALOFNDEOCMKK-OITMNORJSA-N,aprepitant;fosaprepitant,21,CHEMBL3026,GABRA3,210,0.9902914,0.9772973952756114,dtiam_a_kdki_inactive_20260917,3,99
ATALOFNDEOCMKK-OITMNORJSA-N,aprepitant;fosaprepitant,21,CHEMBL4296,SCN9A,311,0.9766515,0.9524482549039844,dtiam_a_kdki_inactive_20260917,8,88
ATALOFNDEOCMKK-OITMNORJSA-N,aprepitant;fosaprepitant,21,CHEMBL4409,PDE10A,318,0.981888,0.9615719913844756,dtiam_a_kdki_inactive_20260917,4,90
ATALOFNDEOCMKK-OITMNORJSA-N,aprepitant;fosaprepitant,21,CHEMBL4956,GABRA2,349,0.99463874,0.986288953809153,dtiam_a_kdki_inactive_20260917,1,76
AURFZBICLPNKBZ-SYBPFIFISA-N,brexanolone,22,CHEMBL1871,AR,41,0.97260755,0.9456564795082075,dtiam_a_kdki_inactive_20260917,1,43
AURFZBICLPNKBZ-SYBPFIFISA-N,brexanolone,22,CHEMBL1962,GABRA1,72,0.928542,0.8801415053466505,dtiam_a_kdki_inactive_20260917,9,458
AURFZBICLPNKBZ-SYBPFIFISA-N,brexanolone,22,CHEMBL1978,CYP19A1,80,0.94420964,0.9020817779521997,dtiam_a_kdki_inactive_20260917,7,170
AURFZBICLPNKBZ-SYBPFIFISA-N,brexanolone,22,CHEMBL1994,NR3C2,86,0.9577223,0.922070340871077,dtiam_a_kdki_inactive_20260917,6,127
AURFZBICLPNKBZ-SYBPFIFISA-N,brexanolone,22,CHEMBL2034,NR3C1,100,0.96789944,0.9379790435716383,dtiam_a_kdki_inactive_20260917,3,93
AURFZBICLPNKBZ-SYBPFIFISA-N,brexanolone,22,CHEMBL208,PGR,116,0.9709171,0.9428734243985379,dtiam_a_kdki_inactive_20260917,2,43
AURFZBICLPNKBZ-SYBPFIFISA-N,brexanolone,22,CHEMBL2148,JAK3,120,0.932557,0.8856550253253541,dtiam_a_kdki_inactive_20260917,8,79
AURFZBICLPNKBZ-SYBPFIFISA-N,brexanolone,22,CHEMBL3201,AHR,227,0.96365064,0.9312331715163021,dtiam_a_kdki_inactive_20260917,4,43
AURFZBICLPNKBZ-SYBPFIFISA-N,brexanolone,22,CHEMBL4235,HSD11B1,306,0.9217554,0.8709741147743575,dtiam_a_kdki_inactive_20260917,10,222
AURFZBICLPNKBZ-SYBPFIFISA-N,brexanolone,22,CHEMBL4956,GABRA2,349,0.9580296,0.92253879843654,dtiam_a_kdki_inactive_20260917,5,473
AVAACINZEOAHHE-VFZPANTDSA-N,doripenem,23,CHEMBL1944,MME,67,0.97396886,0.9479208390843114,dtiam_a_kdki_inactive_20260917,6,37
AVAACINZEOAHHE-VFZPANTDSA-N,doripenem,23,CHEMBL1962,GABRA1,72,0.982281,0.9622742619498389,dtiam_a_kdki_inactive_20260917,3,228
AVAACINZEOAHHE-VFZPANTDSA-N,doripenem,23,CHEMBL2179,GBA1,123,0.96887535,0.9395519727706263,dtiam_a_kdki_inactive_20260917,8,12
AVAACINZEOAHHE-VFZPANTDSA-N,doripenem,23,CHEMBL280,MMP13,185,0.975078,0.9497818388004758,dtiam_a_kdki_inactive_20260917,5,127
AVAACINZEOAHHE-VFZPANTDSA-N,doripenem,23,CHEMBL284,DPP4,192,0.9597903,0.9252359474715768,dtiam_a_kdki_inactive_20260917,10,45
AVAACINZEOAHHE-VFZPANTDSA-N,doripenem,23,CHEMBL286,REN,195,0.9608636,0.9268915632408433,dtiam_a_kdki_inactive_20260917,9,28
AVAACINZEOAHHE-VFZPANTDSA-N,doripenem,23,CHEMBL3026,GABRA3,210,0.9811092,0.9601882316088294,dtiam_a_kdki_inactive_20260917,4,225
AVAACINZEOAHHE-VFZPANTDSA-N,doripenem,23,CHEMBL3242,CA12,231,0.9835321,0.9645280285022853,dtiam_a_kdki_inactive_20260917,2,48
AVAACINZEOAHHE-VFZPANTDSA-N,doripenem,23,CHEMBL3729,CA4,267,0.9734011,0.9469738957058141,dtiam_a_kdki_inactive_20260917,7,24
AVAACINZEOAHHE-VFZPANTDSA-N,doripenem,23,CHEMBL4956,GABRA2,349,0.98639774,0.9698069372466558,dtiam_a_kdki_inactive_20260917,1,283
AXOIZCJOOAYSMI-UHFFFAOYSA-N,succinylcholine,24,CHEMBL1782,FDPS,17,0.46425664,0.41816634838892586,dtiam_a_kdki_inactive_20260917,8,585
AXOIZCJOOAYSMI-UHFFFAOYSA-N,succinylcholine,24,CHEMBL1829,HDAC3,27,0.46547517,0.41918961305275415,dtiam_a_kdki_inactive_20260917,7,593
AXOIZCJOOAYSMI-UHFFFAOYSA-N,succinylcholine,24,CHEMBL1847,GABRB3,34,0.43489465,0.39360611424144293,dtiam_a_kdki_inactive_20260917,9,644
AXOIZCJOOAYSMI-UHFFFAOYSA-N,succinylcholine,24,CHEMBL1937,HDAC2,65,0.47978678,0.43123491424469373,dtiam_a_kdki_inactive_20260917,6,571
AXOIZCJOOAYSMI-UHFFFAOYSA-N,succinylcholine,24,CHEMBL1962,GABRA1,72,0.75103635,0.6770669106583499,dtiam_a_kdki_inactive_20260917,2,631
AXOIZCJOOAYSMI-UHFFFAOYSA-N,succinylcholine,24,CHEMBL3026,GABRA3,210,0.65114063,0.5813351814149101,dtiam_a_kdki_inactive_20260917,3,672
AXOIZCJOOAYSMI-UHFFFAOYSA-N,succinylcholine,24,CHEMBL3201,AHR,227,0.428701,0.38844653589612177,dtiam_a_kdki_inactive_20260917,10,557
AXOIZCJOOAYSMI-UHFFFAOYSA-N,succinylcholine,24,CHEMBL3242,CA12,231,0.4959993,0.4449453176749555,dtiam_a_kdki_inactive_20260917,4,664
AXOIZCJOOAYSMI-UHFFFAOYSA-N,succinylcholine,24,CHEMBL4956,GABRA2,349,0.81612605,0.7449354570427431,dtiam_a_kdki_inactive_20260917,1,636
AXOIZCJOOAYSMI-UHFFFAOYSA-N,succinylcholine,24,CHEMBL5705,EGLN3,374,0.487593,0.43782726477142564,dtiam_a_kdki_inactive_20260917,5,607
AXQACEQYCPKDMV-RZAWKFBISA-N,naldemedine,25,CHEMBL1893,SLC18A2,46,0.99065894,0.9780276391158904,dtiam_a_kdki_inactive_20260917,6,1
AXQACEQYCPKDMV-RZAWKFBISA-N,naldemedine,25,CHEMBL1919,CACNA2D1,59,0.9881183,0.9730658084446031,dtiam_a_kdki_inactive_20260917,8,35
AXQACEQYCPKDMV-RZAWKFBISA-N,naldemedine,25,CHEMBL1962,GABRA1,72,0.99254745,0.9818585759526017,dtiam_a_kdki_inactive_20260917,2,69
AXQACEQYCPKDMV-RZAWKFBISA-N,naldemedine,25,CHEMBL2034,NR3C1,100,0.98763686,0.9721464372569644,dtiam_a_kdki_inactive_20260917,9,12
AXQACEQYCPKDMV-RZAWKFBISA-N,naldemedine,25,CHEMBL2189110,EZH2,125,0.9894719,0.9756849961075981,dtiam_a_kdki_inactive_20260917,7,1
AXQACEQYCPKDMV-RZAWKFBISA-N,naldemedine,25,CHEMBL280,MMP13,185,0.9876217,0.972117623361171,dtiam_a_kdki_inactive_20260917,10,29
AXQACEQYCPKDMV-RZAWKFBISA-N,naldemedine,25,CHEMBL2835,JAK1,191,0.9912697,0.9792516438104039,dtiam_a_kdki_inactive_20260917,5,5
AXQACEQYCPKDMV-RZAWKFBISA-N,naldemedine,25,CHEMBL2971,JAK2,202,0.9920313,0.980797451145422,dtiam_a_kdki_inactive_20260917,3,7
AXQACEQYCPKDMV-RZAWKFBISA-N,naldemedine,25,CHEMBL3026,GABRA3,210,0.9918802,0.9804889382337865,dtiam_a_kdki_inactive_20260917,4,67
AXQACEQYCPKDMV-RZAWKFBISA-N,naldemedine,25,CHEMBL4956,GABRA2,349,0.9927725,0.9823248873311383,dtiam_a_kdki_inactive_20260917,1,134
AYXYPKUFHZROOJ-ZETCQYMHSA-N,pregabalin,26,CHEMBL1847,GABRB3,34,0.8431965,0.7749509458028622,dtiam_a_kdki_inactive_20260917,4,285
AYXYPKUFHZROOJ-ZETCQYMHSA-N,pregabalin,26,CHEMBL1937,HDAC2,65,0.808813,0.7370282353674834,dtiam_a_kdki_inactive_20260917,6,215
AYXYPKUFHZROOJ-ZETCQYMHSA-N,pregabalin,26,CHEMBL1944,MME,67,0.79092866,0.7180145551345483,dtiam_a_kdki_inactive_20260917,10,296
AYXYPKUFHZROOJ-ZETCQYMHSA-N,pregabalin,26,CHEMBL1962,GABRA1,72,0.9447698,0.9028888314401506,dtiam_a_kdki_inactive_20260917,3,420
AYXYPKUFHZROOJ-ZETCQYMHSA-N,pregabalin,26,CHEMBL2973,ROCK2,203,0.7913173,0.7184230699750576,dtiam_a_kdki_inactive_20260917,9,88
AYXYPKUFHZROOJ-ZETCQYMHSA-N,pregabalin,26,CHEMBL3026,GABRA3,210,0.94695365,0.9060517658377376,dtiam_a_kdki_inactive_20260917,2,390
AYXYPKUFHZROOJ-ZETCQYMHSA-N,pregabalin,26,CHEMBL3192,HDAC8,226,0.82336,0.7528378690950098,dtiam_a_kdki_inactive_20260917,5,166
AYXYPKUFHZROOJ-ZETCQYMHSA-N,pregabalin,26,CHEMBL3242,CA12,231,0.7951697,0.7224835672797774,dtiam_a_kdki_inactive_20260917,8,479
AYXYPKUFHZROOJ-ZETCQYMHSA-N,pregabalin,26,CHEMBL325,HDAC1,232,0.7972795,0.7247157574693868,dtiam_a_kdki_inactive_20260917,7,187
AYXYPKUFHZROOJ-ZETCQYMHSA-N,pregabalin,26,CHEMBL4956,GABRA2,349,0.9809653,0.9599336811664486,dtiam_a_kdki_inactive_20260917,1,356
AZSRSNUQCUDCGG-UHFFFAOYSA-N,mobocertinib,27,CHEMBL1919,CACNA2D1,59,0.9358541,0.8902363508663492,dtiam_a_kdki_inactive_20260917,5,293
AZSRSNUQCUDCGG-UHFFFAOYSA-N,mobocertinib,27,CHEMBL1962,GABRA1,72,0.9838866,0.9651720219290737,dtiam_a_kdki_inactive_20260917,2,204
AZSRSNUQCUDCGG-UHFFFAOYSA-N,mobocertinib,27,CHEMBL1997,SLC29A1,87,0.93808734,0.8933683392440361,dtiam_a_kdki_inactive_20260917,4,199
AZSRSNUQCUDCGG-UHFFFAOYSA-N,mobocertinib,27,CHEMBL2003,RARG,90,0.8574102,0.7912352559499937,dtiam_a_kdki_inactive_20260917,9,139
AZSRSNUQCUDCGG-UHFFFAOYSA-N,mobocertinib,27,CHEMBL2008,RARB,93,0.8632159,0.7980028138572884,dtiam_a_kdki_inactive_20260917,8,125
AZSRSNUQCUDCGG-UHFFFAOYSA-N,mobocertinib,27,CHEMBL203,EGFR,98,0.85332817,0.7865182920269825,dtiam_a_kdki_inactive_20260917,10,31
AZSRSNUQCUDCGG-UHFFFAOYSA-N,mobocertinib,27,CHEMBL3026,GABRA3,210,0.9800123,0.9582560888981048,dtiam_a_kdki_inactive_20260917,3,241
AZSRSNUQCUDCGG-UHFFFAOYSA-N,mobocertinib,27,CHEMBL4296,SCN9A,311,0.92620337,0.8769614920587004,dtiam_a_kdki_inactive_20260917,6,240
AZSRSNUQCUDCGG-UHFFFAOYSA-N,mobocertinib,27,CHEMBL4794,TRPV1,340,0.8665539,0.8019261288319787,dtiam_a_kdki_inactive_20260917,7,185
AZSRSNUQCUDCGG-UHFFFAOYSA-N,mobocertinib,27,CHEMBL4956,GABRA2,349,0.9920433,0.9808220748876865,dtiam_a_kdki_inactive_20260917,1,150
BALLNEJQLSTPIO-UHFFFAOYSA-N,fruquintinib,28,CHEMBL1906,RAF1,51,0.9239841,0.8739644170589809,dtiam_a_kdki_inactive_20260917,10,24
BALLNEJQLSTPIO-UHFFFAOYSA-N,fruquintinib,28,CHEMBL1919,CACNA2D1,59,0.94195616,0.8988520943404616,dtiam_a_kdki_inactive_20260917,6,278
BALLNEJQLSTPIO-UHFFFAOYSA-N,fruquintinib,28,CHEMBL1962,GABRA1,72,0.992999,0.982796495673503,dtiam_a_kdki_inactive_20260917,2,66
BALLNEJQLSTPIO-UHFFFAOYSA-N,fruquintinib,28,CHEMBL1997,SLC29A1,87,0.9384448,0.8938718666506392,dtiam_a_kdki_inactive_20260917,7,197
BALLNEJQLSTPIO-UHFFFAOYSA-N,fruquintinib,28,CHEMBL280,MMP13,185,0.9447453,0.9028535010374101,dtiam_a_kdki_inactive_20260917,5,225
BALLNEJQLSTPIO-UHFFFAOYSA-N,fruquintinib,28,CHEMBL3026,GABRA3,210,0.9917983,0.9803221056374142,dtiam_a_kdki_inactive_20260917,3,70
BALLNEJQLSTPIO-UHFFFAOYSA-N,fruquintinib,28,CHEMBL3242,CA12,231,0.9257049,0.8762865874528226,dtiam_a_kdki_inactive_20260917,9,280
BALLNEJQLSTPIO-UHFFFAOYSA-N,fruquintinib,28,CHEMBL4296,SCN9A,311,0.93435127,0.8881420094491455,dtiam_a_kdki_inactive_20260917,8,226
BALLNEJQLSTPIO-UHFFFAOYSA-N,fruquintinib,28,CHEMBL4409,PDE10A,318,0.97946614,0.9573010897004985,dtiam_a_kdki_inactive_20260917,4,104
BALLNEJQLSTPIO-UHFFFAOYSA-N,fruquintinib,28,CHEMBL4956,GABRA2,349,0.99612474,0.9896013538220688,dtiam_a_kdki_inactive_20260917,1,26
BARDROPHSZEBKC-OITMNORJSA-N,fosaprepitant,29,CHEMBL1827,PDE5A,26,0.9578735,0.922300759446564,dtiam_a_kdki_inactive_20260917,9,74
BARDROPHSZEBKC-OITMNORJSA-N,fosaprepitant,29,CHEMBL1893,SLC18A2,46,0.9572335,0.9213266198522665,dtiam_a_kdki_inactive_20260917,10,153
BARDROPHSZEBKC-OITMNORJSA-N,fosaprepitant,29,CHEMBL1919,CACNA2D1,59,0.9705939,0.9423448481943589,dtiam_a_kdki_inactive_20260917,8,152
BARDROPHSZEBKC-OITMNORJSA-N,fosaprepitant,29,CHEMBL1962,GABRA1,72,0.99095815,0.9786256063612401,dtiam_a_kdki_inactive_20260917,2,99
BARDROPHSZEBKC-OITMNORJSA-N,fosaprepitant,29,CHEMBL1997,SLC29A1,87,0.976662,0.9524661389373856,dtiam_a_kdki_inactive_20260917,6,57
BARDROPHSZEBKC-OITMNORJSA-N,fosaprepitant,29,CHEMBL3026,GABRA3,210,0.9892946,0.9753388598776351,dtiam_a_kdki_inactive_20260917,3,124
BARDROPHSZEBKC-OITMNORJSA-N,fosaprepitant,29,CHEMBL4296,SCN9A,311,0.979435,0.9572468217357056,dtiam_a_kdki_inactive_20260917,5,76
BARDROPHSZEBKC-OITMNORJSA-N,fosaprepitant,29,CHEMBL4409,PDE10A,318,0.98468626,0.9666336354105788,dtiam_a_kdki_inactive_20260917,4,77
BARDROPHSZEBKC-OITMNORJSA-N,fosaprepitant,29,CHEMBL4822,BACE1,343,0.9751886,0.9499682802648122,dtiam_a_kdki_inactive_20260917,7,48
BARDROPHSZEBKC-OITMNORJSA-N,fosaprepitant,29,CHEMBL4956,GABRA2,349,0.99346215,0.9837684459496739,dtiam_a_kdki_inactive_20260917,1,114
BBAWEDCPNXPBQM-GDEBMMAJSA-N,telaprevir,30,CHEMBL1893,SLC18A2,46,0.6423055,0.573235464672533,dtiam_a_kdki_inactive_20260917,6,517
BBAWEDCPNXPBQM-GDEBMMAJSA-N,telaprevir,30,CHEMBL1962,GABRA1,72,0.8782828,0.8159098546193194,dtiam_a_kdki_inactive_20260917,2,529
BBAWEDCPNXPBQM-GDEBMMAJSA-N,telaprevir,30,CHEMBL2326,CA7,141,0.7353871,0.6614869564793546,dtiam_a_kdki_inactive_20260917,4,500
BBAWEDCPNXPBQM-GDEBMMAJSA-N,telaprevir,30,CHEMBL268,CTSK,175,0.623676,0.5563159746271662,dtiam_a_kdki_inactive_20260917,7,260
BBAWEDCPNXPBQM-GDEBMMAJSA-N,telaprevir,30,CHEMBL280,MMP13,185,0.7162495,0.6427595581573332,dtiam_a_kdki_inactive_20260917,5,494
BBAWEDCPNXPBQM-GDEBMMAJSA-N,telaprevir,30,CHEMBL3026,GABRA3,210,0.83408713,0.764712133801229,dtiam_a_kdki_inactive_20260917,3,568
BBAWEDCPNXPBQM-GDEBMMAJSA-N,telaprevir,30,CHEMBL3242,CA12,231,0.6014727,0.5364120903942986,dtiam_a_kdki_inactive_20260917,10,630
BBAWEDCPNXPBQM-GDEBMMAJSA-N,telaprevir,30,CHEMBL3310,HDAC11,237,0.6037157,0.5384106925568152,dtiam_a_kdki_inactive_20260917,9,275
