directory,allocated_GiB,files
outputs/old_drug_target_sota_v1/ofer_variant_smoke_STATIC_FNML_STYLE,0.003719329833984375,4
outputs/old_drug_target_sota_v1/ofer_variant_smoke_DIRECT_ACTIVE_SURVIVAL_NO_OBSERVATION_HEAD,0.003719329833984375,4
outputs/old_drug_target_sota_v1/ofer_variant_smoke_TIMESTAMP_SHUFFLED_OFER,0.003719329833984375,4
outputs/old_drug_target_sota_v1/ofer_dti_phase_a_listwise_smoke_v1,0.003719329833984375,4
outputs/spr_visual_design_20260910,0.003673553466796875,42
outputs/boltz2_calibration_338_v1/smoke_run_prkdc_crop,0.00359344482421875,22
outputs/fda_drug_universe_2005_2026_v1/09_nda_window_small_molecule_entities,0.003574371337890625,6
outputs/joint384_design_20260909,0.003570556640625,15
outputs/pair_drawer_design_20260910,0.003566741943359375,50
outputs/ui_refresh_20260909/offline,0.0034942626953125,4
outputs/loading_optimization_20260909/design,0.0034942626953125,4
outputs/biomaster_explorer/screenshots,0.003391265869140625,11
outputs/old_drug_target_sota_v2_s2_token_2seed/paired_v21_ablation,0.00333404541015625,5
outputs/pair_drawer_design_20260910/previous_assets,0.0033111572265625,46
outputs/spr_visual_design_20260910/previous_assets,0.00324249267578125,38
outputs/affinity_first_remote_discovery_v1/gnina_calibration_pilot_v1,0.003124237060546875,35
outputs/biomaster_v3_incremental_20260906/evaluation,0.003093719482421875,9
outputs/old_drug_target_sota_v1/biomaster_odti_v2_ablation_selftest2,0.0030670166015625,5
outputs/biomaster_full_fit_current_new_relations_v1,0.00302886962890625,37
outputs/old_drug_target_sota_v1/trace_pl_platinum_features_v1,0.003017425537109375,388
outputs/old_drug_target_sota_v1/trace_pl_phase_a_v1,0.0029296875,10
outputs/ui_refresh_20260909/offline_screenshots,0.002811431884765625,6
outputs/fda_drug_universe_2005_2026_v1/10_nda_window_mechanism_active_species,0.0028076171875,6
outputs/evidence_routing_compute_execution_20260808_v1/final_evidence_routing_v2,0.002780914306640625,17
outputs/current_production_package_v2/existing_model_chembl37_audit_v5,0.002712249755859375,3
outputs/affinity_experiment_package_v8/cordial_control_benchmark_stratified20,0.002643585205078125,481
outputs/affinity_experiment_package_v8/cordial_control_benchmark,0.0026397705078125,481
outputs/biomaster_full_fit_current_new_relations_v1/structure,0.002574920654296875,31
outputs/fda_drug_universe_2005_2026_v1/08_nda_product_window_reference,0.0024566650390625,4
outputs/spr_format_audit_20260910,0.002437591552734375,33
outputs/gnina_discovery_7511_v1/evaluation,0.00235748291015625,5
outputs/old_drug_target_sota_v1/s3_nonstructural_nested_safe_step_proxy_v2,0.002338409423828125,10
outputs/affinity_predictor_audit_20260910/before_targeted_source_qc,0.002330780029296875,9
outputs/chembl_moa_enhanced_information_package_v1/boltz_pre3000_refined_smoke_audit,0.002227783203125,5
outputs/final_1000_funnel_v1/boltz_pre3000_full_run,0.0022125244140625,245
outputs/chembl_moa_enhanced_information_package_v1/final1000_overlap_hot_priority_audit,0.002201080322265625,15
outputs/retargetmap_spr64_target_review_20260909,0.002170562744140625,5
outputs/spr_format_audit_20260910/previous_assets,0.002170562744140625,27
outputs/strict_dta_720x338_v1/drugclip,0.002086639404296875,3
outputs/spr384_llm_review_20260909,0.00199127197265625,15
outputs/biomaster_old_drug_bidirectional_20260906/support_store,0.001983642578125,2
outputs/chembl37_known_pocket_atlas/report,0.001964569091796875,7
outputs/fda_drug_universe_2005_2026_v1/06_nme_small_molecule_entities,0.0019378662109375,7
outputs/fda_drug_universe_2005_2026_v1/02_rxnorm_active_moiety,0.00193023681640625,8
outputs/affinity_experiment_package_v8/nesso_smoke,0.00186920166015625,6
outputs/biomaster_odti_pretrained_features_v1/esmc_600m,0.001850128173828125,3
outputs/browse_refresh_20260909,0.00182342529296875,25
outputs/spr384_final_experiment_table_20260910,0.001804351806640625,14
outputs/boltz2_structure_affinity_v1/smoke_known_one,0.001781463623046875,16
outputs/final_design_space_2005_2026_v1/legacy915_reconciliation,0.0016937255859375,4
outputs/biomaster_explorer/txgnn,0.001659393310546875,9
outputs/palinova_brand_20260910,0.001636505126953125,24
outputs/evidence_routing_compute_execution_20260808_v1/d2_literature_audit_v7,0.001583099365234375,6
outputs/biomaster_best_model_20260906/logs,0.0015411376953125,121
outputs/affinity_first_remote_discovery_v1/target_docking_calibration_v2,0.001537322998046875,4
outputs/spr384_final_experiment_table_before_fda_v2_20260910,0.001537322998046875,13
outputs/biomaster_explorer/spr_upload_validation,0.001453399658203125,9
outputs/fda_drug_universe_2005_2026_v1/07_mechanism_active_species,0.001415252685546875,6
outputs/current_production_package_v2/project_progress_discussion_zh,0.0013885498046875,6
outputs/palinova_interaction_20260910,0.001377105712890625,23
outputs/druggable_proteome_collapse_audit_v1,0.0013427734375,4
outputs/final_target_package_ch37,0.0013275146484375,9
outputs/spr_ui_polish_20260910,0.0013275146484375,19
outputs/physical_pocket_audit_v1,0.001308441162109375,6
outputs/final_1000_funnel_v1/boltz_top300_input_package,0.0012969970703125,304
outputs/biomaster_v3_20260905/local_pockets,0.001285552978515625,1
outputs/old_drug_target_sota_v1/pic_dta_label_blind_features_v1,0.00127410888671875,10
outputs/evidence_routing_compute_execution_20260808_v1/d2_confounder_audit_v7,0.00125885009765625,7
outputs/retargetmap_spr512_ours_frozen_20260904,0.001224517822265625,9
outputs/retargetmap_spr512_20260903,0.0012054443359375,10
outputs/palinova_brand_20260910/previous_assets,0.001190185546875,21
outputs/palinova_interaction_20260910/previous_assets,0.001190185546875,21
outputs/evidence_routing_compute_execution_20260808_v1/w1_control_execution_v14,0.001148223876953125,74
outputs/loading_optimization_20260909/dist_before,0.001129150390625,9
outputs/fda_drug_universe_2005_2026_v1/05_fda_nme_reference,0.001125335693359375,7
outputs/biomaster_v3_kirhub_temporal_20260906/kirhub,0.00112152099609375,6
outputs/evidence_routing_compute_execution_20260808_v1/d2_literature_adjudication_v7,0.001117706298828125,5
outputs/affinity_first_remote_discovery_v1/_smoke_holo_validation_v2_20260720,0.0011138916015625,8
outputs/affinity_atlas_inventory_20260910,0.001110076904296875,8
outputs/spr_ui_polish_20260910/previous_assets,0.00110626220703125,16
outputs/kirhub_functional_adaptation_v1/crossfit_fusion_v1,0.001079559326171875,6
outputs/browse_refresh_20260909/previous_assets,0.001079559326171875,15
outputs/fda_drug_universe_2005_2026_v1/04_pubchem_structure_validation,0.00107574462890625,5
outputs/biomaster_context_full_20260908/engineering_data,0.001056671142578125,8
outputs/biomaster_context_full_20260908/engineering_data_v2,0.001056671142578125,8
outputs/old_drug_target_sota_v1/s3_query_balanced_blend_dev_v1,0.00104522705078125,5
outputs/odti_unified_champion_s3_20260817/paired_bootstrap_v1,0.00103759765625,3
outputs/affinity_experiment_package_v8/expanded_controls_manifest,0.001007080078125,4
outputs/boltz2_calibration_338_v1/target_templates_test,0.00098419189453125,1
outputs/old_drug_target_sota_v1/biomaster_directional_application_v2,0.000946044921875,4
outputs/biomaster_explorer/research-home,0.00092315673828125,4
outputs/affinity_first_remote_discovery_v1/target_docking_calibration_v1,0.00090789794921875,3
outputs/biomaster_disease_evidence_720x888_20260909/raw,0.000896453857421875,169
outputs/boltz2_calibration_338_v1/smoke_run_stripped_original,0.0008544921875,22
outputs/broad_mechanism_layer_v2/strict895_concrete_disease_completion,0.000820159912109375,2
outputs/affinity_first_remote_discovery_v1/_smoke_gnina_calibration_v2_20260720,0.00081634521484375,21
outputs/old_drug_target_sota_v1/v3_structure_increment_feasibility_v1,0.000797271728515625,3
outputs/old_drug_target_sota_v1/platinum_pbcnet2_homology_exclusion_v1,0.000766754150390625,7
outputs/old_drug_target_sota_v1/ofer_dti_target_prior_full_v1,0.000766754150390625,6
outputs/biomaster_odti_e1_s3_paired_20260817,0.000762939453125,5
outputs/recovered_gnina_candidate_docking_v1,0.000732421875,27
outputs/current_production_package_v2/methodology_all_methods_zh,0.0007171630859375,4
outputs/biomaster_bindingdb_source_heldout_current_20260817,0.0007171630859375,4
outputs/spr384_priority_export_20260910,0.0007171630859375,6
outputs/chembl_moa_enhanced_information_package_v1/teacher_workflow_pdf,0.000705718994140625,11
outputs/affinity_predictor_audit_20260910/source_verification,0.00067138671875,6
outputs/old_drug_target_sota_v1/platinum_official_audit_v1,0.000659942626953125,3
outputs/evidence_routing_compute_execution_20260808_v1/final_evidence_routing_v3,0.0006561279296875,3
outputs/recovered_gnina_candidate_docking_v1/targets,0.000640869140625,18
outputs/strict_receptor_protocol_338_v1/_smoke,0.000629425048828125,3
outputs/fda_drug_universe_2005_2026_v1/03_gsrs_chembl_structure,0.00058746337890625,4
outputs/affinity_experiment_package_v8/report,0.000560760498046875,8
outputs/recovered_target_program_integrated_v1,0.00054931640625,12
outputs/spr_expanded_review_20260910/raw_audit,0.0005340576171875,3
outputs/biomaster_training_preparation_20260908/candidate_audit,0.000530242919921875,4
outputs/evidence_routing_compute_execution_20260808_v1/full_candidate_portfolio_v18,0.00048065185546875,45
outputs/biomaster_pocket_precision_20260906/system_audit_20260907,0.00046539306640625,3
outputs/biomaster_deployment_augmented_current_new_relations_v1,0.000453948974609375,6
outputs/biomaster_comprehensive_full_fit_current_new_relations_v1,0.000453948974609375,6
outputs/biomaster_explorer/visual_revision,0.000453948974609375,1
outputs/biomaster_recent_quantitative_case_v3_structure_v1,0.000446319580078125,21
outputs/biomaster_full_fit_early_stopped_current_new_relations_v1,0.000446319580078125,6
outputs/old_drug_target_sota_v1/s3_query_prior_neutralization_dev_v1,0.000423431396484375,3
outputs/evidence_routing_compute_execution_20260808_v1/current_status,0.0004119873046875,5
outputs/current_case_pair_specific_gnina_v1,0.00038909912109375,24
outputs/biomaster_pocket_precision_20260906/loss_diagnostics,0.000385284423828125,5
outputs/joint_cross_indication_20260909,0.000377655029296875,19
outputs/evidence_routing_compute_execution_20260808_v1/target_evidence_compute_assignment_v4,0.000370025634765625,5
outputs/biomaster_pocket_precision_20260906/live_progress,0.000370025634765625,6
outputs/cloudflare_tunnel,0.000362396240234375,12
outputs/spr384_bindingdb_quality_review_20260910,0.000354766845703125,6
outputs/affinity_experiment_package_v8/_smoke_gnina_discovery,0.000335693359375,52
outputs/affinity_experiment_package_v8/cordial_control_benchmark_smoke2,0.000316619873046875,55
outputs/joint384_agent_review_20260909,0.00031280517578125,9
outputs/boltz2_calibration_338_v1/smoke_run_short_monomer,0.00029754638671875,22
outputs/spr512_txgnn_ot_effect_20260909,0.000293731689453125,10
outputs/old_drug_target_sota_v1/biomaster_odti_first_round_384_selection_v2,0.0002899169921875,4
outputs/biomaster_v3_20260905/analysis_support,0.000286102294921875,9
outputs/biomaster_recent_novel_target_external_v1,0.000278472900390625,10
outputs/af3_protein_ligand_pilot_v1,0.000274658203125,53
outputs/old_drug_target_sota_v1/biomaster_odti_first_round_384_selection_v1,0.000263214111328125,4
outputs/evidence_routing_compute_execution_20260808_v1/e5_e6_followup_tasks,0.00025177001953125,5
outputs/old_drug_target_sota_v1/davis_complete_audit_v1,0.00025177001953125,3
outputs/biomaster_recent_quantitative_case_v3_structure_v1/source,0.000240325927734375,1
outputs/chembl_moa_enhanced_information_package_v1/boltz_pre3000_refined_missing24_rerun,0.00023651123046875,53
outputs/puresnet_gpu_smoke,0.00023651123046875,41
outputs/puresnet_smoke,0.00023651123046875,41
outputs/puresnet_gpu_smoke/residues,0.0002288818359375,40
outputs/puresnet_smoke/residues,0.0002288818359375,40
outputs/biomaster_best_model_20260906/age_sensitivity,0.000217437744140625,46
outputs/affinity_first_remote_discovery_v1/gnina_smoke_v1,0.000213623046875,14
outputs/recovered_no_experimental_pocket_targets_ch37_v1,0.000213623046875,12
outputs/biomaster_pocket_precision_20260906/closure_20260907,0.000213623046875,17
outputs/p2rank_pocket_audit_afcomplete_v2,0.00020599365234375,3
outputs/biomaster_unified_interaction_20260906/logs,0.00020599365234375,20
outputs/evidence_routing_compute_execution_20260808_v1/target_route_diagnostics,0.0001983642578125,3
outputs/af3_protein_ligand_pilot_v1/inputs,0.00019073486328125,50
outputs/spr512_integrated_disease_20260909/raw,0.000186920166015625,42
outputs/joint384_cross_area_counts_20260909,0.000186920166015625,6
outputs/evidence_routing_compute_execution_20260808_v1/advanced_innovation_v8,0.000179290771484375,5
outputs/affinity_experiment_package_v8/target_calibration,0.0001678466796875,2
outputs/puresnet_gpu_upgrade_v1,0.00016021728515625,2
outputs/biomaster_odti_bindingdb_ligand_cold_v1,0.00016021728515625,5
outputs/puresnet_gpu_pocket_audit_smoke,0.000156402587890625,9
outputs/evidence_routing_compute_execution_20260808_v1/mutation_conplex_v7,0.000152587890625,9
outputs/alphafold_completion_v1,0.000148773193359375,4
outputs/p2rank_pocket_audit_afcomplete_v1,0.000148773193359375,3
outputs/puresnet_gpu_pocket_audit_smoke/results,0.000148773193359375,7
outputs/retargetmap_spr512_quality_review_20260908,0.000148773193359375,3
outputs/txgnn_biopathnet_comparison_20260909/raw,0.000141143798828125,19
outputs/evidence_routing_compute_execution_20260808_v1/innovation_casebook_v7,0.0001373291015625,4
outputs/biomaster_odti_e1_s5_paired_20260817,0.00012969970703125,5
outputs/old_drug_target_sota_v1/execution_summary_v3,0.0001220703125,2
outputs/biomaster_recent_quantitative_case_v3,0.0001220703125,8
outputs/biomaster_v3_20260905/analysis_algorithm,0.0001220703125,9
outputs/evidence_routing_compute_execution_20260808_v1/evidence_routing_task_schedule_v3,0.000118255615234375,3
outputs/current_case_pair_specific_gnina_v1/cases,0.000118255615234375,16
outputs/evidence_routing_compute_execution_20260808_v1/w1_candidate_readiness_v15,0.00011444091796875,21
outputs/biomaster_odti_bindingdb_ligand_cold_v2_exact,0.00011444091796875,5
outputs/biomaster_best_model_20260906/selected_development_age,0.00011444091796875,24
outputs/current_production_package_v2/universe_scope_audit_v4,0.000110626220703125,5
outputs/boltz2_structure_affinity_v1/boltz2_complex_validation,9.918212890625e-05,24
outputs/biomaster_odti_v4_20260905/testset_audit,9.918212890625e-05,2
outputs/evidence_routing_compute_execution_20260808_v1/w1_bidirectional_robustness_v16,9.5367431640625e-05,9
outputs/biomaster_pocket_precision_20260906/program_logs,9.5367431640625e-05,4
outputs/evidence_routing_compute_execution_20260808_v1/pair_target_transfer_novelty_audit,8.7738037109375e-05,3
outputs/biomaster_local_failure_audit_20260906/fp32,8.7738037109375e-05,23
outputs/evidence_routing_compute_execution_20260808_v1/w1_result_ingestion_v17,8.0108642578125e-05,16
outputs/p2rank_smoke,7.62939453125e-05,4
outputs/spr384_composition_20260910,7.62939453125e-05,3
outputs/evaluation_candidate_inventory_20260713,7.2479248046875e-05,7
outputs/biomaster_odti_gtopdb_ligand_cold_v1,6.4849853515625e-05,5
outputs/chembl_moa_enhanced_information_package_v1/boltz_pre3000_refined_smoke,6.103515625e-05,12
outputs/biomaster_odti_bindingdb_external_drug_features_v1,6.103515625e-05,12
outputs/biomaster_odti_v4_20260905/logs,6.103515625e-05,14
outputs/current_production_package_v2/calibrated_method_governance_v5,5.7220458984375e-05,6
outputs/biomaster_odti_bindingdb_external_drug_features_v2_exact,5.7220458984375e-05,12
outputs/biomaster_comprehensive_balanced_fusion_calibration_v2,5.7220458984375e-05,2
outputs/biomaster_comprehensive_binary_selected_fusion_calibration_v4,5.7220458984375e-05,2
outputs/biomaster_comprehensive_consensus_fusion_calibration_v5,5.7220458984375e-05,2
outputs/tool_inventory_and_next_filter_v1,4.9591064453125e-05,5
outputs/evidence_routing_compute_execution_20260808_v1/w1_target_matched_controls_v13,4.1961669921875e-05,4
outputs/biomaster_recent_quantitative_case_v3_structure_v1/p2rank_raw,3.814697265625e-05,5
outputs/affinity_first_remote_discovery_v1/production_run_v2,3.4332275390625e-05,11
outputs/boltz2_calibration_338_v1/smoke_run,3.4332275390625e-05,9
outputs/boltz2_calibration_338_v1/smoke_run_raw_template,3.4332275390625e-05,9
outputs/boltz2_calibration_338_v1/smoke_run_sanitized_cif,3.4332275390625e-05,9
outputs/biomaster_odti_bindingdb_external_drug_features_v1/raw_pubchem,3.4332275390625e-05,9
outputs/biomaster_odti_bindingdb_external_drug_features_v2_exact/raw_pubchem,3.4332275390625e-05,9
outputs/biomaster_deployment_augmentation_evaluation_v1,3.4332275390625e-05,4
outputs/biomaster_recent_quantitative_case_v3_structure_v1/puresnet,3.0517578125e-05,4
outputs/login_validation_20260910,3.0517578125e-05,2
outputs/evidence_routing_compute_execution_20260808_v1/e6_control_gap_audit,2.6702880859375e-05,3
outputs/biomaster_odti_gtopdb_external_drug_features_v2_exact,2.6702880859375e-05,6
outputs/biomaster_odti_experimental_template_graph_pilot_v1/pilot_audit_v1,2.6702880859375e-05,4
outputs/gnina_calibration_338_v1/run_logs,2.288818359375e-05,4
outputs/evidence_routing_compute_execution_20260808_v1/w2_contingent_readiness_v19,2.288818359375e-05,2
outputs/old_drug_target_sota_v1/pbcnet2_mutation_benchmark_audit_v1,2.288818359375e-05,3
outputs/biomaster_odti_model_data_readiness_v1,2.288818359375e-05,2
outputs/biomaster_odti_gtopdb_external_drug_features_v1,2.288818359375e-05,5
outputs/biomaster_explorer/spr_results,2.288818359375e-05,1
outputs/alphafold_completion_v1_test,1.9073486328125e-05,4
outputs/old_drug_target_sota_v1/trace_pl_failure_audit_v1,1.9073486328125e-05,4
outputs/old_drug_target_sota_v1/biomaster_strengthening_iteration_audit_v1,1.9073486328125e-05,2
outputs/biomaster_odti_s5_calibration_audit_v1,1.9073486328125e-05,2
outputs/biomaster_odti_w1_v3_semantic_adapter_v1,1.9073486328125e-05,1
outputs/recovered_dta_720x46_v1/drugclip,1.52587890625e-05,2
outputs/old_drug_target_sota_v1/query_shortcut_dependence_audit_v1,1.52587890625e-05,2
outputs/old_drug_target_sota_v1/query_shortcut_dtiam_biomaster_s1_audit_v1,1.52587890625e-05,3
outputs/old_drug_target_sota_v1/query_shortcut_dtiam_biomaster_s5_audit_v1,1.52587890625e-05,3
outputs/old_drug_target_sota_v1/query_shortcut_dtiam_biomaster_s4_audit_v1,1.52587890625e-05,3
outputs/old_drug_target_sota_v1/first_event_dti_feasibility_v1,1.52587890625e-05,3
outputs/biomaster_odti_unified_e0_summary_v1,1.52587890625e-05,2
outputs/biomaster_odti_bindingdb_entity_cold_feature_queue_v1,1.52587890625e-05,4
outputs/biomaster_odti_gtopdb_entity_cold_gap_v1,1.52587890625e-05,4
outputs/biomaster_odti_w1_v3_bridge_v1,1.52587890625e-05,3
outputs/biomaster_odti_e2_thermoprot_audit_v1,1.52587890625e-05,2
outputs/biomaster_odti_w1_v3_training_preflight_v1,1.52587890625e-05,2
outputs/biomaster_odti_local_weight_inventory_v1,1.52587890625e-05,2
outputs/biomaster_odti_pretrained_formal_audit_v1,1.52587890625e-05,3
outputs/biomaster_context_full_20260908/preparation_source_snapshot,1.52587890625e-05,1
outputs/sota_validation,1.1444091796875e-05,2
outputs/sota_validation/experiment_closure_audit,1.1444091796875e-05,2
outputs/old_drug_target_sota_v1/execution_summary_v2,1.1444091796875e-05,2
outputs/old_drug_target_sota_v1/query_shortcut_dtiam_biomaster_s3_audit_v1,1.1444091796875e-05,3
outputs/old_drug_target_sota_v1/query_shortcut_dtiam_biomaster_s2_audit_v1,1.1444091796875e-05,3
outputs/biomaster_bindingdb_entity_cold_gap_audit_v1,1.1444091796875e-05,2
outputs/biomaster_odti_v2_evidence_matrix_v1,1.1444091796875e-05,2
outputs/biomaster_odti_bindingdb_entity_cold_gap_audit_v1,1.1444091796875e-05,2
outputs/biomaster_odti_v3_data_contract_v1,1.1444091796875e-05,2
outputs/biomaster_odti_drugclip_audit_v1,1.1444091796875e-05,2
outputs/biomaster_odti_e2_external_weight_contract_v1,1.1444091796875e-05,2
outputs/puresnet_gpu_smoke/results,7.62939453125e-06,1
outputs/puresnet_smoke/results,7.62939453125e-06,1
outputs/recovered_boltz2_loxl2_candidates_v1/inputs,7.62939453125e-06,2
outputs/old_drug_target_sota_v1/ofer_variant_smoke_TARGET_PRIOR,7.62939453125e-06,2
outputs/old_drug_target_sota_v1/old_drug_primary_head_audit_v1,7.62939453125e-06,1
outputs/biomaster_odti_gtopdb_external_drug_features_v1/raw_pubchem,7.62939453125e-06,2
outputs/biomaster_odti_gtopdb_external_drug_features_v2_exact/raw_pubchem,7.62939453125e-06,2
outputs/biomaster_odti_external_entity_cold_landscape_v1,7.62939453125e-06,1
outputs/biomaster_odti_e1_gate_audit_20260817,7.62939453125e-06,2
outputs/biomaster_odti_w1_v3_semantic_input_v1,7.62939453125e-06,2
outputs/biomaster_odti_e2_feature_readiness_v1,7.62939453125e-06,2
outputs/boltz2_structure_affinity_v1/smoke_discovery_one,3.814697265625e-06,1
outputs/odti_e1_continuation_20260817,3.814697265625e-06,1
outputs/strict_receptor_protocol_338_v1/_meeko_raw_test,3.814697265625e-06,1
outputs/odti_e0_continuation_20260817,3.814697265625e-06,1
outputs/odti_post_e0_continuation_20260817,3.814697265625e-06,1
outputs/biomaster_odti_external_evaluation_freeze_audit_20260817,3.814697265625e-06,1
outputs/biomaster_odti_live_status_v1,3.814697265625e-06,1
