drug_id,name,smiles,native_feature_index,gene_symbol,drug_to_target_logit,target_to_drug_logit,ours_rank,evidence,dtiam_probability,dtiam_rank,drugclip_score,drugclip_max_mean_cosine,winning_pocket,winning_pocket_fold_cosine_std,fold_0_rank,fold_1_rank,fold_2_rank,fold_3_rank,fold_4_rank,fold_5_rank,fold_top20_count,drugclip_cosine_rank,drugclip_rank,drugclip_pocket_route,models_in_top20,model
NUKYPUAOHBNCPY-UHFFFAOYSA-N,dalfampridine,Nc1ccncc1,256403,SLC8A1,-9.127666,-10.896229,367,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.054524943,719,5.672583,0.6163634,SLC8A1_P2RANK_3,0.07159665,20,1,1,1,1,4,6,1,1,P2RANK,1,DrugCLIP
VSNHCAURESNICA-UHFFFAOYSA-N,hydroxyurea,NC(=O)NO,241697,SLC8A1,-7.3606267,-8.94221,226,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.07629408,710,4.623853,0.5054001,SLC8A1_P2RANK_3,0.1027729,119,4,16,2,2,9,5,10,2,P2RANK,1,DrugCLIP
OYTKINVCDFNREN-UHFFFAOYSA-N,amifampridine,Nc1ccncc1N,256404,SLC8A1,-8.938641,-10.540925,342,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.079770915,708,4.5014906,0.49245322,SLC8A1_P2RANK_3,0.09139454,112,3,2,3,12,12,5,13,3,P2RANK,1,DrugCLIP
CMWTZPSULFXXJA-VIFPVBQESA-N,naproxen,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,150580,SLC8A1,-9.806727,-11.319598,393,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.084868595,704,4.299077,0.58474773,SLC8A1_P2RANK_5,0.09339013,5,11,4,14,4,2,6,3,4,P2RANK,1,DrugCLIP
XZWYZXLIPXDOLR-UHFFFAOYSA-N,metformin,CN(C)C(=N)NC(=N)N,87976,SLC8A1,-7.509374,-9.19672,244,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.10842303,688,4.1429524,0.45451725,SLC8A1_P2RANK_3,0.1310805,122,2,15,4,130,8,4,24,5,P2RANK,1,DrugCLIP
HEFNNWSXXWATRW-UHFFFAOYSA-N,ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,32376,SLC8A1,-10.093349,-11.98541,445,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.08793674,703,4.1109858,0.5566263,SLC8A1_P2RANK_5,0.08350617,3,17,13,9,7,1,6,6,6,P2RANK,1,DrugCLIP
OFCNXPDARWKPPY-UHFFFAOYSA-N,allopurinol,O=c1nc[nH]c2[nH]ncc12,302101,SLC8A1,-6.773509,-7.6771646,157,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.114990935,682,4.07504,0.44733158,SLC8A1_P2RANK_3,0.11680746,323,6,8,12,3,6,5,30,7,P2RANK,1,DrugCLIP
TZFNLOMSOLWIDK-JTQLQIEISA-N,carbidopa,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,169977,SLC8A1,-11.014011,-12.657431,489,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.25138062,534,3.8621352,0.5194209,SLC8A1_P2RANK_5,0.089173436,18,9,3,19,5,16,6,9,8,P2RANK,1,DrugCLIP
WAEXFXRVDQXREF-UHFFFAOYSA-N,vorinostat,O=C(CCCCCCC(=O)Nc1ccccc1)NO,263130,SLC8A1,-4.4231334,-3.7937047,28,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.3056926,486,3.800034,0.5352394,SLC8A1_P2RANK_2,0.054641075,1,10,27,10,17,3,5,8,9,P2RANK,1,DrugCLIP
VOBHXZCDAVEXEY-JSGCOSHPSA-N,lisdexamfetamine,C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN,165428,SLC8A1,-8.055736,-9.202539,245,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.13996714,652,3.5585606,0.43818948,SLC8A1_P2RANK_6,0.09247804,12,33,55,31,6,21,2,34,10,P2RANK,1,DrugCLIP
WTDRDQBEARUVNC-LURJTMIESA-N,levodopa,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,252319,SLC8A1,-7.076439,-7.8936176,163,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.16321817,624,3.5546052,0.49863803,SLC8A1_P2RANK_2,0.08387301,38,5,11,17,10,26,4,11,11,P2RANK,1,DrugCLIP
ZBMZVLHSJCTVON-UHFFFAOYSA-N,sotalol,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,33764,SLC8A1,-12.168332,-14.077461,583,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.15972027,628,3.4523067,0.48338208,SLC8A1_P2RANK_2,0.10956787,26,26,7,43,15,5,3,14,12,P2RANK,1,DrugCLIP
XUFQPHANEAPEMJ-UHFFFAOYSA-N,famotidine,N=C(N)Nc1nc(CSCCC(=N)NS(N)(=O)=O)cs1,240144,SLC8A1,-7.013062,-8.030534,175,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.67984426,204,3.3072438,0.46174848,SLC8A1_P2RANK_2,0.09027592,77,8,25,5,23,44,2,20,13,P2RANK,1,DrugCLIP
GYDJEQRTZSCIOI-LJGSYFOKSA-N,tranexamic acid,NC[C@H]1CC[C@H](C(=O)O)CC1,247775,SLC8A1,-9.7102995,-11.550849,414,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.12405541,671,3.3059704,0.4615586,SLC8A1_P2RANK_2,0.089596234,47,14,77,6,20,15,4,21,14,P2RANK,1,DrugCLIP
SFLSHLFXELFNJZ-QMMMGPOBSA-N,droxidopa;norepinephrine,NC[C@H](O)c1ccc(O)c(O)c1,247702,SLC8A1,-15.272938,-16.829554,718,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.10238939,692,3.2702985,0.40202007,SLC8A1_P2RANK_6,0.10626219,9,105,29,18,86,29,2,54,15,P2RANK,1,DrugCLIP
FDTZUTSGGSRHQF-UHFFFAOYSA-N,nitazoxanide,O=C(Nc1ncc([N+](=O)[O-])s1)c1ccccc1O,281350,SLC8A1,-6.3424287,-6.6001105,110,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.15144676,640,3.2664647,0.43036273,SLC8A1_P2RANK_5,0.084970795,64,12,19,8,97,47,3,37,16,P2RANK,1,DrugCLIP
QXWYKJLNLSIPIN-JGVFFNPUSA-N,droxidopa,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,252698,SLC8A1,-7.563449,-8.624882,205,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.20303373,587,3.2512476,0.45339766,SLC8A1_P2RANK_2,0.090328746,39,16,9,46,16,37,3,27,17,P2RANK,1,DrugCLIP
DKYWVDODHFEZIM-UHFFFAOYSA-N,ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,21220,SLC8A1,-13.858433,-15.873359,674,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.08852435,702,3.2228472,0.4238415,SLC8A1_P2RANK_5,0.11788645,8,116,40,27,35,7,2,42,18,P2RANK,1,DrugCLIP
NDAUXUAQIAJITI-UHFFFAOYSA-N,albuterol,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,22715,SLC8A1,-15.058144,-16.934551,720,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.13074245,659,3.2208734,0.47412124,SLC8A1_P2RANK_2,0.10607381,15,22,6,86,14,38,3,17,19,P2RANK,1,DrugCLIP
ZISJNXNHJRQYJO-CMDGGOBGSA-N,tapinarof,CC(C)c1c(O)cc(/C=C/c2ccccc2)cc1O,37246,SLC8A1,-6.220347,-6.944603,128,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.2497945,536,3.201844,0.6103702,SLC8A1_P2RANK_4,0.06387228,2,18,33,37,13,27,3,2,20,P2RANK,1,DrugCLIP
UXNXMBYCBRBRFD-MUUNZHRXSA-N,berotralstat,N#Cc1cccc([C@@H](NCC2CC2)c2ccc(F)c(NC(=O)c3cc(C(F)(F)F)nn3-c3cccc(CN)c3)c2)c1,238134,HGF,4.3291078,5.437458,1,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.88353366,20,0.16256277,-0.004708126,HGF_P2RANK_1,0.13163735,421,625,496,497,620,150,0,500,477,P2RANK,2,BioMaster
AILRADAXUVEEIR-UHFFFAOYSA-N,brigatinib,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,128985,HGF,-1.8562658,-0.10261508,2,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.9365238,1,-0.32726714,-0.08845759,HGF_P2RANK_1,0.07656316,451,665,604,622,626,529,0,618,593,P2RANK,2,BioMaster
VPPJLAIAVCUEMN-GFCCVEGCSA-N,lacosamide,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,119827,HGF,-0.19083637,-0.12384479,3,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.1138783,647,0.7316869,0.09053009,HGF_P2RANK_3,0.09846636,115,411,299,126,548,384,0,338,315,P2RANK,1,BioMaster
WINHZLLDWRZWRT-ATVHPVEESA-N,sunitinib,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,63677,HGF,-3.2579637,-0.63846445,4,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.5008736,212,1.8702773,0.3392725,HGF_P2RANK_2,0.071223594,71,186,123,222,137,55,0,54,77,P2RANK,1,BioMaster
RVOLLAQWKVFTGE-UHFFFAOYSA-N,pyridostigmine,CN(C)C(=O)Oc1ccc[n+](C)c1,88379,HGF,-1.0609261,-0.71976554,5,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.06014903,715,1.0248412,0.13343848,HGF_P2RANK_3,0.1618291,16,519,309,85,337,563,1,274,241,P2RANK,1,BioMaster
KSGXQBZTULBEEQ-UHFFFAOYSA-N,dabigatran etexilate,CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,55459,HGF,-2.0022988,-1.039661,6,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.6479695,121,1.5981736,0.2407478,HGF_P2RANK_1,0.042457096,191,148,121,129,61,195,0,129,115,P2RANK,1,BioMaster
LXBIFEVIBLOUGU-DPYQTVNSSA-N,migalastat,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,303804,HGF,-1.9160016,-1.8407707,7,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.17341082,544,0.361646,0.029330453,HGF_P2RANK_1,0.07959399,652,291,381,292,593,388,0,445,421,P2RANK,1,BioMaster
GNXFOGHNGIVQEH-UHFFFAOYSA-N,methocarbamol,COc1ccccc1OCC(O)COC(N)=O,156316,HGF,-2.180712,-2.2394373,8,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.07284934,707,0.59352404,0.088983335,HGF_P2RANK_3,0.11688895,74,389,211,380,594,380,0,341,355,P2RANK,1,BioMaster
YQNQNVDNTFHQSW-UHFFFAOYSA-N,nitazoxanide,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,19616,HGF,-2.4001231,-2.3803623,9,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.11389389,646,1.9017906,0.3448693,HGF_P2RANK_2,0.11313122,90,83,23,113,29,33,0,51,74,P2RANK,1,BioMaster
BBAWEDCPNXPBQM-GDEBMMAJSA-N,telaprevir,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,61038,HGF,-2.5292654,-2.5275822,10,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.6098585,144,0.13730675,0.0035318378,HGF_P2RANK_3,0.061673902,301,518,538,419,528,411,0,486,487,P2RANK,1,BioMaster
ZWUQVNSJSJHFPS-XFXZXTDPSA-N,prasugrel,O=C(O)/C=C1/CN(C(C(=O)C2CC2)c2ccccc2F)CCC1S,281766,HGF,-2.4832633,-2.6235542,11,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.46519727,245,0.461446,0.04639392,HGF_P2RANK_1,0.09374914,252,442,502,212,463,389,0,420,398,P2RANK,1,BioMaster
NSQSAUGJQHDYNO-UHFFFAOYSA-N,tazemetostat,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,64878,HGF,-2.6056707,-2.6478188,12,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.9272335,3,0.7179231,0.090245515,HGF_P2RANK_1,0.09936155,287,515,220,515,215,357,0,339,319,P2RANK,2,BioMaster
UQRORFVVSGFNRO-UTINFBMNSA-N,miglustat,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,56546,HGF,-3.2328634,-2.9898896,13,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.08715012,689,1.5257022,0.2780758,HGF_P2RANK_2,0.10066831,165,90,291,70,204,182,0,93,124,P2RANK,1,BioMaster
RZEKVGVHFLEQIL-UHFFFAOYSA-N,celecoxib,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,192052,HGF,-3.252424,-3.2426763,14,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.39242527,319,1.5872638,0.28900918,HGF_P2RANK_2,0.06797352,253,123,142,176,93,196,0,86,117,P2RANK,1,BioMaster
ZSBOMTDTBDDKMP-OAHLLOKOSA-N,alogliptin,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,219732,HGF,-3.415022,-3.2833912,15,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.4001743,308,0.4261358,0.082792364,HGF_P2RANK_2,0.12975709,504,521,442,478,115,414,0,357,405,P2RANK,1,BioMaster
LTXREWYXXSTFRX-QGZVFWFLSA-N,linagliptin,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,13607,HGF,-4.49676,-3.704857,16,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.88856983,19,0.8137315,0.1066265,HGF_P2RANK_1,0.158663,306,663,370,151,112,249,0,312,292,P2RANK,2,BioMaster
FDTZUTSGGSRHQF-UHFFFAOYSA-N,nitazoxanide,O=C(Nc1ncc([N+](=O)[O-])s1)c1ccccc1O,281350,HGF,-4.003234,-3.8971176,17,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.08884015,686,2.463398,0.34399724,HGF_P2RANK_3,0.09701482,34,32,51,128,153,3,1,52,30,P2RANK,1,BioMaster
XEDHVZKDSYZQBF-UHFFFAOYSA-N,lasmiditan,CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1,97320,HGF,-3.984339,-3.9399412,18,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.8118345,57,1.5156662,0.27629343,HGF_P2RANK_2,0.070250496,280,140,101,204,141,270,0,95,128,P2RANK,1,BioMaster
DHSUYTOATWAVLW-WFVMDLQDSA-N,cilastatin,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,44134,HGF,-3.8145103,-4.0191236,19,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.33533496,356,3.044174,0.48798004,HGF_P2RANK_1,0.07924585,30,3,37,12,18,1,4,8,4,P2RANK,2,BioMaster
XXSMGPRMXLTPCZ-UHFFFAOYSA-N,hydroxychloroquine,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,64656,HGF,-4.2717986,-4.2225475,20,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.16985433,552,2.4271407,0.43817165,HGF_P2RANK_2,0.02712826,70,93,53,40,36,63,0,19,32,P2RANK,1,BioMaster
AILRADAXUVEEIR-UHFFFAOYSA-N,brigatinib,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,128985,HGF,-1.8562658,-0.10261508,2,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.9365238,1,-0.32726714,-0.08845759,HGF_P2RANK_1,0.07656316,451,665,604,622,626,529,0,618,593,P2RANK,2,DTIAM
FRVSRBKUQZKTOW-YOCNBXQISA-N,revumenib,CCN(C(=O)c1cc(F)ccc1Oc1cncnc1N1CC2(CCN(C[C@H]3CC[C@H](NS(=O)(=O)CC)CC3)CC2)C1)C(C)C,62703,HGF,-16.135849,-15.667391,624,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.9331321,2,-0.49790803,-0.11399498,HGF_P2RANK_1,0.06274413,639,638,568,625,623,534,0,651,631,P2RANK,1,DTIAM
NSQSAUGJQHDYNO-UHFFFAOYSA-N,tazemetostat,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,64878,HGF,-2.6056707,-2.6478188,12,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.9272335,3,0.7179231,0.090245515,HGF_P2RANK_1,0.09936155,287,515,220,515,215,357,0,339,319,P2RANK,2,DTIAM
NXQKSXLFSAEQCZ-SFHVURJKSA-N,sotorasib,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,7009,HGF,-12.73483,-12.766724,358,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.9269634,4,-0.7232822,-0.15616693,HGF_P2RANK_1,0.118092164,625,716,703,618,515,677,0,683,668,P2RANK,1,DTIAM
VCSUIBJKYCVWNF-NRFANRHFSA-N,vanzacaftor,CC1(C)C[C@@H]2CCCNc3cccc(n3)S(=O)(=O)NC(=O)c3ccc(-n4ccc(OCCC5C6(CC6)C56CC6)n4)nc3N1C2,44136,HGF,-9.927405,-11.584863,255,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.925803,5,-0.054567337,-0.0418323,HGF_P2RANK_1,0.08507517,344,514,628,633,410,381,0,560,541,P2RANK,1,DTIAM
VERWOWGGCGHDQE-UHFFFAOYSA-N,ceritinib,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,189245,HGF,-16.161497,-11.739369,266,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.92532647,6,-1.0901222,-0.20141815,HGF_P2RANK_1,0.0808229,704,703,656,602,672,642,0,706,701,P2RANK,1,DTIAM
GBLBJPZSROAGMF-RWYJCYHVSA-N,pralsetinib,CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,122187,HGF,-11.727622,-10.783091,212,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.92441076,7,-0.54833424,-0.1262549,HGF_P2RANK_1,0.05918347,490,497,610,654,679,715,0,664,640,P2RANK,1,DTIAM
MVRHVFSOIWFBTE-INIZCTEOSA-N,elexacaftor,Cc1nn(C)cc1S(=O)(=O)NC(=O)c1ccc(-n2ccc(OCC(C)(C)C(F)(F)F)n2)nc1N1C[C@@H](C)CC1(C)C,215213,HGF,-11.937439,-13.909463,444,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.9231113,8,-0.52096564,-0.12157551,HGF_P2RANK_1,0.085530594,465,636,685,669,576,525,0,657,634,P2RANK,1,DTIAM
DWYRIWUZIJHQKQ-SANMLTNESA-N,avapritinib,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,221024,HGF,-15.927574,-14.265126,479,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.9211379,9,-0.8221612,-0.14770475,HGF_P2RANK_1,0.030940287,642,569,695,692,685,670,0,677,673,P2RANK,1,DTIAM
KTEIFNKAUNYNJU-GFCCVEGCSA-N,crizotinib,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,166835,HGF,-7.275449,-4.8080163,25,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.917321,10,-0.7914897,-0.13345845,HGF_P2RANK_2,0.09300641,589,631,630,706,647,604,0,666,670,P2RANK,1,DTIAM
GHILNKWBALQPDP-UHFFFAOYSA-N,paltusotine,N#Cc1cccc(-c2ccc3ncc(-c4cc(F)cc(F)c4)c(N4CCC(N)CC4)c3c2)c1O,237681,HGF,-9.068413,-9.624633,159,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.90684927,11,0.87017983,0.16165476,HGF_P2RANK_2,0.1719475,188,320,672,455,97,200,0,224,277,P2RANK,1,DTIAM
RNOAOAWBMHREKO-QFIPXVFZSA-N,zanubrutinib,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,5569,HGF,-15.180663,-12.801339,361,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.9063393,12,0.18385154,0.01034451,HGF_P2RANK_3,0.09488166,296,612,382,312,670,392,0,470,471,P2RANK,1,DTIAM
OFZJKCQENFPZBH-UHFFFAOYSA-N,avatrombopag,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1,280979,HGF,-11.152205,-12.284893,326,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.9012796,13,0.16287115,-0.0046554008,HGF_P2RANK_1,0.13442345,572,465,513,473,249,283,0,499,476,P2RANK,1,DTIAM
SGEGOXDYSFKCPT-UHFFFAOYSA-N,vilazodone,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,237321,HGF,-14.558669,-13.551162,415,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.9003775,14,1.1414938,0.20984024,HGF_P2RANK_2,0.07922665,240,103,189,334,170,355,0,162,209,P2RANK,1,DTIAM
NYNZQNWKBKUAII-KBXCAEBGSA-N,larotrectinib,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,280919,HGF,-15.641557,-12.695456,352,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.89553064,15,-1.4912404,-0.25773445,HGF_P2RANK_2,0.11101875,687,707,712,720,671,719,0,719,720,P2RANK,1,DTIAM
AHJRHEGDXFFMBM-UHFFFAOYSA-N,palbociclib,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,19716,HGF,-16.535746,-14.099969,462,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.8928687,16,0.47146562,0.0867505,HGF_P2RANK_1,0.05983207,282,289,361,487,254,297,0,345,394,P2RANK,1,DTIAM
PEMUGDMSUDYLHU-ZEQRLZLVSA-N,adagrasib,C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,3977,HGF,-14.375715,-14.563556,496,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.8905213,17,-0.666131,-0.11119468,HGF_P2RANK_2,0.0917589,590,695,660,596,529,664,0,647,661,P2RANK,1,DTIAM
MDSQOJYHHZBZKA-GBXCKJPGSA-N,telotristat etiprate,CCOC(=O)[C@@H](N)Cc1ccc(-c2cc(O[C@H](c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(N)n2)cc1,69919,HGF,-11.753513,-12.883148,365,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.8890455,18,-0.16864283,-0.061336547,HGF_P2RANK_1,0.099617206,658,468,341,657,624,446,0,581,562,P2RANK,1,DTIAM
LTXREWYXXSTFRX-QGZVFWFLSA-N,linagliptin,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,13607,HGF,-4.49676,-3.704857,16,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.88856983,19,0.8137315,0.1066265,HGF_P2RANK_1,0.158663,306,663,370,151,112,249,0,312,292,P2RANK,2,DTIAM
UXNXMBYCBRBRFD-MUUNZHRXSA-N,berotralstat,N#Cc1cccc([C@@H](NCC2CC2)c2ccc(F)c(NC(=O)c3cc(C(F)(F)F)nn3-c3cccc(CN)c3)c2)c1,238134,HGF,4.3291078,5.437458,1,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.88353366,20,0.16256277,-0.004708126,HGF_P2RANK_1,0.13163735,421,625,496,497,620,150,0,500,477,P2RANK,2,DTIAM
XUFQPHANEAPEMJ-UHFFFAOYSA-N,famotidine,N=C(N)Nc1nc(CSCCC(=N)NS(N)(=O)=O)cs1,240144,HGF,-5.0566344,-5.2507825,31,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.39925265,309,3.4807343,0.5626217,HGF_P2RANK_1,0.086821854,24,1,7,3,1,9,5,2,1,P2RANK,1,DrugCLIP
AQNDDEOPVVGCPG-UHFFFAOYSA-N,esmolol,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,110689,HGF,-8.813273,-10.171067,184,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.0988723,674,3.2011132,0.57562953,HGF_P2RANK_2,0.09116263,9,11,3,7,25,13,5,1,2,P2RANK,1,DrugCLIP
IUBSYMUCCVWXPE-UHFFFAOYSA-N,metoprolol,COCCc1ccc(OCC(O)CNC(C)C)cc1,119276,HGF,-11.185361,-12.416976,338,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.09585927,676,3.1010396,0.5578564,HGF_P2RANK_2,0.08647717,2,22,8,5,63,11,4,3,3,P2RANK,1,DrugCLIP
DHSUYTOATWAVLW-WFVMDLQDSA-N,cilastatin,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,44134,HGF,-3.8145103,-4.0191236,19,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.33533496,356,3.044174,0.48798004,HGF_P2RANK_1,0.07924585,30,3,37,12,18,1,4,8,4,P2RANK,2,DrugCLIP
FASDKYOPVNHBLU-ZETCQYMHSA-N,pramipexole,CCCN[C@H]1CCc2nc(N)sc2C1,59625,HGF,-13.405325,-13.810649,433,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.10501694,664,3.0354848,0.42773244,HGF_P2RANK_3,0.10453384,1,101,2,8,94,32,3,21,5,P2RANK,1,DrugCLIP
