drug_id,name,smiles,native_feature_index,gene_symbol,drugclip_score,drugclip_max_mean_cosine,winning_pocket,winning_pocket_fold_cosine_std,fold_0_rank,fold_1_rank,fold_2_rank,fold_3_rank,fold_4_rank,fold_5_rank,fold_top20_count,drugclip_cosine_rank,drugclip_rank
YQNQNVDNTFHQSW-UHFFFAOYSA-N,nitazoxanide,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,19616,LYVE1,2.3797948,0.42988357,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.040250707,38,14,15,94,18,37,3,19,16
ZBMZVLHSJCTVON-UHFFFAOYSA-N,sotalol,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,33764,LYVE1,2.3700402,0.47706926,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.09461573,19,31,23,18,5,34,3,10,17
NNACHAUCXXVJSP-UHFFFAOYSA-N,pitolisant,Clc1ccc(CCCOCCCN2CCCCC2)cc1,218053,LYVE1,2.2722695,0.45876536,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.08551716,21,99,3,22,134,25,1,13,18
FDBYIYFVSAHJLY-UHFFFAOYSA-N,resmetirom,CC(C)c1cc(Oc2c(Cl)cc(-n3nc(C#N)c(=O)[nH]c3=O)cc2Cl)n[nH]c1=O,37575,LYVE1,2.2567313,0.41036674,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.07614262,127,15,11,41,37,67,2,24,19
SMOBCLHAZXOKDQ-ZJUUUORDSA-N,relebactam,O=C(NC1CCNCC1)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,268988,LYVE1,2.2266421,0.45022336,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.090403154,31,32,34,26,16,9,2,14,20
ZWUQVNSJSJHFPS-XFXZXTDPSA-N,prasugrel,O=C(O)/C=C1/CN(C(C(=O)C2CC2)c2ccccc2F)CCC1S,281766,LYVE1,2.2213464,0.404755,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.13089296,5,298,24,61,82,12,2,26,21
SGEUNORSOZVTOL-CABZTGNLSA-N,inavolisib,C[C@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)F)nc1-2)C(N)=O,172274,LYVE1,2.1760113,0.39756528,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.15770517,431,13,51,13,46,15,3,30,22
NTJOBXMMWNYJFB-UHFFFAOYSA-N,amisulpride,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,65671,LYVE1,2.1013894,0.38573086,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.10327473,177,3,36,164,19,65,2,33,23
XPIJWUTXQAGSLK-UHFFFAOYSA-N,ozenoxacin,CNc1ncc(-c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C)cc1C,109468,LYVE1,2.0941343,0.38458025,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.081197836,111,12,100,27,87,69,1,34,24
NEMGRZFTLSKBAP-LBPRGKRZSA-N,safinamide,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,172080,LYVE1,2.0909047,0.4248116,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.12438715,15,218,42,14,119,30,2,20,25
VDANGULDQQJODZ-UHFFFAOYSA-N,chloroprocaine,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,63784,LYVE1,2.070633,0.42101645,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.13353716,14,67,43,11,163,31,2,21,26
AXOIZCJOOAYSMI-UHFFFAOYSA-N,succinylcholine,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,177026,LYVE1,2.0704625,0.4209845,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.13252789,20,24,73,2,106,56,2,22,27
SFNSLLSYNZWZQG-VQIMIIECSA-N,glasdegib,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,101335,LYVE1,2.0579095,0.41863444,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.0771994,55,71,13,173,59,14,2,23,28
RTGDFNSFWBGLEC-SYZQJQIISA-N,mycophenolate mofetil,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,122412,LYVE1,2.034379,0.37510362,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.1358239,312,111,18,21,99,10,2,37,29
RLCLASQCAPXVLM-NSHDSACASA-N,mavacamten,CC(C)n1c(=O)cc(N[C@@H](C)c2ccccc2)[nH]c1=O,38801,LYVE1,2.0067215,0.37071738,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.08873945,9,38,80,268,40,89,1,38,30
IPOKCKJONYRRHP-FMQUCBEESA-N,balsalazide,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,282610,LYVE1,1.9869674,0.40535322,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.1388758,206,49,9,73,24,3,2,25,31
MLYYVTUWGNIJIB-BXKDBHETSA-N,cefazolin,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,215994,LYVE1,1.9735795,0.4028468,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.09867687,40,59,27,36,44,16,1,27,32
VOBHXZCDAVEXEY-JSGCOSHPSA-N,lisdexamfetamine,C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN,165428,LYVE1,1.9515008,0.39871338,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.102405556,48,174,107,19,75,35,1,28,33
ZRVUJXDFFKFLMG-UHFFFAOYSA-N,meloxicam,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,207081,LYVE1,1.9499027,0.3617064,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.11184988,4,113,123,171,20,129,2,40,34
GKCBAIGFKIBETG-UHFFFAOYSA-N,tetracaine,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,56907,LYVE1,1.9496238,0.398362,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.12393267,16,96,40,23,77,127,1,29,35
XUFQPHANEAPEMJ-UHFFFAOYSA-N,famotidine,N=C(N)Nc1nc(CSCCC(=N)NS(N)(=O)=O)cs1,240144,LYVE1,1.9093726,0.39082646,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.12581953,46,89,66,16,22,279,1,31,36
HVFLCNVBZFFHBT-ZKDACBOMSA-N,cefepime,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,109802,LYVE1,1.9047331,0.38995788,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.11028168,233,143,16,24,28,32,1,32,37
IQVRBWUUXZMOPW-PKNBQFBNSA-N,istradefylline,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,85375,LYVE1,1.8852954,0.35146025,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.078636855,93,28,187,51,45,95,0,43,38
ASOADIZOVZTJSR-UHFFFAOYSA-N,opicapone,Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1,179763,LYVE1,1.8851105,0.35143092,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.13990198,212,338,20,39,36,39,1,44,39
NGBFQHCMQULJNZ-UHFFFAOYSA-N,torsemide,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,203601,LYVE1,1.8769364,0.35013458,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.100902535,6,184,120,89,114,116,1,46,40
OZOMQRBLCMDCEG-VIZOYTHASA-N,dantrolene,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,291001,LYVE1,1.8696451,0.34897825,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.0859763,199,43,65,38,39,59,0,47,41
QOIGKGMMAGJZNZ-UHFFFAOYSA-N,gepirone,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,43034,LYVE1,1.8652971,0.34828866,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.11871683,102,17,121,138,8,53,2,48,42
RKUNBYITZUJHSG-SPUOUPEWSA-N,atropine,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,102372,LYVE1,1.8534033,0.3803483,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.071392186,45,106,78,87,69,87,0,35,43
WZOZEZRFJCJXNZ-ZBFHGGJFSA-N,cefoxitin,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,121574,LYVE1,1.8372203,0.37731865,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.10460825,24,48,69,37,66,20,1,36,44
STUWGJZDJHPWGZ-LBPRGKRZSA-N,alpelisib,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,210722,LYVE1,1.8369175,0.34378794,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.11135765,343,35,103,34,83,51,0,51,45
DYKFCLLONBREIL-KVUCHLLUSA-N,minocycline,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,92574,LYVE1,1.8208414,0.3412384,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.11557236,94,93,98,7,221,125,1,52,46
ZSWMIFNWDQEXDT-ZESJGQACSA-N,zoliflodacin,C[C@@H]1CN2c3c(cc4c(N5C(=O)OC[C@@H]5C)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1,168671,LYVE1,1.8180554,0.34079656,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.10388449,67,164,177,25,117,49,0,53,47
PYGWGZALEOIKDF-UHFFFAOYSA-N,etravirine,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,183877,LYVE1,1.8064755,0.33896008,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.072584294,25,228,47,109,105,115,0,55,48
NDAUXUAQIAJITI-UHFFFAOYSA-N,albuterol,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,22715,LYVE1,1.7984083,0.37005255,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.1325154,18,57,60,67,135,323,1,39,49
HPNSFSBZBAHARI-RUDMXATFSA-N,mycophenolate mofetil,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,122411,LYVE1,1.7941138,0.33699962,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.12765267,78,244,118,10,172,75,1,56,50
WCWSTNLSLKSJPK-LKFCYVNXSA-N,cabotegravir,C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,174619,LYVE1,1.7824248,0.33514586,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.08861229,153,23,71,124,13,60,1,57,51
RUEYEZADQJCKGV-UHFFFAOYSA-N,daprodustat,O=C(O)CNC(=O)C1C(=O)N(C2CCCCC2)C(=O)N(C2CCCCC2)C1=O,283013,LYVE1,1.7553753,0.33085606,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.096030116,124,102,137,47,215,17,1,58,52
IVBHGBMCVLDMKU-GXNBUGAJSA-N,piperacillin,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,65772,LYVE1,1.7475481,0.36053085,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.08891119,118,73,48,53,53,44,0,41,53
MQJKPEGWNLWLTK-UHFFFAOYSA-N,dapsone,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,255329,LYVE1,1.7266272,0.3566142,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.10807965,60,254,49,248,31,45,0,42,54
DOBNVUFHFMVMDB-BEFAXECRSA-N,sacubitril,C[C@H](C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O)C(=O)O,171397,LYVE1,1.6943487,0.35057124,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.076194674,96,76,19,140,124,22,1,45,55
XUBOMFCQGDBHNK-UHFFFAOYSA-N,gatifloxacin,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,122699,LYVE1,1.6871296,0.32003286,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.07328519,175,21,188,91,120,82,0,66,56
RHWKPHLQXYSBKR-BMIGLBTASA-N,dolutegravir,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,167889,LYVE1,1.6846486,0.3196394,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.06749422,154,20,114,110,38,58,1,67,57
NDAUXUAQIAJITI-LBPRGKRZSA-N,levalbuterol,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,22723,LYVE1,1.6815281,0.3481711,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.11033969,35,70,55,71,194,292,0,49,58
JIVPVXMEBJLZRO-UHFFFAOYSA-N,chlorthalidone,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,249068,LYVE1,1.6733333,0.3178449,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.076201126,79,95,17,267,131,106,1,68,59
LZFZMUMEGBBDTC-QEJZJMRPSA-N,enalapril,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,172112,LYVE1,1.6718934,0.34636733,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.07331042,268,44,86,111,94,72,0,50,60
IAVUPMFITXYVAF-XPUUQOCRSA-N,dorzolamide,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,67439,LYVE1,1.6716585,0.3175793,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.050556995,121,64,85,68,104,107,0,69,61
YIQPUIGJQJDJOS-UHFFFAOYSA-N,plerixafor,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,307168,LYVE1,1.6354536,0.33954534,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.16872531,26,351,68,6,202,223,1,54,62
NCNRHFGMJRPRSK-MDZDMXLPSA-N,belinostat,O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,261800,LYVE1,1.6313438,0.31118575,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.043395057,68,61,61,198,181,81,0,74,63
QFFGVLORLPOAEC-SNVBAGLBSA-N,besifloxacin,N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,252415,LYVE1,1.6243061,0.3100696,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.04178366,57,55,89,114,143,260,0,75,64
FYMHQCNFKNMJAV-HOTGVXAUSA-N,finafloxacin,N#Cc1c(N2C[C@@H]3NCCO[C@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,234114,LYVE1,1.6194863,0.30930522,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.09605186,174,10,113,97,103,347,1,77,65
XFALPSLJIHVRKE-GFCCVEGCSA-N,tedizolid,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,227232,LYVE1,1.5988908,0.30603895,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.16858958,246,19,82,9,64,157,2,80,66
MYSWGUAQZAJSOK-UHFFFAOYSA-N,ciprofloxacin,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,285997,LYVE1,1.5891433,0.30449307,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.05527588,66,33,220,132,158,100,0,81,67
YREYEVIYCVEVJK-UHFFFAOYSA-N,rabeprazole,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,117015,LYVE1,1.5813278,0.3032536,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.14627491,12,108,401,142,96,74,1,82,68
OEXHQOGQTVQTAT-JRNQLAHRSA-N,ipratropium,CC(C)[N@@+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,37140,LYVE1,1.5768638,0.3285766,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.11038757,92,69,95,82,60,54,0,59,69
USZAGAREISWJDP-UHFFFAOYSA-N,crisaborole,N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1,237107,LYVE1,1.5746709,0.32816607,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.10471241,138,75,50,366,97,19,1,60,70
