drug_id,name,smiles,native_feature_index,lmdb_key,geometry_source,source_record_sha256
HCFDWZZGGLSKEP-UHFFFAOYSA-N,doxylamine,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,90674,000184,existing_independent_ETKDG,6db2507ec26921edeea437a63b0df1ad93b660d5e4f72501a2cb2261c9e723bf
HCRKCZRJWPKOAR-JTQLQIEISA-N,brinzolamide,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,67437,000185,existing_independent_ETKDG,314bf5409ba243d54b7bf5dc10dff83d98aed2d781c5fbea90c28a8cda6978af
HDACQVRGBOVJII-JBDAPHQKSA-N,ramipril,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,70012,000186,existing_independent_ETKDG,aac21ba0391f33d047c6a961be7edd457ff38772ec01ee945cf42e0546efcdc6
HEAUOKZIVMZVQL-VWLOTQADSA-N,elagolix,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F,151279,000187,existing_independent_ETKDG,0bd78449d38116e71ea05564de46c5cb6ed36d79aae4e3b06af95bdabd341226
HEFNNWSXXWATRW-UHFFFAOYSA-N,ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,32376,000188,existing_independent_ETKDG,1c0b6d6508a85d3aa21503fb3596d7191c85894fbd24b8deed49994927fc0964
HEVHTYMYEMEBPX-HZPDHXFCSA-N,taletrectinib,C[C@@H](N)COc1ccc(-c2cnc3ccc(N[C@H](C)c4cccc(F)c4)nn23)cc1,165580,000189,existing_independent_ETKDG,d1ae4d5722b8bdb02c176c96eb692364bed83ea3c5032a7b055ca115b1a58b30
HFNKQEVNSGCOJV-OAHLLOKOSA-N,ruxolitinib,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,232410,000190,existing_independent_ETKDG,c29e1a08a57543c72e922798280a67226259ed5c9187cf459eb5c5769deb7045
HFZITXBUTWITPT-YWVKMMECSA-N,enmetazobactam,C[n+]1ccn(C[C@@]2(C)[C@H](C(=O)[O-])N3C(=O)C[C@H]3S2(=O)=O)n1,177327,000191,existing_independent_ETKDG,ef47c9eea9adf90237abc434ca0d2746b120f22f601644cc2379d63318ff765e
HGVDHZBSSITLCT-JLJPHGGASA-N,edoxaban,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,101626,000192,existing_independent_ETKDG,6babd5f20459722f3d05f277a8e7d72c5b75363a5e4dbe1c39f923b6b3084c44
HHZIURLSWUIHRB-UHFFFAOYSA-N,nilotinib,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,206290,000193,existing_independent_ETKDG,929adeca896bb610d2d1072883ac30c0e45bd5f29ec4676a55a3f12a5a76ece0
HIFJCPQKFCZDDL-ACWOEMLNSA-N,iloprost,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,13219,000194,existing_independent_ETKDG,79ae5077e492b794410325196a9052f41c6b09e4e1fa51be8ab8d78564c7feed
HJBWBFZLDZWPHF-UHFFFAOYSA-N,apalutamide,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,104488,000195,existing_independent_ETKDG,d01d618af876c6e3cb874fef290efa32860c39b5ea188ce301aff923de363f59
HKDLNTKNLJPAIY-WKWWZUSTSA-N,ulipristal,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,19650,000196,existing_independent_ETKDG,108d6d371bc89eae898186a74f6da170ebe7264ec0021dc617a699c485ead728
HKHCSWPSUSWGLI-CABCVRRESA-N,centanafadine,c1ccc2cc([C@]34CNC[C@H]3C4)ccc2c1,308922,000197,existing_independent_ETKDG,802db513c753f910e06decce103a221bb8f470a4c0f52af9051f5252f876662d
HKXBNHCUPKIYDM-CGMHZMFXSA-N,doxercalciferol,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,4101,000198,existing_independent_ETKDG,aa4435858b85b8f7c80e6a9fbc8a9424201882515cbfc145adbb5de3b94253c7
HMABYWSNWIZPAG-UHFFFAOYSA-N,rucaparib,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,107467,000199,existing_independent_ETKDG,58b09bdb729649696d7c27050db7cc85d6c184654c9f6a90478f365b32f8966d
HNPFPERDNWXAGS-NFVOFSAMSA-N,latanoprost,O=C(O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,282315,000200,existing_independent_ETKDG,d1d75d464b19ec7cf6723b99647b85e000dc091865436e54ff6e31e43cd940ff
HOIIHACBCFLJET-SFTDATJTSA-N,lumateperone,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12,101221,000201,existing_independent_ETKDG,8fe9169465b09ade702ce2125a2d107892d7de2ebce73cb8a944c1cd1a367e8d
HPHUVLMMVZITSG-LURJTMIESA-N,levetiracetam,CC[C@@H](C(N)=O)N1CCCC1=O,76517,000202,existing_independent_ETKDG,d353fff42880d7fc94c6beae0cc4958c59193803578a572dbe5727b2631ddd69
HPJKCIUCZWXJDR-UHFFFAOYSA-N,letrozole,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,236112,000203,existing_independent_ETKDG,7ab535d9f1ecd0ae383a8104bd9a1f5eb8e30fdd1e0a473d44e02e227ae6e102
HPNSFSBZBAHARI-RUDMXATFSA-N,mycophenolate mofetil,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,122411,000204,existing_independent_ETKDG,6d9777c97c33bdb805bc28aa55933d850377f03506892b96e5e60277fa3d836a
HSUGRBWQSSZJOP-RTWAWAEBSA-N,diltiazem,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,148226,000205,existing_independent_ETKDG,239794b8fed912e9f141ef7926138d6a5566b241e825a84ad9ecf50f0c4e95e3
HTIQEAQVCYTUBX-KRWDZBQOSA-N,levamlodipine,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl,68471,000206,existing_independent_ETKDG,f371507fb6562dc777a1986f771a2bd077b840ff8cb646e6125ffe6ea7a9415a
HTIQEAQVCYTUBX-UHFFFAOYSA-N,amlodipine,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,68470,000207,existing_independent_ETKDG,504b99f18c44580a463a7a984e8ca2e8b1d62c2a7cd34ffc8eb3f8d799773808
HUNGUWOZPQBXGX-UHFFFAOYSA-N,tirbanibulin,O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,266351,000208,existing_independent_ETKDG,94e887a14ef5db68dcb64101fb3923851d124f986df34f14cf825e528d2f8a50
HVFLCNVBZFFHBT-ZKDACBOMSA-N,cefepime,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,109802,000209,existing_independent_ETKDG,543d844a509271c08009ebad83cf919360549742af3df9c628d3e77c8a65abba
HWGQMRYQVZSGDQ-HZPDHXFCSA-N,talazoparib,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,227228,000210,existing_independent_ETKDG,2080f6a1e13e41c9f71c59464746d0ae5ece0b660407bd9cab3b12f12ea97b21
HWXVIOGONBBTBY-ONEGZZNKSA-N,pacritinib,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,3427,000211,existing_independent_ETKDG,03ac792785651fb2109325951242a6758c5cd5facb07929aa8e042f2627e73e2
HYAFETHFCAUJAY-UHFFFAOYSA-N,pioglitazone,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,81301,000212,existing_independent_ETKDG,798071d458114d0d7a4bca1e002703d99c6303e3827b35d2ca5239b05bb15b14
HYHMLYSLQUKXKP-UHFFFAOYSA-N,bempedoic acid,CC(C)(CCCCCC(O)CCCCCC(C)(C)C(=O)O)C(=O)O,26004,000213,existing_independent_ETKDG,3a27e45dc2acddb00a8d25949342e1797407571e58583cf8fff71f2fc212ff86
HZIYEEMJNBKMJH-UHFFFAOYSA-N,fosnetupitant,Cc1ccccc1-c1cc(N2CC[N+](C)(COP(=O)([O-])O)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,204427,000214,existing_independent_ETKDG,921a1c2285faabffe2e5432e19c5efda8c94cb30d4f13d2b95496ddd91f01bfd
IAKHMKGGTNLKSZ-INIZCTEOSA-N,colchicine,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,134420,000215,existing_independent_ETKDG,23dbd6b9fc4f3a5e233ae489ccd9cf7dd1cfd10fbed697e971b562c3f66a8c5f
IAVUPMFITXYVAF-XPUUQOCRSA-N,dorzolamide,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,67439,000216,existing_independent_ETKDG,6a7533b2989fdea5ed104a66336b72604b33bf501c07ea7c1f25006079d2949a
IDUYJRXRDSPPRC-NRFANRHFSA-N,oteseconazole,O[C@@](Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OCC(F)(F)F)cc2)cn1,304487,000217,existing_independent_ETKDG,9552c0a98ad0ae6c069b0bdc2b56a6df5600d64bb15b6ca4b097edb4f2e924fb
IEAKXXNRGSLYTQ-DEOSSOPVSA-N,crinecerfont,C#CCN(c1nc(-c2cc(C)c(OC)cc2Cl)c(C)s1)[C@@H](CC1CC1)c1ccc(C)c(F)c1,849,000218,existing_independent_ETKDG,6953d2cd078bc6eb9c342c8bb08b4b9763a01cb9b72af85dcc8b1246efe10562
IFSDAJWBUCMOAH-HNNXBMFYSA-N,idelalisib,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,79188,000219,existing_independent_ETKDG,f7fd6dc8ad7b9f94767a5425729364f27e15e7e44f443742b8cef52dda87ec46
IIXWYSCJSQVBQM-LLVKDONJSA-N,lorlatinib,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,174992,000220,existing_independent_ETKDG,8181b99c99b64659c6a85b0786b2929733400081186ae6b6e3580b58cbb9d854
IKENVDNFQMCRTR-UHFFFAOYSA-N,conivaptan,Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2,211749,000221,existing_independent_ETKDG,9e2fda805820adadcf980ba0218a05ee6ac0ec8791f24b2f12d22311cdd0e2ff
IKKXOSBHLYMWAE-QRPMWFLTSA-N,islatravir,C#C[C@]1(CO)O[C@@H](n2cnc3c(N)nc(F)nc32)C[C@@H]1O,1571,000222,existing_independent_ETKDG,757bcebe134ef2742066d932ca6b67e4cb31a2778669741d868537893921bd51
IMOZEMNVLZVGJZ-QGZVFWFLSA-N,apremilast,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,73540,000223,existing_independent_ETKDG,8962ce194030d766aed81c440c6fb427c7278e227599dfe55cb132f8369da944
INJOMKTZOLKMBF-UHFFFAOYSA-N,guanfacine,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,239820,000224,existing_independent_ETKDG,ab993a9bbbcc9e4544e9da3e47cc03b68479d80a81eea8764e7ac028c4a42039
IOOWNWLVCOUUEX-WPRPVWTQSA-N,vaborbactam,O=C(O)C[C@@H]1CC[C@H](NC(=O)Cc2cccs2)B(O)O1,283467,000225,existing_independent_ETKDG,d765cb9857844efeb526bb09e9d049bdafbca37e24ff9c3fc5a92be380566192
IPOKCKJONYRRHP-FMQUCBEESA-N,balsalazide,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,282610,000226,existing_independent_ETKDG,6b95b6700a29bf839f4938fcc4a0220fcd2aa61ac3a105a3ff025610a8e88dbd
IPVQLZZIHOAWMC-QXKUPLGCSA-N,perindopril,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,61057,000227,existing_independent_ETKDG,89fd6276dde7ad4b237ee63e5a1b0675bf07b970d452e6bfcab120ebcdc81bd4
IQFYYKKMVGJFEH-CSMHCCOUSA-N,telbivudine,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,206443,000228,existing_independent_ETKDG,9b46cb0af15530bfd921eada95ecfb65a15a11e49be878a4b8aaafb92a32f897
IQIBKLWBVJPOQO-UHFFFAOYSA-N,tazarotene,CC1(C)CCSc2ccc(C#Cc3ccc(C(=O)O)cn3)cc21,43746,000229,existing_independent_ETKDG,717d7fa893a3b73c87508bd8e0bed9cf33e1113a50c1c9cde4f0350893194178
IQPSEEYGBUAQFF-UHFFFAOYSA-N,pantoprazole,COc1ccnc(C[S+]([O-])c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,156599,000230,existing_independent_ETKDG,65709731d43e7c773e840e05258e3df46d342c9319dbd47847de0c2346e87373
IQVRBWUUXZMOPW-PKNBQFBNSA-N,istradefylline,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,85375,000231,existing_independent_ETKDG,b01e1651733d73d315d6b1b1d62aa59b4eb65e1277d3d1d06bc4d631918d5830
IRSCQMHQWWYFCW-UHFFFAOYSA-N,ganciclovir,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,257669,000232,existing_independent_ETKDG,c1eaa29eacbc5779f9aebfa71457ff847fe8f65249ae17a712ef38a6a7d03b77
IUBSYMUCCVWXPE-UHFFFAOYSA-N,metoprolol,COCCc1ccc(OCC(O)CNC(C)C)cc1,119276,000233,existing_independent_ETKDG,f1cb5e65bf39ec8cd253e55eec99faa07e0067cebf3543ead7cc816225b4705b
IUEWXNHSKRWHDY-PHIMTYICSA-N,abrocitinib,CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,60480,000234,existing_independent_ETKDG,ff22ee6b8604ffb24b455e327cb3a7335a6899650c4bc65e70cfc01d09704147
IVBHGBMCVLDMKU-GXNBUGAJSA-N,piperacillin,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,65772,000235,existing_independent_ETKDG,5f5086ad882b41e605ed465335ac9f6a23670996253754c04826e771f4233899
IYIKLHRQXLHMJQ-UHFFFAOYSA-N,amiodarone,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,58530,000236,existing_independent_ETKDG,9bef6c89956b171e67c84e0951fcb50c0e4f632d8a973ea9f01d3b94f7a6eb0d
IYSYPCSSDZBWHN-UHFFFAOYSA-N,ketotifen,O=C1Cc2ccccc2C(=C2CCNCC2)c2ccsc21,291841,000237,existing_independent_ETKDG,60528c9e302c0f45864e32f30e3e6a908a0a786649a4cae1625289332b75f069
JAUOIFJMECXRGI-UHFFFAOYSA-N,desloratadine;loratadine,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,218431,000238,existing_independent_ETKDG,1a0baca1fad2e23d2376142c4186b0bb041f493987bcc17571ef90101613a6a2
JBIMVDZLSHOPLA-LSCVHKIXSA-N,olopatadine,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,89679,000239,existing_independent_ETKDG,a9884be9ba504cbfaed41d1f2464a031573aa766655a0a84644c068144481e89
JBKPUQTUERUYQE-UHFFFAOYSA-O,pralidoxime,C[n+]1ccccc1/C=N/O,177318,000240,existing_independent_ETKDG,7886443fff5ab53d84fe26383d7f99116cdb58df09e1324885f980bd429c2d45
JCCNYMKQOSZNPW-UHFFFAOYSA-N,loratadine,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,69505,000241,existing_independent_ETKDG,0c739a8fccb57f399eee5fa92b63c7324fa755be7b4ebe7f8890e6e5036b2e54
JDUBGYFRJFOXQC-KRWDZBQOSA-N,capivasertib,NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,245647,000242,existing_independent_ETKDG,6f74bc300abce6885ab72f88444fd0d0f23e1a5e020daaae392dda44c0044cb0
JEECQCWWSTZDCK-IQZGDKDPSA-N,omadacycline,CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,92057,000243,existing_independent_ETKDG,eed82094f597a90c6d20d1fb25523b1976d580d4c6d9b2de9c4fdc299aae900c
JFOZKMSJYSPYLN-QHCPKHFHSA-N,lifitegrast,CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1,163468,000244,existing_independent_ETKDG,7b332c1df495751ffa21cbd013f470a1ac619872d592944d7dca92f91e1962f6
JGCMEBMXRHSZKX-UHFFFAOYSA-N,macitentan,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,59614,000245,existing_independent_ETKDG,d38f28b690e6e77d50dd82dafcd12639f970fa5972fbf218d3102598ef7af8cd
JGRXMPYUTJLTKT-UHFFFAOYSA-N,vadadustat,O=C(O)CNC(=O)c1ncc(-c2cccc(Cl)c2)cc1O,283159,000246,existing_independent_ETKDG,924601b24886a827709d883b6908276dc8f1ada227521f14bb80bab2445f852d
JGWRKYUXBBNENE-UHFFFAOYSA-N,pexidartinib,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,227680,000247,existing_independent_ETKDG,768080ae6787ec9667fc705563c6e8f8028b58aeec8a3b30788cc4c6e99a6386
JIVPVXMEBJLZRO-UHFFFAOYSA-N,chlorthalidone,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,249068,000248,existing_independent_ETKDG,1a22716d9febcc78df5decff767b5b5d3c85270574bbebcbf5e65e8d68145075
JJVAPHYEOZSKJZ-JGCGQSQUSA-N,zavegepant,Cc1cc(C[C@@H](NC(=O)N2CCC(c3cc4ccccc4[nH]c3=O)CC2)C(=O)N2CCN(C3CCN(C)CC3)CC2)cc2cn[nH]c12,186354,000249,existing_independent_ETKDG,f0daf29d31713c0ec9d389521b302c3ac4529285531604b2439b08039efa6697
JKVNJTYHRABHIY-WXVUKLJWSA-N,benzgalantamine,COc1ccc2c3c1O[C@H]1C[C@@H](OC(=O)c4ccccc4)C=C[C@@]31CCN(C)C2,150327,000250,existing_independent_ETKDG,dba6a39266fa6d4e1b00752a06dac0d58ae06886f0f84f64c3e1cdc5623fcfad
JOLJIIDDOBNFHW-UHFFFAOYSA-N,xanomeline,CCCCCCOc1nsnc1C1=CCCN(C)C1,55602,000251,existing_independent_ETKDG,4adebf3d5c92e651935636c5a96ec64a2ec9eea59e420c2e5020a2ce359bc2f5
JOOXLOJCABQBSG-UHFFFAOYSA-N,fedratinib,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,207269,000252,existing_independent_ETKDG,8096b1ee03696c40ac784fe3f70c86c4ba80d790001c26a9982f4c13f6c5b681
JQSHBVHOMNKWFT-DTORHVGOSA-N,varenicline,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,309195,000253,existing_independent_ETKDG,961e2d999c282ecf3148697b8d844be8236e6a2c1f992d90fb9293da6aaeb690
JURKNVYFZMSNLP-UHFFFAOYSA-N,cyclobenzaprine,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,89847,000254,existing_independent_ETKDG,e193c3997815b843ebc905665889eb0787bdbbefca26137dc612391009e70bff
JUZYLCPPVHEVSV-LJQANCHMSA-N,elvitegravir,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,134486,000255,existing_independent_ETKDG,7f3d2b0a3821df82db1afe6a9e6d2c34ac917f685b93b7dccdd4c9ef50711086
JVHXJTBJCFBINQ-ADAARDCZSA-N,dapagliflozin,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,74511,000256,existing_independent_ETKDG,41a042fe0e30c87534eb4c475712026be7a0ba27e8d34a77be5eaaac6f1619c0
JVLBPIPGETUEET-WIXLDOGYSA-O,methylnaltrexone,C[N@+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,177119,000257,existing_independent_ETKDG,1d26414caac3bcaea5bb7df33450c5423c1ddd259ae93927c3d61453492c1605
JWHYSEDOYMYMNM-QGZVFWFLSA-N,seladelpar,CCO[C@H](COc1ccc(C(F)(F)F)cc1)CSc1ccc(OCC(=O)O)c(C)c1,72354,000258,existing_independent_ETKDG,2583df86f63c3d97b72f2f4c67adbd258fd76b577bfde19e6f67c56084fdb2b9
JWJOTENAMICLJG-QWBYCMEYSA-N,dutasteride,C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12,176222,000259,existing_independent_ETKDG,655d446f277c6496829b08cc3f36a196f1f0001b1323740a6f9a92cc21c836d4
JWNPDZNEKVCWMY-VQHVLOKHSA-N,neratinib,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,73688,000260,existing_independent_ETKDG,e011c0e1899f23931502d974871c508e3e47d80117f15800ea53645b5e3741c2
JWUBBDSIWDLEOM-DTOXIADCSA-N,calcifediol,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12,4292,000261,existing_independent_ETKDG,328ca8d2e22a0c19f7930c823f8a208ebe7afee76be92fe29ac15faaef72757b
JYGXADMDTFJGBT-VWUMJDOOSA-N,hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,176313,000262,existing_independent_ETKDG,a0a00bbb6bbe056585944121e426c8ea67a3485bb3469e91641957fd7523bc73
JYTNQNCOQXFQPK-MRXNPFEDSA-N,suvorexant,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1,193724,000263,existing_independent_ETKDG,981533024c9064a529c87cb3778575db2f45aa2aa5a4f2eed7446d9800de2cf7
JZUFKLXOESDKRF-UHFFFAOYSA-N,hydrochlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,249116,000264,existing_independent_ETKDG,c9cb1995df6cd411a6710e0a48e62449b62e31a1eef13cbaf8b7e3cef3e4017c
KAQKFAOMNZTLHT-OZUDYXHBSA-N,epoprostenol,CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)O[C@H]2C[C@H]1O,56056,000265,existing_independent_ETKDG,841f2c6615f400170884cb2502b68254b1f60c67dc6ddc47ba432f0e7e1e6948
KBOPZPXVLCULAV-UHFFFAOYSA-N,balsalazide;mesalamine,Nc1ccc(O)c(C(=O)O)c1,255247,000266,existing_independent_ETKDG,5eb5a88ed0d09399ea3b7e11e252438b3cef9db4b128bb546b3f1963354ef922
KDGFLJKFZUIJMX-UHFFFAOYSA-N,alectinib,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,80943,000267,existing_independent_ETKDG,250cfd71c147d066780c99ba8837c2e902c839a6d6ef85b3f62233b235d51819
KDLRVYVGXIQJDK-AWPVFWJPSA-N,clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,60791,000268,existing_independent_ETKDG,9e1741631e6674c9d24861461ba10ab559b10ffc2aa63126ef96d63223d44d69
KEDYTOTWMPBSLG-HILJTLORSA-N,ramipril,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,172116,000269,existing_independent_ETKDG,f268086b0bf776cc02f074a6ea03abf1e846a98d469e72653660ff765f1fcadc
KEIPNCCJPRMIAX-HNNXBMFYSA-N,futibatinib,C=CC(=O)N1CC[C@H](n2nc(C#Cc3cc(OC)cc(OC)c3)c3c(N)ncnc32)C1,7589,000270,existing_independent_ETKDG,98741cc70135f73eccb46a6fdda6bb22aa4bd9bf8b0cfe1a6444d2c83c7c5147
KENSGCYKTRNIST-RVUAFKSESA-N,deflazacort,CC1=N[C@]2(C(=O)CO)[C@@H](C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@@]32C)O1,47537,000271,existing_independent_ETKDG,00b136a9dfafa0488ace78a335b1de1d948ca717bddf484e52e926833b304b58
KFQYTPMOWPVWEJ-INIZCTEOSA-N,rotigotine,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,58991,000272,existing_independent_ETKDG,ce517d7b870ae89c99b379438cda4665c3690fa7c5761beb02a0724ceefe63da
KGFYHTZWPPHNLQ-AWEZNQCLSA-N,rivaroxaban,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,271031,000273,existing_independent_ETKDG,72b0bba863481e62e45aea776439a408417669e2faa637e8f817d59b82934201
KGSXMPPBFPAXLY-UHFFFAOYSA-N,azilsartan,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,75477,000274,existing_independent_ETKDG,f0b8b1cff5c140c8bd2492fa4a57500677fba7e465c85396ee7d03533e942f5a
KIHYPELVXPAIDH-HNSNBQBZSA-N,siponimod,CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1,80269,000275,existing_independent_ETKDG,2e7fdfb73f2a78432e5d479b5b8be2d955e15fac7e73c88db22759a98fbdf5bd
KIQXRQVVYTYYAZ-VKVYFNERSA-N,tafluprost,O=C(O)CCC/C=C\C[C@@H]1[C@@H](/C=C/C(F)(F)COc2ccccc2)[C@H](O)C[C@@H]1O,282313,000276,existing_independent_ETKDG,7e6e05462083e3332adfe884b6fcad336e2c781aaba8002da860997b6ad9f41d
