ligand_inchikey,mean_probability_across_384_targets
DOBNVUFHFMVMDB-BEFAXECRSA-N,0.370643591359375
DOMXUEMWDBAQBQ-WEVVVXLNSA-N,0.24101109984114585
DOUYETYNHWVLEO-UHFFFAOYSA-N,0.24815411443489585
DQCKKXVULJGBQN-XFWGSAIBSA-N,0.311555014921875
DRHKJLXJIQTDTD-OAHLLOKOSA-N,0.3391743293541667
DTGLZDAWLRGWQN-UHFFFAOYSA-N,0.33997508691145834
DUGOZIWVEXMGBE-CHWSQXEVSA-N,0.137744833765625
DUXZAXCGJSBGDW-HXUWFJFHSA-N,0.20279903463802085
DUYJMQONPNNFPI-UHFFFAOYSA-N,0.759057553984375
DWRIJNIPBUFCQS-DQEYMECFSA-N,0.7199568440625
DWYRIWUZIJHQKQ-SANMLTNESA-N,0.8979610225
DWZAEMINVBZMHQ-UHFFFAOYSA-N,0.48338982927083335
DYDCPNMLZGFQTM-UHFFFAOYSA-N,0.53437089828125
DYKFCLLONBREIL-KVUCHLLUSA-N,0.3616907254401041
DYLUUSLLRIQKOE-UHFFFAOYSA-N,0.7066682776822916
FABPRXSRWADJSP-MEDUHNTESA-N,0.46745372096354165
FABUFPQFXZVHFB-PVYNADRNSA-N,0.48078611
FAEKWTJYAYMJKF-QHCPKHFHSA-N,0.405392196
FASDKYOPVNHBLU-ZETCQYMHSA-N,0.1528909484375
FBHSPRKOSMHSIF-GRMWVWQJSA-N,0.3587693713072917
FBOUYBDGKBSUES-VXKWHMMOSA-N,0.4798244191510417
FDBYIYFVSAHJLY-UHFFFAOYSA-N,0.7029756101302084
FDLYAMZZIXQODN-UHFFFAOYSA-N,0.6578597802604167
FDTZUTSGGSRHQF-UHFFFAOYSA-N,0.1658585111875
FELGMEQIXOGIFQ-UHFFFAOYSA-N,0.4670269046822917
FFGPTBGBLSHEPO-UHFFFAOYSA-N,0.19119430606510415
FGQFOYHRJSUHMR-UHFFFAOYSA-N,0.35175062740885416
FIDLLEYNNRGVFR-CTNGQTDRSA-N,0.6938362729166667
FIKPXCOQUIZNHB-WDEREUQCSA-N,0.8222153373697917
FIVSJYGQAIEMOC-ZGNKEGEESA-N,0.569319155390625
FJHBVJOVLFPMQE-QFIPXVFZSA-N,0.41858411038802085
FJZZPCZKBUKGGU-AUSIDOKSSA-N,0.2835886205598958
FKENQMMABCRJMK-RITPCOANSA-N,0.19529448738020835
FLSUCZWOEMTFAQ-PRBGKLEPSA-N,0.2429831807057292
FNHKPVJBJVTLMP-UHFFFAOYSA-N,0.7486626380468749
FNKQXYHWGSIFBK-RPDRRWSUSA-N,0.221326190859375
FPOHNWQLNRZRFC-ZHACJKMWSA-N,0.7071546546614583
FRVSRBKUQZKTOW-YOCNBXQISA-N,0.8734603002343749
FTALBRSUTCGOEG-UHFFFAOYSA-N,0.0967182966328125
FVTWTVQXNAJTQP-UHFFFAOYSA-N,0.39712309748958335
FWLMVFUGMHIOAA-UHFFFAOYSA-N,0.49371426325520834
FWYSMLBETOMXAG-QHCPKHFHSA-N,0.4498368715625
FWZAWAUZXYCBKZ-NSHDSACASA-N,0.6006317446354167
FYDWDCIFZSGNBU-UHFFFAOYSA-N,0.734763216171875
FYMHQCNFKNMJAV-HOTGVXAUSA-N,0.5935520420052084
GBLBJPZSROAGMF-RWYJCYHVSA-N,0.8581217984895834
GBXSMTUPTTWBMN-XIRDDKMYSA-N,0.3327113879296875
GCKFUYQCUCGESZ-BPIQYHPVSA-N,0.312469145265625
GDLBFKVLRPITMI-UHFFFAOYSA-N,0.26543380019010415
GEJDGVNQKABXKG-CFKGEZKQSA-N,0.30028980579427084
GFHAXPJGXSQLPT-VIFPVBQESA-N,0.3583241899557292
GFNANZIMVAIWHM-OBYCQNJPSA-N,0.5568747826822916
GGCSSNBKKAUURC-UHFFFAOYSA-N,0.2500309840078125
GGXICVAJURFBLW-CEYXHVGTSA-N,0.3436266025755208
GHILNKWBALQPDP-UHFFFAOYSA-N,0.9051533981770833
GJJFMKBJSRMPLA-DZGCQCFKSA-N,0.21107566733072916
GJPICJJJRGTNOD-UHFFFAOYSA-N,0.545843668265625
GJSURZIOUXUGAL-UHFFFAOYSA-N,0.14494178291406248
GKCBAIGFKIBETG-UHFFFAOYSA-N,0.1461811425390625
GKHIVNAUVKXIIY-UHFFFAOYSA-N,0.64502655390625
GLYMPHUVMRFTFV-QLFBSQMISA-N,0.6326887603906249
GMRQFYUYWCNGIN-NKMMMXOESA-N,0.5585213853125001
GNXFOGHNGIVQEH-UHFFFAOYSA-N,0.11111508353124999
GOTYRUGSSMKFNF-UHFFFAOYSA-N,0.240673488921875
GPNHMOZDMYNCPO-PDUMRIMRSA-N,0.21720329959635418
GPXBXXGIAQBQNI-UHFFFAOYSA-N,0.859958264609375
GXJABQQUPOEUTA-RDJZCZTQSA-N,0.5026124454687501
GXXLUDOKHXEFBQ-YJFSRANCSA-N,0.23806624517708333
GYDJEQRTZSCIOI-LJGSYFOKSA-N,0.11166337473697917
GYHCTFXIZSNGJT-UHFFFAOYSA-N,0.70624455625
GYQYAJJFPNQOOW-UHFFFAOYSA-N,0.7570269605989584
GZOSMCIZMLWJML-VJLLXTKPSA-N,0.6702360003645834
GZUITABIAKMVPG-UHFFFAOYSA-N,0.56450012775
HARRKNSQXBRBGZ-GVKWWOCJSA-N,0.40143823258854167
HAYYBYPASCDWEQ-UHFFFAOYSA-N,0.8491596717187501
HBOMLICNUCNMMY-XLPZGREQSA-N,0.3457401398958333
HCDMJFOHIXMBOV-UHFFFAOYSA-N,0.8315240533854166
HCFDWZZGGLSKEP-UHFFFAOYSA-N,0.19831940242447918
HCRKCZRJWPKOAR-JTQLQIEISA-N,0.438572545234375
HDACQVRGBOVJII-JBDAPHQKSA-N,0.38668294445572915
HEAUOKZIVMZVQL-VWLOTQADSA-N,0.697834585859375
HEFNNWSXXWATRW-UHFFFAOYSA-N,0.09950405919270833
HEVHTYMYEMEBPX-HZPDHXFCSA-N,0.650609774140625
HFNKQEVNSGCOJV-OAHLLOKOSA-N,0.834711873828125
HFZITXBUTWITPT-YWVKMMECSA-N,0.35776442605989583
HGVDHZBSSITLCT-JLJPHGGASA-N,0.5890967250520833
HHZIURLSWUIHRB-UHFFFAOYSA-N,0.8411881817708333
HIFJCPQKFCZDDL-ACWOEMLNSA-N,0.36176959120833335
HJBWBFZLDZWPHF-UHFFFAOYSA-N,0.3611781970234375
HKDLNTKNLJPAIY-WKWWZUSTSA-N,0.5015836655729167
HKHCSWPSUSWGLI-CABCVRRESA-N,0.2411870276953125
HKXBNHCUPKIYDM-CGMHZMFXSA-N,0.6094007511979167
HMABYWSNWIZPAG-UHFFFAOYSA-N,0.5984903558593749
HNPFPERDNWXAGS-NFVOFSAMSA-N,0.3306057131484375
HOIIHACBCFLJET-SFTDATJTSA-N,0.3684980351197917
HPHUVLMMVZITSG-LURJTMIESA-N,0.14783912541927083
HPJKCIUCZWXJDR-UHFFFAOYSA-N,0.35877917534375
HPNSFSBZBAHARI-RUDMXATFSA-N,0.25687482122135413
HSUGRBWQSSZJOP-RTWAWAEBSA-N,0.33816852258854163
HTIQEAQVCYTUBX-KRWDZBQOSA-N,0.36477832975260416
HTIQEAQVCYTUBX-UHFFFAOYSA-N,0.36477832975260416
HUNGUWOZPQBXGX-UHFFFAOYSA-N,0.469929572515625
HVFLCNVBZFFHBT-ZKDACBOMSA-N,0.24241603754947916
HWGQMRYQVZSGDQ-HZPDHXFCSA-N,0.8253669160677083
HWXVIOGONBBTBY-ONEGZZNKSA-N,0.7138598529947916
HYAFETHFCAUJAY-UHFFFAOYSA-N,0.45160198625260417
HYHMLYSLQUKXKP-UHFFFAOYSA-N,0.21790813210416668
HZIYEEMJNBKMJH-UHFFFAOYSA-N,0.7182594520572917
IAKHMKGGTNLKSZ-INIZCTEOSA-N,0.2663328206354167
IAVUPMFITXYVAF-XPUUQOCRSA-N,0.3506954865
IDUYJRXRDSPPRC-NRFANRHFSA-N,0.4710375883333333
IEAKXXNRGSLYTQ-DEOSSOPVSA-N,0.7351738408072918
IFSDAJWBUCMOAH-HNNXBMFYSA-N,0.6776496853645834
IIXWYSCJSQVBQM-LLVKDONJSA-N,0.7724825472656249
IKENVDNFQMCRTR-UHFFFAOYSA-N,0.617186846015625
IKKXOSBHLYMWAE-QRPMWFLTSA-N,0.38445088582812503
IMOZEMNVLZVGJZ-QGZVFWFLSA-N,0.5478683097526041
INJOMKTZOLKMBF-UHFFFAOYSA-N,0.19245029662500002
IOOWNWLVCOUUEX-WPRPVWTQSA-N,0.28210590221875
IPOKCKJONYRRHP-FMQUCBEESA-N,0.29110270738541666
IPVQLZZIHOAWMC-QXKUPLGCSA-N,0.29392189256770834
IQFYYKKMVGJFEH-CSMHCCOUSA-N,0.178271635390625
IQIBKLWBVJPOQO-UHFFFAOYSA-N,0.46035292367708336
IQPSEEYGBUAQFF-UHFFFAOYSA-N,0.38091430002864585
IQVRBWUUXZMOPW-PKNBQFBNSA-N,0.25479081045572916
IRSCQMHQWWYFCW-UHFFFAOYSA-N,0.15456270489583332
IUBSYMUCCVWXPE-UHFFFAOYSA-N,0.13374946878385416
IUEWXNHSKRWHDY-PHIMTYICSA-N,0.68488914546875
IVBHGBMCVLDMKU-GXNBUGAJSA-N,0.38901561555989583
IYIKLHRQXLHMJQ-UHFFFAOYSA-N,0.4186373515885417
IYSYPCSSDZBWHN-UHFFFAOYSA-N,0.25182246135677083
JAUOIFJMECXRGI-UHFFFAOYSA-N,0.4197518784739583
JBIMVDZLSHOPLA-LSCVHKIXSA-N,0.25281192994270835
JBKPUQTUERUYQE-UHFFFAOYSA-O,0.08938830287239584
JCCNYMKQOSZNPW-UHFFFAOYSA-N,0.4017475147395833
JDUBGYFRJFOXQC-KRWDZBQOSA-N,0.7027941661458333
JEECQCWWSTZDCK-IQZGDKDPSA-N,0.4990067487760417
JFOZKMSJYSPYLN-QHCPKHFHSA-N,0.7000133515885416
JGCMEBMXRHSZKX-UHFFFAOYSA-N,0.6482363645833333
JGRXMPYUTJLTKT-UHFFFAOYSA-N,0.3538914063645833
JGWRKYUXBBNENE-UHFFFAOYSA-N,0.60893588546875
JIVPVXMEBJLZRO-UHFFFAOYSA-N,0.4215749830052083
JJVAPHYEOZSKJZ-JGCGQSQUSA-N,0.7752527184635416
JKVNJTYHRABHIY-WXVUKLJWSA-N,0.42386419126562497
JOLJIIDDOBNFHW-UHFFFAOYSA-N,0.24378541400520834
JOOXLOJCABQBSG-UHFFFAOYSA-N,0.7402267321354167
JQSHBVHOMNKWFT-DTORHVGOSA-N,0.34109066126302084
JURKNVYFZMSNLP-UHFFFAOYSA-N,0.21660583664322916
JUZYLCPPVHEVSV-LJQANCHMSA-N,0.53616030921875
JVHXJTBJCFBINQ-ADAARDCZSA-N,0.4464527171197917
JVLBPIPGETUEET-WIXLDOGYSA-O,0.2635485484427083
JWHYSEDOYMYMNM-QGZVFWFLSA-N,0.38372812008333335
JWJOTENAMICLJG-QWBYCMEYSA-N,0.5653914171875
JWNPDZNEKVCWMY-VQHVLOKHSA-N,0.82781196953125
JWUBBDSIWDLEOM-DTOXIADCSA-N,0.512799464609375
JYGXADMDTFJGBT-VWUMJDOOSA-N,0.22158621434635417
JYTNQNCOQXFQPK-MRXNPFEDSA-N,0.7944996836197916
JZUFKLXOESDKRF-UHFFFAOYSA-N,0.5226309810677083
KAQKFAOMNZTLHT-OZUDYXHBSA-N,0.364187352953125
KBOPZPXVLCULAV-UHFFFAOYSA-N,0.076165425046875
KDGFLJKFZUIJMX-UHFFFAOYSA-N,0.8036719007552083
KDLRVYVGXIQJDK-AWPVFWJPSA-N,0.35212816894531246
KEDYTOTWMPBSLG-HILJTLORSA-N,0.38611653906250004
KEIPNCCJPRMIAX-HNNXBMFYSA-N,0.6829219822395833
KENSGCYKTRNIST-RVUAFKSESA-N,0.37783890138020837
KFQYTPMOWPVWEJ-INIZCTEOSA-N,0.20574584848437502
KGFYHTZWPPHNLQ-AWEZNQCLSA-N,0.6414736123177084
KGSXMPPBFPAXLY-UHFFFAOYSA-N,0.48811911486458337
KIHYPELVXPAIDH-HNSNBQBZSA-N,0.5638425671875
KIQXRQVVYTYYAZ-VKVYFNERSA-N,0.5020524077604166
KJADKKWYZYXHBB-XBWDGYHZSA-N,0.3013880193125
KJFBVJALEQWJBS-XUXIUFHCSA-N,0.40814322218750004
KJHKTHWMRKYKJE-SUGCFTRWSA-N,0.579080938046875
KKGQTZUTZRNORY-UHFFFAOYSA-N,0.19047236772395834
KPBZROQVTHLCDU-UHFFFAOYSA-N,0.26067145644791667
KPVIXBKIJXZQJX-CSOZIWFHSA-N,0.2971311040364583
KPWSJANDNDDRMB-QAQDUYKDSA-N,0.5773214402083333
KPYSYYIEGFHWSV-UHFFFAOYSA-N,0.13835197146354167
KQKPFRSPSRPDEB-UHFFFAOYSA-N,0.30011413064062503
KRNAOFGYEFKHPB-ANJVHQHFSA-N,0.6887679898697917
KSGXQBZTULBEEQ-UHFFFAOYSA-N,0.7060293930468751
KSMAGQUYOIHWFS-UHFFFAOYSA-N,0.19278778566406252
KTEIFNKAUNYNJU-GFCCVEGCSA-N,0.8328311615625
KTUFNOKKBVMGRW-UHFFFAOYSA-N,0.612174111640625
KVWDHTXUZHCGIO-UHFFFAOYSA-N,0.2815653573203125
KWGRBVOPPLSCSI-WCBMZHEXSA-N,0.1208722528828125
KWGRBVOPPLSCSI-WPRPVWTQSA-N,0.1208722528828125
KWTSXDURSIMDCE-QMMMGPOBSA-N,0.09076567674479168
KWTSXDURSIMDCE-UHFFFAOYSA-N,0.09076567674479168
KWTWDQCKEHXFFR-SMDDNHRTSA-N,0.10487055958072916
KXNPVXPOPUZYGB-IOVMHBDKSA-N,0.705053034765625
KYYIDSXMWOZKMP-UHFFFAOYSA-N,0.1437896651953125
LCQLHJZYVOQKHU-VKHMYHEASA-N,0.22389288660416665
LDCRTTXIJACKKU-ONEGZZNKSA-N,0.07456977663020833
LDEKQSIMHVQZJK-CAQYMETFSA-N,0.38796561683333336
LEBVLXFERQHONN-UHFFFAOYSA-N,0.24057009918489583
LERNTVKEWCAPOY-DZZGSBJMSA-N,0.31112943787499997
LEZWWPYKPKIXLL-UHFFFAOYSA-N,0.2635807514375
LFQDNHWZDQTITF-UHFFFAOYSA-N,0.13564674956510417
LHHCSNFAOIFYRV-DOVBMPENSA-N,0.598840993046875
LIENCHBZNNMNKG-OJFNHCPVSA-N,0.5939985600520833
LIOLIMKSCNQPLV-UHFFFAOYSA-N,0.6421598614583334
LIRYPHYGHXZJBZ-UHFFFAOYSA-N,0.6808816964322917
LKJPYSCBVHEWIU-UHFFFAOYSA-N,0.31074015655989584
LLPOLZWFYMWNKH-CMKMFDCUSA-N,0.24320642872395834
LMMJFBMMJUMSJS-UHFFFAOYSA-N,0.7520661058593751
LOMMPXLFBTZENJ-ZACQAIPSSA-N,0.6961086511197917
LOUPRKONTZGTKE-LHHVKLHASA-N,0.4818588615885417
LOWWYYZBZNSPDT-ZBEGNZNMSA-N,0.80120045140625
LPAUOXUZGSBGDU-STDDISTJSA-N,0.3861437946770833
LPQZKKCYTLCDGQ-WEDXCCLWSA-N,0.27930715535416667
LRFKWQGGENFBFO-IBGZPJMESA-N,0.26827282949479164
LSQZJLSUYDQPKJ-NJBDSQKTSA-N,0.28234107006510417
LTXBFJFJUIJOQE-GOSISDBHSA-N,0.4304492526979167
LTXREWYXXSTFRX-QGZVFWFLSA-N,0.7753511333593751
LUKZNWIVRBCLON-GXOBDPJESA-N,0.3051225506302083
LUMKNAVTFCDUIE-VHXPQNKSSA-N,0.3127994499140625
LUZRJRNZXALNLM-JGRZULCMSA-N,0.71254099921875
LVXJQMNHJWSHET-AATRIKPKSA-N,0.45645328502604166
LWQQLNNNIPYSNX-UROSTWAQSA-N,0.5253687858593751
LXBIFEVIBLOUGU-DPYQTVNSSA-N,0.19347396940624997
LXMSZDCAJNLERA-ZHYRCANASA-N,0.3001433798567708
LZFZMUMEGBBDTC-QEJZJMRPSA-N,0.40672863309895835
MAEIEVLCKWDQJH-UHFFFAOYSA-N,0.40325325968750003
MBBCVAKAJPKAKM-UHFFFAOYSA-N,0.6009349655989583
MBUVEWMHONZEQD-UHFFFAOYSA-N,0.38548087647135415
MCGSCOLBFJQGHM-SCZZXKLOSA-N,0.49845706973958337
MCIACXAZCBVDEE-CUUWFGFTSA-N,0.3740708720026042
MDSQOJYHHZBZKA-GBXCKJPGSA-N,0.7874699551822917
MEJLVLMAJJRLCR-GCCNXGTGSA-N,0.48411860703125
METQSPRSQINEEU-HXCATZOESA-N,0.30050324038802084
MEZLKOACVSPNER-GFCCVEGCSA-N,0.15780533225260415
MFBCDACCJCDGBA-UHFFFAOYSA-N,0.6249584974479166
MFFMDFFZMYYVKS-SECBINFHSA-N,0.3631340972421875
MJIHNNLFOKEZEW-RUZDIDTESA-N,0.41382852903645834
MJIHNNLFOKEZEW-UHFFFAOYSA-N,0.41382852903645834
MJUVRTYWUMPBTR-MRXNPFEDSA-N,0.6180107365885417
MKJIEFSOBYUXJB-HOCLYGCPSA-N,0.21267819822135417
MKJIEFSOBYUXJB-WEZHFFAMSA-N,0.3623839541145833
MKPLKVHSHYCHOC-AHTXBMBWSA-N,0.57746545953125
MKUXAQIIEYXACX-UHFFFAOYSA-N,0.1359998052734375
MKXZASYAUGDDCJ-NJAFHUGGSA-N,0.23876769933593753
MLBVMOWEQCZNCC-OEMFJLHTSA-N,0.5333214876302084
MLDQJTXFUGDVEO-UHFFFAOYSA-N,0.717535356484375
MLYYVTUWGNIJIB-BXKDBHETSA-N,0.3465777841197917
MNDBXUUTURYVHR-UHFFFAOYSA-N,0.62717405734375
MOTJMGVDPWRKOC-QPVYNBJUSA-N,0.23853812307552083
MOYKHGMNXAOIAT-JGWLITMVSA-N,0.24108631472916667
MQJKPEGWNLWLTK-UHFFFAOYSA-N,0.14115749592447915
MQOBSOSZFYZQOK-UHFFFAOYSA-N,0.20439510261197916
MRBDMNSDAVCSSF-UHFFFAOYSA-N,0.249570679734375
MSYKRHVOOPPJKU-BDAKNGLRSA-N,0.2142709068229167
MUGXRYIUWFITCP-PGRDOPGGSA-N,0.6797563802083334
MUMGGOZAMZWBJJ-DYKIIFRCSA-N,0.2024042486015625
MVGWUTBTXDYMND-QGZVFWFLSA-N,0.7869612680729167
MVRHVFSOIWFBTE-INIZCTEOSA-N,0.9028493836458332
MVWVFYHBGMAFLY-UHFFFAOYSA-N,0.5771519470572917
MWKYMZXCGYXLPL-ZDUSSCGKSA-N,0.7429129502604166
MWLSOWXNZPKENC-UHFFFAOYSA-N,0.38394624907812497
MWTBKTRZPHJQLH-UHFFFAOYSA-N,0.2834048352994792
MXAYKZJJDUDWDS-LBPRGKRZSA-N,0.42339727753645834
MYSWGUAQZAJSOK-UHFFFAOYSA-N,0.27166708420312496
NBGABHGMJVIVBW-QHCPKHFHSA-N,0.7878751990625
NBRBXGKOEOGLOI-UHFFFAOYSA-N,0.6322776620572916
NCLGDOBQAWBXRA-PGRDOPGGSA-N,0.5751002655208334
NCNRHFGMJRPRSK-MDZDMXLPSA-N,0.40744886862760415
NDAUXUAQIAJITI-LBPRGKRZSA-N,0.14273378985156251
NDAUXUAQIAJITI-UHFFFAOYSA-N,0.14273378985156251
NDCUAPJVLWFHHB-UHNVWZDZSA-N,0.2689754235520833
NDDAHWYSQHTHNT-UHFFFAOYSA-N,0.5605930939479167
NEMGRZFTLSKBAP-LBPRGKRZSA-N,0.2658940310651042
NEQYWYXGTJDAKR-JTQLQIEISA-N,0.47997618911458334
NFEZZTICAUWDHU-RDTXWAMCSA-N,0.42321405756510416
NGBFQHCMQULJNZ-UHFFFAOYSA-N,0.4719114859661458
NHHQJBCNYHBUSI-UHFFFAOYSA-N,0.7157499010416667
NIJJYAXOARWZEE-UHFFFAOYSA-N,0.09370780789843751
NKANXQFJJICGDU-QPLCGJKRSA-N,0.25840073204427083
NKHAVTQWNUWKEO-NSCUHMNNSA-N,0.06560945321354167
