matrix,view,direction,model_a,model_b,queries,valid_correlations,minimum_candidates,maximum_candidates,median_spearman,mean_spearman,mean_kendall_tau_b,mean_top10_overlap,random_top10_overlap,top10_overlap_ratio_to_random
PRIMARY_720X96,ALL_SIX_COMMON,drug_to_target,DTIAM_A,Nesso-1,719,719,23,29,0.18675889328063244,0.19037274344070182,0.13496522971839556,4.8789986091794155,4.32509161858604,1.1280682675513956
PRIMARY_720X96,ALL_SIX_COMMON,drug_to_target,DTIAM_A,ProbeMatchDTI,719,719,23,29,0.0899209486166008,0.08521161704364859,0.059575092288142235,4.49095966620306,4.32509161858604,1.0383501812780664
PRIMARY_720X96,ALL_SIX_COMMON,drug_to_target,DrugCLIP,DTBind_occurrence,719,719,23,29,0.05335968379446641,0.05489794896323204,0.03747335983120734,4.581363004172462,4.32509161858604,1.0592522443883403
PRIMARY_720X96,ALL_SIX_COMMON,drug_to_target,DrugCLIP,DTIAM_A,719,719,23,29,0.05335968379446641,0.051971563217838544,0.036370488048376504,4.43115438108484,4.32509161858604,1.024522662605116
PRIMARY_720X96,ALL_SIX_COMMON,drug_to_target,DrugCLIP,Nesso-1,719,719,23,29,0.10177865612648221,0.09657537384857313,0.0657868936197783,4.6662030598052855,4.32509161858604,1.078868026691828
PRIMARY_720X96,ALL_SIX_COMMON,drug_to_target,DrugCLIP,ProbeMatchDTI,719,719,23,29,0.06620553359683795,0.05960653675659683,0.04287979262250163,4.458970792767733,4.32509161858604,1.0309540666390464
PRIMARY_720X96,ALL_SIX_COMMON,drug_to_target,Nesso-1,DTBind_occurrence,719,719,23,29,0.01482213438735178,0.014479508011441626,0.010222627976546567,4.321279554937413,4.32509161858604,0.9991186166710908
PRIMARY_720X96,ALL_SIX_COMMON,drug_to_target,Nesso-1,ProbeMatchDTI,719,719,23,29,0.06719367588932806,0.07766396120023585,0.054738189640450866,4.482614742698192,4.32509161858604,1.0364207600678872
PRIMARY_720X96,ALL_SIX_COMMON,drug_to_target,ProbeMatchDTI,DTBind_occurrence,719,719,23,29,0.4057483479585334,0.3947158046899059,0.27485929308491835,5.858136300417246,4.32509161858604,1.3544536895457464
PRIMARY_720X96,ALL_SIX_COMMON,target_to_drug,ConPLex,DTBind_occurrence,23,23,719,719,0.13203843901270143,0.11309624625540131,0.07654933384629847,0.17391304347826086,0.13908205841446453,1.2504347826086957
