matrix,view,direction,model_a,model_b,queries,valid_correlations,spearman_q25,spearman_q75,mean_top5_chance_adjusted,mean_top10_chance_adjusted,mean_top20_chance_adjusted,informative_top20_queries
PARENT_720X384,PAIRWISE_COMMON,target_to_drug,ConPLex,DrugCLIP,382,382,-0.03433298557909675,0.13919349308188866,0.012514187383297334,0.016975149325271,0.025011219147344804,382
PARENT_720X384,PAIRWISE_COMMON,target_to_drug,ConPLex,Nesso-1,143,143,-0.01525854109271765,0.19194621133155135,0.04786859492741846,0.049960390842430126,0.05208225385972572,143
PARENT_720X384,PAIRWISE_COMMON,target_to_drug,ConPLex,ProbeMatchDTI,384,384,-0.14147739303252738,0.04206154951784258,0.0019093456677012862,0.0008199968982125147,0.0009336530988316697,384
PARENT_720X384,PAIRWISE_COMMON,target_to_drug,DTIAM_A,DTBind_occurrence,303,303,-0.1110546436233556,0.0691887041433152,0.01826490341341827,0.01553479291591131,0.012842998585572843,303
PARENT_720X384,PAIRWISE_COMMON,target_to_drug,DTIAM_A,Nesso-1,143,143,-0.1778330540405766,0.0471576841120907,0.05068538597950363,0.053872249220386415,0.04885734828240294,143
PARENT_720X384,PAIRWISE_COMMON,target_to_drug,DTIAM_A,ProbeMatchDTI,384,384,-0.051179975615466625,0.19923607823185796,0.026066809840205568,0.04200646696747342,0.05307684594709052,384
PARENT_720X384,PAIRWISE_COMMON,target_to_drug,DrugCLIP,DTBind_occurrence,303,303,0.0312386966685907,0.2392829216809507,0.01294744859101295,0.01904894714823595,0.02777934936350778,303
PARENT_720X384,PAIRWISE_COMMON,target_to_drug,DrugCLIP,DTIAM_A,382,382,-0.05001282835985675,0.13823010461481097,0.016204737670706258,0.0291866381535285,0.04614809274495139,382
PARENT_720X384,PAIRWISE_COMMON,target_to_drug,DrugCLIP,Nesso-1,142,142,-0.026217364270368124,0.1831807885965626,0.038326816578680714,0.05005447214228991,0.05519790810074907,142
PARENT_720X384,PAIRWISE_COMMON,target_to_drug,DrugCLIP,ProbeMatchDTI,382,382,-0.012743506019511625,0.17702689129744376,0.006447431180507991,0.014213945226003841,0.024603881761860364,382
PARENT_720X384,PAIRWISE_COMMON,target_to_drug,Nesso-1,DTBind_occurrence,119,119,0.13468348392380086,0.3792587168880699,0.050472886557908804,0.06671586381981325,0.09603135286019826,119
PARENT_720X384,PAIRWISE_COMMON,target_to_drug,Nesso-1,ProbeMatchDTI,143,143,-0.06727540917821109,0.18879131944578958,0.020981043975696386,0.0263001044689754,0.032019520752414106,143
PARENT_720X384,PAIRWISE_COMMON,target_to_drug,ProbeMatchDTI,DTBind_occurrence,303,303,0.0762710484397338,0.3433555220982917,0.02032766830776044,0.02791824169989493,0.04416741674167417,303
PRIMARY_720X96,ALL_SIX_COMMON,drug_to_target,ConPLex,DTBind_occurrence,719,718,-0.2573126612275485,0.10286553641904708,-0.013686178950705369,-0.049438979845379545,-0.02328723581558283,719
PRIMARY_720X96,ALL_SIX_COMMON,drug_to_target,ConPLex,DTIAM_A,719,718,0.034859356534516724,0.31765011453775477,0.12809032163143358,0.0832196880250612,0.07443383689400045,719
PRIMARY_720X96,ALL_SIX_COMMON,drug_to_target,ConPLex,DrugCLIP,719,718,-0.14378582686209798,0.14518171169145536,0.008913644141395007,0.0020604691926549823,-0.011770479056940723,719
PRIMARY_720X96,ALL_SIX_COMMON,drug_to_target,ConPLex,Nesso-1,719,718,0.07336956521739123,0.41208558755512015,0.13033318993930448,0.17003069879381558,0.08087189579892508,719
PRIMARY_720X96,ALL_SIX_COMMON,drug_to_target,ConPLex,ProbeMatchDTI,719,718,-0.1353754940711462,0.11473204302939483,-0.01793323887137439,-0.014227713694184572,-0.019259841268946688,719
PRIMARY_720X96,ALL_SIX_COMMON,drug_to_target,DTIAM_A,DTBind_occurrence,719,719,-0.1220355731225296,0.1669762845849802,0.056319631072418296,0.022199733314725786,-0.07868512263505276,719
PRIMARY_720X96,ALL_SIX_COMMON,drug_to_target,DTIAM_A,Nesso-1,719,719,0.06571146245059284,0.3176877470355731,0.09989188476917749,0.09778749935798556,0.27670154756385656,719
PRIMARY_720X96,ALL_SIX_COMMON,drug_to_target,DTIAM_A,ProbeMatchDTI,719,719,-0.0494071146245059,0.2302371541501976,0.025913045163736614,0.029231065534012553,0.061680685255094445,719
PRIMARY_720X96,ALL_SIX_COMMON,drug_to_target,DrugCLIP,DTBind_occurrence,719,719,-0.0909090909090909,0.2015810276679842,0.09529713763648515,0.04521253748966175,-0.035097798971233975,719
PRIMARY_720X96,ALL_SIX_COMMON,drug_to_target,DrugCLIP,DTIAM_A,719,719,-0.07707509881422919,0.1857707509881422,0.07272259989508076,0.018847370867397854,-0.0068889771949574114,719
PRIMARY_720X96,ALL_SIX_COMMON,drug_to_target,DrugCLIP,Nesso-1,719,719,-0.042984189723320104,0.24656126482213436,0.0813745378553003,0.0599454350538911,0.03397244850652391,719
PRIMARY_720X96,ALL_SIX_COMMON,drug_to_target,DrugCLIP,ProbeMatchDTI,719,719,-0.0670750988142292,0.2094861660079051,0.04815672298676918,0.023682359140371888,0.0569088460604458,719
PRIMARY_720X96,ALL_SIX_COMMON,drug_to_target,Nesso-1,DTBind_occurrence,719,719,-0.14695652173913037,0.1646245059288537,0.10377443872636472,-0.0011617912421294015,-0.08264068260591176,719
PRIMARY_720X96,ALL_SIX_COMMON,drug_to_target,Nesso-1,ProbeMatchDTI,719,719,-0.06750988142292486,0.2223320158102767,0.0297212701006586,0.02786681938001498,0.06417809126432243,719
PRIMARY_720X96,ALL_SIX_COMMON,drug_to_target,ProbeMatchDTI,DTBind_occurrence,719,719,0.2910079051383399,0.5158102766798419,0.1752830688741549,0.27039985468772654,0.18235313596926975,719
PRIMARY_720X96,ALL_SIX_COMMON,target_to_drug,ConPLex,DTBind_occurrence,23,23,-0.0470923006197012,0.2762836753006353,-0.007002801120448171,0.0035322254246642564,0.01834608446849537,23
PRIMARY_720X96,ALL_SIX_COMMON,target_to_drug,ConPLex,DTIAM_A,23,23,-0.07247923958174735,0.1029391929980211,0.06304956765314822,0.043214570429876746,0.027290539279716367,23
PRIMARY_720X96,ALL_SIX_COMMON,target_to_drug,ConPLex,DrugCLIP,23,23,-0.02571152731602475,0.13497094901035583,0.0017537449762513766,0.016759673759735083,0.02281831187410587,23
PRIMARY_720X96,ALL_SIX_COMMON,target_to_drug,ConPLex,Nesso-1,23,23,0.01660011682639395,0.20119382799981989,0.06304956765314822,0.060851168209971176,0.07872115444423711,23
PRIMARY_720X96,ALL_SIX_COMMON,target_to_drug,ConPLex,ProbeMatchDTI,23,23,-0.21242257444445195,0.10839315847613686,0.013694489653568943,0.010747197243793798,0.003811345400261244,23
PRIMARY_720X96,ALL_SIX_COMMON,target_to_drug,DTIAM_A,DTBind_occurrence,23,23,-0.09112433141118575,0.027376352300414852,0.010510291072950926,-0.0008769240203593527,0.0004571748460533691,23
PRIMARY_720X96,ALL_SIX_COMMON,target_to_drug,DTIAM_A,Nesso-1,23,23,-0.18727403249521254,0.1045429529656354,0.08056265984654731,0.04762371987490035,0.029526652982521617,23
PRIMARY_720X96,ALL_SIX_COMMON,target_to_drug,DTIAM_A,ProbeMatchDTI,23,23,0.0174606918207902,0.2797673412826882,0.007591442374051077,0.049093436356574885,0.06306835852460037,23
PRIMARY_720X96,ALL_SIX_COMMON,target_to_drug,DrugCLIP,DTBind_occurrence,23,23,-0.18125093695968209,0.17760072686844205,-0.007002801120448171,0.0035322254246642573,0.025054425576911118,23
PRIMARY_720X96,ALL_SIX_COMMON,target_to_drug,DrugCLIP,DTIAM_A,23,23,-0.0874941400418439,0.17822958967988506,-0.007002801120448171,0.007941374869687866,0.016109970765690117,23
PRIMARY_720X96,ALL_SIX_COMMON,target_to_drug,DrugCLIP,Nesso-1,23,23,0.0079661767155714,0.22593389663504065,0.010510291072950925,0.03880542098485313,0.051887790010574114,23
PRIMARY_720X96,ALL_SIX_COMMON,target_to_drug,DrugCLIP,ProbeMatchDTI,23,23,-0.0890988486842097,0.1386818623627134,0.0017537449762513762,0.011949692546982056,0.011637743360079618,23
PRIMARY_720X96,ALL_SIX_COMMON,target_to_drug,Nesso-1,DTBind_occurrence,23,23,0.08710183147983475,0.39554714935392854,0.04553647545974912,0.05203286931992396,0.07424892703862661,23
PRIMARY_720X96,ALL_SIX_COMMON,target_to_drug,Nesso-1,ProbeMatchDTI,23,23,-0.21076489728417785,0.16361561188042645,0.01847078752449597,0.04014152687728453,0.030085681408222927,23
PRIMARY_720X96,ALL_SIX_COMMON,target_to_drug,ProbeMatchDTI,DTBind_occurrence,23,23,-0.039329933869611644,0.30022051965827024,0.005733993202023899,0.0031313936569348387,0.025054425576911118,23
PRIMARY_720X96,PAIRWISE_COMMON,drug_to_target,ConPLex,DTBind_occurrence,720,720,-0.1589198789779384,0.09686180815218633,0.04134280402982449,0.03365913818133022,0.00248620776442811,720
PRIMARY_720X96,PAIRWISE_COMMON,drug_to_target,ConPLex,DTIAM_A,720,720,0.011978137487031224,0.23476888086137798,0.08659340659340659,0.10231774427123264,0.07045505637645241,720
PRIMARY_720X96,PAIRWISE_COMMON,drug_to_target,ConPLex,DrugCLIP,720,720,-0.024203781330809852,0.15047993247669061,0.0350624067290734,0.036442217912806156,0.044068819319589676,720
PRIMARY_720X96,PAIRWISE_COMMON,drug_to_target,ConPLex,Nesso-1,719,719,0.07187566692633554,0.42339806654859574,0.09858941509399984,0.1586936106910806,0.1646846771964921,719
PRIMARY_720X96,PAIRWISE_COMMON,drug_to_target,ConPLex,ProbeMatchDTI,720,720,-0.10480757957701099,0.04945159803410808,0.024504384504384503,0.013142268584129037,-0.010516443203950707,720
PRIMARY_720X96,PAIRWISE_COMMON,drug_to_target,DTIAM_A,DTBind_occurrence,720,720,-0.036683944218190774,0.18859527335554732,0.05499591503267973,0.06577380952380953,0.07908280922431868,720
PRIMARY_720X96,PAIRWISE_COMMON,drug_to_target,DTIAM_A,Nesso-1,719,719,0.00600667408231365,0.26829810901001105,0.0718889887995957,0.0749248437783239,0.08565591700562651,719
PRIMARY_720X96,PAIRWISE_COMMON,drug_to_target,DTIAM_A,ProbeMatchDTI,720,720,0.0491013293543136,0.18783233857840476,0.048940392940392936,0.06436222692036644,0.10017543859649122,720
PRIMARY_720X96,PAIRWISE_COMMON,drug_to_target,DrugCLIP,DTBind_occurrence,720,720,-0.024203998519067,0.1561227323213624,0.07229166666666666,0.08138447971781305,0.06970911949685536,720
PRIMARY_720X96,PAIRWISE_COMMON,drug_to_target,DrugCLIP,DTIAM_A,720,720,-0.000724384098544175,0.15412234042553188,0.07404320987654321,0.07343954248366014,0.06609722222222222,720
PRIMARY_720X96,PAIRWISE_COMMON,drug_to_target,DrugCLIP,Nesso-1,719,719,-0.0662958843159065,0.23759733036707448,0.06622137500698867,0.046768941921932226,0.052186373445475075,719
PRIMARY_720X96,PAIRWISE_COMMON,drug_to_target,DrugCLIP,ProbeMatchDTI,720,720,-0.036961086226203775,0.12165453527435605,0.030354938271604945,0.03393382352941177,0.02893287037037038,720
PRIMARY_720X96,PAIRWISE_COMMON,drug_to_target,Nesso-1,DTBind_occurrence,719,719,-0.14695652173913037,0.1646245059288537,0.10377443872636472,-0.0011617912421294015,-0.08264068260591176,719
PRIMARY_720X96,PAIRWISE_COMMON,drug_to_target,Nesso-1,ProbeMatchDTI,719,719,-0.0758789572274772,0.16018687331479264,0.027763702318438603,0.016136065048503862,0.004091069352257209,719
PRIMARY_720X96,PAIRWISE_COMMON,drug_to_target,ProbeMatchDTI,DTBind_occurrence,720,720,0.2543193878810317,0.42288349993829455,0.13022817460317462,0.18160084404132024,0.2255227987421384,720
PRIMARY_720X96,PAIRWISE_COMMON,target_to_drug,ConPLex,DTBind_occurrence,73,73,0.0114323165591182,0.2635849009503037,0.012319187661653418,0.0136986301369863,0.027788649706457925,73
PRIMARY_720X96,PAIRWISE_COMMON,target_to_drug,ConPLex,DTIAM_A,96,96,0.00606844845850765,0.13555185686909707,0.1125874125874126,0.09366197183098592,0.07107142857142858,96
PRIMARY_720X96,PAIRWISE_COMMON,target_to_drug,ConPLex,DrugCLIP,95,95,-0.0148067528614003,0.1430978104115092,0.0036069193963930843,0.010467012601927353,0.02123308270676692,95
PRIMARY_720X96,PAIRWISE_COMMON,target_to_drug,ConPLex,Nesso-1,30,30,0.015658041747825577,0.18759572071202996,0.05341736694677871,0.05012223789374706,0.062248450166905105,30
PRIMARY_720X96,PAIRWISE_COMMON,target_to_drug,ConPLex,ProbeMatchDTI,96,96,-0.15127684068083497,0.053824536222568456,0.004883886167308631,0.005998154703622805,0.0031006493506493503,96
PRIMARY_720X96,PAIRWISE_COMMON,target_to_drug,DTIAM_A,DTBind_occurrence,73,73,-0.1030923257780727,0.0760447011918741,0.012319187661653418,0.0136986301369863,0.011585127201565558,73
PRIMARY_720X96,PAIRWISE_COMMON,target_to_drug,DTIAM_A,Nesso-1,30,30,-0.1906860832512255,0.11323810462292232,0.06013071895424837,0.03998119417019276,0.024532665712923226,30
PRIMARY_720X96,PAIRWISE_COMMON,target_to_drug,DTIAM_A,ProbeMatchDTI,96,96,-0.08318155927349707,0.20020531323570692,0.024321734415317306,0.04470305791971078,0.052045454545454554,96
PRIMARY_720X96,PAIRWISE_COMMON,target_to_drug,DrugCLIP,DTBind_occurrence,73,73,-0.0248995316139787,0.2062201383274985,-0.004234122042341217,0.005363688983214355,0.022857142857142857,73
PRIMARY_720X96,PAIRWISE_COMMON,target_to_drug,DrugCLIP,DTIAM_A,95,95,-0.04063872974795185,0.16831496147646124,0.005726904674273099,0.016871756856931062,0.03801503759398497,95
PRIMARY_720X96,PAIRWISE_COMMON,target_to_drug,DrugCLIP,Nesso-1,30,30,0.02300811279722815,0.17719673299214966,0.019850606909430444,0.03322049835448989,0.041676204101096806,30
PRIMARY_720X96,PAIRWISE_COMMON,target_to_drug,DrugCLIP,ProbeMatchDTI,95,95,-0.03815722306923805,0.14170068485153559,-0.0009410347603423844,0.015151647288742305,0.02186466165413534,95
PRIMARY_720X96,PAIRWISE_COMMON,target_to_drug,Nesso-1,DTBind_occurrence,23,23,0.08710183147983475,0.39554714935392854,0.04553647545974912,0.05203286931992396,0.07424892703862661,23
PRIMARY_720X96,PAIRWISE_COMMON,target_to_drug,Nesso-1,ProbeMatchDTI,30,30,-0.20825231722028578,0.15265891194605288,0.019240302181478656,0.04044215070308159,0.026675608011444925,30
PRIMARY_720X96,PAIRWISE_COMMON,target_to_drug,ProbeMatchDTI,DTBind_occurrence,73,73,-0.023936293469716,0.3218289085948789,0.008466092547844804,0.011615885334717264,0.03645614659313289,73
