target_id,labeled_pair_tasks,unique_molecules,positive,accessions,chembl_ids,names,identity_tier
SEQ:d9d5f2997fbf20b59e59abf792eb50826ada8a0f5b2bca34a641647a3c9e2a3c,1,1,0,Q86YZ3,CHEMBL5724652,Hornerin,ChEMBL37_human_single_protein
SEQ:d9e7cf6b4175eb00622d06718e441279883b76913e6e65793c5632f6d4c9eddc,7,7,7,P46091,CHEMBL4523229,Chemerin-like receptor 2,ChEMBL37_human_single_protein
SEQ:d9ed67323d51e7c96817385a331807d2fe99f0b2d641aed7839a8e8f163b1997,1,1,1,Q86SR1,CHEMBL4523371,Polypeptide N-acetylgalactosaminyltransferase 10,ChEMBL37_human_single_protein
SEQ:d9fc79386f5526c967b0d5b31bf5d0a5c90e715870f3b6c45418a179469d91cf,1380,1366,968,O43353,CHEMBL5014,Receptor-interacting serine/threonine-protein kinase 2,ChEMBL37_human_single_protein
SEQ:d9fed014872bc9ea1c16b18fe48c07c155c117cd973032c93bdd93a93b90c726,214,212,26,Q9UQM7,CHEMBL4147,Calcium/calmodulin-dependent protein kinase type II subunit alpha,ChEMBL37_human_single_protein
SEQ:da0d27e3794fc7e6be2daea455e2d50285c367f53a161e435f14e54ddb3f99a1,15,14,2,O15399,CHEMBL2591,"Glutamate receptor ionotropic, NMDA 2D",ChEMBL37_human_single_protein
SEQ:da1a6fa53c530f50e7ee49f5abeb5391aa96639a6de854b40f177873dabdbc61,245,239,205,Q15561,CHEMBL4295828,Transcriptional enhancer factor TEF-3,ChEMBL37_human_single_protein
SEQ:da1f24be6bb4a6fa19e6d9083cee158ec03579b7a90a856799e0817f7aba570c,1,1,1,P78406,CHEMBL6066294,mRNA export factor RAE1,ChEMBL37_human_single_protein
SEQ:da2655887faf0814dfca605bd3f897b4db836d50865f62657470b9bbf194f803,4,4,4,O00743,CHEMBL4105731,Serine/threonine-protein phosphatase 6 catalytic subunit,ChEMBL37_human_single_protein
SEQ:da3b17f4cd227b0ca94d4dcdc252f3ec7e7969b638b367ebf09dd8d7577263ea,408,401,249,Q9Y2I7,CHEMBL1938222,1-phosphatidylinositol 3-phosphate 5-kinase,ChEMBL37_human_single_protein
SEQ:da44d98b51bf155c217dfac7c0afdb74906273ccd228f60c35a6ed2079696c33,139,138,127,Q8WYB5,CHEMBL3774300,Histone acetyltransferase KAT6B,ChEMBL37_human_single_protein
SEQ:da52cb57effc9ba63e34676f4b68162d302e03a4d5d7e200aa83288af6496991,643,643,597,Q14123,CHEMBL4619,"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C",ChEMBL37_human_single_protein
SEQ:da6cc608fe79e6562618573c2f4fe0ea1c428faa8b7d2e2c70688f04fd9b4cf0,436,393,306,P43119,CHEMBL1995,Prostacyclin receptor,ChEMBL37_human_single_protein
SEQ:da6f1d4fec04fcc71b62cf6c7cbb0683151b5e29db9653e77276b8f3b27f2774,238,238,14,P54619,CHEMBL2393,5'-AMP-activated protein kinase subunit gamma-1,ChEMBL37_human_single_protein
SEQ:da7040c9c76f4e6f43b95344a2fce1b4f84b83992fc0431df01beee2559b58bc,62,60,4,O15303,CHEMBL4573,Metabotropic glutamate receptor 6,ChEMBL37_human_single_protein
SEQ:da732b5e8d2d70df356a38fcb7dcb1f2c8c200f00268f7978afe49f9a7b1783d,76,66,53,P62993,CHEMBL3663,Growth factor receptor-bound protein 2,ChEMBL37_human_single_protein
SEQ:da74353803ca84bbbd940409cc3f23404ce072b6e59470c91c9d5511c8ab8956,39,38,13,Q08752,CHEMBL1697657,Peptidyl-prolyl cis-trans isomerase D,ChEMBL37_human_single_protein
SEQ:da7cf2eef06369b44f4b2bbc5b92c9a165b89d249e82180c95a41fc58390aedb,1,1,1,Q12767,CHEMBL6067295,Transmembrane protein 94,ChEMBL37_human_single_protein
SEQ:da80bd451c7c6fe9df3c444e13584cd3c9ec01cc1e17dffc428fd223e6deb9d0,444,434,113,Q9H2G2,CHEMBL4202,STE20-like serine/threonine-protein kinase,ChEMBL37_human_single_protein
SEQ:da8fe7db75aea410e32c8cc1b5771c920c98494ff3ff61d907be360ebb063047,42,42,0,Q96HI0,CHEMBL4802012,Sentrin-specific protease 5,ChEMBL37_human_single_protein
SEQ:daa252a84dc0106763dcab4de1b731561b748399b3f2cd7ff6d2a5d828398623,136,136,9,Q6QHF9,CHEMBL2105,Peroxisomal N(1)-acetyl-spermine/spermidine oxidase,ChEMBL37_human_single_protein
SEQ:dab28c20a588dd878d100bdf689fc58699015cd493e6fab541a8189c1d2989d2,40,40,7,Q93096,CHEMBL1075169,Protein tyrosine phosphatase type IVA 1,ChEMBL37_human_single_protein
SEQ:dab3116205b9e740bab8886a478c10c5d6f6d15e1fc9d255f21c867d2d96d7bc,1,1,0,Q13569,CHEMBL5465279,G/T mismatch-specific thymine DNA glycosylase,ChEMBL37_human_single_protein
SEQ:dac286728e6e8f7fab2f5b0b3a3c663c7f04b01c5d8cd5872b6b184824e3c6f9,484,478,110,Q96RR4,CHEMBL5284,Calcium/calmodulin-dependent protein kinase kinase 2,ChEMBL37_human_single_protein
SEQ:dac50f0a84d7dc8a76b3ae92a634c2a38d7f6e37e0820f65f8a9f881abf811b9,392,392,388,Q9Y2T5,CHEMBL3297639,G-protein coupled receptor 52,ChEMBL37_human_single_protein
SEQ:dad718e88cb040e4f6411096edafb91234f13039c96df31f398e500faa538231,389,387,18,P22694,CHEMBL2918,cAMP-dependent protein kinase catalytic subunit beta,ChEMBL37_human_single_protein
SEQ:dadaaf7a104d6c3545d1469b1197d454d7c3692a267171025cc22937d4bfee9b,1,1,0,P84243,CHEMBL5724667,Histone H3.3,ChEMBL37_human_single_protein
SEQ:dae962d47d0e506646bd12f506f4001f6d24c32a9e2b8b6c33ef76bb4ab5b078,38,38,20,P39877,CHEMBL4323,Phospholipase A2 group V,ChEMBL37_human_single_protein
SEQ:dafcd0da42fb7f4d87db58285dd48d36dde2229808f2e698d096d26c0357566d,58,57,5,Q14957,CHEMBL4109,"Glutamate receptor ionotropic, NMDA 2C",ChEMBL37_human_single_protein
SEQ:db20616a415dae80fe8a0a66e0a519dbd38fe6443f1fdd61d804d03d78354f04,122,116,98,Q03431,CHEMBL1793,Parathyroid hormone/parathyroid hormone-related peptide receptor,ChEMBL37_human_single_protein
SEQ:db29266cabb815d657a406059bdb8641cbbd084ea9c2fc69bc011e4c33acd5b8,1,1,0,Q00341,CHEMBL4295796,Vigilin,ChEMBL37_human_single_protein
SEQ:db2f77f58d901163c7bad2e47e65732545c09e7b721d4fe3f4173dcfeecd40d4,50,45,45,Q02224,CHEMBL5870,Centromere-associated protein E,ChEMBL37_human_single_protein
SEQ:db3ee956b37e2f9f15f16872fcd12398306394b24c9d1f51beb1850864591861,194,194,191,P32418,CHEMBL4076,Sodium/calcium exchanger 1,ChEMBL37_human_single_protein
SEQ:db4823c7489a5ed0eef67789bb25668adeec2a1edaf10806eb5c5c485a3d4699,124,122,54,O60911,CHEMBL3272,Cathepsin L2,ChEMBL37_human_single_protein
SEQ:db51d7d7e7d75f30f42489829f22d751b64154d93bce190aaf7ae6f239a55695,640,445,491,P32238,CHEMBL1901,Cholecystokinin receptor type A,ChEMBL37_human_single_protein
SEQ:db526b242371e8faea5bcd17c679b187be45bc18b2b7e6173d446aa96c28ec9f,171,171,11,Q8NFD2,CHEMBL5547,Ankyrin repeat and protein kinase domain-containing protein 1,ChEMBL37_human_single_protein
SEQ:db54e0cc67d4543182067c96386574a9d044f48e1c45eac6c7a394f9fb07e8c6,1,1,1,P46779,CHEMBL6066894,Large ribosomal subunit protein eL28,ChEMBL37_human_single_protein
SEQ:db57d2798afde791e21bbea9f3f553970ba4ecbdfe9851e5801fc3daef97070d,274,261,63,P19525,CHEMBL5785,"Interferon-induced, double-stranded RNA-activated protein kinase",ChEMBL37_human_single_protein
SEQ:db5de3b99e633fa7606d1db3b4e80f87ecc0ee873b182ae300f59a49e6736e25,247,238,147,O00748,CHEMBL3180,Cocaine esterase,ChEMBL37_human_single_protein
SEQ:db5e44627aab2c073fc65040dc4139c336ba04e5db1739e7996335cf86955809,243,243,2,Q9H0A0,CHEMBL4105935,RNA cytidine acetyltransferase,ChEMBL37_human_single_protein
SEQ:db6648be4631669c36ceb52a9a1edfe84b7835f8e0c51a9ec245c1f0c385e81f,2,2,1,O95336,CHEMBL5724745,6-phosphogluconolactonase,ChEMBL37_human_single_protein
SEQ:db702b15fd93e0dcca6178e0734d83c414a4de5827bcf78cddca8c76e63c2d07,2,2,2,O75947,CHEMBL6066999,"ATP synthase peripheral stalk subunit d, mitochondrial",ChEMBL37_human_single_protein
SEQ:db800bf46f152041e76dfcd9116e0bb89a42657626765e1eb96aa79053db3f5e,309,309,1,O15438,CHEMBL5918,ATP-binding cassette sub-family C member 3,ChEMBL37_human_single_protein
SEQ:db82445986c3c5c7bcb87120e3f23fa9423893de8fb554f183c5c666088f41ef,2175,2168,434,P05177,CHEMBL3356,Cytochrome P450 1A2,ChEMBL37_human_single_protein
SEQ:db890973adef0cf92cef22aff779b77ab85ce8845cca5671811ec9bb02979c08,471,467,143,Q13470,CHEMBL5334,Non-receptor tyrosine-protein kinase TNK1,ChEMBL37_human_single_protein
SEQ:db904fb6bea3d836fa9c2d870a738e324e79a98b89b69b5f2492e9772b7efbb7,8,8,4,Q13148,CHEMBL2362981,TAR DNA-binding protein 43,ChEMBL37_human_single_protein
SEQ:db9ec94c53b2528bce535764268b67bb99f9c6f0c4d1e45d09c64b7d2913b66e,4500,4133,3416,P21453,CHEMBL4333,Sphingosine 1-phosphate receptor 1,ChEMBL37_human_single_protein
SEQ:dba41f82ddfeb3275c359423d1ab75edf49ec3c0fe1235ca1db9eb7ef7c53dbd,1,1,1,Q9H5Q4,CHEMBL6067169,"Dimethyladenosine transferase 2, mitochondrial",ChEMBL37_human_single_protein
SEQ:dbab3d615896486a4dfa981d78375d802f7846df0c61cf8fa03cf9b17922b752,395,393,34,Q8TD08,CHEMBL5198,Mitogen-activated protein kinase 15,ChEMBL37_human_single_protein
SEQ:dbadc085543693fc179ee24405711b22cd40118c5d41ebde4797e8ce259c1c70,14,14,4,P31946,CHEMBL3710403,14-3-3 protein beta/alpha,ChEMBL37_human_single_protein
SEQ:dbb08c08b18a9ec1f0e4e15e3e130883a82f47a26c7ea65217fa37ea1fe54760,1,1,0,O43913,CHEMBL5725187,Origin recognition complex subunit 5,ChEMBL37_human_single_protein
SEQ:dbb4583267ad40a7dfd854ee3c44ce4be38e137d0570e3eb76cf1854a74e7246,11603,11407,8617,P00533,CHEMBL203,Epidermal growth factor receptor,ChEMBL37_human_single_protein
SEQ:dbbaff2b569f17c5d03dcffb32815347a7e67aa754d4078b7dbf4a5af4d09ffc,1,1,1,P47870,CHEMBL1920,Gamma-aminobutyric acid receptor subunit beta-2,ChEMBL37_human_single_protein
SEQ:dbd1f334538d2dfa9f01b26b8d25a600c9184a764a3e2d85e1d85665d04c41e2,1,1,1,Q14974,CHEMBL1741199,Importin subunit beta-1,ChEMBL37_human_single_protein
SEQ:dbd82d02d7916602a7d14fb2d0202917b489aaff347393d7bc526bb025176d83,4,3,2,P24928,CHEMBL1641353,DNA-directed RNA polymerase II subunit RPB1,ChEMBL37_human_single_protein
SEQ:dbdda69a7ce026ce18c242d13ebfc45f5f90c03c64344f701872e37e00209e8c,1,1,1,P59542,CHEMBL4523255,Taste receptor type 2 member 19,ChEMBL37_human_single_protein
SEQ:dc0f05fca7d2e6d08c546fdf068f8f3774c434e9e7396b0ea6024aa79a66a67e,2,2,1,Q00059,CHEMBL6067181,"Transcription factor A, mitochondrial",ChEMBL37_human_single_protein
SEQ:dc129ef4186e1254b1c33bc0146e938caf803d4e49ca538b9e4bb9ba3d9c6295,1,1,1,Q9UKX7,CHEMBL6067071,Nuclear pore complex protein Nup50,ChEMBL37_human_single_protein
SEQ:dc360328575b9e20eedb15c573041f6e34ff82ceeaa46c64f32a1f1d8e1837dc,9,8,4,Q6P2P2,CHEMBL4105724,Protein arginine N-methyltransferase 9,ChEMBL37_human_single_protein
SEQ:dc43f2261958ab2f3e478a49634ec074b05eb01422f1328060d28780e4455add,1,1,1,Q9UNZ2,CHEMBL6067304,NSFL1 cofactor p47,ChEMBL37_human_single_protein
SEQ:dc48c194272465c04ae4727f3710ca1c75b6ca77006ea1730ed45ea75035d730,872,851,763,P21730,CHEMBL2373,C5a anaphylatoxin chemotactic receptor 1,ChEMBL37_human_single_protein
SEQ:dc5838d47c277a09d3edc83b1f8485de717c543272c0fe27b7f6e826695a3c6b,281,278,120,Q9BWU1,CHEMBL6002,Cyclin-dependent kinase 19,ChEMBL37_human_single_protein
SEQ:dc5a21c146e0f05f5b6402b85d7a7eeb6d4c091434707e0edd362f01a0cedc95,5,5,3,Q86SG6,CHEMBL2417353,Serine/threonine-protein kinase Nek8,ChEMBL37_human_single_protein
SEQ:dc62a0671b1025f2fa9eb345f0cdc6137ceb9f94ebeb28a555047241a484cdfb,2,2,1,Q9NQC3,CHEMBL3712895,Reticulon-4,ChEMBL37_human_single_protein
SEQ:dc7297a111c037f55d339c91a2c9de90552bf1f3931d126dbcb2a612900d9f90,340,340,0,P05305,,Endothelin-1,BindingDB_source_reported_human_sequence
SEQ:dc79c4c8f868f39b10840e3bca0de9bfa5ea8f4f4627580fa3814ad60b6283d8,1,1,0,Q9UFW8,CHEMBL5724774,CGG triplet repeat-binding protein 1,ChEMBL37_human_single_protein
SEQ:dcb9b4a6becaaea58f3bff89f3736e25aeb87325449286126ef0c7c1b2f1a6bd,142,142,142,P15260,,Interferon gamma receptor 1,BindingDB_source_reported_human_sequence
SEQ:dcc2a591665c97d30c4cbd32952ccf43a31565fc9ef333b827e03a14ca25522c,7,7,7,P49810,CHEMBL3708,Presenilin-2,ChEMBL37_human_single_protein
SEQ:dcf99d01c44d827e041fbb6d9dfdddff8dd207a6f8b5f848794949923baada27,1,1,0,Q13310,CHEMBL5333,Polyadenylate-binding protein 4,ChEMBL37_human_single_protein
SEQ:dd010d6892418e68ee7bcd4e1f6f3bc97a523961f55b933a68c86aad2e05bfe4,1,1,0,P57678,CHEMBL5169137,Gem-associated protein 4,ChEMBL37_human_single_protein
SEQ:dd23c9eec0e91cd1f0dc088a32ef2b148599462ded9b6d9b1761b0cd11b58e23,9,9,1,Q9BYT8,CHEMBL5465352,"Neurolysin, mitochondrial",ChEMBL37_human_single_protein
SEQ:dd267de63ea8560991af6a344f5f6e396a3458ef2be997b4f0f115e5a33859ad,2,2,2,P08670,CHEMBL3712854,Vimentin,ChEMBL37_human_single_protein
SEQ:dd312bcf0e9257500ea519d2ea6cefab16fa71a3bc8e4a23e17c43abf8c6663a,31,30,1,P22309,CHEMBL1287617,UDP-glucuronosyltransferase 1A1,ChEMBL37_human_single_protein
SEQ:dd4404fe400b9d8b1c32debc5b5d145baffe92f93cd35733d08b258005b15e0a,1,1,0,Q9Y2L1,CHEMBL6067309,Exosome complex exonuclease RRP44,ChEMBL37_human_single_protein
SEQ:dd4651834922d19d560280bca16c7325d1b33fd6976ba036a8d422d56d47c712,24,12,24,Q9UBU3,CHEMBL1921664,Appetite-regulating hormone,ChEMBL37_human_single_protein
SEQ:dd49c653dbe1701bb7a79aa17a40a1d766af853869b6ceb6d2c2be390bfed542,4,4,4,Q13469,,"Nuclear factor of activated T-cells, cytoplasmic 2",BindingDB_source_reported_human_sequence
SEQ:dd73276a874ac8499252e4fe6f7a77ff095b3177c71a809dfcbb2cc928b9e222,1,1,1,Q99459,CHEMBL6067407,Cell division cycle 5-like protein,ChEMBL37_human_single_protein
SEQ:dd78d58aa3d36bc836967e7536a85116e30ff4ddbc6b16c1d82acba1e4289480,1100,1045,811,Q9H3R0,CHEMBL6175,Lysine-specific demethylase 4C,ChEMBL37_human_single_protein
SEQ:dd8913f45db29934efa713d91949c7be9090d41388cd80531887577d808fc05e,585,584,2,O95342,CHEMBL6020,Bile salt export pump,ChEMBL37_human_single_protein
SEQ:dd897acd9d103fbc93aed10f0961dc93183216a6fd9e1815bb042c67affa5558,2,2,0,Q9H3N1,CHEMBL4295941,Thioredoxin-related transmembrane protein 1,ChEMBL37_human_single_protein
SEQ:dd921fb39ec53cbc5d6b357b28437456c35b1a2f7abf386d32083c78095d6277,2,1,2,Q9UQ35,CHEMBL6066164,Serine/arginine repetitive matrix protein 2,ChEMBL37_human_single_protein
SEQ:dd9b34fd49b5e109873d7111c4617e40612afe60a51db860bdc13b57c6550458,43,43,33,P49116,CHEMBL5716,Nuclear receptor subfamily 2 group C member 2,ChEMBL37_human_single_protein
SEQ:dda6e47e1642bfc2c56d35462fd5d57a488997f61c3aa559b024f70463e9c93a,206,192,48,Q14330,CHEMBL2384898,N-arachidonyl glycine receptor,ChEMBL37_human_single_protein
SEQ:ddb71c71ff3b4b2a0fbcd45adcf91c60b6c535727de9412fc032627aa9b42844,987,987,562,O00767,CHEMBL5555,Stearoyl-CoA desaturase,ChEMBL37_human_single_protein
SEQ:ddbc618da69eeb8f574c1cb4cd69dbf0cbde601b1f00dd344ff839c16c39ed8e,1,1,1,P82673,CHEMBL6066392,Small ribosomal subunit protein mS35,ChEMBL37_human_single_protein
SEQ:ddcee49b9f68888a9f639f9021f2f3475461b114d2ef807dff68d3645eda4e68,1,1,1,Q8IYM2,CHEMBL5291543,Ribonuclease SLFN12,ChEMBL37_human_single_protein
SEQ:ddd04e390c6c6a21de3d05d005744796031167d578e9155c8d9f9ecf067e881f,3017,2832,2853,P28845,CHEMBL4235,11-beta-hydroxysteroid dehydrogenase 1,ChEMBL37_human_single_protein
SEQ:ddd36b469cd1dce87519dae1452aa32a52d8204ff305ce2fef749deee7a70bd1,6,6,0,O15068,CHEMBL4524032,Guanine nucleotide exchange factor DBS,ChEMBL37_human_single_protein
SEQ:ddda0493fe312a4123eda332624bc76cb4188fec96c28d262ed27dffa1e5bfac,2,2,2,Q8NFT8,CHEMBL5291567,Delta and Notch-like epidermal growth factor-related receptor,ChEMBL37_human_single_protein
SEQ:dddb51b76c8ca8110d129423330bb7be9ee9a239d49aff0b808b1755e7831ac7,336,336,1,Q15788,CHEMBL1615387,Nuclear receptor coactivator 1,ChEMBL37_human_single_protein
SEQ:dde29e1d1dfe9463df73d6823f823f76aa96149669b85896e2621c1e747fafc2,1,1,0,P49257,CHEMBL6066884,Protein ERGIC-53,ChEMBL37_human_single_protein
SEQ:ddf97b426586c7f15711c2e5ad359a68f6b781adc81d0b615f1161d1fc9e0aeb,278,278,265,Q96RU2,CHEMBL2157853,Ubiquitin carboxyl-terminal hydrolase 28,ChEMBL37_human_single_protein
SEQ:de18f861b4c46b27e2fbd1f4ce121a45b566912e70f4d48b75b347673484d538,8,8,1,Q9UMN6,CHEMBL2189112,Histone-lysine N-methyltransferase 2B,ChEMBL37_human_single_protein
SEQ:de1abe5d688aabf4a87f460e9042587a2b972609f005b01d860b95e1ad1b70a1,54,54,54,Q9UM47,CHEMBL3407319,Neurogenic locus notch homolog protein 3,ChEMBL37_human_single_protein
SEQ:de38e2fa47352449c33aadf66adb581832bc318ff7f762ab96b7bc0fc1eca86e,7,7,2,Q6VAB6,CHEMBL3627583,Kinase suppressor of Ras 2,ChEMBL37_human_single_protein
SEQ:de3c8c9ee981bcae4644a62f0dc0c4d048dfb1cd4070aa145425fce918531bb5,2272,2132,1916,O14842,CHEMBL4422,Free fatty acid receptor 1,ChEMBL37_human_single_protein
SEQ:de485496a23e6aff7466a6d3085600f3eb42a557ae9e7345f271a46f29e461b4,1,1,0,Q9BYV9,CHEMBL5069364,Transcription regulator protein BACH2,ChEMBL37_human_single_protein
SEQ:de5053f78cd2a2e2e7f13afbec90ca362c266d0fb2e9ab2bee4b33c19412ed47,1,1,0,O75132,CHEMBL5725051,Zinc finger BED domain-containing protein 4,ChEMBL37_human_single_protein
SEQ:de54b9165094fbbc9ce6aea67a4d5a27fd2bb142520dfc52151e11ec44f23c69,66,66,24,Q9H1D0,CHEMBL1628465,Transient receptor potential cation channel subfamily V member 6,ChEMBL37_human_single_protein
SEQ:de5d96c9d8e7a9085c334baf9c5585f73e03c0c43088632aeb433318aadab21a,792,790,781,Q86U44,CHEMBL4739695,N6-adenosine-methyltransferase catalytic subunit,ChEMBL37_human_single_protein
SEQ:de68a13a881a695b2917abd9c1eae5553c9dc2b226bc249c8a7d6b5cd4d31113,209,196,92,P43354,CHEMBL5002,Nuclear receptor subfamily 4 group A member 2,ChEMBL37_human_single_protein
SEQ:de9ec681ea51b9c4fc73401fedf2e829c2e2202c2903c4de357ed45eb5f57aef,420,417,15,P52564,CHEMBL2171,Dual specificity mitogen-activated protein kinase kinase 6,ChEMBL37_human_single_protein
SEQ:dea0c5e734345a8a516a0aec65410685fc5ed301910f7082d18e56a418a2983f,29,20,27,P21549,CHEMBL5169121,Alanine--glyoxylate aminotransferase,ChEMBL37_human_single_protein
SEQ:debc8a0f7639de0375a8c3f4eb9e1208ab1ef2ceb7aaa319921b926316ea670b,209,199,31,P57771,CHEMBL2034803,Regulator of G-protein signaling 8,ChEMBL37_human_single_protein
SEQ:debf5c9883be15975229ce928980db9e55c0538e9d6ec88763a659994f4dc36f,1,1,1,Q01850,CHEMBL6066280,Cerebellar degeneration-related protein 2,ChEMBL37_human_single_protein
SEQ:decb771d32e70a2f214aff7e89fd2c5cc24e1adb3bb4cc15f5b03981abeb9c28,2,2,2,P61970,CHEMBL6067085,Nuclear transport factor 2,ChEMBL37_human_single_protein
SEQ:ded6a6063fb8cd20aa0286c4dd059d4044072974d434a10e912500ab8012373f,4,4,1,Q7KZF4,CHEMBL3879865,Staphylococcal nuclease domain-containing protein 1,ChEMBL37_human_single_protein
SEQ:ded843f8284453e73ea6d87b5d9068e5d182439f5b2c78374a74d3ce88183e04,1,1,1,Q969L2,CHEMBL6067291,Protein MAL2,ChEMBL37_human_single_protein
SEQ:deecb0a0403df3cf3241ebbadc3a8bdf4f522319345507049125510a6682cd34,28,28,0,O43189,CHEMBL6196060,PHD finger protein 1,ChEMBL37_human_single_protein
SEQ:def353dc153b1f5fc8a7709c5dbdbe350597b84dd6c423a0fe0af3e202648a41,38,37,9,P16109,CHEMBL5378,P-selectin,ChEMBL37_human_single_protein
SEQ:def682a884ad0af1b561871a9351799b3c6e87894f4bb2ac82e1a1b957d8e7a6,272,256,136,Q92831,CHEMBL5500,Histone acetyltransferase KAT2B,ChEMBL37_human_single_protein
SEQ:defa1995fbabefcd7f4bf6dab888d02769c2ab647bb8d52c3e2e827bd3630cfe,2599,2581,2356,P22455,CHEMBL3973,Fibroblast growth factor receptor 4,ChEMBL37_human_single_protein
SEQ:df0310e28b7d93650c77e8c1fbe938354123efbd28882b15296902ede4614892,598,590,162,Q8WUI4,CHEMBL2716,Histone deacetylase 7,ChEMBL37_human_single_protein
SEQ:df0575231f809050029657749f21b2b36f5b00a92b61c2e37328c31eb885ce8a,1,1,1,Q96C19,CHEMBL5724911,EF-hand domain-containing protein D2,ChEMBL37_human_single_protein
SEQ:df0840f502a444bee4667bc8d09dd57d9f389865d7dd6bef60beb28bc14ecd55,2,2,1,P63220,CHEMBL6067552,Small ribosomal subunit protein eS21,ChEMBL37_human_single_protein
SEQ:df15bebcbad0a9711a70ad11c6497f18e8780c41854a77dfe793b0be9164d90c,1559,1473,816,P49137,CHEMBL2208,MAP kinase-activated protein kinase 2,ChEMBL37_human_single_protein
SEQ:df15d723ac75d079d992ebdfa546b2ee18273a4d7ef409bdb3a8196b65290dcf,1,1,1,P60866,CHEMBL6067534,Small ribosomal subunit protein uS10,ChEMBL37_human_single_protein
SEQ:df20140c72955d34cd19a7536abc534297f6f8a04c3776d9618dcc6e777b99ee,1,1,0,Q8TCT9,CHEMBL4523407,Minor histocompatibility antigen H13,ChEMBL37_human_single_protein
SEQ:df3550f14cbcc7b79629fa7806d81e75c39af49638bd1b0925d352bef2aa6844,2,2,2,Q9UNA4,CHEMBL5391,DNA polymerase iota,ChEMBL37_human_single_protein
SEQ:df36269db8cb4155c4dcc1ba77d9134a2e61a4a4ea14c524b6d85541baac813c,29,29,1,O95622,CHEMBL3189,Adenylate cyclase type 5,ChEMBL37_human_single_protein
SEQ:df512f038af3c758d9eec41a8fdd4311fe2b3e450ba092fd3807056cf97b40ef,450,448,66,P35498,CHEMBL1845,Sodium channel protein type 1 subunit alpha,ChEMBL37_human_single_protein
SEQ:df563f7892d7a8dd8b5e4f02650ab5ee7c5bb678c6bb4f7854fe8e51b62a1119,24,24,0,P28827,CHEMBL4661,Receptor-type tyrosine-protein phosphatase mu,ChEMBL37_human_single_protein
SEQ:df665a32b583fcffa4eacb9bd8880a0c240f00418d00c7a4a14bac26a4ea8e5b,1884,1879,1156,P78536,CHEMBL3706,Disintegrin and metalloproteinase domain-containing protein 17,ChEMBL37_human_single_protein
SEQ:df8418b7b45b4f585c8d5a23babaa63fabc1fd71f55f3564023faf8371dfbf59,3,3,0,Q9H2H0,CHEMBL5169197,CXXC-type zinc finger protein 4,ChEMBL37_human_single_protein
SEQ:df971a35c6955ddd1ec51c9ad909413ed41d63bbb1587be474a292517bfb15ed,395,390,36,Q9UBE8,CHEMBL5364,Serine/threonine-protein kinase NLK,ChEMBL37_human_single_protein
SEQ:dfb41d9e0412cece73d287f35bf40b1917727f18eb828c9aec9044041097cf23,30,30,2,O95050,CHEMBL2131,Indolethylamine N-methyltransferase,ChEMBL37_human_single_protein
SEQ:dfea0feeb9d9fa8dacbcc10ae6f7b6b105c92a79d9dbc16b63612df91a4149f6,408,406,13,Q16566,CHEMBL2494,Calcium/calmodulin-dependent protein kinase type IV,ChEMBL37_human_single_protein
SEQ:dfee8032e507bba6963b07ec77b583ee8fa1e57eb010d47ee5fb0a783bdd7589,1,1,1,Q08379,CHEMBL6067327,Golgin subfamily A member 2,ChEMBL37_human_single_protein
SEQ:dff46de051b6efb5818b3741775ee67ba3ef5de225dd7592da5886d752429570,1,1,0,Q9HB21,CHEMBL3763005,Pleckstrin homology domain-containing family A member 1,ChEMBL37_human_single_protein
SEQ:dffbbceb24bea44416738783c406867e8915cf127752020f901087dd73b03a1e,20,20,17,P23368,CHEMBL5291602,"NAD-dependent malic enzyme, mitochondrial",ChEMBL37_human_single_protein
SEQ:dffd5108043662801f8fd5aa496b90931bbd2bb6ef68c7d140038a2aa1a4c722,189,189,12,Q9UEW8,CHEMBL1163108,STE20/SPS1-related proline-alanine-rich protein kinase,ChEMBL37_human_single_protein
SEQ:e005e4c3eb553e3409cbef124e170116678989262bd8143801255f74a2a76e8e,122,122,0,Q01970,CHEMBL5449,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3",ChEMBL37_human_single_protein
SEQ:e0192415a17c3dc597479cc3271ae3e3b4f33d9cfc8dacd0094d87b56d9ecfa0,25,25,0,P23677,CHEMBL5164,Inositol-trisphosphate 3-kinase A,ChEMBL37_human_single_protein
SEQ:e033bca37e917a5c90607b45daa85a617b71e887beecf31a4aac5a4160040ad5,2,2,0,P51148,CHEMBL6066876,Ras-related protein Rab-5C,ChEMBL37_human_single_protein
SEQ:e03d2e2ed78aa1bafd41b89899496ec841b53734dee0bf878a1743bb56279654,420,420,382,P54289,CHEMBL1919,Voltage-dependent calcium channel subunit alpha-2/delta-1,ChEMBL37_human_single_protein
SEQ:e0493d42cbfd96808181cc83cf9b0b5717f97d8837401117882ed01f967998c4,1,1,1,P61019,CHEMBL4105893,Ras-related protein Rab-2A,ChEMBL37_human_single_protein
SEQ:e0640cb9c3678ef30de61e91215d04207aa28c8e0d9f79d6308016eb3ada00d4,181,181,3,P04899,CHEMBL4105887,Guanine nucleotide-binding protein G(i) subunit alpha-2,ChEMBL37_human_single_protein
