source_kind,target_chembl_id,parent_molregno,parent_molecule_chembl_id,parent_standard_inchi_key,min_document_year,max_document_year,mean_pchembl,min_pchembl,max_pchembl,calibration_label,assay_ids
chembl37_comprehensive,CHEMBL1862,2087697.0,CHEMBL3808844,ISPBCAXOSOLFME-UHFFFAOYSA-N,2014.0,2023.0,6.81,6.81,6.81,positive,"2258058,2512804"
chembl37_comprehensive,CHEMBL1862,2425366.0,CHEMBL4554938,YRDHKIFCGOZTGD-UHFFFAOYSA-N,2016.0,2023.0,7.701,7.38,7.94,positive,"2258149,2258150,2258151,2258152,2258153,2258154,2574117,2574118,2574140,2574141"
chembl37_comprehensive,CHEMBL1862,2840320.0,CHEMBL5400152,MEXWCALYNZPFQM-PWSUYJOCSA-N,2020.0,2023.0,7.859999999999999,7.84,7.88,positive,"2357359,2592580"
chembl37_comprehensive,CHEMBL1808,230659.0,CHEMBL1237,RLAWWYSOJDYHDC-BZSNNMDCSA-N,2006.0,2025.0,7.855,6.88,8.92,positive,"405414,405415,1720397,2157369,2157370,2667396"
chembl37_comprehensive,CHEMBL220,488790.0,CHEMBL512475,JPSMOGYAVYUWKI-UHFFFAOYSA-N,2022.0,2024.0,6.205,6.11,6.3,positive,"2215314,2666083"
chembl37_comprehensive,CHEMBL220,509670.0,CHEMBL451635,HIGRLDNHDGYWQJ-UHFFFAOYSA-P,2012.0,2024.0,4.672272727272727,4.01,5.92,negative_or_inactive,"877951,877953,1339053,1339060,1350415,1350416,1442754,1442755,1507810,1507811,1507812,1676697,1676699,1676707,1676710,1693526,2082806,2082807,2082808,2082809,2082810,2082811,2378059,2378060"
chembl37_comprehensive,CHEMBL220,693528.0,CHEMBL1231178,MHSVUSZEHNVFKW-UHFFFAOYSA-N,2017.0,2024.0,,,,negative_or_inactive,"1697030,1704271,1778959,1907448,2112552,2612339"
chembl37_comprehensive,CHEMBL220,1337191.0,CHEMBL2021616,UKCBMHDZLYYTMI-MNOVXSKESA-N,2012.0,2024.0,7.1725,6.49,7.87,positive,"811246,1335842,2247136,2647977"
chembl37_comprehensive,CHEMBL220,1627033.0,CHEMBL3137700,GAPOASFZXBWUGS-UHFFFAOYSA-N,2015.0,2024.0,7.966666666666666,6.54,10.33,positive,"1521646,1521647,2666575"
chembl37_comprehensive,CHEMBL220,1839860.0,CHEMBL3416658,QMBDDIDQNMQRSU-BKUYFWCQSA-N,2021.0,2024.0,6.095,5.81,6.38,positive,"2263808,2647994"
chembl37_comprehensive,CHEMBL220,1840215.0,CHEMBL3417009,FTRZTHFGTILUPE-UHFFFAOYSA-N,2015.0,2024.0,7.6125,7.2,7.8,positive,"1470629,1829438,2589639,2618951"
chembl37_comprehensive,CHEMBL220,2471423.0,CHEMBL4634863,VBRSHBGIUDRWEJ-FEEZOJJESA-N,2020.0,2025.0,7.52,6.52,8.52,positive,"1984636,2624536"
chembl37_comprehensive,CHEMBL220,2790912.0,CHEMBL5271210,KVANOXIAOYTXBY-ZBWWXOROSA-N,2021.0,2024.0,6.9366666666666665,5.79,7.52,positive,"2275464,2484554,2647978"
chembl37_comprehensive,CHEMBL220,2795058.0,CHEMBL5275356,NGKJYYMHPLWVQZ-AFPLUKJUSA-N,2021.0,2024.0,7.1066666666666665,5.5,8.0,positive,"2275464,2484554,2647978"
chembl37_comprehensive,CHEMBL220,2873361.0,CHEMBL5433193,AZQJBDNDDDGKPV-UHFFFAOYSA-N,2022.0,2024.0,7.05,6.89,7.21,positive,"2329069,2666096"
chembl37_comprehensive,CHEMBL220,3247403.0,CHEMBL6030402,PXUUPGSNIMQISW-UHFFFAOYSA-N,2017.0,2024.0,7.58,7.54,7.62,positive,"2589639,2618951"
chembl37_comprehensive,CHEMBL3720,414286.0,CHEMBL399379,SIIPNDKXZOTLEA-UHFFFAOYSA-N,2007.0,2023.0,6.4925,6.3,6.89,positive,"455196,1651959,1652714,2317336"
chembl37_comprehensive,CHEMBL5903,488756.0,CHEMBL513147,CDOVNWNANFFLFJ-UHFFFAOYSA-N,2013.0,2023.0,7.0675,5.75,7.77,positive,"961933,1792058,1828431,2309827"
chembl37_comprehensive,CHEMBL5903,2350351.0,CHEMBL4443342,AUOSKLDNVNGKRR-UHFFFAOYSA-N,2019.0,2023.0,6.005,6.0,6.01,positive,"2014129,2258762"
chembl37_comprehensive,CHEMBL5903,2388819.0,CHEMBL4517408,RKBYYWVZFBATHQ-UHFFFAOYSA-N,2020.0,2024.0,7.895,7.35,8.22,positive,"1992434,1992438,1992439,1992444,1992446,1992449,1992450,1992451,1992452,2495564"
chembl37_comprehensive,CHEMBL5903,2419223.0,CHEMBL4548795,RIWTUJFFSTVYPW-UHFFFAOYSA-N,2020.0,2024.0,7.912222222222223,7.08,8.52,positive,"1904529,1904536,1904563,1904564,1904565,2173362,2385369,2385527,2473438"
chembl37_comprehensive,CHEMBL5903,2727594.0,CHEMBL5083143,FFLJVBPCONQSQW-UHFFFAOYSA-N,2022.0,2024.0,7.435,6.65,8.22,positive,"2173362,2385367,2385525,2473438"
chembl37_comprehensive,CHEMBL1900,2084.0,CHEMBL436,LUBHDINQXIHVLS-UHFFFAOYSA-N,2005.0,2025.0,7.785,7.4,8.0,positive,"306762,470439,640040,2615448"
chembl37_comprehensive,CHEMBL1900,3666.0,CHEMBL50,REFJWTPEDVJJIY-UHFFFAOYSA-N,2008.0,2025.0,6.71,5.66,7.83,positive,"470439,536771,2615450"
chembl37_comprehensive,CHEMBL1900,7502.0,CHEMBL10372,BCSVCWVQNOXFGL-UHFFFAOYSA-N,2003.0,2025.0,7.912999999999999,7.22,9.0,positive,"218059,306762,470439,640040,1746137,1854906,1970368,1970372,2615448,2673202"
chembl37_comprehensive,CHEMBL1900,7546.0,CHEMBL273910,BMHZAHGTGIZZCT-UHFFFAOYSA-N,2008.0,2025.0,7.486666666666667,7.16,7.7,positive,"470439,640040,2615448"
chembl37_comprehensive,CHEMBL1900,16510.0,CHEMBL15770,MLKXDPUZXIRXEP-MFOYZWKCSA-N,2013.0,2025.0,6.555,6.43,6.68,positive,"933306,2615451"
chembl37_comprehensive,CHEMBL1900,132450.0,CHEMBL84446,WAAPEIZFCHNLKK-UFBFGSQYSA-N,2004.0,2025.0,7.31,7.1,7.52,positive,"306565,2615448"
chembl37_comprehensive,CHEMBL4247,490644.0,CHEMBL513909,XQVVPGYIWAGRNI-JOCHJYFZSA-N,2019.0,2023.0,6.444285714285714,6.05,6.75,positive,"1899761,1899780,1899794,2258689,2258690,2258692,2267253"
chembl37_comprehensive,CHEMBL4247,698136.0,CHEMBL1235786,NMJMRSQTDLRCRQ-UHFFFAOYSA-N,2010.0,2023.0,7.68,7.68,7.68,positive,"2257916,2570924"
chembl37_comprehensive,CHEMBL4247,1757351.0,CHEMBL3286830,IIXWYSCJSQVBQM-LLVKDONJSA-N,2014.0,2023.0,8.331666666666667,7.11,9.7,positive,"1363644,1363645,1363646,1363653,1363654,1363655,1363656,1363657,1363658,1363659,1794140,2255283"
chembl37_comprehensive,CHEMBL4247,1927160.0,CHEMBL3545311,AILRADAXUVEEIR-UHFFFAOYSA-N,2016.0,2025.0,8.624705882352941,7.92,9.43,positive,"1587416,2149931,2149932,2567750,2567751,2567752,2567753,2567754,2567765,2567965,2567966,2567967,2567968,2567969,2567970,2567971,2625765"
chembl37_comprehensive,CHEMBL4247,2086115.0,CHEMBL3806196,JBRATJAZJLQBMD-UHFFFAOYSA-N,2016.0,2024.0,6.984999999999999,6.97,7.0,positive,"1577003,2597267"
chembl37_comprehensive,CHEMBL4247,2336109.0,CHEMBL4298138,FIKPXCOQUIZNHB-WDEREUQCSA-N,2019.0,2023.0,8.367272727272727,7.2,9.0,positive,"1876839,1876849,1876850,2119801,2150722,2232294,2299114,2299115,2492007,2492008,2590677"
chembl37_comprehensive,CHEMBL4247,2739494.0,CHEMBL5095063,BVGDAZBTIVRTGO-UONOGXRCSA-N,2017.0,2024.0,8.275,7.84,8.71,positive,"2479469,2588232"
chembl37_comprehensive,CHEMBL215,2388393.0,CHEMBL4516982,KMESAVNRPDKZCQ-UHFFFAOYSA-N,2021.0,2023.0,5.23,5.23,5.23,negative_or_inactive,"2138934,2259610"
chembl37_comprehensive,CHEMBL1871,52087.0,CHEMBL806,MKXKFYHWDHIYRV-UHFFFAOYSA-N,2003.0,2023.0,6.218,5.43,7.26,positive,"36123,36135,487546,540647,2421882"
chembl37_comprehensive,CHEMBL1871,236019.0,CHEMBL139835,UWFYSQMTEOIJJG-FDTZYFLXSA-N,2022.0,2023.0,7.37,6.59,8.15,positive,"2160327,2421886"
chembl37_comprehensive,CHEMBL1871,1117936.0,CHEMBL1738889,JNGVJMBLXIUVRD-SFHVURJKSA-N,2019.0,2023.0,8.205714285714285,7.42,9.26,positive,"1909469,1909470,2227406,2329556,2329557,2593209"
chembl37_comprehensive,CHEMBL1871,2335156.0,CHEMBL4297185,BLIJXOOIHRSQRB-PXYINDEMSA-N,2017.0,2025.0,6.844615384615385,5.37,7.96,positive,"2055578,2329556,2329557,2589131,2642888,2642890,2650836,2650837,2651011,2651012,2662123"
chembl37_comprehensive,CHEMBL1871,2351913.0,CHEMBL4444904,CFSAYQVTXBMPRF-IBGZPJMESA-N,2019.0,2025.0,6.782222222222222,5.89,8.22,positive,"1909469,1909470,2014758,2070692,2329563,2635565,2635577,2636922,2636924"
chembl37_comprehensive,CHEMBL1871,2505378.0,CHEMBL4758041,HDTYUHNZRYZEEB-UHFFFAOYSA-N,2022.0,2023.0,4.824999999999999,4.43,5.22,negative_or_inactive,"2227466,2364315"
chembl37_comprehensive,CHEMBL1871,2520172.0,CHEMBL4783581,YDRMSDHDYRAUBR-AWEZNQCLSA-N,2020.0,2023.0,6.36,5.7,7.04,positive,"2022746,2022761,2070690,2070691,2596596"
chembl37_comprehensive,CHEMBL4895,363083.0,CHEMBL215152,QYZOGCMHVIGURT-UHFFFAOYSA-N,2008.0,2025.0,6.16,5.91,6.41,positive,"587173,2640815"
chembl37_comprehensive,CHEMBL4895,455596.0,CHEMBL460702,VNBRGSXVFBYQNN-UHFFFAOYSA-N,2016.0,2024.0,8.633333333333335,8.22,8.96,positive,"1923936,2255465,2461071"
chembl37_comprehensive,CHEMBL4895,602271.0,CHEMBL601719,KTEIFNKAUNYNJU-GFCCVEGCSA-N,2014.0,2024.0,8.08,7.68,8.48,positive,"2528046,2641485"
chembl37_comprehensive,CHEMBL4895,693556.0,CHEMBL1231206,CMWRPDHVGMHLSZ-GFCCVEGCSA-N,2010.0,2024.0,6.37,6.37,6.37,positive,"2257895,2405919,2543330"
chembl37_comprehensive,CHEMBL4895,1377987.0,CHEMBL2105717,ONIQOQHATWINJY-UHFFFAOYSA-N,2016.0,2025.0,7.968333333333334,5.3,9.3,positive,"1554811,1615847,1703050,1732105,2643199,2674247"
chembl37_comprehensive,CHEMBL4895,1786819.0,CHEMBL3326006,MJSHVHLADKXCML-RQNOJGIXSA-N,2014.0,2024.0,7.87,6.91,8.78,positive,"1451337,1451356,1804063,2426184"
chembl37_comprehensive,CHEMBL4895,1927156.0,CHEMBL3545307,QHADVLVFMKEIIP-UHFFFAOYSA-N,2016.0,2025.0,8.653333333333334,7.96,9.3,positive,"1580719,1580720,2674247"
chembl37_comprehensive,CHEMBL4895,2087697.0,CHEMBL3808844,ISPBCAXOSOLFME-UHFFFAOYSA-N,2014.0,2025.0,7.736666666666667,7.54,8.18,positive,"1580723,2255271,2255474,2512801,2512809,2640815"
chembl37_comprehensive,CHEMBL4895,2087700.0,CHEMBL3809489,KXMZDGSRSGHMMK-VWLOTQADSA-N,2016.0,2024.0,8.040000000000001,6.19,9.15,positive,"1754212,1923934,1923936,2128757,2188270,2247346,2426184,2439065"
chembl37_comprehensive,CHEMBL4895,2318605.0,CHEMBL4279154,TXWNXKWLAPMNOZ-DIVCQZSQSA-N,2018.0,2025.0,7.16,6.69,7.63,positive,"1804041,2640287"
chembl37_comprehensive,CHEMBL4895,2551508.0,CHEMBL4857737,GTVWQFJFCAUNFY-ACHIHNKUSA-N,2021.0,2024.0,7.51,7.5,7.52,positive,"2119095,2641485"
chembl37_comprehensive,CHEMBL4895,2761090.0,CHEMBL5189859,URIWSSKQIYOZQG-UHFFFAOYSA-N,2022.0,2024.0,6.715,5.58,7.85,positive,"2200764,2424520"
chembl37_comprehensive,CHEMBL4895,2903476.0,CHEMBL5555267,ZOEILZXFYPPMTR-SSEXGKCCSA-N,2021.0,2024.0,8.605,8.32,8.89,positive,"2439064,2595010"
chembl37_comprehensive,CHEMBL1914,66831.0,CHEMBL295124,YBHILYKTIRIUTE-UHFFFAOYSA-N,2015.0,2024.0,4.9875,4.33,5.96,negative_or_inactive,"1500862,1834121,2053697,2607692"
chembl37_comprehensive,CHEMBL1914,2758276.0,CHEMBL5187045,HTNKYLZCROSXPM-UHFFFAOYSA-N,2022.0,2024.0,8.193333333333333,8.16,8.22,positive,"2198745,2476210"
chembl37_comprehensive,CHEMBL4860,429157.0,CHEMBL408194,RFTSSZJZXOSICM-GRSHGNNSSA-N,2016.0,2025.0,6.206666666666667,5.96,6.7,positive,"1584889,1896421,2625939"
chembl37_comprehensive,CHEMBL4860,561598.0,CHEMBL555017,GEZHEQNLKAOMCA-RRZNCOCZSA-N,2021.0,2024.0,6.855,6.8,6.91,positive,"2281562,2481605"
chembl37_comprehensive,CHEMBL4860,2034695.0,CHEMBL3701382,VNNWQLOUMFCVJD-XIFFEERXSA-N,2015.0,2024.0,9.168888888888889,8.28,9.89,positive,"1528286,2196220,2196221,2196222,2196223,2196224,2431329,2431333"
chembl37_comprehensive,CHEMBL4860,2301204.0,CHEMBL4228713,CSBKUBOVPUXFLO-MAVVKCOWSA-N,2021.0,2023.0,8.85,8.85,8.85,positive,"2140066,2255630"
chembl37_comprehensive,CHEMBL5275,488756.0,CHEMBL513147,CDOVNWNANFFLFJ-UHFFFAOYSA-N,2018.0,2023.0,6.923333333333333,5.42,7.72,positive,"1792059,1828432,2309828"
chembl37_comprehensive,CHEMBL5476,488756.0,CHEMBL513147,CDOVNWNANFFLFJ-UHFFFAOYSA-N,2013.0,2023.0,6.919999999999999,5.64,7.9,positive,"961931,1828435,2309831"
chembl37_comprehensive,CHEMBL5145,489669.0,CHEMBL477989,MLSAQOINCGAULQ-QFMPWRQOSA-N,2006.0,2024.0,9.21,6.54,9.8,positive,"327805,789760,862419,1759726,2385439,2525539"
chembl37_comprehensive,CHEMBL5145,1340894.0,CHEMBL2028663,BFSMGDJOXZAERB-UHFFFAOYSA-N,2013.0,2024.0,8.641666666666667,7.66,9.4,positive,"946469,946866,946867,1495598,1495600,1495744,1574500,1574501,1574503,1614197,1642817,1759736,1830008,2072507,2375710,2476258,2477215,2477216"
chembl37_comprehensive,CHEMBL5145,1416020.0,CHEMBL2144069,ZGBGPEDJXCYQPH-UHFFFAOYSA-N,2013.0,2023.0,7.690000000000001,5.58,9.22,positive,"947684,947685,947686,947687,1337752,1337753,2271134,2376678,2376679"
chembl37_comprehensive,CHEMBL5145,1734729.0,CHEMBL3236198,ROVPPJCAODUFRF-UHFFFAOYSA-N,2014.0,2024.0,7.925,7.56,8.7,positive,"1337752,1337753,2471282,2471283"
chembl37_comprehensive,CHEMBL5145,1734994.0,CHEMBL3236461,JYVXDEQFHMIAOD-UHFFFAOYSA-N,2014.0,2024.0,7.3,7.06,7.72,positive,"1337752,1337753,2471282,2471283"
chembl37_comprehensive,CHEMBL5145,1734995.0,CHEMBL3236462,BNSGXSJZSVYGHO-UHFFFAOYSA-N,2014.0,2024.0,7.2325,6.85,7.92,positive,"1337752,1337753,2471282,2471283"
chembl37_comprehensive,CHEMBL5145,1734999.0,CHEMBL3236466,WWMXFNLVPRQJSD-UHFFFAOYSA-N,2014.0,2024.0,7.365,7.13,7.96,positive,"1337752,1337753,2471282,2471283"
chembl37_comprehensive,CHEMBL5145,1735000.0,CHEMBL3233047,XEUDESATLDVKQV-UHFFFAOYSA-N,2014.0,2024.0,7.475,6.75,8.52,positive,"1337752,1337753,2471282,2471283"
chembl37_comprehensive,CHEMBL5145,1735001.0,CHEMBL3236467,DRDNFDHFSSEUBO-UHFFFAOYSA-N,2014.0,2024.0,7.2625,6.75,8.1,positive,"1337752,1337753,2471282,2471283"
chembl37_comprehensive,CHEMBL5145,1735002.0,CHEMBL3236468,UILUWCJMOMIDSJ-UHFFFAOYSA-N,2014.0,2024.0,6.99,6.71,7.58,positive,"1337752,1337753,2471282,2471283"
chembl37_comprehensive,CHEMBL5145,1797534.0,CHEMBL3348923,VWMJHAFYPMOMGF-ZCFIWIBFSA-N,2017.0,2024.0,6.216666666666666,5.42,7.03,positive,"1642817,2477215,2477216"
chembl37_comprehensive,CHEMBL5145,2454122.0,CHEMBL4583691,UEPXBTCUIIGYCY-UHFFFAOYSA-N,2020.0,2024.0,8.356666666666667,7.11,9.4,positive,"1842499,1842510,2047188,2477212,2477215,2477216"
chembl37_comprehensive,CHEMBL5145,2809593.0,CHEMBL5289891,DMEBBSDHOMWAOU-UHFFFAOYSA-N,2020.0,2024.0,8.09,6.76,10.47,positive,"2271171,2271172,2477229"
chembl37_comprehensive,CHEMBL5145,2930711.0,CHEMBL5595255,PORCJONFOOECRV-UHFFFAOYSA-N,2020.0,2024.0,7.195,6.01,8.38,positive,"2477232,2592297"
chembl37_comprehensive,CHEMBL5251,407979.0,CHEMBL247070,XNFHHOXCDUAYSR-SFHVURJKSA-N,2012.0,2024.0,6.06,6.06,6.06,positive,"2406642,2517541"
chembl37_comprehensive,CHEMBL5251,1671938.0,CHEMBL3182647,XYFPWWZEPKGCCK-UHFFFAOYSA-N,2018.0,2025.0,8.056666666666667,7.27,8.85,positive,"2591215,2640686,2640694"
chembl37_comprehensive,CHEMBL5251,2146132.0,CHEMBL3936761,RNOAOAWBMHREKO-QFIPXVFZSA-N,2017.0,2023.0,8.98,8.34,9.52,positive,"1912310,1912311,1912330,2132154,2160715,2195566,2220479,2255278,2255496,2588421"
chembl37_comprehensive,CHEMBL5251,2182806.0,CHEMBL3973435,RNOAOAWBMHREKO-UHFFFAOYSA-N,2018.0,2023.0,9.078,8.49,9.52,positive,"1912311,2281200,2291433,2591408"
chembl37_comprehensive,CHEMBL5251,2205033.0,CHEMBL4065122,WNEODWDFDXWOLU-QHCPKHFHSA-N,2018.0,2023.0,8.524,7.51,9.46,positive,"1673662,1673663,1673668,1673669,1673720,1673721,1673722,1673723,1673741,1673742,1673743,1673744,1989026,2332194,2332195"
chembl37_comprehensive,CHEMBL5251,2211072.0,CHEMBL4071161,SEJLPXCPMNSRAM-GOSISDBHSA-N,2018.0,2025.0,7.239090909090908,5.17,8.28,positive,"1673669,1673723,1857758,1857759,1857760,1857785,1857845,2214122,2291433,2502693,2664611"
chembl37_comprehensive,CHEMBL5251,2212744.0,CHEMBL4072833,QUIWHXQETADMGN-UHFFFAOYSA-N,2019.0,2023.0,7.397272727272727,5.07,8.74,positive,"1857760,1857785,1857845,1873903,1873906,1873927,2158453,2158481,2193866,2291433,2344418"
chembl37_comprehensive,CHEMBL5251,2231902.0,CHEMBL4091991,SFMJNHNUOVADRW-UHFFFAOYSA-N,2013.0,2024.0,7.94,7.31,8.49,positive,"1715925,2385426,2579705,2591381"
chembl37_comprehensive,CHEMBL5251,2295157.0,CHEMBL4217006,KJRVCMVPIKELBC-UHFFFAOYSA-N,2018.0,2024.0,8.093333333333334,6.33,9.4,positive,"1754886,1754887,2616216"
chembl37_comprehensive,CHEMBL5251,2486581.0,CHEMBL4650321,MZPVEMOYADUARK-UHFFFAOYSA-N,2021.0,2023.0,8.305,7.7,8.8,positive,"2282340,2291433,2595433"
chembl37_comprehensive,CHEMBL5251,2486583.0,CHEMBL4650323,KOEUOFPEZFUWRF-LJQANCHMSA-N,2021.0,2023.0,8.826,8.21,9.15,positive,"2059264,2158453,2158481,2236395,2291433"
chembl37_comprehensive,CHEMBL5251,2491399.0,CHEMBL4744041,BMWMKGNVAMXXCH-UHFFFAOYSA-N,2020.0,2024.0,7.915833333333333,6.4,9.52,positive,"2046368,2046378,2046402,2046416,2046417,2046418,2046473,2046474,2158454,2385562,2421820,2421821"
chembl37_comprehensive,CHEMBL5251,2768029.0,CHEMBL5196798,UBXMXLKDIBLSPB-UHFFFAOYSA-N,2021.0,2023.0,7.805,7.72,7.89,positive,"2186300,2280203"
chembl37_comprehensive,CHEMBL261,1096.0,CHEMBL18,OUZWUKMCLIBBOG-UHFFFAOYSA-N,2005.0,2024.0,7.123333333333332,5.43,8.1,positive,"303317,801485,965226,989830,2589338,2647637"
chembl37_comprehensive,CHEMBL261,278945.0,CHEMBL168552,SDYMYAFSQACTQP-UHFFFAOYSA-N,2005.0,2024.0,6.779999999999999,6.54,7.02,positive,"302341,2647637"
chembl37_comprehensive,CHEMBL261,793592.0,CHEMBL1369708,FXNKQWYBLXKGFU-UHFFFAOYSA-N,2016.0,2024.0,6.785,6.38,7.19,positive,"1566136,2434395"
chembl37_comprehensive,CHEMBL261,1561755.0,CHEMBL2382337,AHYCTVUVTZKPOE-UHFFFAOYSA-N,2016.0,2024.0,6.615,6.0,7.23,positive,"1583613,2469381"
chembl37_comprehensive,CHEMBL261,1970813.0,CHEMBL3633553,GQJHXMFPCFNLPS-UHFFFAOYSA-N,2015.0,2024.0,7.15,7.15,7.15,positive,"1524847,2651853"
chembl37_comprehensive,CHEMBL3242,885.0,CHEMBL6685,NOOBQTYVTDBXTL-UHFFFAOYSA-N,2005.0,2024.0,8.41,8.39,8.43,positive,"303220,2647640"
chembl37_comprehensive,CHEMBL3242,198094.0,CHEMBL120886,ZSHHRBYVHTVRFK-UHFFFAOYSA-N,2018.0,2024.0,7.813333333333333,6.2,9.12,positive,"1740752,1740767,2599268"
chembl37_comprehensive,CHEMBL3242,1003690.0,CHEMBL1579806,AANJTRKLHIXTQA-UHFFFAOYSA-N,2016.0,2023.0,7.16,6.37,7.95,positive,"1551178,2354191"
chembl37_comprehensive,CHEMBL3242,1561755.0,CHEMBL2382337,AHYCTVUVTZKPOE-UHFFFAOYSA-N,2016.0,2024.0,8.26,8.08,8.44,positive,"1583616,2469384"
chembl37_comprehensive,CHEMBL3242,1970813.0,CHEMBL3633553,GQJHXMFPCFNLPS-UHFFFAOYSA-N,2015.0,2024.0,8.27,8.27,8.27,positive,"1524850,2651860"
chembl37_comprehensive,CHEMBL3242,2760477.0,CHEMBL5189246,MOSYWKMFSSCRBJ-CXUHLZMHSA-N,2021.0,2023.0,7.78,7.49,8.07,positive,"2191927,2502183"
chembl37_comprehensive,CHEMBL205,1096.0,CHEMBL18,OUZWUKMCLIBBOG-UHFFFAOYSA-N,2004.0,2024.0,7.697,5.1,9.52,positive,"302946,303080,303334,801483,805627,805628,945280,965225,989829,2647638"
chembl37_comprehensive,CHEMBL205,1124.0,CHEMBL19,FLOSMHQXBMRNHR-QPJJXVBHSA-N,2005.0,2024.0,7.672499999999999,7.26,8.32,positive,"302946,946752,1349400,2482658"
chembl37_comprehensive,CHEMBL205,278945.0,CHEMBL168552,SDYMYAFSQACTQP-UHFFFAOYSA-N,2005.0,2024.0,7.305,7.09,7.52,positive,"302349,2647638"
chembl37_comprehensive,CHEMBL205,441107.0,CHEMBL272881,OQPUCENNUFNCQO-UHFFFAOYSA-N,2008.0,2023.0,7.563333333333333,7.14,8.29,positive,"465606,1279537,2304704"
chembl37_comprehensive,CHEMBL205,793592.0,CHEMBL1369708,FXNKQWYBLXKGFU-UHFFFAOYSA-N,2016.0,2024.0,7.426666666666667,6.28,8.52,positive,"1566137,2191905,2434392"
chembl37_comprehensive,CHEMBL205,1003690.0,CHEMBL1579806,AANJTRKLHIXTQA-UHFFFAOYSA-N,2016.0,2023.0,7.535,6.33,8.74,positive,"1551176,2354189"
chembl37_comprehensive,CHEMBL205,1561755.0,CHEMBL2382337,AHYCTVUVTZKPOE-UHFFFAOYSA-N,2016.0,2024.0,8.105,8.09,8.12,positive,"1583614,2469382"
chembl37_comprehensive,CHEMBL205,1566005.0,CHEMBL2392423,OFLIERYFTMBNIX-UHFFFAOYSA-N,2013.0,2024.0,7.725,7.21,8.24,positive,"965225,2625266"
chembl37_comprehensive,CHEMBL205,1970813.0,CHEMBL3633553,GQJHXMFPCFNLPS-UHFFFAOYSA-N,2015.0,2024.0,7.64,7.64,7.64,positive,"1524848,2651858"
chembl37_comprehensive,CHEMBL205,2487581.0,CHEMBL4739913,JZWSZGVTKNYBGX-UHFFFAOYSA-N,2020.0,2023.0,8.49,7.7,9.28,positive,"2018972,2266077"
chembl37_comprehensive,CHEMBL205,2757175.0,CHEMBL5185944,VQTLMFWXGTZGQE-QYQHSDTDSA-N,2021.0,2024.0,7.605,6.69,8.52,positive,"2191905,2434396"
chembl37_comprehensive,CHEMBL3729,1096.0,CHEMBL18,OUZWUKMCLIBBOG-UHFFFAOYSA-N,2005.0,2024.0,6.716666666666666,6.08,7.04,positive,"302669,801484,2647639"
chembl37_comprehensive,CHEMBL3729,1125.0,CHEMBL20,BZKPWHYZMXOIDC-UHFFFAOYSA-N,2005.0,2024.0,7.081818181818182,5.31,8.07,positive,"302669,515684,801484,1441636,1657658,1816901,1816913,2081159,2279192,2341559,2602957"
