target_chembl_id,target_name,drug_chembl_id,drug_name,max_phase,withdrawn_flag,molecule_type,action_type,mechanism_of_action,direct_interaction,mec_id
CHEMBL1782,Farnesyl pyrophosphate synthase,CHEMBL675,ALENDRONATE SODIUM,4,0,Small molecule,INHIBITOR,Farnesyl diphosphate synthase inhibitor,1,1047
CHEMBL1782,Farnesyl pyrophosphate synthase,CHEMBL3989569,IBANDRONATE SODIUM,4,0,Small molecule,INHIBITOR,Farnesyl diphosphate synthase inhibitor,1,1050
CHEMBL1782,Farnesyl pyrophosphate synthase,CHEMBL319144,MINODRONIC ACID,4,0,Small molecule,INHIBITOR,Farnesyl diphosphate synthase inhibitor,1,7562
CHEMBL1782,Farnesyl pyrophosphate synthase,CHEMBL3989401,PAMIDRONATE DISODIUM,4,0,Small molecule,INHIBITOR,Farnesyl diphosphate synthase inhibitor,1,1051
CHEMBL1782,Farnesyl pyrophosphate synthase,CHEMBL1654,RISEDRONATE SODIUM,4,0,Small molecule,INHIBITOR,Farnesyl diphosphate synthase inhibitor,1,1048
CHEMBL1782,Farnesyl pyrophosphate synthase,CHEMBL4303669,ZOLEDRONIC ACID,4,0,Small molecule,INHIBITOR,Farnesyl diphosphate synthase inhibitor,1,1049
CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1694,BENAZEPRIL HYDROCHLORIDE,4,0,Small molecule,INHIBITOR,Angiotensin-converting enzyme inhibitor,1,113
CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1560,CAPTOPRIL,4,0,Small molecule,INHIBITOR,Angiotensin-converting enzyme inhibitor,1,114
CHEMBL1808,Angiotensin-converting enzyme,CHEMBL515606,CILAZAPRIL,4,0,Small molecule,INHIBITOR,Angiotensin-converting enzyme inhibitor,1,6674
CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1200659,ENALAPRIL MALEATE,4,0,Small molecule,INHIBITOR,Angiotensin-converting enzyme inhibitor,1,117
CHEMBL1808,Angiotensin-converting enzyme,CHEMBL3989406,ENALAPRILAT,4,0,Small molecule,INHIBITOR,Angiotensin-converting enzyme inhibitor,1,109
CHEMBL1808,Angiotensin-converting enzyme,CHEMBL3039596,FOSINOPRIL SODIUM,4,0,Small molecule,INHIBITOR,Angiotensin-converting enzyme inhibitor,1,111
CHEMBL1808,Angiotensin-converting enzyme,CHEMBL317094,IMIDAPRIL,4,0,Small molecule,INHIBITOR,Angiotensin-converting enzyme inhibitor,1,7552
CHEMBL1808,Angiotensin-converting enzyme,CHEMBL419213,LISINOPRIL,4,0,Small molecule,INHIBITOR,Angiotensin-converting enzyme inhibitor,1,116
CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1200534,MOEXIPRIL HYDROCHLORIDE,4,0,Small molecule,INHIBITOR,Angiotensin-converting enzyme inhibitor,1,108
CHEMBL1808,Angiotensin-converting enzyme,CHEMBL3544986,PERINDOPRIL ARGININE,4,0,Small molecule,INHIBITOR,Angiotensin-converting enzyme inhibitor,1,2399
CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1200343,PERINDOPRIL ERBUMINE,4,0,Small molecule,INHIBITOR,Angiotensin-converting enzyme inhibitor,1,115
CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1201011,QUINAPRIL HYDROCHLORIDE,4,0,Small molecule,INHIBITOR,Angiotensin-converting enzyme inhibitor,1,106
CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1168,RAMIPRIL,4,0,Small molecule,INHIBITOR,Angiotensin-converting enzyme inhibitor,1,110
CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1200831,SPIRAPRIL HYDROCHLORIDE,4,0,Small molecule,INHIBITOR,Angiotensin-converting enzyme inhibitor,1,118
CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1519,TRANDOLAPRIL,4,0,Small molecule,INHIBITOR,Angiotensin-converting enzyme inhibitor,1,107
CHEMBL1824,Receptor tyrosine-protein kinase erbB-2,CHEMBL2105712,AFATINIB DIMALEATE,4,0,Small molecule,INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,1,2257
CHEMBL1824,Receptor tyrosine-protein kinase erbB-2,CHEMBL2105719,DACOMITINIB,4,0,Small molecule,INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,1,5312
CHEMBL1824,Receptor tyrosine-protein kinase erbB-2,CHEMBL2110732,DACOMITINIB ANHYDROUS,4,0,Small molecule,INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,1,7416
CHEMBL1824,Receptor tyrosine-protein kinase erbB-2,CHEMBL1201179,LAPATINIB DITOSYLATE,4,0,Small molecule,INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,1,130
CHEMBL1824,Receptor tyrosine-protein kinase erbB-2,CHEMBL2364649,MARGETUXIMAB,4,0,Antibody,INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,1,5944
CHEMBL1824,Receptor tyrosine-protein kinase erbB-2,CHEMBL313972,MASOPROCOL,4,0,Small molecule,INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,1,4740
CHEMBL1824,Receptor tyrosine-protein kinase erbB-2,CHEMBL180022,NERATINIB,4,0,Small molecule,INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,1,5286
CHEMBL1824,Receptor tyrosine-protein kinase erbB-2,CHEMBL3989921,NERATINIB MALEATE,4,0,Small molecule,INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,1,7421
CHEMBL1824,Receptor tyrosine-protein kinase erbB-2,CHEMBL2007641,PERTUZUMAB,4,0,Antibody,INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,1,128
CHEMBL1824,Receptor tyrosine-protein kinase erbB-2,CHEMBL1201585,TRASTUZUMAB,4,0,Antibody,INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,1,127
CHEMBL1824,Receptor tyrosine-protein kinase erbB-2,CHEMBL4297844,TRASTUZUMAB DERUXTECAN,4,0,Antibody drug conjugate,BINDING AGENT,Receptor protein-tyrosine kinase erbB-2 binding agent,1,7490
CHEMBL1824,Receptor tyrosine-protein kinase erbB-2,CHEMBL1743082,TRASTUZUMAB EMTANSINE,4,0,Antibody drug conjugate,BINDING AGENT,Receptor protein-tyrosine kinase erbB-2 binding agent,1,129
CHEMBL1824,Receptor tyrosine-protein kinase erbB-2,CHEMBL1743082,TRASTUZUMAB EMTANSINE,4,0,Antibody drug conjugate,BINDING AGENT,Receptor protein-tyrosine kinase erbB-2 binding agent,1,6331
CHEMBL1824,Receptor tyrosine-protein kinase erbB-2,CHEMBL3989868,TUCATINIB,4,0,Small molecule,INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,1,4298
CHEMBL1824,Receptor tyrosine-protein kinase erbB-2,CHEMBL4650256,ZANIDATAMAB,4,0,Antibody,INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,1,9309
CHEMBL1827,"cGMP-specific 3',5'-cyclic phosphodiesterase",CHEMBL1963681,AVANAFIL,4,0,Small molecule,INHIBITOR,Phosphodiesterase 5A inhibitor,1,188
CHEMBL1827,"cGMP-specific 3',5'-cyclic phosphodiesterase",CHEMBL19449,IBUDILAST,4,0,Small molecule,INHIBITOR,Phosphodiesterase 5A inhibitor,1,7584
CHEMBL1827,"cGMP-specific 3',5'-cyclic phosphodiesterase",CHEMBL1737,SILDENAFIL CITRATE,4,0,Small molecule,INHIBITOR,Phosphodiesterase 5A inhibitor,1,187
CHEMBL1827,"cGMP-specific 3',5'-cyclic phosphodiesterase",CHEMBL779,TADALAFIL,4,0,Small molecule,INHIBITOR,Phosphodiesterase 5A inhibitor,1,185
CHEMBL1827,"cGMP-specific 3',5'-cyclic phosphodiesterase",CHEMBL1339,VARDENAFIL HYDROCHLORIDE,4,0,Small molecule,INHIBITOR,Phosphodiesterase 5A inhibitor,1,186
CHEMBL1844,Macrophage colony-stimulating factor 1 receptor,CHEMBL4594608,AXATILIMAB,4,0,Antibody,INHIBITOR,Macrophage colony stimulating factor receptor inhibitor,1,8708
CHEMBL1844,Macrophage colony-stimulating factor 1 receptor,CHEMBL1201733,PAZOPANIB HYDROCHLORIDE,4,0,Small molecule,INHIBITOR,Macrophage colony stimulating factor receptor inhibitor,1,235
CHEMBL1844,Macrophage colony-stimulating factor 1 receptor,CHEMBL3813873,PEXIDARTINIB,4,0,Small molecule,INHIBITOR,Macrophage colony stimulating factor receptor inhibitor,1,4796
CHEMBL1844,Macrophage colony-stimulating factor 1 receptor,CHEMBL3989973,PEXIDARTINIB HYDROCHLORIDE,4,0,Small molecule,INHIBITOR,Macrophage colony stimulating factor receptor inhibitor,1,7389
CHEMBL1844,Macrophage colony-stimulating factor 1 receptor,CHEMBL576982,QUIZARTINIB,4,0,Small molecule,INHIBITOR,Macrophage colony stimulating factor receptor inhibitor,1,5248
CHEMBL1844,Macrophage colony-stimulating factor 1 receptor,CHEMBL535,SUNITINIB,4,0,Small molecule,INHIBITOR,Macrophage colony stimulating factor receptor inhibitor,1,9798
CHEMBL1844,Macrophage colony-stimulating factor 1 receptor,CHEMBL1567,SUNITINIB MALATE,4,0,Small molecule,INHIBITOR,Macrophage colony stimulating factor receptor inhibitor,1,236
CHEMBL1862,Tyrosine-protein kinase ABL1,CHEMBL4208229,ASCIMINIB,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase ABL inhibitor,1,4093
CHEMBL1862,Tyrosine-protein kinase ABL1,CHEMBL288441,BOSUTINIB,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase ABL inhibitor,1,302
CHEMBL1862,Tyrosine-protein kinase ABL1,CHEMBL1421,DASATINIB ANHYDROUS,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase ABL inhibitor,1,301
CHEMBL1862,Tyrosine-protein kinase ABL1,CHEMBL1642,IMATINIB MESYLATE,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase ABL inhibitor,1,304
CHEMBL1862,Tyrosine-protein kinase ABL1,CHEMBL1201740,NILOTINIB HYDROCHLORIDE MONOHYDRATE,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase ABL inhibitor,1,300
CHEMBL1862,Tyrosine-protein kinase ABL1,CHEMBL1946170,REGORAFENIB,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase ABL inhibitor,1,303
CHEMBL1862,Tyrosine-protein kinase ABL1,CHEMBL3989869,UMBRALISIB TOSYLATE,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase ABL inhibitor,1,9123
CHEMBL1868,Vascular endothelial growth factor receptor 1,CHEMBL535,SUNITINIB,4,0,Small molecule,INHIBITOR,Vascular endothelial growth factor receptor 1 inhibitor,1,9803
CHEMBL1871,Androgen receptor,CHEMBL254328,ABIRATERONE,4,0,Small molecule,ANTAGONIST,Androgen Receptor antagonist,1,6884
CHEMBL1871,Androgen receptor,CHEMBL3183409,APALUTAMIDE,4,0,Small molecule,ANTAGONIST,Androgen Receptor antagonist,1,5219
CHEMBL1871,Androgen receptor,CHEMBL409,BICALUTAMIDE,4,0,Small molecule,ANTAGONIST,Androgen Receptor antagonist,1,1320
CHEMBL1871,Androgen receptor,CHEMBL3590187,CLASCOTERONE,4,0,Small molecule,ANTAGONIST,Androgen Receptor antagonist,1,4561
CHEMBL1871,Androgen receptor,CHEMBL1479,DANAZOL,4,0,Small molecule,AGONIST,Androgen Receptor agonist,1,1333
CHEMBL1871,Androgen receptor,CHEMBL4297185,DAROLUTAMIDE,4,0,Small molecule,ANTAGONIST,Androgen Receptor antagonist,1,5217
CHEMBL1871,Androgen receptor,CHEMBL1201048,DROMOSTANOLONE PROPIONATE,4,0,Small molecule,AGONIST,Androgen Receptor agonist,1,1319
CHEMBL1871,Androgen receptor,CHEMBL1082407,ENZALUTAMIDE,4,0,Small molecule,ANTAGONIST,Androgen Receptor antagonist,1,1331
CHEMBL1871,Androgen receptor,CHEMBL1200623,ETHYLESTRENOL,4,0,Small molecule,AGONIST,Androgen Receptor agonist,1,1322
CHEMBL1871,Androgen receptor,CHEMBL1445,FLUOXYMESTERONE,4,0,Small molecule,AGONIST,Androgen Receptor agonist,1,1330
CHEMBL1871,Androgen receptor,CHEMBL806,FLUTAMIDE,4,0,Small molecule,ANTAGONIST,Androgen Receptor antagonist,1,1317
CHEMBL1871,Androgen receptor,CHEMBL1395,METHYLTESTOSTERONE,4,0,Small molecule,AGONIST,Androgen Receptor agonist,1,1321
CHEMBL1871,Androgen receptor,CHEMBL1200946,NANDROLONE DECANOATE,4,0,Small molecule,AGONIST,Androgen Receptor agonist,1,1326
CHEMBL1871,Androgen receptor,CHEMBL1200412,NANDROLONE PHENPROPIONATE,4,0,Small molecule,AGONIST,Androgen Receptor agonist,1,1332
CHEMBL1871,Androgen receptor,CHEMBL1274,NILUTAMIDE,4,0,Small molecule,ANTAGONIST,Androgen Receptor antagonist,1,1318
CHEMBL1871,Androgen receptor,CHEMBL1200436,OXANDROLONE,4,0,Small molecule,AGONIST,Androgen Receptor agonist,1,1327
CHEMBL1871,Androgen receptor,CHEMBL1200585,OXYMETHOLONE,4,0,Small molecule,AGONIST,Androgen Receptor agonist,1,1316
CHEMBL1871,Androgen receptor,CHEMBL2079587,STANOZOLOL,4,0,Small molecule,AGONIST,Androgen Receptor agonist,1,1323
CHEMBL1871,Androgen receptor,CHEMBL386630,TESTOSTERONE,4,0,Small molecule,AGONIST,Androgen Receptor agonist,1,1329
CHEMBL1871,Androgen receptor,CHEMBL1201101,TESTOSTERONE CYPIONATE,4,0,Small molecule,AGONIST,Androgen Receptor agonist,1,1328
CHEMBL1871,Androgen receptor,CHEMBL1200335,TESTOSTERONE ENANTHATE,4,0,Small molecule,AGONIST,Androgen Receptor agonist,1,1325
CHEMBL1871,Androgen receptor,CHEMBL1170,TESTOSTERONE PROPIONATE,4,0,Small molecule,AGONIST,Androgen Receptor agonist,1,1324
CHEMBL1871,Androgen receptor,CHEMBL2107067,TESTOSTERONE UNDECANOATE,4,0,Small molecule,AGONIST,Androgen Receptor agonist,1,2270
CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,CHEMBL1908360,EVEROLIMUS,4,0,Small molecule,INHIBITOR,FK506-binding protein 1A inhibitor,1,384
CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,CHEMBL1200686,PIMECROLIMUS,4,0,Small molecule,INHIBITOR,FK506-binding protein 1A inhibitor,1,385
CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,CHEMBL413,SIROLIMUS,4,0,Small molecule,INHIBITOR,FK506-binding protein 1A inhibitor,1,383
CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,CHEMBL3989887,TACROLIMUS,4,0,Small molecule,INHIBITOR,FK506-binding protein 1A inhibitor,1,386
CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,CHEMBL1201182,TEMSIROLIMUS,4,0,Small molecule,INHIBITOR,FK506-binding protein 1A inhibitor,1,382
CHEMBL1908,"Cytochrome P450 11B1, mitochondrial",CHEMBL295698,LEVOKETOCONAZOLE,4,0,Small molecule,INHIBITOR,Cytochrome P450 11B1 inhibitor,1,9157
CHEMBL1908,"Cytochrome P450 11B1, mitochondrial",CHEMBL934,METYRAPONE,4,0,Small molecule,INHIBITOR,"Cytochrome P450 11B1, mitochondrial inhibitor",1,10126
CHEMBL1908,"Cytochrome P450 11B1, mitochondrial",CHEMBL1670,MITOTANE,4,0,Small molecule,INHIBITOR,Cytochrome P450 11B1 inhibitor,1,1369
CHEMBL1908,"Cytochrome P450 11B1, mitochondrial",CHEMBL3707393,OSILODROSTAT PHOSPHATE,4,0,Small molecule,INHIBITOR,Cytochrome P450 11B1 inhibitor,1,7465
CHEMBL1929,Xanthine dehydrogenase/oxidase,CHEMBL1467,ALLOPURINOL,4,0,Small molecule,INHIBITOR,Xanthine dehydrogenase inhibitor,1,439
CHEMBL1929,Xanthine dehydrogenase/oxidase,CHEMBL1200477,ALLOPURINOL SODIUM,4,0,Small molecule,INHIBITOR,Xanthine dehydrogenase inhibitor,1,437
CHEMBL1929,Xanthine dehydrogenase/oxidase,CHEMBL1164729,FEBUXOSTAT,4,0,Small molecule,INHIBITOR,Xanthine dehydrogenase inhibitor,1,438
CHEMBL1935,"Aldehyde dehydrogenase, mitochondrial",CHEMBL964,DISULFIRAM,4,0,Small molecule,INHIBITOR,Aldehyde dehydrogenase inhibitor,1,445
CHEMBL1936,Mast/stem cell growth factor receptor Kit,CHEMBL4204794,AVAPRITINIB,4,0,Small molecule,INHIBITOR,Stem cell growth factor receptor inhibitor,1,7482
CHEMBL1936,Mast/stem cell growth factor receptor Kit,CHEMBL1421,DASATINIB ANHYDROUS,4,0,Small molecule,INHIBITOR,Stem cell growth factor receptor inhibitor,1,446
CHEMBL1936,Mast/stem cell growth factor receptor Kit,CHEMBL1642,IMATINIB MESYLATE,4,0,Small molecule,INHIBITOR,Stem cell growth factor receptor inhibitor,1,451
CHEMBL1936,Mast/stem cell growth factor receptor Kit,CHEMBL608533,MIDOSTAURIN,4,0,Small molecule,INHIBITOR,Stem cell growth factor receptor inhibitor,1,5315
CHEMBL1936,Mast/stem cell growth factor receptor Kit,CHEMBL1201733,PAZOPANIB HYDROCHLORIDE,4,0,Small molecule,INHIBITOR,Stem cell growth factor receptor inhibitor,1,447
CHEMBL1936,Mast/stem cell growth factor receptor Kit,CHEMBL3813873,PEXIDARTINIB,4,0,Small molecule,INHIBITOR,Stem cell growth factor receptor inhibitor,1,4798
CHEMBL1936,Mast/stem cell growth factor receptor Kit,CHEMBL3989973,PEXIDARTINIB HYDROCHLORIDE,4,0,Small molecule,INHIBITOR,Stem cell growth factor receptor inhibitor,1,7427
CHEMBL1936,Mast/stem cell growth factor receptor Kit,CHEMBL576982,QUIZARTINIB,4,0,Small molecule,INHIBITOR,Stem cell growth factor receptor inhibitor,1,5250
CHEMBL1936,Mast/stem cell growth factor receptor Kit,CHEMBL1946170,REGORAFENIB,4,0,Small molecule,INHIBITOR,Stem cell growth factor receptor inhibitor,1,448
CHEMBL1936,Mast/stem cell growth factor receptor Kit,CHEMBL4216467,RIPRETINIB,4,0,Small molecule,INHIBITOR,Stem cell growth factor receptor inhibitor,1,7607
CHEMBL1936,Mast/stem cell growth factor receptor Kit,CHEMBL1200485,SORAFENIB TOSYLATE,4,0,Small molecule,INHIBITOR,Stem cell growth factor receptor inhibitor,1,449
CHEMBL1936,Mast/stem cell growth factor receptor Kit,CHEMBL535,SUNITINIB,4,0,Small molecule,INHIBITOR,Stem cell growth factor receptor inhibitor,1,9800
CHEMBL1936,Mast/stem cell growth factor receptor Kit,CHEMBL1567,SUNITINIB MALATE,4,0,Small molecule,INHIBITOR,Stem cell growth factor receptor inhibitor,1,450
CHEMBL1936,Mast/stem cell growth factor receptor Kit,CHEMBL2105756,TIVOZANIB HYDROCHLORIDE,4,0,Small molecule,INHIBITOR,Stem cell growth factor receptor inhibitor,1,8711
CHEMBL1937,Histone deacetylase 2,CHEMBL98,VORINOSTAT,4,0,Small molecule,INHIBITOR,Histone deacetylase 2 inhibitor,1,1489
CHEMBL1944,Neprilysin,CHEMBL2103772,RACECADOTRIL,4,0,Small molecule,INHIBITOR,Neprilysin inhibitor,1,9254
CHEMBL1944,Neprilysin,CHEMBL3137301,SACUBITRIL,4,0,Small molecule,INHIBITOR,Neprilysin inhibitor,1,2347
CHEMBL1947,Thyroid hormone receptor beta,CHEMBL3261331,RESMETIROM,4,0,Small molecule,AGONIST,Thyroid hormone receptor beta-1 agonist,1,4084
CHEMBL1952,Thymidylate synthase,CHEMBL1773,CAPECITABINE,4,0,Small molecule,INHIBITOR,Thymidylate synthase inhibitor,1,485
CHEMBL1952,Thymidylate synthase,CHEMBL917,FLOXURIDINE,4,0,Small molecule,INHIBITOR,Thymidylate synthase inhibitor,1,483
CHEMBL1952,Thymidylate synthase,CHEMBL185,FLUOROURACIL,4,0,Small molecule,INHIBITOR,Thymidylate synthase inhibitor,1,486
CHEMBL1952,Thymidylate synthase,CHEMBL225072,PEMETREXED,4,0,Small molecule,INHIBITOR,Thymidylate synthase inhibitor,1,9637
CHEMBL1952,Thymidylate synthase,CHEMBL2360464,PEMETREXED DISODIUM,4,0,Small molecule,INHIBITOR,Thymidylate synthase inhibitor,1,484
