排序,小分子药物名称,新靶点名称,pair_id,neural_score,positive_neighbor,target_prior,nearest_training_positive,A_neural_rank384,A_plus_neighbor_rank384,A_plus_prior_rank384,A_joint_blend_rank384
220,ketoprofen,PPARG — Peroxisome proliferator-activated receptor gamma,DKYWVDODHFEZIM-UHFFFAOYSA-N__CHEMBL235,4.578125,0.2542373,0.5108836124141779,VRXQBTAASDYONU-UHFFFAOYSA-N,7,10,9,15
221,vemurafenib,"PIK3CA — Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",GPXBXXGIAQBQNI-UHFFFAOYSA-N__CHEMBL4005,-11.625,0.29347825,0.8641393888406487,CGBJSGAELGCMKE-UHFFFAOYSA-N,284,33,128,20
222,metformin,FLT3 — Receptor-type tyrosine-protein kinase FLT3,XZWYZXLIPXDOLR-UHFFFAOYSA-N__CHEMBL1974,-10.9375,0.07462686,0.5001876453308749,XCHZMPYWMULFBJ-UHFFFAOYSA-N,288,176,259,157
223,alpelisib,MMP12 — Macrophage metalloelastase,STUWGJZDJHPWGZ-LBPRGKRZSA-N__CHEMBL4393,-7.421875,0.22093023,0.891881269806106,YJKZJSXUMXIJNB-VIFPVBQESA-N,32,35,28,25
224,pomalidomide,HDAC2 — Histone deacetylase 2,UVSMNLNDYGZFPF-UHFFFAOYSA-N__CHEMBL1937,-5.734375,0.18518518,0.8167282867018263,GWRCCABSMRGDID-UHFFFAOYSA-N,101,80,86,64
225,dabrafenib,HDAC1 — Histone deacetylase 1,BFSMGDJOXZAERB-UHFFFAOYSA-N__CHEMBL325,-10.625,0.2,0.737407035254896,HRNLUBSXIHFDHP-UHFFFAOYSA-N,357,148,289,113
226,telmisartan,MME — Neprilysin,RMMXLENWKUUMAY-UHFFFAOYSA-N__CHEMBL1944,2.1328125,0.22772278,0.9316856232889728,VDTTYZLMOYJNNT-YLJYHZDGSA-N,115,59,96,34
227,esmolol,CA4 — Carbonic anhydrase 4,AQNDDEOPVVGCPG-UHFFFAOYSA-N__CHEMBL3729,-5.46875,0.31666666,0.7948495395042364,RASGWFQDNMKKTJ-UHFFFAOYSA-N,23,9,20,9
228,levamlodipine,CA7 — Carbonic anhydrase 7,HTIQEAQVCYTUBX-KRWDZBQOSA-N__CHEMBL2326,5.421875,0.32394367,0.9191719901016979,PJDJUXUYWFQJHO-UHFFFAOYSA-N,17,2,14,2
229,nevirapine,"CYP17A1 — Steroid 17-alpha-hydroxylase/17,20 lyase",NQDJXKOVJZTUJA-UHFFFAOYSA-N__CHEMBL3522,-11.34375,0.15584415,0.5998023455217518,JBDFGDJIQMKOLL-PAPPXSOASA-N,381,294,377,268
230,pilocarpine,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",QCHFTSOMWOSFHM-WPRPVWTQSA-N__CHEMBL2722,-10.9375,0.0,0.5592884438783067,,284,376,267,367
231,idelalisib,HDAC11 — Histone deacetylase 11,IFSDAJWBUCMOAH-HNNXBMFYSA-N__CHEMBL3310,-1.6757812,0.14285715,0.6411339461649334,JHDKZFFAIZKUCU-UHFFFAOYSA-N,27,32,28,45
232,betrixaban,F7 — Coagulation factor VII,XHOLNRLADUSQLD-UHFFFAOYSA-N__CHEMBL3991,-0.064208984,0.25555557,0.6726325259879515,COJSZUJTKLRWGI-UHFFFAOYSA-N,355,236,350,195
233,tedizolid,NTRK2 — BDNF/NT-3 growth factors receptor,XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL4898,-5.484375,0.29347825,0.21525226140460627,IIXWYSCJSQVBQM-LLVKDONJSA-N,294,131,315,138
234,clascoterone,"CYP17A1 — Steroid 17-alpha-hydroxylase/17,20 lyase",GPNHMOZDMYNCPO-PDUMRIMRSA-N__CHEMBL3522,-6.765625,0.4027778,0.5998023455217518,JBDFGDJIQMKOLL-PAPPXSOASA-N,315,48,310,19
235,levamlodipine,DHFR — Dihydrofolate reductase,HTIQEAQVCYTUBX-KRWDZBQOSA-N__CHEMBL202,-5.546875,0.20987654,0.7298602290658921,UJIGCJXGPGPAHE-UHFFFAOYSA-N,182,113,163,96
236,acetaminophen,MIF — Macrophage migration inhibitory factor,RZVAJINKPMORJF-UHFFFAOYSA-N__CHEMBL2085,-11.78125,0.20454545,0.5895769217687635,QIBUCIJBAGYNNV-UHFFFAOYSA-N,230,150,212,132
237,gemcitabine,DNMT1 — DNA (cytosine-5)-methyltransferase 1,SDUQYLNIPVEERB-QPPQHZFASA-N__CHEMBL1993,-11.875,0.112676054,0.6101518125675298,SFGLNSONEHHWTJ-UHFFFAOYSA-N,296,272,221,232
238,pilocarpine,"CYP11B1 — Cytochrome P450 11B1, mitochondrial",QCHFTSOMWOSFHM-WPRPVWTQSA-N__CHEMBL1908,-10.0625,0.0,0.5592884438783067,,195,353,195,349
239,thalidomide,HDAC2 — Histone deacetylase 2,UEJJHQNACJXSKW-UHFFFAOYSA-N__CHEMBL1937,-5.703125,0.2195122,0.8167282867018263,MUSVYQMQNAIUDU-UHFFFAOYSA-N,87,52,75,43
240,etonogestrel,ESR2 — Estrogen receptor beta,GCKFUYQCUCGESZ-BPIQYHPVSA-N__CHEMBL242,10.0,0.32941177,0.6459083566389705,ZDCMJDVSSLHLLQ-GCNJZUOMSA-N,107,4,89,4
241,bictegravir,EZH2 — Histone-lysine N-methyltransferase EZH2,SOLUWJRYJLAZCX-LYOVBCGYSA-N__CHEMBL2189110,11.625,0.25,0.9339472622554956,ZOIBZSZLMJDVDQ-UHFFFAOYSA-N,48,1,7,1
242,baricitinib,HDAC1 — Histone deacetylase 1,XUZMWHLSFXCVMG-UHFFFAOYSA-N__CHEMBL325,-10.0,0.17045455,0.737407035254896,XRVFBQDNQDLPQV-UHFFFAOYSA-N,263,181,192,124
243,articaine,MME — Neprilysin,QTGIAADRBBLJGA-UHFFFAOYSA-N__CHEMBL1944,-9.5,0.24193548,0.9316856232889728,IDAODEAROOVHFR-JAVCKPHESA-N,381,219,350,146
244,oxycodone,CA2 — Carbonic anhydrase 2,BRUQQQPBMZOVGD-XFKAJCMBSA-N__CHEMBL205,0.030273438,0.25862068,0.819983354225141,YZNPQMQPXQZXCM-UHFFFAOYSA-N,74,19,62,10
245,bempedoic acid,MMP3 — Stromelysin-1,HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL283,3.140625,0.20689656,0.7330125410381872,UICDMTYNXJBPNZ-PKTZIBPZSA-N,243,68,217,54
246,olmesartan,MME — Neprilysin,VTRAEEWXHOVJFV-UHFFFAOYSA-N__CHEMBL1944,-3.765625,0.26373628,0.9316856232889728,BOAUMKBGSVYOEB-UHFFFAOYSA-N,121,25,79,15
247,duvelisib,HDAC11 — Histone deacetylase 11,SJVQHLPISAIATJ-ZDUSSCGKSA-N__CHEMBL3310,2.515625,0.13265306,0.6411339461649334,DMXROUYLQHFRCS-GIORXHJXSA-N,109,123,104,121
248,nilotinib,GART — Trifunctional purine biosynthetic protein adenosine-3,HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL3972,-11.53125,0.15929204,0.6509124348677248,GMLVQBYTPQKEQF-PYMCNQPYSA-N,274,259,229,238
249,landiolol,CYP26A1 — Cytochrome P450 26A1,WMDSZGFJQKSLLH-RBBKRZOGSA-N__CHEMBL5141,-9.25,0.0,0.5592884438783067,,289,350,285,345
250,rilpivirine,YES1 — Tyrosine-protein kinase Yes,YIBOMRUWOWDFLG-ONEGZZNKSA-N__CHEMBL2073,-0.1850586,0.33802816,0.13288461482039318,SFCBIFOAGRZJNX-UHFFFAOYSA-N,41,6,53,11
251,capmatinib,EZH2 — Histone-lysine N-methyltransferase EZH2,LIOLIMKSCNQPLV-UHFFFAOYSA-N__CHEMBL2189110,-12.1875,0.22950819,0.9339472622554956,VKTSBOIQJNMQAL-UHFFFAOYSA-N,311,144,168,83
252,bempedoic acid,HMGCR — 3-hydroxy-3-methylglutaryl-coenzyme A reductase,HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL402,7.0,0.2580645,0.505463790516651,NPOAOTPXWNWTSH-UHFFFAOYSA-N,121,5,120,8
253,thalidomide,HDAC11 — Histone deacetylase 11,UEJJHQNACJXSKW-UHFFFAOYSA-N__CHEMBL3310,-4.765625,0.1724138,0.6411339461649334,AYXFWPSPCQNMLC-LKLZPQJISA-N,72,73,67,78
254,nicotine,CYP46A1 — Cholesterol 24-hydroxylase,SNICXCGAKADSCV-JTQLQIEISA-N__CHEMBL4523510,-10.75,0.112676054,0.44664026110488625,HVYWMOMLDIMFJA-DPAQBDIFSA-N,358,304,340,296
255,hydroxychloroquine,CTSC — Dipeptidyl peptidase 1,XXSMGPRMXLTPCZ-UHFFFAOYSA-N__CHEMBL2252,7.875,0.0,0.5084440398893697,,96,259,104,280
256,paroxetine,MAOB — Amine oxidase [flavin-containing] B,AHOUBRCZNHFOSL-YOEHRIQHSA-N__CHEMBL2039,0.010070801,0.2857143,0.5014252029778439,LPRUBKCUOVXEHS-UHFFFAOYSA-N,325,86,319,60
257,lenalidomide,HDAC2 — Histone deacetylase 2,GOTYRUGSSMKFNF-UHFFFAOYSA-N__CHEMBL1937,-4.703125,0.1923077,0.8167282867018263,FQWUNUXAOHTLLG-ASDGIDEWSA-N,102,59,86,45
258,ranolazine,IGF1R — Insulin-like growth factor 1 receptor,XKLMZUWKNUAPSZ-UHFFFAOYSA-N__CHEMBL1957,-5.09375,0.2254902,0.1480466420960858,NXVHOYBQFPQTBF-UHFFFAOYSA-N,271,191,305,221
259,nimodipine,F7 — Coagulation factor VII,UIAGMCDKSXEBJQ-UHFFFAOYSA-N__CHEMBL3991,0.118652344,0.25,0.6726325259879515,PUUQNMDXLJJKHW-UHFFFAOYSA-N,280,133,265,112
260,articaine,XDH — Xanthine dehydrogenase/oxidase,QTGIAADRBBLJGA-UHFFFAOYSA-N__CHEMBL1929,-4.265625,0.2,0.4450465232061785,KFUNBSSTXGCSAP-UHFFFAOYSA-N,246,156,250,157
261,pemigatinib,CDK9 — Cyclin-dependent kinase 9,HCDMJFOHIXMBOV-UHFFFAOYSA-N__CHEMBL3116,-10.3125,0.21,0.1252797724059731,JRNJNYBQQYBCLE-UHFFFAOYSA-N,376,334,376,335
262,rilpivirine,FYN — Tyrosine-protein kinase Fyn,YIBOMRUWOWDFLG-ONEGZZNKSA-N__CHEMBL1841,-2.8671875,0.36363637,0.1267645370201877,NDIUYMHNCUTVGE-UHFFFAOYSA-N,65,11,78,14
263,teriflunomide,XDH — Xanthine dehydrogenase/oxidase,UTNUDOFZCWSZMS-YFHOEESVSA-N__CHEMBL1929,0.5566406,0.18644068,0.4450465232061785,ASANMKNBNVEBPD-XBXARRHUSA-N,62,52,64,66
264,baricitinib,HDAC11 — Histone deacetylase 11,XUZMWHLSFXCVMG-UHFFFAOYSA-N__CHEMBL3310,-9.5625,0.16129032,0.6411339461649334,PAWIYAYFNXQGAP-UHFFFAOYSA-N,202,184,183,144
265,dabrafenib,"PIK3CA — Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",BFSMGDJOXZAERB-UHFFFAOYSA-N__CHEMBL4005,-10.09375,0.2777778,0.8641393888406487,MUNMOKXVNKEMSH-UHFFFAOYSA-N,298,60,195,38
266,ruxolitinib,HDAC11 — Histone deacetylase 11,HFNKQEVNSGCOJV-OAHLLOKOSA-N__CHEMBL3310,-9.75,0.17977528,0.6411339461649334,PAWIYAYFNXQGAP-UHFFFAOYSA-N,116,90,109,84
267,alvimopan,EGLN3 — Prolyl hydroxylase EGLN3,UPNUIXSCZBYVBB-JVFUWBCBSA-N__CHEMBL5705,-4.0,0.15789473,0.6852060313416476,XKGRXBQGCQJOHQ-UHFFFAOYSA-N,113,167,106,152
268,retapamulin,FKBP1A — Peptidyl-prolyl cis-trans isomerase FKBP1A,STZYTFJPGGDRJD-NHUWBDDWSA-N__CHEMBL1902,11.03125,0.1796875,0.6853861741588732,QJJXYPPXXYFBGM-LFZNUXCKSA-N,12,2,14,3
269,pomalidomide,HDAC11 — Histone deacetylase 11,UVSMNLNDYGZFPF-UHFFFAOYSA-N__CHEMBL3310,-3.7890625,0.15789473,0.6411339461649334,AYXFWPSPCQNMLC-LKLZPQJISA-N,69,76,62,81
270,brivaracetam,CYP46A1 — Cholesterol 24-hydroxylase,MSYKRHVOOPPJKU-BDAKNGLRSA-N__CHEMBL4523510,-6.6875,0.125,0.44664026110488625,BHYOQNUELFTYRT-DPAQBDIFSA-N,248,230,252,230
271,meropenem,MMP7 — Matrilysin,DMJNNHOOLUXYBV-PQTSNVLCSA-N__CHEMBL4073,-6.53125,0.16666667,0.4649745113106394,PYXPFZLYNSTHAH-BBWFWOEESA-N,171,108,186,109
272,mirdametinib,HDAC11 — Histone deacetylase 11,SUDAHWBOROXANE-SECBINFHSA-N__CHEMBL3310,-11.15625,0.14634146,0.6411339461649334,RHUMXXCHLQENCI-UHFFFAOYSA-N,105,178,105,147
273,esmolol,CA7 — Carbonic anhydrase 7,AQNDDEOPVVGCPG-UHFFFAOYSA-N__CHEMBL2326,-5.390625,0.31666666,0.9191719901016979,RASGWFQDNMKKTJ-UHFFFAOYSA-N,22,8,18,7
274,ivabradine,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",ACRHBAYQBXXRTO-OAQYLSRUSA-N__CHEMBL2722,-5.03125,0.0,0.5592884438783067,,290,368,283,367
275,epinephrine,FAAH — Fatty-acid amide hydrolase 1,UCTWMZQNUQWSLP-VIFPVBQESA-N__CHEMBL2243,-8.6875,0.13559322,0.9197828775980786,VSACPUZGCZYHIG-UHFFFAOYSA-N,335,278,279,200
276,eltrombopag,LCK — Tyrosine-protein kinase Lck,XDXWLKQMMKQXPV-QYQHSDTDSA-N__CHEMBL258,-10.1875,0.22826087,0.26251391327850926,WAKUIUNRDNSMQR-UHFFFAOYSA-N,358,171,369,187
277,vorapaxar,DPP4 — Dipeptidyl peptidase 4,ZBGXUVOIWDMMJE-QHNZEKIYSA-N__CHEMBL284,-8.015625,0.2020202,0.8424740009415945,FVFDGGRWCKJRGQ-UHFFFAOYSA-N,379,317,368,248
278,bazedoxifene,RET — Proto-oncogene tyrosine-protein kinase receptor Ret,UCJGJABZCDBEDK-UHFFFAOYSA-N__CHEMBL2041,11.375,0.3902439,0.2470355700613826,AQSSMEORRLJZLU-UHFFFAOYSA-N,5,3,27,5
279,hydroxychloroquine,TYK2 — Non-receptor tyrosine-protein kinase TYK2,XXSMGPRMXLTPCZ-UHFFFAOYSA-N__CHEMBL3553,2.90625,0.21978022,0.8742996130341434,JWMNWMLDJKHWSK-UHFFFAOYSA-N,225,111,196,74
280,perampanel,CYP46A1 — Cholesterol 24-hydroxylase,PRMWGUBFXWROHD-UHFFFAOYSA-N__CHEMBL4523510,-9.6875,0.041666668,0.44664026110488625,BHYOQNUELFTYRT-DPAQBDIFSA-N,361,366,356,365
281,aripiprazole,MAOB — Amine oxidase [flavin-containing] B,CEUORZQYGODEFX-UHFFFAOYSA-N__CHEMBL2039,3.625,0.43939394,0.5014252029778439,MHQJPPPGGALWQB-UHFFFAOYSA-N,256,5,248,5
282,calcipotriene,EGLN3 — Prolyl hydroxylase EGLN3,LWQQLNNNIPYSNX-UROSTWAQSA-N__CHEMBL5705,10.875,0.036144577,0.6852060313416476,XKGRXBQGCQJOHQ-UHFFFAOYSA-N,158,260,95,236
283,imipenem,FAAH — Fatty-acid amide hydrolase 1,ZSKVGTPCRGIANV-ZXFLCMHBSA-N__CHEMBL2243,-3.8671875,0.1764706,0.9197828775980786,XRAQVGGXXBBGQA-INIZCTEOSA-N,157,99,133,69
284,meloxicam,DHFR — Dihydrofolate reductase,ZRVUJXDFFKFLMG-UHFFFAOYSA-N__CHEMBL202,-0.23095703,0.15714286,0.7298602290658921,DVMGYNDSEAONDP-UHFFFAOYSA-N,203,185,181,160
285,crisaborole,FAAH — Fatty-acid amide hydrolase 1,USZAGAREISWJDP-UHFFFAOYSA-N__CHEMBL2243,7.359375,0.29411766,0.9197828775980786,TVALGGMBIXIBRP-INIZCTEOSA-N,202,8,139,6
286,deutetrabenazine,UGCG — Ceramide glucosyltransferase,MKJIEFSOBYUXJB-WEZHFFAMSA-N__CHEMBL2063,7.96875,0.0,0.32899320228135687,,51,203,63,262
287,tazemetostat,DHFR — Dihydrofolate reductase,NSQSAUGJQHDYNO-UHFFFAOYSA-N__CHEMBL202,9.96875,0.16831683,0.7298602290658921,TXHFCRNTZQVBKZ-UHFFFAOYSA-N,69,114,58,92
288,zavegepant,INSR — Insulin receptor,JJVAPHYEOZSKJZ-JGCGQSQUSA-N__CHEMBL1981,9.90625,0.22689076,0.05413195211933251,QQWUGDVOUVUTOY-UHFFFAOYSA-N,108,61,165,115
289,olmesartan,EGLN3 — Prolyl hydroxylase EGLN3,VTRAEEWXHOVJFV-UHFFFAOYSA-N__CHEMBL5705,-1.7773438,0.15789473,0.6852060313416476,XKGRXBQGCQJOHQ-UHFFFAOYSA-N,64,95,56,98
290,atrasentan,ERBB2 — Receptor tyrosine-protein kinase erbB-2,MOTJMGVDPWRKOC-QPVYNBJUSA-N__CHEMBL1824,-10.8125,0.15833333,0.15372518515474767,RRMJMHOQSALEJJ-UHFFFAOYSA-N,299,244,361,268
291,colchicine,FKBP1A — Peptidyl-prolyl cis-trans isomerase FKBP1A,IAKHMKGGTNLKSZ-INIZCTEOSA-N__CHEMBL1902,-8.15625,0.2962963,0.6853861741588732,LBLTWQAWIYVBFM-UHFFFAOYSA-N,163,27,139,21
292,ivabradine,"CYP11B1 — Cytochrome P450 11B1, mitochondrial",ACRHBAYQBXXRTO-OAQYLSRUSA-N__CHEMBL1908,-4.90625,0.0,0.5592884438783067,,283,367,281,366
293,methylnaltrexone,CA2 — Carbonic anhydrase 2,JVLBPIPGETUEET-WIXLDOGYSA-O__CHEMBL205,6.53125,0.20588236,0.819983354225141,FSMRTTIHBZCVJG-UHFFFAOYSA-N,62,9,41,8
294,raloxifene,RET — Proto-oncogene tyrosine-protein kinase receptor Ret,GZUITABIAKMVPG-UHFFFAOYSA-N__CHEMBL2041,11.71875,0.3452381,0.2470355700613826,AQSSMEORRLJZLU-UHFFFAOYSA-N,16,5,55,7
295,olopatadine,NR3C1 — Glucocorticoid receptor,JBIMVDZLSHOPLA-LSCVHKIXSA-N__CHEMBL2034,11.5,0.22222222,0.8944653099983191,FLGSUSWMWSZVMP-UHFFFAOYSA-N,13,8,5,8
296,amisulpride,CA2 — Carbonic anhydrase 2,NTJOBXMMWNYJFB-UHFFFAOYSA-N__CHEMBL205,4.328125,0.33333334,0.819983354225141,NKYZAALBVOKIMZ-UHFFFAOYSA-N,26,5,21,4
297,ozanimod,EZH2 — Histone-lysine N-methyltransferase EZH2,XRVDGNKRPOAQTN-FQEVSTJZSA-N__CHEMBL2189110,-1.7773438,0.19354838,0.9339472622554956,SMILMVOWBJECEY-UHFFFAOYSA-N,281,208,259,150
298,aclidinium,PPARG — Peroxisome proliferator-activated receptor gamma,ASMXXROZKSBQIH-VITNCHFBSA-N__CHEMBL235,-2.09375,0.26744187,0.5108836124141779,KWSPYUOBNIMILB-UHFFFAOYSA-N,276,113,280,88
299,enzalutamide,NTRK1 — High affinity nerve growth factor receptor,WXCXUHSOUPDCQV-UHFFFAOYSA-N__CHEMBL2815,-8.28125,0.1919192,0.22068900721533455,FWLMVFUGMHIOAA-UHFFFAOYSA-N,142,79,191,134
300,glycopyrronium,CYP26A1 — Cytochrome P450 26A1,ANGKOCUUWGHLCE-HKUYNNGSSA-N__CHEMBL5141,-3.96875,0.0,0.5592884438783067,,252,362,250,360
301,dolutegravir,MAPK8 — Mitogen-activated protein kinase 8,RHWKPHLQXYSBKR-BMIGLBTASA-N__CHEMBL2276,2.1328125,0.24731183,0.16062772085925356,KKKRKRMVJRHDMG-UHFFFAOYSA-N,240,124,257,140
302,pemigatinib,"PDE3A — cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A",HCDMJFOHIXMBOV-UHFFFAOYSA-N__CHEMBL241,6.09375,0.3043478,0.5087188888056333,FDVCQTUMHBUUBK-UHFFFAOYSA-N,117,16,116,15
303,vigabatrin,MMP8 — Neutrophil collagenase,PJDFLNIOAUIZSL-UHFFFAOYSA-N__CHEMBL4588,-2.09375,0.24,0.8084995520883065,KGICPKKIUBLFER-VQTJNVASSA-N,71,17,63,13
304,vardenafil,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",SECKRCOLJRRGGV-UHFFFAOYSA-N__CHEMBL2722,6.03125,0.0,0.5592884438783067,,236,326,226,329
305,trametinib,DHFR — Dihydrofolate reductase,LIRYPHYGHXZJBZ-UHFFFAOYSA-N__CHEMBL202,-10.8125,0.125,0.7298602290658921,YZUAKSJUXZOMNM-UHFFFAOYSA-N,22,235,28,189
306,mesalamine,XDH — Xanthine dehydrogenase/oxidase,KBOPZPXVLCULAV-UHFFFAOYSA-N__CHEMBL1929,-8.71875,0.26086956,0.4450465232061785,ASANMKNBNVEBPD-XBXARRHUSA-N,170,63,190,61
307,rivaroxaban,LCK — Tyrosine-protein kinase Lck,KGFYHTZWPPHNLQ-AWEZNQCLSA-N__CHEMBL258,0.2841797,0.2037037,0.26251391327850926,XHKSVLUVUFKWKF-UHFFFAOYSA-N,211,139,224,152
308,selumetinib,UGCG — Ceramide glucosyltransferase,CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL2063,-9.875,0.0,0.32899320228135687,,61,319,188,364
309,sotalol,CYP26A1 — Cytochrome P450 26A1,ZBMZVLHSJCTVON-UHFFFAOYSA-N__CHEMBL5141,-6.3125,0.0,0.5592884438783067,,169,327,171,324
310,sufentanil,F12 — Coagulation factor XII,GGCSSNBKKAUURC-UHFFFAOYSA-N__CHEMBL2821,-3.890625,0.15517241,0.6509338852208044,FUEGWHHUYNHBNI-UHFFFAOYSA-N,334,314,326,292
311,levamlodipine,CA1 — Carbonic anhydrase 1,HTIQEAQVCYTUBX-KRWDZBQOSA-N__CHEMBL261,-3.7265625,0.3846154,0.730863766469765,NJYQSMOEYIEVEN-UHFFFAOYSA-N,138,11,127,5
312,calcipotriene,AR — Androgen receptor,LWQQLNNNIPYSNX-UROSTWAQSA-N__CHEMBL1871,11.96875,0.16455697,0.8364033755961726,NVKAWKQGWWIWPM-ABEVXSGRSA-N,27,7,6,4
313,norephinephrine,CTSC — Dipeptidyl peptidase 1,SFLSHLFXELFNJZ-QMMMGPOBSA-N__CHEMBL2252,-8.59375,0.0,0.5084440398893697,,242,352,257,353
314,brexpiprazole,"PDE5A — cGMP-specific 3',5'-cyclic phosphodiesterase",ZKIAIYBUSXZPLP-UHFFFAOYSA-N__CHEMBL1827,-8.03125,0.22429906,0.7905877050353558,OLQNPCDTUVACCH-UHFFFAOYSA-N,336,224,304,169
315,aripiprazole,PTK2 — Focal adhesion kinase 1,CEUORZQYGODEFX-UHFFFAOYSA-N__CHEMBL2695,10.875,0.20618556,0.21983346014586372,JOOXLOJCABQBSG-UHFFFAOYSA-N,45,46,89,84
316,ivosidenib,AKT1 — RAC-alpha serine/threonine-protein kinase,WIJZXSAJMHAVGX-DHLKQENFSA-N__CHEMBL4282,-2.7578125,0.17948718,0.19252420615100949,AFJRDFWMXUECEW-LBPRGKRZSA-N,325,260,329,271
317,afatinib,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",ULXXDDBFHOBEHA-CWDCEQMOSA-N__CHEMBL2722,-7.421875,0.0,0.5592884438783067,,65,310,64,309
318,baclofen,CYP46A1 — Cholesterol 24-hydroxylase,KPYSYYIEGFHWSV-UHFFFAOYSA-N__CHEMBL4523510,-6.03125,0.07692308,0.44664026110488625,BHYOQNUELFTYRT-DPAQBDIFSA-N,68,215,77,238
319,clobazam,CYP46A1 — Cholesterol 24-hydroxylase,CXOXHMZGEKVPMT-UHFFFAOYSA-N__CHEMBL4523510,-3.6796875,0.057471264,0.44664026110488625,BHYOQNUELFTYRT-DPAQBDIFSA-N,212,294,207,299
320,esmolol,ACE — Angiotensin-converting enzyme,AQNDDEOPVVGCPG-UHFFFAOYSA-N__CHEMBL1808,-3.2265625,0.27272728,0.5058125925370889,RUTFYHHMLQZRQB-XPGWFJOJSA-N,12,10,13,11
321,ozenoxacin,TYK2 — Non-receptor tyrosine-protein kinase TYK2,XPIJWUTXQAGSLK-UHFFFAOYSA-N__CHEMBL3553,-11.21875,0.33333334,0.8742996130341434,ZGJJVHLBXISWDN-UHFFFAOYSA-N,363,112,306,71
322,dexrazoxane,MMP7 — Matrilysin,BMKDZUISNHGIBY-ZETCQYMHSA-N__CHEMBL4073,-0.29882812,0.15068494,0.4649745113106394,YKHOQKKUOWOUDP-CTNGQTDRSA-N,74,54,83,59
323,rolapitant,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",FIVSJYGQAIEMOC-ZGNKEGEESA-N__CHEMBL3535,-5.1875,0.2020202,0.7574110554847884,HUJVIDLHYSWEKF-UHFFFAOYSA-N,364,302,359,227
324,glasdegib,FLT3 — Receptor-type tyrosine-protein kinase FLT3,SFNSLLSYNZWZQG-VQIMIIECSA-N__CHEMBL1974,-5.421875,0.3218391,0.5001876453308749,HGLWPJISHDLCTE-UHFFFAOYSA-N,138,50,143,46
325,bempedoic acid,MMP12 — Macrophage metalloelastase,HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL4393,7.859375,0.14285715,0.891881269806106,BVKYTKVUMKYONQ-NSOVKSMOSA-N,82,57,43,40
326,pomalidomide,"PIK3CA — Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",UVSMNLNDYGZFPF-UHFFFAOYSA-N__CHEMBL4005,-9.75,0.21794872,0.8641393888406487,CWSCKWGKRCMORG-SHTZXODSSA-N,253,111,179,79
327,relugolix,KDR — Vascular endothelial growth factor receptor 2,AOMXMOCNKJTRQP-UHFFFAOYSA-N__CHEMBL279,3.8828125,0.24489796,0.5521203792927329,MPVGZUGXCQEXTM-UHFFFAOYSA-N,232,87,225,73
328,oliceridine,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",DMNOVGJWPASQDL-OAQYLSRUSA-N__CHEMBL2722,-10.0625,0.0,0.5592884438783067,,372,382,363,381
329,diazepam,CYP46A1 — Cholesterol 24-hydroxylase,AAOVKJBEBIDNHE-UHFFFAOYSA-N__CHEMBL4523510,-10.6875,0.055555556,0.44664026110488625,BHYOQNUELFTYRT-DPAQBDIFSA-N,329,329,319,325
330,dimethyl fumarate,HMGCR — 3-hydroxy-3-methylglutaryl-coenzyme A reductase,LDCRTTXIJACKKU-ONEGZZNKSA-N__CHEMBL402,-10.59375,0.16666667,0.505463790516651,NPOAOTPXWNWTSH-UHFFFAOYSA-N,279,115,289,127
331,linagliptin,"PDE5A — cGMP-specific 3',5'-cyclic phosphodiesterase",LTXREWYXXSTFRX-QGZVFWFLSA-N__CHEMBL1827,9.625,0.24742268,0.7905877050353558,AWQWORNBPXKLGA-UHFFFAOYSA-N,67,13,51,11
332,colchicine,UGCG — Ceramide glucosyltransferase,IAKHMKGGTNLKSZ-INIZCTEOSA-N__CHEMBL2063,-5.625,0.0,0.32899320228135687,,70,311,86,317
333,umeclidinium,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",FVTWTVQXNAJTQP-UHFFFAOYSA-N__CHEMBL2722,1.1484375,0.0,0.5592884438783067,,288,357,279,360
334,brexanolone,ESR1 — Estrogen receptor,AURFZBICLPNKBZ-SYBPFIFISA-N__CHEMBL206,-2.4140625,0.27941176,0.6740886284287014,SIGYNICWUVIPKP-JPVHLGFFSA-N,207,37,201,24
