name,cutoff,seed,recipe,representation,folder,selected_epoch,parameters,selection,d2t_ap,d2t_r20,d2t_measured_ap,t2d_ap,t2d_r20,t2d_measured_ap
capacity,2020,20260922,baseline,drugclip,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/reproduction/development/capacity/seed_20260922,7,2711508,0.4188052530427787,0.3436312114537917,0.6186274509803921,0.8534971773394299,0.3131039006658475,0.6410256410256411,0.738267625347975
capacity,2020,20260923,baseline,drugclip,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/reproduction/development/capacity/seed_20260923,4,2711508,0.4102016793473749,0.3590246002371127,0.6107843137254901,0.8454102900090165,0.327772268572668,0.5213675213675213,0.7307458530080218
global_ema,2018,20260921,global_ema,drugclip,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/optimization/roll_2018/global_ema/seed_20260921,4,838292,0.3936102265475356,0.34715831861984475,0.6071428571428571,0.8836725571396736,0.2883421431300714,0.5340909090909091,0.8381365997533757
global_ema,2018,20260922,global_ema,drugclip,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/optimization/roll_2018/global_ema/seed_20260922,7,838292,0.39984717616223814,0.3571092202121364,0.6865079365079365,0.8721207189204598,0.2548922973324153,0.5511363636363636,0.8568886595180548
global_ema,2018,20260923,global_ema,drugclip,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/optimization/roll_2018/global_ema/seed_20260923,9,838292,0.38934982709867916,0.35703074227751586,0.5912698412698413,0.8833849255094399,0.26660636421345374,0.5492424242424242,0.848180673656594
global_ema,2020,20260921,global_ema,drugclip,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/optimization/roll_2020/global_ema/seed_20260921,3,838292,0.4385102095896618,0.39020786434107424,0.6950980392156862,0.8496700427436465,0.28822251255160314,0.6452991452991452,0.7432034158094053
global_ema,2020,20260922,global_ema,drugclip,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/optimization/roll_2020/global_ema/seed_20260922,4,838292,0.4311845417417994,0.37345340696698054,0.6671568627450979,0.8516280901107103,0.33448281873788055,0.5555555555555555,0.7340400040575262
global_ema,2020,20260923,global_ema,drugclip,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/optimization/roll_2020/global_ema/seed_20260923,3,838292,0.4093035283088444,0.32245736412724707,0.6450980392156862,0.8635632515002405,0.3269209563586994,0.5683760683760684,0.7476817040405149
global_query,2018,20260921,global_query,drugclip,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/optimization/roll_2018/global_query/seed_20260921,8,838292,0.3850824185630016,0.31590148865646195,0.5912698412698413,0.886356647895815,0.28255600903127304,0.5795454545454546,0.8545122362789871
global_query,2018,20260922,global_query,drugclip,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/optimization/roll_2018/global_query/seed_20260922,5,838292,0.3864070507956913,0.323881416609798,0.6230158730158729,0.8749710513611286,0.28423582190355645,0.5340909090909091,0.8475045054321187
global_query,2018,20260923,global_query,drugclip,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/optimization/roll_2018/global_query/seed_20260923,8,838292,0.41358261586719147,0.3457990724400696,0.6468253968253967,0.8874787709645791,0.3248884262033594,0.5454545454545454,0.8438253082678154
global_query,2020,20260921,global_query,drugclip,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/optimization/roll_2020/global_query/seed_20260921,9,838292,0.4399899548992241,0.41811175619781166,0.6490196078431373,0.8212860262674531,0.3126826419844145,0.579059829059829,0.7434225746005028
global_query,2020,20260922,global_query,drugclip,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/optimization/roll_2020/global_query/seed_20260922,4,838292,0.4250965266998966,0.367146200115304,0.5642156862745097,0.8533556535710247,0.3455353219792078,0.6068376068376068,0.7452917381197647
global_query,2020,20260923,global_query,drugclip,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/optimization/roll_2020/global_query/seed_20260923,4,838292,0.423899384823723,0.3396028991105688,0.6274509803921569,0.8538026104492135,0.33156836629830166,0.6324786324786325,0.7365045973263626
global_assay,2018,20260921,global_assay,drugclip,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/optimization/roll_2018/global_assay/seed_20260921,11,838292,0.38290807180440983,0.3293627288330042,0.5992063492063492,0.8768051913615396,0.29844202796128994,0.48863636363636365,0.8480932024896539
global_assay,2018,20260922,global_assay,drugclip,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/optimization/roll_2018/global_assay/seed_20260922,6,838292,0.39391695504131785,0.36492576455241454,0.6349206349206349,0.8744535256197141,0.2481826660541955,0.5606060606060606,0.8475171100085965
global_assay,2018,20260923,global_assay,drugclip,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/optimization/roll_2018/global_assay/seed_20260923,5,838292,0.3992968885609407,0.3317854838312136,0.6349206349206349,0.868646880202232,0.2966941854028903,0.5606060606060606,0.8455649921519375
global_assay,2020,20260921,global_assay,drugclip,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/optimization/roll_2020/global_assay/seed_20260921,5,838292,0.432230789019004,0.3790577808254067,0.6156862745098038,0.8128448101834003,0.3264540188712091,0.6196581196581196,0.7377394473180486
global_assay,2020,20260922,global_assay,drugclip,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/optimization/roll_2020/global_assay/seed_20260922,7,838292,0.4445179967500247,0.35401848202963,0.6950980392156862,0.8468457066953602,0.3250934845519964,0.6837606837606837,0.7549673069337363
global_assay,2020,20260923,global_assay,drugclip,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/optimization/roll_2020/global_assay/seed_20260923,5,838292,0.40892328577656023,0.33763589410201617,0.6009803921568626,0.8529087791144104,0.30758556019602085,0.6196581196581196,0.7520190621183114
bermol,2018,20260921,global_ema,bermol,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/representations/bermol/optimization/roll_2018/global_ema/seed_20260921,12,887956,0.38469634599039443,0.3231403237631402,0.6428571428571429,0.8689262363302068,0.29106630485505536,0.48863636363636365,0.8214637967490689
bermol,2018,20260922,global_ema,bermol,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/representations/bermol/optimization/roll_2018/global_ema/seed_20260922,7,887956,0.3634478331762151,0.33605721381427245,0.5793650793650793,0.8711705492871872,0.2592606521561133,0.45454545454545453,0.8298611756928151
bermol,2018,20260923,global_ema,bermol,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/representations/bermol/optimization/roll_2018/global_ema/seed_20260923,5,887956,0.4053739903710476,0.38079264337278634,0.626984126984127,0.8707969774012324,0.29767231365519137,0.4924242424242424,0.8228728599962335
bermol,2020,20260921,global_ema,bermol,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/representations/bermol/optimization/roll_2020/global_ema/seed_20260921,9,887956,0.3098223539195328,0.32611555032205447,0.5843137254901961,0.829005452549162,0.14017283859692958,0.39316239316239315,0.7022988054917952
bermol,2020,20260922,global_ema,bermol,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/representations/bermol/optimization/roll_2020/global_ema/seed_20260922,4,887956,0.3933483779389491,0.37118349709411325,0.5794117647058823,0.8299558752555442,0.2754119546340629,0.5341880341880342,0.7048928197031494
bermol,2020,20260923,global_ema,bermol,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/representations/bermol/optimization/roll_2020/global_ema/seed_20260923,5,887956,0.35757796708039474,0.3652372881578031,0.6352941176470589,0.8281647116394862,0.17993268458213096,0.47649572649572647,0.7036394335676809
bermol_morgan,2018,20260921,global_ema,bermol_morgan,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/representations/bermol_morgan/optimization/roll_2018/global_ema/seed_20260921,9,1285268,0.43578531001642373,0.38633296309169163,0.626984126984127,0.8778982940879503,0.3562942059100882,0.5454545454545454,0.8291945670038375
bermol_morgan,2018,20260922,global_ema,bermol_morgan,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/representations/bermol_morgan/optimization/roll_2018/global_ema/seed_20260922,10,1285268,0.4179688462652175,0.4127920301358616,0.5912698412698413,0.8443627785200941,0.29017863761015267,0.5549242424242423,0.8384251197860206
bermol_morgan,2018,20260923,global_ema,bermol_morgan,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/representations/bermol_morgan/optimization/roll_2018/global_ema/seed_20260923,8,1285268,0.41146451864567163,0.3663322667598764,0.6746031746031745,0.8620629452845935,0.28964551687834444,0.5378787878787878,0.8177193724867491
bermol_morgan,2020,20260921,global_ema,bermol_morgan,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/representations/bermol_morgan/optimization/roll_2020/global_ema/seed_20260921,10,1285268,0.39813487572715606,0.41969635419995016,0.6254901960784314,0.8493825327634866,0.23364741915538043,0.5042735042735043,0.6980680516604931
bermol_morgan,2020,20260922,global_ema,bermol_morgan,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/representations/bermol_morgan/optimization/roll_2020/global_ema/seed_20260922,4,1285268,0.391533740625799,0.39669736779572573,0.6617647058823529,0.8305538876189091,0.1672947461232777,0.6324786324786325,0.7118177350776743
bermol_morgan,2020,20260923,global_ema,bermol_morgan,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/representations/bermol_morgan/optimization/roll_2020/global_ema/seed_20260923,4,1285268,0.40049216658437725,0.3631481660103026,0.6529411764705882,0.8392227487829382,0.24120997424154894,0.6068376068376068,0.7062166617905383
morgan,2018,20260921,global_ema,morgan,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/representations/morgan/optimization/roll_2018/global_ema/seed_20260921,4,1136276,0.38799493886401154,0.33526572346387307,0.5674603174603174,0.858895812430635,0.30119786191134856,0.5340909090909091,0.8330056489659279
morgan,2018,20260922,global_ema,morgan,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/representations/morgan/optimization/roll_2018/global_ema/seed_20260922,11,1136276,0.4029253152860679,0.3993827302726703,0.5476190476190477,0.8405530067927565,0.2979827345520877,0.5113636363636364,0.8260341470146232
morgan,2018,20260923,global_ema,morgan,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/representations/morgan/optimization/roll_2018/global_ema/seed_20260923,7,1136276,0.388716577142895,0.3512232205739708,0.5416666666666666,0.8451614065333314,0.298356610223911,0.5340909090909091,0.823442747101827
morgan,2020,20260921,global_ema,morgan,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/representations/morgan/optimization/roll_2020/global_ema/seed_20260921,6,1136276,0.3493107589431588,0.3353863416329173,0.5519607843137254,0.85377303249947,0.21913006939623295,0.48290598290598286,0.6948425749381554
morgan,2020,20260922,global_ema,morgan,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/representations/morgan/optimization/roll_2020/global_ema/seed_20260922,3,1136276,0.3243443584526935,0.31399214675913806,0.5784313725490196,0.834107614694948,0.16883616461399614,0.45726495726495725,0.700344444418954
morgan,2020,20260923,global_ema,morgan,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/representations/morgan/optimization/roll_2020/global_ema/seed_20260923,4,1136276,0.36901533300598766,0.3803505507728311,0.5176470588235295,0.844769307183457,0.24517052564591404,0.48290598290598286,0.6933975511570634
drugclip_morgan,2018,20260921,global_ema,drugclip_morgan,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/representations/drugclip_morgan/optimization/roll_2018/global_ema/seed_20260921,6,1235604,0.450563734536916,0.4025858041249244,0.6865079365079365,0.8680912903932974,0.3567552308537722,0.5454545454545454,0.8479081546028177
drugclip_morgan,2018,20260922,global_ema,drugclip_morgan,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/representations/drugclip_morgan/optimization/roll_2018/global_ema/seed_20260922,6,1235604,0.455497719748129,0.407624483638264,0.6428571428571429,0.8855139836306214,0.3601704855864461,0.6022727272727273,0.8396172164903811
drugclip_morgan,2018,20260923,global_ema,drugclip_morgan,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/representations/drugclip_morgan/optimization/roll_2018/global_ema/seed_20260923,4,1235604,0.4101056708506448,0.38235880995476,0.6190476190476191,0.8796954854836814,0.27568893236433656,0.5795454545454546,0.847879049449925
drugclip_morgan,2020,20260921,global_ema,drugclip_morgan,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/representations/drugclip_morgan/optimization/roll_2020/global_ema/seed_20260921,6,1235604,0.4325562709966362,0.4754371309946648,0.6627450980392157,0.8517364990286685,0.20534204448807514,0.6324786324786325,0.7375196455334314
drugclip_morgan,2020,20260922,global_ema,drugclip_morgan,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/representations/drugclip_morgan/optimization/roll_2020/global_ema/seed_20260922,4,1235604,0.4412424075733188,0.4324147655530379,0.7137254901960784,0.8698185076564605,0.2513332035101398,0.6324786324786325,0.7332834903878666
drugclip_morgan,2020,20260923,global_ema,drugclip_morgan,/root/autodl-tmp/BioMaster/outputs/biomaster_best_model_20260906/representations/drugclip_morgan/optimization/roll_2020/global_ema/seed_20260923,4,1235604,0.4349892399754812,0.4262349805184763,0.6794117647058824,0.8533999307980716,0.27083619424448035,0.5940170940170939,0.7294250732577596
