ligand_inchikey,ligand_smiles,drug_names,project_entity_ids,target_chembl_id,gene_symbol,uniprot_accession,target_name,target_class_l1,assay_lane,calibration_status,positive_compounds,negative_compounds,computed_pocket_evidence,pocket_consensus_class,best_method_match_p2rank_rank,best_method_match_fpocket_rank,evidence_compute_route,target_compute_class_zh,class_specific_compute_bundle_zh,wetlab_priority,conplex_score,conplex_rank_within_target,conplex_rank_within_ligand_46,conplex_percentile_within_target,conplex_percentile_within_ligand_46,drugclip_predicted_pocket_cosine_mean,drugclip_predicted_pocket_sixfold_std,drugclip_rank_within_target,drugclip_rank_within_ligand_44,drugclip_percentile_within_target,drugclip_percentile_within_ligand_44,drugclip_formal_eligible,dta_target_percentile_disagreement,dta_ligand_percentile_disagreement,dta_target_top10pct_concordant,dta_bidirectional_top10pct_concordant,sequence_only_fragment_exploratory_top5pct,candidate_route,candidate_selection_note,_minimax_rank,candidate_rank_within_target_route,_conplex_top10,_drugclip_top10,candidate_pair_id,primary_pose_row_index,primary_pose_cnn_score,primary_cnn_affinity,primary_cnn_vs,primary_pose_vina_affinity,best_vina_affinity,pose_count,vina_directional,cnn_affinity_percentile_vs_all_controls,vina_percentile_vs_all_controls,cnn_affinity_percentile_vs_positive_controls,vina_percentile_vs_positive_controls,positive_control_median_cnn_affinity,positive_control_median_vina_directional,predicted_pocket_qualification,auroc_primary_cnn_affinity,auroc_secondary_vina,gnina_control_calibrated_support,candidate_triage_status,cnn_affinity_rank_within_candidate_target,vina_rank_within_candidate_target
UREBDLICKHMUKA-DVTGEIKXSA-N,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,betamethasone,UNII:9842X06Q6M,CHEMBL3023,SPHK2,Q9NRA0,Sphingosine kinase 2,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,95,115,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,9.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.47160366,3.5,1.0,0.99652296,1.0,-0.2669817,0.10012587,653.0,37.0,0.09318501,0.16279072,True,0.90333796,0.8372093,False,False,False,MODEL_DISAGREEMENT_UNION_TOP10_EACH,Diagnostic docking only; not eligible for formal promotion without DTA concordance,,4,True,False,RECOVERED_CANDIDATE_CHEMBL3023_UREBDLICKHMUKA-DVTGEIKXSA-N,15,0.7219677567,5.7453079224,4.1479272842,-6.861,-6.861,5,6.861,0.20833333333333334,0.0,0.0,0.0,6.5993778706,9.559075,QUALIFIED_STRONG_RETROSPECTIVE_CONTROL_SEPARATION,0.8055555555555556,0.9444444444444444,False,MODEL_DISAGREEMENT_NO_ORTHOGONAL_SUPPORT,15.0,18.0
VOVIALXJUBGFJZ-KWVAZRHASA-N,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,budesonide,UNII:Q3OKS62Q6X,CHEMBL3023,SPHK2,Q9NRA0,Sphingosine kinase 2,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,95,115,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,9.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.36914828,10.0,1.0,0.9874826,1.0,-0.30471954,0.14250742,687.0,42.0,0.045897067,0.04651165,True,0.94158554,0.95348835,False,False,False,MODEL_DISAGREEMENT_UNION_TOP10_EACH,Diagnostic docking only; not eligible for formal promotion without DTA concordance,,10,True,False,RECOVERED_CANDIDATE_CHEMBL3023_VOVIALXJUBGFJZ-KWVAZRHASA-N,45,0.5759200454,5.7441344261,3.3081622124,-6.64855,-7.81044,5,7.81044,0.20833333333333334,0.16666666666666666,0.0,0.0,6.5993778706,9.559075,QUALIFIED_STRONG_RETROSPECTIVE_CONTROL_SEPARATION,0.8055555555555556,0.9444444444444444,False,MODEL_DISAGREEMENT_NO_ORTHOGONAL_SUPPORT,16.0,13.0
UREBDLICKHMUKA-CXSFZGCWSA-N,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,dexamethasone,UNII:7S5I7G3JQL,CHEMBL3023,SPHK2,Q9NRA0,Sphingosine kinase 2,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,95,115,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,9.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.47160366,3.5,1.0,0.99652296,1.0,-0.25465372,0.10460178,639.0,36.0,0.112656474,0.18604654,True,0.8838665,0.81395346,False,False,False,MODEL_DISAGREEMENT_UNION_TOP10_EACH,Diagnostic docking only; not eligible for formal promotion without DTA concordance,,3,True,False,RECOVERED_CANDIDATE_CHEMBL3023_UREBDLICKHMUKA-CXSFZGCWSA-N,10,0.6801964045,5.6073360443,3.8140897751,-6.18384,-7.54522,5,7.54522,0.08333333333333333,0.041666666666666664,0.0,0.0,6.5993778706,9.559075,QUALIFIED_STRONG_RETROSPECTIVE_CONTROL_SEPARATION,0.8055555555555556,0.9444444444444444,False,MODEL_DISAGREEMENT_NO_ORTHOGONAL_SUPPORT,17.0,14.0
DMKSVUSAATWOCU-HROMYWEYSA-N,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,loteprednol etabonate,UNII:YEH1EZ96K6,CHEMBL3023,SPHK2,Q9NRA0,Sphingosine kinase 2,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,95,115,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,9.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.38983446,8.0,1.0,0.99026424,1.0,-0.28911233,0.15186708,674.0,42.0,0.06397772,0.04651165,True,0.9262865,0.95348835,False,False,False,MODEL_DISAGREEMENT_UNION_TOP10_EACH,Diagnostic docking only; not eligible for formal promotion without DTA concordance,,8,True,False,RECOVERED_CANDIDATE_CHEMBL3023_DMKSVUSAATWOCU-HROMYWEYSA-N,35,0.4840917289,5.3117485046,2.5713734627,-6.00255,-7.52375,5,7.52375,0.041666666666666664,0.041666666666666664,0.0,0.0,6.5993778706,9.559075,QUALIFIED_STRONG_RETROSPECTIVE_CONTROL_SEPARATION,0.8055555555555556,0.9444444444444444,False,MODEL_DISAGREEMENT_NO_ORTHOGONAL_SUPPORT,18.0,15.0
FIKPXCOQUIZNHB-WDEREUQCSA-N,C[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1,repotrectinib,UNII:08O3FQ4UNP,CHEMBL3023,SPHK2,Q9NRA0,Sphingosine kinase 2,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,95,115,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,9.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.5194731,2.0,16.0,0.9986092,0.6666666,-0.14982136,0.079547204,510.0,27.0,0.2920723,0.39534885,True,0.7065369,0.27131778,False,False,False,MODEL_DISAGREEMENT_UNION_TOP10_EACH,Diagnostic docking only; not eligible for formal promotion without DTA concordance,,2,True,False,RECOVERED_CANDIDATE_CHEMBL3023_FIKPXCOQUIZNHB-WDEREUQCSA-N,5,0.6998484135,5.0953807831,3.5659942627,-5.65748,-5.65748,5,5.65748,0.041666666666666664,0.0,0.0,0.0,6.5993778706,9.559075,QUALIFIED_STRONG_RETROSPECTIVE_CONTROL_SEPARATION,0.8055555555555556,0.9444444444444444,False,MODEL_DISAGREEMENT_NO_ORTHOGONAL_SUPPORT,19.0,19.0
UQRORFVVSGFNRO-UTINFBMNSA-N,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,miglustat,UNII:ADN3S497AZ,CHEMBL3023,SPHK2,Q9NRA0,Sphingosine kinase 2,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,95,115,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,9.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.053524587,213.0,18.0,0.7051461,0.6222222,0.25072894,0.07161252,9.0,2.0,0.9888734,0.9767442,True,0.28372735,0.354522,False,False,False,MODEL_DISAGREEMENT_UNION_TOP10_EACH,Diagnostic docking only; not eligible for formal promotion without DTA concordance,,11,False,True,RECOVERED_CANDIDATE_CHEMBL3023_UQRORFVVSGFNRO-UTINFBMNSA-N,50,0.7183621526,3.4807434082,2.5004343987,-5.14825,-5.46869,5,5.46869,0.0,0.0,0.0,0.0,6.5993778706,9.559075,QUALIFIED_STRONG_RETROSPECTIVE_CONTROL_SEPARATION,0.8055555555555556,0.9444444444444444,False,MODEL_DISAGREEMENT_NO_ORTHOGONAL_SUPPORT,20.0,20.0
HHZIURLSWUIHRB-UHFFFAOYSA-N,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,nilotinib,UNII:F41401512X,CHEMBL3023,SPHK2,Q9NRA0,Sphingosine kinase 2,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,95,115,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,9.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.0,585.5,29.5,0.18706536,0.36666667,0.26475427,0.1216443,6.0,5.0,0.9930459,0.90697676,True,0.80598056,0.5403101,False,False,False,MODEL_DISAGREEMENT_UNION_TOP10_EACH,Diagnostic docking only; not eligible for formal promotion without DTA concordance,,17,False,True,RECOVERED_CANDIDATE_CHEMBL3023_HHZIURLSWUIHRB-UHFFFAOYSA-N,80,0.4762362838,8.0168638229,3.8179214001,-10.43707,-10.90032,5,10.90032,1.0,0.9583333333333334,1.0,0.9166666666666666,6.5993778706,9.559075,QUALIFIED_STRONG_RETROSPECTIVE_CONTROL_SEPARATION,0.8055555555555556,0.9444444444444444,True,ORTHOGONAL_RESCUE_SIGNAL_MODEL_DISAGREEMENT_REVIEW,1.0,3.0
KSGXQBZTULBEEQ-UHFFFAOYSA-N,CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,dabigatran etexilate,UNII:2E18WX195X,CHEMBL3023,SPHK2,Q9NRA0,Sphingosine kinase 2,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,95,115,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,9.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.0,585.5,27.5,0.18706536,0.41111112,0.3339645,0.12510714,2.0,4.0,0.9986092,0.9302325,True,0.8115438,0.5191214,False,False,False,MODEL_DISAGREEMENT_UNION_TOP10_EACH,Diagnostic docking only; not eligible for formal promotion without DTA concordance,,14,False,True,RECOVERED_CANDIDATE_CHEMBL3023_KSGXQBZTULBEEQ-UHFFFAOYSA-N,65,0.788216114,7.9729714394,6.2844247818,-10.21813,-10.34865,5,10.34865,1.0,0.9583333333333334,1.0,0.9166666666666666,6.5993778706,9.559075,QUALIFIED_STRONG_RETROSPECTIVE_CONTROL_SEPARATION,0.8055555555555556,0.9444444444444444,True,ORTHOGONAL_RESCUE_SIGNAL_MODEL_DISAGREEMENT_REVIEW,2.0,4.0
PHXJVRSECIGDHY-UHFFFAOYSA-N,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,ponatinib,UNII:4340891KFS,CHEMBL3023,SPHK2,Q9NRA0,Sphingosine kinase 2,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,95,115,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,9.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.0,585.5,33.5,0.18706536,0.2777778,0.31577808,0.14116186,3.0,4.0,0.9972184,0.9302325,True,0.810153,0.65245473,False,False,False,MODEL_DISAGREEMENT_UNION_TOP10_EACH,Diagnostic docking only; not eligible for formal promotion without DTA concordance,,15,False,True,RECOVERED_CANDIDATE_CHEMBL3023_PHXJVRSECIGDHY-UHFFFAOYSA-N,70,0.742523551,7.6178402901,5.6564259529,-9.6576,-9.6576,5,9.6576,0.9583333333333334,0.7916666666666666,0.9166666666666666,0.5833333333333334,6.5993778706,9.559075,QUALIFIED_STRONG_RETROSPECTIVE_CONTROL_SEPARATION,0.8055555555555556,0.9444444444444444,True,ORTHOGONAL_RESCUE_SIGNAL_MODEL_DISAGREEMENT_REVIEW,3.0,6.0
KTUFNOKKBVMGRW-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,imatinib,UNII:BKJ8M8G5HI,CHEMBL3023,SPHK2,Q9NRA0,Sphingosine kinase 2,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,95,115,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,9.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.0,585.5,34.5,0.18706536,0.25555557,0.26075685,0.13051449,7.0,4.0,0.99165505,0.9302325,True,0.8045897,0.67467695,False,False,False,MODEL_DISAGREEMENT_UNION_TOP10_EACH,Diagnostic docking only; not eligible for formal promotion without DTA concordance,,18,False,True,RECOVERED_CANDIDATE_CHEMBL3023_KTUFNOKKBVMGRW-UHFFFAOYSA-N,85,0.5162112117,7.5487976074,3.8967740536,-11.05702,-11.05702,5,11.05702,0.9583333333333334,0.9583333333333334,0.9166666666666666,0.9166666666666666,6.5993778706,9.559075,QUALIFIED_STRONG_RETROSPECTIVE_CONTROL_SEPARATION,0.8055555555555556,0.9444444444444444,True,ORTHOGONAL_RESCUE_SIGNAL_MODEL_DISAGREEMENT_REVIEW,4.0,2.0
ONIQOQHATWINJY-UHFFFAOYSA-N,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,cabozantinib,UNII:1C39JW444G,CHEMBL3023,SPHK2,Q9NRA0,Sphingosine kinase 2,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,95,115,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,9.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.0,585.5,32.5,0.18706536,0.3,0.28740183,0.10084156,5.0,4.0,0.99443674,0.9302325,True,0.8073714,0.6302325,False,False,False,MODEL_DISAGREEMENT_UNION_TOP10_EACH,Diagnostic docking only; not eligible for formal promotion without DTA concordance,,16,False,True,RECOVERED_CANDIDATE_CHEMBL3023_ONIQOQHATWINJY-UHFFFAOYSA-N,75,0.422539562,7.2240943909,3.0524656773,-8.8371,-11.21147,5,11.21147,0.875,0.9583333333333334,0.75,0.9166666666666666,6.5993778706,9.559075,QUALIFIED_STRONG_RETROSPECTIVE_CONTROL_SEPARATION,0.8055555555555556,0.9444444444444444,True,ORTHOGONAL_RESCUE_SIGNAL_MODEL_DISAGREEMENT_REVIEW,7.0,1.0
CSKDFZIMJXRJGH-VWLPUNTISA-N,O=C(NN1C(=O)[C@@H]2[C@@H]3C=C[C@@H]([C@H]4C[C@@H]34)[C@@H]2C1=O)c1ccc(C(F)(F)F)cc1,tecovirimat,UNII:F925RR824R,CHEMBL3714029,LOXL2,Q9Y4K0,Lysyl oxidase homolog 2,Enzyme,ENZYME_BIOCHEMICAL,T3_MINIMUM_POSITIVE_NEGATIVE,237,14,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,3.0,17.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,0.18843025,49.0,29.0,0.9332406,0.37777776,0.3255942,0.13575599,39.0,4.0,0.9471488,0.9302325,True,0.013908207,0.55245477,True,False,False,TWO_MODEL_TARGET_TOP10PCT_CONCORDANT,Eligible for control-calibrated candidate docking,49.0,4,,,RECOVERED_CANDIDATE_CHEMBL3714029_CSKDFZIMJXRJGH-VWLPUNTISA-N,15,0.3139576316,5.8140082359,1.8253523111,-7.30025,-8.77535,5,8.77535,0.9166666666666666,0.9583333333333334,0.8333333333333334,1.0,5.29728889465,7.663795,QUALIFIED_STRONG_RETROSPECTIVE_CONTROL_SEPARATION,0.8055555555555556,0.6319444444444444,True,COMPUTATIONAL_TRIAGE_PASS_REQUIRES_EXPERIMENT,1.0,1.0
LERNTVKEWCAPOY-DZZGSBJMSA-N,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12,tiotropium,UNII:0EB439235F,CHEMBL3714029,LOXL2,Q9Y4K0,Lysyl oxidase homolog 2,Enzyme,ENZYME_BIOCHEMICAL,T3_MINIMUM_POSITIVE_NEGATIVE,237,14,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,3.0,17.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,0.23253226,22.0,12.0,0.9707928,0.75555557,0.32611513,0.19228753,37.0,2.0,0.9499304,0.9767442,True,0.02086234,0.2211886,True,False,False,TWO_MODEL_TARGET_TOP10PCT_CONCORDANT,Eligible for control-calibrated candidate docking,37.0,1,,,RECOVERED_CANDIDATE_CHEMBL3714029_LERNTVKEWCAPOY-DZZGSBJMSA-N,0,0.5488868952,5.8076300621,3.1877319813,-7.45936,-8.02347,5,8.02347,0.9166666666666666,0.75,0.8333333333333334,0.75,5.29728889465,7.663795,QUALIFIED_STRONG_RETROSPECTIVE_CONTROL_SEPARATION,0.8055555555555556,0.6319444444444444,True,COMPUTATIONAL_TRIAGE_PASS_REQUIRES_EXPERIMENT,2.0,2.0
OEXHQOGQTVQTAT-JRNQLAHRSA-N,CC(C)[N@@+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,ipratropium,UNII:GR88G0I6UL,CHEMBL3714029,LOXL2,Q9Y4K0,Lysyl oxidase homolog 2,Enzyme,ENZYME_BIOCHEMICAL,T3_MINIMUM_POSITIVE_NEGATIVE,237,14,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,3.0,17.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,0.18638451,50.0,12.0,0.9318498,0.75555557,0.37212276,0.12121432,19.0,1.0,0.9749652,1.0,True,0.043115437,0.24444443,True,False,False,TWO_MODEL_TARGET_TOP10PCT_CONCORDANT,Eligible for control-calibrated candidate docking,50.0,5,,,RECOVERED_CANDIDATE_CHEMBL3714029_OEXHQOGQTVQTAT-JRNQLAHRSA-N,20,0.4361703992,5.1972756386,2.2668976784,-7.51069,-7.54195,5,7.54195,0.625,0.5,0.4166666666666667,0.4166666666666667,5.29728889465,7.663795,QUALIFIED_STRONG_RETROSPECTIVE_CONTROL_SEPARATION,0.8055555555555556,0.6319444444444444,False,NO_GNINA_CONTROL_CALIBRATED_SUPPORT,3.0,3.0
PNVNVHUZROJLTJ-UHFFFAOYSA-N,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,venlafaxine,UNII:GRZ5RCB1QG,CHEMBL3714029,LOXL2,Q9Y4K0,Lysyl oxidase homolog 2,Enzyme,ENZYME_BIOCHEMICAL,T3_MINIMUM_POSITIVE_NEGATIVE,237,14,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,3.0,17.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,0.23663566,20.0,10.0,0.9735744,0.8,0.31561163,0.16102682,42.0,3.0,0.94297636,0.95348835,True,0.030598044,0.15348834,True,False,False,TWO_MODEL_TARGET_TOP10PCT_CONCORDANT,Eligible for control-calibrated candidate docking,42.0,3,,,RECOVERED_CANDIDATE_CHEMBL3714029_PNVNVHUZROJLTJ-UHFFFAOYSA-N,10,0.721506536,4.8847603798,3.5243866444,-6.80332,-6.80332,5,6.80332,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.0,5.29728889465,7.663795,QUALIFIED_STRONG_RETROSPECTIVE_CONTROL_SEPARATION,0.8055555555555556,0.6319444444444444,False,NO_GNINA_CONTROL_CALIBRATED_SUPPORT,4.0,6.0
VPPJLAIAVCUEMN-GFCCVEGCSA-N,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,lacosamide,UNII:563KS2PQY5,CHEMBL3714029,LOXL2,Q9Y4K0,Lysyl oxidase homolog 2,Enzyme,ENZYME_BIOCHEMICAL,T3_MINIMUM_POSITIVE_NEGATIVE,237,14,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,3.0,17.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,0.20407379,37.0,12.0,0.9499304,0.75555557,0.40056148,0.06839931,13.0,1.0,0.98331016,1.0,True,0.033379734,0.24444443,True,False,False,TWO_MODEL_TARGET_TOP10PCT_CONCORDANT,Eligible for control-calibrated candidate docking,37.0,2,,,RECOVERED_CANDIDATE_CHEMBL3714029_VPPJLAIAVCUEMN-GFCCVEGCSA-N,5,0.8580209017,4.8029518127,4.1210331917,-6.44783,-6.87293,5,6.87293,0.2916666666666667,0.20833333333333334,0.0,0.0,5.29728889465,7.663795,QUALIFIED_STRONG_RETROSPECTIVE_CONTROL_SEPARATION,0.8055555555555556,0.6319444444444444,False,NO_GNINA_CONTROL_CALIBRATED_SUPPORT,5.0,5.0
RKUNBYITZUJHSG-SPUOUPEWSA-N,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,atropine,UNII:7C0697DR9I,CHEMBL3714029,LOXL2,Q9Y4K0,Lysyl oxidase homolog 2,Enzyme,ENZYME_BIOCHEMICAL,T3_MINIMUM_POSITIVE_NEGATIVE,237,14,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,3.0,17.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,0.1611569,72.0,15.0,0.90125173,0.6888889,0.41290876,0.1135731,9.0,1.0,0.9888734,1.0,True,0.08762169,0.3111111,True,False,False,TWO_MODEL_TARGET_TOP10PCT_CONCORDANT,Eligible for control-calibrated candidate docking,72.0,6,,,RECOVERED_CANDIDATE_CHEMBL3714029_RKUNBYITZUJHSG-SPUOUPEWSA-N,25,0.4200960696,4.2781338692,1.7972272635,-6.59155,-7.38636,5,7.38636,0.16666666666666666,0.4166666666666667,0.0,0.3333333333333333,5.29728889465,7.663795,QUALIFIED_STRONG_RETROSPECTIVE_CONTROL_SEPARATION,0.8055555555555556,0.6319444444444444,False,NO_GNINA_CONTROL_CALIBRATED_SUPPORT,6.0,4.0
