pair_id,ligand_inchikey,target_chembl_id,gene_symbol,label,binary_label,source_rows,sources,endpoints,relations,min_nM,max_nM,has_grey,has_unresolved,positive_record_ids,negative_record_ids,endpoint_group,refresh_covered,existing_ChEMBL37_numeric_pair,local_training_exact_pair,local_training_connectivity_pair,local_training_drug_seen,local_training_target_seen,drug_names,known_relation_excluded,known_training,known_chembl37,novelty_pass,identity_scope_pass,chemistry_policy_pass,independent_validation_rank_score,biomaster_independent_borda_score,ensemble_drug_to_target_logit,old_drug_leakage_safe_score_v10,dtiam_probability,rank_SPR_current,rank_contract_primary,rank_neural_full_fit,rank_graph_ranker,rank_DTIAM_comparator,scored,refresh_endpoint_covered
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL3267,UHTHHESEBZOYNR-UHFFFAOYSA-N,CHEMBL3267,PIK3CG,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,34708,Kd_Ki,True,False,False,False,True,True,vandetanib,False,False,False,True,True,True,-3.6187928514465217,0.3524804177545692,-4.466641,0.241597696259022,0.1894414,132.0,294.0,223.0,247.0,296.0,True,True
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL5568,UHTHHESEBZOYNR-UHFFFAOYSA-N,CHEMBL5568,ROS1,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,34728;44213;158718,Kd_Ki,True,True,False,False,True,True,vandetanib,True,False,False,False,True,True,-3.165453357357799,0.6605744125326372,-1.4345851,0.4212698934489099,0.319373,65.0,78.0,58.0,100.0,139.0,True,True
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL3094,UHTHHESEBZOYNR-UHFFFAOYSA-N,CHEMBL3094,MAPKAPK5,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,34750;42820;158672,Kd_Ki,True,True,False,False,True,True,vandetanib,True,False,False,False,True,True,-5.193377963060951,0.0248041775456919,-6.591334,0.0920321246183242,0.13983926,327.0,384.0,364.0,374.0,371.0,True,True
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL2959,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL2959,ITK,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,34811,Kd_Ki,True,False,False,False,True,True,selumetinib,True,False,False,False,True,True,-2.756725945669501,0.2584856396866841,-4.0904164,0.0213854349509258,0.6233832,180.0,333.0,198.0,340.0,121.0,True,True
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL4898,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL4898,NTRK2,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,34822,Kd_Ki,True,False,False,False,True,True,selumetinib,True,False,False,False,True,True,-2.104683422854785,0.7167101827676241,-4.0531344,0.1361049654822917,0.49775076,64.0,66.0,192.0,82.0,219.0,True,True
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL2007,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL2007,PDGFRA,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,34824,Kd_Ki,True,False,False,False,True,True,selumetinib,True,False,False,False,True,True,-3.251210336212842,0.4412532637075718,-3.0841134,0.1078980506664468,0.5405172,267.0,232.0,88.0,111.0,189.0,True,True
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL2527,BCFGMOOMADDAQU-UHFFFAOYSA-N,CHEMBL2527,CHEK2,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,34955,Kd_Ki,True,False,False,False,True,True,lapatinib,True,False,False,False,True,False,-3.8200834528537984,0.2650130548302872,-7.0959682,0.2775980137145229,0.76382065,310.0,332.0,372.0,213.0,172.0,True,True
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL1991,BCFGMOOMADDAQU-UHFFFAOYSA-N,CHEMBL1991,IKBKB,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,34982,Kd_Ki,True,False,False,False,True,True,lapatinib,True,False,False,False,True,False,-2.7385220675008504,0.2402088772845953,-6.693685,0.1411566703196172,0.5998337,190.0,345.0,350.0,370.0,343.0,True,True
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL3973,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CHEMBL3973,FGFR4,WEAK_NEGATIVE,0.0,2,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35116;43290,Kd_Ki,True,False,False,False,True,True,dasatinib,True,False,False,False,True,True,-1.5452428278405828,0.7323759791122715,3.1968374,0.6273414017600596,0.9078538,77.0,68.0,26.0,103.0,66.0,True,True
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL2872,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CHEMBL2872,MAP3K9,WEAK_NEGATIVE,0.0,2,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35132;43904,Kd_Ki,True,False,False,False,True,True,dasatinib,True,False,False,False,True,True,-1.691346089466505,0.6736292428198434,-0.48674536,0.7092291624388737,0.844238,105.0,85.0,77.0,50.0,186.0,True,True
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL2534,JOOXLOJCABQBSG-UHFFFAOYSA-N,CHEMBL2534,PDPK1,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35183,Kd_Ki,True,False,False,False,True,True,fedratinib,True,False,False,False,True,True,-2.150185219303389,0.4177545691906005,-3.929121,0.2460753816288682,0.49282956,129.0,244.0,151.0,241.0,351.0,True,True
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL2276,JOOXLOJCABQBSG-UHFFFAOYSA-N,CHEMBL2276,MAPK8,POSITIVE,1.0,2,BindingDB_202609;ChEMBL37_existing,Kd,=,260.0,2223.0,True,False,35196,,Kd_Ki,True,True,False,False,True,True,fedratinib,True,False,True,False,True,True,-2.638581734162645,0.4738903394255874,-5.514343,0.35079032420397,0.542942,198.0,209.0,288.0,122.0,340.0,True,True
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL5608,XGALLCVXEZPNRQ-UHFFFAOYSA-N,CHEMBL5608,NTRK3,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,35213;43880;168675,Kd_Ki,True,True,False,False,True,True,gefitinib,True,False,False,False,True,True,-2.1943314022582454,0.5117493472584856,-1.8409284,0.1369332232973494,0.6963423,53.0,168.0,11.0,316.0,42.0,True,True
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL5331,XGALLCVXEZPNRQ-UHFFFAOYSA-N,CHEMBL5331,MERTK,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,35215;44120;168743,Kd_Ki,True,True,False,False,True,True,gefitinib,True,False,False,False,True,True,-2.8748447325959066,0.5704960835509139,-3.333637,0.4095528795348959,0.37538275,118.0,134.0,54.0,147.0,196.0,True,True
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL3973,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL3973,FGFR4,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35233,Kd_Ki,True,False,False,False,True,True,selumetinib,True,False,False,False,True,True,-2.3738750043092187,0.5456919060052219,-3.5852172,0.0641635807648923,0.57758284,114.0,160.0,140.0,180.0,159.0,True,True
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL4142,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL4142,FGFR2,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35234,Kd_Ki,True,False,False,False,True,True,selumetinib,True,False,False,False,True,True,-2.230520185572419,0.5652741514360313,-3.9413197,0.0560196988682232,0.45382756,87.0,145.0,179.0,215.0,246.0,True,True
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL2872,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL2872,MAP3K9,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35249,Kd_Ki,True,False,False,False,True,True,selumetinib,True,False,False,False,True,True,-3.5435700345274666,0.2284595300261096,-4.2977214,0.0400686823686396,0.5321558,291.0,344.0,222.0,264.0,198.0,True,True
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL1991,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CHEMBL1991,IKBKB,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35372,Kd_Ki,True,False,False,False,True,True,imatinib,True,False,False,False,True,True,-2.82524357492876,0.4582245430809399,-6.0166574,0.2717021608765512,0.7717813,164.0,213.0,303.0,138.0,113.0,True,True
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL4895,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CHEMBL4895,AXL,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,35376;43886;139259,Kd_Ki,True,True,False,False,True,True,imatinib,True,False,False,False,True,True,-1.457094480477702,0.7219321148825065,-4.4769654,0.2531666564247669,0.56988215,53.0,72.0,131.0,157.0,218.0,True,True
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL3629,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CHEMBL3629,CSNK2A1,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,35384;44981;139200,Kd_Ki,True,True,False,False,True,True,imatinib,True,False,False,False,True,True,-2.554921235258523,0.335509138381201,-5.073062,0.0985906637346686,0.5605552,134.0,290.0,209.0,324.0,224.0,True,True
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL5838,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CHEMBL5838,ERBB3,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35387,Kd_Ki,True,False,False,False,True,True,imatinib,False,False,False,True,True,True,-2.851150493053492,0.5130548302872062,-3.328294,0.1859260501060634,0.84557354,169.0,183.0,63.0,219.0,51.0,True,True
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL1868,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CHEMBL1868,FLT1,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,35389;44134;139306,Kd_Ki,True,True,False,False,True,True,imatinib,True,False,False,False,True,True,-0.2189322021546448,0.9817232375979112,-0.8760504,0.7810740608114717,0.9214869,10.0,6.0,19.0,8.0,6.0,True,True
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL2873,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CHEMBL2873,MAP3K10,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,35400;43763;139269,Kd_Ki,True,True,False,False,True,True,imatinib,True,False,False,False,True,True,-4.505631461319428,0.1618798955613577,-5.0286293,0.1364881100609092,0.67347115,331.0,358.0,202.0,281.0,166.0,True,True
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL2534,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CHEMBL2534,PDPK1,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,35408;42668;139189,Kd_Ki,True,True,False,False,True,True,imatinib,True,False,False,False,True,True,-3.3178456757754304,0.2323759791122715,-5.787788,0.1244411621388214,0.5190455,236.0,337.0,286.0,295.0,243.0,True,True
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL3267,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CHEMBL3267,PIK3CG,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35411,Kd_Ki,True,False,False,False,True,True,imatinib,False,False,False,True,True,True,-3.311222893964235,0.3524804177545692,-4.0341296,0.2089417748700704,0.47496527,235.0,280.0,98.0,201.0,275.0,True,True
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL2959,UHTHHESEBZOYNR-UHFFFAOYSA-N,CHEMBL2959,ITK,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,35437;43645;158630,Kd_Ki,True,True,False,False,True,True,vandetanib,True,False,False,False,True,True,-4.240532916424811,0.2872062663185378,-2.2652018,0.2649888726905917,0.23678455,262.0,322.0,86.0,221.0,223.0,True,True
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL4898,UHTHHESEBZOYNR-UHFFFAOYSA-N,CHEMBL4898,NTRK2,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,35448;43876;158605,Kd_Ki,True,True,False,False,True,True,vandetanib,True,False,False,False,True,True,-2.793668479806042,0.8550913838120104,0.8905537,0.7170677472971815,0.6677673,36.0,15.0,26.0,21.0,24.0,True,True
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL3145,UHTHHESEBZOYNR-UHFFFAOYSA-N,CHEMBL3145,PIK3CB,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35453,Kd_Ki,True,False,False,False,True,True,vandetanib,False,False,False,True,True,True,-3.5989727945367824,0.6266318537859008,-4.355965,0.5237184195618982,0.20428607,130.0,98.0,215.0,51.0,266.0,True,True
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL1908389,UHTHHESEBZOYNR-UHFFFAOYSA-N,CHEMBL1908389,MAP3K12,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35463,Kd_Ki,True,False,False,False,True,True,vandetanib,True,False,False,False,True,True,-4.050332895875282,0.3642297650130548,-4.616524,0.2878007674958525,0.17920229,229.0,284.0,240.0,203.0,312.0,True,True
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL5568,JOOXLOJCABQBSG-UHFFFAOYSA-N,CHEMBL5568,ROS1,POSITIVE,1.0,1,BindingDB_202609,Kd,=,600.0,600.0,False,False,35490,,Kd_Ki,True,False,False,False,True,True,fedratinib,True,False,False,False,True,True,-0.7817444976558519,0.9033942558746736,-1.6274215,0.5176227868080522,0.9605513,30.0,18.0,27.0,39.0,1.0,True,True
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL3983,JOOXLOJCABQBSG-UHFFFAOYSA-N,CHEMBL3983,TTK,POSITIVE,1.0,1,BindingDB_202609,Kd,=,450.0,450.0,False,False,35500,,Kd_Ki,True,False,False,False,True,True,fedratinib,True,False,False,False,True,True,-1.6591462426120456,0.4582245430809399,-2.6912289,0.2134867965520372,0.8462832,81.0,219.0,64.0,274.0,110.0,True,True
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL5491,JOOXLOJCABQBSG-UHFFFAOYSA-N,CHEMBL5491,WEE1,POSITIVE,1.0,2,BindingDB_202609;ChEMBL37_existing,Kd,=,390.0,1951.0,True,False,35503,,Kd_Ki,True,True,False,False,True,True,fedratinib,True,False,True,False,True,True,-1.40507139760156,0.4634464751958224,-3.2008219,0.180726907298633,0.72583735,61.0,217.0,99.0,310.0,240.0,True,True
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL4247,JOOXLOJCABQBSG-UHFFFAOYSA-N,CHEMBL4247,ALK,POSITIVE,1.0,1,BindingDB_202609,Kd,=,650.0,650.0,False,False,35530,,Kd_Ki,True,False,False,False,True,True,fedratinib,True,False,False,False,True,True,-0.9512556888944388,0.8955613577023499,-2.3061202,0.6409251643672401,0.91447055,38.0,19.0,49.0,15.0,29.0,True,True
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL1163124,JOOXLOJCABQBSG-UHFFFAOYSA-N,CHEMBL1163124,MAP3K13,POSITIVE,1.0,1,BindingDB_202609,Kd,=,590.0,590.0,False,False,35548,,Kd_Ki,True,False,False,False,True,True,fedratinib,True,False,False,False,True,True,-2.967433947418539,0.2610966057441253,-2.42228,0.113795078713269,0.8186721,243.0,325.0,56.0,368.0,143.0,True,True
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL2842,JOOXLOJCABQBSG-UHFFFAOYSA-N,CHEMBL2842,MTOR,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35551,Kd_Ki,True,False,False,False,True,True,fedratinib,True,False,False,False,True,True,-1.135703370059265,0.6592689295039165,-5.1039157,0.2771332081744139,0.35196906,45.0,93.0,251.0,195.0,375.0,True,True
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL3130,JOOXLOJCABQBSG-UHFFFAOYSA-N,CHEMBL3130,PIK3CD,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35553,Kd_Ki,True,False,False,False,True,True,fedratinib,False,False,False,True,True,True,-1.7442134022377815,0.8328981723237598,-0.8104226,0.5214635911999128,0.8257643,91.0,30.0,18.0,36.0,133.0,True,True
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL2959,BCFGMOOMADDAQU-UHFFFAOYSA-N,CHEMBL2959,ITK,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,35589;43642;118052,Kd_Ki,True,True,False,False,True,True,lapatinib,True,False,False,False,True,False,-1.5179171019683275,0.5391644908616188,-4.8578486,0.2017753333587474,0.7141907,41.0,149.0,167.0,292.0,221.0,True,True
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL4898,BCFGMOOMADDAQU-UHFFFAOYSA-N,CHEMBL4898,NTRK2,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,35600;43873;118026,Kd_Ki,True,True,False,False,True,True,lapatinib,True,False,False,False,True,False,-1.1953219422258867,0.9347258485639688,-1.4498554,0.617101911656855,0.92383856,21.0,9.0,13.0,17.0,23.0,True,True
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL2007,BCFGMOOMADDAQU-UHFFFAOYSA-N,CHEMBL2007,PDGFRA,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,35602;43510;118082,Kd_Ki,True,True,False,False,True,True,lapatinib,True,False,False,False,True,False,-1.4646453191805544,0.9242819843342036,-4.7028484,0.6825054269980504,0.8829971,37.0,11.0,151.0,10.0,87.0,True,True
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL3973,NHHQJBCNYHBUSI-UHFFFAOYSA-N,CHEMBL3973,FGFR4,POSITIVE,1.0,1,BindingDB_202609,Kd,=,350.0,350.0,False,False,35624,,Kd_Ki,True,False,False,False,True,True,fostamatinib,True,False,False,False,False,True,-1.928410204579714,0.6044386422976502,3.910426,0.3335310285603637,0.8978704,100.0,120.0,7.0,172.0,47.0,True,True
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL4142,NHHQJBCNYHBUSI-UHFFFAOYSA-N,CHEMBL4142,FGFR2,POSITIVE,1.0,1,BindingDB_202609,Kd,=,73.0,73.0,False,False,35625,,Kd_Ki,True,False,False,False,True,True,fostamatinib,True,False,False,False,False,True,-1.9163102774205845,0.7114882506527416,1.521121,0.4829506964697447,0.916609,96.0,73.0,25.0,77.0,25.0,True,True
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL5568,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CHEMBL5568,ROS1,WEAK_NEGATIVE,0.0,2,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35651;44206,Kd_Ki,True,False,False,False,True,True,dasatinib,True,False,False,False,True,True,-1.099661555152167,0.7493472584856398,-2.6218412,0.5998824684892082,0.92848366,36.0,58.0,172.0,120.0,19.0,True,True
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL3983,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CHEMBL3983,TTK,WEAK_NEGATIVE,0.0,2,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35661;43958,Kd_Ki,True,False,False,False,True,True,dasatinib,False,False,False,True,True,True,-1.5897166812983352,0.4451697127937337,-4.2956157,0.4468436316893066,0.6821667,87.0,228.0,271.0,255.0,288.0,True,True
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL5568,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CHEMBL5568,ROS1,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,35744;44209;139310,Kd_Ki,True,True,False,False,True,True,imatinib,True,False,False,False,True,True,-2.27619426948908,0.7402088772845954,-3.6331587,0.4076060109508048,0.91910857,111.0,60.0,74.0,59.0,11.0,True,True
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL3973,UHTHHESEBZOYNR-UHFFFAOYSA-N,CHEMBL3973,FGFR4,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,=;>,2300.0,10000.0,True,False,,44086;158712,Kd_Ki,True,True,False,False,True,True,vandetanib,True,False,False,False,True,True,-3.1638467626506768,0.8302872062663185,3.1003354,0.8266865539363285,0.29915833,64.0,20.0,9.0,11.0,156.0,True,True
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL2872,UHTHHESEBZOYNR-UHFFFAOYSA-N,CHEMBL2872,MAP3K9,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,35821;43911;158675,Kd_Ki,True,True,False,False,True,True,vandetanib,True,False,False,False,True,True,-4.772371665409503,0.1814621409921671,-2.1674316,0.218023216875504,0.17143916,314.0,366.0,84.0,267.0,324.0,True,True
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL2872,HHZIURLSWUIHRB-UHFFFAOYSA-N,CHEMBL2872,MAP3K9,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35832,Kd_Ki,True,False,False,False,True,True,nilotinib,True,False,False,False,True,True,-2.218248179530429,0.5665796344647519,-3.9068263,0.4502167062629754,0.9225857,191.0,137.0,207.0,132.0,101.0,True,True
CUIHSIWYWATEQL-UHFFFAOYSA-N__CHEMBL1163124,CUIHSIWYWATEQL-UHFFFAOYSA-N,CHEMBL1163124,MAP3K13,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35877,Kd_Ki,True,False,False,False,True,True,pazopanib,False,False,False,True,True,True,-3.27324712160517,0.3694516971279373,0.32013798,0.4869544093760697,0.91172004,280.0,274.0,48.0,191.0,81.0,True,True
CUIHSIWYWATEQL-UHFFFAOYSA-N__CHEMBL2842,CUIHSIWYWATEQL-UHFFFAOYSA-N,CHEMBL2842,MTOR,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35881,Kd_Ki,True,False,False,False,True,True,pazopanib,True,False,False,False,True,True,-2.001429540589897,0.7154046997389034,-2.5528388,0.6271736904586777,0.59583837,108.0,67.0,177.0,77.0,361.0,True,True
CUIHSIWYWATEQL-UHFFFAOYSA-N__CHEMBL2971,CUIHSIWYWATEQL-UHFFFAOYSA-N,CHEMBL2971,JAK2,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,=;>,1700.0,10000.0,True,False,,43217;122270,Kd_Ki,True,True,False,False,True,True,pazopanib,True,False,False,False,True,True,-1.6179909761992175,0.8838120104438643,-1.3196267,0.7973906689662867,0.8874742,53.0,15.0,106.0,15.0,196.0,True,True
CUIHSIWYWATEQL-UHFFFAOYSA-N__CHEMBL3130,CUIHSIWYWATEQL-UHFFFAOYSA-N,CHEMBL3130,PIK3CD,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35883,Kd_Ki,True,False,False,False,True,True,pazopanib,False,False,False,True,True,True,-1.8761011113878028,0.7911227154046998,1.9283098,0.6662918368938098,0.91734076,92.0,39.0,24.0,59.0,56.0,True,True
CUIHSIWYWATEQL-UHFFFAOYSA-N__CHEMBL2959,CUIHSIWYWATEQL-UHFFFAOYSA-N,CHEMBL2959,ITK,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,35903;43640;122268,Kd_Ki,True,True,False,False,True,True,pazopanib,True,False,False,False,True,True,-1.858078531314266,0.5887728459530026,-2.0650165,0.4437038287028951,0.8815078,87.0,121.0,149.0,221.0,214.0,True,True
CUIHSIWYWATEQL-UHFFFAOYSA-N__CHEMBL4898,CUIHSIWYWATEQL-UHFFFAOYSA-N,CHEMBL4898,NTRK2,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,36072;43871;122242,Kd_Ki,True,True,False,False,True,True,pazopanib,True,False,False,False,True,True,-1.3903494447497875,0.7754569190600522,2.6177938,0.589888332496465,0.9261678,28.0,44.0,21.0,106.0,18.0,True,True
CUIHSIWYWATEQL-UHFFFAOYSA-N__CHEMBL3145,CUIHSIWYWATEQL-UHFFFAOYSA-N,CHEMBL3145,PIK3CB,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,36077,Kd_Ki,True,False,False,False,True,True,pazopanib,False,False,False,True,True,True,-1.5655470582633322,0.6475195822454308,1.849331,0.4710596013786601,0.89725846,47.0,97.0,26.0,199.0,162.0,True,True
CUIHSIWYWATEQL-UHFFFAOYSA-N__CHEMBL1908389,CUIHSIWYWATEQL-UHFFFAOYSA-N,CHEMBL1908389,MAP3K12,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,36088,Kd_Ki,True,False,False,False,True,True,pazopanib,True,False,False,False,True,True,-2.108491650260097,0.4660574412532637,0.923603,0.3290032417121431,0.9220188,129.0,211.0,36.0,285.0,34.0,True,True
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL5608,BCFGMOOMADDAQU-UHFFFAOYSA-N,CHEMBL5608,NTRK3,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,36184;43914;118027,Kd_Ki,True,True,False,False,True,True,lapatinib,True,False,False,False,True,False,-1.0273010058234642,0.8537859007832898,-1.1505768,0.41970305824796,0.9430022,17.0,22.0,10.0,88.0,7.0,True,True
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL5331,BCFGMOOMADDAQU-UHFFFAOYSA-N,CHEMBL5331,MERTK,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,36185;44123;118094,Kd_Ki,True,True,False,False,True,True,lapatinib,True,False,False,False,True,False,-2.1443553950264973,0.4399477806788512,-3.2492115,0.1865596907740872,0.8000974,96.0,230.0,56.0,320.0,148.0,True,True
