arm,view,panel,scope,pairs_mean,pairs_std,positive_mean,positive_std,negative_mean,negative_std,ap_mean,ap_std,auroc_mean,auroc_std,false_positive_rate_mean,false_positive_rate_std,top1pct_precision_mean,top1pct_precision_std,top5pct_precision_mean,top5pct_precision_std
all_inactive,query,EXPLICIT_INACTIVE,raw_source_assay_disjoint,494.0,0.0,0.0,0.0,494.0,0.0,,,,,0.6956815114709851,0.027483686713112337,0.0,0.0,0.0,0.0
all_inactive,query,EXPLICIT_INACTIVE,spr112_targets,1008.0,0.0,0.0,0.0,1008.0,0.0,,,,,0.46164021164021163,0.040106040418347554,0.0,0.0,0.0,0.0
all_inactive,query,EXPLICIT_INACTIVE,targets_both_arms,10634.0,0.0,0.0,0.0,10634.0,0.0,,,,,0.2919879631371074,0.024876381592991936,0.0,0.0,0.0,0.0
all_inactive,query,EXPLICIT_INACTIVE,targets_neither,7.0,0.0,0.0,0.0,7.0,0.0,,,,,0.3333333333333333,0.1649572197684645,0.0,0.0,0.0,0.0
all_inactive,query,EXPLICIT_INACTIVE,targets_only_all,8.0,0.0,0.0,0.0,8.0,0.0,,,,,0.4166666666666667,0.14433756729740646,0.0,0.0,0.0,0.0
kdki_inactive,native,ACTIVITY_EC50,all,11957.0,0.0,8543.0,0.0,3414.0,0.0,0.8442860739586183,0.001981179263384188,0.6975080552673756,0.005250335131863151,0.4125170865065417,0.022472889126725685,0.9611111111111111,0.012729376930432927,0.9353400222965441,0.0038618747102984814
kdki_inactive,native,ACTIVITY_EC50,document_disjoint,188.0,0.0,166.0,0.0,22.0,0.0,0.9233262365721582,0.004669897237565974,0.7248995983935743,0.024846034298678696,0.393939393939394,0.05248638810814776,1.0,0.0,0.8000000000000002,0.0
kdki_inactive,native,ACTIVITY_EC50,old_parent_pair_unseen,11538.0,0.0,8197.0,0.0,3341.0,0.0,0.8420921637263993,0.0021279567251857824,0.6964616675047415,0.005733033851228891,0.4126509029232765,0.02260017182044141,0.9597701149425287,0.013168320962516782,0.9399191218948584,0.0026473574205406586
kdki_inactive,native,ACTIVITY_EC50,raw_source_assay_and_document_disjoint,188.0,0.0,166.0,0.0,22.0,0.0,0.9233262365721582,0.004669897237565974,0.7248995983935743,0.024846034298678696,0.393939393939394,0.05248638810814776,1.0,0.0,0.8000000000000002,0.0
kdki_inactive,native,ACTIVITY_EC50,raw_source_assay_disjoint,8644.0,0.0,5962.0,0.0,2682.0,0.0,0.8030325381197029,0.004607672691535891,0.6713392187308084,0.008441638660859799,0.386030325627641,0.02381710921151121,0.8390804597701149,0.030410934609937844,0.8922247882986913,0.013532252372014535
kdki_inactive,native,ACTIVITY_EC50,spr112_targets,1412.0,0.0,1010.0,0.0,402.0,0.0,0.8281807508406179,0.0033056502995763835,0.6939292809878003,0.005437961709071716,0.42122719734660036,0.03312601053969848,0.9555555555555556,0.03849001794597503,0.8685446009389671,0.01626338786449656
