arm,seed,model,model_type,fit_seconds,internal_validation_score,native_parameters,fitted_parameters,stopping_claim
kdki_inactive,20260921,NeuralNetFastAI,NNFastAiTabularModel,468.3311369419098,0.9847305990295245,"{""layers"": null, ""emb_drop"": 0.1, ""ps"": 0.1, ""bs"": ""auto"", ""lr"": 0.01, ""epochs"": ""auto"", ""early.stopping.min_delta"": 0.0001, ""early.stopping.patience"": 20, ""smoothing"": 0.0}","{""epochs"": 30, ""best_epoch"": 13}",native budget/early stopping; see fitted parameters and RUN.log
kdki_inactive,20260921,WeightedEnsemble_L2,WeightedEnsembleModel,0.11806058883666992,0.9918294092855843,"{""use_orig_features"": false, ""valid_stacker"": true, ""max_base_models"": 0, ""max_base_models_per_type"": ""auto"", ""save_bag_folds"": true, ""stratify"": ""auto"", ""bin"": ""auto"", ""n_bins"": null}",{},native budget/early stopping; see fitted parameters and RUN.log
kdki_inactive,20260922,LightGBMXT,LGBModel,784.7196369171143,0.9904280145115729,"{""learning_rate"": 0.05, ""extra_trees"": true}","{""num_boost_round"": 9939}",native budget/early stopping; see fitted parameters and RUN.log
kdki_inactive,20260922,LightGBM,LGBModel,795.3793566226959,0.9906351803125569,"{""learning_rate"": 0.05}","{""num_boost_round"": 7428}",native budget/early stopping; see fitted parameters and RUN.log
kdki_inactive,20260922,RandomForestGini,RFModel,274.25579500198364,0.988842235055586,"{""n_estimators"": 300, ""max_leaf_nodes"": 15000, ""n_jobs"": -1, ""random_state"": 0, ""bootstrap"": true, ""criterion"": ""gini""}","{""n_estimators"": 300}",native budget/early stopping; see fitted parameters and RUN.log
kdki_inactive,20260922,RandomForestEntr,RFModel,188.5528690814972,0.9887416777724621,"{""n_estimators"": 300, ""max_leaf_nodes"": 15000, ""n_jobs"": -1, ""random_state"": 0, ""bootstrap"": true, ""criterion"": ""entropy""}","{""n_estimators"": 300}",native budget/early stopping; see fitted parameters and RUN.log
kdki_inactive,20260922,CatBoost,CatBoostModel,955.1309568881989,0.9887956049526152,"{""iterations"": 10000, ""learning_rate"": 0.05, ""random_seed"": 0, ""allow_writing_files"": false, ""eval_metric"": ""Logloss""}","{""iterations"": 9994}",native budget/early stopping; see fitted parameters and RUN.log
kdki_inactive,20260922,ExtraTreesGini,XTModel,54.3174364566803,0.9822072341443412,"{""n_estimators"": 300, ""max_leaf_nodes"": 15000, ""n_jobs"": -1, ""random_state"": 0, ""bootstrap"": true, ""criterion"": ""gini""}","{""n_estimators"": 300}",native budget/early stopping; see fitted parameters and RUN.log
kdki_inactive,20260922,ExtraTreesEntr,XTModel,54.22848153114319,0.9846996309458721,"{""n_estimators"": 300, ""max_leaf_nodes"": 15000, ""n_jobs"": -1, ""random_state"": 0, ""bootstrap"": true, ""criterion"": ""entropy""}","{""n_estimators"": 300}",native budget/early stopping; see fitted parameters and RUN.log
kdki_inactive,20260922,XGBoost,XGBoostModel,1048.422329902649,0.9903415174503373,"{""n_estimators"": 10000, ""learning_rate"": 0.1, ""n_jobs"": -1, ""proc.max_category_levels"": 100, ""objective"": ""binary:logistic"", ""booster"": ""gbtree""}","{""n_estimators"": 2714}",native budget/early stopping; see fitted parameters and RUN.log
kdki_inactive,20260922,NeuralNetTorch,TabularNeuralNetTorchModel,3477.2385075092316,0.9885754467946967,"{""num_epochs"": 1000, ""epochs_wo_improve"": null, ""activation"": ""relu"", ""embedding_size_factor"": 1.0, ""embed_exponent"": 0.56, ""max_embedding_dim"": 100, ""y_range"": null, ""y_range_extend"": 0.05, ""dropout_prob"": 0.1, ""optimizer"": ""adam"", ""learning_rate"": 0.0003, ""weight_decay"": 1e-06, ""proc.embed_min_categories"": 4, ""proc.impute_strategy"": ""median"", ""proc.max_category_levels"": 100, ""proc.skew_threshold"": 0.99, ""use_ngram_features"": false, ""num_layers"": 4, ""hidden_size"": 128, ""max_batch_size"": 512, ""use_batchnorm"": false, ""loss_function"": ""auto""}","{""batch_size"": 256, ""num_epochs"": 133}",native budget/early stopping; see fitted parameters and RUN.log
kdki_inactive,20260922,LightGBMLarge,LGBModel,787.4537799358368,0.9914620637415711,"{""learning_rate"": 0.03, ""num_leaves"": 128, ""feature_fraction"": 0.9, ""min_data_in_leaf"": 3}","{""num_boost_round"": 3437}",native budget/early stopping; see fitted parameters and RUN.log
kdki_inactive,20260922,NeuralNetFastAI,NNFastAiTabularModel,465.8590681552887,0.9869756071168216,"{""layers"": null, ""emb_drop"": 0.1, ""ps"": 0.1, ""bs"": ""auto"", ""lr"": 0.01, ""epochs"": ""auto"", ""early.stopping.min_delta"": 0.0001, ""early.stopping.patience"": 20, ""smoothing"": 0.0}","{""epochs"": 30, ""best_epoch"": 20}",native budget/early stopping; see fitted parameters and RUN.log
kdki_inactive,20260922,WeightedEnsemble_L2,WeightedEnsembleModel,0.11845088005065918,0.9925996958720613,"{""use_orig_features"": false, ""valid_stacker"": true, ""max_base_models"": 0, ""max_base_models_per_type"": ""auto"", ""save_bag_folds"": true, ""stratify"": ""auto"", ""bin"": ""auto"", ""n_bins"": null}",{},native budget/early stopping; see fitted parameters and RUN.log
kdki_inactive,20260923,LightGBMXT,LGBModel,785.0874719619751,0.9903774689037725,"{""learning_rate"": 0.05, ""extra_trees"": true}","{""num_boost_round"": 9951}",native budget/early stopping; see fitted parameters and RUN.log
kdki_inactive,20260923,LightGBM,LGBModel,793.4878597259521,0.9898488757517769,"{""learning_rate"": 0.05}","{""num_boost_round"": 7320}",native budget/early stopping; see fitted parameters and RUN.log
kdki_inactive,20260923,RandomForestGini,RFModel,275.4814622402191,0.9880093003918353,"{""n_estimators"": 300, ""max_leaf_nodes"": 15000, ""n_jobs"": -1, ""random_state"": 0, ""bootstrap"": true, ""criterion"": ""gini""}","{""n_estimators"": 300}",native budget/early stopping; see fitted parameters and RUN.log
kdki_inactive,20260923,RandomForestEntr,RFModel,203.94665503501892,0.9883453218972117,"{""n_estimators"": 300, ""max_leaf_nodes"": 15000, ""n_jobs"": -1, ""random_state"": 0, ""bootstrap"": true, ""criterion"": ""entropy""}","{""n_estimators"": 300}",native budget/early stopping; see fitted parameters and RUN.log
kdki_inactive,20260923,CatBoost,CatBoostModel,964.255704164505,0.987739130558593,"{""iterations"": 10000, ""learning_rate"": 0.05, ""random_seed"": 0, ""allow_writing_files"": false, ""eval_metric"": ""Logloss""}","{""iterations"": 9999}",native budget/early stopping; see fitted parameters and RUN.log
kdki_inactive,20260923,ExtraTreesGini,XTModel,52.891674518585205,0.9830814595862948,"{""n_estimators"": 300, ""max_leaf_nodes"": 15000, ""n_jobs"": -1, ""random_state"": 0, ""bootstrap"": true, ""criterion"": ""gini""}","{""n_estimators"": 300}",native budget/early stopping; see fitted parameters and RUN.log
kdki_inactive,20260923,ExtraTreesEntr,XTModel,53.66457200050354,0.9847466170038273,"{""n_estimators"": 300, ""max_leaf_nodes"": 15000, ""n_jobs"": -1, ""random_state"": 0, ""bootstrap"": true, ""criterion"": ""entropy""}","{""n_estimators"": 300}",native budget/early stopping; see fitted parameters and RUN.log
kdki_inactive,20260923,XGBoost,XGBoostModel,883.679940700531,0.989768429925278,"{""n_estimators"": 10000, ""learning_rate"": 0.1, ""n_jobs"": -1, ""proc.max_category_levels"": 100, ""objective"": ""binary:logistic"", ""booster"": ""gbtree""}","{""n_estimators"": 2204}",native budget/early stopping; see fitted parameters and RUN.log
kdki_inactive,20260923,NeuralNetTorch,TabularNeuralNetTorchModel,4166.12673664093,0.9867801878303263,"{""num_epochs"": 1000, ""epochs_wo_improve"": null, ""activation"": ""relu"", ""embedding_size_factor"": 1.0, ""embed_exponent"": 0.56, ""max_embedding_dim"": 100, ""y_range"": null, ""y_range_extend"": 0.05, ""dropout_prob"": 0.1, ""optimizer"": ""adam"", ""learning_rate"": 0.0003, ""weight_decay"": 1e-06, ""proc.embed_min_categories"": 4, ""proc.impute_strategy"": ""median"", ""proc.max_category_levels"": 100, ""proc.skew_threshold"": 0.99, ""use_ngram_features"": false, ""num_layers"": 4, ""hidden_size"": 128, ""max_batch_size"": 512, ""use_batchnorm"": false, ""loss_function"": ""auto""}","{""batch_size"": 256, ""num_epochs"": 166}",native budget/early stopping; see fitted parameters and RUN.log
kdki_inactive,20260923,LightGBMLarge,LGBModel,679.0045409202576,0.9898766402405685,"{""learning_rate"": 0.03, ""num_leaves"": 128, ""feature_fraction"": 0.9, ""min_data_in_leaf"": 3}","{""num_boost_round"": 3043}",native budget/early stopping; see fitted parameters and RUN.log
kdki_inactive,20260923,NeuralNetFastAI,NNFastAiTabularModel,486.1830630302429,0.9872135630239657,"{""layers"": null, ""emb_drop"": 0.1, ""ps"": 0.1, ""bs"": ""auto"", ""lr"": 0.01, ""epochs"": ""auto"", ""early.stopping.min_delta"": 0.0001, ""early.stopping.patience"": 20, ""smoothing"": 0.0}","{""epochs"": 30, ""best_epoch"": 24}",native budget/early stopping; see fitted parameters and RUN.log
kdki_inactive,20260923,WeightedEnsemble_L2,WeightedEnsembleModel,0.1186671257019043,0.9915855801211955,"{""use_orig_features"": false, ""valid_stacker"": true, ""max_base_models"": 0, ""max_base_models_per_type"": ""auto"", ""save_bag_folds"": true, ""stratify"": ""auto"", ""bin"": ""auto"", ""n_bins"": null}",{},native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260921,LightGBMXT,LGBModel,2413.5204377174377,0.9803697841995085,"{""learning_rate"": 0.05, ""extra_trees"": true}","{""num_boost_round"": 10000}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260921,LightGBM,LGBModel,2379.1985788345337,0.9822031903053394,"{""learning_rate"": 0.05}","{""num_boost_round"": 10000}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260921,RandomForestGini,RFModel,910.6128742694855,0.9695058006811865,"{""n_estimators"": 300, ""max_leaf_nodes"": 15000, ""n_jobs"": -1, ""random_state"": 0, ""bootstrap"": true, ""criterion"": ""gini""}","{""n_estimators"": 300}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260921,RandomForestEntr,RFModel,915.5153703689575,0.9727550109053841,"{""n_estimators"": 300, ""max_leaf_nodes"": 15000, ""n_jobs"": -1, ""random_state"": 0, ""bootstrap"": true, ""criterion"": ""entropy""}","{""n_estimators"": 300}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260921,CatBoost,CatBoostModel,2663.404943704605,0.9730177262414779,"{""iterations"": 10000, ""learning_rate"": 0.05, ""random_seed"": 0, ""allow_writing_files"": false, ""eval_metric"": ""Logloss""}","{""iterations"": 10000}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260921,ExtraTreesGini,XTModel,210.12490558624268,0.9620098337662342,"{""n_estimators"": 300, ""max_leaf_nodes"": 15000, ""n_jobs"": -1, ""random_state"": 0, ""bootstrap"": true, ""criterion"": ""gini""}","{""n_estimators"": 300}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260921,ExtraTreesEntr,XTModel,218.6228470802307,0.9636683460915624,"{""n_estimators"": 300, ""max_leaf_nodes"": 15000, ""n_jobs"": -1, ""random_state"": 0, ""bootstrap"": true, ""criterion"": ""entropy""}","{""n_estimators"": 300}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260921,XGBoost,NumericDenseXGBoostModel,10494.437079906464,0.9858544539054104,"{""n_estimators"": 10000, ""learning_rate"": 0.1, ""n_jobs"": -1, ""proc.max_category_levels"": 100, ""objective"": ""binary:logistic"", ""booster"": ""gbtree""}","{""n_estimators"": 7959}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260921,NeuralNetTorch,TabularNeuralNetTorchModel,14861.29373383522,0.9758235013030487,"{""num_epochs"": 1000, ""epochs_wo_improve"": null, ""activation"": ""relu"", ""embedding_size_factor"": 1.0, ""embed_exponent"": 0.56, ""max_embedding_dim"": 100, ""y_range"": null, ""y_range_extend"": 0.05, ""dropout_prob"": 0.1, ""optimizer"": ""adam"", ""learning_rate"": 0.0003, ""weight_decay"": 1e-06, ""proc.embed_min_categories"": 4, ""proc.impute_strategy"": ""median"", ""proc.max_category_levels"": 100, ""proc.skew_threshold"": 0.99, ""use_ngram_features"": false, ""num_layers"": 4, ""hidden_size"": 128, ""max_batch_size"": 512, ""use_batchnorm"": false, ""loss_function"": ""auto""}","{""batch_size"": 512, ""num_epochs"": 181}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260921,LightGBMLarge,LGBModel,3616.8545022010803,0.98594761444209,"{""learning_rate"": 0.03, ""num_leaves"": 128, ""feature_fraction"": 0.9, ""min_data_in_leaf"": 3}","{""num_boost_round"": 9972}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260921,NeuralNetFastAI,NNFastAiTabularModel,1768.574758052826,0.9770650860385233,"{""layers"": null, ""emb_drop"": 0.1, ""ps"": 0.1, ""bs"": ""auto"", ""lr"": 0.01, ""epochs"": ""auto"", ""early.stopping.min_delta"": 0.0001, ""early.stopping.patience"": 20, ""smoothing"": 0.0}","{""epochs"": 30, ""best_epoch"": 29}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260921,WeightedEnsemble_L2,WeightedEnsembleModel,0.36979079246520996,0.9868339227693345,"{""use_orig_features"": false, ""valid_stacker"": true, ""max_base_models"": 0, ""max_base_models_per_type"": ""auto"", ""save_bag_folds"": true, ""stratify"": ""auto"", ""bin"": ""auto"", ""n_bins"": null}",{},native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260922,LightGBMXT,LGBModel,2426.3237459659576,0.9778004791669962,"{""learning_rate"": 0.05, ""extra_trees"": true}","{""num_boost_round"": 10000}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260922,LightGBM,LGBModel,2521.547178030014,0.9805270312425185,"{""learning_rate"": 0.05}","{""num_boost_round"": 10000}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260922,RandomForestGini,RFModel,935.4426684379578,0.968349414843926,"{""n_estimators"": 300, ""max_leaf_nodes"": 15000, ""n_jobs"": -1, ""random_state"": 0, ""bootstrap"": true, ""criterion"": ""gini""}","{""n_estimators"": 300}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260922,RandomForestEntr,RFModel,900.200968503952,0.9712375413471303,"{""n_estimators"": 300, ""max_leaf_nodes"": 15000, ""n_jobs"": -1, ""random_state"": 0, ""bootstrap"": true, ""criterion"": ""entropy""}","{""n_estimators"": 300}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260922,CatBoost,CatBoostModel,2625.7849922180176,0.9708141320469024,"{""iterations"": 10000, ""learning_rate"": 0.05, ""random_seed"": 0, ""allow_writing_files"": false, ""eval_metric"": ""Logloss""}","{""iterations"": 10000}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260922,ExtraTreesGini,XTModel,214.91467833518982,0.9608597610399452,"{""n_estimators"": 300, ""max_leaf_nodes"": 15000, ""n_jobs"": -1, ""random_state"": 0, ""bootstrap"": true, ""criterion"": ""gini""}","{""n_estimators"": 300}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260922,ExtraTreesEntr,XTModel,217.29969763755798,0.9621827043539035,"{""n_estimators"": 300, ""max_leaf_nodes"": 15000, ""n_jobs"": -1, ""random_state"": 0, ""bootstrap"": true, ""criterion"": ""entropy""}","{""n_estimators"": 300}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260922,XGBoost,NumericDenseXGBoostModel,8454.245237112045,0.9845748219047041,"{""n_estimators"": 10000, ""learning_rate"": 0.1, ""n_jobs"": -1, ""proc.max_category_levels"": 100, ""objective"": ""binary:logistic"", ""booster"": ""gbtree""}","{""n_estimators"": 7962}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260922,NeuralNetTorch,TabularNeuralNetTorchModel,20932.204060554504,0.9748845524955971,"{""num_epochs"": 1000, ""epochs_wo_improve"": null, ""activation"": ""relu"", ""embedding_size_factor"": 1.0, ""embed_exponent"": 0.56, ""max_embedding_dim"": 100, ""y_range"": null, ""y_range_extend"": 0.05, ""dropout_prob"": 0.1, ""optimizer"": ""adam"", ""learning_rate"": 0.0003, ""weight_decay"": 1e-06, ""proc.embed_min_categories"": 4, ""proc.impute_strategy"": ""median"", ""proc.max_category_levels"": 100, ""proc.skew_threshold"": 0.99, ""use_ngram_features"": false, ""num_layers"": 4, ""hidden_size"": 128, ""max_batch_size"": 512, ""use_batchnorm"": false, ""loss_function"": ""auto""}","{""batch_size"": 512, ""num_epochs"": 267}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260922,LightGBMLarge,LGBModel,3584.681652545929,0.9836334752390795,"{""learning_rate"": 0.03, ""num_leaves"": 128, ""feature_fraction"": 0.9, ""min_data_in_leaf"": 3}","{""num_boost_round"": 9844}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260922,NeuralNetFastAI,NNFastAiTabularModel,1687.0442855358124,0.9733099464730617,"{""layers"": null, ""emb_drop"": 0.1, ""ps"": 0.1, ""bs"": ""auto"", ""lr"": 0.01, ""epochs"": ""auto"", ""early.stopping.min_delta"": 0.0001, ""early.stopping.patience"": 20, ""smoothing"": 0.0}","{""epochs"": 30, ""best_epoch"": 25}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260922,WeightedEnsemble_L2,WeightedEnsembleModel,0.37147974967956543,0.985188130332284,"{""use_orig_features"": false, ""valid_stacker"": true, ""max_base_models"": 0, ""max_base_models_per_type"": ""auto"", ""save_bag_folds"": true, ""stratify"": ""auto"", ""bin"": ""auto"", ""n_bins"": null}",{},native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260923,LightGBMXT,LGBModel,2379.833260536194,0.9785657331230312,"{""learning_rate"": 0.05, ""extra_trees"": true}","{""num_boost_round"": 10000}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260923,LightGBM,LGBModel,2344.6595590114594,0.9803737931186416,"{""learning_rate"": 0.05}","{""num_boost_round"": 9999}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260923,RandomForestGini,RFModel,939.7320210933685,0.9685759187749523,"{""n_estimators"": 300, ""max_leaf_nodes"": 15000, ""n_jobs"": -1, ""random_state"": 0, ""bootstrap"": true, ""criterion"": ""gini""}","{""n_estimators"": 300}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260923,RandomForestEntr,RFModel,887.2824711799622,0.9712248589253863,"{""n_estimators"": 300, ""max_leaf_nodes"": 15000, ""n_jobs"": -1, ""random_state"": 0, ""bootstrap"": true, ""criterion"": ""entropy""}","{""n_estimators"": 300}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260923,CatBoost,CatBoostModel,2609.4976160526276,0.9722935356066578,"{""iterations"": 10000, ""learning_rate"": 0.05, ""random_seed"": 0, ""allow_writing_files"": false, ""eval_metric"": ""Logloss""}","{""iterations"": 10000}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260923,ExtraTreesGini,XTModel,217.67273497581482,0.9616805403993018,"{""n_estimators"": 300, ""max_leaf_nodes"": 15000, ""n_jobs"": -1, ""random_state"": 0, ""bootstrap"": true, ""criterion"": ""gini""}","{""n_estimators"": 300}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260923,ExtraTreesEntr,XTModel,216.19000697135925,0.9627283294878932,"{""n_estimators"": 300, ""max_leaf_nodes"": 15000, ""n_jobs"": -1, ""random_state"": 0, ""bootstrap"": true, ""criterion"": ""entropy""}","{""n_estimators"": 300}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260923,XGBoost,NumericDenseXGBoostModel,8334.304192781448,0.9834742612030369,"{""n_estimators"": 10000, ""learning_rate"": 0.1, ""n_jobs"": -1, ""proc.max_category_levels"": 100, ""objective"": ""binary:logistic"", ""booster"": ""gbtree""}","{""n_estimators"": 8331}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260923,NeuralNetTorch,TabularNeuralNetTorchModel,26611.799028158188,0.9764401255188835,"{""num_epochs"": 1000, ""epochs_wo_improve"": null, ""activation"": ""relu"", ""embedding_size_factor"": 1.0, ""embed_exponent"": 0.56, ""max_embedding_dim"": 100, ""y_range"": null, ""y_range_extend"": 0.05, ""dropout_prob"": 0.1, ""optimizer"": ""adam"", ""learning_rate"": 0.0003, ""weight_decay"": 1e-06, ""proc.embed_min_categories"": 4, ""proc.impute_strategy"": ""median"", ""proc.max_category_levels"": 100, ""proc.skew_threshold"": 0.99, ""use_ngram_features"": false, ""num_layers"": 4, ""hidden_size"": 128, ""max_batch_size"": 512, ""use_batchnorm"": false, ""loss_function"": ""auto""}","{""batch_size"": 512, ""num_epochs"": 362}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260923,LightGBMLarge,LGBModel,3533.9107546806335,0.9829697181235292,"{""learning_rate"": 0.03, ""num_leaves"": 128, ""feature_fraction"": 0.9, ""min_data_in_leaf"": 3}","{""num_boost_round"": 9919}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260923,NeuralNetFastAI,NNFastAiTabularModel,1664.5147099494934,0.9752752160451482,"{""layers"": null, ""emb_drop"": 0.1, ""ps"": 0.1, ""bs"": ""auto"", ""lr"": 0.01, ""epochs"": ""auto"", ""early.stopping.min_delta"": 0.0001, ""early.stopping.patience"": 20, ""smoothing"": 0.0}","{""epochs"": 30, ""best_epoch"": 29}",native budget/early stopping; see fitted parameters and RUN.log
all_inactive,20260923,WeightedEnsemble_L2,WeightedEnsembleModel,0.3774597644805908,0.9845436497484535,"{""use_orig_features"": false, ""valid_stacker"": true, ""max_base_models"": 0, ""max_base_models_per_type"": ""auto"", ""save_bag_folds"": true, ""stratify"": ""auto"", ""bin"": ""auto"", ""n_bins"": null}",{},native budget/early stopping; see fitted parameters and RUN.log
