molregno,control_chembl_id,control_name,control_inchikey,fda_identity_tier,exact_fda_structure_match,fda_applications,fda_urls
26653,CHEMBL21536,XANOMELINE,JOLJIIDDOBNFHW-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA216158,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216158
26722,CHEMBL626,NAFTIFINE,OZGNYLLQHRPOBR-DHZHZOJOSA-N,项目FDA注册表完整InChIKey匹配,True,NDA204286,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204286
26732,CHEMBL20835,ACECLIDINE,WRJPSSPFHGNBMG-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA218585,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=218585
27029,CHEMBL628,PENTOXIFYLLINE,BYPFEZZEUUWMEJ-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA074425; ANDA074878; ANDA075191,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074425; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074878; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075191
27072,CHEMBL629,AMITRIPTYLINE,KRMDCWKBEZIMAB-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA070336; ANDA070337; ANDA070338; ANDA071296; ANDA071297; ANDA071442; ANDA071443; ANDA085968; ANDA085970; ANDA086009; ANDA086010; ANDA086011; ANDA086153; ANDA086157; ANDA086158; ANDA089399; ANDA089400; ANDA089402; ANDA202446; ANDA210086; ANDA212654; ANDA213999; ANDA214548; ANDA215376; ANDA217411; ANDA218389,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=070336; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=070337; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=070338
27111,CHEMBL128,SUMATRIPTAN,KQKPFRSPSRPDEB-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA021926; NDA206099; NDA208223; NDA210884,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021926; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206099; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208223
27112,CHEMBL631,PROPAFENONE,JWHAUXFOSRPERK-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA075938; ANDA076550; ANDA078540; ANDA202445; ANDA202688; ANDA205268; ANDA205956; ANDA210339; ANDA212744; ANDA213096; ANDA214184,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075938; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076550; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=078540
27152,CHEMBL632,BETAMETHASONE,UREBDLICKHMUKA-DVTGEIKXSA-N,项目FDA注册表完整InChIKey匹配,True,NDA021852; NDA022185; NDA207589; NDA208079; NDA213422,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021852; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022185; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207589
27185,CHEMBL633,AMIODARONE,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022325,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022325
27229,CHEMBL635,PREDNISONE,XOFYZVNMUHMLCC-ZPOLXVRWSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA040256; ANDA040362; ANDA040392; ANDA040581; ANDA040584; ANDA040611; ANDA080352; ANDA080356; ANDA083677; ANDA084275; ANDA085161; ANDA085162; ANDA088703; ANDA088810; ANDA089247; ANDA208412; ANDA210785; ANDA211575; ANDA212629; ANDA213385; ANDA213386; ANDA215246; ANDA215671; ANDA215672; ANDA218035; ANDA219477,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040256; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040362; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040392
27251,CHEMBL636,RIVASTIGMINE,XSVMFMHYUFZWBK-NSHDSACASA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA077129; ANDA077130; ANDA090879; ANDA091689; ANDA203148; ANDA203844; ANDA204572; ANDA205622; ANDA206318; ANDA207308; ANDA207797; ANDA209063; ANDA215445; NDA022083,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077129; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077130; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090879
27278,CHEMBL637,VENLAFAXINE,PNVNVHUZROJLTJ-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022104; NDA215429,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022104; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215429
27307,CHEMBL129,ZIDOVUDINE,HBOMLICNUCNMMY-XLPZGREQSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA077267; ANDA077268; ANDA077411; ANDA077558; ANDA077981; ANDA078128; ANDA078349; ANDA079124; ANDA079128; ANDA090092; ANDA090561; ANDA090679; ANDA203259; ANDA206375; NDA019655; NDA019910; NDA019951,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077267; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077268; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077411
27308,CHEMBL638,VORICONAZOLE,BCEHBSKCWLPMDN-MGPLVRAMSA-N,项目FDA注册表完整InChIKey匹配,True,NDA208562,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208562
27309,CHEMBL639,AZELASTINE,MBUVEWMHONZEQD-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022371; NDA202236; NDA213872,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022371; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202236; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213872
27341,CHEMBL640,PROCAINAMIDE,REQCZEXYDRLIBE-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA088636; ANDA089069; ANDA206332; ANDA218135; ANDA218674,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=088636; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=089069; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206332
27342,CHEMBL641,ATOMOXETINE,VHGCDTVCOLNTBX-QGZVFWFLSA-N,项目FDA注册表完整InChIKey匹配,True,NDA220320,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=220320
27347,CHEMBL642,ACEBUTOLOL,GOEMGAFJFRBGGG-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA074007; ANDA075047,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074007; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075047
27368,CHEMBL643,PROMETHAZINE,PWWVAXIEGOYWEE-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA040026; ANDA040428; ANDA040500; ANDA040596; ANDA040622; ANDA040643; ANDA040649; ANDA040654; ANDA040660; ANDA040673; ANDA040712; ANDA040713; ANDA040737; ANDA040891; ANDA040902; ANDA083312; ANDA083426; ANDA083711; ANDA084176; ANDA087165; ANDA087953; ANDA088864; ANDA088875; ANDA090180; ANDA090575; ANDA091179; ANDA091675; ANDA091687; ANDA200386; ANDA200894; ANDA200963; ANDA213890; ANDA214238; ANDA216446; ANDA218264; ANDA220869; NDA011265,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040026; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040428; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040500
27370,CHEMBL131,PREDNISOLONE,OIGNJSKKLXVSLS-VWUMJDOOSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA040070; ANDA040323; ANDA040571; ANDA040775; ANDA074449; ANDA075988; ANDA076913; ANDA078465; ANDA078988; ANDA080354; ANDA080531; ANDA089081; ANDA091396; ANDA203559; ANDA215673; ANDA216715; ANDA216935; ANDA218083; ANDA218256; ANDA219509; NDA017011; NDA017100; NDA017469; NDA019157; NDA021959,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040070; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040323; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040571
27385,CHEMBL644,TRIMIPRAMINE,ZSCDBOWYZJWBIY-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA077361; ANDA208127,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077361; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208127
27417,CHEMBL645,BISOPROLOL,VHYCDWMUTMEGQY-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA075474; ANDA075579; ANDA075643; ANDA075768; ANDA077910; ANDA078635; ANDA079106; ANDA204891; ANDA212678; ANDA215562; ANDA215563; ANDA215666; ANDA215680; ANDA215995; ANDA217368; ANDA217617; ANDA217922; ANDA218303; ANDA219044; ANDA219489; NDA020186,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075474; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075579; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075643
27495,CHEMBL647,APRACLONIDINE,IEJXVRYNEISIKR-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA077764; NDA019779; NDA020258,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077764; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019779; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020258
27569,CHEMBL434394,NEBIVOLOL,KOHIRBRYDXPAMZ-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA203659; ANDA203821; ANDA203825; ANDA203828; ANDA208717; ANDA210596; ANDA211053; ANDA212661; ANDA212682; ANDA212917; ANDA213830; ANDA216172; ANDA216568; ANDA217397; NDA021742,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203659; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203821; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203825
27575,CHEMBL650,METHYLPREDNISOLONE,VHRSUDSXCMQTMA-PJHHCJLFSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA040183; ANDA040189; ANDA040194; ANDA040232; ANDA040557; ANDA040583; ANDA040612; ANDA040719; ANDA040794; ANDA040888; ANDA201835; ANDA202691; ANDA203125; ANDA204072; ANDA206751; ANDA207549; ANDA210043; ANDA211930; ANDA212396; ANDA214297; ANDA214870; ANDA216502; ANDA219145; ANDA220556; NDA011153; NDA011757; NDA011856,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040183; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040189; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040194
27576,CHEMBL651,METHADONE,USSIQXCVUWKGNF-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA040088; ANDA040180; ANDA040517; ANDA074184; ANDA075082; ANDA077142; ANDA087393; ANDA087997; ANDA088109; ANDA089897; ANDA090065; ANDA090635; ANDA090707; ANDA203502; ANDA204166; ANDA207368; ANDA207537; ANDA208306; ANDA210484; ANDA211228; ANDA212093; ANDA218252; ANDA218609; NDA017058; NDA017116; NDA021624,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040088; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040180; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040517
27588,CHEMBL652,FLECAINIDE,DJBNUMBKLMJRSA-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA075442; ANDA075882; ANDA076278; ANDA076421; ANDA202821; ANDA210683; ANDA215599; ANDA218093,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075442; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075882; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076278
27609,CHEMBL134,CLONIDINE,GJSURZIOUXUGAL-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022500; NDA217645; NDA220256; NDA221094,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022500; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217645; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=220256
27610,CHEMBL654,MIRTAZAPINE,RONZAEMNMFQXRA-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA076119; ANDA076122; ANDA076219; ANDA076541; ANDA076921; ANDA077376; ANDA077666; ANDA205798; ANDA216751; ANDA219721; ANDA219919; ANDA220104; NDA020415; NDA021208,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076119; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076122; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076219
27611,CHEMBL655,MIDAZOLAM,DDLIGBOFAVUZHB-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA211321; NDA211844; NDA216359,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211321; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211844; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216359
27626,CHEMBL135,ESTRADIOL,VOXZDWNPVJITMN-ZBRFXRBCSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA020167; ANDA040197; ANDA040275; ANDA075182; ANDA075233; ANDA078324; ANDA079193; ANDA085470; ANDA086069; ANDA090920; ANDA201675; ANDA202985; ANDA203339; ANDA203723; ANDA204379; ANDA205256; ANDA206241; ANDA206388; ANDA206685; ANDA207261; ANDA208788; ANDA209767; ANDA210194; ANDA210233; ANDA210264; ANDA210488; ANDA210612; ANDA211293; ANDA211396; ANDA211783; ANDA212313; ANDA214137; ANDA216055; ANDA216160; ANDA216524; ANDA216550; ANDA216656; ANDA217334; ANDA217610; ANDA217863; ANDA217882; ANDA218031; ANDA218214; ANDA218507; NDA009402; NDA020375; NDA020472; NDA020538; NDA020870; NDA020907; NDA020908; NDA021166; NDA021167; NDA021258; NDA021310; NDA021355; NDA021367; NDA021674; NDA021813; NDA021885; NDA022001; NDA022014; NDA022038; NDA022252; NDA203752; NDA208564; NDA210132; NDA212155; NDA214846,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020167; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040197; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040275
27629,CHEMBL657,DIPHENHYDRAMINE,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA021393; NDA021394; NDA205352,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021393; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021394; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205352
27638,CHEMBL658,SUFENTANIL,GGCSSNBKKAUURC-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA074534; NDA019050,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074534; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019050
27639,CHEMBL659,GALANTAMINE,ASUTZQLVASHGKV-JDFRZJQESA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA077589; ANDA077593; ANDA077604; ANDA077605; ANDA078185; ANDA078189; ANDA078898; ANDA079028; ANDA090178; ANDA090957; ANDA204895,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077589; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077593; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077604
27647,CHEMBL660,AMANTADINE,DKNWSYNQZKUICI-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA208944,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208944
27648,CHEMBL661,ALPRAZOLAM,VREFGVBLTWBCJP-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA074112; ANDA074174; ANDA074312; ANDA074342; ANDA074909; ANDA078056; ANDA078088; ANDA078387; ANDA078561; ANDA090871; ANDA200739; ANDA203346; ANDA213204; NDA018276; NDA021434,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074112; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074174; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074312
27780,CHEMBL666,FOSCARNET,ZJAOAACCNHFJAH-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA212483; ANDA213001; ANDA213807; ANDA213987; ANDA216602; ANDA220068; NDA020068,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212483; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213001; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213807
27812,CHEMBL667,ACETYLCHOLINE,OIPILFWXSMYKGL-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA020213,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020213
27912,CHEMBL137,METRONIDAZOLE,VAOCPAMSLUNLGC-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA070027; ANDA070033; ANDA070035; ANDA070044; ANDA070772; ANDA076408; ANDA076522; ANDA077018; ANDA077197; ANDA077547; ANDA077549; ANDA077819; ANDA078178; ANDA079065; ANDA079067; ANDA202584; ANDA203458; ANDA203974; ANDA204651; ANDA205245; ANDA205770; ANDA206191; ANDA206560; ANDA208162; ANDA208681; ANDA209794; ANDA211786; ANDA212435; ANDA212646; ANDA213648; ANDA215610; ANDA215794; ANDA216323; ANDA216692; ANDA216750; ANDA217128; ANDA217511; ANDA217665; ANDA218941; ANDA219295; ANDA220095; NDA018657; NDA018890; NDA020334; NDA020531; NDA020743; NDA020901; NDA021789; NDA021806; NDA050786; NDA205223; NDA216755,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=070027; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=070033; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=070035
28112,CHEMBL668,PROTRIPTYLINE,BWPIARFWQZKAIA-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA090462; ANDA202220,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090462; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202220
28119,CHEMBL669,CYCLOBENZAPRINE,JURKNVYFZMSNLP-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA021777; NDA219428,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021777; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=219428
28310,CHEMBL671,THIOTEPA,FOCVUCIESVLUNU-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA075547; ANDA208242; ANDA210337; ANDA211755; ANDA211831; ANDA213049; ANDA214222; ANDA216037; ANDA217559; NDA208264; NDA216984,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075547; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208242; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210337
28331,CHEMBL672,FENOFIBRATE,YMTINGFKWWXKFG-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA021612,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021612
28699,CHEMBL675,ALENDRONATE SODIUM,CAKRAHQRJGUPIG-UHFFFAOYSA-M,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA076768; ANDA076984; ANDA090022; ANDA090124; ANDA090258; ANDA090520; ANDA206387; ANDA214512; NDA020560; NDA021762,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076768; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076984; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090022
28976,CHEMBL679,EPINEPHRINE,UCTWMZQNUQWSLP-VIFPVBQESA-N,项目FDA注册表完整InChIKey匹配,True,NDA022010; NDA022466; NDA201739; NDA204200; NDA204640; NDA205029; NDA205920; NDA207534; NDA211363; NDA214697; NDA215425; NDA215875; NDA216564; NDA218475; NDA220626,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022010; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022466; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201739
29090,CHEMBL681,ETOMIDATE,NPUKDXXFDDZOKR-LLVKDONJSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA074593; ANDA201044; ANDA202354; ANDA202360; ANDA206126; ANDA209058; ANDA215028; NDA018227,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074593; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201044; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202354
29637,CHEMBL685,MEBENDAZOLE,OPXLLQIJSORQAM-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA073580,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=073580
29890,CHEMBL139,DICLOFENAC,DCOPUUMXTXDBNB-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA021234; NDA022122; NDA022165; NDA022202; NDA206976,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021234; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022122; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022165
29989,CHEMBL686,MEFENAMIC ACID,HYYBABOKPJLUIN-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA090562; ANDA091322; ANDA091608; NDA015034,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090562; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=091322; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=091608
30072,CHEMBL688,FENTANYL CITRATE,IVLVTNPOHDFFCJ-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA210762; ANDA212086; NDA016619; NDA019101; NDA019115,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210762; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212086; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016619
30180,CHEMBL689,MANNITOL,FBPFZTCFMRRESA-KVTDHHQDSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA080677; NDA013684; NDA016269; NDA018316; NDA019603; NDA020006; NDA022368; NDA202049,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=080677; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=013684; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016269
30602,CHEMBL690,PRAVASTATIN SODIUM,VWBQYTRBTXKKOG-IYNICTALSA-M,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA076056; ANDA076341; ANDA076714; ANDA076939; ANDA077491; ANDA077751; ANDA077793; ANDA077904; ANDA077917; ANDA077987; ANDA203367; ANDA207068; ANDA209869,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076056; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076341; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076714
