molregno,control_chembl_id,control_name,control_inchikey,fda_identity_tier,exact_fda_structure_match,fda_applications,fda_urls
1378011,CHEMBL2105741,TRAMETINIB DIMETHYL SULFOXIDE,OQUFJVRYDFIQBW-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA204114; NDA217513,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204114; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217513
1378013,CHEMBL2105743,OLODATEROL HYDROCHLORIDE,KCEHVJZZIGJAAW-FERBBOLQSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA203108; NDA206756,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203108; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206756
1378015,CHEMBL2105745,GLYCEROL PHENYLBUTYRATE,ZSDBFLMJVAGKOU-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA205742; ANDA207694; ANDA218738; ANDA219540; ANDA220313; ANDA220568; ANDA220579; NDA203284,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205742; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207694; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=218738
1378018,CHEMBL2105748,PRUCALOPRIDE SUCCINATE,QZRSNVSQLGRAID-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA217662; ANDA218056; ANDA218177; ANDA218295; ANDA218492; ANDA218795; ANDA218812; ANDA218847; ANDA218963; ANDA218977; ANDA219071; ANDA219078; ANDA219160; ANDA219180; ANDA219193; ANDA219216; ANDA219220; ANDA219234; NDA210166,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217662; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=218056; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=218177
1378019,CHEMBL2105749,SAMIDORPHAN L-MALATE,RARHXUAUPNYAJF-QSYGGRRVSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA213378,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213378
1378025,CHEMBL2105755,NALDEMEDINE,AXQACEQYCPKDMV-RZAWKFBISA-N,项目FDA注册表完整InChIKey匹配,True,NDA208854,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208854
1378026,CHEMBL2105756,TIVOZANIB HYDROCHLORIDE,RQXMKRRBJITKRN-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA212904,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212904
1378028,CHEMBL2105758,AVATROMBOPAG MALEATE,MISPBGHDNZYFNM-BTJKTKAUSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA210238; NDA219696,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210238; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=219696
1378029,CHEMBL2105759,BARICITINIB,XUZMWHLSFXCVMG-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA207924,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207924
1378030,CHEMBL2105760,BREXPIPRAZOLE,ZKIAIYBUSXZPLP-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA205422,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205422
1378167,CHEMBL2105897,BARIUM SULFATE,TZCXTZWJZNENPQ-UHFFFAOYSA-L,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA208036; NDA208143; NDA208844; NDA219840,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208036; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208143; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208844
1378338,CHEMBL2106068,ATRASENTAN HYDROCHLORIDE,IJFUJIFSUKPWCZ-SQMFDTLJSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA219208,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=219208
1378389,CHEMBL2106119,CALCIUM GLUCONATE,NEEHYRZPVYRGPP-IYEMJOQQSA-L,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA213071; ANDA216541; ANDA216611; ANDA217174; ANDA217689; ANDA218840; ANDA219619; NDA208418; NDA210906,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213071; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216541; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216611
1378465,CHEMBL2106195,DEXMEDETOMIDINE HYDROCHLORIDE,VPNGEIHDPSLNMU-MERQFXBCSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA201072; ANDA202126; ANDA202585; ANDA202881; ANDA203972; ANDA204023; ANDA204686; ANDA204843; ANDA205046; ANDA205272; ANDA205867; ANDA206407; ANDA206798; ANDA207551; ANDA208103; ANDA208129; ANDA208266; ANDA208532; ANDA209065; ANDA209307; ANDA210321; ANDA212571; ANDA212791; ANDA212857; ANDA216604; ANDA217308; ANDA218112; ANDA220315; NDA021038; NDA206628; NDA215390,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201072; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202126; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202585
1378753,CHEMBL2106483,VILOXAZINE HYDROCHLORIDE,HJOCKFVCMLCPTP-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA211964,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211964
1378885,CHEMBL2106615,BAZEDOXIFENE ACETATE,OMZAMQFQZMUNTP-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA022247,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022247
1378913,CHEMBL2106643,MYCOPHENOLATE SODIUM,DOZYTHNHLLSNIK-JOKMOOFLSA-M,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA091558; ANDA202555; ANDA208315; ANDA211173; ANDA214376; ANDA214630; ANDA216637; ANDA217031; ANDA218603; NDA050791,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=091558; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202555; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208315
1379337,CHEMBL2107067,TESTOSTERONE UNDECANOATE,UDSFVOAUHKGBEK-CNQKSJKFSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA022219; NDA206089; NDA208088; NDA213953,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022219; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206089; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208088
1379484,CHEMBL2107214,IOMEPROL,NJKDOADNQSYQEV-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA216016; NDA216017,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216016; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216017
1379603,CHEMBL2107333,DIMETHYL FUMARATE,LDCRTTXIJACKKU-ONEGZZNKSA-N,项目FDA注册表完整InChIKey匹配,True,NDA204063,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204063
1379625,CHEMBL2107355,MIGALASTAT HYDROCHLORIDE,ZJIHMALTJRDNQI-OLALXQGDSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA208623,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208623
1379630,CHEMBL2107360,PALIPERIDONE PALMITATE,VOMKSBFLAZZBOW-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA022264; NDA207946; NDA216352,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022264; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207946; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216352
1379651,CHEMBL2107381,URIDINE TRIACETATE,AUFUWRKPQLGTGF-FMKGYKFTSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA208159; NDA208169,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208159; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208169
1379657,CHEMBL2107387,VORTIOXETINE HYDROBROMIDE,VNGRUFUIHGGOOM-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA204447,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204447
1379756,CHEMBL2107486,TEBIPENEM PIVOXIL,SNUDIPVBUUXCDG-QHSBEEBCSA-N,项目FDA注册表完整InChIKey匹配,True,NDA215960,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215960
1379830,CHEMBL2107560,"SODIUM PHOSPHATE, DIBASIC",KDQPSPMLNJTZAL-UHFFFAOYSA-L,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA079247,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=079247
1379996,CHEMBL2107726,ARIMOCLOMOL,SGEIEGAXKLMUIZ-XUVDNFPMSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA214927,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=214927
1380048,CHEMBL2107778,SEGESTERONE,SFLXYFZGKSGFKA-XUDSTZEESA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA209627,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209627
1380067,CHEMBL2107797,NORGESTREL,WWYNJERNGUHSAO-CULCCENASA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA075288; ANDA075840; ANDA091105; ANDA202980; NDA017031,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075288; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075840; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=091105
1380085,CHEMBL2107815,TREPROSTINIL DIOLAMINE,RHWRWEUCEXUUAV-ZSESPEEFSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA203496,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203496
1380087,CHEMBL2107817,AVIBACTAM SODIUM,RTCIKUMODPANKX-JBUOLDKXSA-M,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA206494; NDA217906,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206494; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217906
1380095,CHEMBL2107825,TENOFOVIR ALAFENAMIDE,LDEKQSIMHVQZJK-CAQYMETFSA-N,项目FDA注册表完整InChIKey匹配,True,NDA207561; NDA208215; NDA208351; NDA208464; NDA210251; NDA210455,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207561; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208215; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208351
1380096,CHEMBL2107826,VIBEGRON,DJXRIQMCROIRCZ-XOEOCAAJSA-N,项目FDA注册表完整InChIKey匹配,True,NDA213006,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213006
1380100,CHEMBL2107830,EMPAGLIFLOZIN,OBWASQILIWPZMG-QZMOQZSNSA-N,项目FDA注册表完整InChIKey匹配,True,NDA204629; NDA206073; NDA206111; NDA208658; NDA212614,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204629; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206073; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206111
1380101,CHEMBL2107831,LUSUTROMBOPAG,NOZIJMHMKORZBA-KJCUYJGMSA-N,项目FDA注册表完整InChIKey匹配,True,NDA210923,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210923
1380104,CHEMBL2107834,RIOCIGUAT,WXXSNCNJFUAIDG-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA204819,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204819
1382807,CHEMBL2110367,TRIMETHOPRIM SULFATE,UILMMYFRNCCPLK-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA064120; ANDA064211; ANDA065006; ANDA211572,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=064120; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=064211; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=065006
1382812,CHEMBL2110372,RANITIDINE HYDROCHLORIDE,GGWBHVILAJZWKJ-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA074467; ANDA074655; ANDA075294; ANDA075742; ANDA076705; ANDA078192; ANDA211289,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074467; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074655; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075294
1383028,CHEMBL2110588,ELIGLUSTAT,FJZZPCZKBUKGGU-AUSIDOKSSA-N,项目FDA注册表完整InChIKey匹配,True,NDA205494,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205494
1383541,CHEMBL2111101,PIMAVANSERIN,RKEWSXXUOLRFBX-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA207318; NDA210793,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207318; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210793
1406675,CHEMBL2134724,IPRATROPIUM BROMIDE,KEWHKYJURDBRMN-XSAPEOHZSA-M,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA075562; ANDA075693; ANDA076025; ANDA076103; ANDA076155; ANDA076156; ANDA076598; ANDA076664; ANDA076749; ANDA077559; ANDA202496; ANDA206543; ANDA207875; ANDA215104; ANDA215105; ANDA217886; ANDA217912; ANDA217953; ANDA219221; ANDA219222; NDA021527; NDA021747,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075562; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075693; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076025
1410635,CHEMBL2138684,FROVATRIPTAN SUCCINATE,CUETXFMONOSVJA-KLQYNRQASA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA204730; ANDA211292; ANDA213891; ANDA216998,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204730; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211292; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213891
1413247,CHEMBL2141296,IXAZOMIB,MXAYKZJJDUDWDS-LBPRGKRZSA-N,项目FDA注册表完整InChIKey匹配,True,NDA208462,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208462
1417028,CHEMBL2145077,IVABRADINE HYDROCHLORIDE,HLUKNZUABFFNQS-ZMBIFBSDSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA213276; ANDA213366; ANDA213442; ANDA213483; ANDA214051; ANDA215238,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213276; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213366; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213442
1418075,CHEMBL2146124,CEFUROXIME SODIUM,URDOHUPGIOGTKV-JTBFTWTJSA-M,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA064125; ANDA065048,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=064125; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=065048
1418097,CHEMBL2146146,ATROPINE SULFATE,VJFQPODMEGSXHC-RIMUKSHESA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA085372; ANDA086727; ANDA087708; ANDA207128; ANDA210819; ANDA211362; ANDA212461; ANDA212868; ANDA213335; ANDA213413; ANDA213424; ANDA213561; ANDA214752; ANDA214970; ANDA215005; ANDA215342; ANDA215618; ANDA215624; ANDA215969; ANDA216120; ANDA217345; ANDA217791; ANDA218148; ANDA219013; NDA012462; NDA017744; NDA021146; NDA206289; NDA208151; NDA209260; NDA213581; NDA214652,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=085372; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=086727; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=087708
1420377,CHEMBL2146883,COBIMETINIB,BSMCAPRUBJMWDF-KRWDZBQOSA-N,项目FDA注册表完整InChIKey匹配,True,NDA206192,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206192
1425665,CHEMBL2159122,ELUXADOLINE,QFNHIDANIVGXPE-FNZWTVRRSA-N,项目FDA注册表完整InChIKey匹配,True,NDA206940,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206940
1428762,CHEMBL2165326,APROCITENTAN,DKULOVKANLVDEA-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA217686,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217686
1439217,CHEMBL2178422,RIMEGEPANT,KRNAOFGYEFKHPB-ANJVHQHFSA-N,项目FDA注册表完整InChIKey匹配,True,NDA212728,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212728
1442757,CHEMBL2181927,FINERENONE,BTBHLEZXCOBLCY-QGZVFWFLSA-N,项目FDA注册表完整InChIKey匹配,True,NDA215341,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215341
1445828,CHEMBL2206196,PAROMOMYCIN SULFATE,LJRDOKAZOAKLDU-UDXJMMFXSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA065173,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=065173
1448219,CHEMBL2216870,IDELALISIB,IFSDAJWBUCMOAH-HNNXBMFYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA205858; NDA206545,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205858; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206545
1449167,CHEMBL2218894,FLUVASTATIN SODIUM,ZGGHKIMDNBDHJB-CALJPSDSSA-M,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA078407; ANDA079011; ANDA090595; ANDA209397; NDA021192,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=078407; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=079011; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090595
1449190,CHEMBL2218917,CEVIMELINE HYDROCHLORIDE,JKJRNPOQQPBPOV-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA091591; ANDA203775; ANDA204746; ANDA206808; ANDA215056; ANDA216682; ANDA218290; ANDA220267; NDA020989,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=091591; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203775; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204746
1449215,CHEMBL2219411,MOMELOTINIB DIHYDROCHLORIDE,IPNATXQRPWRHKD-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA216873,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216873
1449218,CHEMBL2219414,ERAVACYCLINE DIHYDROCHLORIDE,JYCNMRVZELJVAW-RZVFYPHASA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA211109,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211109
1449220,CHEMBL2219416,NALOXEGOL OXALATE,MNYIRXLCPODKLG-VUTNLTPYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA204760,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204760
