drug_id,name,smiles,native_feature_index,training_feature_index,split_group,feature_source
NNJVILVZKWQKPM-UHFFFAOYSA-N,lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,63339,514016.0,SG:13cad05ca8f49c509e5b7be8c67668484344ebf2b2d12b03b295f14d4b1c32d1,preserved_catalog_cache
NOZIJMHMKORZBA-KJCUYJGMSA-N,lusutrombopag,CCCCCCO[C@@H](C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(/C=C(\C)C(=O)O)c(Cl)c3)n2)c1OC,55484,,,preserved_catalog_cache
NQDJXKOVJZTUJA-UHFFFAOYSA-N,nevirapine,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,205956,518302.0,SG:c84f80f16d969e84588c96fef5f7de9733c5639cd06d6bb18b136177eeeef928,prepared_A_B_cache
NSQSAUGJQHDYNO-UHFFFAOYSA-N,tazemetostat,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,64878,522338.0,SG:5192fc734238e949f7a0d54fe0e723f6be5af92ea7ecd976ba92279d885f7f28,preserved_catalog_cache
NTJOBXMMWNYJFB-UHFFFAOYSA-N,amisulpride,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,65671,523471.0,SG:0c156b73eeb2759efccc3a191d859bf21ea883df25435f7eb0d5e41ff05778bc,preserved_catalog_cache
NUKYPUAOHBNCPY-UHFFFAOYSA-N,dalfampridine,Nc1ccncc1,256403,525157.0,SG:75c7a4b0b41e43900bfb8055909b37897a5e104541d35413384b7ff9a1c88b83,prepared_A_B_cache
NXQKSXLFSAEQCZ-SFHVURJKSA-N,sotorasib,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,7009,530208.0,SG:a477503037e85935d10533ab68b9d817608ee9a296fd361ea759589193de6837,prepared_A_B_cache
NYDCDZSEEAUOHN-IZHYLOQSSA-N,tamoxifen,CC/C(=C(\c1ccccc1)c1ccc(OCCNC)cc1)c1ccccc1,42137,,,preserved_catalog_cache
NYNZQNWKBKUAII-KBXCAEBGSA-N,larotrectinib,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,280919,531642.0,SG:d31d606ea7814268423b9b46b5ee4208b01bfd91c2fa0d9df9150b0bbf441911,prepared_A_B_cache
OBWASQILIWPZMG-QZMOQZSNSA-N,empagliflozin,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,303984,536884.0,SG:85b8127df1965b1464073d991cc95d9e60845197f45e72db961850530e9c87c7,prepared_A_B_cache
ODAIHABQVKJNIY-PEDHHIEDSA-N,perindopril,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,61056,,,preserved_catalog_cache
OEKWJQXRCDYSHL-FNOIDJSQSA-N,ticagrelor,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,60643,541069.0,SG:e40b7a8d9718a8256328d0afd542fec27ec4f92f44243866ce2c9937dc84394a,prepared_A_B_cache
OEOLOEUAGSPDLT-UHFFFAOYSA-N,minoxidil,Nc1cc(N2CCCCC2)nc(N)[n+]1OS(=O)(=O)[O-],254366,,,preserved_catalog_cache
OEXHQOGQTVQTAT-JRNQLAHRSA-N,ipratropium,CC(C)[N@@+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,37140,,,preserved_catalog_cache
OFCNXPDARWKPPY-UHFFFAOYSA-N,allopurinol,O=c1nc[nH]c2[nH]ncc12,302101,542105.0,SG:1af0ae372ccc23d9fb4f7497209b966eb48fed5dd852817da92fb00feaaf4c18,prepared_A_B_cache
OFPXSFXSNFPTHF-UHFFFAOYSA-N,oxaprozin,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,282800,542927.0,SG:84bed115960ee4c98964be4de0af4a867e23e0885c391de8bb882015ae892633,prepared_A_B_cache
OFZJKCQENFPZBH-UHFFFAOYSA-N,avatrombopag,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1,280979,,,preserved_catalog_cache
OGHNVEJMJSYVRP-UHFFFAOYSA-N,carvedilol,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,156322,544013.0,SG:bcbaa6f22cfa78802d6a9030a37480408347e774a7983a42c70a0f5017c4e1f1,prepared_A_B_cache
OGQICQVSFDPSEI-UHFFFAOYSA-N,tazarotene,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,70722,544552.0,SG:a614bfcbb55c483264b72af369368a804da88a6d5f322d2112144886ee4b6daa,prepared_A_B_cache
OHRURASPPZQGQM-GCCNXGTGSA-N,romidepsin,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,3288,546242.0,SG:116ffd5b705b1647d028be5c484ed14e66075b8b478d35283e986dfc881a3e94,prepared_A_B_cache
OIGNJSKKLXVSLS-VWUMJDOOSA-N,prednisone,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,176152,547058.0,SG:1da66fc6f795b514717b01b36b719369af22182021592bcbbea9fd1a96bb183f,prepared_A_B_cache
OJFSXZCBGQGRNV-UHFFFAOYSA-N,carbinoxamine,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,90675,548629.0,SG:80b3500deab05d35afac195f29e293d1fdaf7e2445c31d706b7347b60b30f448,prepared_A_B_cache
OJQMKCBWYCWFPU-UHFFFAOYSA-N,selexipag,CC(C)N(CCCCOCC(=O)O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,32698,549273.0,SG:1d0647bac41c6f5ef96c8905daccc7fd44709b8adff737613c5d02b412f6b6bb,prepared_A_B_cache
OLAHOMJCDNXHFI-UHFFFAOYSA-N,erdafitinib,COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,132060,551450.0,SG:e2f6e577415ba721e962768df8b3e96e9b57e69314681a921c492a0db7cf7473,prepared_A_B_cache
OLNTVTPDXPETLC-XPWALMASSA-N,ezetimibe,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,294785,552297.0,SG:70dcf57b9570fbfc58c34104e338d5dcdbe02a797f04ebab6818976f2b56657d,prepared_A_B_cache
ONIQOQHATWINJY-UHFFFAOYSA-N,cabozantinib,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,136103,555224.0,SG:3a47d045782628a4b85e30b6768e6d4d8347e044671a38ebbfd78130c3e557c3,preserved_catalog_cache
OPXLLQIJSORQAM-UHFFFAOYSA-N,mebendazole,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,112288,559264.0,SG:3ee003ebb3f132050e2580ca0bc583d352a79d304e1798316a45d76b7e4173ac,prepared_A_B_cache
OROGSEYTTFOCAN-DNJOTXNNSA-N,codeine,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,150336,561887.0,SG:36ec7cb38b01a5c87284ac0a3b772d49ab628e36e54669c6d6d2e247323def2d,prepared_A_B_cache
OUBCNLGXQFSTLU-UHFFFAOYSA-N,nitisinone,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],290471,565953.0,SG:33a62530dd4449af7ff5e20e4d1e579d3bc085f2184dcede2bd9eed701c69958,prepared_A_B_cache
OUJTZYPIHDYQMC-LJQANCHMSA-N,ambrisentan,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,115088,566482.0,SG:9e5a5d5305565e8fac8583ae2d123fc6d34f68f47144e2fc32bc26953bd51c9e,prepared_A_B_cache
OURRXQUGYQRVML-AREMUKBSSA-N,netarsudil,Cc1ccc(C(=O)OCc2ccc([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)cc2)c(C)c1,194838,566947.0,SG:e6334c384eda2e81707ce0936e185b53d0faf823635b530f97538851c1299af0,prepared_A_B_cache
OXPLANUPKBHPMS-ZXBNPROVSA-N,ciclesonide,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1C[C@H]1O[C@@H](C3CCCCC3)O[C@]12C(=O)CO,176165,571510.0,SG:1648e2774082160afc084845e9d68e7203fa86a369cbcb3c3a1ae55dc1e8d3f5,prepared_A_B_cache
OYTKINVCDFNREN-UHFFFAOYSA-N,amifampridine,Nc1ccncc1N,256404,,,preserved_catalog_cache
OYYDSUSKLWTMMQ-JKHIJQBDSA-N,trospium,O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,286608,573610.0,SG:358778c1b47c722e1f8dc101ae51633ead776f6adb04f441569b721bb4772055,prepared_A_B_cache
OZGNYLLQHRPOBR-DHZHZOJOSA-N,naftifine,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12,92993,574191.0,SG:25a305108c3b979933754a7bc0709f11b78f6c48dff7c29906a11ae4667ad56c,preserved_catalog_cache
OZOMQRBLCMDCEG-VIZOYTHASA-N,dantrolene,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,291001,574672.0,SG:848b95c206e5925fe7e6f7e0eb56d553d4f08601838cb3c19a2324790bf80ffd,prepared_A_B_cache
OZVBMTJYIDMWIL-AYFBDAFISA-N,bromocriptine,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,32235,575063.0,SG:feee57e52365c560f78557a4e3d6a2db7a41eb937f0f599ceb3170a355728e72,prepared_A_B_cache
OZWKMVRBQXNZKK-UHFFFAOYSA-N,ketorolac,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,288712,575163.0,SG:b12abae8f0d31db2ff2fbd18b183672250070467656e8cd2d03f243db2478022,prepared_A_B_cache
PAJMKGZZBBTTOY-ZFORQUDYSA-N,treprostinil,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O,56058,575997.0,SG:3f75a70b298436b767e9b9ded12067b981cb47cad9e567c1c2899ff67b0ddd39,prepared_A_B_cache
PBAPPPCECJKMCM-IBGZPJMESA-N,mirabegron,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,256885,577091.0,SG:871e8471d12157f0502ade07b8bd9cbbfa338e138b5d1e7357a4121e67b9ab15,prepared_A_B_cache
PCHKPVIQAHNQLW-CQSZACIVSA-N,niraparib,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,243964,579054.0,SG:991871b7d28df77b629edb83ff0e09269bc9bdaf31a9bf12f0e3a249f09b6401,prepared_A_B_cache
PCOBBVZJEWWZFR-UHFFFAOYSA-N,ezogabine,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,69848,579450.0,SG:f573aa99b3be3128d8859f779d39f976ebd9883f7c91f5579b35d278c0eaf29e,prepared_A_B_cache
PDGKHKMBHVFCMG-UHFFFAOYSA-N,trilaciclib,CN1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1,100746,580573.0,SG:e4b4ec21e6ba7528493b78426c71834df793e54852ba5df8271aebc7e82bafd2,prepared_A_B_cache
PDWUPXJEEYOOTR-UHFFFAOYSA-N,3-iodobenzylguanidine,N=C(N)NCc1cccc(I)c1,240082,,,preserved_catalog_cache
PEMUGDMSUDYLHU-ZEQRLZLVSA-N,adagrasib,C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,3977,582499.0,SG:df77f88a95ea75e2ab37dc25041af1f616b27e9517c4a85ecc70b97f0165d4f2,prepared_A_B_cache
PGTVWKLGGCQMBR-FLBATMFCSA-N,ganaxolone,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,19677,,,preserved_catalog_cache
PHLBKPHSAVXXEF-UHFFFAOYSA-N,trazodone,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,301983,587238.0,SG:a470a55a1dcfc29811c5e256f16784c6a18e2d7bb8dac0d74fc4b15a0cf1fb05,preserved_catalog_cache
PHXJVRSECIGDHY-UHFFFAOYSA-N,ponatinib,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,194505,587983.0,SG:cb6e4e5189ca9665b7af7b39c954531d7fc45653413f64328b7065975a921907,prepared_A_B_cache
PIBARDGJJAGJAJ-NQIIRXRSSA-N,danicopan,CC(=O)c1nn(CC(=O)N2C[C@H](F)C[C@H]2C(=O)Nc2cccc(Br)n2)c2ccc(-c3cnc(C)nc3)cc12,20394,588216.0,SG:7ef7b56fc0118fdbf9366df3540a856da0a13bd5e3a5e14a0a17a3b52eae4439,prepared_A_B_cache
PJDFLNIOAUIZSL-UHFFFAOYSA-N,vigabatrin,C=CC(N)CCC(=O)O,11011,589890.0,SG:a60f1ce24e8f2b5738e5c34081a973c39dec4a4c4111c26a273d52f1b5f03d05,prepared_A_B_cache
PJMPHNIQZUBGLI-UHFFFAOYSA-N,fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,49368,590438.0,SG:7e69c010e2817dade4de40878b1d306c4e508e04072afc32f608c4b8e3468c81,prepared_A_B_cache
PMXMIIMHBWHSKN-UHFFFAOYSA-N,paliperidone,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,212649,595992.0,SG:978ee46222085ac1adfa71cfb47d685186208d174ca0f92f41f8081c1ba6815d,prepared_A_B_cache
PNCPYILNMDWPEY-QGZVFWFLSA-N,silodosin,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,171410,596309.0,SG:a80c059e2617194a8daeb2603f6e9fc8046fd5dd3fdbfcb37949aae76c177685,prepared_A_B_cache
PNVNVHUZROJLTJ-UHFFFAOYSA-N,venlafaxine,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,142178,597432.0,SG:780947b384693083467efc767fc266f1ffaa400cbcfc85c5dae053672f7dd7bf,prepared_A_B_cache
POGQSBRIGCQNEG-UHFFFAOYSA-N,rufinamide,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,244283,598078.0,SG:9f4a791ad3f9e1726ebf4e6db3c1a127c8b1532e558b4297385c770654a50991,prepared_A_B_cache
PPSNFPASKFYPMN-SECBINFHSA-N,fezolinetant,Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)[C@@H]3C)n1,216826,600402.0,SG:de27e83452788cfff008e6c81dfa328d5cb7a8737145966d17a71fb72563fb8b,prepared_A_B_cache
PQXKDMSYBGKCJA-CVTJIBDQSA-N,lurasidone,O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,294784,602259.0,SG:4d02e015b66c81943312e50e81f2d66ef2a8adde005c5c42daa0a7e9aa7086c3,prepared_A_B_cache
PRMWGUBFXWROHD-UHFFFAOYSA-N,perampanel,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O,238174,603203.0,SG:b8530f73cc99b78ad686d30376d4b1166487d29d46da43b19414861d40f63585,prepared_A_B_cache
PSIFNNKUMBGKDQ-UHFFFAOYSA-N,losartan,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,58478,604479.0,SG:65860c8e18fd62c5dc2d3dc6e1677380547ffb457e774077099de4eb6f0bb079,preserved_catalog_cache
PTOIAAWZLUQTIO-GXFFZTMASA-N,tasimelteon,CCC(=O)NC[C@@H]1C[C@H]1c1cccc2c1CCO2,49802,606326.0,SG:2fb4e1c6559fac27cd93f9c019af2f50e75e0164363b634162bb4281d7505714,prepared_A_B_cache
PUKBOVABABRILL-YZNIXAGQSA-N,avacopan,Cc1ccc(NC(=O)[C@H]2CCCN(C(=O)c3c(C)cccc3F)[C@H]2c2ccc(NC3CCCC3)cc2)cc1C(F)(F)F,197325,,,preserved_catalog_cache
PURKAOJPTOLRMP-ASMGOKTBSA-N,deutivacaftor,[2H]C([2H])([2H])C(c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O)(C([2H])([2H])[2H])C([2H])([2H])[2H],306545,,,preserved_catalog_cache
PURKAOJPTOLRMP-UHFFFAOYSA-N,deutivacaftor;ivacaftor,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,24316,608178.0,SG:2fb14cf2715e470675914277247d233474ffd356c0e080d672fed8db770cd4dc,prepared_A_B_cache
PYGWGZALEOIKDF-UHFFFAOYSA-N,etravirine,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,183877,614000.0,SG:26d6f17b0813c4c82c27e332b478fa71dd4176f417c5b427ad0b80a92df265a2,prepared_A_B_cache
PYNXFZCZUAOOQC-UTKZUKDTSA-N,sacubitril,CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O,69981,,,preserved_catalog_cache
PYZRQGJRPPTADH-UHFFFAOYSA-N,lamotrigine,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,260451,615120.0,SG:1542537d73c75f3b451cca2727e8f473f8ddf215bd425ccc9dd8f18e183a5fbc,prepared_A_B_cache
PZBCKZWLPGJMAO-UHFFFAOYSA-N,copanlisib,COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,123048,615198.0,SG:6ffd66ccd4bcb3e6946215c2d1e6c1fef0a5f99b8518a77996de72e07f08a406,prepared_A_B_cache
PZFAZQUREQIODZ-LJQANCHMSA-N,gepotidacin,O=c1ccc2ncc(=O)n3c2n1C[C@H]3CN1CCC(NCc2cc3c(cn2)OCCC3)CC1,301827,615433.0,SG:54fdf38c8aa1df56866838dcd05a87d65d2fe8548f23d516711c731724d8e4b2,prepared_A_B_cache
QADPYRIHXKWUSV-UHFFFAOYSA-N,infigratinib,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,66163,616954.0,SG:f257ecf4aca4154d089256d459fa4d90aeaa0b70198d1e46c468a0fff66c685c,prepared_A_B_cache
QCHFTSOMWOSFHM-WPRPVWTQSA-N,pilocarpine,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,77416,620325.0,SG:991d13b7a33773217c0dd2bc10d7c99c491613d893eefed8854a6bc94a57cce6,prepared_A_B_cache
QCZAWDGAVJMPTA-RNFRBKRXSA-N,vorasidenib,C[C@@H](Nc1nc(N[C@H](C)C(F)(F)F)nc(-c2cccc(Cl)n2)n1)C(F)(F)F,166198,621403.0,SG:42571b45880e39316cb0e79cb83957d4e4815c174dd6ae8991831da28d3c0f4e,prepared_A_B_cache
QDGZDCVAUDNJFG-FXQIFTODSA-N,entecavir,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21,4423,,,preserved_catalog_cache
QEFAQIPZVLVERP-UHFFFAOYSA-N,nepafenac,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,241522,,,preserved_catalog_cache
QFFGVLORLPOAEC-SNVBAGLBSA-N,besifloxacin,N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,252415,,,preserved_catalog_cache
QFNHIDANIVGXPE-FNZWTVRRSA-N,eluxadoline,COc1ccc(CN(C(=O)[C@@H](N)Cc2c(C)cc(C(N)=O)cc2C)[C@@H](C)c2nc(-c3ccccc3)c[nH]2)cc1C(=O)O,143622,,,preserved_catalog_cache
QGJUIPDUBHWZPV-SGTAVMJGSA-N,saxagliptin,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,233037,626710.0,SG:c540f50b481468e47d832950c202af1a81c259a32d9564b2ac7a32e58cfbd91b,prepared_A_B_cache
QHMBSVQNZZTUGM-ZWKOTPCHSA-N,cannabidiol,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,3685,628501.0,SG:ecaa426fe918fbe16e450d570596db757cd175ff2cd2b25c448ef1ae5845aa09,prepared_A_B_cache
QIVUCLWGARAQIO-OLIXTKCUSA-N,atogepant,C[C@@H]1[C@H](c2c(F)ccc(F)c2F)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,169905,630679.0,SG:5cb3651ec44613552f6053c5a5495cc49b699a4b45fca13ebc4037e07cdf903b,prepared_A_B_cache
QKDRXGFQVGOQKS-CRSSMBPESA-N,sotagliflozin,CCOc1ccc(Cc2cc([C@@H]3O[C@H](SC)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,74524,632809.0,SG:c818cf3a72d248d236c8f1bbd5a16e2699e412662572fd85e6b6e56d269527ed,prepared_A_B_cache
QNZCBYKSOIHPEH-UHFFFAOYSA-N,apixaban,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,140238,638891.0,SG:1273fca2ae8e889a8a9fd2b50fc0fdecb406481053b319212741b0b2b2ecb46a,prepared_A_B_cache
QOIGKGMMAGJZNZ-UHFFFAOYSA-N,gepirone,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,43034,639417.0,SG:e62e87a531b3fc6fda3e5d258026b9963e12a7ff752d49abe6f8397f3cfd6b35,prepared_A_B_cache
QQHMKNYGKVVGCZ-UHFFFAOYSA-N,tipiracil,N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl,240933,642530.0,SG:dcfe97108014dc22deeaf34c8f1e242745a4f4573e4a6d65c8565388a90dca6a,prepared_A_B_cache
QRPZBKAMSFHVRW-UHFFFAOYSA-N,fostemsavir,COc1cnc(-n2cnc(C)n2)c2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c12,157050,644626.0,SG:0f9029e162f9f7145a6f17c4e934ebfa256937e177b48c9baee1f730bba51fcd,prepared_A_B_cache
QTGIAADRBBLJGA-UHFFFAOYSA-N,articaine,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC,59423,,,preserved_catalog_cache
QTWZICCBKBYHDM-UHFFFAOYSA-N,methylene blue,CN(C)c1ccc2c(c1)Sc1cc(N(C)C)ccc1N2,92648,,,preserved_catalog_cache
QUIJNHUBAXPXFS-XLJNKUFUSA-N,bedaquiline,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,158128,648900.0,SG:616e1fb7c5045f6702e0281bc8c12ae917cc2f67557ca349a570ed7d55a447f7,preserved_catalog_cache
QXWYKJLNLSIPIN-JGVFFNPUSA-N,droxidopa,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,252698,,,preserved_catalog_cache
QXWZQTURMXZVHJ-UHFFFAOYSA-N,selexipag,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,32697,654600.0,SG:1d0647bac41c6f5ef96c8905daccc7fd44709b8adff737613c5d02b412f6b6bb,prepared_A_B_cache
QYSXJUFSXHHAJI-YRZJJWOYSA-N,cholecalciferol,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,4293,655997.0,SG:5fadabefa892237d3d6a03658b7694c84ec19d929aa10931ddbfff19cf61ffb1,prepared_A_B_cache
QZFHIXARHDBPBY-UHFFFAOYSA-N,vericiguat,COC(=O)Nc1c(N)nc(-c2nn(Cc3ccccc3F)c3ncc(F)cc23)nc1N,111464,656751.0,SG:28d2a14d712615725c5c8a2d00ec7e79ec1054fb540548f7b1f6b93383d5ed09,prepared_A_B_cache
QZUDBNBUXVUHMW-UHFFFAOYSA-N,clozapine,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,99207,657659.0,SG:8f7fece12f7ef76e637394f7360e8502a99b0dd13f4102a99cab774978fb6b59,prepared_A_B_cache
QZZUEBNBZAPZLX-QFIPXVFZSA-N,indacaterol,CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,80934,658045.0,SG:874dbd066c22f74abe22ed818168785b9b411d98582ba4a16bacfced1e075a5f,prepared_A_B_cache
RAPZEAPATHNIPO-UHFFFAOYSA-N,risperidone,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,212648,659079.0,SG:978ee46222085ac1adfa71cfb47d685186208d174ca0f92f41f8081c1ba6815d,prepared_A_B_cache
RBTBFTRPCNLSDE-UHFFFAOYSA-N,methylene blue,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,92664,660915.0,SG:b5c584f019e298cf864d9670637c7a08705fa2cb50892af27ef489914d6dd18f,prepared_A_B_cache
RDOIQAHITMMDAJ-UHFFFAOYSA-N,loperamide,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,88026,663746.0,SG:ed5d611af6b21cca8835c86711048b05a504564bbb1113784291fc7f5e95c84f,preserved_catalog_cache
RENRQMCACQEWFC-UGKGYDQZSA-N,iptacopan,CCO[C@H]1CCN(Cc2c(OC)cc(C)c3[nH]ccc23)[C@H](c2ccc(C(=O)O)cc2)C1,72369,665366.0,SG:313414f22484503065372941876522ae47abb6b48229e03908cd3fc45d696515,prepared_A_B_cache
RGFBRLNVZCCMSV-BIRGHMBHSA-N,ceftaroline fosamil,CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(N)n1,68020,,,preserved_catalog_cache
RHWKPHLQXYSBKR-BMIGLBTASA-N,dolutegravir,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,167889,670592.0,SG:28ac67570d9b847c264aa621e50f8b9496fe176191f747cec651cead7b43548e,prepared_A_B_cache
