standard_inchi_key,chembl_id,first_approval,max_phase
XQSPYNMVSIKCOC-NTSWFWBYSA-N,CHEMBL885,2003.0,4
XRQDFNLINLXZLB-CKIKVBCHSA-N,CHEMBL139367,2014.0,4
XRVDGNKRPOAQTN-FQEVSTJZSA-N,CHEMBL3707247,2020.0,4
XSFJVAJPIHIPKU-XWCQMRHXSA-N,CHEMBL1512,1981.0,4
XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,CHEMBL2048484,2011.0,4
XUBOMFCQGDBHNK-UHFFFAOYSA-N,CHEMBL31,1999.0,4
XUFQPHANEAPEMJ-UHFFFAOYSA-N,CHEMBL902,1986.0,4
XUKUURHRXDUEBC-KAYWLYCHSA-N,CHEMBL1487,1996.0,4
XUZMWHLSFXCVMG-UHFFFAOYSA-N,CHEMBL2105759,2017.0,4
XWLUWCNOOVRFPX-UHFFFAOYSA-N,CHEMBL1201336,1996.0,4
XWLXKKNPFMNSFA-HGQWONQESA-N,CHEMBL1201391,,2
XXSMGPRMXLTPCZ-UHFFFAOYSA-N,CHEMBL1535,1955.0,4
XYFPWWZEPKGCCK-GOSISDBHSA-N,CHEMBL1873475,2013.0,4
XYLJNLCSTIOKRM-UHFFFAOYSA-N,CHEMBL844,1996.0,4
XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1431,1995.0,4
XZXHXSATPCNXJR-ZIADKAODSA-N,CHEMBL502835,2014.0,4
YALNUENQHAQXEA-UHFFFAOYSA-N,CHEMBL1213492,2024.0,4
YASAKCUCGLMORW-UHFFFAOYSA-N,CHEMBL121,1999.0,4
YBBLVLTVTVSKRW-UHFFFAOYSA-N,CHEMBL1399,1995.0,4
YBSJFWOBGCMAKL-UHFFFAOYSA-N,CHEMBL48361,,3
YFGHCGITMMYXAQ-LJQANCHMSA-N,CHEMBL1201192,2007.0,4
YHGSTSNEOJUIRN-UHFFFAOYSA-N,CHEMBL3707245,,2
YIBOMRUWOWDFLG-ONEGZZNKSA-N,CHEMBL175691,2011.0,4
YIMYDTCOUQIDMT-SNAWJCMRSA-N,CHEMBL3989944,2019.0,4
YIQPUIGJQJDJOS-UHFFFAOYSA-N,CHEMBL18442,2008.0,4
YKPUWZUDDOIDPM-SOFGYWHQSA-N,CHEMBL294199,2009.0,4
YLXDSYKOBKBWJQ-LBPRGKRZSA-N,CHEMBL1218,2005.0,4
YMARZQAQMVYCKC-OEMFJLHTSA-N,CHEMBL116,1999.0,4
YMDXZJFXQJVXBF-STHAYSLISA-N,CHEMBL1757,1996.0,4
YMTINGFKWWXKFG-UHFFFAOYSA-N,CHEMBL672,1993.0,4
YQEZLKZALYSWHR-ZDUSSCGKSA-N,CHEMBL395091,2019.0,4
YQNQNVDNTFHQSW-UHFFFAOYSA-N,CHEMBL1401,2002.0,4
YQNWZWMKLDQSAC-UHFFFAOYSA-N,CHEMBL2104993,2013.0,4
YREYEVIYCVEVJK-UHFFFAOYSA-N,CHEMBL1219,1999.0,4
YTAOBBFIOAEMLL-REQDGWNSSA-N,CHEMBL2105689,2013.0,4
YTFHCXIPDIHOIA-DHZHZOJOSA-N,CHEMBL2105648,2023.0,4
YWGDOWXRIALTES-NRFANRHFSA-N,CHEMBL1201758,2009.0,4
YWPHCCPCQOJSGZ-UHFFFAOYSA-N,CHEMBL306700,2021.0,4
YXRDKMPIGHSVRX-OOJCLDBCSA-N,CHEMBL1201244,1994.0,4
ZAFYATHCZYHLPB-UHFFFAOYSA-N,CHEMBL911,1992.0,4
ZBBHBTPTTSWHBA-UHFFFAOYSA-N,CHEMBL1484,1988.0,4
ZBGXUVOIWDMMJE-QHNZEKIYSA-N,CHEMBL493982,2014.0,4
ZBMZVLHSJCTVON-UHFFFAOYSA-N,CHEMBL471,1992.0,4
ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CHEMBL1421,2006.0,4
ZBPLOVFIXSTCRZ-UHFFFAOYSA-N,CHEMBL1077,1997.0,4
ZCVMWBYGMWKGHF-UHFFFAOYSA-N,CHEMBL534,1999.0,4
ZEUITGRIYCTCEM-KRWDZBQOSA-N,CHEMBL1175,2004.0,4
ZFMITUMMTDLWHR-UHFFFAOYSA-N,CHEMBL802,1979.0,4
ZGLHBRQAEXKACO-XJRQOBMKSA-N,CHEMBL4303615,,-1
ZIAOVIPSKUPPQW-UHFFFAOYSA-N,CHEMBL2364608,2018.0,4
ZISJNXNHJRQYJO-CMDGGOBGSA-N,CHEMBL259571,2022.0,4
ZKIAIYBUSXZPLP-UHFFFAOYSA-N,CHEMBL2105760,2015.0,4
ZKLPARSLTMPFCP-OAQYLSRUSA-N,CHEMBL1201191,2007.0,4
ZKLPARSLTMPFCP-UHFFFAOYSA-N,CHEMBL1000,1995.0,4
ZPMNHBXQOOVQJL-UHFFFAOYSA-N,CHEMBL117287,2009.0,4
ZPUCINDJVBIVPJ-LJISPDSOSA-N,CHEMBL370805,2017.0,4
ZRVUJXDFFKFLMG-UHFFFAOYSA-N,CHEMBL599,2000.0,4
ZSBOMTDTBDDKMP-OAHLLOKOSA-N,CHEMBL376359,2013.0,4
ZSKVGTPCRGIANV-ZXFLCMHBSA-N,CHEMBL148,1985.0,4
ZSWMIFNWDQEXDT-ZESJGQACSA-N,CHEMBL3544978,,3
ZVHNDZWQTBEVRY-UHFFFAOYSA-N,CHEMBL1078178,2023.0,4
ZWUQVNSJSJHFPS-XFXZXTDPSA-N,CHEMBL3526431,,-1
ZYTXTXAMMDTYDQ-DGEXFFLYSA-N,CHEMBL2348780,2023.0,4
ZZUFCTLCJUWOSV-UHFFFAOYSA-N,CHEMBL35,1966.0,4
ZZVUWRFHKOJYTH-UHFFFAOYSA-N,CHEMBL657,1946.0,4
