pair_id,ligand_inchikey,drug_names,target_chembl_id,gene_symbol,sequence_target_id,in_frozen384,in_frozen112,wetlab_pairs,A_train_pairs,A_train_positive,A_train_negative,A_explicit_inactive,B_train_pairs,B_train_positive,B_train_negative,B_explicit_inactive,排序,A药内排名_384,B药内排名_384
RMMXLENWKUUMAY-UHFFFAOYSA-N__CHEMBL1944,RMMXLENWKUUMAY-UHFFFAOYSA-N,telmisartan,CHEMBL1944,MME,SEQ:1a916537b7b555892eb6262b941745a4bee0eec5d0d65b73609e69a3a5ace44f,True,True,10,318,300,18,8,462,423,39,8,226,318,101
AQNDDEOPVVGCPG-UHFFFAOYSA-N__CHEMBL3729,AQNDDEOPVVGCPG-UHFFFAOYSA-N,esmolol,CHEMBL3729,CA4,SEQ:62f5e1881b0efc28f2f60c2972f6226477c26b841e00762613f38246a2677974,True,True,10,1001,798,203,1,1030,827,203,1,227,28,7
HTIQEAQVCYTUBX-KRWDZBQOSA-N__CHEMBL2326,HTIQEAQVCYTUBX-KRWDZBQOSA-N,levamlodipine,CHEMBL2326,CA7,SEQ:e4a9ea745635c950475641c84676edde20d12f8fc62fb2c5df55eabe66448254,True,True,10,1158,1068,90,0,1159,1068,91,0,228,9,7
NQDJXKOVJZTUJA-UHFFFAOYSA-N__CHEMBL3522,NQDJXKOVJZTUJA-UHFFFAOYSA-N,nevirapine,CHEMBL3522,CYP17A1,SEQ:83618860fad41d20f0945e036b4bc270c90e6c96b6ddd84eff31402ffef38fa4,True,True,3,26,16,10,10,729,638,91,10,229,307,273
QCHFTSOMWOSFHM-WPRPVWTQSA-N__CHEMBL2722,QCHFTSOMWOSFHM-WPRPVWTQSA-N,pilocarpine,CHEMBL2722,CYP11B2,SEQ:223bf6426d9ad4fccd858bc2988b9ec441020f239760a0e13758c1f2e3dfc124,True,True,7,0,0,0,0,1877,1857,20,0,230,39,1
IFSDAJWBUCMOAH-HNNXBMFYSA-N__CHEMBL3310,IFSDAJWBUCMOAH-HNNXBMFYSA-N,idelalisib,CHEMBL3310,HDAC11,SEQ:65581bd1ddc53f130cac84c8df83f80295c1a3162d64cce850465d69c2faeab1,True,True,9,19,13,6,4,478,294,184,4,231,183,173
XHOLNRLADUSQLD-UHFFFAOYSA-N__CHEMBL3991,XHOLNRLADUSQLD-UHFFFAOYSA-N,betrixaban,CHEMBL3991,F7,SEQ:16e201eb49237f1092a05dc94a1cc131f78e10e8ba32e0f005076714062ff9e3,True,True,4,257,174,83,2,378,244,134,2,232,288,371
XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL4898,XFALPSLJIHVRKE-GFCCVEGCSA-N,tedizolid,CHEMBL4898,NTRK2,SEQ:5700fd20b890228dc7e812e55ae9c8c398a6acd114445a1139ed0655f81a77ad,True,True,5,160,31,129,91,582,364,218,91,233,284,104
GPNHMOZDMYNCPO-PDUMRIMRSA-N__CHEMBL3522,GPNHMOZDMYNCPO-PDUMRIMRSA-N,clascoterone,CHEMBL3522,CYP17A1,SEQ:83618860fad41d20f0945e036b4bc270c90e6c96b6ddd84eff31402ffef38fa4,True,True,3,26,16,10,10,729,638,91,10,234,262,145
HTIQEAQVCYTUBX-KRWDZBQOSA-N__CHEMBL202,HTIQEAQVCYTUBX-KRWDZBQOSA-N,levamlodipine,CHEMBL202,DHFR,SEQ:f01679b357e85183133b6e765b5bbb10fb34aac343f1185d3cae27b684632907,True,True,7,184,136,48,0,825,515,310,0,235,69,159
RZVAJINKPMORJF-UHFFFAOYSA-N__CHEMBL2085,RZVAJINKPMORJF-UHFFFAOYSA-N,acetaminophen,CHEMBL2085,MIF,SEQ:6fcd7510546f6916475197b4cc685730be47749ee22261b24813a38c97516602,True,True,2,125,74,51,13,270,117,153,13,236,142,30
SDUQYLNIPVEERB-QPPQHZFASA-N__CHEMBL1993,SDUQYLNIPVEERB-QPPQHZFASA-N,gemcitabine,CHEMBL1993,DNMT1,SEQ:fc574e32e4a88543e8f5373b656b0b1999faaac2fec70fcdbe637f375aa2f65a,True,True,1,9,6,3,2,653,497,156,2,237,99,228
QCHFTSOMWOSFHM-WPRPVWTQSA-N__CHEMBL1908,QCHFTSOMWOSFHM-WPRPVWTQSA-N,pilocarpine,CHEMBL1908,CYP11B1,SEQ:8759d02877c2edf1cd747fc987a8e5230be180fb1e10bb4f5b2db0e8fdcf9319,True,True,3,0,0,0,0,1418,1194,224,0,238,44,2
UEJJHQNACJXSKW-UHFFFAOYSA-N__CHEMBL1937,UEJJHQNACJXSKW-UHFFFAOYSA-N,thalidomide,CHEMBL1937,HDAC2,SEQ:955979c609c58538ca00aee39b91bfe3f7988d4c5d7ac63d68ced1c874449011,True,True,3,145,121,24,8,2161,1599,562,8,239,45,134
GCKFUYQCUCGESZ-BPIQYHPVSA-N__CHEMBL242,GCKFUYQCUCGESZ-BPIQYHPVSA-N,etonogestrel,CHEMBL242,ESR2,SEQ:7f3d679eff5a0b39202fe2696e4b76106c26dd5b3df9d615e208dbdf4bc35724,True,True,2,395,256,139,23,1808,1297,511,23,240,127,73
SOLUWJRYJLAZCX-LYOVBCGYSA-N__CHEMBL2189110,SOLUWJRYJLAZCX-LYOVBCGYSA-N,bictegravir,CHEMBL2189110,EZH2,SEQ:4c4d28512cf712104d0b7374cb68ae9d3cf5d4f5d7e81c617fb0ad49332165f7,True,True,3,87,85,2,2,1123,1002,121,2,241,69,216
XUZMWHLSFXCVMG-UHFFFAOYSA-N__CHEMBL325,XUZMWHLSFXCVMG-UHFFFAOYSA-N,baricitinib,CHEMBL325,HDAC1,SEQ:7289cbc54521bc202bb99244e249eff3fd381af091772ac7e1cfdbd1b155c545,True,True,3,201,150,51,21,6756,4810,1946,21,242,231,253
QTGIAADRBBLJGA-UHFFFAOYSA-N__CHEMBL1944,QTGIAADRBBLJGA-UHFFFAOYSA-N,articaine,CHEMBL1944,MME,SEQ:1a916537b7b555892eb6262b941745a4bee0eec5d0d65b73609e69a3a5ace44f,True,True,10,318,300,18,8,462,423,39,8,243,165,273
BRUQQQPBMZOVGD-XFKAJCMBSA-N__CHEMBL205,BRUQQQPBMZOVGD-XFKAJCMBSA-N,oxycodone,CHEMBL205,CA2,SEQ:e6a24c903c1ef211037c64a6835a8a484f48b17be1cae50d6998913f21acf7d4,True,True,6,6425,5271,1154,14,6844,5571,1273,14,244,10,11
HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL283,HYHMLYSLQUKXKP-UHFFFAOYSA-N,bempedoic acid,CHEMBL283,MMP3,SEQ:bc389b758c19f1d32f942839e8c94698ba1429dad6237bc90f8198b164cff6d2,True,True,2,220,163,57,10,918,565,353,10,245,145,312
VTRAEEWXHOVJFV-UHFFFAOYSA-N__CHEMBL1944,VTRAEEWXHOVJFV-UHFFFAOYSA-N,olmesartan,CHEMBL1944,MME,SEQ:1a916537b7b555892eb6262b941745a4bee0eec5d0d65b73609e69a3a5ace44f,True,True,10,318,300,18,8,462,423,39,8,246,77,4
SJVQHLPISAIATJ-ZDUSSCGKSA-N__CHEMBL3310,SJVQHLPISAIATJ-ZDUSSCGKSA-N,duvelisib,CHEMBL3310,HDAC11,SEQ:65581bd1ddc53f130cac84c8df83f80295c1a3162d64cce850465d69c2faeab1,True,True,9,19,13,6,4,478,294,184,4,247,313,335
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL3972,HHZIURLSWUIHRB-UHFFFAOYSA-N,nilotinib,CHEMBL3972,GART,SEQ:2b50a9bdb76401c564adebe2d7cebb4de1094be4bea454c59063a59361c2e5a1,True,True,1,37,25,12,0,72,52,20,0,248,321,315
WMDSZGFJQKSLLH-RBBKRZOGSA-N__CHEMBL5141,WMDSZGFJQKSLLH-RBBKRZOGSA-N,landiolol,CHEMBL5141,CYP26A1,SEQ:90595514e8943fb2a0668dc14ea9841297ca49846d9007639f566f839f2e667d,True,True,4,0,0,0,0,104,72,32,0,249,173,126
YIBOMRUWOWDFLG-ONEGZZNKSA-N__CHEMBL2073,YIBOMRUWOWDFLG-ONEGZZNKSA-N,rilpivirine,CHEMBL2073,YES1,SEQ:346cb787e598f5e4716e72b52876c6d754b1a6dab9ed0f94e7677f3b5738d813,True,True,1,303,36,267,260,459,156,303,260,250,121,98
LIOLIMKSCNQPLV-UHFFFAOYSA-N__CHEMBL2189110,LIOLIMKSCNQPLV-UHFFFAOYSA-N,capmatinib,CHEMBL2189110,EZH2,SEQ:4c4d28512cf712104d0b7374cb68ae9d3cf5d4f5d7e81c617fb0ad49332165f7,True,True,3,87,85,2,2,1123,1002,121,2,251,302,362
HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL402,HYHMLYSLQUKXKP-UHFFFAOYSA-N,bempedoic acid,CHEMBL402,HMGCR,SEQ:53ca26e9a4eeb6dc55931307bed794b7dde0c3f5bdbdfb91ea34506062a3e318,True,True,4,7,3,4,4,81,68,13,4,252,150,180
UEJJHQNACJXSKW-UHFFFAOYSA-N__CHEMBL3310,UEJJHQNACJXSKW-UHFFFAOYSA-N,thalidomide,CHEMBL3310,HDAC11,SEQ:65581bd1ddc53f130cac84c8df83f80295c1a3162d64cce850465d69c2faeab1,True,True,9,19,13,6,4,478,294,184,4,253,33,190
SNICXCGAKADSCV-JTQLQIEISA-N__CHEMBL4523510,SNICXCGAKADSCV-JTQLQIEISA-N,nicotine polacrilex,CHEMBL4523510,CYP46A1,SEQ:ff4962a4e5c623868caea8a7527dd4bea19a76126d7cdbfa24fe1d4c75fc58a2,True,True,6,7,2,5,0,87,80,7,0,254,101,242
XXSMGPRMXLTPCZ-UHFFFAOYSA-N__CHEMBL2252,XXSMGPRMXLTPCZ-UHFFFAOYSA-N,hydroxychloroquine,CHEMBL2252,CTSC,SEQ:11218c4d9b56cea287841837e6126434a6d3e34733904e87928c45e26a9e6beb,True,True,8,1,0,1,0,298,267,31,0,255,196,26
AHOUBRCZNHFOSL-YOEHRIQHSA-N__CHEMBL2039,AHOUBRCZNHFOSL-YOEHRIQHSA-N,paroxetine,CHEMBL2039,MAOB,SEQ:5c619dcb6235f38247072eacd7fa6ad3aa7e69d3d4f661ebfdc4251e2b2752b4,True,True,7,406,203,203,31,4096,2083,2013,31,256,124,114
GOTYRUGSSMKFNF-UHFFFAOYSA-N__CHEMBL1937,GOTYRUGSSMKFNF-UHFFFAOYSA-N,lenalidomide,CHEMBL1937,HDAC2,SEQ:955979c609c58538ca00aee39b91bfe3f7988d4c5d7ac63d68ced1c874449011,True,True,3,145,121,24,8,2161,1599,562,8,257,150,16
XKLMZUWKNUAPSZ-UHFFFAOYSA-N__CHEMBL1957,XKLMZUWKNUAPSZ-UHFFFAOYSA-N,ranolazine,CHEMBL1957,IGF1R,SEQ:e11a8ca0d0d551f3fa704c31f4d0af57361c9d19d838a54bdd6b63528cbb7a1e,True,True,1,352,48,304,285,2266,1656,610,285,258,197,85
UIAGMCDKSXEBJQ-UHFFFAOYSA-N__CHEMBL3991,UIAGMCDKSXEBJQ-UHFFFAOYSA-N,nimodipine,CHEMBL3991,F7,SEQ:16e201eb49237f1092a05dc94a1cc131f78e10e8ba32e0f005076714062ff9e3,True,True,4,257,174,83,2,378,244,134,2,259,114,216
QTGIAADRBBLJGA-UHFFFAOYSA-N__CHEMBL1929,QTGIAADRBBLJGA-UHFFFAOYSA-N,articaine,CHEMBL1929,XDH,SEQ:ac8a99218b7d0124307d89d41cee6bdb225105c8c24eae60ef2be8577b84c3a3,True,True,3,52,22,30,20,594,316,278,20,260,134,222
HCDMJFOHIXMBOV-UHFFFAOYSA-N__CHEMBL3116,HCDMJFOHIXMBOV-UHFFFAOYSA-N,pemigatinib,CHEMBL3116,CDK9,SEQ:2709b182438598d2b9f146586fb2c8549857ef08c97505fddab5a0a8782aaee7,True,True,2,322,36,286,266,1536,1163,373,266,261,338,337
YIBOMRUWOWDFLG-ONEGZZNKSA-N__CHEMBL1841,YIBOMRUWOWDFLG-ONEGZZNKSA-N,rilpivirine,CHEMBL1841,FYN,SEQ:a25f82cd1b4be74e9b43bdc43c058fe9ce987dc011b712f1ce43a21e4d45d0a4,True,True,1,326,37,289,273,704,275,429,273,262,90,129
UTNUDOFZCWSZMS-YFHOEESVSA-N__CHEMBL1929,UTNUDOFZCWSZMS-YFHOEESVSA-N,teriflunomide,CHEMBL1929,XDH,SEQ:ac8a99218b7d0124307d89d41cee6bdb225105c8c24eae60ef2be8577b84c3a3,True,True,3,52,22,30,20,594,316,278,20,263,11,2
XUZMWHLSFXCVMG-UHFFFAOYSA-N__CHEMBL3310,XUZMWHLSFXCVMG-UHFFFAOYSA-N,baricitinib,CHEMBL3310,HDAC11,SEQ:65581bd1ddc53f130cac84c8df83f80295c1a3162d64cce850465d69c2faeab1,True,True,9,19,13,6,4,478,294,184,4,264,346,257
BFSMGDJOXZAERB-UHFFFAOYSA-N__CHEMBL4005,BFSMGDJOXZAERB-UHFFFAOYSA-N,dabrafenib,CHEMBL4005,PIK3CA,SEQ:d3e28ff8f2168f2761be02fb067e5259b4e759814600f522127a8e2a8d383555,True,True,4,1259,1091,168,94,7701,6121,1580,94,265,372,277
HFNKQEVNSGCOJV-OAHLLOKOSA-N__CHEMBL3310,HFNKQEVNSGCOJV-OAHLLOKOSA-N,ruxolitinib,CHEMBL3310,HDAC11,SEQ:65581bd1ddc53f130cac84c8df83f80295c1a3162d64cce850465d69c2faeab1,True,True,9,19,13,6,4,478,294,184,4,266,363,289
UPNUIXSCZBYVBB-JVFUWBCBSA-N__CHEMBL5705,UPNUIXSCZBYVBB-JVFUWBCBSA-N,alvimopan,CHEMBL5705,EGLN3,SEQ:9ed9d245a1ccec30c57b21996b7795d43966ae87dc4c5292f48fd56fb80def56,True,True,6,4,4,0,0,162,135,27,0,267,154,6
STZYTFJPGGDRJD-NHUWBDDWSA-N__CHEMBL1902,STZYTFJPGGDRJD-NHUWBDDWSA-N,retapamulin,CHEMBL1902,FKBP1A,SEQ:7c2c9a4005a08f9f8ed2ce2e3b7d9432dd39547abafef80ffab6adbb89753b2c,True,True,10,360,248,112,1,431,310,121,1,268,3,35
UVSMNLNDYGZFPF-UHFFFAOYSA-N__CHEMBL3310,UVSMNLNDYGZFPF-UHFFFAOYSA-N,pomalidomide,CHEMBL3310,HDAC11,SEQ:65581bd1ddc53f130cac84c8df83f80295c1a3162d64cce850465d69c2faeab1,True,True,9,19,13,6,4,478,294,184,4,269,44,243
MSYKRHVOOPPJKU-BDAKNGLRSA-N__CHEMBL4523510,MSYKRHVOOPPJKU-BDAKNGLRSA-N,brivaracetam,CHEMBL4523510,CYP46A1,SEQ:ff4962a4e5c623868caea8a7527dd4bea19a76126d7cdbfa24fe1d4c75fc58a2,True,True,6,7,2,5,0,87,80,7,0,270,249,99
DMJNNHOOLUXYBV-PQTSNVLCSA-N__CHEMBL4073,DMJNNHOOLUXYBV-PQTSNVLCSA-N,meropenem,CHEMBL4073,MMP7,SEQ:0979d0f16275fb9831c003699f0d784233dfefee41a6be01942a90b08379d9d0,True,True,4,73,33,40,7,253,129,124,7,271,180,290
SUDAHWBOROXANE-SECBINFHSA-N__CHEMBL3310,SUDAHWBOROXANE-SECBINFHSA-N,mirdametinib,CHEMBL3310,HDAC11,SEQ:65581bd1ddc53f130cac84c8df83f80295c1a3162d64cce850465d69c2faeab1,True,True,9,19,13,6,4,478,294,184,4,272,21,112
AQNDDEOPVVGCPG-UHFFFAOYSA-N__CHEMBL2326,AQNDDEOPVVGCPG-UHFFFAOYSA-N,esmolol,CHEMBL2326,CA7,SEQ:e4a9ea745635c950475641c84676edde20d12f8fc62fb2c5df55eabe66448254,True,True,10,1158,1068,90,0,1159,1068,91,0,273,2,3
ACRHBAYQBXXRTO-OAQYLSRUSA-N__CHEMBL2722,ACRHBAYQBXXRTO-OAQYLSRUSA-N,ivabradine,CHEMBL2722,CYP11B2,SEQ:223bf6426d9ad4fccd858bc2988b9ec441020f239760a0e13758c1f2e3dfc124,True,True,7,0,0,0,0,1877,1857,20,0,274,226,16
UCTWMZQNUQWSLP-VIFPVBQESA-N__CHEMBL2243,UCTWMZQNUQWSLP-VIFPVBQESA-N,epinephrine,CHEMBL2243,FAAH,SEQ:230062b9df5cd3cae4733c4846754a164253baff8678a5f36679cc8daff348bd,True,True,10,207,194,13,1,1893,1369,524,1,275,363,369
XDXWLKQMMKQXPV-QYQHSDTDSA-N__CHEMBL258,XDXWLKQMMKQXPV-QYQHSDTDSA-N,eltrombopag,CHEMBL258,LCK,SEQ:01b6c32eee0d173b181b1bb3926e78b1014c3c8a350003ef462b97fcad650063,True,True,4,377,96,281,259,1899,1086,813,259,276,63,55
ZBGXUVOIWDMMJE-QHNZEKIYSA-N__CHEMBL284,ZBGXUVOIWDMMJE-QHNZEKIYSA-N,vorapaxar,CHEMBL284,DPP4,SEQ:272729ea12e07654f922db22308673539882764491f0b55e31767ec1f714c328,True,True,3,456,387,69,28,3187,2483,704,28,277,254,83
UCJGJABZCDBEDK-UHFFFAOYSA-N__CHEMBL2041,UCJGJABZCDBEDK-UHFFFAOYSA-N,bazedoxifene,CHEMBL2041,RET,SEQ:10ec8a9e8316e42cd33c02e147ccc5d057ce4ecac76498c455a230ec4485d6be,True,True,2,296,70,226,211,3482,3092,390,211,278,32,58
XXSMGPRMXLTPCZ-UHFFFAOYSA-N__CHEMBL3553,XXSMGPRMXLTPCZ-UHFFFAOYSA-N,hydroxychloroquine,CHEMBL3553,TYK2,SEQ:3f6b27ef15f1a0769f6d67bc2e74c379d3b7bd9e36093cb9bb74486a4a241890,True,True,3,2356,2063,293,269,5498,5018,480,269,279,230,268
PRMWGUBFXWROHD-UHFFFAOYSA-N__CHEMBL4523510,PRMWGUBFXWROHD-UHFFFAOYSA-N,perampanel,CHEMBL4523510,CYP46A1,SEQ:ff4962a4e5c623868caea8a7527dd4bea19a76126d7cdbfa24fe1d4c75fc58a2,True,True,6,7,2,5,0,87,80,7,0,280,133,120
CEUORZQYGODEFX-UHFFFAOYSA-N__CHEMBL2039,CEUORZQYGODEFX-UHFFFAOYSA-N,aripiprazole;aripiprazole lauroxil,CHEMBL2039,MAOB,SEQ:5c619dcb6235f38247072eacd7fa6ad3aa7e69d3d4f661ebfdc4251e2b2752b4,True,True,7,406,203,203,31,4096,2083,2013,31,281,106,190
LWQQLNNNIPYSNX-UROSTWAQSA-N__CHEMBL5705,LWQQLNNNIPYSNX-UROSTWAQSA-N,calcipotriene,CHEMBL5705,EGLN3,SEQ:9ed9d245a1ccec30c57b21996b7795d43966ae87dc4c5292f48fd56fb80def56,True,True,6,4,4,0,0,162,135,27,0,282,130,141
ZSKVGTPCRGIANV-ZXFLCMHBSA-N__CHEMBL2243,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,imipenem,CHEMBL2243,FAAH,SEQ:230062b9df5cd3cae4733c4846754a164253baff8678a5f36679cc8daff348bd,True,True,10,207,194,13,1,1893,1369,524,1,283,95,162
ZRVUJXDFFKFLMG-UHFFFAOYSA-N__CHEMBL202,ZRVUJXDFFKFLMG-UHFFFAOYSA-N,meloxicam,CHEMBL202,DHFR,SEQ:f01679b357e85183133b6e765b5bbb10fb34aac343f1185d3cae27b684632907,True,True,7,184,136,48,0,825,515,310,0,284,193,97
USZAGAREISWJDP-UHFFFAOYSA-N__CHEMBL2243,USZAGAREISWJDP-UHFFFAOYSA-N,crisaborole,CHEMBL2243,FAAH,SEQ:230062b9df5cd3cae4733c4846754a164253baff8678a5f36679cc8daff348bd,True,True,10,207,194,13,1,1893,1369,524,1,285,263,49
MKJIEFSOBYUXJB-WEZHFFAMSA-N__CHEMBL2063,MKJIEFSOBYUXJB-WEZHFFAMSA-N,deutetrabenazine,CHEMBL2063,UGCG,SEQ:3fa0f2fc8c5395c93141b3c1870f877958a9c3128714567c02f81c25cbb569bf,True,True,5,7,0,7,7,361,345,16,7,286,251,112
NSQSAUGJQHDYNO-UHFFFAOYSA-N__CHEMBL202,NSQSAUGJQHDYNO-UHFFFAOYSA-N,tazemetostat,CHEMBL202,DHFR,SEQ:f01679b357e85183133b6e765b5bbb10fb34aac343f1185d3cae27b684632907,True,True,7,184,136,48,0,825,515,310,0,287,149,356
JJVAPHYEOZSKJZ-JGCGQSQUSA-N__CHEMBL1981,JJVAPHYEOZSKJZ-JGCGQSQUSA-N,zavegepant,CHEMBL1981,INSR,SEQ:90397a156f87a91b9bb1e01e97437e9f353b3b37025d48c3c0efdf77fe4ccaf8,True,True,1,315,12,303,288,1321,709,612,288,288,98,47
VTRAEEWXHOVJFV-UHFFFAOYSA-N__CHEMBL5705,VTRAEEWXHOVJFV-UHFFFAOYSA-N,olmesartan,CHEMBL5705,EGLN3,SEQ:9ed9d245a1ccec30c57b21996b7795d43966ae87dc4c5292f48fd56fb80def56,True,True,6,4,4,0,0,162,135,27,0,289,7,195
MOTJMGVDPWRKOC-QPVYNBJUSA-N__CHEMBL1824,MOTJMGVDPWRKOC-QPVYNBJUSA-N,atrasentan,CHEMBL1824,ERBB2,SEQ:a5f256fc653515d110f6dd48ad55b8ea21bf6d45af33b7f5c182c6c31455b636,True,True,2,176,23,153,111,2305,1802,503,111,290,341,175
IAKHMKGGTNLKSZ-INIZCTEOSA-N__CHEMBL1902,IAKHMKGGTNLKSZ-INIZCTEOSA-N,colchicine,CHEMBL1902,FKBP1A,SEQ:7c2c9a4005a08f9f8ed2ce2e3b7d9432dd39547abafef80ffab6adbb89753b2c,True,True,10,360,248,112,1,431,310,121,1,291,193,294
ACRHBAYQBXXRTO-OAQYLSRUSA-N__CHEMBL1908,ACRHBAYQBXXRTO-OAQYLSRUSA-N,ivabradine,CHEMBL1908,CYP11B1,SEQ:8759d02877c2edf1cd747fc987a8e5230be180fb1e10bb4f5b2db0e8fdcf9319,True,True,3,0,0,0,0,1418,1194,224,0,292,257,40
JVLBPIPGETUEET-WIXLDOGYSA-O__CHEMBL205,JVLBPIPGETUEET-WIXLDOGYSA-O,methylnaltrexone,CHEMBL205,CA2,SEQ:e6a24c903c1ef211037c64a6835a8a484f48b17be1cae50d6998913f21acf7d4,True,True,6,6425,5271,1154,14,6844,5571,1273,14,293,51,59
GZUITABIAKMVPG-UHFFFAOYSA-N__CHEMBL2041,GZUITABIAKMVPG-UHFFFAOYSA-N,raloxifene,CHEMBL2041,RET,SEQ:10ec8a9e8316e42cd33c02e147ccc5d057ce4ecac76498c455a230ec4485d6be,True,True,2,296,70,226,211,3482,3092,390,211,294,38,19
JBIMVDZLSHOPLA-LSCVHKIXSA-N__CHEMBL2034,JBIMVDZLSHOPLA-LSCVHKIXSA-N,olopatadine,CHEMBL2034,NR3C1,SEQ:c1fd6a3590b53159505eb6b17dec8d5d5f5e8fbe40b0c075bea4b0b518dcca11,True,True,4,714,642,72,49,2323,2084,239,49,295,1,14
NTJOBXMMWNYJFB-UHFFFAOYSA-N__CHEMBL205,NTJOBXMMWNYJFB-UHFFFAOYSA-N,amisulpride,CHEMBL205,CA2,SEQ:e6a24c903c1ef211037c64a6835a8a484f48b17be1cae50d6998913f21acf7d4,True,True,6,6425,5271,1154,14,6844,5571,1273,14,296,43,47
XRVDGNKRPOAQTN-FQEVSTJZSA-N__CHEMBL2189110,XRVDGNKRPOAQTN-FQEVSTJZSA-N,ozanimod,CHEMBL2189110,EZH2,SEQ:4c4d28512cf712104d0b7374cb68ae9d3cf5d4f5d7e81c617fb0ad49332165f7,True,True,3,87,85,2,2,1123,1002,121,2,297,313,258
ASMXXROZKSBQIH-VITNCHFBSA-N__CHEMBL235,ASMXXROZKSBQIH-VITNCHFBSA-N,aclidinium,CHEMBL235,PPARG,SEQ:1a9d5667abcfbe96d50f29121e815eef32ae5fbfb3de52728d9a2de30d764b20,True,True,4,412,210,202,151,2927,1936,991,151,298,267,74
WXCXUHSOUPDCQV-UHFFFAOYSA-N__CHEMBL2815,WXCXUHSOUPDCQV-UHFFFAOYSA-N,enzalutamide,CHEMBL2815,NTRK1,SEQ:c17cbbd68c27235daefe2b9862da81fedd3a349c2589358be6a4b8f13cd12b63,True,True,2,328,69,259,243,3481,3091,390,243,299,170,93
ANGKOCUUWGHLCE-HKUYNNGSSA-N__CHEMBL5141,ANGKOCUUWGHLCE-HKUYNNGSSA-N,glycopyrronium,CHEMBL5141,CYP26A1,SEQ:90595514e8943fb2a0668dc14ea9841297ca49846d9007639f566f839f2e667d,True,True,4,0,0,0,0,104,72,32,0,300,328,90
RHWKPHLQXYSBKR-BMIGLBTASA-N__CHEMBL2276,RHWKPHLQXYSBKR-BMIGLBTASA-N,dolutegravir,CHEMBL2276,MAPK8,SEQ:e21eccad4aa906413ff8b7fcb1a5b107b313731e4054371ff21c72b73ba7ed6f,True,True,4,361,54,307,288,1522,898,624,288,301,47,185
HCDMJFOHIXMBOV-UHFFFAOYSA-N__CHEMBL241,HCDMJFOHIXMBOV-UHFFFAOYSA-N,pemigatinib,CHEMBL241,PDE3A,SEQ:5cc627f3bab4b5d0006257cb64797e8ae1bffa09b4726998f79b8e504c56e301,True,True,1,58,29,29,21,792,486,306,21,302,180,151
PJDFLNIOAUIZSL-UHFFFAOYSA-N__CHEMBL4588,PJDFLNIOAUIZSL-UHFFFAOYSA-N,vigabatrin,CHEMBL4588,MMP8,SEQ:105be8ac4b61f7c2148c4b1815409b66f38ac0f3b2e42851f3f5da1e2b3d77ab,True,True,5,248,203,45,7,761,558,203,7,303,10,222
SECKRCOLJRRGGV-UHFFFAOYSA-N__CHEMBL2722,SECKRCOLJRRGGV-UHFFFAOYSA-N,vardenafil,CHEMBL2722,CYP11B2,SEQ:223bf6426d9ad4fccd858bc2988b9ec441020f239760a0e13758c1f2e3dfc124,True,True,7,0,0,0,0,1877,1857,20,0,304,215,5
LIRYPHYGHXZJBZ-UHFFFAOYSA-N__CHEMBL202,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,trametinib,CHEMBL202,DHFR,SEQ:f01679b357e85183133b6e765b5bbb10fb34aac343f1185d3cae27b684632907,True,True,7,184,136,48,0,825,515,310,0,305,197,111
KBOPZPXVLCULAV-UHFFFAOYSA-N__CHEMBL1929,KBOPZPXVLCULAV-UHFFFAOYSA-N,balsalazide;mesalamine,CHEMBL1929,XDH,SEQ:ac8a99218b7d0124307d89d41cee6bdb225105c8c24eae60ef2be8577b84c3a3,True,True,3,52,22,30,20,594,316,278,20,306,18,100
KGFYHTZWPPHNLQ-AWEZNQCLSA-N__CHEMBL258,KGFYHTZWPPHNLQ-AWEZNQCLSA-N,rivaroxaban,CHEMBL258,LCK,SEQ:01b6c32eee0d173b181b1bb3926e78b1014c3c8a350003ef462b97fcad650063,True,True,4,377,96,281,259,1899,1086,813,259,307,129,137
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL2063,CYOHGALHFOKKQC-UHFFFAOYSA-N,selumetinib,CHEMBL2063,UGCG,SEQ:3fa0f2fc8c5395c93141b3c1870f877958a9c3128714567c02f81c25cbb569bf,True,True,5,7,0,7,7,361,345,16,7,308,77,105
ZBMZVLHSJCTVON-UHFFFAOYSA-N__CHEMBL5141,ZBMZVLHSJCTVON-UHFFFAOYSA-N,sotalol,CHEMBL5141,CYP26A1,SEQ:90595514e8943fb2a0668dc14ea9841297ca49846d9007639f566f839f2e667d,True,True,4,0,0,0,0,104,72,32,0,309,165,55
GGCSSNBKKAUURC-UHFFFAOYSA-N__CHEMBL2821,GGCSSNBKKAUURC-UHFFFAOYSA-N,sufentanil,CHEMBL2821,F12,SEQ:4f4d7a2fa9173996aa1493243c8853c00cc8f0653abfeab8bd0de60114577129,True,True,2,143,94,49,0,1345,549,796,0,310,344,381
