scope,direction,model,baseline,metric,queries,delta,ci95_low,ci95_high,ci_status
old_pair_unseen,target_to_drug,A,old_neural,precision_at_5,423,0.012450748620961377,-0.009144996059889686,0.03247044917257681,POSTHOC_QUERY_BOOTSTRAP
old_pair_unseen,target_to_drug,A,A_target_prior,ap,423,0.20831501206658165,0.19077492530764684,0.22684059607394932,POSTHOC_QUERY_BOOTSTRAP
old_pair_unseen,target_to_drug,B,old_neural,ap,423,-0.1126474305000876,-0.14857746711837425,-0.07903176323243129,POSTHOC_QUERY_BOOTSTRAP
old_pair_unseen,target_to_drug,B,old_neural,precision_at_5,423,-0.009141055949566596,-0.03168242710795903,0.013081166272655619,POSTHOC_QUERY_BOOTSTRAP
old_pair_unseen,target_to_drug,B,B_target_prior,ap,423,0.18623583055070503,0.16868472008983093,0.2045217896922058,POSTHOC_QUERY_BOOTSTRAP
wetlab112_targets_old_pair_unseen,drug_to_target,A,old_neural,ap,3,-0.19863355780022454,,,TOO_FEW_QUERIES_NO_INTERVAL
wetlab112_targets_old_pair_unseen,drug_to_target,A,old_neural,precision_at_5,3,0.08888888888888886,,,TOO_FEW_QUERIES_NO_INTERVAL
wetlab112_targets_old_pair_unseen,drug_to_target,A,A_target_prior,ap,3,0.17775653358986687,,,TOO_FEW_QUERIES_NO_INTERVAL
wetlab112_targets_old_pair_unseen,drug_to_target,B,old_neural,ap,3,-0.18913654246987577,,,TOO_FEW_QUERIES_NO_INTERVAL
wetlab112_targets_old_pair_unseen,drug_to_target,B,old_neural,precision_at_5,3,0.02222222222222221,,,TOO_FEW_QUERIES_NO_INTERVAL
wetlab112_targets_old_pair_unseen,drug_to_target,B,B_target_prior,ap,3,-0.007270260603593912,,,TOO_FEW_QUERIES_NO_INTERVAL
wetlab112_targets_old_pair_unseen,target_to_drug,A,old_neural,ap,31,0.08640217719864565,0.011200104710423342,0.16415977637161186,POSTHOC_QUERY_BOOTSTRAP
wetlab112_targets_old_pair_unseen,target_to_drug,A,old_neural,precision_at_5,31,0.11612903225806451,0.02365591397849463,0.2129569892473118,POSTHOC_QUERY_BOOTSTRAP
wetlab112_targets_old_pair_unseen,target_to_drug,A,A_target_prior,ap,31,0.26381154289747144,0.18354338325318809,0.3405970718552316,POSTHOC_QUERY_BOOTSTRAP
wetlab112_targets_old_pair_unseen,target_to_drug,B,old_neural,ap,31,0.08703616360488298,0.0396282993844583,0.1395998882507418,POSTHOC_QUERY_BOOTSTRAP
wetlab112_targets_old_pair_unseen,target_to_drug,B,old_neural,precision_at_5,31,0.1182795698924731,0.05161290322580644,0.19139784946236557,POSTHOC_QUERY_BOOTSTRAP
wetlab112_targets_old_pair_unseen,target_to_drug,B,B_target_prior,ap,31,0.2644455293037088,0.19619638132212996,0.33497811510702685,POSTHOC_QUERY_BOOTSTRAP
