target_chembl_id,gene_symbol,sequence_target_id,in_frozen112,wetlab_pairs,A_train_pairs,A_train_positive,A_train_negative,A_explicit_inactive,B_train_pairs,B_train_positive,B_train_negative,B_explicit_inactive
CHEMBL3142,PRKDC,SEQ:0b73a9ecfe713d096e2570931e596b9d42e47a4359a3d72144f02dde6c361636,False,0,18,8,10,6,1382,1224,158,6
CHEMBL3145,PIK3CB,SEQ:549e89f067b7e11976787b867a566923f91938b9234ea1766f9c05bae8d2f0b4,True,1,325,183,142,86,2182,1496,686,86
CHEMBL3172,DPYD,SEQ:b36c458f3bcedadad27b226feb1cd4b7843949bc226d5b6124e0a83e2b0a9947,False,0,0,0,0,0,2,2,0,0
CHEMBL3192,HDAC8,SEQ:4602a348ca21f49c27d1dfd706dbfb54f20ab49a7de362ece550dbb1dd236c87,False,0,110,75,35,20,2138,1265,873,20
CHEMBL3201,AHR,SEQ:37e405aacce2a3f7dce748db4891554b5e5bbedc23dc555869faf6d865e697b3,False,0,11,11,0,0,247,150,97,0
CHEMBL321,MMP9,SEQ:a865eb88e9d38d1113581e1982794bf124434ae60b97220ecdb4f06d1a0ab662,False,0,326,259,67,12,1607,1126,481,12
CHEMBL3234,HCK,SEQ:bd65d9ee0f06d8b5a3bd439e675adb40ddfe5d83aa100e62fd04f3da7a9520e3,True,2,303,29,274,263,533,211,322,263
CHEMBL3238,CPT2,SEQ:d1cd75a0dd4ecc23a4cf430e9fb3d777e219283d6387f3607588492a4216c201,False,0,1,0,1,0,6,2,4,0
CHEMBL3242,CA12,SEQ:d89aa1703772ab0d843c4b6d2d4fdb768a09306cfd03519f41314fa57166024c,True,2,3871,3584,287,0,3922,3633,289,0
CHEMBL325,HDAC1,SEQ:7289cbc54521bc202bb99244e249eff3fd381af091772ac7e1cfdbd1b155c545,True,3,201,150,51,21,6756,4810,1946,21
CHEMBL3267,PIK3CG,SEQ:8caecf83dffab0bac6b72623e6a7428c5a8cc791b0858bcc7f1f4bc67a8bed5b,True,1,467,286,181,91,4583,3692,891,91
CHEMBL3273,SLC9A3,SEQ:b51fefb32007ce55cbcddddd69c471c6b4d798d8ffad2c7fe98ff6a6de84ba92,False,0,2,0,2,2,352,338,14,2
CHEMBL3286067,POLR1A,SEQ:7d6b5983744e2ea501d7ee312e22bd1b9426e47216ef063ef2cce66e089a59d9,False,0,0,0,0,0,54,27,27,0
CHEMBL331,CDK4,SEQ:94f997e8d7d44225d61d08b97659620e755c3a48269a7711847ad349a9125830,False,0,325,38,287,268,1490,1081,409,268
CHEMBL3310,HDAC11,SEQ:65581bd1ddc53f130cac84c8df83f80295c1a3162d64cce850465d69c2faeab1,True,9,19,13,6,4,478,294,184,4
CHEMBL332,MMP1,SEQ:9777b390daeddca2aa6c9052607145f49b8f48a6fc39ca40b0fab62cd153d314,False,0,245,155,90,13,1148,563,585,13
CHEMBL333,MMP2,SEQ:e4520c62aed3a6fd2854bdbaef518173baa30a0b701e11622b8b0d9d7ac1c295,False,0,285,228,57,11,1853,1305,548,11
CHEMBL3338,FDFT1,SEQ:f9537e5da6e5e72a4aba42c80daa21b614f459c5a11e7973bf23377f8918891b,False,0,10,2,8,6,99,82,17,6
CHEMBL3357,IRAK1,SEQ:920d53f2ba8db9ed226d6430fe54f562849c9cd1a5c72a52e854cc4e3bc78348,False,0,318,30,288,274,673,349,324,274
CHEMBL3385,MAPK3,SEQ:ea70f94ced8c73b71298700f937023c6fc660ef5e672a6c07738c08930a7925e,False,0,309,9,300,283,735,360,375,283
CHEMBL3391681,GPD2,SEQ:16acf8ec266adf7496ad0d234749b75d18270a557adc63a9f786ad010e8c986c,False,0,0,0,0,0,0,0,0,0
CHEMBL340,CYP3A4,SEQ:d98b2269ed529294b838f8aa92181c343c8be8aaa38704c019ad61866028ee6d,False,0,7,0,7,1,458,35,423,1
CHEMBL3425389,PPP5C,SEQ:f486bd8745bc94336c6ed7b32c34b73eaf0259ff1b489161802856de636d3342,False,0,7,5,2,0,19,13,6,0
CHEMBL3430865,PTGDS,SEQ:cc9657ed9d24be73f3ac2409be1b57319f8dfa7b1db7a59a3cd08630064a38a1,False,0,0,0,0,0,1,0,1,0
CHEMBL3439,ENPEP,SEQ:462359258ec669436763287109f8c6e8b5abc18eaea3865a9f123c8852a40ea4,True,1,6,4,2,0,6,4,2,0
CHEMBL3474,PLA2G2A,SEQ:650f90f781d9587cf7e61bc4dea41923a4ad0637252769e342ad329c0221f9ff,False,0,5,0,5,5,130,72,58,5
CHEMBL3514,PLA2G7,SEQ:c14a1285a61abbca445e7369adf981bd085e703ad3cecc8acb5499797b348e1c,False,0,4,3,1,1,320,285,35,1
CHEMBL3522,CYP17A1,SEQ:83618860fad41d20f0945e036b4bc270c90e6c96b6ddd84eff31402ffef38fa4,True,3,26,16,10,10,729,638,91,10
CHEMBL3535,PDE9A,SEQ:bc510befd27fd42cb2f578bf430c05cecbde0e650ff593efb7c1af6450c7421c,True,9,70,55,15,3,775,638,137,3
CHEMBL3553,TYK2,SEQ:3f6b27ef15f1a0769f6d67bc2e74c379d3b7bd9e36093cb9bb74486a4a241890,True,3,2356,2063,293,269,5498,5018,480,269
CHEMBL3572,CETP,SEQ:bd8e45b1aef9315c01c2eb13419bf370f4ed06c8b8e7d209cbb101abec31b070,False,0,2,0,2,2,750,506,244,2
CHEMBL3576,KCNQ4,SEQ:c6dd0092b775896c1534636ea95779a84e074f590068fcc7fec370765e4e3a99,False,0,0,0,0,0,13,10,3,0
CHEMBL3587,MAP2K1,SEQ:946738194771d8903ea1de39783f6bebe496fb1b4c6d06255e560ee6678d0676,False,0,326,29,297,272,1107,667,440,272
CHEMBL3623,NQO1,SEQ:f7316e90f68b60994d35f7513e4b9b781c43b6ab0a099325aa3dbf8890800df5,False,0,6,1,5,5,161,103,58,5
CHEMBL3629,CSNK2A1,SEQ:f76d4444f84e1144c3d580f7f6c2ccb02d021a741c16a909ae2a9e2bc90b32f3,False,0,256,110,146,99,1325,1066,259,99
CHEMBL3632452,MALT1,SEQ:07006f6f455a8ea5033763db94d09ca6ca730ec8a322959ac7fe6b489baa94e0,False,0,82,81,1,0,1205,1046,159,0
CHEMBL3650,FGFR1,SEQ:ef0ddbb0badae4eac53608fa57cf54c55cb837d4929048fa6a2339bb30ae8f03,False,0,448,169,279,268,3499,2687,812,268
CHEMBL3670,HSD3B2,SEQ:18033136f0b1562946ef34206594155695acf1088cd70ca93bc77d821a72f149,False,0,0,0,0,0,1,0,1,0
CHEMBL3687,ALOX12,SEQ:b8c0da372cb95f619176f62b3fc72e6e5d9f61e414d27b8729e4cf94beee0cf4,False,0,7,3,4,3,192,62,130,3
CHEMBL3691,ENPP2,SEQ:0cf59f4757410f8f74d27a1b9a605bcea29a6c7c9c84839bc6505306280f27b4,False,0,35,19,16,3,2235,1994,241,3
CHEMBL3706,ADAM17,SEQ:df665a32b583fcffa4eacb9bd8880a0c240f00418d00c7a4a14bac26a4ea8e5b,False,0,152,140,12,6,1319,868,451,6
CHEMBL3714029,LOXL2,SEQ:d27936d3053623e7b362f972e2897b1b9d66aec063a21d2cb4540543b90c301c,False,0,2,2,0,0,514,502,12,0
CHEMBL3717,MET,SEQ:cc24e8701a5717fd1fa418174adb3b6cbaeae8a76f78b33a995f44c5bb394056,True,2,576,291,285,256,4527,3872,655,256
CHEMBL3720,ACLY,SEQ:5c8f6c84561e4836ba257bc1182486257393c8dc7073d72f08afd8e522ee95c4,False,0,9,6,3,0,527,168,359,0
CHEMBL3729,CA4,SEQ:62f5e1881b0efc28f2f60c2972f6226477c26b841e00762613f38246a2677974,True,10,1001,798,203,1,1030,827,203,1
CHEMBL3776,CASP8,SEQ:a23099a3856f1e0ce5a8563a28fdc25422081c8f516879f23e98abf0da67ba8d,False,0,62,51,11,8,220,97,123,8
CHEMBL3778,IRAK4,SEQ:d1e98792da352b2d83ccca532e6144d5e51ae1b39a9c272494a4c18a7d3ec3fd,False,0,862,568,294,275,7312,6897,415,275
CHEMBL3788,PLK4,SEQ:4793c5b0a3bb8263732fb612f8f21834b21a20617a8ea595843c2ec3fead15e5,False,0,321,58,263,253,692,405,287,253
CHEMBL3820,GCK,SEQ:48ae6d5533dd7faf386b768e3da89f009ee6678a330e57c47be85385d5aca664,False,0,30,16,14,13,758,666,92,13
CHEMBL3831182,RPE65,SEQ:cbbde4fd45aee67b8bb1fa7f40c2f8aeabfa5c09fa32954630085fa8b1c47744,False,0,0,0,0,0,92,90,2,0
CHEMBL3864,PTPN11,SEQ:eb594aca44a18b58a3b7b54b501b766b15fafc0feb13c934d52f97e6da419581,False,0,84,27,57,47,1866,1264,602,47
CHEMBL3884,SLC5A2,SEQ:18afa63e36d6157b163608e12bce93118922bef5ec51dc9811cf59ab3855dc14,False,0,9,8,1,0,1319,1232,87,0
CHEMBL3896,CACNA2D2,SEQ:d6d8452f76cc3f6139b4f8a26fda368bf45c8a247218abf27402397b08b56943,False,0,2,1,1,0,12,11,1,0
CHEMBL3901,ATP2A2,SEQ:b70cdec6cd43cdcdf11909033159e3c13c0c2556f6b71f1e884f5fa5a2fafb99,False,0,3,2,1,0,6,5,1,0
CHEMBL3902,GSTP1,SEQ:cd085d4391829da9e96878c9f2170c05c298e1c4c86a7f810400d6adda64bbb6,False,0,3,1,2,0,56,22,34,0
CHEMBL3905,LYN,SEQ:87208f7d25d760d405971be60e739e07826b41f96550fef7b3e4b593f208c082,False,0,297,33,264,254,670,286,384,254
CHEMBL3922,METAP2,SEQ:9fe72522f21ef73d3cb27a82fb3d198f1c871bca25715a5049ce11c8653f9956,True,1,127,100,27,24,766,632,134,24
CHEMBL3935,AURKC,SEQ:652e9b375dbfa639eace1fcaeab438211e2b79b1d49c40add44ead3710e65990,False,0,145,28,117,97,208,73,135,97
CHEMBL3961,MAPK11,SEQ:c6506b4a937e3a2dfb3534c595b075c700a8dc0eb18b8996c0e43cdfec088e1a,False,0,316,25,291,278,479,133,346,278
CHEMBL3972,GART,SEQ:2b50a9bdb76401c564adebe2d7cebb4de1094be4bea454c59063a59361c2e5a1,True,1,37,25,12,0,72,52,20,0
CHEMBL3973,FGFR4,SEQ:defa1995fbabefcd7f4bf6dab888d02769c2ab647bb8d52c3e2e827bd3630cfe,False,0,161,28,133,91,2066,1867,199,91
