tid,target_chembl_id,activity_id,assay_id,assay_chembl_id,assay_type,confidence_score,relationship_type,assay_description,assay_organism,assay_cell_type,standard_type,standard_relation,standard_value,standard_units,pchembl_value,activity_comment,data_validity_comment,potential_duplicate,molecule_chembl_id,molecule_name,molecule_type,max_phase,standard_inchi_key,canonical_smiles,document_year,pubmed_id,doi,normalized_smiles,evidence_category
11071,CHEMBL4076,17658440,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,120.0,nM,6.92,276101.0,,0,CHEMBL3662025,,Small molecule,,ZLDIHGIQDUJENS-SFHVURJKSA-N,O=C(NCCO)c1csc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)n1,2014,,,O=C(NCCO)c1csc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)n1,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658441,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,110.0,nM,6.96,276102.0,,0,CHEMBL3662026,,Small molecule,,ZECPCICJNJTCCL-IBGZPJMESA-N,CCCNC(=O)c1csc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)n1,2014,,,CCCNC(=O)c1csc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)n1,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658442,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,210.0,nM,6.68,276103.0,,0,CHEMBL3662027,,Small molecule,,QORWKSQIFABYNQ-FQEVSTJZSA-N,O=C(NCCN1CCNC1=O)c1csc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)n1,2014,,,O=C(NCCN1CCNC1=O)c1csc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)n1,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658443,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,92.0,nM,7.04,276104.0,,0,CHEMBL3662028,,Small molecule,,JPWSFHHEJZJZBH-FQEVSTJZSA-N,O=C(NCc1ccno1)c1csc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)n1,2014,,,O=C(NCc1ccno1)c1csc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)n1,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658444,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,160.0,nM,6.8,276105.0,,0,CHEMBL3662029,,Small molecule,,FOPTWJFCLCQKIQ-UHFFFAOYSA-N,CC(O)CNC(=O)c1cnc(Oc2ccc3c(c2)CCC(c2ccccc2)O3)s1,2014,,,CC(O)CNC(=O)c1cnc(Oc2ccc3c(c2)CCC(c2ccccc2)O3)s1,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658445,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,250.0,nM,6.6,276106.0,,0,CHEMBL3662030,,Small molecule,,GOBMJAJSTGQFQH-UHFFFAOYSA-N,O=C(NC1CCCC1O)c1cnc(Oc2ccc3c(c2)CCC(c2ccccc2)O3)s1,2014,,,O=C(NC1CCCC1O)c1cnc(Oc2ccc3c(c2)CCC(c2ccccc2)O3)s1,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658446,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,540.0,nM,6.27,276107.0,,0,CHEMBL3662031,,Small molecule,,RDZXKONQDDTKJP-OQHSHRKDSA-N,Cc1ccc(F)cc1C1CCc2cc(Oc3ncc(C(=O)N4CC[C@@H](O)C4)s3)ccc2O1,2014,,,Cc1ccc(F)cc1C1CCc2cc(Oc3ncc(C(=O)N4CC[C@@H](O)C4)s3)ccc2O1,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658447,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,600.0,nM,6.22,276108.0,,0,CHEMBL3662032,,Small molecule,,DWFBIOGFQZUQTR-UHFFFAOYSA-N,Cc1cc2c(cc1Oc1ncc(C(=O)NCCO)s1)CCC(c1ccccc1C)O2,2014,,,Cc1cc2c(cc1Oc1ncc(C(=O)NCCO)s1)CCC(c1ccccc1C)O2,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658448,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,830.0,nM,6.08,276109.0,,0,CHEMBL3662033,,Small molecule,,YTYGSGXYVGQSHR-UHFFFAOYSA-N,Cc1cc2c(cc1Oc1ncc(C(=O)NCc3ccno3)s1)CCC(c1ccccc1C)O2,2014,,,Cc1cc2c(cc1Oc1ncc(C(=O)NCc3ccno3)s1)CCC(c1ccccc1C)O2,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658449,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,1500.0,nM,5.82,276110.0,,0,CHEMBL3662034,,Small molecule,,HZVFFKQPHXREKK-UHFFFAOYSA-N,CCn1nccc1CNC(=O)c1cnc(Oc2cc3c(cc2C)OC(c2ccccc2C)CC3)s1,2014,,,CCn1nccc1CNC(=O)c1cnc(Oc2cc3c(cc2C)OC(c2ccccc2C)CC3)s1,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658450,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,1800.0,nM,5.75,276111.0,,0,CHEMBL3662035,,Small molecule,,UKIZAAHNYTZERW-UHFFFAOYSA-N,COc1cccc(C2CCc3cc(Oc4ncc(C(=O)NCCO)s4)ccc3O2)c1F,2014,,,COc1cccc(C2CCc3cc(Oc4ncc(C(=O)NCCO)s4)ccc3O2)c1F,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658451,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,9600.0,nM,5.02,276112.0,,0,CHEMBL3662036,,Small molecule,,WZNQDFSVRAQSEM-UHFFFAOYSA-N,COc1cccc(C2CCc3cc(Oc4ncc(C(=O)NCc5ccno5)s4)ccc3O2)c1F,2014,,,COc1cccc(C2CCc3cc(Oc4ncc(C(=O)NCc5ccno5)s4)ccc3O2)c1F,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658452,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,1500.0,nM,5.82,276113.0,,0,CHEMBL3662037,,Small molecule,,UDMNHKWYGOQFFI-UHFFFAOYSA-N,CCn1nccc1CNC(=O)c1cnc(Oc2ccc3c(c2)CCC(c2cccc(OC)c2F)O3)s1,2014,,,CCn1nccc1CNC(=O)c1cnc(Oc2ccc3c(c2)CCC(c2cccc(OC)c2F)O3)s1,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658453,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,1900.0,nM,5.72,276114.0,,0,CHEMBL3662038,,Small molecule,,IHXSMULWNGDPEV-UHFFFAOYSA-N,CC1Cc2cc(Oc3ncc(C(=O)NCc4ccno4)s3)ccc2OC1c1ccccc1,2014,,,CC1Cc2cc(Oc3ncc(C(=O)NCc4ccno4)s3)ccc2OC1c1ccccc1,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658454,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,960.0,nM,6.02,276115.0,,0,CHEMBL3662039,,Small molecule,,CMQFOJVBXXCIIC-UHFFFAOYSA-N,CC1Cc2cc(Oc3ncc(C(=O)NCCO)s3)ccc2OC1c1ccccc1,2014,,,CC1Cc2cc(Oc3ncc(C(=O)NCCO)s3)ccc2OC1c1ccccc1,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658455,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,550.0,nM,6.26,276116.0,,0,CHEMBL3662040,,Small molecule,,KUACHYYHKNOCTF-UHFFFAOYSA-N,CCn1nccc1CNC(=O)c1cnc(Oc2ccc3c(c2)CCC(c2cccc(F)c2OC)O3)s1,2014,,,CCn1nccc1CNC(=O)c1cnc(Oc2ccc3c(c2)CCC(c2cccc(F)c2OC)O3)s1,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658456,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,180.0,nM,6.75,276117.0,,0,CHEMBL3662041,,Small molecule,,GQOPFSJBNKXGAY-UHFFFAOYSA-N,COc1c(F)cccc1C1CCc2cc(Oc3ncc(C(=O)NCc4ccno4)s3)ccc2O1,2014,,,COc1c(F)cccc1C1CCc2cc(Oc3ncc(C(=O)NCc4ccno4)s3)ccc2O1,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17658457,1528595,CHEMBL3705519,B,8,H,"Reverse Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the calcium-sensitive dye Fluo-4. CHO cells expressing NCX1 were loaded with the dye by means of the acetoxymethyl ester Fluo-4 AM (Invitrogen, F14202), which is cleaved intracellularly by esterase activity to yield the charged species of free Fluo-4. After an preincubation period with the test compound, Gramicidine (Sigma, G5002) was added. Gramicidine is an ionophor for Na+ions mediating an increase of intracellular Na+ions. Consequently, intracellular Na+ions are exchanged against extracellular Ca2+ions (Ca2+influx, reverse mode). The intracellular elevation of Ca2+ ions was detected by measuring the fluorescence of Fluo-4 at a wavelength of 520 nm by a FLIPR device.Briefly, for the reverse mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (1x Nut Mix F12 (Ham) (Gibco, 21765-029); 10% (v/v) fetal calf serum.",,CHO,IC50,=,270.0,nM,6.57,276118.0,,0,CHEMBL3662042,,Small molecule,,DLQIYAUYZYCFFY-UHFFFAOYSA-N,COc1c(F)cccc1C1CCc2cc(Oc3ncc(C(=O)NCCO)s3)ccc2O1,2014,,,COc1c(F)cccc1C1CCc2cc(Oc3ncc(C(=O)NCCO)s3)ccc2O1,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17602082,1528596,CHEMBL3705520,B,8,H,"Forward Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the PBX Calcium Assay Kit from BD (Becton, Dickinson and Company) with calcium indicator dye 51-9000177BKa (BD, 640177), CHO cells expressing NCX1 were loaded with the dye, and after a preincubation period with the test compound, lonomycin (Calbiochem, 407950) was added. Ionomycin is an ionophor for Ca2+ions mediating an increase of intracellular Ca2+ions. Consequently, intracellular Ca2+ions are exchanged against extracellular Na+ions (Ca2+efflux, forward mode). The decrease of intracellular Ca2+ions was detected by measuring the fluorescence of the calcium indicator dye at a wavelength of 520 nm by a FLIPR device.Briefly, similarly as for the reverse mode, for the forward mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (cf. above). A total volume of 100 ul medium per well was used.",,CHO,IC50,=,100.0,nM,7.0,191784.0,,0,CHEMBL3662043,,Small molecule,,IOZBFTFIPBDPRX-UHFFFAOYSA-N,NCc1cnc(Oc2ccc3c(c2)CCC(c2ccccc2)O3)s1,2014,,,NCc1cnc(Oc2ccc3c(c2)CCC(c2ccccc2)O3)s1,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
11071,CHEMBL4076,17602083,1528596,CHEMBL3705520,B,8,H,"Forward Mode Assay: The assay is based on the monitoring of intracellular Ca2+concentrations using the PBX Calcium Assay Kit from BD (Becton, Dickinson and Company) with calcium indicator dye 51-9000177BKa (BD, 640177), CHO cells expressing NCX1 were loaded with the dye, and after a preincubation period with the test compound, lonomycin (Calbiochem, 407950) was added. Ionomycin is an ionophor for Ca2+ions mediating an increase of intracellular Ca2+ions. Consequently, intracellular Ca2+ions are exchanged against extracellular Na+ions (Ca2+efflux, forward mode). The decrease of intracellular Ca2+ions was detected by measuring the fluorescence of the calcium indicator dye at a wavelength of 520 nm by a FLIPR device.Briefly, similarly as for the reverse mode, for the forward mode transport assay 18000 cells per well were seeded into a 96 well microplate (Corning COSTAR 3904) and incubated overnight in culture medium (cf. above). A total volume of 100 ul medium per well was used.",,CHO,IC50,=,9800.0,nM,5.01,191785.0,,0,CHEMBL3662044,,Small molecule,,YQQWTBNBPOCFTN-DEOSSOPVSA-N,O=C(NC(=O)c1cnc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)s1)c1ccnc(N2CCCCC2)c1,2014,,,O=C(NC(=O)c1cnc(Oc2ccc3c(c2)CC[C@@H](c2ccccc2)O3)s1)c1ccnc(N2CCCCC2)c1,FUNCTIONAL_TRANSPORT_OR_OTHER_ACTIVITY
