family,arm,variant,seed,panel,pairs,positive,negative,prevalence,random_ap,auroc,ap,brier,precision,recall,false_positive_rate,threshold,mean_probability,top1pct_n,top1pct_precision,top1pct_enrichment,top5pct_n,top5pct_precision,top5pct_enrichment,top10pct_n,top10pct_precision,top10pct_enrichment
Palinova,kdki_inactive,joint,20260921,ACTIVITY_IC50,85704,65173,20531,0.7604429198170447,0.7604429198170447,0.6975172861746596,0.8683269336440673,0.2191759006321325,0.8320641620937105,0.756126003099443,0.48443816667478445,0.4823712804136329,0.6470973124261815,858,0.9254079254079254,1.2169327917874095,4286,0.9328044797013533,1.2266594314873458,8571,0.9250962548127406,1.2165229377575242
Palinova,kdki_inactive,joint,20260921,AFFINITY_KD_KI,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.90596433660154,0.9461557896134258,0.11405023501642313,0.8521883393901091,0.9303147908581285,0.33599712669480114,0.4823712804136329,0.6962315365172903,344,0.9854651162790697,1.458734844610247,1717,0.988351776354106,1.4630078234975161,3433,0.9857267695892805,1.459122156950894
Palinova,kdki_inactive,joint,20260921,ALL_ENDPOINT_UNION,132331,93249,39082,0.7046648177675677,0.7046648177675677,0.751835689734206,0.8687327259520801,0.20184151057864508,0.8102552841065056,0.7913650548531351,0.4421728673046415,0.4823712804136329,0.6474703030839918,1324,0.952416918429003,1.3515885771711051,6617,0.9466525615837993,1.343408295284086,13234,0.9398518966298927,1.3337573736225623
Palinova,kdki_inactive,joint,20260921,EXPLICIT_INACTIVE,10649,0,10649,0.0,,,,0.29016846668353535,0.0,,0.40670485491595454,0.4823712804136329,0.42055156733849447,107,0.0,,533,0.0,,1065,0.0,
Palinova,kdki_inactive,joint,20260922,ACTIVITY_EC50,11957,8543,3414,0.7144768754704357,0.7144768754704357,0.6849613975984613,0.8342322357446188,0.2348142689873085,0.7985933503836317,0.7310078426782161,0.46133567662565905,0.49915918585266883,0.6228267640463321,120,0.9416666666666667,1.3179806079051075,598,0.9264214046822743,1.2966429516312716,1196,0.8979933110367893,1.256854268999987
Palinova,kdki_inactive,joint,20260922,ACTIVITY_IC50,85704,65173,20531,0.7604429198170447,0.7604429198170447,0.6961383165947216,0.8697674785503997,0.21360374491241887,0.8285445599422324,0.7570466297393093,0.4972967707369344,0.49915918585266883,0.65474431142234,858,0.958041958041958,1.2598472982988043,4286,0.9409706019598694,1.2373980708325325,8571,0.9320966048302415,1.2257285596853147
Palinova,kdki_inactive,joint,20260922,AFFINITY_KD_KI,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.892850943846762,0.9421064006703549,0.12560959876768824,0.8391955835962145,0.9177231565329883,0.36616683128311034,0.49915918585266883,0.7036360780773796,344,0.9941860465116279,1.471644002527152,1717,0.9965055329062318,1.4750774225128167,3433,0.9915525779201865,1.4677458103607695
Palinova,kdki_inactive,joint,20260922,ALL_ENDPOINT_UNION,132331,93249,39082,0.7046648177675677,0.7046648177675677,0.7499380444961614,0.8696091937170909,0.1993182579011522,0.8070000438461876,0.7895098070756791,0.4505143032598127,0.49915918585266883,0.6534898628941689,1324,0.9758308157099698,1.3848155762926788,6617,0.9611606468188001,1.363996928162003,13234,0.9449146138733565,1.3409419486372522
Palinova,kdki_inactive,joint,20260922,EXPLICIT_INACTIVE,10649,0,10649,0.0,,,,0.3070689604028512,0.0,,0.42886656024039815,0.49915918585266883,0.4373297749773047,107,0.0,,533,0.0,,1065,0.0,
Palinova,kdki_inactive,joint,20260923,ACTIVITY_EC50,11957,8543,3414,0.7144768754704357,0.7144768754704357,0.6819153987262205,0.8354830280878598,0.24471363523739614,0.8060731538992408,0.6836006086854735,0.41154071470415937,0.598329827455457,0.611643017342186,120,0.9666666666666667,1.3529712435132077,598,0.9163879598662207,1.2825998871731712,1196,0.8979933110367893,1.256854268999987
Palinova,kdki_inactive,joint,20260923,ACTIVITY_IC50,85704,65173,20531,0.7604429198170447,0.7604429198170447,0.6820477546644095,0.8650436244514527,0.22810431783366653,0.8347920238202653,0.7098031393368419,0.44591106132190345,0.598329827455457,0.6438959564571676,858,0.965034965034965,1.2690432639798175,4286,0.9463369108726085,1.2444548909736555,8571,0.928596429821491,1.2211257487214195
Palinova,kdki_inactive,joint,20260923,AFFINITY_KD_KI,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.9117577880537056,0.9522049139010276,0.11640093565863005,0.8678284626210779,0.9040534713238465,0.286701984376403,0.598329827455457,0.693022456381826,344,0.9941860465116279,1.471644002527152,1717,0.9877693651718114,1.4621457092821375,3433,0.987183221672007,1.461278070303363
Palinova,kdki_inactive,joint,20260923,ALL_ENDPOINT_UNION,132331,93249,39082,0.7046648177675677,0.7046648177675677,0.7469798722414992,0.869787162397088,0.20777144761511457,0.8191740032589709,0.7493699664339564,0.3946829742592498,0.598329827455457,0.6432548611366667,1324,0.9780966767371602,1.388031092336702,6617,0.9588937585008311,1.3607799542748285,13234,0.9454435544808826,1.341692575877593
Palinova,kdki_inactive,joint,20260923,EXPLICIT_INACTIVE,10649,0,10649,0.0,,,,0.28439439306399755,0.0,,0.3586252230256362,0.598329827455457,0.4087566112889036,107,0.0,,533,0.0,,1065,0.0,
Palinova,all_inactive,binary,20260921,ACTIVITY_EC50,11957,8543,3414,0.7144768754704357,0.7144768754704357,0.9278666329833823,0.9614173602925586,0.09217856035723583,0.9055852576498692,0.9318740489289477,0.24311657879320445,0.42274743411276555,0.6715066578228921,120,0.9583333333333334,1.3413076983105077,598,0.9832775919732442,1.3762203168938407,1196,0.9832775919732442,1.3762203168938407
Palinova,all_inactive,binary,20260921,ACTIVITY_IC50,85704,65173,20531,0.7604429198170447,0.7604429198170447,0.9529807846381143,0.9830521499120781,0.0710552856192259,0.9305067962912954,0.9516517576296932,0.2256100530904486,0.42274743411276555,0.7232155608076125,858,1.0,1.3150230923848834,4286,0.9993000466635558,1.3141026375838674,8571,0.9983665849959165,1.3128751139350656
Palinova,all_inactive,binary,20260921,AFFINITY_KD_KI,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.8592877844299367,0.9043001707459516,0.13465297019035036,0.8107477514770632,0.9290211297973264,0.4515578701625213,0.42274743411276555,0.7024736355879586,344,0.938953488372093,1.3898860023867545,1717,0.9120559114735003,1.350070861282917,3433,0.9233906204485872,1.3668490654652288
Palinova,all_inactive,binary,20260921,ALL_ENDPOINT_UNION,132331,93249,39082,0.7046648177675677,0.7046648177675677,0.9204140624167506,0.9574854565757636,0.09617663255745995,0.8764958072634311,0.9449431093094832,0.31769100864848265,0.42274743411276555,0.7016925080183859,1324,0.9841389728096677,1.3966058017874308,6617,0.9832250264470304,1.3953088073305018,13234,0.982620522895572,1.3944509476272553
Palinova,all_inactive,binary,20260921,EXPLICIT_INACTIVE,10649,0,10649,0.0,,,,0.299983423257545,0.0,,0.47957554699971827,0.42274743411276555,0.4476668890556888,107,0.0,,533,0.0,,1065,0.0,
Palinova,all_inactive,binary,20260922,ACTIVITY_EC50,11957,8543,3414,0.7144768754704357,0.7144768754704357,0.9326133222738056,0.9656324797724889,0.08959619075698427,0.9044836498482975,0.9421748800187287,0.24897480960749854,0.44077160730648174,0.6812545980940677,120,1.0,1.399625424324008,598,0.9832775919732442,1.3762203168938407,1196,0.9832775919732442,1.3762203168938407
Palinova,all_inactive,binary,20260922,ACTIVITY_IC50,85704,65173,20531,0.7604429198170447,0.7604429198170447,0.9520463619761579,0.9825853829059689,0.07183326651083005,0.9274419714780118,0.9539533242293587,0.23691003847839853,0.44077160730648174,0.7289060058753684,858,0.9988344988344988,1.3134904314380478,4286,0.9979001399906673,1.3122617279818354,8571,0.997433204993583,1.3116476976780267
Palinova,all_inactive,binary,20260922,AFFINITY_KD_KI,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.8596920326996442,0.92118760586681,0.14014995279663336,0.8061787144044112,0.9204829667960328,0.46080632127143756,0.44077160730648174,0.7020710741315742,344,1.0,1.4802501078050885,1717,0.9877693651718114,1.4621457092821375,3433,0.9705796679289251,1.4367006580852184
Palinova,all_inactive,binary,20260922,ALL_ENDPOINT_UNION,132331,93249,39082,0.7046648177675677,0.7046648177675677,0.925848010086699,0.9643660462442757,0.09552241739009054,0.8769821531605022,0.9453827923087647,0.316411647305665,0.44077160730648174,0.7049497010219266,1324,0.9992447129909365,1.4180425754142523,6617,0.9968263563548436,1.4146106506535492,13234,0.9935771497657548,1.409999654748599
Palinova,all_inactive,binary,20260922,EXPLICIT_INACTIVE,10649,0,10649,0.0,,,,0.2815000934074885,0.0,,0.46520800075124424,0.44077160730648174,0.4499042365356828,107,0.0,,533,0.0,,1065,0.0,
Palinova,all_inactive,binary,20260923,ACTIVITY_EC50,11957,8543,3414,0.7144768754704357,0.7144768754704357,0.9265781376421605,0.963041736221073,0.09402145384292061,0.8975047555107978,0.9388973428537984,0.268306971294669,0.38036013271887426,0.6627811717259388,120,1.0,1.399625424324008,598,0.9933110367892977,1.3902633813519412,1196,0.9882943143812709,1.3832418491228908
Palinova,all_inactive,binary,20260923,ACTIVITY_IC50,85704,65173,20531,0.7604429198170447,0.7604429198170447,0.9482816199895685,0.9815457541529017,0.07477523446972485,0.9202955301071296,0.9556257959584491,0.2627246602698359,0.38036013271887426,0.7188881539701439,858,1.0,1.3150230923848834,4286,0.9995333644423705,1.3144094558508725,8571,0.9983665849959165,1.3128751139350656
Palinova,all_inactive,binary,20260923,AFFINITY_KD_KI,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.8680294267526134,0.9256162342627311,0.13497504931670576,0.8018808311340743,0.9302716688227685,0.47858489718954833,0.38036013271887426,0.693664371972362,344,1.0,1.4802501078050885,1717,0.9889341875364007,1.4638699377128948,3433,0.9766967666763764,1.4457554941655875
Palinova,all_inactive,binary,20260923,ALL_ENDPOINT_UNION,132331,93249,39082,0.7046648177675677,0.7046648177675677,0.9212576500914433,0.9620677834418414,0.09755900265693038,0.8685466292245154,0.9486214329376186,0.3425617931528581,0.38036013271887426,0.6947584645642335,1324,1.0,1.4191144140955934,6617,0.9990932446728125,1.4178276245407235,13234,0.9956929121958592,1.413002163709962
Palinova,all_inactive,binary,20260923,EXPLICIT_INACTIVE,10649,0,10649,0.0,,,,0.2827672629873244,0.0,,0.4906563996619401,0.38036013271887426,0.4279761086862175,107,0.0,,533,0.0,,1065,0.0,
Palinova,all_inactive,joint,20260921,ACTIVITY_EC50,11957,8543,3414,0.7144768754704357,0.7144768754704357,0.9265279932984527,0.9628485131972322,0.09300342435454961,0.904527784129888,0.926021303991572,0.24458113649677798,0.4064618456729141,0.6730000092237104,120,1.0,1.399625424324008,598,0.9882943143812709,1.3832418491228908,1196,0.9874581939799331,1.3820715937513823
Palinova,all_inactive,joint,20260921,ACTIVITY_IC50,85704,65173,20531,0.7604429198170447,0.7604429198170447,0.9480975716383164,0.9802492258108351,0.07282601757882819,0.9290476261816657,0.9515136636337134,0.23067556378159856,0.4064618456729141,0.7202361978973084,858,0.9976689976689976,1.3119577704912122,4286,0.9958002799813346,1.3095003635787872,8571,0.9960331349900828,1.3098065732924686
Palinova,all_inactive,joint,20260921,AFFINITY_KD_KI,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.844918178290121,0.9017239772606942,0.1440964781146227,0.8088531952955506,0.9163863734368263,0.45092933465026486,0.4064618456729141,0.698287972762326,344,0.9651162790697675,1.4286134761374691,1717,0.9435061153174141,1.3966250289133626,3433,0.9391203029420332,1.390132929671892
Palinova,all_inactive,joint,20260921,ALL_ENDPOINT_UNION,132331,93249,39082,0.7046648177675677,0.7046648177675677,0.9121109114001837,0.9536244041473122,0.10050807300838273,0.8747744964168602,0.9412111658033866,0.32147791822322297,0.4064618456729141,0.6996385169686591,1324,0.9901812688821753,1.4051805112381595,6617,0.9853407888771346,1.3983113162918648,13234,0.983376152334895,1.3955232722563136
Palinova,all_inactive,joint,20260921,EXPLICIT_INACTIVE,10649,0,10649,0.0,,,,0.3124862384974181,0.0,,0.48924781669640344,0.4064618456729141,0.46090833738646336,107,0.0,,533,0.0,,1065,0.0,
Palinova,all_inactive,joint,20260922,ACTIVITY_EC50,11957,8543,3414,0.7144768754704357,0.7144768754704357,0.925195593798518,0.9630307884151751,0.09254060525115172,0.9023397761953205,0.934449256701393,0.2530755711775044,0.3967134540899459,0.676932090216218,120,1.0,1.399625424324008,598,0.9949832775919732,1.3926038920949577,1196,0.9924749163879598,1.3890931259804327
Palinova,all_inactive,joint,20260922,ACTIVITY_IC50,85704,65173,20531,0.7604429198170447,0.7604429198170447,0.9462122420858424,0.9798218449021386,0.07386251026708131,0.9255154100904018,0.9519432893989842,0.24319322000876722,0.3967134540899459,0.7211519122710696,858,0.9976689976689976,1.3119577704912122,4286,0.998133457769482,1.3125685462488406,8571,0.9964998249912496,1.310420281420988
Palinova,all_inactive,joint,20260922,AFFINITY_KD_KI,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.8631268071654365,0.9208085888320201,0.13664748717775746,0.8076191186896011,0.9333764553686934,0.4629613001706025,0.3967134540899459,0.7038484923733632,344,0.9941860465116279,1.471644002527152,1717,0.9877693651718114,1.4621457092821375,3433,0.9755316050101952,1.4440307634836125
Palinova,all_inactive,joint,20260922,ALL_ENDPOINT_UNION,132331,93249,39082,0.7046648177675677,0.7046648177675677,0.9145584785504153,0.957445805779962,0.10083570035525175,0.8681443004850024,0.9463479501120655,0.3429456015557034,0.3967134540899459,0.7037285374104684,1324,0.9962235649546828,1.413755220688888,6617,0.9963729786912499,1.4139672558761143,13234,0.9916880761674475,1.4073188431759536
Palinova,all_inactive,joint,20260922,EXPLICIT_INACTIVE,10649,0,10649,0.0,,,,0.34149535219331695,0.0,,0.5505681284627665,0.3967134540899459,0.49555703634143444,107,0.0,,533,0.0,,1065,0.0,
Palinova,all_inactive,joint,20260923,ACTIVITY_EC50,11957,8543,3414,0.7144768754704357,0.7144768754704357,0.925927752646747,0.9618056849012889,0.09076853700948012,0.906648451730419,0.9322252136251902,0.2401874633860574,0.4192399036672072,0.6777693978464453,120,1.0,1.399625424324008,598,0.9916387959866221,1.3879228706089244,1196,0.9849498327759197,1.3785608276368575
Palinova,all_inactive,joint,20260923,ACTIVITY_IC50,85704,65173,20531,0.7604429198170447,0.7604429198170447,0.9470181565956619,0.9795302698561371,0.07252689809407922,0.9291281928288764,0.9510686940911114,0.23028590911304855,0.4192399036672072,0.7242015420388273,858,0.9941724941724942,1.3073597876507057,4286,0.9955669622025198,1.3091935453117818,8571,0.9950997549877494,1.30857915703543
Palinova,all_inactive,joint,20260923,AFFINITY_KD_KI,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.8729294172779236,0.9229149265018588,0.12906853232582813,0.8216694772344013,0.9244933160845192,0.41779653407560385,0.4192399036672072,0.6942414264809861,344,0.9883720930232558,1.4630378972492153,1717,0.9691322073383809,1.4345580543900216,3433,0.9632974075152927,1.4259210913228744
Palinova,all_inactive,joint,20260923,ALL_ENDPOINT_UNION,132331,93249,39082,0.7046648177675677,0.7046648177675677,0.9251073642909082,0.9612277288555817,0.09256590661644348,0.8845187359279512,0.9436991281407844,0.29397164935264314,0.4192399036672072,0.697230538752242,1324,0.993202416918429,1.4094678659635238,6617,0.9903279431766662,1.4053886588436488,13234,0.9881366178026296,1.4022789174193802
Palinova,all_inactive,joint,20260923,EXPLICIT_INACTIVE,10649,0,10649,0.0,,,,0.2538743860820228,0.0,,0.41515635270917456,0.4192399036672072,0.39630145723599597,107,0.0,,533,0.0,,1065,0.0,
