family,arm,variant,seed,panel,stratum,pairs,positive,negative,prevalence,random_ap,auroc,ap,brier,precision,recall,false_positive_rate,threshold,mean_probability,top1pct_n,top1pct_precision,top1pct_enrichment,top5pct_n,top5pct_precision,top5pct_enrichment,top10pct_n,top10pct_precision,top10pct_enrichment
DTIAM,kdki_inactive,query,20260923,EXPLICIT_INACTIVE,all,10649,0,10649,0.0,,,,0.12904721225985774,0.0,,0.1643346793126115,0.5232230668975973,0.2618328262813501,107,0.0,,533,0.0,,1065,0.0,
DTIAM,kdki_inactive,query,20260923,EXPLICIT_INACTIVE,no_A_training_positive_reference,817,0,817,0.0,,,,0.024505864293952077,0.0,,0.017135862913096694,0.5232230668975973,0.09272327072750722,9,0.0,,41,0.0,,82,0.0,
DTIAM,kdki_inactive,query,20260923,EXPLICIT_INACTIVE,A_positive_neighbor_lt_0.3,9556,0,9556,0.0,,,,0.11385633343839124,0.0,,0.1406446211804102,0.5232230668975973,0.24342332279499407,96,0.0,,478,0.0,,956,0.0,
DTIAM,kdki_inactive,query,20260923,EXPLICIT_INACTIVE,A_positive_neighbor_ge_0.3,1093,0,1093,0.0,,,,0.2618596898608952,0.0,,0.37145471180237877,0.5232230668975973,0.4227854477960967,11,0.0,,55,0.0,,110,0.0,
DTIAM,all_inactive,native,20260921,AFFINITY_KD_KI,all,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.9179130355895602,0.9589554799184749,0.10780175586201744,0.8675338574898119,0.9087968952134541,0.2889467540630331,0.4986560235573662,0.6855385868827756,344,1.0,1.4802501078050885,1717,0.9988351776354106,1.4785258793743312,3433,0.9976696766676376,1.4768006464411383
DTIAM,all_inactive,native,20260921,AFFINITY_KD_KI,no_A_training_positive_reference,1973,854,1119,0.4328433857070451,0.4328433857070451,0.7660182958605145,0.6496799191597027,0.22373584194707355,0.652317880794702,0.2306791569086651,0.0938337801608579,0.4986560235573662,0.28031472164797033,20,0.9,2.0792740046838407,99,0.6666666666666666,1.5402029664324746,198,0.6767676767676768,1.5635393750147848
DTIAM,all_inactive,native,20260921,AFFINITY_KD_KI,A_positive_neighbor_lt_0.3,9859,1909,7950,0.19363018561720255,0.19363018561720255,0.6815582263426141,0.30641558798631224,0.20147449539732212,0.28975791433891995,0.4075432163436354,0.239874213836478,0.4986560235573662,0.3446371230781505,99,0.47474747474747475,2.4518257483160575,493,0.38336713995943206,1.9798934692823682,986,0.33975659229208927,1.7546674926179717
DTIAM,all_inactive,native,20260921,AFFINITY_KD_KI,A_positive_neighbor_ge_0.3,24468,21281,3187,0.869748242602583,0.869748242602583,0.9163370184254507,0.985226090485834,0.07005778254672525,0.9393280266567938,0.9537615713547296,0.4113586444932538,0.4986560235573662,0.8228995289969572,245,1.0,1.1497580000939804,1224,1.0,1.1497580000939804,2447,0.9995913363302003,1.1492881357702804
DTIAM,all_inactive,native,20260921,EXPLICIT_INACTIVE,all,10649,0,10649,0.0,,,,0.20936050720126861,0.0,,0.30725889754906566,0.4986560235573662,0.37653843659282626,107,0.0,,533,0.0,,1065,0.0,
DTIAM,all_inactive,native,20260921,EXPLICIT_INACTIVE,no_A_training_positive_reference,817,0,817,0.0,,,,0.05352361518255178,0.0,,0.05752753977968176,0.4986560235573662,0.16122427868008332,9,0.0,,41,0.0,,82,0.0,
