family,arm,variant,seed,panel,stratum,pairs,positive,negative,prevalence,random_ap,auroc,ap,brier,precision,recall,false_positive_rate,threshold,mean_probability,top1pct_n,top1pct_precision,top1pct_enrichment,top5pct_n,top5pct_precision,top5pct_enrichment,top10pct_n,top10pct_precision,top10pct_enrichment
Palinova,all_inactive,binary,20260923,EXPLICIT_INACTIVE,A_positive_neighbor_ge_0.3,1093,0,1093,0.0,,,,0.3619123141283718,0.0,,0.6495882891125343,0.38036013271887426,0.5298336753664301,11,0.0,,55,0.0,,110,0.0,
Palinova,all_inactive,joint,20260921,AFFINITY_KD_KI,all,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.844918178290121,0.9017239772606942,0.1440964781146227,0.8088531952955506,0.9163863734368263,0.45092933465026486,0.4064618456729141,0.698287972762326,344,0.9651162790697675,1.4286134761374691,1717,0.9435061153174141,1.3966250289133626,3433,0.9391203029420332,1.390132929671892
Palinova,all_inactive,joint,20260921,AFFINITY_KD_KI,no_A_training_positive_reference,1973,854,1119,0.4328433857070451,0.4328433857070451,0.5227583803705634,0.41702654352187885,0.32662367048046553,0.38593155893536124,0.23770491803278687,0.28865058087578194,0.4064618456729141,0.3141531001736806,20,0.25,0.577576112412178,99,0.24242424242424243,0.5600738059754453,198,0.29292929292929293,0.6767558488869965
Palinova,all_inactive,joint,20260921,AFFINITY_KD_KI,A_positive_neighbor_lt_0.3,9859,1909,7950,0.19363018561720255,0.19363018561720255,0.5249657530861758,0.1963205936670514,0.3122528112684577,0.18940427467030468,0.43635411210057623,0.44842767295597485,0.4064618456729141,0.4376115547036838,99,0.12121212121212122,0.6259980633998444,493,0.19066937119675456,0.9847089212303841,986,0.19574036511156187,1.0108979882843838
Palinova,all_inactive,joint,20260921,AFFINITY_KD_KI,A_positive_neighbor_ge_0.3,24468,21281,3187,0.869748242602583,0.869748242602583,0.8964353181840841,0.9798809781574483,0.07634049934383394,0.9333942857142857,0.9594473943893614,0.4571697521179793,0.4064618456729141,0.803323480594603,245,1.0,1.1497580000939804,1224,0.9959150326797386,1.1450612762373875,2447,0.9955046996322027,1.14458949253328
Palinova,all_inactive,joint,20260921,EXPLICIT_INACTIVE,all,10649,0,10649,0.0,,,,0.3124862384974181,0.0,,0.48924781669640344,0.4064618456729141,0.46090833738646336,107,0.0,,533,0.0,,1065,0.0,
Palinova,all_inactive,joint,20260921,EXPLICIT_INACTIVE,no_A_training_positive_reference,817,0,817,0.0,,,,0.2224961279242889,0.0,,0.35495716034271724,0.4064618456729141,0.3671072687329029,9,0.0,,41,0.0,,82,0.0,
Palinova,all_inactive,joint,20260921,EXPLICIT_INACTIVE,A_positive_neighbor_lt_0.3,9556,0,9556,0.0,,,,0.3071107343913926,0.0,,0.47645458350774383,0.4064618456729141,0.4533006291432628,96,0.0,,478,0.0,,956,0.0,
Palinova,all_inactive,joint,20260921,EXPLICIT_INACTIVE,A_positive_neighbor_ge_0.3,1093,0,1093,0.0,,,,0.35948378400261416,0.0,,0.6010978956999085,0.4064618456729141,0.527421841477977,11,0.0,,55,0.0,,110,0.0,
Palinova,all_inactive,joint,20260922,AFFINITY_KD_KI,all,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.8631268071654365,0.9208085888320201,0.13664748717775746,0.8076191186896011,0.9333764553686934,0.4629613001706025,0.3967134540899459,0.7038484923733632,344,0.9941860465116279,1.471644002527152,1717,0.9877693651718114,1.4621457092821375,3433,0.9755316050101952,1.4440307634836125
Palinova,all_inactive,joint,20260922,AFFINITY_KD_KI,no_A_training_positive_reference,1973,854,1119,0.4328433857070451,0.4328433857070451,0.6382387042629648,0.5191344937598372,0.26108143825191676,0.5320796460176991,0.563231850117096,0.3780160857908847,0.3967134540899459,0.4101297456640854,20,0.45,1.0396370023419204,99,0.42424242424242425,0.9801291604570294,198,0.5151515151515151,1.1901568376978213
Palinova,all_inactive,joint,20260922,AFFINITY_KD_KI,A_positive_neighbor_lt_0.3,9859,1909,7950,0.19363018561720255,0.19363018561720255,0.6056590595359288,0.23994496242567487,0.2891170733177498,0.24548810500410173,0.6270298585646935,0.46276729559748425,0.3967134540899459,0.45840751487190795,99,0.31313131313131315,1.6171616637829316,493,0.24543610547667344,1.2675508454135795,986,0.2210953346855984,1.1418433235543817
Palinova,all_inactive,joint,20260922,AFFINITY_KD_KI,A_positive_neighbor_ge_0.3,24468,21281,3187,0.869748242602583,0.869748242602583,0.898153773257734,0.9801702058620955,0.0752122391086801,0.9326339794754847,0.960857102579766,0.46344524631314715,0.3967134540899459,0.8027451164205616,245,1.0,1.1497580000939804,1224,1.0,1.1497580000939804,2447,0.9967306906416019,1.1459990855043802
Palinova,all_inactive,joint,20260922,EXPLICIT_INACTIVE,all,10649,0,10649,0.0,,,,0.34149535219331695,0.0,,0.5505681284627665,0.3967134540899459,0.49555703634143444,107,0.0,,533,0.0,,1065,0.0,
Palinova,all_inactive,joint,20260922,EXPLICIT_INACTIVE,no_A_training_positive_reference,817,0,817,0.0,,,,0.22137597456438407,0.0,,0.3953488372093023,0.3967134540899459,0.3769772025041802,9,0.0,,41,0.0,,82,0.0,
Palinova,all_inactive,joint,20260922,EXPLICIT_INACTIVE,A_positive_neighbor_lt_0.3,9556,0,9556,0.0,,,,0.33785795042045536,0.0,,0.540812055253244,0.3967134540899459,0.4904164091686653,96,0.0,,478,0.0,,956,0.0,
Palinova,all_inactive,joint,20260922,EXPLICIT_INACTIVE,A_positive_neighbor_ge_0.3,1093,0,1093,0.0,,,,0.3732968264307051,0.0,,0.6358645928636779,0.3967134540899459,0.5405010740934766,11,0.0,,55,0.0,,110,0.0,
Palinova,all_inactive,joint,20260923,AFFINITY_KD_KI,all,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.8729294172779236,0.9229149265018588,0.12906853232582813,0.8216694772344013,0.9244933160845192,0.41779653407560385,0.4192399036672072,0.6942414264809861,344,0.9883720930232558,1.4630378972492153,1717,0.9691322073383809,1.4345580543900216,3433,0.9632974075152927,1.4259210913228744
Palinova,all_inactive,joint,20260923,AFFINITY_KD_KI,no_A_training_positive_reference,1973,854,1119,0.4328433857070451,0.4328433857070451,0.5959842030250327,0.4912629186759646,0.2854625022513137,0.5174825174825175,0.4332552693208431,0.30831099195710454,0.4192399036672072,0.3567326836423921,20,0.3,0.6930913348946135,99,0.3939393939393939,0.9101199347100986,198,0.48484848484848486,1.1201476119508906
Palinova,all_inactive,joint,20260923,AFFINITY_KD_KI,A_positive_neighbor_lt_0.3,9859,1909,7950,0.19363018561720255,0.19363018561720255,0.5987855935637545,0.24341468112498432,0.26471889731430037,0.24251637043966323,0.5432163436354112,0.40742138364779873,0.4192399036672072,0.41336496538249373,99,0.2727272727272727,1.40849564264965,493,0.23732251521298176,1.2256483381271803,986,0.2667342799188641,1.377544927040378
Palinova,all_inactive,joint,20260923,AFFINITY_KD_KI,A_positive_neighbor_ge_0.3,24468,21281,3187,0.869748242602583,0.869748242602583,0.899049382501073,0.980011207890863,0.07441032779659203,0.9351851851851852,0.9586955500211456,0.44367743959836836,0.4192399036672072,0.8074162274442865,245,1.0,1.1497580000939804,1224,0.9975490196078431,1.1469399657800248,2447,0.9955046996322027,1.14458949253328
Palinova,all_inactive,joint,20260923,EXPLICIT_INACTIVE,all,10649,0,10649,0.0,,,,0.2538743860820228,0.0,,0.41515635270917456,0.4192399036672072,0.39630145723599597,107,0.0,,533,0.0,,1065,0.0,
Palinova,all_inactive,joint,20260923,EXPLICIT_INACTIVE,no_A_training_positive_reference,817,0,817,0.0,,,,0.17558180421598157,0.0,,0.29253365973072215,0.4192399036672072,0.3106139296417283,9,0.0,,41,0.0,,82,0.0,
Palinova,all_inactive,joint,20260923,EXPLICIT_INACTIVE,A_positive_neighbor_lt_0.3,9556,0,9556,0.0,,,,0.24304301686307955,0.0,,0.39912097111762246,0.4192399036672072,0.3829189024572469,96,0.0,,478,0.0,,956,0.0,
Palinova,all_inactive,joint,20260923,EXPLICIT_INACTIVE,A_positive_neighbor_ge_0.3,1093,0,1093,0.0,,,,0.34857206609686414,0.0,,0.555352241537054,0.4192399036672072,0.5133039215230276,11,0.0,,55,0.0,,110,0.0,
