panel,scope,model,pairs,positive,negative,auroc,ap,top1pct_precision,top5pct_precision,false_positive_rate,brier
ACTIVITY_IC50,document_disjoint_new_training,old_production,995.0,509.0,486.0,0.8137415411482208,0.8437912931106093,1.0,0.98,0.948559670781893,0.25882943245657614
ACTIVITY_IC50,document_disjoint_new_training,kdki_inactive,995.0,509.0,486.0,0.6886893260137822,0.712021836408046,0.9,0.8666666666666667,0.45198902606310015,0.26368327816607745
ACTIVITY_IC50,document_disjoint_new_training,all_inactive,995.0,509.0,486.0,0.7882524706180386,0.8077839019479747,0.9333333333333332,0.9466666666666667,0.350480109739369,0.18935404188944874
ACTIVITY_EC50,all,old_production,11957.0,8543.0,3414.0,0.5877853796031394,0.7863777473097113,0.95,0.8996655518394648,0.9381956649091974,0.21556173860192557
ACTIVITY_EC50,all,kdki_inactive,11957.0,8543.0,3414.0,0.6833629159246161,0.8285507962418778,0.8666666666666667,0.8807134894091416,0.4608474907244679,0.24427073862039336
ACTIVITY_EC50,all,all_inactive,11957.0,8543.0,3414.0,0.9247441404148599,0.9617080166220294,0.9972222222222222,0.9866220735785953,0.2568834212067956,0.09532203659059635
ACTIVITY_EC50,old_train_pair_seen,old_production,419.0,346.0,73.0,0.8507403594900625,0.9481142620179497,1.0,0.9523809523809523,0.9315068493150684,0.09667766001924909
ACTIVITY_EC50,old_train_pair_seen,kdki_inactive,419.0,346.0,73.0,0.7042521181407871,0.898848123199687,0.9333333333333332,0.9206349206349206,0.4383561643835616,0.20085773983527577
ACTIVITY_EC50,old_train_pair_seen,all_inactive,419.0,346.0,73.0,0.8144680233325415,0.9423631602554782,1.0,0.9523809523809524,0.5570776255707762,0.11732548764365998
ACTIVITY_EC50,old_train_pair_unseen,old_production,11538.0,8197.0,3341.0,0.5737073122692518,0.7723442812978751,0.9482758620689655,0.8873483535528596,0.9383418138281951,0.21987898846551904
ACTIVITY_EC50,old_train_pair_unseen,kdki_inactive,11538.0,8197.0,3341.0,0.6822314532376437,0.8254971442317188,0.8620689655172414,0.8769497400346621,0.4613389204828893,0.24584727237762719
ACTIVITY_EC50,old_train_pair_unseen,all_inactive,11538.0,8197.0,3341.0,0.9269895478048408,0.9624909936375557,0.9971264367816092,0.9878682842287695,0.2503242542153048,0.09452298597599817
ACTIVITY_EC50,document_disjoint_new_training,old_production,188.0,166.0,22.0,0.7620481927710845,0.9512987552396688,1.0,1.0,0.9090909090909091,0.13634247144471526
ACTIVITY_EC50,document_disjoint_new_training,kdki_inactive,188.0,166.0,22.0,0.7634173055859804,0.9481418054110037,1.0,1.0,0.4545454545454546,0.1268282389020496
ACTIVITY_EC50,document_disjoint_new_training,all_inactive,188.0,166.0,22.0,0.8312796641109893,0.9544716439170666,0.8333333333333334,0.9,0.37878787878787884,0.08126432602300786
ALL_ENDPOINT_UNION,all,old_production,132331.0,93249.0,39082.0,0.7997515467622556,0.9014099266291904,0.979607250755287,0.980051382801874,0.8177933575559081,0.16368678915411913
ALL_ENDPOINT_UNION,all,kdki_inactive,132331.0,93249.0,39082.0,0.7422987263283479,0.8568375121912969,0.913645518630413,0.9244874313636592,0.46211384610135947,0.20281389386138945
ALL_ENDPOINT_UNION,all,all_inactive,132331.0,93249.0,39082.0,0.9162671936367137,0.9579541101735174,0.9957200402819738,0.992242204422951,0.3232946113300241,0.10023602743348874
ALL_ENDPOINT_UNION,old_train_pair_seen,old_production,34017.0,28465.0,5552.0,0.9952106231880904,0.9987937877321149,0.9970674486803519,0.9994121105232217,0.7127161383285303,0.0534746948806563
ALL_ENDPOINT_UNION,old_train_pair_seen,kdki_inactive,34017.0,28465.0,5552.0,0.7440899126081831,0.9274123739686292,0.9736070381231672,0.9713893787967862,0.5010806916426512,0.1626670373965096
ALL_ENDPOINT_UNION,old_train_pair_seen,all_inactive,34017.0,28465.0,5552.0,0.9006505906270791,0.9754458318484946,0.9970674486803519,0.9972565157750343,0.4093419788664745,0.08408053524687072
ALL_ENDPOINT_UNION,old_train_pair_unseen,old_production,98314.0,64784.0,33530.0,0.7084517447485865,0.8127137984981876,0.9349593495934959,0.9188364524003255,0.8351923650462273,0.2018205728563425
ALL_ENDPOINT_UNION,old_train_pair_unseen,kdki_inactive,98314.0,64784.0,33530.0,0.7358248339305384,0.8259317739677502,0.8851626016260162,0.902359641985354,0.45566159658017696,0.21670485157204933
ALL_ENDPOINT_UNION,old_train_pair_unseen,all_inactive,98314.0,64784.0,33530.0,0.9171773369516739,0.9497506933556549,0.9945799457994581,0.9898291293734743,0.3090466249130132,0.10582588622991838
ALL_ENDPOINT_UNION,document_disjoint_new_training,old_production,4371.0,942.0,3429.0,0.934413077169317,0.8122708260383179,0.9772727272727273,0.9497716894977168,0.30242053076698744,0.13827971385034207
ALL_ENDPOINT_UNION,document_disjoint_new_training,kdki_inactive,4371.0,942.0,3429.0,0.7006482941696454,0.36141193518250586,0.5984848484848485,0.4337899543378995,0.4836201030426752,0.31765791936555615
ALL_ENDPOINT_UNION,document_disjoint_new_training,all_inactive,4371.0,942.0,3429.0,0.7998655157489601,0.5683100545308826,0.9090909090909092,0.7884322678843226,0.3953533586079518,0.22259942097468657
EXPLICIT_INACTIVE,all,old_production,10649.0,0.0,10649.0,,,0.0,0.0,0.49469433749647856,0.18994990476812898
EXPLICIT_INACTIVE,all,kdki_inactive,10649.0,0.0,10649.0,,,0.0,0.0,0.4374745672520111,0.31740198111798246
EXPLICIT_INACTIVE,all,all_inactive,10649.0,0.0,10649.0,,,0.0,0.0,0.4713118602685698,0.2985845447566608
EXPLICIT_INACTIVE,old_train_pair_seen,old_production,2592.0,0.0,2592.0,,,0.0,0.0,0.49382716049382713,0.18089365465808943
EXPLICIT_INACTIVE,old_train_pair_seen,kdki_inactive,2592.0,0.0,2592.0,,,0.0,0.0,0.4759516460905349,0.3462703597034676
EXPLICIT_INACTIVE,old_train_pair_seen,all_inactive,2592.0,0.0,2592.0,,,0.0,0.0,0.49948559670781895,0.3144108997749749
EXPLICIT_INACTIVE,old_train_pair_unseen,old_production,8057.0,0.0,8057.0,,,0.0,0.0,0.4949733151297009,0.1928633713543549
EXPLICIT_INACTIVE,old_train_pair_unseen,kdki_inactive,8057.0,0.0,8057.0,,,0.0,0.0,0.4250961896487526,0.308114797638576
EXPLICIT_INACTIVE,old_train_pair_unseen,all_inactive,8057.0,0.0,8057.0,,,0.0,0.0,0.46224814860783586,0.2934930824000181
EXPLICIT_INACTIVE,document_disjoint_new_training,old_production,2788.0,0.0,2788.0,,,0.0,0.0,0.15746054519368724,0.08802438434986841
EXPLICIT_INACTIVE,document_disjoint_new_training,kdki_inactive,2788.0,0.0,2788.0,,,0.0,0.0,0.49880439980870395,0.37691173803178835
EXPLICIT_INACTIVE,document_disjoint_new_training,all_inactive,2788.0,0.0,2788.0,,,0.0,0.0,0.4100908656145385,0.2564399993917555
