view,model_a,model_b,assay_lane,queries,eligible_queries,mean_spearman,mean_top10_overlap,mean_top10_adjusted
pairwise_common,BALM,CheMLT-F,NONCANONICAL_REVIEW,96,78,0.19960956144747774,0.10256410256410256,-0.003683640303358614
pairwise_common,BALM,CheMLT-F,NON_GPCR_MEMBRANE_SPECIAL,74,61,0.2674979774642575,0.04918032786885246,-0.009097206187947359
pairwise_common,BALM,CheMLT-F,NUCLEAR_EPIGENETIC_DOMAIN,39,37,0.05830655387730159,0.0,-0.014084507042253523
pairwise_common,BALM,CheMLT-F,TRANSPORTER_MEMBRANE_FUNCTIONAL,29,23,0.11574662248240199,0.5652173913043478,0.04323331292100429
pairwise_common,BALM,ScopeDTI_light,ENZYME_BIOCHEMICAL,211,184,0.2654663366896597,0.21739130434782608,0.007960808328230252
pairwise_common,BALM,ScopeDTI_light,EXTRACELLULAR_SPECIAL,117,110,0.3804270827098569,0.39090909090909093,0.025556978233034572
pairwise_common,BALM,ScopeDTI_light,ION_CHANNEL_FUNCTIONAL,57,37,0.25496037976391367,0.16216216216216217,0.0023601065854586974
pairwise_common,BALM,ScopeDTI_light,KINASE_BIOCHEMICAL,122,90,0.2560595650854526,0.011111111111111112,-0.012957746478873242
pairwise_common,BALM,ScopeDTI_light,NONCANONICAL_REVIEW,96,78,0.3582127957317206,0.21794871794871795,0.008017334777898158
pairwise_common,BALM,ScopeDTI_light,NON_GPCR_MEMBRANE_SPECIAL,74,61,0.34095670526753435,0.2786885245901639,0.014176864465481415
pairwise_common,BALM,ScopeDTI_light,NUCLEAR_EPIGENETIC_DOMAIN,39,37,0.2134945663599237,0.10810810810810811,-0.003121431290445376
pairwise_common,BALM,ScopeDTI_light,TRANSPORTER_MEMBRANE_FUNCTIONAL,29,23,0.2384038624177151,0.13043478260869565,-0.0008573178199632588
pairwise_common,ConPLex,BALM,ENZYME_BIOCHEMICAL,211,184,-0.036438378358901936,0.375,0.02394366197183099
pairwise_common,ConPLex,BALM,EXTRACELLULAR_SPECIAL,117,110,-0.0353728142639458,0.19090909090909092,0.0052752880921895
pairwise_common,ConPLex,BALM,ION_CHANNEL_FUNCTIONAL,57,37,-0.015354715246604244,0.08108108108108109,-0.005862200228397413
pairwise_common,ConPLex,BALM,KINASE_BIOCHEMICAL,122,90,0.09823747027246643,0.3111111111111111,0.01746478873239437
pairwise_common,ConPLex,BALM,NONCANONICAL_REVIEW,96,78,-0.021756310628041776,0.34615384615384615,0.021018418201516793
pairwise_common,ConPLex,BALM,NON_GPCR_MEMBRANE_SPECIAL,74,61,-0.016977700817835648,0.3114754098360656,0.017501731701685525
pairwise_common,ConPLex,BALM,NUCLEAR_EPIGENETIC_DOMAIN,39,37,0.09294904357277256,0.16216216216216217,0.0023601065854586983
pairwise_common,ConPLex,BALM,TRANSPORTER_MEMBRANE_FUNCTIONAL,29,23,-0.12558493751030694,0.0,-0.014084507042253525
pairwise_common,ConPLex,CheMLT-F,ENZYME_BIOCHEMICAL,211,211,-0.05623143903763136,0.17061611374407584,0.003217408717709098
pairwise_common,ConPLex,CheMLT-F,EXTRACELLULAR_SPECIAL,117,117,-0.07617066435686107,0.08547008547008547,-0.005417118093174433
pairwise_common,ConPLex,CheMLT-F,ION_CHANNEL_FUNCTIONAL,57,57,-0.04402590961988847,0.05263157894736842,-0.008747220163083767
pairwise_common,ConPLex,CheMLT-F,KINASE_BIOCHEMICAL,122,122,0.021263517300946982,1.0737704918032787,0.09480489494343107
pairwise_common,ConPLex,CheMLT-F,NONCANONICAL_REVIEW,96,96,-0.06944945540225271,0.20833333333333334,0.007042253521126761
pairwise_common,ConPLex,CheMLT-F,NON_GPCR_MEMBRANE_SPECIAL,74,74,-0.0761639950994181,0.44594594594594594,0.03113818043395509
pairwise_common,ConPLex,CheMLT-F,NUCLEAR_EPIGENETIC_DOMAIN,39,39,-0.01251412367265254,0.20512820512820512,0.006717226435536296
pairwise_common,ConPLex,CheMLT-F,TRANSPORTER_MEMBRANE_FUNCTIONAL,29,29,-0.042791214780627536,0.10344827586206896,-0.0035939776590577966
pairwise_common,ConPLex,DrugCLIP,ENZYME_BIOCHEMICAL,211,210,0.028262020758128763,0.14285714285714285,0.00040241448692152884
pairwise_common,ConPLex,DrugCLIP,EXTRACELLULAR_SPECIAL,117,84,0.048151248044736326,0.08333333333333333,-0.00563380281690141
pairwise_common,ConPLex,DrugCLIP,ION_CHANNEL_FUNCTIONAL,57,54,0.06566864545817513,0.07407407407407407,-0.0065727699530516446
pairwise_common,ConPLex,DrugCLIP,KINASE_BIOCHEMICAL,122,122,0.038699900904573835,0.6885245901639344,0.055737704918032795
pairwise_common,ConPLex,DrugCLIP,NONCANONICAL_REVIEW,96,73,0.019952948928259103,0.1780821917808219,0.003974532124252364
pairwise_common,ConPLex,DrugCLIP,NON_GPCR_MEMBRANE_SPECIAL,74,66,0.02419527494906595,0.13636363636363635,-0.0002560819462227924
pairwise_common,ConPLex,DrugCLIP,NUCLEAR_EPIGENETIC_DOMAIN,39,38,0.13244322821318288,0.5526315789473685,0.04195700518902891
pairwise_common,ConPLex,DrugCLIP,TRANSPORTER_MEMBRANE_FUNCTIONAL,29,29,0.09726127746639132,0.034482758620689655,-0.010587663914521614
pairwise_common,ConPLex,ScopeDTI_light,ENZYME_BIOCHEMICAL,211,211,-0.014109721452418919,0.15639810426540285,0.001775582404378879
pairwise_common,ConPLex,ScopeDTI_light,EXTRACELLULAR_SPECIAL,117,117,-0.01818831285532215,0.06837606837606838,-0.00715059588299025
pairwise_common,ConPLex,ScopeDTI_light,ION_CHANNEL_FUNCTIONAL,57,57,0.06415416958825435,0.17543859649122806,0.0037064492216456633
pairwise_common,ConPLex,ScopeDTI_light,KINASE_BIOCHEMICAL,122,122,0.06531235793685689,0.6475409836065574,0.05158162087277765
pairwise_common,ConPLex,ScopeDTI_light,NONCANONICAL_REVIEW,96,96,-0.002612648140948163,0.125,-0.0014084507042253522
pairwise_common,ConPLex,ScopeDTI_light,NON_GPCR_MEMBRANE_SPECIAL,74,74,-0.00154552666703607,0.10810810810810811,-0.0031214312904453752
pairwise_common,ConPLex,ScopeDTI_light,NUCLEAR_EPIGENETIC_DOMAIN,39,39,0.0510205331408126,0.2564102564102564,0.01191765980498375
pairwise_common,ConPLex,ScopeDTI_light,TRANSPORTER_MEMBRANE_FUNCTIONAL,29,29,-0.036078382515261166,0.034482758620689655,-0.010587663914521614
pairwise_common,DrugCLIP,BALM,ENZYME_BIOCHEMICAL,211,183,-0.03349704390408254,0.15300546448087432,0.001431540060032325
pairwise_common,DrugCLIP,BALM,EXTRACELLULAR_SPECIAL,117,79,0.015760430220664045,0.0,-0.014084507042253521
pairwise_common,DrugCLIP,BALM,ION_CHANNEL_FUNCTIONAL,57,36,-0.023163516944867048,0.19444444444444445,0.005633802816901408
pairwise_common,DrugCLIP,BALM,KINASE_BIOCHEMICAL,122,90,0.05138945328510758,0.03333333333333333,-0.010704225352112677
pairwise_common,DrugCLIP,BALM,NONCANONICAL_REVIEW,96,61,-0.01711392679878959,0.0,-0.014084507042253523
pairwise_common,DrugCLIP,BALM,NON_GPCR_MEMBRANE_SPECIAL,74,54,0.04529812670057497,0.018518518518518517,-0.012206572769953053
pairwise_common,DrugCLIP,BALM,NUCLEAR_EPIGENETIC_DOMAIN,39,36,0.03764289355112474,0.3055555555555556,0.016901408450704227
pairwise_common,DrugCLIP,BALM,TRANSPORTER_MEMBRANE_FUNCTIONAL,29,23,0.01586271721198186,0.08695652173913043,-0.005266380894060014
pairwise_common,DrugCLIP,CheMLT-F,ENZYME_BIOCHEMICAL,211,210,0.00687549875924903,0.19523809523809524,0.005714285714285714
pairwise_common,DrugCLIP,CheMLT-F,EXTRACELLULAR_SPECIAL,117,84,0.009550452139089224,0.05952380952380952,-0.008048289738430584
pairwise_common,DrugCLIP,CheMLT-F,ION_CHANNEL_FUNCTIONAL,57,54,-0.02052725360819614,0.09259259259259259,-0.004694835680751175
pairwise_common,DrugCLIP,CheMLT-F,KINASE_BIOCHEMICAL,122,122,0.06467084839680758,1.1639344262295082,0.10394827984299239
pairwise_common,DrugCLIP,CheMLT-F,NONCANONICAL_REVIEW,96,73,-0.016213370697727388,0.0821917808219178,-0.0057495658884815755
pairwise_common,DrugCLIP,CheMLT-F,NON_GPCR_MEMBRANE_SPECIAL,74,66,0.016518053080177796,0.16666666666666666,0.0028169014084507044
pairwise_common,DrugCLIP,CheMLT-F,NUCLEAR_EPIGENETIC_DOMAIN,39,38,0.04380385996400462,0.15789473684210525,0.0019273535952557454
pairwise_common,DrugCLIP,CheMLT-F,TRANSPORTER_MEMBRANE_FUNCTIONAL,29,29,0.007423306265296525,0.13793103448275862,-9.713453132588694e-05
pairwise_common,DrugCLIP,ScopeDTI_light,ENZYME_BIOCHEMICAL,211,210,0.020947962056061222,0.1380952380952381,-8.048289738430638e-05
pairwise_common,DrugCLIP,ScopeDTI_light,EXTRACELLULAR_SPECIAL,117,84,-0.03213914396028711,0.023809523809523808,-0.011670020120724347
pairwise_common,DrugCLIP,ScopeDTI_light,ION_CHANNEL_FUNCTIONAL,57,54,0.03786991291654144,0.2222222222222222,0.008450704225352114
pairwise_common,DrugCLIP,ScopeDTI_light,KINASE_BIOCHEMICAL,122,122,0.07028835428895283,0.39344262295081966,0.0258138997921958
pairwise_common,DrugCLIP,ScopeDTI_light,NONCANONICAL_REVIEW,96,73,-0.058526642988936395,0.0,-0.014084507042253523
pairwise_common,DrugCLIP,ScopeDTI_light,NON_GPCR_MEMBRANE_SPECIAL,74,66,0.02031634752763898,0.07575757575757576,-0.006402048655569784
pairwise_common,DrugCLIP,ScopeDTI_light,NUCLEAR_EPIGENETIC_DOMAIN,39,38,0.1206139479435724,0.34210526315789475,0.02060785767234989
pairwise_common,DrugCLIP,ScopeDTI_light,TRANSPORTER_MEMBRANE_FUNCTIONAL,29,29,0.06776319980438245,0.20689655172413793,0.00689655172413793
pairwise_common,ScopeDTI_light,CheMLT-F,ENZYME_BIOCHEMICAL,211,211,0.12440651265211339,0.1943127962085308,0.005620452573259462
pairwise_common,ScopeDTI_light,CheMLT-F,EXTRACELLULAR_SPECIAL,117,117,0.16751511427085933,0.27350427350427353,0.013651137594799568
pairwise_common,ScopeDTI_light,CheMLT-F,ION_CHANNEL_FUNCTIONAL,57,57,0.09022670115883089,0.15789473684210525,0.0019273535952557444
pairwise_common,ScopeDTI_light,CheMLT-F,KINASE_BIOCHEMICAL,122,122,0.13198445072830997,0.8278688524590164,0.06986839067190026
pairwise_common,ScopeDTI_light,CheMLT-F,NONCANONICAL_REVIEW,96,96,0.170513473455583,0.2708333333333333,0.013380281690140846
pairwise_common,ScopeDTI_light,CheMLT-F,NON_GPCR_MEMBRANE_SPECIAL,74,74,0.19924148563284094,0.3783783783783784,0.024286258089074995
pairwise_common,ScopeDTI_light,CheMLT-F,NUCLEAR_EPIGENETIC_DOMAIN,39,39,0.06002453719948077,0.1794871794871795,0.004117009750812567
pairwise_common,ScopeDTI_light,CheMLT-F,TRANSPORTER_MEMBRANE_FUNCTIONAL,29,29,0.14834314905382912,0.20689655172413793,0.006896551724137932
