asset_id,family,path,role,official_download_url,expected_sha256,qualification,license_note,status,files,bytes,sha256,digest_kind,registered_link
retargetmap_deployed,ReTargetMap,outputs/biomaster_best_model_20260906/retargetmap_selected_v1/model.pt,task_weights,,ca1ad1de8364806282bacac993fd477711c59498c42248982c441eafcc254f76,DEPLOYED,See model registry,VERIFIED_LOCAL,1,4950923,ca1ad1de8364806282bacac993fd477711c59498c42248982c441eafcc254f76,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/retargetmap_deployed
fixed_6000__all_inactive__binary__20260921,Palinova_AB,outputs/biomaster_endpoint_ablation_20260911/all_inactive_seed_20260921/model.pt,internal_trained_weights,,afb20adcdd571cde1c5847cb74ebaff3ecef04b6b98487ec2f33e281bf2d303e,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4950539,afb20adcdd571cde1c5847cb74ebaff3ecef04b6b98487ec2f33e281bf2d303e,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/fixed_6000__all_inactive__binary__20260921
fixed_6000__all_inactive__binary__20260922,Palinova_AB,outputs/biomaster_endpoint_ablation_20260911/all_inactive_seed_20260922/model.pt,internal_trained_weights,,b3fbc32b11fb48a82d517755052416364f779aeb62bcd1d462973d1d9d1c826d,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4950539,b3fbc32b11fb48a82d517755052416364f779aeb62bcd1d462973d1d9d1c826d,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/fixed_6000__all_inactive__binary__20260922
fixed_6000__all_inactive__binary__20260923,Palinova_AB,outputs/biomaster_endpoint_ablation_20260911/all_inactive_seed_20260923/model.pt,internal_trained_weights,,3a07dc1ef3b518822442861e9887a2e69ab955ff341cf72348fb25dab4701e88,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4950539,3a07dc1ef3b518822442861e9887a2e69ab955ff341cf72348fb25dab4701e88,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/fixed_6000__all_inactive__binary__20260923
fixed_6000__kdki_inactive__binary__20260921,Palinova_AB,outputs/biomaster_endpoint_ablation_20260911/kdki_inactive_seed_20260921/model.pt,internal_trained_weights,,a356cbe3e89db97fc90dc72cefe8274d03c7694bf14e11759c1dd0f10ffc9dae,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4950539,a356cbe3e89db97fc90dc72cefe8274d03c7694bf14e11759c1dd0f10ffc9dae,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/fixed_6000__kdki_inactive__binary__20260921
fixed_6000__kdki_inactive__binary__20260922,Palinova_AB,outputs/biomaster_endpoint_ablation_20260911/kdki_inactive_seed_20260922/model.pt,internal_trained_weights,,777026cf6bf6d18cd1f995d10be831d863021d555537c11da5fef0725107ae7f,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4950539,777026cf6bf6d18cd1f995d10be831d863021d555537c11da5fef0725107ae7f,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/fixed_6000__kdki_inactive__binary__20260922
fixed_6000__kdki_inactive__binary__20260923,Palinova_AB,outputs/biomaster_endpoint_ablation_20260911/kdki_inactive_seed_20260923/model.pt,internal_trained_weights,,d6b4e1c477b3f99423be1e03763d3284c6de6abef8304808f03293dd9707275e,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4950539,d6b4e1c477b3f99423be1e03763d3284c6de6abef8304808f03293dd9707275e,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/fixed_6000__kdki_inactive__binary__20260923
multitask__all_inactive__binary__20260921,Palinova_AB,outputs/biomaster_endpoint_multitask_20260911/all_inactive__binary__seed_20260921/model.pt,internal_trained_weights,,caf875dde9bc4b49164cfdb4e21ac64dfd1072e63747e9af6f1348e6e9473334,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4957165,caf875dde9bc4b49164cfdb4e21ac64dfd1072e63747e9af6f1348e6e9473334,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/multitask__all_inactive__binary__20260921
multitask__all_inactive__binary__20260922,Palinova_AB,outputs/biomaster_endpoint_multitask_20260911/all_inactive__binary__seed_20260922/model.pt,internal_trained_weights,,29011320c118fa7d91959b4433ba5b5259eb1f838247518ed91e18be218483e1,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4957165,29011320c118fa7d91959b4433ba5b5259eb1f838247518ed91e18be218483e1,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/multitask__all_inactive__binary__20260922
multitask__all_inactive__binary__20260923,Palinova_AB,outputs/biomaster_endpoint_multitask_20260911/all_inactive__binary__seed_20260923/model.pt,internal_trained_weights,,d7064c7171ad55a5cf670cc7c16b5fdc69a037ebc8dbc6c631deacf59be8dafe,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4957165,d7064c7171ad55a5cf670cc7c16b5fdc69a037ebc8dbc6c631deacf59be8dafe,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/multitask__all_inactive__binary__20260923
multitask__all_inactive__joint__20260921,Palinova_AB,outputs/biomaster_endpoint_multitask_20260911/all_inactive__joint__seed_20260921/model.pt,internal_trained_weights,,667c437dd4363b71b060c575a9d6b018770520e0ab26a00c91f99b1c3e100ddf,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4957165,667c437dd4363b71b060c575a9d6b018770520e0ab26a00c91f99b1c3e100ddf,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/multitask__all_inactive__joint__20260921
multitask__all_inactive__joint__20260922,Palinova_AB,outputs/biomaster_endpoint_multitask_20260911/all_inactive__joint__seed_20260922/model.pt,internal_trained_weights,,b1d1ab93cf22fcc58ff15ff5eb41457830616dc71e512ceaa766fcc565b48ee9,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4957165,b1d1ab93cf22fcc58ff15ff5eb41457830616dc71e512ceaa766fcc565b48ee9,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/multitask__all_inactive__joint__20260922
multitask__all_inactive__joint__20260923,Palinova_AB,outputs/biomaster_endpoint_multitask_20260911/all_inactive__joint__seed_20260923/model.pt,internal_trained_weights,,dd34a603446f5b26b3ae8a639310e25f959942377b71d93b5f0fac889065053f,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4957165,dd34a603446f5b26b3ae8a639310e25f959942377b71d93b5f0fac889065053f,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/multitask__all_inactive__joint__20260923
multitask__all_inactive__rank__20260921,Palinova_AB,outputs/biomaster_endpoint_multitask_20260911/all_inactive__rank__seed_20260921/model.pt,internal_trained_weights,,bbe1b5fbf9b4a1800dfbb211131d3e083fb5ce66c7e555c29a18762a408854a7,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4957165,bbe1b5fbf9b4a1800dfbb211131d3e083fb5ce66c7e555c29a18762a408854a7,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/multitask__all_inactive__rank__20260921
multitask__all_inactive__rank__20260922,Palinova_AB,outputs/biomaster_endpoint_multitask_20260911/all_inactive__rank__seed_20260922/model.pt,internal_trained_weights,,7506896beeb067be87b0d2c8d9337e3f3650d0ce85aacb7f4c6965458af9d670,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4957165,7506896beeb067be87b0d2c8d9337e3f3650d0ce85aacb7f4c6965458af9d670,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/multitask__all_inactive__rank__20260922
multitask__all_inactive__rank__20260923,Palinova_AB,outputs/biomaster_endpoint_multitask_20260911/all_inactive__rank__seed_20260923/model.pt,internal_trained_weights,,7327839688fb97e0c7ee3bc794de931064a592db7bf1fa4d8a0c994f541c0ce3,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4957165,7327839688fb97e0c7ee3bc794de931064a592db7bf1fa4d8a0c994f541c0ce3,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/multitask__all_inactive__rank__20260923
multitask__all_inactive__regression__20260921,Palinova_AB,outputs/biomaster_endpoint_multitask_20260911/all_inactive__regression__seed_20260921/model.pt,internal_trained_weights,,b794013b77408da99ca71276481528a3a59f1988fd770cfdd395c69e697fc31d,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4957165,b794013b77408da99ca71276481528a3a59f1988fd770cfdd395c69e697fc31d,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/multitask__all_inactive__regression__20260921
multitask__all_inactive__regression__20260922,Palinova_AB,outputs/biomaster_endpoint_multitask_20260911/all_inactive__regression__seed_20260922/model.pt,internal_trained_weights,,b793e88b06ecf076ca4c3d202a196f712b1a1a8716467c8a57c4639d5ada38cd,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4957165,b793e88b06ecf076ca4c3d202a196f712b1a1a8716467c8a57c4639d5ada38cd,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/multitask__all_inactive__regression__20260922
multitask__all_inactive__regression__20260923,Palinova_AB,outputs/biomaster_endpoint_multitask_20260911/all_inactive__regression__seed_20260923/model.pt,internal_trained_weights,,f169fa95aada5a393f46f1168751f64359fcddfe9e31fe0009ff7d69d9c08fb6,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4957165,f169fa95aada5a393f46f1168751f64359fcddfe9e31fe0009ff7d69d9c08fb6,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/multitask__all_inactive__regression__20260923
multitask__kdki_inactive__binary__20260921,Palinova_AB,outputs/biomaster_endpoint_multitask_20260911/kdki_inactive__binary__seed_20260921/model.pt,internal_trained_weights,,8102a6b9dc0ffdfb162e884965873d4ec099b6270851eac423446cd173a69e80,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4955565,8102a6b9dc0ffdfb162e884965873d4ec099b6270851eac423446cd173a69e80,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/multitask__kdki_inactive__binary__20260921
multitask__kdki_inactive__binary__20260922,Palinova_AB,outputs/biomaster_endpoint_multitask_20260911/kdki_inactive__binary__seed_20260922/model.pt,internal_trained_weights,,1c4315005b8bc881aad08610fc0760a3ea7847b6a78b85927c1657c5e6176c29,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4955565,1c4315005b8bc881aad08610fc0760a3ea7847b6a78b85927c1657c5e6176c29,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/multitask__kdki_inactive__binary__20260922
multitask__kdki_inactive__binary__20260923,Palinova_AB,outputs/biomaster_endpoint_multitask_20260911/kdki_inactive__binary__seed_20260923/model.pt,internal_trained_weights,,5e3a09363979205d1c0db3cdeac4e3f2495bcd3984085c7ea2bf7d4568ba6cfc,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4955565,5e3a09363979205d1c0db3cdeac4e3f2495bcd3984085c7ea2bf7d4568ba6cfc,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/multitask__kdki_inactive__binary__20260923
multitask__kdki_inactive__joint__20260921,Palinova_AB,outputs/biomaster_endpoint_multitask_20260911/kdki_inactive__joint__seed_20260921/model.pt,internal_trained_weights,,6ceca6a0e48449a38b790929fb34b14d16b7e4277782ca644311a8a9d2a3911c,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4955565,6ceca6a0e48449a38b790929fb34b14d16b7e4277782ca644311a8a9d2a3911c,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/multitask__kdki_inactive__joint__20260921
multitask__kdki_inactive__joint__20260922,Palinova_AB,outputs/biomaster_endpoint_multitask_20260911/kdki_inactive__joint__seed_20260922/model.pt,internal_trained_weights,,0fc8f842edf53552e32c5497a882259eebed518608c54f861ee3c2090f5d11cd,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4955565,0fc8f842edf53552e32c5497a882259eebed518608c54f861ee3c2090f5d11cd,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/multitask__kdki_inactive__joint__20260922
multitask__kdki_inactive__joint__20260923,Palinova_AB,outputs/biomaster_endpoint_multitask_20260911/kdki_inactive__joint__seed_20260923/model.pt,internal_trained_weights,,40261afc4a18e047a9343058d689dde781621945b2c31b6e6c4081ebd4b60e75,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4955565,40261afc4a18e047a9343058d689dde781621945b2c31b6e6c4081ebd4b60e75,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/multitask__kdki_inactive__joint__20260923
multitask__kdki_inactive__rank__20260921,Palinova_AB,outputs/biomaster_endpoint_multitask_20260911/kdki_inactive__rank__seed_20260921/model.pt,internal_trained_weights,,a62deed4e78dac6fb6074cda4f31972ca99bd8ff584c2d9fd27a19157770f246,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4955565,a62deed4e78dac6fb6074cda4f31972ca99bd8ff584c2d9fd27a19157770f246,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/multitask__kdki_inactive__rank__20260921
multitask__kdki_inactive__rank__20260922,Palinova_AB,outputs/biomaster_endpoint_multitask_20260911/kdki_inactive__rank__seed_20260922/model.pt,internal_trained_weights,,9713caf50c3931af7b5921c16740ba9c694cbe327902c6bc00602e1cdeba354d,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4955565,9713caf50c3931af7b5921c16740ba9c694cbe327902c6bc00602e1cdeba354d,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/multitask__kdki_inactive__rank__20260922
multitask__kdki_inactive__rank__20260923,Palinova_AB,outputs/biomaster_endpoint_multitask_20260911/kdki_inactive__rank__seed_20260923/model.pt,internal_trained_weights,,ad960401e72ce5dbd851df41bbd7dd47e213c8043e0bad16968e4cd442efa2a1,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4955565,ad960401e72ce5dbd851df41bbd7dd47e213c8043e0bad16968e4cd442efa2a1,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/multitask__kdki_inactive__rank__20260923
multitask__kdki_inactive__regression__20260921,Palinova_AB,outputs/biomaster_endpoint_multitask_20260911/kdki_inactive__regression__seed_20260921/model.pt,internal_trained_weights,,fecdebd1b79261e4cdea603157a9408ffdb817d7267269edeb0ec4ca787a8e9e,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4955565,fecdebd1b79261e4cdea603157a9408ffdb817d7267269edeb0ec4ca787a8e9e,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/multitask__kdki_inactive__regression__20260921
multitask__kdki_inactive__regression__20260922,Palinova_AB,outputs/biomaster_endpoint_multitask_20260911/kdki_inactive__regression__seed_20260922/model.pt,internal_trained_weights,,532035bfe9eec403a04d26bcbcf66d1a59907eafcb267ed1e50bee1083c7dcfb,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4955565,532035bfe9eec403a04d26bcbcf66d1a59907eafcb267ed1e50bee1083c7dcfb,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/multitask__kdki_inactive__regression__20260922
multitask__kdki_inactive__regression__20260923,Palinova_AB,outputs/biomaster_endpoint_multitask_20260911/kdki_inactive__regression__seed_20260923/model.pt,internal_trained_weights,,594a0608aae9798ff55a33f17ed3545aa6522fbb94947931680f62e44f241935,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4955565,594a0608aae9798ff55a33f17ed3545aa6522fbb94947931680f62e44f241935,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/multitask__kdki_inactive__regression__20260923
assay_aware__all_inactive__assay__20260921,Palinova_AB,outputs/biomaster_assay_aware_20260911/all_inactive__assay__seed_20260921/model.pt,internal_trained_weights,,ae72163feac3437035b612d76aab0dc0b242ec379c1a9f14d4b147fc6132d9f4,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4957421,ae72163feac3437035b612d76aab0dc0b242ec379c1a9f14d4b147fc6132d9f4,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/assay_aware__all_inactive__assay__20260921
assay_aware__all_inactive__assay__20260922,Palinova_AB,outputs/biomaster_assay_aware_20260911/all_inactive__assay__seed_20260922/model.pt,internal_trained_weights,,dcf8c9e5e510c93ab77059eede16c3263d80b9245bef273bb02020392d62f802,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4957421,dcf8c9e5e510c93ab77059eede16c3263d80b9245bef273bb02020392d62f802,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/assay_aware__all_inactive__assay__20260922
assay_aware__all_inactive__assay__20260923,Palinova_AB,outputs/biomaster_assay_aware_20260911/all_inactive__assay__seed_20260923/model.pt,internal_trained_weights,,0cc97747fe2aef3f585d3216fc2b4b2a428d865b6b98a82096e5651732ec93f4,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4957421,0cc97747fe2aef3f585d3216fc2b4b2a428d865b6b98a82096e5651732ec93f4,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/assay_aware__all_inactive__assay__20260923
assay_aware__all_inactive__balanced__20260921,Palinova_AB,outputs/biomaster_assay_aware_20260911/all_inactive__balanced__seed_20260921/model.pt,internal_trained_weights,,ebbc2d136061b673dc99a59e61f34bb5d596d7a2c53ed46f5b769d7ecef00427,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4957421,ebbc2d136061b673dc99a59e61f34bb5d596d7a2c53ed46f5b769d7ecef00427,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/assay_aware__all_inactive__balanced__20260921
assay_aware__all_inactive__balanced__20260922,Palinova_AB,outputs/biomaster_assay_aware_20260911/all_inactive__balanced__seed_20260922/model.pt,internal_trained_weights,,0be13b1fe5e1263be1ac438e2ca746afb9e827cb3997d779e18f6fbe07c7cd9f,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4957421,0be13b1fe5e1263be1ac438e2ca746afb9e827cb3997d779e18f6fbe07c7cd9f,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/assay_aware__all_inactive__balanced__20260922
assay_aware__all_inactive__balanced__20260923,Palinova_AB,outputs/biomaster_assay_aware_20260911/all_inactive__balanced__seed_20260923/model.pt,internal_trained_weights,,b863bb0bd9a9c662ecc55cb4164f35553c4b66161e16898cfd38df0a2fe72b37,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4957421,b863bb0bd9a9c662ecc55cb4164f35553c4b66161e16898cfd38df0a2fe72b37,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/assay_aware__all_inactive__balanced__20260923
assay_aware__all_inactive__regression__20260921,Palinova_AB,outputs/biomaster_assay_aware_20260911/all_inactive__regression__seed_20260921/model.pt,internal_trained_weights,,a9857ff176f56ed1666e6c19916a234ff9f99633db17b94e34e2a4559331358d,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4957421,a9857ff176f56ed1666e6c19916a234ff9f99633db17b94e34e2a4559331358d,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/assay_aware__all_inactive__regression__20260921
assay_aware__all_inactive__regression__20260922,Palinova_AB,outputs/biomaster_assay_aware_20260911/all_inactive__regression__seed_20260922/model.pt,internal_trained_weights,,6ac2f8e727f0db3961a5e8a5ea655f00803114a16e0b1e4aafb31f0836b771c6,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4957421,6ac2f8e727f0db3961a5e8a5ea655f00803114a16e0b1e4aafb31f0836b771c6,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/assay_aware__all_inactive__regression__20260922
assay_aware__all_inactive__regression__20260923,Palinova_AB,outputs/biomaster_assay_aware_20260911/all_inactive__regression__seed_20260923/model.pt,internal_trained_weights,,a235a728e6a62febe53b8a9485977967e7cddc9b2002be92a872ef8af2e42000,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4957421,a235a728e6a62febe53b8a9485977967e7cddc9b2002be92a872ef8af2e42000,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/assay_aware__all_inactive__regression__20260923
assay_aware__all_inactive__rotate150__20260921,Palinova_AB,outputs/biomaster_assay_aware_20260911/all_inactive__rotate150__seed_20260921/model.pt,internal_trained_weights,,164b42626b7821f5fcc490ea1894a00059a2e899fe8f9a660a208343398ba219,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4957421,164b42626b7821f5fcc490ea1894a00059a2e899fe8f9a660a208343398ba219,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/assay_aware__all_inactive__rotate150__20260921
assay_aware__all_inactive__rotate150__20260922,Palinova_AB,outputs/biomaster_assay_aware_20260911/all_inactive__rotate150__seed_20260922/model.pt,internal_trained_weights,,a9afa2f69c72f662087d79ce3d11fe8e125e67fb010ede7745b5c68b61a44f03,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4957421,a9afa2f69c72f662087d79ce3d11fe8e125e67fb010ede7745b5c68b61a44f03,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/assay_aware__all_inactive__rotate150__20260922
assay_aware__all_inactive__rotate150__20260923,Palinova_AB,outputs/biomaster_assay_aware_20260911/all_inactive__rotate150__seed_20260923/model.pt,internal_trained_weights,,a88a414abf33ffbc1ffc4cc033cb9b897f940a629f277baea9ea523648743501,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4957421,a88a414abf33ffbc1ffc4cc033cb9b897f940a629f277baea9ea523648743501,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/assay_aware__all_inactive__rotate150__20260923
assay_aware__kdki_inactive__adapt_from_B__20260921,Palinova_AB,outputs/biomaster_assay_aware_20260911/kdki_inactive__adapt_from_B__seed_20260921/model.pt,internal_trained_weights,,a6caf166d0ba88ffab6819b0648e5bf49733707ca563c46c2705e82d5215fa3b,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4956013,a6caf166d0ba88ffab6819b0648e5bf49733707ca563c46c2705e82d5215fa3b,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/assay_aware__kdki_inactive__adapt_from_B__20260921
assay_aware__kdki_inactive__adapt_from_B__20260922,Palinova_AB,outputs/biomaster_assay_aware_20260911/kdki_inactive__adapt_from_B__seed_20260922/model.pt,internal_trained_weights,,d9e08d56693755c1262b7ab22b618d556b3f5d32d2c20c43907bcb1f0b7f538f,EXPLORATORY_TRAINED,See model registry,VERIFIED_LOCAL,1,4956013,d9e08d56693755c1262b7ab22b618d556b3f5d32d2c20c43907bcb1f0b7f538f,file_sha256,data/research/dti_reliability_20260920_v1/model_assets/assay_aware__kdki_inactive__adapt_from_B__20260922
