pair_id,ligand_inchikey,target_chembl_id,gene_symbol,label,binary_label,source_rows,sources,endpoints,relations,min_nM,max_nM,has_grey,has_unresolved,positive_record_ids,negative_record_ids,endpoint_group,refresh_covered,existing_ChEMBL37_numeric_pair,local_training_exact_pair,local_training_connectivity_pair,local_training_drug_seen,local_training_target_seen,drug_names,known_relation_excluded,known_training,known_chembl37,novelty_pass,identity_scope_pass,chemistry_policy_pass,independent_validation_rank_score,biomaster_independent_borda_score,ensemble_drug_to_target_logit,old_drug_leakage_safe_score_v10,dtiam_probability,rank_SPR_current,rank_contract_primary,rank_neural_full_fit,rank_graph_ranker,rank_DTIAM_comparator,scored,refresh_endpoint_covered,use_status
URKOMYMAXPYINW-UHFFFAOYSA-N__CHEMBL219,URKOMYMAXPYINW-UHFFFAOYSA-N,CHEMBL219,DRD4,POSITIVE,1.0,13,BindingDB_202609;ChEMBL37_existing,Ki,=;>,500.0,3000.0,True,True,4492,,Kd_Ki,True,True,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
URKOMYMAXPYINW-UHFFFAOYSA-N__CHEMBL231,URKOMYMAXPYINW-UHFFFAOYSA-N,CHEMBL231,HRH1,POSITIVE,1.0,11,BindingDB_202609;ChEMBL37_existing,Ki,=,2.2,21.0,False,False,4126;5296;5989;22532;40016;40430;57128;160982;161162;161171;161177,,Kd_Ki,True,True,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
RAPZEAPATHNIPO-UHFFFAOYSA-N__CHEMBL231,RAPZEAPATHNIPO-UHFFFAOYSA-N,CHEMBL231,HRH1,POSITIVE,1.0,18,BindingDB_202609;ChEMBL37_existing,Ki,=,2.6,100.0,False,False,4128;5297;5990;9603;20213;22535;40014;40402;57130;58292;58986;151657;151673;151863;151880;151921;151930;151939,,Kd_Ki,True,True,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
PMXMIIMHBWHSKN-UHFFFAOYSA-N__CHEMBL2069,PMXMIIMHBWHSKN-UHFFFAOYSA-N,CHEMBL2069,TBXA2R,POSITIVE,1.0,1,BindingDB_202609,Ki,=,1000.0,1000.0,False,False,4182,,Kd_Ki,True,False,False,False,True,False,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
URKOMYMAXPYINW-UHFFFAOYSA-N__CHEMBL2069,URKOMYMAXPYINW-UHFFFAOYSA-N,CHEMBL2069,TBXA2R,POSITIVE,1.0,1,BindingDB_202609,Ki,=,1000.0,1000.0,False,False,4184,,Kd_Ki,True,False,False,False,True,False,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
RAPZEAPATHNIPO-UHFFFAOYSA-N__CHEMBL2069,RAPZEAPATHNIPO-UHFFFAOYSA-N,CHEMBL2069,TBXA2R,POSITIVE,1.0,1,BindingDB_202609,Ki,=,1000.0,1000.0,False,False,4185,,Kd_Ki,True,False,False,False,True,False,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
MVWVFYHBGMAFLY-UHFFFAOYSA-N__CHEMBL2069,MVWVFYHBGMAFLY-UHFFFAOYSA-N,CHEMBL2069,TBXA2R,POSITIVE,1.0,1,BindingDB_202609,Ki,=,1000.0,1000.0,False,False,4186,,Kd_Ki,True,False,False,False,True,False,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
VPJXQGSRWJZDOB-UHFFFAOYSA-O__CHEMBL1821,VPJXQGSRWJZDOB-UHFFFAOYSA-O,CHEMBL1821,CHRM4,POSITIVE,1.0,10,BindingDB_202609,Ki,=,24.0,7600.0,True,False,11615;13478,,Kd_Ki,True,True,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
XMXHEBAFVSFQEX-UHFFFAOYSA-N__CHEMBL224,XMXHEBAFVSFQEX-UHFFFAOYSA-N,CHEMBL224,HTR2A,POSITIVE,1.0,3,BindingDB_202609,Ki,=,0.12,5.6,False,False,4232;4550;5258,,Kd_Ki,True,False,False,False,False,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
XMXHEBAFVSFQEX-UHFFFAOYSA-N__CHEMBL225,XMXHEBAFVSFQEX-UHFFFAOYSA-N,CHEMBL225,HTR2C,POSITIVE,1.0,2,BindingDB_202609,Ki,=,14.0,42.8,False,False,4238;5264,,Kd_Ki,True,False,False,False,False,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
XMXHEBAFVSFQEX-UHFFFAOYSA-N__CHEMBL2056,XMXHEBAFVSFQEX-UHFFFAOYSA-N,CHEMBL2056,DRD1,POSITIVE,1.0,1,BindingDB_202609,Ki,=,216.0,216.0,False,False,4247,,Kd_Ki,True,False,False,False,False,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
URKOMYMAXPYINW-UHFFFAOYSA-N__CHEMBL2056,URKOMYMAXPYINW-UHFFFAOYSA-N,CHEMBL2056,DRD1,POSITIVE,1.0,6,BindingDB_202609;ChEMBL37_existing,Ki,=,390.0,4240.0,True,False,40034;161155,,Kd_Ki,True,True,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
RAPZEAPATHNIPO-UHFFFAOYSA-N__CHEMBL2056,RAPZEAPATHNIPO-UHFFFAOYSA-N,CHEMBL2056,DRD1,POSITIVE,1.0,8,BindingDB_202609;ChEMBL37_existing,Ki,=,21.0,1000.0,False,False,4251;22504;39999;40425;47528;151675;151688;151856,,Kd_Ki,True,True,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
XMXHEBAFVSFQEX-UHFFFAOYSA-N__CHEMBL234,XMXHEBAFVSFQEX-UHFFFAOYSA-N,CHEMBL234,DRD3,POSITIVE,1.0,2,BindingDB_202609,Ki,=,7.1,14.0,False,False,4262;4563,,Kd_Ki,True,False,False,False,False,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
XMXHEBAFVSFQEX-UHFFFAOYSA-N__CHEMBL219,XMXHEBAFVSFQEX-UHFFFAOYSA-N,CHEMBL219,DRD4,POSITIVE,1.0,2,BindingDB_202609,Ki,=,2.5,25.0,False,False,4265;4567,,Kd_Ki,True,False,False,False,False,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
XMXHEBAFVSFQEX-UHFFFAOYSA-N__CHEMBL1850,XMXHEBAFVSFQEX-UHFFFAOYSA-N,CHEMBL1850,DRD5,POSITIVE,1.0,1,BindingDB_202609,Ki,=,319.0,319.0,False,False,4268,,Kd_Ki,True,False,False,False,False,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
RAPZEAPATHNIPO-UHFFFAOYSA-N__CHEMBL1850,RAPZEAPATHNIPO-UHFFFAOYSA-N,CHEMBL1850,DRD5,POSITIVE,1.0,2,BindingDB_202609;ChEMBL37_existing,Ki,=,563.0,1000.0,False,False,4270;151860,,Kd_Ki,True,True,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
RTHCYVBBDHJXIQ-UHFFFAOYSA-N__CHEMBL224,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,CHEMBL224,HTR2A,POSITIVE,1.0,2,BindingDB_202609,Ki,=,147.91,245.47,False,False,4323;6259,,Kd_Ki,True,True,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
WYWIFABBXFUGLM-UHFFFAOYSA-N__CHEMBL224,WYWIFABBXFUGLM-UHFFFAOYSA-N,CHEMBL224,HTR2A,POSITIVE,1.0,1,BindingDB_202609,Ki,=,257.03,257.03,False,False,4325,,Kd_Ki,True,False,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
RTHCYVBBDHJXIQ-UHFFFAOYSA-N__CHEMBL1833,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,CHEMBL1833,HTR2B,WEAK_NEGATIVE,0.0,3,BindingDB_202609,Ki,=;>,5030.0,10000.0,True,False,,4331;6262,Kd_Ki,True,False,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
WYWIFABBXFUGLM-UHFFFAOYSA-N__CHEMBL1833,WYWIFABBXFUGLM-UHFFFAOYSA-N,CHEMBL1833,HTR2B,POSITIVE,1.0,1,BindingDB_202609,Ki,=,147.91,147.91,False,False,4332,,Kd_Ki,True,False,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
WYWIFABBXFUGLM-UHFFFAOYSA-N__CHEMBL225,WYWIFABBXFUGLM-UHFFFAOYSA-N,CHEMBL225,HTR2C,POSITIVE,1.0,1,BindingDB_202609,Ki,=,120.22,120.22,False,False,4337,,Kd_Ki,True,False,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
KQKPFRSPSRPDEB-UHFFFAOYSA-N__CHEMBL225,KQKPFRSPSRPDEB-UHFFFAOYSA-N,CHEMBL225,HTR2C,WEAK_NEGATIVE,0.0,2,BindingDB_202609,Kd;Ki,=;>,10000.0,15849.0,False,False,,4341;29585,Kd_Ki,True,False,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
PHLBKPHSAVXXEF-UHFFFAOYSA-N__CHEMBL228,PHLBKPHSAVXXEF-UHFFFAOYSA-N,CHEMBL228,SLC6A4,POSITIVE,1.0,3,BindingDB_202609,Ki,=,160.0,690.0,False,False,4374;4375;4527,,Kd_Ki,True,False,False,False,True,True,trazodone,True,False,False,False,True,True,-1.9857916369086257,0.8185378590078329,3.0637407,0.5507790409459403,0.22854032,11.0,29.0,1.0,68.0,303.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
KYYIDSXMWOZKMP-UHFFFAOYSA-N__CHEMBL222,KYYIDSXMWOZKMP-UHFFFAOYSA-N,CHEMBL222,SLC6A2,POSITIVE,1.0,8,BindingDB_202609;ChEMBL37_existing,Ki,=;>,531.3,3385.1,True,True,6403;6405;8487;140360,,Kd_Ki,True,True,False,False,True,True,desvenlafaxine,True,False,True,False,True,True,-1.483098545685829,0.9973890339425588,2.471178,0.7644468755109867,0.2513736,1.0,1.0,14.0,2.0,32.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
PHLBKPHSAVXXEF-UHFFFAOYSA-N__CHEMBL222,PHLBKPHSAVXXEF-UHFFFAOYSA-N,CHEMBL222,SLC6A2,WEAK_NEGATIVE,0.0,3,BindingDB_202609,Ki,=;>,8500.0,10000.0,True,False,,4431;4433,Kd_Ki,True,False,False,False,True,True,trazodone,True,False,False,False,True,True,-3.5068847836910364,0.6879895561357703,2.5181143,0.8289160655642965,0.25259736,172.0,64.0,7.0,2.0,282.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
YWPHCCPCQOJSGZ-UHFFFAOYSA-N__CHEMBL228,YWPHCCPCQOJSGZ-UHFFFAOYSA-N,CHEMBL228,SLC6A4,WEAK_NEGATIVE,0.0,2,BindingDB_202609,Kd;Ki,=;>,10000.0,17300.0,False,False,,4529;37360,Kd_Ki,True,False,False,False,False,True,viloxazine,True,False,False,False,True,True,-0.5523256421225279,0.9986945169712792,3.9026878,0.9029088492843558,0.72971267,2.0,1.0,2.0,1.0,7.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
PNVNVHUZROJLTJ-UHFFFAOYSA-N__CHEMBL238,PNVNVHUZROJLTJ-UHFFFAOYSA-N,CHEMBL238,SLC6A3,WEAK_NEGATIVE,0.0,11,BindingDB_202609;ChEMBL37_existing,Kd;Ki,=;>,890.0,10000.0,True,True,,5440,Kd_Ki,True,True,False,False,True,True,venlafaxine,True,False,True,False,True,True,-2.1769439674348394,0.902088772845953,5.7835345,0.2048446143003943,0.437215,4.0,8.0,2.0,58.0,18.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
SNPPWIUOZRMYNY-UHFFFAOYSA-N__CHEMBL222,SNPPWIUOZRMYNY-UHFFFAOYSA-N,CHEMBL222,SLC6A2,WEAK_NEGATIVE,0.0,6,BindingDB_202609;ChEMBL37_existing,Ki,=;>,3642.0,10000.0,True,False,,4540;5911,Kd_Ki,True,True,False,False,True,True,bupropion,True,False,True,False,True,True,-3.070321731598033,0.8838120104438643,-0.024986425,0.6797036985242032,0.83905387,58.0,12.0,36.0,6.0,5.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
YWPHCCPCQOJSGZ-UHFFFAOYSA-N__CHEMBL222,YWPHCCPCQOJSGZ-UHFFFAOYSA-N,CHEMBL222,SLC6A2,POSITIVE,1.0,2,BindingDB_202609,Kd;Ki,=,155.0,155.0,False,False,4549;37365,,Kd_Ki,True,False,False,False,False,True,viloxazine,True,False,False,False,True,True,-0.4123193404220376,0.9608355091383812,4.054132,0.574120825273062,0.67621815,1.0,3.0,1.0,31.0,10.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
XJGVXQDUIWGIRW-UHFFFAOYSA-N__CHEMBL234,XJGVXQDUIWGIRW-UHFFFAOYSA-N,CHEMBL234,DRD3,POSITIVE,1.0,1,BindingDB_202609,Ki,=,18.0,18.0,False,False,4564,,Kd_Ki,True,False,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
GJSURZIOUXUGAL-UHFFFAOYSA-N__CHEMBL1916,GJSURZIOUXUGAL-UHFFFAOYSA-N,CHEMBL1916,ADRA2C,POSITIVE,1.0,11,BindingDB_202609;ChEMBL37_existing,Ki,=,9.3,501.1872,False,False,4602;5209;5210;12205;13383;25211;39561;46146;128702;128705;128864,,Kd_Ki,True,True,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
XYLJNLCSTIOKRM-UHFFFAOYSA-N__CHEMBL1916,XYLJNLCSTIOKRM-UHFFFAOYSA-N,CHEMBL1916,ADRA2C,POSITIVE,1.0,5,BindingDB_202609;ChEMBL37_existing,Ki,=,44.0,1949.84,True,False,12293;25287;171303;171305,,Kd_Ki,True,True,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
BSYNRYMUTXBXSQ-UHFFFAOYSA-N__CHEMBL221,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,CHEMBL221,PTGS1,WEAK_NEGATIVE,0.0,4,BindingDB_202609;ChEMBL37_existing,Ki,=,1700.0,62000.0,True,False,,52086;120716,Kd_Ki,True,True,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
OFPXSFXSNFPTHF-UHFFFAOYSA-N__CHEMBL221,OFPXSFXSNFPTHF-UHFFFAOYSA-N,CHEMBL221,PTGS1,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Ki,>,10000.0,10000.0,False,False,,4620,Kd_Ki,True,True,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
RZVAJINKPMORJF-UHFFFAOYSA-N__CHEMBL230,RZVAJINKPMORJF-UHFFFAOYSA-N,CHEMBL230,PTGS2,WEAK_NEGATIVE,0.0,3,BindingDB_202609,Ki,>,10000.0,10000.0,False,False,,4621;4907;4908,Kd_Ki,True,False,False,False,True,True,acetaminophen,True,False,False,False,True,True,-3.858137782849491,0.7819843342036554,-0.9801863,0.8996302940303148,0.14192557,114.0,33.0,13.0,1.0,24.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
CGIGDMFJXJATDK-UHFFFAOYSA-N__CHEMBL230,CGIGDMFJXJATDK-UHFFFAOYSA-N,CHEMBL230,PTGS2,POSITIVE,1.0,14,BindingDB_202609;ChEMBL37_existing,Kd;Ki,=,92.0,1500.0,True,False,4626;4897;4898;5003;5004;5005;5316;5317;5318;51624;121663,,Kd_Ki,True,True,False,False,True,True,indomethacin,True,False,True,False,True,True,-0.667871867530575,0.9921671018276764,4.119873,0.8804355051247507,0.6492098,4.0,1.0,1.0,2.0,62.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
OZWKMVRBQXNZKK-UHFFFAOYSA-N__CHEMBL230,OZWKMVRBQXNZKK-UHFFFAOYSA-N,CHEMBL230,PTGS2,POSITIVE,1.0,3,BindingDB_202609,Ki,=,75.0,180.0,False,False,4628;4901;4902,,Kd_Ki,True,True,False,False,True,True,ketorolac,True,False,True,False,True,True,-3.9256363893244304,0.7532637075718016,4.6925273,0.711567958284849,0.1930281,117.0,46.0,1.0,14.0,70.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
OFPXSFXSNFPTHF-UHFFFAOYSA-N__CHEMBL230,OFPXSFXSNFPTHF-UHFFFAOYSA-N,CHEMBL230,PTGS2,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Ki,>,10000.0,10000.0,False,False,,4630,Kd_Ki,True,True,False,False,True,True,oxaprozin,True,False,True,False,True,True,-3.5378854703800164,0.7284595300261096,-0.6412666,0.5563606991876465,0.18735704,64.0,50.0,9.0,102.0,88.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
FFGPTBGBLSHEPO-UHFFFAOYSA-N__CHEMBL214,FFGPTBGBLSHEPO-UHFFFAOYSA-N,CHEMBL214,HTR1A,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Ki,>,10000.0,10000.0,False,False,,4657,Kd_Ki,True,False,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
TTWJBBZEZQICBI-UHFFFAOYSA-N__CHEMBL214,TTWJBBZEZQICBI-UHFFFAOYSA-N,CHEMBL214,HTR1A,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Ki,>,10000.0,10000.0,False,False,,4663,Kd_Ki,True,False,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
FELGMEQIXOGIFQ-UHFFFAOYSA-N__CHEMBL214,FELGMEQIXOGIFQ-UHFFFAOYSA-N,CHEMBL214,HTR1A,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Ki,>,10000.0,10000.0,False,False,,4665;61191;127090,Kd_Ki,True,True,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
KWTSXDURSIMDCE-UHFFFAOYSA-N__CHEMBL2056,KWTSXDURSIMDCE-UHFFFAOYSA-N,CHEMBL2056,DRD1,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Ki,>,10000.0,10000.0,False,False,,4713,Kd_Ki,True,False,False,False,False,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
FFGPTBGBLSHEPO-UHFFFAOYSA-N__CHEMBL2056,FFGPTBGBLSHEPO-UHFFFAOYSA-N,CHEMBL2056,DRD1,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Ki,>,10000.0,10000.0,False,False,,4716,Kd_Ki,True,False,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
TTWJBBZEZQICBI-UHFFFAOYSA-N__CHEMBL2056,TTWJBBZEZQICBI-UHFFFAOYSA-N,CHEMBL2056,DRD1,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Ki,>,10000.0,10000.0,False,False,,4723,Kd_Ki,True,False,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
FELGMEQIXOGIFQ-UHFFFAOYSA-N__CHEMBL2056,FELGMEQIXOGIFQ-UHFFFAOYSA-N,CHEMBL2056,DRD1,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Ki,>,10000.0,10000.0,False,False,,4725,Kd_Ki,True,False,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
MRBDMNSDAVCSSF-UHFFFAOYSA-N__CHEMBL2056,MRBDMNSDAVCSSF-UHFFFAOYSA-N,CHEMBL2056,DRD1,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Ki,>,10000.0,10000.0,False,False,,4726,Kd_Ki,True,False,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
AQHHHDLHHXJYJD-UHFFFAOYSA-N__CHEMBL2056,AQHHHDLHHXJYJD-UHFFFAOYSA-N,CHEMBL2056,DRD1,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Ki,>,10000.0,10000.0,False,False,,4727,Kd_Ki,True,True,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
KWTSXDURSIMDCE-UHFFFAOYSA-N__CHEMBL234,KWTSXDURSIMDCE-UHFFFAOYSA-N,CHEMBL234,DRD3,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Ki,>,10000.0,10000.0,False,False,,4743,Kd_Ki,True,False,False,False,False,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
TTWJBBZEZQICBI-UHFFFAOYSA-N__CHEMBL234,TTWJBBZEZQICBI-UHFFFAOYSA-N,CHEMBL234,DRD3,POSITIVE,1.0,4,BindingDB_202609;ChEMBL37_existing,Ki,=,16.0,27.0,False,False,4748;7035;40232;157094,,Kd_Ki,True,True,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
RAPZEAPATHNIPO-UHFFFAOYSA-N__CHEMBL3155,RAPZEAPATHNIPO-UHFFFAOYSA-N,CHEMBL3155,HTR7,POSITIVE,1.0,9,BindingDB_202609;ChEMBL37_existing,Ki,=,0.4,10.0,False,False,4812;5955;20206;49974;50987;151655;151665;151855;151901,,Kd_Ki,True,True,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
GYHCTFXIZSNGJT-UHFFFAOYSA-N__CHEMBL1921,GYHCTFXIZSNGJT-UHFFFAOYSA-N,CHEMBL1921,AVPR1B,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Ki,>,10000.0,10000.0,False,False,,4818,Kd_Ki,True,False,False,False,True,False,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
JOLJIIDDOBNFHW-UHFFFAOYSA-N__CHEMBL1898,JOLJIIDDOBNFHW-UHFFFAOYSA-N,CHEMBL1898,HTR1B,POSITIVE,1.0,1,BindingDB_202609,Ki,=,50.12,50.12,False,False,4821,,Kd_Ki,True,False,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
JOLJIIDDOBNFHW-UHFFFAOYSA-N__CHEMBL1983,JOLJIIDDOBNFHW-UHFFFAOYSA-N,CHEMBL1983,HTR1D,POSITIVE,1.0,1,BindingDB_202609,Ki,=,6.31,6.31,False,False,4822,,Kd_Ki,True,False,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
