pair_id,ligand_inchikey,target_chembl_id,gene_symbol,label,binary_label,source_rows,sources,endpoints,relations,min_nM,max_nM,has_grey,has_unresolved,positive_record_ids,negative_record_ids,endpoint_group,refresh_covered,existing_ChEMBL37_numeric_pair,local_training_exact_pair,local_training_connectivity_pair,local_training_drug_seen,local_training_target_seen,drug_names,known_relation_excluded,known_training,known_chembl37,novelty_pass,identity_scope_pass,chemistry_policy_pass,independent_validation_rank_score,biomaster_independent_borda_score,ensemble_drug_to_target_logit,old_drug_leakage_safe_score_v10,dtiam_probability,rank_SPR_current,rank_contract_primary,rank_neural_full_fit,rank_graph_ranker,rank_DTIAM_comparator,scored,refresh_endpoint_covered,use_status
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL2527,NHHQJBCNYHBUSI-UHFFFAOYSA-N,CHEMBL2527,CHEK2,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,34213,Kd_Ki,True,False,False,False,True,True,fostamatinib,True,False,False,False,False,True,-1.7384851114130042,0.7558746736292428,-0.58670235,0.47628014441654,0.87655705,66.0,49.0,49.0,84.0,75.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL1824,NHHQJBCNYHBUSI-UHFFFAOYSA-N,CHEMBL1824,ERBB2,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,34214,Kd_Ki,True,False,False,False,True,True,fostamatinib,True,False,False,False,False,True,-1.8365765574399413,0.5939947780678851,-1.8498987,0.3895328081044136,0.9111538,82.0,134.0,89.0,133.0,32.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL3009,NHHQJBCNYHBUSI-UHFFFAOYSA-N,CHEMBL3009,ERBB4,POSITIVE,1.0,1,BindingDB_202609,Kd,=,600.0,600.0,False,False,34222,,Kd_Ki,True,False,False,False,True,True,fostamatinib,True,False,False,False,False,True,-1.780485078361272,0.8394255874673628,-3.0497494,0.608481577019655,0.72924906,72.0,17.0,139.0,29.0,209.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL1991,NHHQJBCNYHBUSI-UHFFFAOYSA-N,CHEMBL1991,IKBKB,POSITIVE,1.0,1,BindingDB_202609,Kd,=,71.0,71.0,False,False,34239,,Kd_Ki,True,False,False,False,True,True,fostamatinib,True,False,False,False,False,True,-1.97671060766856,0.4830287206266319,-2.6675842,0.221999556052017,0.6359271,110.0,198.0,119.0,263.0,265.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL5616,NHHQJBCNYHBUSI-UHFFFAOYSA-N,CHEMBL5616,ACVR2A,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,34241,Kd_Ki,True,False,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL4895,NHHQJBCNYHBUSI-UHFFFAOYSA-N,CHEMBL4895,AXL,POSITIVE,1.0,1,BindingDB_202609,Kd,=,82.0,82.0,False,False,34243,,Kd_Ki,True,False,False,False,True,True,fostamatinib,True,False,False,False,False,True,-1.940522073328492,0.356396866840731,1.4732318,0.1004761689988524,0.8820167,103.0,281.0,27.0,371.0,68.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL3629,NHHQJBCNYHBUSI-UHFFFAOYSA-N,CHEMBL3629,CSNK2A1,POSITIVE,1.0,1,BindingDB_202609,Kd,=,64.0,64.0,False,False,34251,,Kd_Ki,True,False,False,False,True,True,fostamatinib,True,False,False,False,False,True,-1.997058496327473,0.7271540469973891,-0.848661,0.5496653545211176,0.83407146,117.0,60.0,59.0,50.0,126.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL5838,NHHQJBCNYHBUSI-UHFFFAOYSA-N,CHEMBL5838,ERBB3,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,34254,Kd_Ki,True,False,False,False,True,True,fostamatinib,False,False,False,True,False,True,-2.587536990766755,0.3276762402088773,-2.0823147,0.245811376780278,0.91778004,199.0,299.0,96.0,241.0,22.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL1868,NHHQJBCNYHBUSI-UHFFFAOYSA-N,CHEMBL1868,FLT1,POSITIVE,1.0,1,BindingDB_202609,Kd,=,16.0,16.0,False,False,34256,,Kd_Ki,True,False,False,False,True,True,fostamatinib,True,False,False,False,False,True,-2.204540420606141,0.7140992167101827,1.9449779,0.5327371154609869,0.8961013,143.0,65.0,21.0,57.0,50.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL2527,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CHEMBL2527,CHEK2,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,34371,Kd_Ki,True,False,False,False,True,True,imatinib,True,False,False,False,True,True,-3.746830884430887,0.0731070496083551,-6.843306,0.0715130513904775,0.5741724,290.0,380.0,354.0,366.0,216.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL1824,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CHEMBL1824,ERBB2,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,34372;44529;139294,Kd_Ki,True,True,False,False,True,True,imatinib,True,False,True,False,True,True,-1.2129913779288122,0.9360313315926893,-3.1687737,0.6591596898397258,0.85313934,38.0,12.0,59.0,13.0,46.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL3009,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CHEMBL3009,ERBB4,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,34383,Kd_Ki,True,False,False,False,True,True,imatinib,True,False,False,False,True,True,-2.11401092479592,0.8028720626631853,-3.7525933,0.4055404114132562,0.8860313,100.0,40.0,81.0,61.0,30.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL2527,UHTHHESEBZOYNR-UHFFFAOYSA-N,CHEMBL2527,CHEK2,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,34408,Kd_Ki,True,False,False,False,True,True,vandetanib,True,False,False,False,True,True,-4.023754109856452,0.4595300261096605,-4.0054393,0.4240710886810959,0.18425018,222.0,223.0,187.0,98.0,305.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL1991,UHTHHESEBZOYNR-UHFFFAOYSA-N,CHEMBL1991,IKBKB,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,34434,Kd_Ki,True,False,False,False,True,True,vandetanib,True,False,False,False,True,True,-4.255949530906942,0.1109660574412532,-3.9184272,0.0894897577443817,0.15653464,263.0,378.0,179.0,376.0,348.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL5616,UHTHHESEBZOYNR-UHFFFAOYSA-N,CHEMBL5616,ACVR2A,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,34436;44308;158637,Kd_Ki,True,True,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL3629,UHTHHESEBZOYNR-UHFFFAOYSA-N,CHEMBL3629,CSNK2A1,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,34446;44985;158608,Kd_Ki,True,True,False,False,True,True,vandetanib,True,False,False,False,True,True,-3.635839674236443,0.3655352480417755,-2.3181713,0.158817403113284,0.203572,134.0,282.0,88.0,329.0,268.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL5838,UHTHHESEBZOYNR-UHFFFAOYSA-N,CHEMBL5838,ERBB3,POSITIVE,1.0,1,BindingDB_202609,Kd,=,160.0,160.0,False,False,34449,,Kd_Ki,True,False,False,False,True,True,vandetanib,True,False,False,False,True,True,-1.2816002908177435,0.9765013054830288,0.1644065,0.8415846351426065,0.465559,11.0,5.0,33.0,10.0,68.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL1163124,HHZIURLSWUIHRB-UHFFFAOYSA-N,CHEMBL1163124,MAP3K13,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,34612,Kd_Ki,True,False,False,False,True,True,nilotinib,False,False,False,True,True,True,-2.794068929140295,0.4503916449086162,-4.776461,0.3725218488825574,0.89427733,243.0,226.0,283.0,185.0,198.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL2842,HHZIURLSWUIHRB-UHFFFAOYSA-N,CHEMBL2842,MTOR,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,34615,Kd_Ki,True,False,False,False,True,True,nilotinib,True,False,False,False,True,True,-2.723363603031184,0.2389033942558746,-5.0452733,0.2076910907786794,0.73391914,231.0,340.0,300.0,306.0,321.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL3130,HHZIURLSWUIHRB-UHFFFAOYSA-N,CHEMBL3130,PIK3CD,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,34617,Kd_Ki,True,False,False,False,True,True,nilotinib,False,False,False,True,True,True,-1.8988016302723585,0.3955613577023499,-3.9510915,0.2395710742857207,0.9327754,151.0,273.0,212.0,284.0,72.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL3024,HHZIURLSWUIHRB-UHFFFAOYSA-N,CHEMBL3024,PLK1,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,34618,Kd_Ki,True,False,False,False,True,True,nilotinib,True,False,False,False,True,True,-2.76970968454759,0.4046997389033943,-5.4139977,0.389092139219425,0.9290772,240.0,265.0,328.0,169.0,80.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL2873,UHTHHESEBZOYNR-UHFFFAOYSA-N,CHEMBL2873,MAP3K10,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,34697;43747;158676,Kd_Ki,True,True,False,False,True,True,vandetanib,True,False,False,False,True,True,-5.374222698509992,0.1997389033942558,-1.1569048,0.2507465619651264,0.16064553,335.0,358.0,51.0,239.0,338.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL2534,UHTHHESEBZOYNR-UHFFFAOYSA-N,CHEMBL2534,PDPK1,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,34705;42741;158596,Kd_Ki,True,True,False,False,True,True,vandetanib,True,False,False,False,True,True,-3.315580496982183,0.248041775456919,-3.953336,0.051465638006217,0.16218883,83.0,339.0,181.0,382.0,335.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL3267,UHTHHESEBZOYNR-UHFFFAOYSA-N,CHEMBL3267,PIK3CG,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,34708,Kd_Ki,True,False,False,False,True,True,vandetanib,False,False,False,True,True,True,-3.6187928514465217,0.3524804177545692,-4.466641,0.241597696259022,0.1894414,132.0,294.0,223.0,247.0,296.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL5568,UHTHHESEBZOYNR-UHFFFAOYSA-N,CHEMBL5568,ROS1,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,34728;44213;158718,Kd_Ki,True,True,False,False,True,True,vandetanib,True,False,False,False,True,True,-3.165453357357799,0.6605744125326372,-1.4345851,0.4212698934489099,0.319373,65.0,78.0,58.0,100.0,139.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL3094,UHTHHESEBZOYNR-UHFFFAOYSA-N,CHEMBL3094,MAPKAPK5,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,34750;42820;158672,Kd_Ki,True,True,False,False,True,True,vandetanib,True,False,False,False,True,True,-5.193377963060951,0.0248041775456919,-6.591334,0.0920321246183242,0.13983926,327.0,384.0,364.0,374.0,371.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL2959,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL2959,ITK,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,34811,Kd_Ki,True,False,False,False,True,True,selumetinib,True,False,False,False,True,True,-2.756725945669501,0.2584856396866841,-4.0904164,0.0213854349509258,0.6233832,180.0,333.0,198.0,340.0,121.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL4898,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL4898,NTRK2,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,34822,Kd_Ki,True,False,False,False,True,True,selumetinib,True,False,False,False,True,True,-2.104683422854785,0.7167101827676241,-4.0531344,0.1361049654822917,0.49775076,64.0,66.0,192.0,82.0,219.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL2007,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL2007,PDGFRA,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,34824,Kd_Ki,True,False,False,False,True,True,selumetinib,True,False,False,False,True,True,-3.251210336212842,0.4412532637075718,-3.0841134,0.1078980506664468,0.5405172,267.0,232.0,88.0,111.0,189.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL2527,BCFGMOOMADDAQU-UHFFFAOYSA-N,CHEMBL2527,CHEK2,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,34955,Kd_Ki,True,False,False,False,True,True,lapatinib,True,False,False,False,True,False,-3.8200834528537984,0.2650130548302872,-7.0959682,0.2775980137145229,0.76382065,310.0,332.0,372.0,213.0,172.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL1991,BCFGMOOMADDAQU-UHFFFAOYSA-N,CHEMBL1991,IKBKB,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,34982,Kd_Ki,True,False,False,False,True,True,lapatinib,True,False,False,False,True,False,-2.7385220675008504,0.2402088772845953,-6.693685,0.1411566703196172,0.5998337,190.0,345.0,350.0,370.0,343.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL5616,BCFGMOOMADDAQU-UHFFFAOYSA-N,CHEMBL5616,ACVR2A,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,34984;44305;118058,Kd_Ki,True,True,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL3973,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CHEMBL3973,FGFR4,WEAK_NEGATIVE,0.0,2,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35116;43290,Kd_Ki,True,False,False,False,True,True,dasatinib,True,False,False,False,True,True,-1.5452428278405828,0.7323759791122715,3.1968374,0.6273414017600596,0.9078538,77.0,68.0,26.0,103.0,66.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL2872,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CHEMBL2872,MAP3K9,WEAK_NEGATIVE,0.0,2,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35132;43904,Kd_Ki,True,False,False,False,True,True,dasatinib,True,False,False,False,True,True,-1.691346089466505,0.6736292428198434,-0.48674536,0.7092291624388737,0.844238,105.0,85.0,77.0,50.0,186.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL1913,JOOXLOJCABQBSG-UHFFFAOYSA-N,CHEMBL1913,PDGFRB,POSITIVE,1.0,1,BindingDB_202609,Kd,=,45.0,45.0,False,False,35182,,Kd_Ki,True,False,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL2534,JOOXLOJCABQBSG-UHFFFAOYSA-N,CHEMBL2534,PDPK1,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35183,Kd_Ki,True,False,False,False,True,True,fedratinib,True,False,False,False,True,True,-2.150185219303389,0.4177545691906005,-3.929121,0.2460753816288682,0.49282956,129.0,244.0,151.0,241.0,351.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL2276,JOOXLOJCABQBSG-UHFFFAOYSA-N,CHEMBL2276,MAPK8,POSITIVE,1.0,2,BindingDB_202609;ChEMBL37_existing,Kd,=,260.0,2223.0,True,False,35196,,Kd_Ki,True,True,False,False,True,True,fedratinib,True,False,True,False,True,True,-2.638581734162645,0.4738903394255874,-5.514343,0.35079032420397,0.542942,198.0,209.0,288.0,122.0,340.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL3582,BCFGMOOMADDAQU-UHFFFAOYSA-N,CHEMBL3582,PRKCE,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,35205;42866;118121,Kd_Ki,True,True,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL5608,XGALLCVXEZPNRQ-UHFFFAOYSA-N,CHEMBL5608,NTRK3,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,35213;43880;168675,Kd_Ki,True,True,False,False,True,True,gefitinib,True,False,False,False,True,True,-2.1943314022582454,0.5117493472584856,-1.8409284,0.1369332232973494,0.6963423,53.0,168.0,11.0,316.0,42.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL5331,XGALLCVXEZPNRQ-UHFFFAOYSA-N,CHEMBL5331,MERTK,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,35215;44120;168743,Kd_Ki,True,True,False,False,True,True,gefitinib,True,False,False,False,True,True,-2.8748447325959066,0.5704960835509139,-3.333637,0.4095528795348959,0.37538275,118.0,134.0,54.0,147.0,196.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL3973,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL3973,FGFR4,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35233,Kd_Ki,True,False,False,False,True,True,selumetinib,True,False,False,False,True,True,-2.3738750043092187,0.5456919060052219,-3.5852172,0.0641635807648923,0.57758284,114.0,160.0,140.0,180.0,159.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL4142,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL4142,FGFR2,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35234,Kd_Ki,True,False,False,False,True,True,selumetinib,True,False,False,False,True,True,-2.230520185572419,0.5652741514360313,-3.9413197,0.0560196988682232,0.45382756,87.0,145.0,179.0,215.0,246.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL2872,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL2872,MAP3K9,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35249,Kd_Ki,True,False,False,False,True,True,selumetinib,True,False,False,False,True,True,-3.5435700345274666,0.2284595300261096,-4.2977214,0.0400686823686396,0.5321558,291.0,344.0,222.0,264.0,198.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL1991,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CHEMBL1991,IKBKB,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35372,Kd_Ki,True,False,False,False,True,True,imatinib,True,False,False,False,True,True,-2.82524357492876,0.4582245430809399,-6.0166574,0.2717021608765512,0.7717813,164.0,213.0,303.0,138.0,113.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL5616,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CHEMBL5616,ACVR2A,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,35374;44304;139230,Kd_Ki,True,True,False,False,True,True,,,,,,,,,,,,,,,,,,False,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL4895,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CHEMBL4895,AXL,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,35376;43886;139259,Kd_Ki,True,True,False,False,True,True,imatinib,True,False,False,False,True,True,-1.457094480477702,0.7219321148825065,-4.4769654,0.2531666564247669,0.56988215,53.0,72.0,131.0,157.0,218.0,True,True,CANDIDATE_ONLY_REVIEW_ASSAY_AND_FREEZE_INDEPENDENT_EVALUATION_BEFORE_TRAINING
