scope,query,model_a,model_b,queries,labeled_pairs,ordered_comparisons,both_correct,only_a_correct,only_b_correct,both_wrong,any_tie
AB_UNSEEN_141,drug_id,dtbind,nesso_pic50,7,98,315,0.6743107769423559,0.03652882205513784,0.18005430242272347,0.1091060985797828,0.0
AB_UNSEEN_141,drug_id,dtiam,conplex,7,98,315,0.4480576441102757,0.21380534670008355,0.045426065162907266,0.1567251461988304,0.1359857978279031
AB_UNSEEN_141,drug_id,dtiam,dtbind,7,98,315,0.6292606516290727,0.10338345864661655,0.08157894736842106,0.18577694235588973,0.0
AB_UNSEEN_141,drug_id,dtiam,nesso,7,98,315,0.5433583959899749,0.18928571428571428,0.16574770258980784,0.10160818713450293,0.0
AB_UNSEEN_141,drug_id,dtiam,nesso_pic50,7,98,315,0.6746449456975773,0.057999164578111946,0.17972013366750209,0.08763575605680869,0.0
AB_UNSEEN_141,drug_id,dtiam,probematch,7,98,315,0.4506683375104427,0.28197577276524644,0.15263157894736842,0.11472431077694235,0.0
AB_UNSEEN_141,drug_id,nesso,dtbind,7,98,315,0.5461779448621554,0.16292815371762742,0.16466165413533834,0.12623224728487886,0.0
AB_UNSEEN_141,drug_id,nesso,nesso_pic50,7,98,315,0.6539891395154552,0.05511695906432749,0.20037593984962407,0.09051796157059314,0.0
AB_UNSEEN_141,drug_id,nesso,probematch,7,98,315,0.5381787802840435,0.17092731829573934,0.06512113617376775,0.22577276524644946,0.0
AB_UNSEEN_141,drug_id,probematch,dtbind,7,98,315,0.4292397660818713,0.17406015037593983,0.2815998329156224,0.11510025062656641,0.0
AB_UNSEEN_141,drug_id,probematch,nesso_pic50,7,98,315,0.558563074352548,0.04473684210526315,0.29580200501253134,0.10089807852965747,0.0
AB_UNSEEN_141,target_id,biomaster,conplex,12,36,27,0.47222222222222227,0.2638888888888889,0.125,0.013888888888888888,0.125
AB_UNSEEN_141,target_id,biomaster,drugclip,12,36,27,0.513888888888889,0.3055555555555555,0.11805555555555557,0.0625,0.0
AB_UNSEEN_141,target_id,biomaster,dtbind,12,36,27,0.4583333333333333,0.3611111111111111,0.05555555555555555,0.125,0.0
AB_UNSEEN_141,target_id,biomaster,dtiam,12,36,27,0.5277777777777778,0.2916666666666667,0.1388888888888889,0.041666666666666664,0.0
AB_UNSEEN_141,target_id,biomaster,nesso,12,36,27,0.7916666666666666,0.027777777777777776,0.1388888888888889,0.041666666666666664,0.0
AB_UNSEEN_141,target_id,biomaster,nesso_pic50,12,36,27,0.7569444444444445,0.0625,0.18055555555555555,0.0,0.0
AB_UNSEEN_141,target_id,biomaster,probematch,12,36,27,0.4166666666666667,0.40277777777777773,0.125,0.05555555555555555,0.0
AB_UNSEEN_141,target_id,conplex,dtbind,12,36,27,0.2777777777777778,0.3194444444444445,0.23611111111111113,0.041666666666666664,0.125
AB_UNSEEN_141,target_id,conplex,nesso,12,36,27,0.5277777777777778,0.06944444444444443,0.2777777777777778,0.0,0.125
AB_UNSEEN_141,target_id,conplex,nesso_pic50,12,36,27,0.5972222222222222,0.0,0.2777777777777778,0.0,0.125
AB_UNSEEN_141,target_id,conplex,probematch,12,36,27,0.3333333333333333,0.2638888888888889,0.125,0.15277777777777776,0.125
AB_UNSEEN_141,target_id,drugclip,conplex,12,36,27,0.375,0.19444444444444445,0.2222222222222222,0.08333333333333333,0.125
AB_UNSEEN_141,target_id,drugclip,dtbind,12,36,27,0.375,0.2569444444444445,0.1388888888888889,0.22916666666666666,0.0
AB_UNSEEN_141,target_id,drugclip,dtiam,12,36,27,0.4444444444444444,0.1875,0.2222222222222222,0.14583333333333334,0.0
AB_UNSEEN_141,target_id,drugclip,nesso,12,36,27,0.6041666666666666,0.027777777777777776,0.3263888888888889,0.041666666666666664,0.0
AB_UNSEEN_141,target_id,drugclip,nesso_pic50,12,36,27,0.5902777777777778,0.041666666666666664,0.34722222222222227,0.020833333333333332,0.0
AB_UNSEEN_141,target_id,drugclip,probematch,12,36,27,0.2569444444444445,0.375,0.2847222222222222,0.08333333333333333,0.0
AB_UNSEEN_141,target_id,dtbind,nesso_pic50,12,36,27,0.513888888888889,0.0,0.4236111111111111,0.0625,0.0
AB_UNSEEN_141,target_id,dtiam,conplex,12,36,27,0.4861111111111111,0.1388888888888889,0.1111111111111111,0.1388888888888889,0.125
AB_UNSEEN_141,target_id,dtiam,dtbind,12,36,27,0.375,0.2916666666666667,0.1388888888888889,0.19444444444444445,0.0
AB_UNSEEN_141,target_id,dtiam,nesso,12,36,27,0.625,0.041666666666666664,0.3055555555555555,0.027777777777777776,0.0
AB_UNSEEN_141,target_id,dtiam,nesso_pic50,12,36,27,0.625,0.041666666666666664,0.3125,0.020833333333333332,0.0
AB_UNSEEN_141,target_id,dtiam,probematch,12,36,27,0.34722222222222227,0.3194444444444445,0.19444444444444442,0.13888888888888887,0.0
AB_UNSEEN_141,target_id,nesso,dtbind,12,36,27,0.47222222222222227,0.4583333333333333,0.041666666666666664,0.027777777777777776,0.0
AB_UNSEEN_141,target_id,nesso,nesso_pic50,12,36,27,0.8680555555555555,0.0625,0.06944444444444443,0.0,0.0
AB_UNSEEN_141,target_id,nesso,probematch,12,36,27,0.513888888888889,0.4166666666666667,0.027777777777777776,0.041666666666666664,0.0
AB_UNSEEN_141,target_id,probematch,dtbind,12,36,27,0.18055555555555555,0.3611111111111111,0.3333333333333333,0.125,0.0
AB_UNSEEN_141,target_id,probematch,nesso_pic50,12,36,27,0.5208333333333334,0.020833333333333332,0.4166666666666667,0.041666666666666664,0.0
COMMON_378,drug_id,biomaster,conplex,18,289,783,0.49433078698429583,0.26263473287596095,0.01367201674219218,0.03033551893201016,0.19902694446554095
COMMON_378,drug_id,biomaster,drugclip,18,289,783,0.4388559888779187,0.4994423558897243,0.03154772453018067,0.030153930702176313,0.0
COMMON_378,drug_id,biomaster,dtbind,18,289,783,0.6899423537800731,0.24835599098756994,0.01980134469169557,0.04190031054066142,0.0
COMMON_378,drug_id,biomaster,dtiam,18,289,783,0.8183984793633916,0.11989986540425138,0.02157819844223353,0.040123456790123455,0.0
COMMON_378,drug_id,biomaster,nesso,18,289,783,0.7701944254575834,0.16810391931005966,0.050251997839717136,0.011449657392639848,0.0
COMMON_378,drug_id,biomaster,nesso_pic50,18,289,783,0.8248499510560915,0.1134483937115516,0.042501139211665526,0.01920051602069146,0.0
COMMON_378,drug_id,biomaster,probematch,18,289,783,0.5919448241816663,0.3396868539193101,0.03624243690033164,0.02545921833202535,0.006666666666666666
COMMON_378,drug_id,conplex,dtbind,18,289,783,0.3943452380952381,0.11365756563124983,0.17237430697957012,0.12059594482840098,0.19902694446554095
COMMON_378,drug_id,conplex,nesso,18,289,783,0.5053710138139963,0.0026317899124916667,0.13962244626718312,0.153347805540788,0.19902694446554095
COMMON_378,drug_id,conplex,nesso_pic50,18,289,783,0.5013489637393147,0.0066538399871733205,0.198461937672464,0.09450831413550712,0.19902694446554095
COMMON_378,drug_id,conplex,probematch,18,289,783,0.3687197265048142,0.1392830772216737,0.1372602803304558,0.15348774925529313,0.2012491666877632
COMMON_378,drug_id,drugclip,conplex,18,289,783,0.3027253529446512,0.10101128241479118,0.20527745078183676,0.1919589693931799,0.19902694446554095
COMMON_378,drug_id,drugclip,dtbind,18,289,783,0.2774894517438377,0.19291426166426165,0.43225424672793095,0.09734203986396968,0.0
COMMON_378,drug_id,drugclip,dtiam,18,289,783,0.3732383462865919,0.09716536712150747,0.46673833151903327,0.06285795507286734,0.0
COMMON_378,drug_id,drugclip,nesso,18,289,783,0.39947038260634754,0.07093333080175185,0.42097604069095296,0.10862024590094765,0.0
COMMON_378,drug_id,drugclip,nesso_pic50,18,289,783,0.3840119132005097,0.08639180020758969,0.48333917706724727,0.04625710952465339,0.0
COMMON_378,drug_id,drugclip,probematch,18,289,783,0.34651259883716024,0.12389111457093913,0.28167466224483767,0.24125495768039626,0.006666666666666666
COMMON_378,drug_id,dtbind,nesso_pic50,18,289,783,0.6822754592710734,0.02746823920069534,0.18507563099668362,0.10518067053154773,0.0
COMMON_378,drug_id,dtiam,conplex,18,289,783,0.49033711171869065,0.17646602828620372,0.01766569200779727,0.11650422352176738,0.19902694446554095
COMMON_378,drug_id,dtiam,dtbind,18,289,783,0.6775225205269064,0.16245415727871867,0.03222117794486215,0.12780214424951267,0.0
COMMON_378,drug_id,dtiam,nesso,18,289,783,0.7554929516552323,0.08448372615039282,0.06495347164206813,0.0950698505523067,0.0
COMMON_378,drug_id,dtiam,nesso_pic50,18,289,783,0.7969638954288077,0.043012782376817466,0.07038719483894923,0.0896361273554256,0.0
COMMON_378,drug_id,dtiam,probematch,18,289,783,0.5132749803802436,0.320035030758715,0.11491228070175438,0.045111041492620435,0.006666666666666666
COMMON_378,drug_id,nesso,dtbind,18,289,783,0.637857279984473,0.18258914331282752,0.07188641848729567,0.10766715821540383,0.0
COMMON_378,drug_id,nesso,nesso_pic50,18,289,783,0.7845519733677628,0.03589444992953764,0.08279911689999409,0.09675445980270542,0.0
COMMON_378,drug_id,nesso,probematch,18,289,783,0.5420208243673156,0.2717589322633182,0.08616643671468233,0.09338713998801719,0.006666666666666666
COMMON_378,drug_id,probematch,dtbind,18,289,783,0.39832468376328023,0.22986257731871765,0.3047523480418217,0.06039372420951369,0.006666666666666666
COMMON_378,drug_id,probematch,nesso_pic50,18,289,783,0.5432992202729046,0.08488804080909344,0.3173852033281858,0.047760868923149624,0.006666666666666666
COMMON_378,target_id,biomaster,conplex,36,234,318,0.429673721340388,0.1778018278018278,0.04943783068783069,0.05582110790444123,0.2872655122655123
COMMON_378,target_id,biomaster,drugclip,36,234,318,0.5577922077922078,0.24144520602853936,0.12386163219496554,0.07690095398428731,0.0
COMMON_378,target_id,biomaster,dtbind,36,234,318,0.39753086419753086,0.4017065496232163,0.046424563091229755,0.15433802308802308,0.0
COMMON_378,target_id,biomaster,dtiam,36,234,318,0.7122154080487414,0.08702200577200576,0.15597442680776014,0.044788159371492706,0.0
COMMON_378,target_id,biomaster,nesso,36,234,318,0.7016293891293892,0.09760802469135803,0.10338604296937631,0.09737654320987654,0.0
COMMON_378,target_id,biomaster,nesso_pic50,36,234,318,0.7737924883758217,0.025444925444925444,0.16768177809844476,0.03308080808080808,0.0
COMMON_378,target_id,biomaster,probematch,36,234,318,0.45201919993586664,0.3472182138848805,0.13094035594035594,0.0698222302388969,0.0
COMMON_378,target_id,conplex,dtbind,36,234,318,0.27289462081128746,0.20621693121693122,0.10879729838063171,0.12482563732563731,0.2872655122655123
COMMON_378,target_id,conplex,nesso,36,234,318,0.3906856261022928,0.08842592592592592,0.16957972582972583,0.0640432098765432,0.2872655122655123
COMMON_378,target_id,conplex,nesso_pic50,36,234,318,0.4729387125220459,0.006172839506172839,0.20566277857944526,0.02796015712682379,0.2872655122655123
COMMON_378,target_id,conplex,probematch,36,234,318,0.3032848324514991,0.17582671957671958,0.1262636283469617,0.10735930735930736,0.2872655122655123
COMMON_378,target_id,drugclip,conplex,36,234,318,0.31785714285714284,0.1611832611832612,0.16125440917107584,0.07243967452300787,0.2872655122655123
COMMON_378,target_id,drugclip,dtbind,36,234,318,0.2931878306878307,0.3884660092993426,0.15076759660092995,0.16757856341189675,0.0
COMMON_378,target_id,drugclip,dtiam,36,234,318,0.5884098925765593,0.09324394741061408,0.2797799422799423,0.0385662177328844,0.0
COMMON_378,target_id,drugclip,nesso,36,234,318,0.5332742103575437,0.14837962962962964,0.27174122174122173,0.04660493827160493,0.0
COMMON_378,target_id,drugclip,nesso_pic50,36,234,318,0.6495310245310245,0.032122815456148784,0.29194324194324195,0.026402918069584738,0.0
COMMON_378,target_id,drugclip,probematch,36,234,318,0.408903519320186,0.2727503206669873,0.17405603655603655,0.14429012345679013,0.0
COMMON_378,target_id,dtbind,nesso_pic50,36,234,318,0.42904641654641656,0.014909010742344075,0.51242784992785,0.04361672278338945,0.0
COMMON_378,target_id,dtiam,conplex,36,234,318,0.44933862433862437,0.15431297097963764,0.029772927689594355,0.07930996472663139,0.2872655122655123
COMMON_378,target_id,dtiam,dtbind,36,234,318,0.40358345358345354,0.46460638127304793,0.04037197370530704,0.09143819143819144,0.0
COMMON_378,target_id,dtiam,nesso,36,234,318,0.7336219336219336,0.13456790123456788,0.07139349847683181,0.06041666666666666,0.0
COMMON_378,target_id,dtiam,nesso_pic50,36,234,318,0.8305044492544492,0.03768538560205227,0.11096981721981722,0.020840347923681255,0.0
COMMON_378,target_id,dtiam,probematch,36,234,318,0.5051677489177488,0.3630220859387526,0.07779180695847362,0.05401835818502485,0.0
COMMON_378,target_id,nesso,dtbind,36,234,318,0.3375511063011063,0.4674643257976591,0.10640432098765433,0.08858024691358024,0.0
COMMON_378,target_id,nesso,nesso_pic50,36,234,318,0.7786656244989578,0.0263498075998076,0.16280864197530864,0.03217592592592592,0.0
COMMON_378,target_id,nesso,probematch,36,234,318,0.46220338303671643,0.3428120490620491,0.12075617283950618,0.07422839506172839,0.0
COMMON_378,target_id,probematch,dtbind,36,234,318,0.28316899150232483,0.2997905643738977,0.16078643578643578,0.2562540083373417,0.0
COMMON_378,target_id,probematch,nesso_pic50,36,234,318,0.5578302869969537,0.025129268879268876,0.3836439794773128,0.033396464646464646,0.0
