ligand_inchikey,ligand_smiles,drug_names,project_entity_ids,target_chembl_id,gene_symbol,assay_lane,pair_pocket_evidence_source,pocket_evidence_tier,conplex_score,conplex_rank_within_target,conplex_percentile_within_target,drugclip_cosine_mean,drugclip_rank_within_target,drugclip_percentile_within_target,receptor_protocol_status,redock_status,conplex_rank_within_ligand_384,conplex_percentile_within_ligand_384,drugclip_rank_within_ligand_382,drugclip_percentile_within_ligand_382,dta_bidirectional_top10pct_concordant_384,is_any_frozen_known_relationship,pair_novelty_class_384,target_route_family,unified_target_route,gnina_target_qualification,boltz_target_qualification,pairId,mainline_boltz_completed,mainline_gnina_completed,gnina_remote_model_required,boltz_remote_model_required,gnina_increment_required,boltz_increment_required,max_tanimoto_to_target_measured_positive,murcko_scaffold,measured_positive_reference_count,novelty_lane,dta_priority_score_384,incremental_queue_rank,incremental_target_rank,selection_reason,hard_gate_policy,planned_model_runs
AHJRHEGDXFFMBM-UHFFFAOYSA-N,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,palbociclib,UNII:G9ZF61LE7G,CHEMBL5903,ACVR1,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.56375384,5.0,0.99443674,0.6163617,1.0,1.0,FROZEN_PASS,PASS,3.5,0.9934726,2.0,0.9973753,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,LOCAL_STRONG,BOLTZ_REMOTE_QUALIFIED,AHJRHEGDXFFMBM-UHFFFAOYSA-N__CHEMBL5903,False,False,False,True,False,True,0.30952380952380953,O=c1ccc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,998,N3_REMOTE,1.0970558,1,1,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
LVXJQMNHJWSHET-AATRIKPKSA-N,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,dacomitinib,UNII:5092U85G58,CHEMBL2041,RET,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.42585525,25.0,0.9666203,0.43561915,20.0,0.9735744,FROZEN_PASS,PASS,8.0,0.98172325,1.0,1.0,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,LVXJQMNHJWSHET-AATRIKPKSA-N__CHEMBL2041,False,False,False,True,False,True,0.5604395604395604,O=C(/C=C/CN1CCCCC1)Nc1ccc2ncnc(Nc3ccccc3)c2c1,3004,N2_SCAFFOLD_HOP,1.0888244125,12,3,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
KTUFNOKKBVMGRW-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,imatinib,UNII:BKJ8M8G5HI,CHEMBL258,LCK,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.29859525,9.0,0.9888734,0.46614018,5.0,0.99443674,FROZEN_PASS,PASS,14.0,0.9660574,2.0,0.9973753,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL258,False,False,False,True,False,True,0.5212765957446809,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1,646,N2_SCAFFOLD_HOP,1.088811185,13,1,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
JWNPDZNEKVCWMY-VQHVLOKHSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,neratinib,UNII:JJH94R3PWB,CHEMBL2041,RET,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.3979892,30.0,0.9596662,0.4994037,9.0,0.9888734,FROZEN_PASS,PASS,8.0,0.98172325,4.0,0.992126,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,JWNPDZNEKVCWMY-VQHVLOKHSA-N__CHEMBL2041,False,False,False,True,False,True,0.2966101694915254,c1ccc(COc2ccc(Nc3ccnc4ccccc34)cc2)nc1,3004,N3_REMOTE,1.0887121625,14,4,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
BFSMGDJOXZAERB-UHFFFAOYSA-N,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,dabrafenib,UNII:QGP4HA4G1B,CHEMBL4501,RPS6KB1,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.1463837,66.0,0.9095967,0.5187574,4.0,0.99582756,FROZEN_PASS,PASS,15.0,0.9634465,2.0,0.9973753,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,BFSMGDJOXZAERB-UHFFFAOYSA-N__CHEMBL4501,False,False,False,True,False,True,0.1744186046511628,O=S(=O)(Nc1cccc(-c2ncsc2-c2ccncn2)c1)c1ccccc1,677,N3_REMOTE,1.0885061649999999,15,1,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
SDEAXTCZPQIFQM-UHFFFAOYSA-N,Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,tucatinib,UNII:234248D0HH,CHEMBL2041,RET,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.32227972,40.0,0.945758,0.44536564,18.0,0.976356,FROZEN_PASS,PASS,8.0,0.98172325,2.0,0.9973753,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,SDEAXTCZPQIFQM-UHFFFAOYSA-N__CHEMBL2041,False,False,False,True,False,True,0.3333333333333333,c1nc(Nc2ccc(Oc3ccn4ncnc4c3)cc2)c2cc(NC3=NCCO3)ccc2n1,3004,N3_REMOTE,1.0882074625,16,5,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
ZVHNDZWQTBEVRY-UHFFFAOYSA-N,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,momelotinib,UNII:6O01GMS00P,CHEMBL2041,RET,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.66406953,12.0,0.984701,0.40953553,26.0,0.9652295,FROZEN_PASS,PASS,6.0,0.98694515,7.0,0.984252,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,ZVHNDZWQTBEVRY-UHFFFAOYSA-N__CHEMBL2041,False,False,False,True,False,True,0.34146341463414637,c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,3004,N3_REMOTE,1.085710825,17,6,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
KTUFNOKKBVMGRW-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,imatinib,UNII:BKJ8M8G5HI,CHEMBL4128,TEK,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.50239676,6.0,0.9930459,0.40995112,6.0,0.9930459,FROZEN_PASS,PASS,11.0,0.97389036,6.0,0.98687667,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E1_DUAL_REMOTE_QUALIFIED,REMOTE_STRONG,BOLTZ_REMOTE_QUALIFIED,KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL4128,False,False,True,True,True,True,0.3707865168539326,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1,392,N3_REMOTE,1.0851724,18,1,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,2
ULXXDDBFHOBEHA-CWDCEQMOSA-N,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,afatinib,UNII:41UD74L59M,CHEMBL1974,FLT3,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.64762074,14.0,0.98191935,0.27212203,36.0,0.9513213,FROZEN_PASS,PASS,4.0,0.9921671,12.0,0.9711286,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,ULXXDDBFHOBEHA-CWDCEQMOSA-N__CHEMBL1974,False,False,False,True,False,True,0.32075471698113206,c1ccc(Nc2ncnc3cc(O[C@H]4CCOC4)ccc23)cc1,1744,N3_REMOTE,1.0843455375,19,2,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
FWLMVFUGMHIOAA-UHFFFAOYSA-N,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1,defactinib,UNII:53O87HA2QU,CHEMBL331,CDK4,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.38762894,14.0,0.98191935,0.5175803,6.0,0.9930459,FROZEN_PASS,PASS,16.5,0.95953,4.0,0.992126,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E1_DUAL_REMOTE_QUALIFIED,REMOTE_STRONG,BOLTZ_REMOTE_QUALIFIED,FWLMVFUGMHIOAA-UHFFFAOYSA-N__CHEMBL331,False,False,True,True,True,True,0.3625,c1ccc(Nc2nccc(NCc3cnccn3)n2)cc1,1167,N3_REMOTE,1.084206975,20,1,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,2
KTUFNOKKBVMGRW-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,imatinib,UNII:BKJ8M8G5HI,CHEMBL1974,FLT3,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.8267387,9.0,0.9888734,0.3349217,25.0,0.9666203,FROZEN_PASS,PASS,3.0,0.9947781,19.0,0.9527559,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL1974,False,False,False,True,False,True,0.573170731707317,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1,1744,N2_SCAFFOLD_HOP,1.082796375,21,3,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
LXMSZDCAJNLERA-ZHYRCANASA-N,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,spironolactone,UNII:27O7W4T232,CHEMBL2034,NR3C1,NUCLEAR_EPIGENETIC_DOMAIN,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.6766229,13.0,0.98331016,0.35059643,63.0,0.9137691,FROZEN_PASS,PASS,3.0,0.9947781,17.0,0.95800525,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,LXMSZDCAJNLERA-ZHYRCANASA-N__CHEMBL2034,False,False,False,True,False,True,0.32894736842105265,O=C1C=C2CC[C@@H]3[C@H](CCC4[C@H]3CC[C@@]43CCC(=O)O3)C2CC1,1553,N3_REMOTE,1.0827179025000002,22,1,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
XYFPWWZEPKGCCK-GOSISDBHSA-N,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,ibrutinib,UNII:1X70OSD4VX,CHEMBL2041,RET,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.33529407,39.0,0.9471488,0.31419027,63.0,0.9137691,FROZEN_PASS,PASS,4.0,0.9921671,3.0,0.9947507,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,XYFPWWZEPKGCCK-GOSISDBHSA-N__CHEMBL2041,False,False,False,True,False,True,0.4691358024691358,c1ccc(Oc2ccc(-c3nn([C@@H]4CCCNC4)c4ncncc34)cc2)cc1,3004,N2_SCAFFOLD_HOP,1.082204325,23,7,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
JWNPDZNEKVCWMY-VQHVLOKHSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,neratinib,UNII:JJH94R3PWB,CHEMBL1974,FLT3,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.55281734,21.0,0.9721836,0.37891063,15.0,0.98052853,FROZEN_PASS,PASS,4.0,0.9921671,15.0,0.9632546,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,JWNPDZNEKVCWMY-VQHVLOKHSA-N__CHEMBL1974,False,False,False,True,False,True,0.29906542056074764,c1ccc(COc2ccc(Nc3ccnc4ccccc34)cc2)nc1,1744,N3_REMOTE,1.0820293325,24,4,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
LVXJQMNHJWSHET-AATRIKPKSA-N,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,dacomitinib,UNII:5092U85G58,CHEMBL1974,FLT3,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.55798227,20.0,0.9735744,0.20378621,60.0,0.9179416,FROZEN_PASS,PASS,4.0,0.9921671,16.0,0.96062994,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,LVXJQMNHJWSHET-AATRIKPKSA-N__CHEMBL1974,False,False,False,True,False,True,0.391304347826087,O=C(/C=C/CN1CCCCC1)Nc1ccc2ncnc(Nc3ccccc3)c2c1,1744,N3_REMOTE,1.0796346350000001,25,5,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
HHZIURLSWUIHRB-UHFFFAOYSA-N,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,nilotinib,UNII:F41401512X,CHEMBL258,LCK,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.41243047,5.0,0.99443674,0.4329414,7.0,0.99165505,FROZEN_PASS,PASS,14.0,0.9660574,9.0,0.9790026,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL258,False,False,False,True,False,True,0.4891304347826087,O=C(Nc1cccc(-n2ccnc2)c1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,646,N2_SCAFFOLD_HOP,1.079624835,26,2,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
DWZAEMINVBZMHQ-UHFFFAOYSA-N,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,gedatolisib,UNII:96265TNH2R,CHEMBL2041,RET,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.38465545,32.0,0.95688456,0.42960164,22.0,0.9707928,FROZEN_PASS,PASS,3.0,0.9947781,19.0,0.9527559,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,DWZAEMINVBZMHQ-UHFFFAOYSA-N__CHEMBL2041,False,False,False,True,False,True,0.29591836734693877,O=C(Nc1ccc(C(=O)N2CCCCC2)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,3004,N3_REMOTE,1.078276225,27,8,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
UBPYILGKFZZVDX-UHFFFAOYSA-N,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,bosutinib,UNII:5018V4AEZ0,CHEMBL2041,RET,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.49585927,21.0,0.9721836,0.3852209,36.0,0.9513213,FROZEN_PASS,PASS,17.0,0.95822453,5.0,0.9895013,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL2041,False,False,False,True,False,True,0.4457831325301205,c1ccc(Nc2ccnc3cc(OCCCN4CCNCC4)ccc23)cc1,3004,N2_SCAFFOLD_HOP,1.0773526825000002,28,9,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
WXCXUHSOUPDCQV-UHFFFAOYSA-N,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,enzalutamide,UNII:93T0T9GKNU,CHEMBL2034,NR3C1,NUCLEAR_EPIGENETIC_DOMAIN,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.518791,20.0,0.9735744,0.37845764,55.0,0.9248957,FROZEN_PASS,PASS,8.0,0.98172325,12.0,0.9711286,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,WXCXUHSOUPDCQV-UHFFFAOYSA-N__CHEMBL2034,False,False,False,True,False,True,0.2222222222222222,O=C1CN(c2ccccc2)C(=S)N1c1ccccc1,1553,N3_REMOTE,1.077037375,29,2,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
GMRQFYUYWCNGIN-NKMMMXOESA-N,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,calcitriol,UNII:FXC9231JVH,CHEMBL2034,NR3C1,NUCLEAR_EPIGENETIC_DOMAIN,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.4804974,28.0,0.9624478,0.388355,45.0,0.9388039,FROZEN_PASS,PASS,12.0,0.9712794,6.0,0.98687667,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,GMRQFYUYWCNGIN-NKMMMXOESA-N__CHEMBL2034,False,False,False,True,False,True,0.18947368421052632,C=C1CCCC/C1=C/C=C1\CCCC2CCC[C@@H]12,1553,N3_REMOTE,1.076870135,30,3,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
GXJABQQUPOEUTA-RDJZCZTQSA-N,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,bortezomib,UNII:69G8BD63PP,CHEMBL4068,CMA1,ENZYME_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.23515558,8.0,0.99026424,0.27634937,10.0,0.9874826,FROZEN_PASS,PASS,11.0,0.97389036,14.0,0.96587926,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,LOCAL_STRONG,BOLTZ_REMOTE_QUALIFIED,GXJABQQUPOEUTA-RDJZCZTQSA-N__CHEMBL4068,False,False,False,True,False,True,0.3103448275862069,O=C(NCCc1ccccc1)c1cnccn1,384,N3_REMOTE,1.075981055,31,1,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
KTUFNOKKBVMGRW-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,imatinib,UNII:BKJ8M8G5HI,CHEMBL2041,RET,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.75830245,9.0,0.9888734,0.30599,65.0,0.9109875,FROZEN_PASS,PASS,6.0,0.98694515,26.0,0.9343832,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL2041,False,False,False,True,False,True,0.4945054945054945,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1,3004,N2_SCAFFOLD_HOP,1.074286725,33,10,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1
