ligand_inchikey,ligand_smiles,drug_names,project_entity_ids,target_chembl_id,gene_symbol,assay_lane,pair_pocket_evidence_source,pocket_evidence_tier,conplex_score,conplex_rank_within_target,conplex_percentile_within_target,drugclip_cosine_mean,drugclip_rank_within_target,drugclip_percentile_within_target,receptor_protocol_status,redock_status,conplex_rank_within_ligand_384,conplex_percentile_within_ligand_384,drugclip_rank_within_ligand_382,drugclip_percentile_within_ligand_382,dta_bidirectional_top10pct_concordant_384,is_any_frozen_known_relationship,pair_novelty_class_384,target_route_family,unified_target_route,gnina_target_qualification,boltz_target_qualification,pairId,mainline_boltz_completed,mainline_gnina_completed,gnina_remote_model_required,boltz_remote_model_required,gnina_increment_required,boltz_increment_required,max_tanimoto_to_target_measured_positive,murcko_scaffold,measured_positive_reference_count,novelty_lane,dta_priority_score_384
AHJRHEGDXFFMBM-UHFFFAOYSA-N,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,palbociclib,UNII:G9ZF61LE7G,CHEMBL308,CDK1,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.5348384,6.0,0.9930459,0.62374616,1.0,1.0,FROZEN_PASS,PASS,18.0,0.95561355,1.0,1.0,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,AHJRHEGDXFFMBM-UHFFFAOYSA-N__CHEMBL308,False,False,False,True,False,True,0.56,O=c1ccc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,429,N2_SCAFFOLD_HOP,1.0889033875
AHJRHEGDXFFMBM-UHFFFAOYSA-N,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,palbociclib,UNII:G9ZF61LE7G,CHEMBL3116,CDK9,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.55274487,5.0,0.99443674,0.46456718,24.0,0.96801114,FROZEN_PASS,PASS,11.0,0.97389036,22.0,0.9448819,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,AHJRHEGDXFFMBM-UHFFFAOYSA-N__CHEMBL3116,False,False,False,True,False,True,1.0,O=c1ccc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,1300,N1_LOCAL_ANALOG,1.07177484
AHJRHEGDXFFMBM-UHFFFAOYSA-N,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,palbociclib,UNII:G9ZF61LE7G,CHEMBL5285,MAP3K5,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.5247098,6.0,0.9930459,0.4620506,11.0,0.9860918,FROZEN_PASS,PASS,25.0,0.9373368,24.0,0.93963253,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,LOCAL_STRONG,BOLTZ_REMOTE_QUALIFIED,AHJRHEGDXFFMBM-UHFFFAOYSA-N__CHEMBL5285,False,False,False,True,False,True,0.2857142857142857,O=c1ccc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,305,N3_REMOTE,1.05241194
AHJRHEGDXFFMBM-UHFFFAOYSA-N,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,palbociclib,UNII:G9ZF61LE7G,CHEMBL5903,ACVR1,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.56375384,5.0,0.99443674,0.6163617,1.0,1.0,FROZEN_PASS,PASS,3.5,0.9934726,2.0,0.9973753,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,LOCAL_STRONG,BOLTZ_REMOTE_QUALIFIED,AHJRHEGDXFFMBM-UHFFFAOYSA-N__CHEMBL5903,False,False,False,True,False,True,0.30952380952380953,O=c1ccc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,998,N3_REMOTE,1.0970558
AILRADAXUVEEIR-UHFFFAOYSA-N,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,brigatinib,UNII:HYW8DB273J,CHEMBL1841,FYN,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.5862182,3.0,0.9972184,0.54185534,3.0,0.9972184,FROZEN_PASS,PASS,11.0,0.97389036,12.0,0.9711286,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,AILRADAXUVEEIR-UHFFFAOYSA-N__CHEMBL1841,False,False,False,True,False,True,1.0,c1ccc(Nc2ccnc(Nc3ccc(N4CCC(N5CCNCC5)CC4)cc3)n2)cc1,83,N1_LOCAL_ANALOG,1.07903193
AILRADAXUVEEIR-UHFFFAOYSA-N,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,brigatinib,UNII:HYW8DB273J,CHEMBL1974,FLT3,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.6814959,13.0,0.98331016,0.52829176,5.0,0.99443674,FROZEN_PASS,PASS,5.0,0.98955613,14.0,0.96587926,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,AILRADAXUVEEIR-UHFFFAOYSA-N__CHEMBL1974,False,False,False,True,False,True,1.0,c1ccc(Nc2ccnc(Nc3ccc(N4CCC(N5CCNCC5)CC4)cc3)n2)cc1,1744,N1_LOCAL_ANALOG,1.084857065
AILRADAXUVEEIR-UHFFFAOYSA-N,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,brigatinib,UNII:HYW8DB273J,CHEMBL2971,JAK2,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.21931623,37.0,0.9499304,0.5794309,5.0,0.99443674,FROZEN_PASS,PASS,34.0,0.91383815,7.0,0.984252,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,AILRADAXUVEEIR-UHFFFAOYSA-N__CHEMBL2971,False,False,False,True,False,True,1.0,c1ccc(Nc2ccnc(Nc3ccc(N4CCC(N5CCNCC5)CC4)cc3)n2)cc1,8723,N1_LOCAL_ANALOG,1.0691947225
AILRADAXUVEEIR-UHFFFAOYSA-N,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,brigatinib,UNII:HYW8DB273J,CHEMBL3234,HCK,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.5802961,3.0,0.9972184,0.63121426,2.0,0.9986092,FROZEN_PASS,PASS,12.0,0.9712794,4.0,0.992126,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,AILRADAXUVEEIR-UHFFFAOYSA-N__CHEMBL3234,False,False,False,True,False,True,1.0,c1ccc(Nc2ccnc(Nc3ccc(N4CCC(N5CCNCC5)CC4)cc3)n2)cc1,208,N1_LOCAL_ANALOG,1.08853515
AILRADAXUVEEIR-UHFFFAOYSA-N,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,brigatinib,UNII:HYW8DB273J,CHEMBL3905,LYN,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.5566206,3.0,0.9972184,0.65553135,4.0,0.99582756,FROZEN_PASS,PASS,14.0,0.9660574,1.0,1.0,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,AILRADAXUVEEIR-UHFFFAOYSA-N__CHEMBL3905,False,False,False,True,False,True,1.0,c1ccc(Nc2ccnc(Nc3ccc(N4CCC(N5CCNCC5)CC4)cc3)n2)cc1,256,N1_LOCAL_ANALOG,1.09081895
BCFGMOOMADDAQU-UHFFFAOYSA-N,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,lapatinib,UNII:0VUA21238F,CHEMBL1974,FLT3,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.5155431,22.0,0.9707928,0.23071484,47.0,0.9360223,FROZEN_PASS,PASS,4.0,0.9921671,38.0,0.9028871,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL1974,False,False,False,True,False,True,0.27522935779816515,c1ccc(COc2ccc(Nc3ncnc4ccc(-c5ccco5)cc34)cc2)cc1,1744,N3_REMOTE,1.0645035250000001
BCFGMOOMADDAQU-UHFFFAOYSA-N,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,lapatinib,UNII:0VUA21238F,CHEMBL2041,RET,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.368636,36.0,0.9513213,0.59340143,1.0,1.0,FROZEN_PASS,PASS,8.0,0.98172325,1.0,1.0,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL2041,False,False,False,True,False,True,0.3103448275862069,c1ccc(COc2ccc(Nc3ncnc4ccc(-c5ccco5)cc34)cc2)cc1,3004,N3_REMOTE,1.0954308125
BFSMGDJOXZAERB-UHFFFAOYSA-N,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,dabrafenib,UNII:QGP4HA4G1B,CHEMBL4501,RPS6KB1,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.1463837,66.0,0.9095967,0.5187574,4.0,0.99582756,FROZEN_PASS,PASS,15.0,0.9634465,2.0,0.9973753,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,BFSMGDJOXZAERB-UHFFFAOYSA-N__CHEMBL4501,False,False,False,True,False,True,0.1744186046511628,O=S(=O)(Nc1cccc(-c2ncsc2-c2ccncn2)c1)c1ccccc1,677,N3_REMOTE,1.0885061649999999
BMGQWWVMWDBQGC-IIFHNQTCSA-N,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,midostaurin,UNII:ID912S5VON,CHEMBL2148,JAK3,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.5387791,3.0,0.9972184,0.50169057,5.0,0.99443674,FROZEN_PASS,PASS,24.0,0.9399478,18.0,0.95538056,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,BMGQWWVMWDBQGC-IIFHNQTCSA-N__CHEMBL2148,False,False,False,True,False,True,1.0,O=C(N[C@H]1CC2O[C@H](C1)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O)c1ccccc1,5294,N1_LOCAL_ANALOG,1.0619818300000001
BMGQWWVMWDBQGC-IIFHNQTCSA-N,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,midostaurin,UNII:ID912S5VON,CHEMBL2292,DYRK1A,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.58737653,1.0,1.0,0.5294802,5.0,0.99443674,FROZEN_PASS,PASS,8.0,0.98172325,13.0,0.96850395,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,BMGQWWVMWDBQGC-IIFHNQTCSA-N__CHEMBL2292,False,False,False,True,False,True,0.6923076923076923,O=C(N[C@H]1CC2O[C@H](C1)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O)c1ccccc1,1200,N1_LOCAL_ANALOG,1.0829876125
BMGQWWVMWDBQGC-IIFHNQTCSA-N,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,midostaurin,UNII:ID912S5VON,CHEMBL308,CDK1,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.55523336,4.0,0.99582756,0.51507413,3.0,0.9972184,FROZEN_PASS,PASS,15.0,0.9634465,14.0,0.96587926,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,BMGQWWVMWDBQGC-IIFHNQTCSA-N__CHEMBL308,False,False,False,True,False,True,0.6923076923076923,O=C(N[C@H]1CC2O[C@H](C1)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O)c1ccccc1,429,N1_LOCAL_ANALOG,1.0731058549999999
BMGQWWVMWDBQGC-IIFHNQTCSA-N,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,midostaurin,UNII:ID912S5VON,CHEMBL3116,CDK9,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.4925046,9.0,0.9888734,0.5660996,3.0,0.9972184,FROZEN_PASS,PASS,35.0,0.91122717,10.0,0.97637796,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,BMGQWWVMWDBQGC-IIFHNQTCSA-N__CHEMBL3116,False,False,False,True,False,True,0.6923076923076923,O=C(N[C@H]1CC2O[C@H](C1)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O)c1ccccc1,1300,N1_LOCAL_ANALOG,1.0653003725
BMGQWWVMWDBQGC-IIFHNQTCSA-N,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,midostaurin,UNII:ID912S5VON,CHEMBL4937,CSNK1E,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.54897594,1.0,1.0,0.41670385,24.0,0.96801114,FROZEN_PASS,PASS,19.0,0.95300263,30.0,0.9238845,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,BMGQWWVMWDBQGC-IIFHNQTCSA-N__CHEMBL4937,False,False,False,True,False,True,0.6923076923076923,O=C(N[C@H]1CC2O[C@H](C1)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O)c1ccccc1,154,N1_LOCAL_ANALOG,1.05747244
BMGQWWVMWDBQGC-IIFHNQTCSA-N,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,midostaurin,UNII:ID912S5VON,CHEMBL5491,WEE1,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.4799745,4.0,0.99582756,0.63112104,1.0,1.0,FROZEN_PASS,PASS,38.0,0.9033943,3.0,0.9947507,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,LOCAL_STRONG,BOLTZ_REMOTE_QUALIFIED,BMGQWWVMWDBQGC-IIFHNQTCSA-N__CHEMBL5491,False,False,False,True,False,True,0.21739130434782608,O=C(N[C@H]1CC2O[C@H](C1)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O)c1ccccc1,989,N3_REMOTE,1.073223925
CUIHSIWYWATEQL-UHFFFAOYSA-N,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,pazopanib,UNII:7RN5DR86CK,CHEMBL1841,FYN,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.033059828,29.0,0.961057,0.22826265,64.0,0.9123783,FROZEN_PASS,PASS,30.0,0.92428195,33.0,0.9160105,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,CUIHSIWYWATEQL-UHFFFAOYSA-N__CHEMBL1841,False,False,False,True,False,True,0.2962962962962963,c1ccc(Nc2nccc(Nc3ccc4c[nH]nc4c3)n2)cc1,83,N3_REMOTE,1.0314078500000001
CUIHSIWYWATEQL-UHFFFAOYSA-N,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,pazopanib,UNII:7RN5DR86CK,CHEMBL2041,RET,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.86016566,5.0,0.99443674,0.480119,11.0,0.9860918,FROZEN_PASS,PASS,7.0,0.98433423,2.0,0.9973753,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,CUIHSIWYWATEQL-UHFFFAOYSA-N__CHEMBL2041,False,False,False,True,False,True,1.0,c1ccc(Nc2nccc(Nc3ccc4c[nH]nc4c3)n2)cc1,3004,N1_LOCAL_ANALOG,1.0933803925
CVWXJKQAOSCOAB-UHFFFAOYSA-N,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,quizartinib,UNII:7LA4O6Q0D3,CHEMBL279,KDR,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.8044235,6.0,0.9930459,0.38874984,5.0,0.99443674,FROZEN_PASS,PASS,6.0,0.98694515,12.0,0.9711286,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL279,False,False,False,True,False,True,0.6547619047619048,O=C(Nc1ccc(-c2cn3c(n2)sc2cc(OCCN4CCOCC4)ccc23)cc1)Nc1ccon1,5667,N1_LOCAL_ANALOG,1.0848639100000002
CVWXJKQAOSCOAB-UHFFFAOYSA-N,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,quizartinib,UNII:7LA4O6Q0D3,CHEMBL4128,TEK,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.42030427,7.0,0.99165505,0.2888195,31.0,0.9582754,FROZEN_PASS,PASS,10.0,0.9765013,34.0,0.9133858,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E1_DUAL_REMOTE_QUALIFIED,REMOTE_STRONG,BOLTZ_REMOTE_QUALIFIED,CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL4128,False,False,True,True,True,True,0.3541666666666667,O=C(Nc1ccc(-c2cn3c(n2)sc2cc(OCCN4CCOCC4)ccc23)cc1)Nc1ccon1,392,N3_REMOTE,1.0645108625
DUYJMQONPNNFPI-UHFFFAOYSA-N,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,osimertinib,UNII:3C06JJ0Z2O,CHEMBL1824,ERBB2,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.43311667,5.0,0.99443674,0.36910987,13.0,0.98331016,FROZEN_PASS,PASS,7.0,0.98433423,33.0,0.9160105,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,DUYJMQONPNNFPI-UHFFFAOYSA-N__CHEMBL1824,False,False,False,True,False,True,1.0,c1ccc(Nc2nccc(-c3c[nH]c4ccccc34)n2)cc1,1369,N1_LOCAL_ANALOG,1.069778925
DUYJMQONPNNFPI-UHFFFAOYSA-N,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,osimertinib,UNII:3C06JJ0Z2O,CHEMBL1974,FLT3,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.47649306,28.0,0.9624478,0.5126517,6.0,0.9930459,FROZEN_PASS,PASS,4.0,0.9921671,6.0,0.98687667,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,DUYJMQONPNNFPI-UHFFFAOYSA-N__CHEMBL1974,False,False,False,True,False,True,0.43434343434343436,c1ccc(Nc2nccc(-c3c[nH]c4ccccc34)n2)cc1,1744,N2_SCAFFOLD_HOP,1.0910641925
DUYJMQONPNNFPI-UHFFFAOYSA-N,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,osimertinib,UNII:3C06JJ0Z2O,CHEMBL2041,RET,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.40863502,28.0,0.9624478,0.39569962,32.0,0.95688456,FROZEN_PASS,PASS,8.0,0.98172325,24.0,0.93963253,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,DUYJMQONPNNFPI-UHFFFAOYSA-N__CHEMBL2041,False,False,False,True,False,True,0.25925925925925924,c1ccc(Nc2nccc(-c3c[nH]c4ccccc34)n2)cc1,3004,N3_REMOTE,1.0663817075
